"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","scientificNameAuthorship","county","identifiedBy","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","individualCount","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","typeStatus"
"50","2020-09-12 05:00:02-03","US","US","2548250","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","L. B. Smith & R. Reitz","9940","1957","1","10","South America","Brazil","Santa Catarina","Headland, morro dos conventos, n of arroco do silva","-49.4858016967773","-28.934700012207","60",NA,NA,"US00007636","US00007636_01",NA,"H. Wendl.","Araranguá",NA,"19353","auto","Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,"60",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2548249","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","L. B. Smith & R. Reitz","9940","1957","1","10","South America","Brazil","Santa Catarina","Headland, morro dos conventos, n of arroco do silva","-49.4858016967773","-28.934700012207","60",NA,NA,"US00007637","US00007637_01",NA,"H. Wendl.","Araranguá",NA,"19353","auto","Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,"60",NA,NA
"52","2020-09-12 05:00:02-03","US","US","2644126","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","R. Reitz","7456","1970","8","1","South America","Brazil","Santa Catarina","Morro dos conventos","-49.4858016967773","-28.934700012207",NA,NA,NA,"US00007635","US00007635_01",NA,"H. Wendl.","Araranguá",NA,"19353","auto","Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"53","2020-09-02 16:20:40-03","Cenargen","CEN","67313","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Glocimar Pereira-Silva","10326","2006","02","16",NA,"Brasil","RS","Fazenda do Sr. Minela.","-50.726944","-28.288888","900","Exsicatas",NA,"CEN00067313","CEN00067313 CEN00067313_1",NA,"Mart.","BOM JESUS",NA,NA,NA,NA,NA,NA,NA,NA,"4","-50.726944","-28.288888","900",NA,NA
"54","2020-09-02 16:20:40-03","Cenargen","CEN","67314","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Glocimar Pereira-Silva","10332","2006","02","18",NA,"Brasil","RS","Fazenda do Sr. Minella, margem direita do rio Santana.","-50.732777","-28.311388","800","Exsicatas",NA,"CEN00067314","CEN00067314 CEN00067314_1 CEN00067314_2 CEN00067314_3",NA,"Mart.","BOM JESUS",NA,NA,NA,NA,NA,NA,NA,NA,"3","-50.732777","-28.311388","800",NA,NA
"55","2020-09-02 16:20:40-03","Cenargen","CEN","64000","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Aécio Amaral-Santos","2909","2006","12","10",NA,"Brasil","RS","Cerca de 15 km após a entrada da sede da Cabanha Branco.","-50.731111","-28.289444",NA,"Unicata","Frutos sendo predados por pássaros.","CEN00064000","CEN00064000 CEN00064000_1",NA,"Mart.","VACARIA","G. P. Lima",NA,NA,NA,NA,"2017","08",NA,"1","-50.731111","-28.289444",NA,NA,NA
"56","2020-09-02 16:20:40-03","Cenargen","CEN","67312","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Glocimar Pereira-Silva","10323","2006","02","15",NA,"Brasil","SC","Colônia do Sr. Cláudio Luiz Martinete, entrada para o rio Canoas, próximo à cidade.","-51.310833","-27.642777","780","Exsicatas","Plantas (2) cultivada em fundo de quintal.","CEN00067312","CEN00067312 CEN00067312_1",NA,"Mart.","CELSO RAMOS",NA,NA,NA,NA,NA,NA,NA,NA,"4","-51.310833","-27.642777","780",NA,NA
"57","2020-09-02 16:20:40-03","Cenargen","CEN","72426","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Aécio Amaral-Santos","2967","2007","11","27",NA,"Brasil","RS","Margem direita do rio Santana, próximo à ponte queimada (Fazenda Cabanha Blanco).","-50.737777","-28.319722",NA,"Unicata","46 pinas, 75 cm de ráquis.","CEN00072426","CEN00072426 CEN00072426_1 CEN00072426_2",NA,"Mart.","BOM JESUS","E. S. G. Guarino",NA,NA,NA,NA,"2007","11",NA,"1","-50.737777","-28.319722",NA,NA,NA
"58","2021-03-15 18:25:15-03","USP","SPF","85697","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Pardini, R; Marcato, AC","82","1992","07","15",NA,"Brasil","Paraná","Pinho de Baixo","-50.6044006347656","-25.2299995422363",NA,NA,"Palmeira solitária. Caule 2-12m alt. e 28-30 cm diâm. Nas plantas jovens o caule é recoberto por bainhas persistentes com espinhos. Apresenta por volta de 35 folhas: a bainha é reticulada e com espinhos no ápice; o pecíolo tem 55 cm","SPF00085697",NA,NA,"Mart.","Imbituva","Henderson, A","24222","auto",NA,NA,"1992","07","17",NA,NA,NA,NA,NA,NA
"59","2019-09-04 18:48:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"60","2020-08-20 14:54:38-03","UFSC","FLOR","4775","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Reitz, R.","7456","1970","08","01",NA,"Brasil","Santa Catarina","Morro dos Conventos.","-49.4858016967773","-28.934700012207",NA,NA,NA,"FLOR0004775","FLOR0004775",NA,"Mart.","Araranguá",NA,"19353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-08-20 14:54:38-03","UFSC","FLOR","3342","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Klein, R.M.; Bresolin, A.","9377","1971","04","14",NA,"Brasil","Santa Catarina","Praça 15 de Novembro, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","20",NA,"arvoreta, Fruto Maduro, creme, 6m altura","FLOR0003342","FLOR0003342 FLOR0003342_1 FLOR0003342_2 FLOR0003342_3",NA,"Mart.","Florianópolis",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA
"62","2017-09-11 17:07:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Uruguay",NA,"et in insulis flum. Uruguay",NA,NA,NA,NA,NA,NA,"P03P2N0129",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:07:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Crescit in Brasilia extratropica et in civitatibus austrum et occidentem versus confinibus: in campis provinciae Rio Grande do Sul, inter flumina Uruguay et Paraguay",NA,"P03P2N0129",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:07:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","D'Orbigny, A","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"prope flum. Paraná ce. sub 31° L. austr.",NA,NA,NA,NA,NA,NA,"P03P2N0129",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:07:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"et in insulis flum. Uruguay.",NA,NA,NA,NA,NA,NA,"P03P2N0129",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:07:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in campis provinciae&nf;Rio Grande do Sul, inter flumina Uruguay et Paraguay.",NA,NA,NA,NA,NA,NA,"P03P2N0129",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:07:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","D'Orbigny, A","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","prope flum. Paraná cc. sub 31graus L. austr.",NA,NA,NA,NA,NA,NA,"P03P2N0129",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:50:43-03","UFRGS","ICN","048642","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Krapovickas, A; Cristóbal, CL","34207","1978","12","06","América do Sul","Brasil","RS","13 km NW de Minas do Camaquã","-53.4914016723633","-30.5121994018555",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Estipite 1,80m de altura, com restos foliares.; Em cerros.",NA,NA,NA,"Mart.","Caçapava do Sul",NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:50:43-03","UFRGS","ICN","019339","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Désio, J","s.n.","1940","01","03","América do Sul","Brasil","RS","Nova Petrópolis linha araripe","-51.3755989074707","-29.5867004394531",NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,"Mart.","São Sebastião do Caí","Augusto, I","12036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:50:43-03","UFRGS","ICN","048638","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Krapovickas, A; Cristóbal, CL","34220","1978","12","07","América do Sul","Brasil","RS","74km S de Caçapava do Sul (BR 153 km 84)",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Estípite 2,5m de alt., com bases foliares.; Em serraía.",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:50:43-03","UFRGS","ICN","116565","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Salazar; Ferrer","s.n.","1999","12","11","América do Sul","Brasil","RS","Faz. União","-52.385","-30.936111",NA,NA,"campos pedregosos de altitude",NA,NA,NA,"Mart.","Canguçu","Soares, K",NA,NA,NA,NA,"2012","11","26",NA,"-52.385","-30.936111",NA,NA,NA
"72","2021-02-08 12:50:43-03","UFRGS","ICN","096829","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Fernandes, I","934","1991","07","01","América do Sul","Brasil","RS","Casa da Pedra","-54.1068992614746","-31.3313999176025",NA,NA,"Espécie ameaçada de extinção (Em perigo).; 2,5m de altura.; Em linha de fratura no topo dos rochedos, solo pedregoso raso.",NA,NA,NA,"Mart.","Bagé","Baptista, LRM","74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:50:43-03","UFRGS","ICN","143748","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Cossio, R","61","2006","01","03","América do Sul","Brasil","RS","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,"Espécie ameaçada de extinção (Em perigo).; indivíduo isolado; frutos imaturos; ausência de mudas; Paredão rochoso, em um platô.",NA,NA,NA,"Mart.","Bagé","Cossio, R","74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:50:43-03","UFRGS","ICN","034145","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Adelino; Irgang, B","s.n.","1976","10","08","América do Sul","Brasil","RS","Estrada -Geribá- Km 83","-54.1068992614746","-31.3313999176025",NA,NA,"Todas as palmeiras com flores, 5 inflorecência no exemplar.",NA,NA,NA,"Mart.","Bagé","Soares, K","74087","auto",NA,NA,"2012","11","26",NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:50:43-03","UFRGS","ICN","092607","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Irgang, BE; et al.","s.n.","1984","09","25","América do Sul","Brasil","RS","Guaritas","-53.4914016723633","-30.5121994018555",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Na boca dos morros areníticos.",NA,NA,NA,"Mart.","Caçapava do Sul","Irgang, BE","50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:50:43-03","UFRGS","ICN","031244","S","Plantae","Monocotyledon",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Porto, ML; Irgang, B","s.n.","1976","05","30","América do Sul","Brasil","RS","Rodovia Caçapava- Lavras. Guarita.","-53.4914016723633","-30.5121994018555",NA,NA,"Afloramento de arenito.",NA,NA,NA,"Mart.","Caçapava do Sul","Cano, A","50525","auto",NA,NA,"2011","02","21",NA,NA,NA,NA,NA,NA
"77","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","67432","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Benetti, A.","s.n.","1986","04",NA,NA,"Brasil","Rio Grande do Sul","Reserva do Parque Estadual,","-52.7714004516602","-27.3617000579834",NA,NA,"Palmeira buriti. Nativa, rara. Cerca de 1,20m de altura.","HAS0067432",NA,NA,"Mart.","Nonoai",NA,"35080","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","1949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Aguiar, L.; Soares, Z.","s.n.","1975","07",NA,NA,"Brasil","Rio Grande do Sul","Parque Farroupilha","-51.214437","-30.034991",NA,NA,NA,"HAS0001949",NA,NA,"Mart.","Porto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51,214437","-30,034991",NA,NA,NA
"79","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","20322","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Waechter, J.L.","2102","1985","04",NA,NA,"Brasil","Rio Grande do Sul","Itapeva,","-49.7268981933594","-29.3353004455566",NA,NA,"Palmeira com cerca de 6m de alt.Estéril","HAS0020322",NA,NA,"Mart.","Torres",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","67433","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Chagas, J.","s.n.","1972","11",NA,NA,"Brasil","Rio Grande do Sul","Vale do rio Ibitiriá, cerca de 30Km NE de Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"Folhas e rede de fibras de um ex. caído.","HAS0067433",NA,NA,"Mart.","Vacaria",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 09:59:33-03","IBt","SP","75301","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Mattos, J","15616","1971","05","28",NA,"Brasil","Rio Grande do Sul","Perto de São Marcos, no município de Caxias (Km 148, mais ou menos)",NA,NA,NA,NA,NA,"SP056139","SP056139 SP056139_01 SP056139_02 SP056139_03 SP056139_04",NA,"Mart.","Pedras Brancas","Cano, A",NA,NA,NA,NA,"2011","02","14",NA,NA,NA,NA,NA,NA
"82","2019-05-22 10:05:54-03","IBt","SP","78930","Carpo","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Pinto Rego Jr, A","s.n.","1945","04","12",NA,"Brasil","Rio Grande do Sul",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,NA,NA,"Mart.","Taquari","Toledo, JF","21657","auto",NA,NA,"1945","04","24",NA,NA,NA,NA,NA,NA
"83","2019-11-21 09:59:33-03","IBt","SP","330228","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Kirizawa, M","3371","1998","11","24",NA,"Brasil","São Paulo","Áre ado Jardim Botânico, perto do hidrófitotério","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP056138","SP056138 SP056138_01",NA,"Mart.","São Paulo","Cano, A","53584","auto",NA,NA,"2011","02","14",NA,NA,NA,NA,NA,NA
"84","2019-11-21 09:59:33-03","IBt","SP","347888","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Silva, ED","s.n.","2001","03","26",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo. Perto do portão histórico e de bambuzal","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP056140","SP056140 SP056140_01 SP056140_02",NA,"Mart.","São Paulo","Cano, A","53584","auto",NA,NA,"2011","02","14",NA,NA,NA,NA,NA,NA
"85","2019-11-21 09:59:33-03","IBt","SP","174471","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Kirizawa, M","574","1981","10","06",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Perto do hidrofitério","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP056141","SP056141 SP056141_01 SP056141_02 SP056141_03 SP056141_04",NA,"Mart.","São Paulo","Cano, A","53584","auto",NA,NA,"2011","02","14",NA,NA,NA,NA,NA,NA
"86","2014-09-23 10:56:47-03","G","G","G00355865","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=262583&base=img&lang=en","G00355865","G00355865",NA,"Mart.",NA,"Cano, A. & F. Stauffer",NA,NA,NA,NA,"2012","01","01",NA,"-53.08972222","-10.77305556",NA,NA,"ISOTYPUS of Trithrinax brasiliensis Mart."
"87","2014-09-23 10:56:47-03","G","G","G00355887","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Krapovickas, A. & C. L. Cristóbal","34220","1978","12","07","AMERIQUE DU SUD","Brazil","Rio Grande do Sul",NA,"-53.65388889","-29.71027778",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00355887",NA,NA,"Mart.",NA,"Cano, A.",NA,NA,NA,NA,"2012","01","01",NA,"-53.65388889","-29.71027778",NA,NA,NA
"88","2014-09-23 10:56:47-03","G","G","G00355862","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=262582&base=img&lang=en","G00355862","G00355862",NA,"Mart.",NA,"Cano, A. & F. Stauffer",NA,NA,NA,NA,"2012","01","01",NA,"-53.08972222","-10.77305556",NA,NA,"ISOTYPUS of Trithrinax brasiliensis Mart."
"89","2014-09-23 10:56:47-03","G","G","G00355877","S","Plantae",NA,NA,"Arecaceae","Trithrinax","brasiliensis","Trithrinax brasiliensis","Krapovickas, A. & C. L. Cristóbal","34207","1978","12","06","AMERIQUE DU SUD","Brazil","Rio Grande do Sul",NA,"-53.65388889","-29.71027778",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00355877",NA,NA,"Mart.",NA,"Cano, A.",NA,NA,NA,NA,"2012","01","01",NA,"-53.65388889","-29.71027778",NA,NA,NA
