"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","class"
"50","2021-02-25 10:12:21-03","CVRD","CVRD","11745","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Ferreira-Pinho, M.A.","651","2006","04","10","América do Sul","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,"Frutos imaturos verdes. <ll>dwc_commonname:</ll> Jenipapo amarelo","CVRD011745",NA,"Pinho-Ferreira","2006","04","48094","auto",NA,NA,"10",NA,NA,NA,"Magnoliopsida"
"51","2021-02-25 10:12:21-03","CVRD","CVRD","15785","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Folli, D.A.","7573","2017","11","09","América do Sul","BRASIL","ES","Pancas",NA,"-40.8513984680176","-19.2250003814697",NA,"área de montanha <ll>dwc_commonname:</ll> Jenipapo amarelo ?","CVRD015785",NA,NA,NA,NA,"32475","auto",NA,NA,NA,"156","156",NA,"Magnoliopsida"
"52","2020-09-12 05:00:02-03","US","US","3494251","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"D. Folli","2430",NA,NA,NA,"South America - Neotropics","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares- Linhares- ES. Brasil. Estrada: Aceiro com LASA",NA,NA,NA,NA,"US02497563","US02497563_01",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,"1","Dicotyledonae"
"53","2020-09-12 05:00:02-03","US","US","3392050","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir","Isotype","M. de Assis","466","1994","10","29","South America - Neotropics","Brazil","São Paulo",NA,"Picinguaba, Ubatuba.",NA,NA,NA,NA,"US00623543","US00623543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"54","2019-11-13 11:30:09-03","USP","SPF","200379","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Freitas, HS","91","2008","09","27",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.656667","-22.642778",NA,NA,"SPF00200379",NA,"Zappi, DC; Freitas, HS","2008",NA,NA,NA,"-44.656667","-22.642778",NA,"504","504",NA,NA
"55","2019-11-13 11:30:09-03","USP","SPF","200380","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Freitas, HS","92","2007","07","01",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.656667","-22.642778",NA,NA,"SPF00200380",NA,"Zappi, DC; Freitas, HS","2008",NA,NA,NA,"-44.656667","-22.642778",NA,"504","504",NA,NA
"56","2019-11-13 11:30:09-03","USP","SPF","75844","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir","paratype","Harley, RM","25173","1988","10","18",NA,"Brasil","Minas Gerais","Pedra Azul",NA,"-41.366667","-15.95",NA,NA,"SPF00075844",NA,"Zappi, DC","1995",NA,NA,NA,"-41.366667","-15.95",NA,"650","650",NA,NA
"57","2019-11-13 11:30:09-03","USP","SPF","161746","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Pereira, JM","1013","2003","11","11",NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"SPF00161746",NA,"Lombardi, JA","2004","01","49886","auto",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-13 11:30:09-03","USP","SPF","137708","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir","isotype","Assis, MA","466","1994","10","29",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Trilha lateral da praia.","-45.0699996948242","-23.4300003051758",NA,"Árvore com 13 m de altura. Botões esverdeados, flores creme a esbranquiçadas, pouco perfumadas, indivíduo sem fruto.","SPF00137708","SPF00137708","Semir, J; Zappi, DC","1995",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:14:28-03","UEFS","HUEFS","119514","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Salino, A.","10914","2006","05","07",NA,"Brasil","Minas Gerais",NA,"Conselheiro Pena Parque Estadual de Sete Salões, 545 m de altitude.","-41.373611","-19.258611",NA,"Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de alforamento rochosos dentro e no entorno.","HUEFS0119514","HUEFS0119514",NA,NA,NA,NA,NA,"41W22'25''","19S15'31''",NA,NA,NA,NA,"Asteranae"
"60","2020-02-20 14:37:38-03","IAC","IAC","29759","S","Plantae",NA,NA,"Rubiaceae-333.Cinchonoideae-Gardenieae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"L.C. Bernacci et al.","1016","1995","01","10",NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental, área nativa","-47.8825","-24.608333",NA,"Identificação apud UEC 72799 (SpLink)!",NA,NA,"D.C. Zappi","2009","05",NA,NA,"-47.882500","-24.608333","15",NA,NA,NA,NA
"61","2020-01-27 18:24:16-03","IAC","IAC","32935","S","Plantae",NA,NA,"Rubiaceae-333.Cinchonoideae-Gardenieae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"N.I. Pierozzi","s/nº","1994","07","27",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251",NA,"flores caidas no chão, próximas da única árvore de Genipa em flor.",NA,NA,"N.I. Pierozzi","1994","07",NA,NA,"-47.077171","-22.870251","27",NA,NA,NA,NA
"62","2020-11-12 16:59:59-03","UEL","FUEL","27760","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir",NA,"Mansano, VF; et al.","s.n.","1999","11","05",NA,"Brasil","Espírito Santo","Linhares","Lagoa Juparanã","-40.0722007751465","-19.3910999298096",NA,NA,"FUEL020972",NA,"Zappi, DC","2012",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-04 15:46:04-03","IF","SPSF","24645","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Semir","Isótipo","M.A.de Assis","466","1994","10","29","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Pinciguaba&nf;;",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"64","2021-03-04 15:46:04-03","IF","SPSF","24650","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis",NA,"Parátipo","M.A.Assis","229","1994","05","11","América do Sul","Brasil","SP","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"65","2019-11-21 10:17:58-03","IBt","SP","337157","S","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir","Paratype","Assis, MA","465","1994","10","29",NA,"Brasil","São Paulo","Ubatuba","Picinguaba. Trilha lateral a praia","-45.0699996948242","-23.4300003051758",NA,"Árvore 7 m de alt., botões esverdeados, flores com tubo creme e lobulos brancos, quando senescente amareladas, perfume suave, frutos imaturos verdes","SP001698","SP001698","Semir, J; Zappi, DC","1995",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:17:58-03","IBt","SP","337160","S","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappi & Semir","Isotype","Assis, MA","466","1994","10","29",NA,"Brasil","São Paulo","Ubatuba","Picinguaba. Trilha lateral à praia","-45.0699996948242","-23.4300003051758",NA,"Árvore 13 m, botões esverdeados, flores creme a esbranquiþadas, pouco perfumadas","SP001552","SP001552","Semir, J; Zappi, DC","1995",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
