"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"103","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Riedel, L","1256","1828",NA,"Southern America","Brazil","Goiás","pr. urbem Goyaz",NA,"fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Tamberlik","s.n.","1848","04","Southern America","Brazil",NA,"prope Canna Verde, prov. S. Paulo",NA,"fruct., Hb. Holm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Regnell, AF","343*","1849","03","Southern America","Brazil",NA,"Serra de Cubatão prope Cajuru, pr. S. Paulo",NA,"flor.; Hb. Holm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Pohl, JBE","686",NA,NA,"Southern America","Brazil",NA,"In Brasiliae prov. S. Paulo, Goyaz et Matto Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Burchell, WJ","6653","1828","02","Southern America","Brazil","Goiás","road to Cuiaba as far as the Rio Bagagem (Ribeiro Bagagem flows due south from Goiaz)",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Burchell, WJ","6620","1828","02","Southern America","Brazil","Goiás","Goias, left bank of Rio Vermelho from the Rio de Manoel Gomes to the Carioca fountain (The Rio Vermelho comes from the northeast into Goiaz and flows out toward the northwest)",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Pohl, JBE","737",NA,NA,"Southern America","Brazil",NA,"In Brasiliae prov. S. Paulo, Goyaz et Matto Grosso",NA,"in Hb. Prag.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Gardner, G","3629","1828","01","Southern America","Brazil","Mato Grosso","in fruticetis umbrosis pr. Mato Grosso",NA,"flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:13:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Regnell, AF","III343","1840","03","Southern America","Brazil","Goiás","in sylvis prope Villam das Arayas, prov. Goyaz",NA,"flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:19:10-03","IBt","SP","10326","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hoehne, FC","CRONDON1250","1909","03",NA,"Brasil","Mato Grosso",NA,NA,NA,"SP047430","SP047430","Radlkofer, L",NA,"Tapirapuã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-10 11:28:22-03","IBt","SP","235737","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Killeen, TJ","2372","1987","03",NA,"Bolívia","Santa Cruz",NA,NA,NA,"SP047429","SP047429",NA,"01","Ñuflo de Chavez","-62","-16.416667","700","700","-62","-16.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:19:10-03","IBt","SP","301730","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Marcondes Ferreira, W; et al.","889","1994","03",NA,"Brasil","São Paulo","Fazenda da Barra, na estrada de Batatais - Jardinópolis.",NA,NA,"SP047432","SP047432","Ferrucci, MS","19","Batatais","-47.5800018310547","-20.8899993896484",NA,NA,NA,NA,"2003",NA,"22006","auto",NA,NA,NA,NA,NA
"115","2019-11-21 10:19:10-03","IBt","SP","301596","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Bernacci, LC","1826","1995","05",NA,"Brasil","São Paulo","Antigo Porto Militão.",NA,NA,"SP047431","SP047431","Ferrucci, MS","18","Cardoso","-49.9099998474121","-20.0799999237061",NA,NA,NA,NA,"2009",NA,"22486","auto",NA,NA,NA,NA,NA
"116","2019-11-21 10:19:10-03","IBt","SP","79106","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hoehne, W","s.n.","1950","04",NA,"Brasil","São Paulo","Pastos do Retiro.",NA,NA,"SP047428","SP047428","Somner, GV","13","Jales","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,"1997","04","16486","auto",NA,"29",NA,NA,NA
