"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"53","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13225","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Vieira, A.O.S.","235","1988","12","09",NA,"Brasil","São Paulo","Praia Grande",NA,"-46.4000015258789","-24",NA,NA,NA,NA,NA,NA,"herbácea até 0,5 m, flores lilazes com guias de nectário lilaz escuro",NA,NA,NA,"L.f.","Vieira, A.O.S.",NA,"22363","auto","1997","03","31",NA,NA,NA,NA
"54","2021-03-01 11:53:24-03","UFPE","UFP","24600","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Schilindwein, C","735","1995","03","09",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Pró mata, campo.","UFP024600",NA,"Asterales","L.F.","Schilindwein, C",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1189498","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Bro. Claude-Joseph","2141","1923","3",NA,"South America","Chile",NA,NA,"Punta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715489",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","1470524","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Bro. Claude-Joseph","5413","1929","12",NA,"South America","Chile",NA,NA,"Panguipulli",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715486",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","1342999","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","F. W. Pennell","12922","1925","3","6","South America","Chile",NA,NA,"Province of Arauco, Arauco, in tussock, edge of salt marsh.",NA,NA,NA,NA,NA,"2",NA,NA,NA,"US02715488",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","1057733","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Bro. Claude-Joseph","970","1920","1",NA,"South America","Chile",NA,NA,"Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715491",NA,"Asterales","L. f.",NA,"US02715491_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","1401947","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Collector unknown",NA,NA,NA,NA,"South America","Chile","Los Ríos","Valdivia","Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01923721",NA,"Asterales","L. f.","Ayers, T.","US01923721_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","1133973","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","O. Buchtien","109","1899",NA,NA,"South America","Chile","Los Ríos","Valdivia","Valdivia: Corral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01923663",NA,"Asterales","L. f.","Ayers, T.","US01923663_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2531426","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","O. T. Solbrig, H. Moore & J. Walker","3750","1965","12","2","South America","Chile","Valparaíso (V)",NA,"The Juan Fernandez Islands, Masafuera: Found north of Varadero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715484",NA,"Asterales","L. f.",NA,"US02715484_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","1093705","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","C. Skottsberg & I. Skottsberg","314","1917","1","20","South America","Chile","Valparaíso (V)",NA,"Juan Fernandez: Masatierra, coast cliff in Puerto Ingles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715492",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","530150","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","G. Hastings","217","1901","1","10","South America","Chile","Valparaíso (V)",NA,"Juan Fernandez, moist rocks English Bay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715493",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","1121176","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Bro. Claude-Joseph","1577","1922","2",NA,"South America","Chile","Valparaíso (V)",NA,"Valparaiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715490",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3516715","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","G. Looser","s.n.","1933","3","22","South America","Chile",NA,NA,"Corral (puerto).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715485",NA,"Asterales","L. f.",NA,"US02715485_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2751218","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","I. Skottsberg & C. Skottsberg","144","1955","1","23","South America","Chile","Valparaíso (V)","Juan Fernandez","Masafuera: coast cliffs between Mono and ovalo valleys",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01923722",NA,"Asterales","L. f.","Ayers, T.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","1470952","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","A. Hollermayer & E. Werdermann","1918","1929","1",NA,"South America","Chile",NA,NA,"Chilenses, Prov. Valdivia, Niebla.",NA,NA,NA,NA,"5",NA,NA,NA,NA,"US02715487",NA,"Asterales","L. f.",NA,"US02715487_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","1230094","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","C. Joseph","3124","1925","1",NA,"South America","Chile","Araucanía","Cautín","Llaima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01923665",NA,"Asterales","L. f.","Ayers, T.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","1420717","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","ex herb. John Miers","1467",NA,NA,NA,"South America","Chile",NA,NA,"Concepcion & Valdivia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715494",NA,"Asterales","L. f.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","1690218","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","H. Krause",NA,NA,NA,NA,"South America","Chile","Los Ríos","Valdivia","Coral, Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01923664",NA,"Asterales","L. f.","Ayers, T.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"71","2020-09-02 16:30:32-03","Cenargen","CEN","106647","PreservedSpecimen","Plantae","Lobeliaceae","Lobelia","anceps","Lobelia anceps","Guilherme de M. Antar","1213","2017","01","01",NA,"Brasil","RJ","PARATI","Riacho, próximo à Rua das Aroeiras.","-44.753888","-23.223055","-44.753888","-23.223055","10","10","Exsicatas",NA,"Cálice verde, corola lilás. Látex branco presente. Doação Universidade de São Paulo - Herbário SPF.","CEN00106647",NA,NA,"L.f.","I. M. Rolim","CEN00106647",NA,NA,"2017",NA,NA,NA,NA,"1",NA
"72","2020-09-02 16:30:32-03","Cenargen","CEN","98268","PreservedSpecimen","Plantae","Lobeliaceae","Lobelia","anceps","Lobelia anceps","Guilherme de M. Antar","900","2015","12","31",NA,"Brasil","SP","UBATUBA","Maranduba. Rio Maranduba. Rua do Ouro. Próximo ao Condomínio Jequitibá.","-45.232777","-23.545","-45.232777","-23.545","1","1","Exsicatas",NA,"Erva tenra ca. 30 cm alt. Raízes creme. látex branco presente. Cálice verde, corola rosada, estames negros. Doação Universidade de São Paulo. Herbário SPF.","CEN00098268",NA,NA,"L.f.","G. M. Antar","CEN00098268",NA,NA,"2016","05",NA,NA,NA,"1",NA
"73","2021-03-15 18:26:24-03","USP","SPF","224264","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Antar, GM","900","2015","12","31",NA,"Brasil","São Paulo","Ubatuba","Maranduba. Rio Maranduba. Rua do Ouro. Próximo ao Condomínio Jequitibá.","-45.232778","-23.545","-45.232778","-23.545","1","1",NA,NA,"Erva tenra ca. 30 cm alt. Raízes crème. Látex branco presente. Cálice verde, corola rosada, estames negros.; Solo organo-argiloso úmido.","SPF00224264",NA,NA,"L.f.","Antar, GM","SPF00224264",NA,NA,"2016","05",NA,NA,NA,NA,NA
"74","2021-03-15 18:26:24-03","USP","SPF","228493","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Antar, GM","1213","2017","01","01",NA,"Brasil","Rio de Janeiro","Paraty","Riacho, próximo à Rua das Aroeiras.","-44.75405","-23.223167","-44.75405","-23.223167","10","10",NA,NA,"Erva ca. 25 cm alt. Cálice verde, corola lilás. Látex branco presente.; Área antropizada próxima ao riacho.","SPF00228493",NA,NA,"L.f.","Rollim, IM","SPF00228493",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:17:31-03","USP","SPF","108101","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Souza, VC","9262","1995","10","08",NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,"SPF00108101",NA,NA,"L.f.","Vieira, AOS","SPF00108101","26998","auto","1997","03","13",NA,NA,NA,NA
"76","2021-03-15 18:26:24-03","USP","SPF","211999","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Pirani, JR","6499","2014","06","20",NA,"Brasil","São Paulo","Itanhaém","Jardim Ivoty, praça no final da Rua Manoel Joaquim do Nascimento (antiga Rua Argentina).","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,"Ervas formando pequenas touceiras em gramado úmido, ao sol. Ramos ascendentes. Inflorescências ascendentes. Flores com cálice verde-claro e corola alva levemente rosada.","SPF00211999",NA,NA,"L.f.","Cordeiro, I","SPF00211999","26998","auto","2014",NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:17:31-03","USP","SPF","43506","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Joly, AB","s.n.","1948","02","29",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,NA,NA,"SPF00043506",NA,NA,"L.f.","Vieira, AOS","SPF00043506","25482","auto","1997","03","14",NA,NA,NA,NA
"78","2019-11-13 11:17:31-03","USP","SPF","15453","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Hoehne, W","s.n.","1955","01","23",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,NA,NA,"SPF00015453",NA,NA,"L.f.","Vieira, AOS","SPF00015453","25482","auto","1997","11","14",NA,NA,NA,NA
"79","2014-04-04 18:26:53-03","PNFM","IRAI","877","S","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Ristow, R.","111","2009","08","23",NA,"Brasil","Paraná","Matinhos","Bom Retiro","-48.538389","-25.813556","-48.538389","-25.813556",NA,NA,NA,NA,"Herbácea, aproximadamente 40 cm, flor rosa","IRAI00000877","Magnoliophyta",NA,"L.f.","Cordeiro, J.; Martin, V.C.",NA,NA,NA,"2010","01","01",NA,NA,NA,NA
"80","2021-03-25 13:51:53-03","UNIVILLE","JOI","17591","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Silva, J. M.; Saridakis, D. P.","8650","2014","10","28",NA,"Brasil","Paraná","Pontal do Paraná","Balneário Barrancos","-48.397222","-25.606667","48º23'50''W","25º36'24''S","5","5",NA,NA,"Flores alvas. Habito: Herbácea","JOI017591",NA,NA,"L.f.","Cordeiro, J.",NA,NA,NA,"2014","11","19",NA,NA,NA,NA
"81","2021-03-25 13:51:53-03","UNIVILLE","JOI","2251","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Jotham Ziffer Berger","279","2006","01","23",NA,"Brasil","Santa Catarina","Joinville","Univille.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,"; HABITAT: ruderal, beira da mata; HABITO: erva ereta","JOI002251",NA,NA,"L.f.","Jotham Ziffer Berger","JOI002251","37150","auto",NA,NA,NA,NA,NA,NA,NA
"82","2018-04-04 16:45:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","R. Wagenknecht","18528",NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"18528"
"83","2018-04-04 16:44:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","T. M. Pedersen","10317",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"10317"
"84","2015-03-07 08:42:35-03","F","FMNH-SEEDPLANTS","V0183046F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"V0183046F","Spermatophyta",NA,NA,NA,"V0183046F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"85","2015-11-13 13:22:02-02","F","FMNH-SEEDPLANTS","V0079290F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","M. O. Dillon","8068",NA,NA,NA,"South America","Chile","Antofagasta","Antofagasta","Quebrada Bandurrias","-70.43","-25.22",NA,NA,NA,NA,NA,NA,NA,"V0079290F","Spermatophyta",NA,NA,NA,"V0079290F_01 V0079290F_02",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"86","2015-03-07 08:42:35-03","F","FMNH-SEEDPLANTS","V0183047F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,NA,NA,"V0183047F","Spermatophyta",NA,NA,NA,"V0183047F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"87","2015-03-07 08:42:35-03","F","FMNH-SEEDPLANTS","V0183048F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,NA,NA,"V0183048F","Spermatophyta",NA,NA,NA,"V0183048F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"88","2015-03-07 08:42:35-03","F","FMNH-SEEDPLANTS","V0183049F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,NA,NA,"V0183049F","Spermatophyta",NA,NA,NA,"V0183049F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"89","2015-03-07 08:42:35-03","F","FMNH-SEEDPLANTS","V0183050F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,NA,NA,"V0183050F","Spermatophyta",NA,NA,NA,"V0183050F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"90","2015-03-07 08:42:35-03","F","FMNH-SEEDPLANTS","V0183051F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,NA,NA,"V0183051F","Spermatophyta",NA,NA,NA,"V0183051F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"91","2015-10-03 11:29:31-03","F","FMNH-SEEDPLANTS","V0344932F","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"V0344932F","Spermatophyta",NA,NA,NA,"V0344932F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"92","2020-11-04 17:28:51-03","UEM","HUEM","32447","S","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Silva, JM; Saridakis, DP","8650","2014","10","28",NA,"Brasil","Paraná","Pontal do Paraná","Balneário Barrancos., Restinga, no intercordão.","-48.235","-25.3624","-48.235","-25.3624","5","5",NA,NA,"Herbácea. Flores alvas.","HUEM000016407",NA,NA,"L.f.","Cordeiro, J","HUEM000016407",NA,NA,"2014","11","19",NA,NA,NA,NA
"93","2019-11-01 14:56:02-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Pirani, JR; Cordeiro, I","6499","2014","06","20","Southern America","Brasil","São Paulo","Itanhaém","Itanhaém: Jardim Ivoty, praça no final da Rua Manoel Joaquim do Nascimento (antiga Rua Argentina)","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,"Ervas formando pequenas touceiras em gramado úmido, ao sol. Ramos ascendentes. Inflorescências ascendentes. Flores com cálice verde-claro e corola alva levemente rosada",NA,"Dicotyledoneae",NA,"L.f.","Cordeiro, I",NA,"26998","auto","2014",NA,NA,NA,NA,NA,NA
"94","2020-08-20 14:55:24-03","UFSC","FLOR","62220","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Silva, J.M.; Saridakis, D.P.","8650","2014","10","28",NA,"Brasil","Paraná","Pontal do Paraná","Balneário Barrancos.","-48.397222","-25.606667","48º23'50''W","25º36'24''S","5","5",NA,NA,"herbácea, flores alvas Habitat: restinga","FLOR0062220",NA,"Asterales","L.f.","Cordeiro, J.","FLOR0062220",NA,NA,"2014","11","19",NA,NA,NA,NA
"95","2021-03-04 15:42:44-03","IF","SPSF","29449","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","J.A.Pastore & C.Moura","1152","2002","03","01","América do Sul","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea flores lilases quase brancas, centro pintalgado de roxo; GEOGRAFIA: praia de Paranapua&nf;;",NA,"Magnoliophyta","Campanulales",NA,"J.A.Pastore",NA,"25482","auto","2003","04","26","Magnoliopsida",NA,NA,NA
"96","2021-02-08 12:39:06-03","UFRGS","ICN","193323","S","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Silva, JM; Saridakis, DP","8650","2014","10","28","América do Sul","Brasil","PR","Pontal do Paraná","Balneário Barrancos","-48.397222","-25.606667","-48.397222","-25.606667",NA,NA,NA,NA,"Herbácea; flores alvas.; Restinga- no intercordão",NA,"Dicotyledon",NA,"L.f.","Cordeiro, J",NA,NA,NA,"2014","11","19",NA,NA,NA,NA
"97","2021-02-08 12:39:06-03","UFRGS","ICN","197569","S","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Coelho, GP; Miotto, STS; Buchoski, MG","GPC239","2017","12","15","América do Sul","Brasil","SC","São Francisco do Sul","Rua Valter Rhinow, próx. Ruínas do Capitão Cabecinha","-48.658889","-26.279167","-48.658889","-26.279167",NA,NA,NA,NA,"Erva ca. 15 cm alt., latescente, flores azuladas; Área úmida antropizada",NA,"Dicotyledon",NA,"L.f.","Coelho, GP",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA
"98","2021-01-07 09:33:28-03","IBt","SP","465140","S","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Pirani, JR","6499","2014","06","20",NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.f.",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"99","2020-07-02 08:39:46-03","IBt","SP","286667","S","Plantae","Campanulaceae","Lobelia","anceps","Lobelia anceps","Souza, VC","9262","1995","10","08",NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.f.",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
