"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","order","typeStatus"
"55","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73469","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Mattos, J.","6411","1958","01",NA,NA,"Brasil",NA,NA,NA,"HAS0073469","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","Alegrete","-55.7919006347656","-29.7831001281738","89305",NA,"auto","Estação do Tigre,",NA,NA,NA,NA,NA,NA,NA
"56","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","92594","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Molz, M.","s.n.","2014","12",NA,NA,"Brasil",NA,NA,"Subarbusto com 20-30 cm de altura; folhas discolores, coriáceas; frutos imaturos, verde-amarelados","HAS0092594","Magnoliophyta","Mattos","Molz, M.","2015","09","21","Rio Grande do Sul","São Francisco de Assis","-55.157638","-29.615466",NA,NA,NA,"Jacaguá, em campo arenoso","-55.157638","-29.615466","184","184",NA,NA,NA
"57","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","75139","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Mattos, J.","23.23","1981","11",NA,NA,"Brasil",NA,NA,"campo limpo; subarbu. com xilopódio","HAS0075139","Magnoliophyta","Mattos","Grings, M.","2012","06","18","Rio Grande do Sul","Manoel Viana","-55.4827995300293","-29.5891990661621","43920",NA,"auto","10 Km direção S.F. de Assis",NA,NA,NA,NA,NA,NA,NA
"58","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73468","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Mattos, J.","24166","1983","12",NA,NA,"Brasil",NA,NA,"; Xilopódio e raizame bem profundos.","HAS0073468","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto","No pé da serrinha,",NA,NA,NA,NA,NA,NA,NA
"59","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73898","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Mattos, J.","1987","1977","10",NA,NA,"Brasil",NA,NA,NA,"HAS0073898","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","87569","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Hagelund, K.","12497","1978","10",NA,NA,"Brasil",NA,NA,NA,"HAS0087569","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Isotypus"
"61","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","87568","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Hagelund, K.","11896","1977","10",NA,NA,"Brasil",NA,NA,NA,"HAS0087568","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Paratypus"
"62","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73897","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Mattos, J.","30623","1986","10",NA,NA,"Brasil",NA,NA,"No campo sujo","HAS0073897","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto","Ca 10km de Manoel Viana, rodovia para São Francisco de Assis",NA,NA,NA,NA,NA,NA,NA
"63","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73896","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Mattos, J.","30622","1986","10",NA,NA,"Brasil",NA,NA,"No campo sujo","HAS0073896","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto","Ca de 6km de Manoel Viana, na rodovia para São Francisco de Assis",NA,NA,NA,NA,NA,NA,NA
"64","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73899","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Mattos, J.","29753","1986","10",NA,NA,"Brasil",NA,NA,"No campo sujo, terreno arenoso. Subarbusto com xilopódio","HAS0073899","Magnoliophyta","Mattos",NA,NA,NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto","Perto de Manoel Viana",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:11:18-03","IBt","SP","338060","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Motta, JT","1481","1988","11","20",NA,"Brasil",NA,NA,"Arbusto 80cm, fruto amarelo. Ocasional em barrancos.","SP010868",NA,"Mattos","Soares Silva, LH",NA,NA,NA,"Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","23696","SP010868","auto","Campo do saco.",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:11:18-03","IBt","SP","217263","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Sobral, M; et al.","4405","1985","10",NA,NA,"Brasil",NA,NA,"Subarbusto com xilopódio até 0,5m alt., em campo seco, em solo pobre e pedregoso; flores brancas.","SP010869",NA,"Mattos","Soares Silva, LH","2000","05",NA,"Rio Grande do Sul","Alegrete","-55.7919006347656","-29.7831001281738","89305","SP010869","auto","Cerro do Tigre.",NA,NA,NA,NA,NA,NA,NA
