"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previousCatalogNumber","sex"
"94","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425398","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Kuhlmann JG",NA,"1913","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425398","NL-U1425398","01","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0130475",NA,NA,NA,NA,NA,NA,NA
"95","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425399","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Hoock JML",NA,"1962","04","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425399","NL-U1425399","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0130476",NA,NA,NA,NA,NA,NA,NA
"96","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425400","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Duarte AP",NA,"1949","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425400","NL-U1425400","09","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0130477",NA,NA,NA,NA,NA,NA,NA
"97","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425401","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Kuhlmann JG",NA,"1924","03","Southern America","Brazil","Brazil, Porauary, aff. de Manáos, Amazonas.",NA,"Capoeira de terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425401 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425401","NL-U1425401","17","Amazonas",NA,"-60.025278","-3.113333",NA,NA,NA,NA,NA,NA,NA,"-60.025278","-3.113333","Magnoliopsidae","U 0130478",NA,NA,NA,NA,NA,NA,NA
"98","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425249","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Liesner RL",NA,"1978","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425249","NL-U1425249","28","Bolívar",NA,"-61.733333","8.366667",NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.366667","Magnoliopsidae","U 0130596",NA,NA,NA,NA,NA,NA,NA
"99","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425252","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Delascio Chitty F",NA,"1978","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425252","NL-U1425252","01","Bolívar",NA,"-61.733333","8.366667",NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.366667","Magnoliopsidae","U 0130594",NA,NA,NA,NA,NA,NA,NA
"100","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425392","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Jansen-Jacobs MJ",NA,"1999","09","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425392","NL-U1425392","19","Upper Essequibo Region",NA,"-58.533333","3.133333",NA,NA,NA,NA,NA,NA,NA,"-58.533333","3.133333","Magnoliopsidae","U 0067273",NA,NA,NA,NA,NA,NA,NA
"101","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425393","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg CC",NA,"Jansen-Jacobs MJ",NA,"1999","09","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425393","NL-U1425393","19","Upper Essequibo Region",NA,"-58.533333","3.133333",NA,NA,NA,NA,NA,NA,NA,"-58.533333","3.133333","Magnoliopsidae","U 0067272",NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:14:08-03","ESALQ","ESA","86845","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lamarck","AF",NA,"Fernández, A.; Milano. B.; Wiliams, B.","16600.0","2000","07",NA,"Venezuela",NA,NA,NA,"ESA086845","ESA086845","13","Bolívar","Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 11:14:08-03","ESALQ","ESA","19448","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lamarck","Romaniuc Neto, S.",NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","2099.0","1994","03",NA,"Brasil","Jacaré. 23o16'00,2S, 47o01'40,4W. Cerrado.",NA,"Erva, 0,2 m alt.; flores verdes.","ESA019448","ESA019448","03","São Paulo","Cabreúva","-47.1300010681152","-23.2999992370605",NA,NA,"16877","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 11:14:08-03","ESALQ","ESA","86768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lamarck","Milano, B. & Llamozas, S.",NA,"Fernández, A.","15244.0","1999","07",NA,"Venezuela",NA,NA,NA,"ESA086768","ESA086768","11","Bolívar","Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-01-17 13:47:17-03","MN","R","178305","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","amazonica","Dorstenia amazonica","Carauta, C. Valente & Barth",NA,NA,"Berg, C.C. P 18574; Steward, W.C.; Ramos, J.F.; Monteiro, O.P. & Lima, J.F.",NA,"1973","10",NA,"Brasil",NA,NA,"The New York Botanical Garden. Instituto Nacional de Pesquisa da Amazônia. Plants of Brazilian Amazonia.",NA,NA,"16","Mato Grosso",NA,"-59.35","-10.2",NA,NA,NA,NA,NA,NA,NA,"59° 21'W","10° 12'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-01-17 13:47:17-03","MN","R","215554","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","amazonica","Dorstenia amazonica","Carauta, C. Valente & Barth","Carauta, J.P.P.",NA,"Santos, A.A. 2395; et al.",NA,"2004","03",NA,"Brasil",NA,NA,"Embrapa Recursos Genéticos e Biotecnologia - CENARGEN.",NA,NA,"15","Goiás","São Domingos","-46.780556","-13.566111",NA,NA,NA,NA,"2007",NA,NA,"46° 46' 50W","13° 33' 58S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-01-17 13:47:17-03","MN","R","215631","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Castro, R.M.",NA,"Silva, R.M. 2528; Pirani, J.R.; Calió, M.F.A.; Lepis, K.B.; Riina, R. & Lovo, J.",NA,"2004","01",NA,"Brasil",NA,NA,NA,"R010024934",NA,"27","Minas Gerais",NA,"-43.956944","-17.895556","562","562",NA,NA,"2004","10",NA,"43° 57' 25W","17° 53' 44S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-01-14 15:31:51-03","MN","R","39149","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Dusén, P.K.H.","4139","1904","03",NA,"Brasil",NA,NA,NA,NA,NA,"13","Paraná","Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-01-14 15:31:51-03","MN","R","39150","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Velloso, H.P.",NA,"Dusén, P.K.H.","4196","1904","03",NA,"Brasil",NA,NA,NA,NA,NA,"19","Paraná",NA,NA,NA,NA,NA,NA,NA,"1941","12","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-01-14 15:31:51-03","MN","R","39151","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Velloso, H.P.",NA,"s.col.","1874",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,"1941","12","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 19:35:00-03","MN","R","39152","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Gomes","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-08 19:35:00-03","MN","R","58483","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Vianna-Filho, M.D.M.",NA,"Santos, N.","s.n.","1941","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-01-14 15:31:51-03","MN","R","207494","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Carauta, J.P.P.",NA,"Del-Vechio, G.","67","2005","11",NA,"Brasil",NA,NA,NA,NA,NA,"13","Minas Gerais","São João del Rei","-44.2616996765137","-21.1355991363525",NA,NA,"39093","auto","2006","06","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-22 17:46:13-03","UFPI","TEPB","16722","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","H.F.Leitão Filho",NA,"Farias, R.R.S de","362","2001","03",NA,"Brasil","Alto do Comandante",NA,"planta terófita (erva); flor verde; boa frequência Ambiente: Complexo de Campo Maior",NA,NA,"18","Piauí","Campo maior","-42.052972","-4.865417",NA,NA,NA,NA,NA,NA,NA,"42°03'10,7W","04°51'55,5S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-19 10:24:22-03","CPAP","CPAP","17195","PreserverdSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Pott, A.","7962","1998","04",NA,"Brasil","Estância Caiman; Sub-região de Miranda; Pantanal",NA,"Erva rizomatosa rosulada. FLOR: . FRUTO: . INTERESSE: Medicinal, aromatizante.. FREQUÊNCIA: Esparsa. AMBIENTE: Floresta decídua. SUBSTRATO: solo siltoso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Caiapia",NA,NA,"05","MS","Aquidauana","-56.348889","-19.865556","95","95",NA,NA,NA,NA,NA,"56°20'56'' W","19°51'56'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-19 10:24:22-03","CPAP","CPAP","22778","PreserverdSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A. Pott",NA,"Pott, A.","8837","2001","04",NA,"Brasil","Rio Caracol, rodovia BR-267",NA,"Erva rosulada rizomatosa, planta aromática . Frequente.. Remanescente de floresta riparia com pastagem,. Solo: siltoso,. Relevo: vale.",NA,NA,"04","MS","Bonito","-56.433889","-21.299722",NA,NA,NA,NA,"2001",NA,NA,"56°26'02'' W","21°17'59'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-19 10:24:22-03","CPAP","CPAP","4127","PreserverdSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Pott, A.","3548","1987","09",NA,"Brasil","Fazenda Acurizal, Sub-região de Nabileque, Pantanal - invernada Bodoque",NA,"Erva rosulada. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Caapão (ilha de mata), não alagável, degradado por gado. SUBSTRATO: solo calcimórfico petrocálcico. RELEVO: convexo. <ll>dwc_commonname:</ll> Car",NA,NA,"30","MS","Corumbá","-57.266667","-19.533333","90","90",NA,NA,NA,NA,NA,"57°16' W","19°32' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-19 10:24:22-03","CPAP","CPAP","5844","PreserverdSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","G. Hastchbach",NA,"Pott, A.","4530","1988","11",NA,"Brasil","Acesso da Fazenda Acurizal; Sub-região do Nabileque; Pantanal",NA,"Erva rosulada. FLOR: castanha. FRUTO: castanho. INTERESSE: Medicinal. FREQUÊNCIA: Frequente. AMBIENTE: Caapão (ilha de floresta), geralmente não alagável. SUBSTRATO: solo calcário (de conchas), calciaquoll. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Carapia",NA,NA,"23","MS","Corumbá","-57.166667","-19.633333","90","90",NA,NA,"1991","11",NA,"57°10' W","19°38' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-19 10:24:22-03","CPAP","CPAP","948","PreserverdSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A. Pott",NA,"Pott, V. J.","97","1984","10",NA,"Brasil","Cidade de Corumbá - Embrapa/cpap",NA,"Erva rosulada. FLOR: estames roxos. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Ruderal. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,"29","MS","Corumbá","-57.65","-19.016667","145","145",NA,NA,"1997","03",NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2016-02-02 14:38:37-02","BGBM","B","B 10 0299868","S","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Pivetta","1212","1956","02","Middle and South America","Brazil","RGS, Pestana p. Ijui. In campestriubus.",NA,"<a href=http://herbarium.bgbm.org/object/B100299868 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100299868","B100299868","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2016-02-02 14:38:37-02","BGBM","B","B 10 0299866","S","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"B. Rambo",NA,"1948","11","Middle and South America","Brazil","RGS, Vila Manresa p. P. Alegre. In campestribus siccis graminosis.",NA,"<a href=http://herbarium.bgbm.org/object/B100299866 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100299866","B100299866","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2016-02-02 14:38:37-02","BGBM","B","B 10 0299867","S","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"A. Spies",NA,"1957",NA,"Middle and South America","Brazil","RGS, Uruguayana. In campestribus.",NA,"<a href=http://herbarium.bgbm.org/object/B100299867 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100299867","B100299867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2014-09-25 12:32:35-03","FEMACT","MIRR","2235","S","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Milliken, W.; Coelho, L.F.; Lima, J.; Watson, F.","513","1987","07",NA,"Brasil","Ilha de Maracá, SEMA Estação., Igarapé S. of cachoeira da Fumaça",NA,"Herb growing on the steep bank of igarapé. Flowers grey-green.",NA,NA,"24","Roraima","Alto Alegre","-61.766667","3.433333",NA,NA,NA,NA,NA,NA,NA,"-61.766667","3.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-02-15 11:46:04-02","IPA","IPA","9207","S","Plantae","Plantae",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Pickel, B.",NA,"Pickel, B.","5582","1941","12","Southern America","Brasil","Alto Ipiranga, em terreno de campo (alto).",NA,NA,"IPA0009207",NA,"22","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:46:04-02","IPA","IPA","22596","S","Plantae","Plantae",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Luetzelburg","26009","1934","01","Southern America","Brasil","Granjeiro, tabuleiro.",NA,NA,"IPA0022596",NA,"10","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:33:51-03","IAP","PACA-AGP","108708","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A. Sehenm",NA,"Sehnem, A.","11876","1971","02",NA,"Brasil","Rincão do Inferno",NA,"Habitat: inter rupes","PACA108708",NA,"12","RS","Lavras do Sul","-53.8950004577637","-30.8131008148193",NA,NA,"76406","auto","1971",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:33:51-03","IAP","PACA-AGP","95986","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis var. asaroides","(Hook.) C.C.Berg.","B. O. Boeni",NA,"J. Larocca",NA,"1991","08",NA,"Brasil","Capão do ajudante (GAIA)",NA,"HASU 4758","PACA095986",NA,"31","RS","Pantano Grande","-52.3736000061035","-30.1914005279541",NA,NA,"34187","auto","2012","01","31",NA,NA,"Magnoliatae",NA,"var. asaroides",NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:33:51-03","IAP","PACA-AGP","2923","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"F. Baglione",NA,"1943",NA,NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA002923",NA,NA,"RS","São Borja","-56.0043983459473","-28.6606006622314",NA,NA,"75549","auto","1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:33:51-03","IAP","PACA-AGP","67970","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","F. R. Galvani",NA,"F. R. Galvani",NA,"1985","02",NA,"Brasil","casa vegetação PUC/ RS",NA,"VULNERÁVEL&nf;Herbário URG","PACA067970",NA,"14","RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"93142","auto","1985","02","14",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:33:51-03","IAP","PACA-AGP","104023","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A. sehnem",NA,"Sehnem, A.","1400","1956","02",NA,"Brasil","Vale Vêneto",NA,"Fenofase: flor verde Hábito: erva perene","PACA104023",NA,"28","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:33:51-03","IAP","PACA-AGP","53275","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Rambo, B.",NA,"1952","11",NA,"Brasil","S. Luiz",NA,"VULNERÁVEL Habitat: in campestribus graminosis Fenofase: flor","PACA053275",NA,"24","RS","Caaró",NA,NA,NA,NA,NA,NA,"1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:33:51-03","IAP","PACA-AGP","95962","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","C. Mondin & A. Iob",NA,"C. Mondin et al.","1414","1998","08",NA,"Brasil","Guaritas",NA,"HASU 6778 Habitat: no afloramento","PACA095962",NA,"27","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"50525","auto","1998","11",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:33:51-03","IAP","PACA-AGP","61404","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Pivetta","1212","1956","02",NA,"Brasil","Dr. Pestana",NA,"VULNERÁVEL&nf;Não há material Habitat: in campestribus Fenofase: flor","PACA061404",NA,"16","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"36807","auto","1958","09","30",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:33:51-03","IAP","PACA-AGP","29107","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Rambo, B.",NA,"1945","09",NA,"Brasil","Vila Manresa",NA,"VULNERÁVEL Habitat: in campo sicco graminosis Fenofase: flor","PACA029107",NA,"12","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:33:51-03","IAP","PACA-AGP","30084","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"P. Buck SJ",NA,"1945",NA,NA,"Brasil","Vila Manresa",NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA030084",NA,NA,"RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:33:51-03","IAP","PACA-AGP","38432","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Rambo, B.",NA,"1948","11",NA,"Brasil","Vila Manresa",NA,"VULNERÁVEL&nf;Não há material Habitat: in campestribus siccis graminosis Fenofase: flor","PACA038432",NA,"17","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:33:51-03","IAP","PACA-AGP","428","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Rambo, B.",NA,"1932","10",NA,"Brasil","Vila Manresa",NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA000428",NA,"13","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:33:51-03","IAP","PACA-AGP","60776","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"A. Spies",NA,"1957",NA,NA,"Brasil",NA,NA,"VULNERÁVEL&nf;Não há material Habitat: in campestribus Fenofase: flor","PACA060776",NA,NA,"RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"93142","auto","1957","08","19",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:33:51-03","IAP","PACA-AGP","32073","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Emrich-Rambo",NA,"Reitz, R.","1152","1945","06",NA,"Brasil","Sombrio",NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: fruto","PACA032073",NA,"10","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,"19353","auto","1954","08","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-07-02 18:55:19-03","UFJF","CESJ","71543","PreservedSpecimen","Plantae","Angiosperma",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","P.H.A. Melo",NA,"P.H.A. Melo; G.M. Marcusso","5741","2016","09","América do Sul","Brasil","Calcário Bela Vista, Rodovia BelaVista-Caracol, Km 17, à direita 7Km",NA,"Vegetação sobre rochas calcárias na Caatinga, Cerrado e Mata Atlântica. Vale plano, parcialmente inundável, com afloramentos de calcários. Formação aberta do carste, floresta estacional semidecidual e mata ciliar. Envolto por floresta estacional semideci","CESJ071543",NA,"07","Mato Grosso do Sul","Bela Vista","-56.711408","-21.930675","272","272",NA,NA,"2018","07","23","-56.711408","-21.930675",NA,NA,NA,NA,NA,NA,NA,NA,NA
