"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","phylum","yearIdentified","monthIdentified","occurrenceRemarks","coordinatePrecision","imagecode","geoFlag","class","order","continentOcean","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount"
"42","2020-11-19 10:22:44-03","CPAP","CPAP","9799","PreserverdSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V. J. Pott","Pott, V. J.","1674","1992","07","13","Brasil","MS","Miranda","Km 562 da BR-262, lado esquerdo sentido Corumbá-Campo Grande, depois da ponte do rio Miranda, Pantanal","-56.483333","-20.183333","56°29' W","20°11' S",NA,NA,"1992","07","Erva aquática flutuante livre. Material fértil. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Açude com Pistia, Hydrocotyle ranunculoides e Eichhornia crassipes. SUBSTRATO: solo argiloso com esterco de gado.",NA,NA,NA,NA,NA,NA,NA,"115","115",NA,NA,NA
"43","2020-11-19 10:22:44-03","CPAP","CPAP","9800","PreserverdSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V. J. Pott","Pott, V. J.","1675","1992","07","13","Brasil","MS","Miranda","Km 607 da BR-262, lado direito sentido Corumbá-Campo Grande, Pantanal","-56.816667","-20.033333","56°49' W","20°02' S",NA,NA,"1992","07","Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Caixa de empréstimo com Pistia e Hydrocotyle ranunculoides. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,"115","115",NA,NA,NA
"44","2020-11-19 10:22:44-03","CPAP","CPAP","13867","PreserverdSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Sanches, A. de L.","37","1994","07","14","Brasil","MS","Ladário","Fazenda do Rabicho","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"Aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Rara. AMBIENTE: Água parada na beira do rio. SUBSTRATO: solo argiloso. RELEVO: plano.","23141",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:30:51-03","IAP","PACA-AGP","25558","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelum.","V.J. Pott","Rambo, B.",NA,"1945","01",NA,"Brasil","RS","São Gabriel","Faz. Santa Cecilia","-54.3199996948242","-30.3363990783691",NA,NA,"PACA025558","Magnoliophyta","1993","03","Habitat: in palude fluitans Fenofase: estéril","56206",NA,"auto","Magnoliatae","Malvales",NA,"17",NA,NA,NA,NA,NA
"46","2019-08-27 13:30:51-03","IAP","PACA-AGP","31437.1","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelum.","Vali J. Pott","Rambo, B.",NA,"1946","07","07","Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,"PACA031437-1","Magnoliophyta","1993","03","Habitat: in palude fluitans Fenofase: estéril","16515",NA,"auto","Magnoliatae","Malvales",NA,"17",NA,NA,NA,NA,NA
"47","2021-04-07 11:45:19-03","UFMS","CGMS","70681","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V.J. Pott","V.J. Pott; A. Pott","9289","2007","06","05","Brasil","Mato Grosso do Sul","Corumbá","Hotel Passo do Lontra, próximo à entrada do alpendre, Pantanal do Abobral.","-57.0325","-19.5755556","-57,0325","-19,5755556","CGMS1103102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","90",NA,NA,NA
"48","2021-04-07 11:41:05-03","UFMS","CGMS","66253","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V.J. Pott","V.J. Pott; S.N. Moreira; A. Pott","11572","2013","07","09","Brasil","Mato Grosso do Sul","Corumbá","Rio Paraguai, cerca de 47 Km de Fuerte Olimpo (Paraguai).","-58.0405555","-20.0980555","-58,0405555","-20,0980555","CGMS1099214",NA,"2013","07","Flor ausente. Fruto ausente. Habitat: Meandro abandonado de rio, 2 m de profundidade, com Salvinia auriculata e Salvinia minima. Solo argiloso. Relevo plano. Habito: Erva aquática flutuante livre. Freqüente.",NA,NA,NA,NA,NA,NA,"09","85","85",NA,NA,NA
"49","2021-04-07 11:45:19-03","UFMS","CGMS","22796","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V.J. Pott","V.J. Pott; A. Pott; G.A. Damasceno Jr.","10315","2008","07","27","Brasil","Mato Grosso","Poconé","Rio Caracará, Parque Nacional do Pantanal matogrossense.","-57.3419444","-17.7027778","-57,3419444","-17,7027778","CGMS1052214",NA,"2008","07",NA,NA,NA,NA,NA,NA,NA,"27","95","95",NA,NA,NA
"50","2021-04-07 11:41:05-03","UFMS","CGMS","68930","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V.J. Pott","V.J. Pott; A. Pott","11894","2015","09","14","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda São Fernando, nos fundos da sede.","-57.8252778","-21.6313889","-57,8252778","-21,6313889","CGMS1101888",NA,"2015","09","Flor ausente. Fruto ausente. Habitat: Açude de sede. Solo argiloso. Relevo plano. Habito: Erva aquática flutuante livre junto às raízes de Azolla filiculoides. Esparsa.",NA,NA,NA,NA,NA,NA,"16","85","85",NA,NA,NA
"51","2021-04-07 11:41:05-03","UFMS","CGMS","61013","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V.J. Pott","V.J. Pott; A. Pott","1674","1992","07","13","Brasil","Mato Grosso do Sul","Miranda","Km 562 da BR-262, lado esquerdo sentido Corumbá - Campo Grande, depois da ponte do Rio Miranda, Pantanal.","-56.4833333","-20.1833333","-56,4833333","-20,1833333","CGMS1094010",NA,NA,NA,"Material fértil. Habitat: Açude com Pistia, Hydrocotyle ranunculoides e Eichhornia crassipes. Solo argiloso com esterco de gado. Relevo pequena colina em planície. Habito: Erva aquática flutuante livre. Muito freqüente.",NA,NA,NA,NA,NA,NA,NA,"115","115",NA,NA,NA
"52","2021-04-07 11:41:05-03","UFMS","CGMS","68934","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","V.J. Pott","V.J. Pott; A. Pott","11837","2015","08","06","Brasil","Mato Grosso do Sul","Ladário","Polder da Codrasa, Baía do Arroz, APA Municipal Baía Negra.","-57.5152778","-19.0211111","-57,5152778","-19,0211111","CGMS1101892",NA,"2015","08","Flor esbranquiçada. Fruto ausente. Material em álcool 70%. Habitat: Zona temporariamente (sazonal) inundada de lagoa, na planície de inundação de rio, antropizada ao longo do Polder; presença de Lemna minuta fértil e Ricciocarpus nat",NA,NA,NA,NA,NA,NA,"09","85","85",NA,NA,NA
"53","2020-12-21 16:31:29-03","MBM","MBM","82971","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, V.J.","Pedersen, T.M.","12926",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM082971",NA,NA,NA,NA,NA,"MBM082971",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:31:29-03","MBM","MBM","159647","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, V.J.","Pott, V.J.; et al.; et al.","1974",NA,NA,NA,"Brazil","Mato Grosso do Sul","Corumbá","Estrada para Forte Coimbra, Rod. MS-454, 9km da Rod. BR-262, Pantanal","-57.6533012390137","-19.0091991424561",NA,NA,"MBM159647",NA,NA,NA,NA,"295160","MBM159647","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:31:29-03","MBM","MBM","262538","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, V.J.","Schinini, A.; et al.; et al.","34987B","1999","09",NA,"Argentina",NA,NA,"Corrientes",NA,NA,NA,NA,"MBM262538",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:31:29-03","MBM","MBM","82969","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Landolt, E.","Pedersen, T.M.","13161",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM082969",NA,NA,NA,NA,NA,"MBM082969",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:13:24-03","MBM","MBM","395198","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm","Pereira, S.F.","Engels, M.E.; Milan, E.; Moro, R.F.; Milan, E.; Moro, R.F.","1020","2013","06","24","Brazil","Paraná","Carambeí","Catanduva de Fora, Ronca Porco","-50.0971984863281","-24.9178009033203",NA,NA,"MBM395198",NA,"2013","06","Aquática. Verde. Flutuante.","26641","MBM395198","auto",NA,NA,"Southern America","24",NA,NA,NA,NA,NA
"58","2021-02-11 17:17:55-03","UFPR","UPCB","91159","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm","Pereira, S. F.","Engels, M. E.","2410","2014","04","21","Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,"UPCB0028593",NA,"2014","08","Aquática submersa..","26641","UPCB0028593","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-11 17:19:22-03","UFPR","UPCB","21849","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","Hegelm.","Pott, V.J.","Pott, V.J.","1976","1992","10","09","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Fazendinha, estrada para Forte Coimbra, MS-454; 11,5km da BR 262, Pantanal","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"1992","10","Erva aquática flutuante livre, estéril. Lagoa de Wolffietum, em beira de estrada, com pisoteio de gado. Solo calcáreo, relevo plano. Planta presa entre Spirogira, por isso várias (4) frondes unidas. Presença de Pistia, Wolffia brasiliensis com Wolffia co","295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:19:22-03","UFPR","UPCB","64969","PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga","Hegelm.","Cervi, A.C.","Cervi, A.C.","8691","2004","10","01","Brasil","Paraná","General Carneiro","Fazenda Lageado Grande, Lagoa da Sanguessuga.","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"2005","02","Planta flutuante..","33284",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2011-10-07 05:03:00-03","MO","MOBOT","1893724","PreservedSpecimen","Plantae","Araceae","Wolfiella","oblonga","Wolfiella oblonga","(Phil.) Hegelm.",NA,"Sandy Knapp","Knapp 8302B","1986","9","14","Peru","Lima","Lima","Pantanos de Villa, Km 20 of Panamericana Sur. Saltwater marsh. Collected with: James Mallet, Howard Clark, Camilo Díaz, Blanca León and Ken Young.","-77","-12.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"0E8","10.00000000","86-57",NA,NA
"62","2013-10-05 06:32:00-03","MO","MOBOT","1305290","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Ronald L. Liesner|Ángel C. González","Liesner 12701","1982","3","14","Venezuela","Portuguesa",NA,"50 to 56 km southeast of Guanare on road to Guanarito. Llanos, pastureland, roadsides, streams and ponds.","-69.3","8.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"100.00000000",NA,"64",NA,NA
"63","2011-02-25 10:13:00-03","MO","MOBOT","1775492","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Vali J. Pott","Rudolf A. Philippi","Philippi s.n.","1857","5",NA,"Chile","Santiago",NA,"Santiago de Chile.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Lectotype","1"
"64","2008-05-27 22:02:00-03","MO","MOBOT","1930043","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"E. Landolt","Landolt 59/94","1994","5","31","Bolivia","La Paz",NA,NA,"-68.16666","-16.56666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"3600.00000000",NA,NA,NA,NA
"65","2011-04-18 17:01:00-03","MO","MOBOT","2189881","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, V. J.","Maria L. Giardelli","Giardelli 1219","1941","2","24","Argentina","Buenos Aires",NA,"Partido de Tordillo Estancia La Bagatela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"66","2009-07-17 06:52:00-03","MO","MOBOT","2189907","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Arturo E. Burkart","Burkart 15671",NA,NA,NA,"Argentina","Buenos Aires",NA,"San Clemente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"67","2014-04-21 13:34:00-03","MO","MOBOT","2452116","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Lyman B. Smith","Smith 5929",NA,NA,NA,"Brazil","Santa Catarina",NA,"Jaguaruna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2483332","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"HASTINGS","HASTINGS 598","1900","9","22","Chile","Santiago","Santiago","Vicinity of Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"69","2011-02-22 09:49:00-03","MO","MOBOT","2483437","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Rudolf A. Philippi","Philippi s.n.67",NA,NA,NA,"Chile","Santiago","Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"70","2009-08-21 20:53:00-03","MO","MOBOT","2515133","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Bernardo Rosengurtt","Rosengurtt 1682",NA,NA,NA,"Uruguay","Florida",NA,"Zimote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"71","2012-04-24 14:57:00-03","MO","MOBOT","2515148","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Giardelli, M. L.","W.G. Herter","Herter 150","1924","6",NA,"Uruguay","Montevideo",NA,"Pocitos","-56.2","-34.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1"
"72","2014-12-08 15:44:00-02","MO","MOBOT","2685477","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Esteban Terneus|E. Landolt","Terneus 358","1999","8","12","Ecuador","Chimborazo",NA,"Carretera Riobamba - Guamote, Laguna de Colta","-78.76666","-1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"3300.00000000",NA,NA,NA,NA
"73","2020-01-25 08:39:00-03","MO","MOBOT","3285975","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","E. Landolt","P.G. Lorentz|G. Hieronymus","Lorentz 554A","1873","6","28","Argentina",NA,NA,"Laguna del Palmar pr. Bella Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1"
"74","2008-05-27 22:02:00-03","MO","MOBOT","409783","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Landolt","Folke Fagerlind|Per-Göran Wibom","Fagerlind 1325C","1952","11","18","Ecuador","Imbabura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"2800.00000000",NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","950144","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","E. Landolt","Folke Fagerlind|Per-Göran Wibom","Fagerlind 1325E","1952","11","18","Ecuador","Imbabura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"76","2020-09-12 05:00:02-03","US","US","18219","PreservedSpecimen","Plantae","Lemnaceae (Araceae)","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"Peru","Callao",NA,"Peru",NA,NA,NA,NA,"US00821052",NA,NA,NA,NA,NA,"US00821052_01",NA,"Monocotyledonae","Arales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"77","2014-04-04 18:26:10-03","PNFM","IRAI","3434","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Dunaiski Jr, A.","Dunaiski Jr, A.","3717","2009","05","30","Brasil","Paraná","São José dos Pinhais","Estrada da Guaricana",NA,NA,NA,NA,"IRAI00003434","Magnoliophyta","2009","06","Aquática flutuante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-07 09:19:39-03","UEFS","HUEFS","92882","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"França, F.","5094","2004","07",NA,"Brasil","Bahia","Gavião","Arredores da Cidade","-38.788333","-11.471389","38W47'18''","11S28'17''","HUEFS0092882","Angiospermae",NA,NA,"Lagoa",NA,"HUEFS0092882 HUEFS0092882_01",NA,"Lilianae","Alismatales",NA,NA,"255","255",NA,NA,NA
"79","2019-10-07 09:19:39-03","UEFS","HUEFS","92895","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"França, F.","5107","2004","09",NA,"Brasil","Bahia","Feira de Santana",NA,"-39.052778","-12.275556","39W3'10''","12S16'32''","HUEFS0092895","Angiospermae",NA,NA,"Lagoa",NA,"HUEFS0092895",NA,"Lilianae","Alismatales",NA,NA,"160","160",NA,NA,NA
"80","2019-10-07 09:19:39-03","UEFS","HUEFS","92899","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"França, F.","5111","2004","11",NA,"Brasil","Bahia","Feira de Santana","Distrito Ipuaaçu, fazenda Capim","-39.075556","-12.243333","39W4'32''","12S14'36''","HUEFS0092899","Angiospermae",NA,NA,"Lagoa",NA,"HUEFS0092899 HUEFS0092899_01",NA,"Lilianae","Alismatales",NA,NA,"190","190",NA,NA,NA
"81","2019-10-07 09:19:39-03","UEFS","HUEFS","92901","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"França, F.","5113","2004","11",NA,"Brasil","Bahia","Feira de Santana","Distrito Ipuaaçu, fazenda Capim","-39.075556","-12.243333","39W4'32''","12S14'36''","HUEFS0092901","Angiospermae",NA,NA,"Lagoa",NA,"HUEFS0092901 HUEFS0092901_01",NA,"Lilianae","Alismatales",NA,NA,"190","190",NA,NA,NA
"82","2019-10-07 09:19:39-03","UEFS","HUEFS","92885","PreservedSpecimen","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.",NA,"França, F.","5097","2004","07",NA,"Brasil","Bahia","Gavião","Arredores da Cidade","-38.788333","-11.471389","38W47'18''","11S28'17''","HUEFS0092885","Angiospermae",NA,NA,"Lagoa",NA,NA,NA,"Lilianae","Alismatales",NA,NA,"255","255",NA,NA,NA
"83","2019-02-19 11:38:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga",NA,"RRC ID Flag","R. B. Foster","9592","1984","7","9","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"South America",NA,NA,NA,NA,NA,NA
"84","2018-04-19 09:32:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lemnaceae","Wolffiella","oblonga","Wolffiella oblonga",NA,"RRC ID Flag","A. Maldonado","14","1940","12",NA,"Peru","Cuzco",NA,NA,"-72.5","-12.5",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"South America",NA,NA,NA,"14",NA,NA
"85","2021-02-08 12:50:41-03","UFRGS","ICN","004101","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Schultz, A","s.n.","1966","10","18","Brasil","RS","Itapuã",NA,NA,NA,NA,NA,NA,"Monocotyledon","1994","02",NA,NA,NA,NA,NA,NA,"América do Sul","17",NA,NA,NA,NA,NA
"86","2021-02-08 12:50:41-03","UFRGS","ICN","008729","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Lindeman, JC; Irgang, BE","s.n.","1971","10","17","Brasil","PR",NA,"Banhado do Rio Piquirí, km 158 da BR 210",NA,NA,NA,NA,NA,"Monocotyledon","1993","03","Junto com Spirodela intermedia W. Koch; Flutuando mixtos entre Azolla e Wolffiella",NA,NA,NA,NA,NA,"América do Sul","17",NA,NA,NA,NA,NA
"87","2021-02-08 12:50:41-03","UFRGS","ICN","120425a","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Irgang, BE",NA,"1986","05","09","Brasil","RS",NA,"Entre pelotas e Jaguarão",NA,NA,NA,NA,NA,"Monocotyledon","2017","03",NA,NA,NA,NA,NA,NA,"América do Sul","08",NA,NA,NA,NA,NA
"88","2021-02-08 12:50:41-03","UFRGS","ICN","020751","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Lindeman, JC; Irgang, BE","s.n.","1972","11","02","Brasil","RS","Viamão","Estiva 45 Km E de Porto Alegre","-51.0233001708984","-30.0811004638672",NA,NA,NA,"Monocotyledon","1994","02",NA,"41667",NA,"auto",NA,NA,"América do Sul","17",NA,NA,NA,NA,NA
"89","2021-02-08 12:50:41-03","UFRGS","ICN","009519","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Lindeman, JC; Valls, JFM","s.n.","1971","12","29","Brasil","RS","Porto Alegre","40 Km S de Porto Alegre pequena lagoa na estrada da península de Itapuã","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Monocotyledon","1994","02","Com raras Lemna valdiviana Phil.; Cama de 1cm na água, mistura de 2-3 espécies com um pouco de Risciocarpus.","29946",NA,"auto",NA,NA,"América do Sul","18",NA,NA,NA,NA,NA
"90","2021-02-08 12:50:41-03","UFRGS","ICN","049932","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Irgang, BE; et al.","s.n.","1981","03",NA,"Brasil","RS","Rio Grande","Taim","-52.0985984802246","-32.0349998474121",NA,NA,NA,"Monocotyledon","1994","02","Junto tem raras Lemna valdiviana Phil.","82892",NA,"auto",NA,NA,"América do Sul","18",NA,NA,NA,NA,NA
"91","2019-11-21 09:59:18-03","IBt","SP","26613","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Herter, G","s.n.",NA,NA,NA,"Uruguai","Montevideo","Montevideo","Pocitos.",NA,NA,NA,NA,"SP049933",NA,"1993","02",NA,NA,"SP049933",NA,NA,NA,NA,"19",NA,NA,NA,NA,NA
"92","2019-11-21 09:59:18-03","IBt","SP","267389","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Pott, A; Araújo, SMC; Branco, OD","6436","1993","06","07","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Barrinhos, Nhecolândia - Pantanal. &nf;Invernada Mario Dique, cultivada ha 10 anos.","-56.433333","-18.916667","-56.433333","-18.916667","SP049931",NA,"1993","06",NA,NA,"SP049931",NA,NA,NA,NA,"09","90","90",NA,NA,NA
"93","2019-11-21 09:59:18-03","IBt","SP","50073","S","Plantae","Araceae","Wolffiella","oblonga","Wolffiella oblonga","(Phil.) Hegelm.","Pott, VJ","Kuhlmann, M","840","1943","08","26","Brasil","São Paulo","Monte Alegre do Sul","Margem do Rio Camanducaia.","-46.6800003051758","-22.6800003051758",NA,NA,"SP049932",NA,"1993","02",NA,"11114","SP049932","auto",NA,NA,NA,"19",NA,NA,NA,NA,NA
