"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"118","2020-02-08 09:19:09-03","NBC","NL-BOTANY","WAG.1673502","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Lanna Sobrinho JP",NA,"1966","02","21","Southern America","Brazil",NA,NA,"RJ, Rezende, pr. Penedo, Sitio Palmital.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673502","NL-WAG1673502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"119","2020-02-08 09:19:09-03","NBC","NL-BOTANY","WAG.1673503","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Thomas WW; Carvalho AMV de; Sant'Ana SC da; Paixão JL",NA,"1996","03","25","Southern America","Brazil",NA,NA,"Bahia. Porto Seguro: Parque Nacional Monte Pascoal, along trail leading to summit of monte Pascoal. Southern Bahian Wet Forest.","-40.574722","-15.264722",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673503","NL-WAG1673503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.574722","-15.264722","Magnoliopsidae",NA,NA,NA,NA
"120","2020-02-08 09:19:09-03","NBC","NL-BOTANY","WAG.1673504","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Castellanos A",NA,"1964","04","18","Southern America","Brazil",NA,NA,"GB, Rio de Janeiro, Reserva Biologica de Ixarepagua.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673504","NL-WAG1673504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"121","2020-02-08 09:19:09-03","NBC","NL-BOTANY","WAG.1673506","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hallard S",NA,"1976","03","30","Southern America","Brazil",NA,NA,"Areais-Sao Jose de Barreiro. Estado de Sao Paulo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673506","NL-WAG1673506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"122","2020-02-08 09:19:09-03","NBC","NL-BOTANY","WAG.1673507","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Santos RS",NA,"1963","01","01","Southern America","Brazil",NA,NA,"Bahia, BR-4, entre Feira de Santana e Vitoria da Conquista.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673507","NL-WAG1673507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"123","2020-02-08 09:19:09-03","NBC","NL-BOTANY","WAG.1673508","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Stehmann JR; et al.",NA,"1992","11","01","Southern America","Brazil",NA,NA,"Parq. Est. do Rio Doce, Timoteo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673508","NL-WAG1673508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"124","2020-02-08 09:19:10-03","NBC","NL-BOTANY","WAG.1673509","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Andrade PM; Lopes M",NA,"1984","10","22","Southern America","Brazil",NA,NA,"Mata Atlantica. Estacao Biol, de Caratinga MG.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1673509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1673509","NL-WAG1673509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"125","2020-11-04 10:54:42-03","ESALQ","ESA","140787","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Andrade, R.C.; Colletta, G.D.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da Base, Base dos Fuzileiros Navais, Ilha do Governador","-43.1609","-22.7801",NA,"Árvore, 15 metros, latecente, flor branca, fruto verde e maduro com arilo vermelho","ESA140787",NA,"Koch, I.",NA,NA,NA,NA,NA,NA,"2017","04","26","-43.1609","-22.7801",NA,NA,NA,NA,NA
"126","2020-11-04 11:00:12-03","ESALQ","ESA","131093","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36296.0","2013","03","21",NA,"Brasil","São Paulo","Lavrinhas","Fragmento 39 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5776","-44.9195",NA,"Árvore","ESA131093",NA,"Souza, V.C.",NA,NA,"579","579",NA,NA,"2013",NA,NA,"-22.5776","-44.9195",NA,NA,NA,NA,NA
"127","2020-11-04 11:00:12-03","ESALQ","ESA","80621","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","694.0","2002","04","23",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrofila Densa Montana. Trilha do Taquaral.","-475.942","-240.323",NA,"Árvore de 10 m. Fruto maduro verde com semente preta e arilo laranja.","ESA080621","ESA080621","Rodrigues, R.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-475,942","-240,323",NA,NA,NA,NA,NA
"128","2020-11-04 11:00:12-03","ESALQ","ESA","131098","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36301.0","2013","02","25",NA,"Brasil","São Paulo","Queluz","Fragmento 44 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5246","-44.7126",NA,"Árvore","ESA131098",NA,"Souza, V.C.",NA,NA,"491","491",NA,NA,"2013",NA,NA,"-22.5246","-44.7126",NA,NA,NA,NA,NA
"129","2020-11-04 11:00:12-03","ESALQ","ESA","84468","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","209.0","2003","04","21",NA,"Brasil","São Paulo","Iporanga","Parque Estadual Intervales, município Iporanga.Nucleo Bulha D'agua, trilha da Caverna do Sr.Bento","-482.958","-242.018",NA,"Arvore, de 8 metros, latescente, frutos imaturos verdes","ESA084468","ESA084468","Urbanetz, C.",NA,NA,"550","550",NA,NA,NA,NA,NA,"-482,958","-242,018",NA,NA,NA,NA,NA
"130","2020-11-04 11:00:12-03","ESALQ","ESA","131100","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36303.0","2013","02","23",NA,"Brasil","São Paulo","Caçapava","Fragmento 30 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.9458","-45.5146",NA,"Árvore","ESA131100",NA,"Souza, V.C.",NA,NA,"534","534",NA,NA,"2013",NA,NA,"-22.9458","-45.5146",NA,NA,NA,NA,NA
"131","2020-11-04 11:00:12-03","ESALQ","ESA","132056","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Uller, H.F. ; Terra, G.","380.0","2013","09","01",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"ESA132056",NA,"Gomes, M.",NA,NA,NA,NA,"20879","auto","2013","11","04",NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 10:54:42-03","ESALQ","ESA","135454","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","D. Hottz",NA,"2020","09","13",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"ESA135454",NA,"M. Gomes",NA,NA,NA,NA,"40069","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:00:12-03","ESALQ","ESA","124513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Fernandes, D.","295.0","1905","06","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA124513","ESA124513","Glints, C.",NA,NA,NA,NA,"57442","auto","1905","06","22",NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:00:12-03","ESALQ","ESA","52124","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Lima, R.A.F.","585.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052124","ESA052124",NA,NA,NA,"400","400","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:00:12-03","ESALQ","ESA","37782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Assis, M.A. et al.","452.0","1994","10","28",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA037782","ESA037782","Koch, I.",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:00:12-03","ESALQ","ESA","27609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Leitão Filho, H.F. et al.","34848.0","1996","02","07",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA027609",NA,"Kinoshita, L.S.",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:00:12-03","ESALQ","ESA","131022","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36225.0","2013","11","03",NA,"Brasil","Rio de Janeiro","Porto Real","Fragmento 4700 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-44.2902984619141","-22.4197006225586",NA,"Árvore, ca. 5m altura. Corola alva.","ESA131022",NA,"Souza, V.C.",NA,NA,NA,NA,"9877","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-11-04 11:00:12-03","ESALQ","ESA","122969","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta",NA,"Zipparro, V.B.","2281.0","2007","11","08",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,"ESA122969","ESA122969",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-11-04 11:00:12-03","ESALQ","ESA","117000","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Matta, L. B. V.","49.0","2007","08","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"ESA117000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:00:12-03","ESALQ","ESA","131103","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36306.0","2013","02","27",NA,"Brasil","Rio de Janeiro","Barra Mansa","Fragmento 53 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5732","-44.0993",NA,"Árvore","ESA131103",NA,"Souza, V.C.",NA,NA,"501","501",NA,NA,"2013",NA,NA,"-22.5732","-44.0993",NA,NA,NA,NA,NA
"141","2020-11-04 10:54:42-03","ESALQ","ESA","141208","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","138.0","2017","04","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Campo Grande; Complexo Guandu do Sâpe; Trilha da mata saída próxima ao páiol de munição - Pista de reação; Floresta Ombrófila Densa","-43.5859","-22.8541",NA,"Árvore; 15 metros de altura; frutos dicarpelar","ESA141208",NA,"Koch, I.",NA,NA,NA,NA,NA,NA,"2017","06","19","-43.5859","-22.8541",NA,NA,NA,NA,NA
"142","2020-11-04 11:00:12-03","ESALQ","ESA","131097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36300.0","2013","02","24",NA,"Brasil","São Paulo","Lavrinhas","Fragmento 40 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa, área alagável.","-22.5474","-44.8538",NA,"Árvore. Fruto verde.","ESA131097",NA,"Souza, V.C.",NA,NA,"592","592",NA,NA,"2013",NA,NA,"-22.5474","-44.8538",NA,NA,NA,NA,NA
"143","2020-11-04 11:00:12-03","ESALQ","ESA","131101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36304.0","2013","02","25",NA,"Brasil","São Paulo","Queluz","Fragmento 42 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5289","-44.8127",NA,"Árvore","ESA131101",NA,"Souza, V.C.",NA,NA,"575","575",NA,NA,"2013",NA,NA,"-22.5289","-44.8127",NA,NA,NA,NA,NA
"144","2020-11-04 11:00:12-03","ESALQ","ESA","131099","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36302.0","2013","02","24",NA,"Brasil","São Paulo","Cachoeira Paulista","Fragmento 36 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa, área alagável.","-22.6471","-45.0495",NA,"Árvore","ESA131099",NA,"Souza, V.C.",NA,NA,"550","550",NA,NA,"2013",NA,NA,"-22.6471","-45.0495",NA,NA,NA,NA,NA
"145","2020-11-04 11:00:12-03","ESALQ","ESA","131096","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36299.0","2013","03","21",NA,"Brasil","São Paulo","Lavrinhas","Fragmento 39 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5776","-44.9195",NA,"Árvore","ESA131096",NA,"Souza, V.C.",NA,NA,"579","579",NA,NA,"2013",NA,NA,"-22.5776","-44.9195",NA,NA,NA,NA,NA
"146","2020-11-04 11:00:12-03","ESALQ","ESA","131102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36305.0","2013","02","28",NA,"Brasil","Rio de Janeiro","Piraí","Fragmento 56 (TAV). Floresta Ombrófila Densa.","-22.5971","-43.9871",NA,"Árvore","ESA131102",NA,"Souza, V.C.",NA,NA,"540","540",NA,NA,"2013",NA,NA,"-22.5971","-43.9871",NA,NA,NA,NA,NA
"147","2020-11-04 11:00:12-03","ESALQ","ESA","131104","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36307.0","2013","02","26",NA,"Brasil","Rio de Janeiro","Barra Mansa","Fragmento 49 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.4691","-44.2882",NA,"Árvore","ESA131104",NA,"Souza, V.C.",NA,NA,"441","441",NA,NA,"2013",NA,NA,"-22.4691","-44.2882",NA,NA,NA,NA,NA
"148","2020-11-04 11:00:12-03","ESALQ","ESA","78576","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G. et al.","71546.0","2000","10","23",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,"ESA078576","ESA078576","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-04 11:00:12-03","ESALQ","ESA","36310","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G. ; Silva, J.M.","61198.0","1994","10","10",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,"ESA036310",NA,"Leeuwenberg, A.J.M.",NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-11-04 11:00:12-03","ESALQ","ESA","124640","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Farag, P.R.C.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Iguaçú",NA,"-43.451099395752","-22.7591991424561",NA,NA,"ESA124640",NA,"Quinet, C.G.",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-04 11:00:12-03","ESALQ","ESA","132059","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Uller, H.F. ; Terra, G.","345.0","2013","09","01",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"ESA132059",NA,"Gomes, M.",NA,NA,NA,NA,"20879","auto","2013","11","04",NA,NA,NA,NA,NA,NA,NA
"152","2020-11-04 11:00:12-03","ESALQ","ESA","101563","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Meireles, J.E.","284.0","2005","03","27",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA101563","ESA101563",NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-04 11:00:12-03","ESALQ","ESA","28670","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Ivanauskas, N.M.","456.0","1995","09","30",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028670","ESA028670","Koch, I.",NA,NA,NA,NA,"17990","auto","2004","01","01",NA,NA,NA,NA,NA,NA,NA
"154","2020-11-04 11:00:12-03","ESALQ","ESA","114772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Campos, M.C.R.","84.0","2006","07","17",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA114772","ESA114772",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-31 13:35:48-03","MN","R","112808","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hoehne, F.C.",NA,"1932","06","09",NA,"Brasil","São Paulo","Mogi-Mirim",NA,NA,NA,NA,NA,NA,NA,"Koch, I.",NA,NA,NA,NA,NA,NA,"1998","12",NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-04-02 18:54:33-03","MN","R","15916","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Lutz, B.M.J.","15916","1925","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-31 13:35:48-03","MN","R","222666","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Freire, C.V.","368","1933",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R010016380,R010016381;R010016382",NA,"Pinto, C.G.",NA,NA,NA,NA,NA,NA,"2001","05","28",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-31 13:35:48-03","MN","R","222656","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hoehne, F.C.","4086","1911","07",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon","R010016373","R010016373","Hoehne, F.C.",NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-31 13:35:48-03","MN","R","222657","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hoehne, F.C.","4474","1911","09",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon","R010016374",NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-31 13:35:48-03","MN","R","222658","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hoehne, F.C.","4475","1911","09",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon","R010016375",NA,"Hoehne, F.C.",NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-31 13:35:48-03","MN","R","172313","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Leoni, L.S.","420","1988","09","12",NA,"Brasil","Minas Gerais","Carangola",NA,"-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"Leoni, L.S.",NA,NA,NA,NA,"21913","auto","1988","09","12",NA,NA,NA,NA,NA,NA,NA
"162","2021-03-31 13:35:48-03","MN","R","205278","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Oliveira, M.C. 1201; Rodrigues, A.C.L.N.",NA,"2005","07","06",NA,"Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-31 13:35:48-03","MN","R","222659","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Braga, H.N.","3998","2002","10","20",NA,"Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,"R010016376",NA,"Braga, H.N.",NA,NA,NA,NA,"17620","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-31 13:35:48-03","MN","R","12098","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Glaziou, A.F.M.","231","1862","11","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"Plantas do Brasil Central","R000012098","R000012098_001",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
