"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"44","2020-11-04 11:13:52-03","ESALQ","ESA","19694","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F.S.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","2697.0","1994","06","29",NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina. 22°42'07,6S; 44°37'46,9W","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"ESA019694",NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:41-03","MN","R","9284","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana var.pilosa","Glaz.",NA,"Glaziou, A.F.M.","19298","1886","10","20",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009284","R000009284_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.pilosa",NA,NA,NA,NA,NA
"46","2015-07-02 14:42:44-03","JBP","HPL","13283","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","A.L. Freitas","G.D. Colletta; T.B.Flores","355","2010","01","13",NA,"Brasil","MG","São Domingos","Distrito de Pedra Menina. Parque Nacional do Caparaó, caminho para a Cachoeira da Farofa. ESA-112466.","-41.830806","-20.470639",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,"02","10","41° 49' 50,9 W","20° 28' 14,3 S",NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:18:25-03","UFV","VIC","48705","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn",NA,"Baumgratz; et al.","1483","2016","04","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Planta de ramos castanhos a cinéreos , folhas verdes discolores, peciolos verdes, inflorescências, hipanto e cálice verdes com regio~es vinosas, pétalas alvo-lilases,estames de filetes alvo lilases,anteras maiores lilases,menores amare","VIC048705","VIC048705",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0059400","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","J. Cordeiro & V. C. Martin","J. Cordeiro; J. M. Silva","3559","2010","3","8",NA,"Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó (Mun. Alto Caparaó).","-41.874666","-20.433066","1970",NA,NA,"Arbusto 1.60 m. Flor alvacenta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0059403","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","J. Cordeiro & V. C. Martin","J. Cordeiro; J. M. Silva","3509","2010","3","6",NA,"Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó (Mun. Alto Caparaó).","-41.874666","-20.433066","1640",NA,NA,"Arbusto 1.60 m. Flor vinosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:39:43-03","UFJF","CESJ","72009","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","L.N. Gonçalves","L.N. Gonçalves; P. Duffles","387","2017","07","22","América do Sul","Brasil","Minas Gerais","Passa-Quatro","Pico do Itaguaré, Antecume","-45.080278","-22.482222","2060","2060",NA,"Folhas simples, opostas, cruzadas, discolores, coriáceas; flores alvas, 4 pétalas;","CESJ072009",NA,NA,NA,NA,"2018",NA,"04","07","-45.080278","-22.482222",NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:39:47-03","UFJF","CESJ","63688","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","J. Cordeiro; V.C. Martins","J. Cordeiro; J.M. Silva","3509","2010","03","06","América do Sul","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Arbusto, 1,6m, flor vinosa. Alt.: 1640m.","CESJ063688","CESJ063688",NA,"21645","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:39:47-03","UFJF","CESJ","22585","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","L.S. Leoni","L. Krieger","CESJ22588","1988","09","18","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, caminho para Cachoeira Bonita.",NA,NA,NA,NA,NA,"À beira do caminho, ca. 2m, frutos maduros.","CESJ022585",NA,NA,NA,NA,"2006",NA,"12","18",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:35:12-03","UNICAMP","UEC","175023","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Meyer, FS","Colletta, GD; Flores, TB","355","2010","01","13",NA,"Brazil","Minas Gerais","São Domingos","Distrito de Pedra Menina. Parque Nacional do Caparaó.","-41.830806","-20.470639",NA,NA,NA,"Arvoreta 3m alt.; cálice vermelho, corola alva e estames amarelos.; Caminho para a Cachoeira da Farofa.","UEC029646","UEC029646",NA,NA,NA,"2013",NA,"06",NA,"-41.830806","-20.470639",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:35:16-03","UNICAMP","UEC","120008","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, FS","Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R; Bush, C","9765","2009","03","10",NA,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trail to Pedar do Sino.","-43.02","-22.452778","1800","1800",NA,"Shrub to 2m tall. Petals lavender. Clyx lobes green with red band at base adaxially. Style reddish purple. Large anthers lavender flushed with white. Smal anthers and appendages yellow. Locally common.; Mata Atlântica vegetation.","UEC045517","UEC045517",NA,NA,NA,"2013",NA,"11",NA,"-43.02","-22.452778",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:35:16-03","UNICAMP","UEC","158107","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Freitas, AL","Mello-Silva, R; Pirani, JR; Loeuille, BFP; Borges, LM","2908","2006","04","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Lapinha, Contrafortes ocidentais da Serra do Cipó. Elevações imediatamente a nordesde de Lapinha, nas nascentes do Córrego do Boqueirão, que abastece o arraial. Trilha na base da serra, próximo a córrego.","-43.666667","-19.1","1300","1300",NA,"Arbusto 1,5 m alt. Folhas discolores, verde-claras na face abaxial. Corola roxa. Base das pétalas alvo-rosadas. Anteras maiores rosadas, menores creme. Estilete creme. Estigma rosa na porção proximal e alvo-esverdeado na distal.","UEC015187","UEC015187",NA,NA,NA,"2012",NA,"08",NA,"-43.666667","-19.1",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:35:16-03","UNICAMP","UEC","171366","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, FS","Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R; Bush, C","9756","2009","03","08",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Distrito de Mury. Serra dos Órgãos. Estrada da Torre Repetidora (the Sistema Brasileiro Televisão tower). south of Nova Friburgo on an unnamed peak west of Pico da Caledônia.","-42.573611","-22.359444","1700","1700",NA,"Shrub to 1.5m tall. Flowers 5-merous, petals white. Filaments and large anthers white. Small anthers and appendages yellow. Locally common.; Cloud forest vegetation.","UEC073008","UEC073008",NA,NA,NA,"2013",NA,"11",NA,"-42.573611","-22.359444",NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:35:16-03","UNICAMP","UEC","75349","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Freitas, GA","Barreto, KD; Fernandes, GD; et al.","2697","1994","06","29",NA,"Brazil","São Paulo","São José do Barreiro","Serra da Bocaina, Arredores do Parque. Mata de altitude.","-44.629694","-22.702111",NA,NA,NA,"Arbusto, 1 m alt.; frutos castanhos. Borda.",NA,NA,NA,NA,NA,"2010",NA,"04",NA,"-44.629694","-22.702111",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:35:16-03","UNICAMP","UEC","83708","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Freitas, GA","Árbocz, GF; Macias, L; Goldenberg, R; Koch, I; Belinello, R","2830","1996","05","25",NA,"Brazil","São Paulo","Piquete","margem da estrada para São Francisco dos Campos.","-45.1699981689453","-22.6100006103516",NA,NA,NA,"Mata de altitude, alternando com Campo Montano, arbusto 60 cm, frutos maduros secos, castanhos a marrons, sobre solo raso, litolítico.",NA,NA,NA,"13434","auto","2010",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-06 09:56:30-03","UFOP","OUPR","21316","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Messias, M.C.T.B.","Ataíde, E.S.","189","2008","03","14",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Campo ferruginoso.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-06 09:56:30-03","UFOP","OUPR","21641","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Messias, M.C.T.B.","Ataíde, E.S.","198","2008","03","14",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Campo ferruginoso.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-06 09:56:32-03","UFOP","OUPR","25845","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Cardoso, R.C.","Cardoso, R.C.; Da Silva, T.C.","74","2012","02","08",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Campo rupestre quartzítico","-43.520556","-20.363889",NA,NA,NA,"Arbusto, flores róseas, cerca de 1,7m de altura",NA,NA,NA,NA,NA,"2012",NA,"07","26","-43.520556","-20.363889",NA,NA,NA,NA,NA,NA
"62","2020-12-09 14:46:48-03","FURB","FURB","40877","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Cordeiro, J; Martin, VC","Cordeiro, J.; Silva, J.M.","3509","2010","03","06",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105","1640","1640",NA,NA,"FURB04215","FURB04215",NA,"21645","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-16 17:53:48-03","UCS","HUCS","40072","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Cordeiro, J.; Martin, V.C.","Cordeiro, J.","3509","2010","03","06",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105","1640","1640",NA,"arbusto 1,6m. , flor vinosa",NA,NA,NA,"21645","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-04-27 16:10:35-03","UFES","VIES","42142","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","J.P.F. Zorzanelli","J.P.F. Zorzanelli","1466","2013",NA,NA,NA,"Brasil","Minas Gerais","Alto Caparaó","Macieira, trilha para a Cachoeira do Aurélio. Parque Nacional do Caparaó","-41.833056","-20.480278","1848","1848",NA,NA,"VIES042142","VIES042142",NA,NA,NA,"2016",NA,"03","23","41º49'59''W","20º28'49''S",NA,NA,NA,NA,NA,NA
"65","2019-06-27 10:25:40-03","UFES","VIES","28049","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Meyer, F.S.","Bacci, L.F.; Zorzanelli, J.P.F.","54","2013","06","18",NA,"Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó.","-41.8683013916016","-20.4333000183105","1818","1818",NA,NA,"VIES028049","VIES028049",NA,"21645","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-04-27 16:10:35-03","UFES","VIES","38505","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Mayer, F.S.","Goldenberg, R.; Carrijo, T. & Garbin, M.","2195","2015","05","29",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"VIES038505","VIES038505",NA,"21645","auto","2016",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-09-27 18:05:24-03","UFES","VIES","30498","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.; Dias, H.M.","1123","2014","06",NA,NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105","1930","1930",NA,NA,"VIES030498","VIES030498",NA,"21645","auto","2014",NA,"11","13",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-29 09:31:10-03","UFRRJ","RBR","36555","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"K.C. Silva-Gonçalves; J.F.A. Baumgratz","453","2015","00","28",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos (PETP), Cabeça do Dragão. Ecossistema: Floresta Alto Montana. Altitude 1906 m. S 22 19#?# 20#?##?# W 42 43#?# 18#?##?#","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00036555",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-06-29 09:31:10-03","UFRRJ","RBR","36547","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"K.C. Silva-Gonçalves; J.F.A. Baumgratz","449","2015","00","28",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos (PETP), Cabeça do Dragão. Ecossistema: Floresta Alto Montana. Altitude 1906 m. S 22 19#?# 20#?##?# W 42 43#?# 18#?##?#","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00036547",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-06-29 09:31:10-03","UFRRJ","RBR","36556","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"K.C. Silva-Gonçalves; J.F.A. Baumgratz","461","2015","00","29",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos (PETP), Trilha para os Três Picos. Ecossistema: Floresta Alto Montana. Altitude 1604 m. S 22 20#?# 07#?##?# W 42 42#?# 59#?##?#","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00036556",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-06-29 09:31:10-03","UFRRJ","RBR","36649","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"K.C. Silva-Gonçalves; F.S. Gonçalves","435","2014","00","31",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino. Ecossistema: Floresta Alto Montana. Altitude 1650m. Coordenadas 23k 0704394 7515811","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RBR00036649",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:35:00-03","MBM","MBM","430195","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","2223","2020","07","23","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Lumiar, Morro da Boa Vista","-42.266111","-22.311944","1755","1755",NA,"Arvoreta 0,4 m alt.; frutos marrom-claro; campo de altitude.; Floresta Ombrófila Densa Altomontana e Refúgio Vegetacional Alto-montano.","MBM430195",NA,NA,NA,NA,"2020",NA,"08","21","-42.266111","-22.311944",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:35:04-03","MBM","MBM","424334","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn. ex Char.","Meyer, F.S.","Meyer, F.S.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.","2595","2019","08","06","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","APA de Macaé de Cima, trilha para o Pico do Faraó, trecho bastante próximo ao cume","-42.551417","-22.4545",NA,NA,NA,"Arbusto ca. 1,5 m altura. Flores com pétalas brancas; estames maiores com anteras róseas e apêndices do conectivo amarelos; estames menores com anteras amarelas e apêndices do conectivo amarelos; estilete branco, arcuado no ápice.; R","MBM424334",NA,NA,NA,NA,"2019",NA,"08",NA,"-42.551417","-22.4545",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:35:04-03","MBM","MBM","23943","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn. ex Char.","Wurdack, J.J.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31414",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM023943","MBM023943",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:35:04-03","MBM","MBM","144453","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn. ex Char.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55475",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, próximo à Cachoeira Bonita","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM144453","MBM144453",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:35:08-03","MBM","MBM","424341","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Meyer, F.S.","Meyer, F.S.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.","2602","2019","08","09","Southern America","Brazil","Rio de Janeiro","Teresópolis","Seio da Mulher de Pedra, no cume","-42.8048","-22.3785",NA,NA,NA,"Arbusto 1-1,8 m alt. Flores com pétalas roxas e estames com anteras amarelas.; Refúgio Vegetacional Altomontano.","MBM424341",NA,NA,NA,NA,"2019",NA,"08",NA,"-42.8048","-22.3785",NA,NA,NA,NA,NA,NA
"77","2019-11-01 15:28:26-03","PUC-RIO","FCAB","1915","PreservedSpecimen","Plantae",NA,"Angiospermae","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Dr. Brade","P.E. Leite S.J.; Rouffier S.J.","s.n.","1946","06",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"A partir de cima, da nossa perna metrale arbusto da montanha.","001915",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-10-26 21:25:54-02","MNHN","RECOLNAT_MNHN_P","P00116914","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Wurdack","Glaziou, A.",NA,"1888","2","6",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116914' target='other'> <mi>dwc_moreinfo</mi></a>","P00116914","P00116914_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16805",NA,NA,NA,NA
"79","2016-12-27 16:47:54-02","MNHN","RECOLNAT_MNHN_P","P00116915","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Wurdack","Glaziou, A.",NA,"1888","2","6",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116915' target='other'> <mi>dwc_moreinfo</mi></a>","P00116915","P00116915_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16805",NA,NA,NA,NA
"80","2016-12-27 16:44:57-02","MNHN","RECOLNAT_MNHN_P","P00116916","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Wurdack","Glaziou, A.",NA,"1888","2","6",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116916' target='other'> <mi>dwc_moreinfo</mi></a>","P00116916","P00116916_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16805",NA,NA,NA,NA
"81","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200695","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou",NA,"1870","4","4",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Orgãos.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200695' target='other'> <mi>dwc_moreinfo</mi></a>","P05200695","P05200695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3968",NA,NA,NA,NA
"82","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200690","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou, A.",NA,"1888","3","30",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200690' target='other'> <mi>dwc_moreinfo</mi></a>","P05200690","P05200690_01",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,"16807",NA,NA,NA,NA
"83","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200689","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou, A.",NA,"1887","6","9",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200689' target='other'> <mi>dwc_moreinfo</mi></a>","P05200689","P05200689_01",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,"16806",NA,NA,NA,NA
"84","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200692","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou, A.",NA,"1889","2","9",NA,"Brasil","Rio de Janeiro","Petrópolis","[Amy Órgãos].","-43.1786003112793","-22.5049991607666",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200692' target='other'> <mi>dwc_moreinfo</mi></a>","P05200692","P05200692_01",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,"17521",NA,NA,NA,NA
"85","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200696","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou, A.",NA,"1870","4","4",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","[Haut des Orgãns].","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200696' target='other'> <mi>dwc_moreinfo</mi></a>","P05200696","P05200696_01",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"3968",NA,NA,NA,NA
"86","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200694","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou, A.",NA,"1868","9","8",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","[Haut des Orgues].","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200694' target='other'> <mi>dwc_moreinfo</mi></a>","P05200694","P05200694_01",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"2866",NA,NA,NA,NA
"87","2015-09-04 21:05:17-03","MNHN","RECOLNAT_MNHN_P","P05200691","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"Glaziou",NA,"1889","2","9",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra dos Orgãos.","-43.1786003112793","-22.5049991607666",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200691' target='other'> <mi>dwc_moreinfo</mi></a>","P05200691","P05200691_01",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,"17521",NA,NA,NA,NA
