"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","recordNumber","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","typeStatus"
"505","2020-09-12 05:00:02-03","US","US","USw31391","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"A. Miranda-Bastos",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,NA,NA,"Coniferales","RBW 33",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"506","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"A. Regnell","1857","8",NA,"Brazil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,NA,NA,"Coniferales","416","25710","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"507","2020-09-12 05:00:02-03","US","US","762564","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"J. N. Rose & P. G. Russell","1915","7","26","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US01326545","US01326545_01 US01326545_02","South America - Neotropics","Vicinity of Itatiaya",NA,NA,NA,NA,"Coniferales","20427",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"508","2020-09-12 05:00:02-03","US","US","920507","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"H. M. Curran","1913","3","26","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,"US02063129",NA,"South America","Parks, gardens, and environs of the city of Buenos Aires.",NA,NA,NA,NA,"Coniferales","27",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"509","2020-09-12 05:00:02-03","US","US","2445170","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. M. Klein","1962","9","15","Brazil","Santa Catarina","Canoinhas","-50.3899993896484","-26.1772003173828",NA,NA,"750",NA,"US01326551","US01326551_01 US01326551_02","South America","Salseiro",NA,NA,NA,NA,"Coniferales","3014","50616","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"510","2020-09-12 05:00:02-03","US","US","2812835","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"B. Macbryde & O. Herrera-Macbryde","1971","9","26","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,"US02063130",NA,"South America - Neotropics","Quito. Av. 10 de Agosto just S of Supermercado Moderno (1676 Av. 10 de Agosto).",NA,NA,NA,NA,"Coniferales","698",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"511","2020-09-12 05:00:02-03","US","US","2445178","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. M. Klein","1962","12","11","Brazil","Santa Catarina","Canoinhas","-50.3899993896484","-26.1772003173828",NA,NA,"750",NA,"US01326549","US01326549_01 US01326549_02","South America","km 17 para Mafra",NA,NA,NA,NA,"Coniferales","3832","50616","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"512","2020-09-12 05:00:02-03","US","US","2625908","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"H. Strang","1963","7","23","Brazil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01326544","US01326544_01 US01326544_02","South America - Neotropics","Parque Nacional do Itatiaia",NA,NA,NA,NA,"Coniferales","521","19648","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"513","2020-09-12 05:00:02-03","US","US","700965","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"O. Kuntze",NA,NA,NA,"Paraguay","Asuncion",NA,NA,NA,NA,NA,NA,NA,"US02063127",NA,"South America","Asuncion cult.",NA,NA,NA,NA,"Coniferales","s.n.",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"514","2020-09-12 05:00:02-03","US","US","2324198","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"H. S. Irwin","1958","10","31","Brazil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"US01327564","US01327564_01 US01327564_02","South America - Neotropics","State Agricultural School, Viçosa (cultivated)",NA,NA,NA,NA,"Coniferales","2009","13937","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"515","2020-09-12 05:00:02-03","US","US","2445173","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1962","10","26","Brazil","Santa Catarina","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,NA,NA,"US01327562","US01327562_01 US01327562_02","South America","Fazenda Frei Rogério",NA,NA,NA,NA,"Coniferales","13623","41804","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"516","2020-09-12 05:00:02-03","US","US","1284975","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"P. K. Dusén","1915","7","9","Brazil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"US01326552","US01326552_01 US01326552_02","South America",NA,NA,NA,NA,NA,"Coniferales","17096","47271","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"517","2020-09-12 05:00:02-03","US","US","1121165","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Bro. Claude-Joseph","1921","11",NA,"Chile",NA,NA,NA,NA,NA,NA,NA,NA,"US02063128",NA,"South America","Santiago.",NA,NA,NA,NA,"Coniferales","1489",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"518","2020-09-12 05:00:02-03","US","US","1199661","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US01326546","US01326546_01 US01326546_02","South America - Neotropics",NA,NA,NA,NA,NA,"Coniferales","4422",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"519","2020-09-12 05:00:02-03","US","US","2445175","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1962","4","21","Brazil","Santa Catarina","Canoinhas","-50.3899993896484","-26.1772003173828",NA,NA,NA,NA,"US01327566","US01327566_01 US01327566_02","South America","Arroios",NA,NA,NA,NA,"Coniferales","12936","50616","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"520","2020-09-12 05:00:02-03","US","US","940818","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"A. Regnell","1905","1","27","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US01326543","US01326543_01 US01326543_02","South America - Neotropics",NA,NA,NA,NA,NA,"Coniferales","416",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"521","2020-09-12 05:00:02-03","US","US","2403225","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1958","8","2","Brazil","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,"US01327563","US01327563_01 US01327563_02","South America","Alto Matador, Rio do Sul",NA,NA,NA,NA,"Coniferales","6916","15163","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"522","2020-09-12 05:00:02-03","US","US","2445176","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1961","3","3","Brazil","Santa Catarina","São José","-48.627498626709","-27.6152992248535",NA,NA,NA,NA,"US01327561","US01327561_01 US01327561_02","South America","Serra da Boa Vista, São José",NA,NA,"Cone Collection [?]",NA,"Coniferales","10855","12814","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"523","2020-09-12 05:00:02-03","US","US","2403257","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1958","9","20","Brazil","Santa Catarina","Canoinhas","-50.3899993896484","-26.1772003173828",NA,NA,NA,NA,"US01326548","US01326548_01 US01326548_02","South America","Pinhal da Compahia, Lauro Müller-Uruçanga",NA,NA,NA,NA,"Coniferales","7188","50616","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"524","2020-09-12 05:00:02-03","US","US","2250963","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Smith, R. Reitz & R. M. Klein","1956","11","16","Brazil","Santa Catarina","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"1000",NA,"US01326547","US01326547_01 US01326547_02","South America","Pinheiral, Riozinho",NA,NA,NA,NA,"Coniferales","7635","35974","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"525","2020-09-12 05:00:02-03","US","US","2902787","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"D. E. Cole","1973","10",NA,"Brazil","Bahia","Maracás","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,"US01326550","US01326550_01 US01326550_02","South America - Neotropics","Abandoned agricultural research station near Maracas",NA,NA,NA,NA,"Coniferales","s.n.","50558","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"526","2020-09-12 05:00:02-03","US","US","2445174","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1962","7","10","Brazil","Santa Catarina","Canoinhas","-50.3899993896484","-26.1772003173828",NA,NA,NA,NA,"US01327560","US01327560_01 US01327560_02","South America","Arroios",NA,NA,NA,NA,"Coniferales","13084","50616","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"527","2020-09-12 05:00:02-03","US","US","1543367","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"H. N. Whitford & F. Silveira","1918","8","31","Brazil","Santa Catarina","Três Barras","-50.3222007751465","-26.1063995361328",NA,NA,"800",NA,"US01326554","US01326554_01 US01326554_02","South America",NA,NA,NA,"USGS P.S. Branch Póllen collection nº 222.",NA,"Coniferales","116","22564","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"528","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"-- Reitz & Klein, --","1962","4","21","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US00635689",NA,"South America",NA,NA,NA,NA,NA,"Coniferales","12936",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"529","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Reitz & Klein, --",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US00635689",NA,"South America - Neotropics","Serra da Boa Vista, São José",NA,NA,"See sheet no. 2445176",NA,"Coniferales","10.855",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"530","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae","Pinaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Reitz & Klein, --","1962","7","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"750",NA,"US00635689",NA,"South America - Neotropics","Pinheiro, Pinheiro do Parana",NA,NA,"See sheet no. 2445174",NA,"Coniferales","13.084",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"531","2020-09-12 05:00:02-03","US","US","USw2160","PreservedSpecimen","Plantae","Pinaceae","Araucaria","brasiliana","Araucaria brasiliana","A. Rich.",NA,NA,NA,NA,"Collector unknown",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics","Santa Rita",NA,NA,NA,NA,"Coniferales","s.n.",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"532","2020-09-12 05:00:02-03","US","US","USw462","PreservedSpecimen","Plantae","Pinaceae","Araucaria","brasiliana","Araucaria brasiliana","A. Rich.",NA,NA,NA,NA,"Collector unknown",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Coniferales","140",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"533","2020-09-12 05:00:02-03","US","US","1421622","PreservedSpecimen","Plantae","Pinaceae","Araucaria","brasiliana","Araucaria brasiliana","A. Rich.",NA,NA,NA,NA,"J. W. Harshberger","1923","7",NA,"Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"US01327565","US01327565_01 US01327565_02","South America - Neotropics",NA,NA,NA,NA,NA,"Coniferales","936","21048","auto","Gymnospermae",NA,NA,NA,"1",NA,NA
"534","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae","Pinaceae","Araucaria","brasiliana","Araucaria brasiliana","A. Rich.",NA,NA,NA,NA,"H. N. Whitford",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US00635689",NA,"South America - Neotropics","Tres Barras",NA,NA,NA,NA,"Coniferales","116",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"535","2020-09-12 05:00:02-03","US","US","USw37670","PreservedSpecimen","Plantae","Pinaceae","Araucaria","brasiliensis","Araucaria brasiliensis","A. Rich.",NA,NA,NA,NA,"Collector unknown",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,NA,NA,"Coniferales","s.n.",NA,NA,"Gymnospermae",NA,NA,NA,"1",NA,NA
"536","2020-09-02 16:20:23-03","Cenargen","CEN","71823","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","E. S. G. Guarino","2006","02",NA,"Ernestino de S. Gomes Guarino","2006","04","14","Brasil","SC","ANITA GARIBALDI","-51.155","-27.901388","-51.155","-27.901388",NA,NA,"CEN00071823","CEN00071823",NA,NA,"Exsicatas",NA,"Fruto na carpoteca.",NA,NA,"1000",NA,NA,NA,NA,NA,NA,"4",NA,NA
"537","2020-09-02 16:20:23-03","Cenargen","CEN","67078","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Glocimar Pereira-Silva","2005","05","03","Brasil","SC","CAMPO BELO DO SUL","-50.803611","-27.988888","-50.803611","-27.988888","900","900","CEN00067078","CEN00067078",NA,"Fazenda Gateados.","Exsicatas",NA,"Germoplasma coletado de 20 árvores. Fruto na carpoteca. Área de influência indireta.",NA,NA,"10000",NA,NA,NA,NA,NA,NA,"4",NA,NA
"538","2020-09-02 16:20:23-03","Cenargen","CEN","75656","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","W. Machio","2011","05",NA,"Wilson Machio - CNPFlorestas","2011","05","06","Brasil","PR","COLOMBO","-49.159166","-25.321944","-49.159166","-25.321944",NA,NA,"CEN00075656","CEN00075656",NA,"Campos experimentais da EMBRAPA Florestas.","Exsicatas",NA,"Material coletado de acordo com o SISBIO. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"539","2020-09-02 16:20:23-03","Cenargen","CEN","91053","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","I. Wendling","2015","06",NA,"Ivar Wendling","2015","06","17","Brasil","PR","COLOMBO","-49.167777","-25.322777","-49.167777","-25.322777","960","960","CEN00091053","CEN00091053",NA,"Embrapa Florestas.","Exsicatas",NA,"Estrobilos verdes. Árvore plantada em linha, plantada em 1980. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA
"540","2020-09-02 16:20:23-03","Cenargen","CEN","91054","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","I. Wendling","2015","06",NA,"Ivar Wendling","2015","06","17","Brasil","PR","COLOMBO","-49.163055","-25.325","-49.163055","-25.325","952","952","CEN00091054","CEN00091054",NA,"Embrapa Florestas.","Exsicatas",NA,"Árvore plantada em linha, plantada em 1995. Pinha. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,NA,"30",NA,NA,NA,NA,NA,NA,"1",NA,NA
"541","2020-09-02 16:20:23-03","Cenargen","CEN","73436","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Z. P. Pereira","2009",NA,NA,"Z. P. Pereira - UFGD","2009","05","08","Brasil","MS","CORUMBA","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CEN00073436","CEN00073436",NA,"Assentamento Taquaral.","Exsicatas",NA,"Árvore com 3 metros. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN). Projeto: Emprapa Agropecuária Oeste. Doação - Universidade Federal da Grande Dourados (UFGD) - Herbário da Cidade de Dourados (DDMS). UEMS - UNIDERP - UNIGRAN.",NA,NA,"1854","295160","auto",NA,NA,NA,NA,"1",NA,NA
"542","2020-09-02 16:20:23-03","Cenargen","CEN","92044","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M. C. Scipioni",NA,NA,NA,"V. dos Santos- CTBS","2014","02","22","Brasil","SC","CURITIBANOS","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,"CEN00092044","CEN00092044",NA,"Centro da cidade de Curitibanos.","Exsicatas",NA,"Árvore macho abatida. Doação Herbário CTBS - Universidade Federal de Santa Catarina - Curitibanos.",NA,NA,"110","25987","auto",NA,NA,NA,NA,"1",NA,NA
"543","2019-12-09 17:29:21-03","UFPR","EFC","1108","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ziller, S.R.",NA,NA,NA,"Ziller, S.R.","1987","02","25","Brasil","Santa Catarina","Campo Belo do Sul","-50.7396","-27.9073","-50.7396","-27.9073",NA,NA,"EFC001108",NA,NA,NA,NA,NA,"F.GUAMIRIM-GAT. __COMMOM_NAME__: Pinheiro do Paraná",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2019-12-09 17:29:21-03","UFPR","EFC","9804","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Roderjan, C.V.","2003","07","01","Roderjan, C.V.; Kuniyoshi, Y.S.","2003","07","03","Brasil","Paraná","Ponta Grossa","-49.9617","-25.1453","-49.9617","-25.1453",NA,NA,"EFC009804",NA,NA,"Passo dos Pupo",NA,NA,"Árvore com ca. de 15m, floresta com araucária. __COMMOM_NAME__: pinheiro-do-paraná",NA,NA,"1725",NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2019-12-09 17:29:21-03","UFPR","EFC","14220","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Blum, C.T.","2013","10","09","Blum, C.T.","2013","10","09","Brasil","Paraná","Curitiba","-49.1426","-25.2652","-49.1426","-25.2652","920","920","EFC014220",NA,NA,"Capão do Cifloma",NA,NA,"Árvore com 18 m. Estróbilo masculino verde - amarronzado.",NA,NA,"1046",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-12-09 17:29:21-03","UFPR","EFC","16453","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Cordeiro, J.","2004",NA,NA,"Mello, E.;Barbosa, E.; Costa & M. Cordeiro","2004","08","18","Brasil","Paraná","Céu Azul","-53.7801","-25.2397","-53.7801","-25.2397","440","440","EFC016453",NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2019-12-09 17:29:21-03","UFPR","EFC","1109","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ziller, S.R.",NA,NA,NA,"Ziller, S.R.","1987","02","25","Brasil","Santa Catarina","Campo Belo do Sul","-50.7396","-27.9073","-50.7396","-27.9073",NA,NA,"EFC001109",NA,NA,NA,NA,NA,"F.GUAMIRIM-GAT. __COMMOM_NAME__: Pinheiro do Paraná",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2019-12-09 17:29:21-03","UFPR","EFC","6287","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.","1996","10","01","Ziller, S.R.; Tiepolo, G.","1996","07","16","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"EFC006287",NA,NA,"Rio Jordão, barragem",NA,NA,"Árvore dentro da área de inundação. Estróbilos imaturos. Área de transição com Floresta Ombrófila Mista. __COMMOM_NAME__: Pinheiro-do-Paraná",NA,NA,"1459","37408","auto",NA,NA,NA,NA,NA,NA,NA
"549","2019-12-09 17:29:21-03","UFPR","EFC","1470","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Kuniyoshi, Y.S.","1987","11","01","Kuniyoshi, Y.S.","1987","10","22","Brasil","Paraná","Curitiba","-49.2494","-25.3972","-49.2494","-25.3972",NA,NA,"EFC001470",NA,NA,"Curitiba",NA,NA,"Pq. Boa Vista __COMMOM_NAME__: PINHEIRO-DO-PARANA",NA,NA,"5235",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-12-09 17:29:21-03","UFPR","EFC","3386","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Lacerda, A.; Portes, M.C.","1993","06","10","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"EFC003386",NA,NA,NA,NA,NA,"__COMMOM_NAME__: Pinheiro do Paraná",NA,NA,"4","44368","auto",NA,NA,NA,NA,NA,NA,NA
"551","2019-11-13 11:15:44-03","USP","SPF","157301","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Duarte, AP",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00157301",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-11-13 11:15:44-03","USP","SPF","121017","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Garcia, RJF","1995",NA,NA,"Garcia, RJF","1992","06","25","Brasil","São Paulo","São Paulo","-46.7725","-23.663056","-46.7725","-23.663056",NA,NA,"SPF00121017",NA,NA,"trilha da Araucária.",NA,NA,NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2019-11-13 11:15:44-03","USP","SPF","157299","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Duarte, AP","1951",NA,NA,"Duarte, AP","1951","10","10","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"SPF00157299",NA,NA,"Serra da Bocaina.",NA,NA,NA,NA,NA,"3429",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-11-13 11:15:44-03","USP","SPF","169363","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ceccantini, GCT","2002",NA,NA,"Ceccantini, GCT","2002","12","28","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.114056","-30.899278","-53.114056","-30.899278",NA,NA,"SPF00169363",NA,NA,"BR 392, Km 195 e 200.",NA,NA,NA,NA,NA,"1798",NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2021-03-15 18:25:06-03","USP","SPF","225718","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Motta, LB","2016","05","30","Furlan, CM","2016","05","25","Brasil","São Paulo","São Paulo","-46.741389","-23.563056","-46.741389","-23.563056","726","726","SPF00225718",NA,NA,"Cidade Universitária Armando de Salles Oliveira, Raia Olímpica.",NA,NA,"Árvore 10 m alt., em estado reprodutivo com estróbilos masculinos. Voucher de estudo fitoquímico.; Cultivada em arborização urbana.",NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-11-13 11:15:44-03","USP","SPF","169364","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ledru, MP","2002",NA,NA,"Ledru, MP","2002","11","21","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"SPF00169364",NA,NA,"Monte Verde",NA,NA,NA,NA,NA,"s.n.","22140","auto",NA,NA,NA,NA,NA,NA,NA
