"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","recordNumber","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","typeStatus"
"128","2019-08-27 13:34:42-03","IAP","PACA-AGP","7842","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Marschner & Larocca","2004",NA,NA,"D. A. Marschner","2004",NA,NA,"Brasil","RS","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"PACA007842",NA,NA,"Serra Grande",NA,NA,"Habitat: mata ciliar","Pinophyta","Coniferae","147","13851","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:34:42-03","IAP","PACA-AGP","49149","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","1954","05","05","Rambo, B.","1950","11","13","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA049149",NA,NA,"Butterberg",NA,NA,"SEM MATERIAL - flore antiquo; specimen monoicum ips. meis oculis Habitat: culta","Pinophyta","Coniferae",NA,"21601","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:34:42-03","IAP","PACA-AGP","3135","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","1954","05","05","Rambo, B.","1938","09",NA,"Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA003135",NA,NA,"Pareci",NA,NA,"Habitat: Culta. Fenofase: flor","Pinophyta","Coniferae",NA,"21601","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:34:42-03","IAP","PACA-AGP","28468","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","1954","05","05","Rambo, B.","1945","03",NA,"Brasil","RS","Nonoai","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"PACA028468",NA,NA,"Ad fl. Uruguay.",NA,NA,"Habitat: In silva campestri. Fenofase: estéril","Pinophyta","Coniferae",NA,"35080","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:34:42-03","IAP","PACA-AGP","91513","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Oliveira & Steffen",NA,NA,NA,"C. M. Oliveira","1999","06","08","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA091513",NA,NA,"Bairro Medianeira",NA,NA,"HASU 7492 Habitat: ambiente seco e de sol","Pinophyta","Coniferae",NA,"29946","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:34:42-03","IAP","PACA-AGP","58846","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","1957","05","07","Camargo, O. R.","1956","03","01","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA058846",NA,NA,"Estação Exp. de Silvicultura",NA,NA,"Habitat: Culta. Fenofase: estéril","Pinophyta","Coniferae","121","37819","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:34:42-03","IAP","PACA-AGP","34969","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","1954","05","05","Rambo, B.","1947","01","08","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"PACA034969",NA,NA,"Fazenda da Ronda",NA,NA,"Habitat: In silva campestri. Fenofase: juvenilis","Pinophyta","Coniferae",NA,"63451","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:34:42-03","IAP","PACA-AGP","66116","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","R. Reitz","1965",NA,NA,"Reitz, R.","1963","07","12","Brasil","SC","Anita Garibaldi","-51.1300010681152","-27.6891994476318",NA,NA,"700","700","PACA066116",NA,NA,NA,NA,NA,"Altura de 25m. Habitat: Mata. Fenofase: flor verde Hábito: árvore masculina","Pinophyta","Coniferae","15442","23768","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:34:42-03","IAP","PACA-AGP","96342","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M. Zanotto",NA,NA,NA,"M. Zanotto","2005","02","01","Brasil","SC","Maravilha","-53.1725006103516","-26.760799407959",NA,NA,"550","550","PACA096342",NA,NA,"Mata do Seminário",NA,NA,NA,"Pinophyta","Coniferae",NA,"12440","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:34:42-03","IAP","PACA-AGP","65204","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","R. Reitz","1961",NA,NA,"Reitz, R.","1958","09","20","Brasil","SC","Urussanga","-49.32080078125","-28.5177993774414",NA,NA,"300","300","PACA065204",NA,NA,"Lauro Müller - Pinhal da Companhia",NA,NA,"Altura de 30m. HBR 24559. Habitat: Pinhal Hábito: árvore","Pinophyta","Coniferae","7188","14548","auto","Coniferopsida",NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:15:32-03","UFV","VIC","001915","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Kulhmann","1935","11","08","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC001915","VIC001915",NA,"ESAV",NA,NA,NA,NA,NA,"s.n.","13937","auto",NA,NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:15:32-03","UFV","VIC","008323","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bert.) Kuntze",NA,NA,NA,NA,"Irwin, H.S.","1958","10","31","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC008323","VIC008323",NA,"ESAV",NA,NA,NA,NA,NA,"2009","13937","auto",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-10 14:35:01-03","UFSC","CTBS","782","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Dambros, V.G.","2014","10","07","Dambros, Vanessa Giseli","2014","09","12","Brasil","Santa Catarina","Curitibanos","-50.533036","-27.285467","50°31'58.93W","27°17'7.68S",NA,NA,NA,NA,NA,"UFSC. Estacionamentpo próximo à trilha do pessegueirinho.",NA,NA,"Árvore alta, folha modificada em espinhos, muito ameaçada devido a sua qualidade de madeira, e suas semestes são comestíveis. Vegetação fechada, com a maioria de espécies nativas.",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-10 14:35:01-03","UFSC","CTBS","817","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Almeida, H.F.","2014","09","21","Almeida, Hendria Fogaça","2014","09","21","Brasil","Santa Catarina","Curitibanos","-50.733453","-27.226942","50°44'0.43W","27°13'36.99S",NA,NA,NA,NA,NA,"Xaxim, interior, próximo a ponte que divide Curitibanos de Frei Rogério.",NA,NA,"Planta alta, vistosa, preservada por ser extinta.",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-02-27 16:43:47-03","UFSC","CTBS","783","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Fontoura, Simone Bernardes da","2014","10","24","Brasil","Santa Catarina","Curitibanos","-50.585278","-27.283333","50°35'07W","27°16'60S",NA,NA,NA,NA,NA,"Localidade Rod. Ulysses Gaboardi, Km 3, sítio Rancho Nativo.",NA,NA,"Árvore com apróximadamente 12m de altura, cone com pólen existente. Vegetação de médio porte, com espécies nativas e exóticas.",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-10 14:35:01-03","UFSC","CTBS","781","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ludwig, R.L.","2014",NA,NA,"Ludwig, Raquel Lúcia","2014","10","22","Brasil","Santa Catarina","Curitibanos","-50.582011","-27.283194","50°34'55.24W","27°16'59.50S",NA,NA,NA,NA,NA,NA,NA,NA,"Com aprox. 50m de altura, folhas com espinhos, não possuem flores. Vegetção rala, poucas árvores nativas.",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-10 14:35:01-03","UFSC","CTBS","1019","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Scipioni, M.C.",NA,NA,NA,"Santos, Vanderlei dos (Guga)","2014","02","22","Brasil","Santa Catarina","Curitibanos","-50.580564","-27.283825","50°34'50.03W","27°17'1.77S",NA,NA,NA,NA,NA,"Centro da cidade de Curitibanos",NA,NA,"Árvore macho abatida, madeira na xiloteca",NA,NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-02-27 16:43:47-03","UFSC","CTBS","3290","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Steiner, F.","2013","10","30","Mariot, A.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.804722","-27.485","50°48'17W","27°29'06S","735","735",NA,NA,NA,"Canteiro de obras da UHE São Roque",NA,"LUSC 6184","DAP cm; altura m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-10 14:35:01-03","UFSC","CTBS","1020","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Scipioni, M.C.",NA,NA,NA,"Santos, Vanderlei dos (Guga)","2014","02","22","Brasil","Santa Catarina","Curitibanos","-50.580564","-27.283825","50°34'50.03W","27°17'1.77S",NA,NA,NA,NA,NA,"Centro da cidade de Curitibanos",NA,NA,"Árvore fêmea abatida, madeira na xiloteca",NA,NA,"111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-02-27 16:43:47-03","UFSC","CTBS","3243","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Steiner, F.","2017","10","30","Mariot, A.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.805556","-27.484444","50°48'20W","27°29'04S",NA,NA,NA,NA,NA,"Canteiro de obras da UHE São Roque",NA,"LUSC 6182","DAP 58; altura 25 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-02-27 16:43:47-03","UFSC","CTBS","2894","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Mariot, A.","2013",NA,NA,"Marcon, A.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.806111","-27.483889","50°48'22W","27°29'02S","728","728",NA,NA,NA,"Canteiro de obras da UHE São Roque",NA,"LUSC 6183","Número de registro. 5-2-AB; para este indivíduo foram coletados dois discos: 5-2-A e 5-2-B. DAP: 50 cm. Altura 20 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006922","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","O.S. Ribas,",NA,NA,NA,"O. S. Ribas; A. S. Pinto, A. Silva","2001","7","11","Brazil","Parana",NA,"-49.237331","-25.442591",NA,NA,"880",NA,NA,NA,NA,"Pilarzinho (Mun. Curitiba) Parana",NA,NA,"Arvore, 20m, estrobilos masculines imaturos. Capao.","Coniferophyta","Pinales","3632",NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"150","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006921","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"James Steverson;","1966","1","1","Brazil","Rio Grande do Sul",NA,"-51.228735","-30.027704",NA,NA,"152",NA,NA,NA,NA,"Southern Brazil, Puerto Allegro Brazilian Plateau Regiao.",NA,NA,"Tree 80-120 ft Seeds fall from tree in winter, plant as soon as embryo breaks out of shell, pointed end down. Can`t be transplanted.","Coniferophyta","Pinales","120",NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:49:50-03","UFJF","CESJ","52865","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","F.S. Souza","2009","02","10","F.S. Souza; M.G. Rezende; R.C.L. Elias; T.M. Machado","2009","02","10","Brasil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"CESJ052865",NA,"América do Sul","Pocinhos do Rio Verde, Ped Granito Marron Imperial",NA,NA,"Árvore no pasto ca. 15 m. Microestróbilo castanho. Pequena população.","Gimnosperma",NA,"665","25710","auto",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 14:49:50-03","UFJF","CESJ","7770","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Krieger","1969","11",NA,"Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ007770",NA,"América do Sul","Fazenda da Pedra",NA,NA,"Árvore alta cultivada nesta região, dióica estróbilos masculinos e femininos. Pinho do Paraná.","Gimnosperma",NA,"CESJ7770","20620","auto",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 14:49:48-03","UFJF","CESJ","22733","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","B.B.S. Coelho","1987",NA,NA,"B.B.S. Coelho; L. Krieger","1987","03","20","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ022733",NA,"América do Sul","Museu Mariano Procópio",NA,NA,"Árvore grande, cultivada, com ramos em verticilos espaçados. Flores masculinas e femininas em plantas separadas. Madeira muito boa para taboado, muito exportada, em alto risco de extinção. Originária do Brasil. Pinheiro-do-Paraná.","Gimnosperma",NA,"s.n","36144","auto",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 14:49:50-03","UFJF","CESJ","66926","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","L.D. Santana","2015","05","21","L.D. Santana; J.H.C. Ribeiro","2015","05","21","Brasil","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"CESJ066926",NA,"América do Sul","Parque Estadual da Serra do Papagaio, Vale do Rio Santo Angostinho",NA,NA,"Pinha caida no interior da FOM Aluvial. Próxima ao curso d'água. Local sombreado e sem visível regeneração da espécie ao redor. Altitude 1650 m.s.m. Exclusiva da carpoteca.","Gimnosperma",NA,"96","29865","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 14:49:50-03","UFJF","CESJ","431","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Krieger","1955","08",NA,"Portugal","Minho",NA,NA,NA,NA,NA,NA,NA,"CESJ000431",NA,"Europa",NA,NA,NA,"Planta com 4 meses de idade, cultivada em estufa. àrvore grande, folhas pungentes. Originária do Brasil. Pinheiro brasileiro.","Gimnosperma",NA,"CESJ431",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 14:49:50-03","UFJF","CESJ","59284","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","L. Menini Neto","2010","07","25","L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","2010","07","25","Brasil","MInas Gerais","Baependi","-43.731333","-22.141083","-43.731333","-22.141083","1644","1644","CESJ059284",NA,"América do Sul","Parque Estadual da Serra do Papagaio, Mata de Araucaria. 22º 08.279S, 44º 43.528W. 1644 m.s.m.",NA,NA,"Árvore, 20-40m alt., frequente, entre 1600-1700 m alt., em vales, sendo mais raras nas florestas de encosta. Folhas verde-escuras.","Gimnosperma",NA,"858",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 14:49:50-03","UFJF","CESJ","59963","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","L. Menini Neto; S.G. Furtado","2012","05","19","S.G. Furtado; L. Menini Neto","2012","05","19","Brasil","MInas Gerais","Baependi","-44.728056","-22.139722","-44.728056","-22.139722","1640","1640","CESJ059963",NA,"América do Sul","Parque Estadual da Serra do Papagaio, Mata de Araucária, às margens do Rio do Charco. 22°08'23S, 44°43'41'W, ca. 1640 m.s.m.",NA,NA,"Árvore de 10 à 30m, estróbilo masculino imaturo verde escuro.","Gimnosperma",NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 14:49:50-03","UFJF","CESJ","X-009","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"?",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"CESJ00X009",NA,"América do Sul","Museu Florestal",NA,NA,"Nome vulgar:Pinho do Paraná.Arvore grande,bem caracterizada pelo porte outrora comum desde a serra da Bocaína ate as fronteiras do RS.","Gimnosperma",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 14:49:48-03","UFJF","CESJ","14808","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Krieger","1977","05","20","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ014808",NA,"América do Sul",NA,NA,NA,"Pinheiro masculino, com estróbilos novos. N.V: Pinho do Paraná.","Gimnosperma",NA,"CESJ14808","20620","auto",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 14:49:48-03","UFJF","CESJ","16142","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Krieger","1978","11",NA,"Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ016142",NA,"América do Sul",NA,NA,NA,"Cultivada, planta masculina. N.V: Pinho do Paraná.","Gimnosperma",NA,"CESJ16142","20620","auto",NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 14:49:48-03","UFJF","CESJ","29567","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"L. Krieger","1991","02","10","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ029567",NA,"América do Sul","Fazenda da Pedra",NA,NA,"Planta masculina, estróbilos novos. Pinheiro do Paraná.","Gimnosperma",NA,"CESJ29567","20620","auto",NA,NA,NA,NA,NA,NA,NA
"162","2019-11-21 14:49:50-03","UFJF","CESJ","46617","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza","2006","01","20","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ046617",NA,"América do Sul","Serra Negra, Serra da Caveira d#?#Anta.",NA,NA,"Árvore ca. de 15m.","Gimnosperma",NA,"55","20815","auto",NA,NA,NA,NA,NA,NA,NA
"163","2020-07-02 19:03:31-03","UFJF","CESJ","19909","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","L. Krieger","1983","07","26","L. Krieger","1983","07","26","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"CESJ019909",NA,"América do Sul",NA,NA,NA,"Árvore nativa, nos Estados do Sul, fornecedora de madeiras. Sementes (pinhões) comestíveis depois de cozidos. Resina aromática. Produz alcatrão e terebentina, casca rica em potássio. Uso medicinal: As folhas são empregadas em casos de anemia, debilidade","Gimnosperma",NA,"CESJ19909","46557","auto",NA,NA,NA,NA,NA,NA,NA
"164","2021-04-07 11:41:09-03","UFMS","CGMS","51068","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","V.J. Pott","2009","01","05","V.J. Pott; A. Pott","2010","01","05","Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1081054",NA,NA,"Muda de vaso na UFMS, origem Rio Grande do Sul.",NA,NA,"Habitat: Solo argiloso. Relevo plano. Habito: Plântula.",NA,NA,"10704","161190","auto",NA,NA,NA,NA,NA,NA,NA
"165","2019-11-27 13:53:24-03","UFS","ASE","38264","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ludwig, RL","2014","10","22","Ludwig, RL","2014","10","22","Brasil","Santa Catarina","Curitibanos","-50.3503","-27.1659","-50.3503","-27.1659",NA,NA,"ASE0040322",NA,"Southern America",NA,NA,NA,"Com aproximadamente 50 m de altura, folhas com espinhos, não possuem flores.; Vegetação rala, poucas árvores nativas.","Pinophyta",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:43:31-03","UNICAMP","UEC","144883","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Ikemoto, E","2005","10","07","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC062560","UEC062560",NA,"Entorno da lagoa principal",NA,NA,"Árvore de 7m.","Pinopsida",NA,"05162","23900","auto",NA,NA,NA,NA,NA,NA,NA
"167","2019-11-05 16:43:25-03","UFOP","OUPR","30527","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Messias, M.C.T.B.","2017","08",NA,"Urriago, L.M.; Jardim, C.M. & Vieira, K.S.","2017","09","30","Brasil","Minas Gerais","Ouro Preto","-43.493611","-20.383889","-43.493611","-20.383889",NA,NA,NA,NA,NA,"Morro da Queimada",NA,NA,"Árvore. Folhas rígidas. Cultivada.",NA,NA,"130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-05 16:43:25-03","UFOP","OUPR","21842","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Badini, J.; Zurlo, M.A.","1976","10","03","Badini, J.; Silva, J.L. & Zurlo, M.A.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore. Cultivada.",NA,NA,"s.n.","44599","auto",NA,NA,NA,NA,NA,NA,NA
"169","2019-11-05 16:43:25-03","UFOP","OUPR","21841","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Badini, J.","1983","09","27","Badini, J.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore.",NA,NA,"s.n.","44599","auto",NA,NA,NA,NA,NA,NA,NA
"170","2019-11-05 16:43:25-03","UFOP","OUPR","21839","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Badini, J.","1968",NA,NA,"Badini, J.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore. Cultivado.",NA,NA,"s.n.","44599","auto",NA,NA,NA,NA,NA,NA,NA
"171","2019-11-05 16:43:25-03","UFOP","OUPR","21840","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Badini, J.; Zurlo, M.A.","1976","10","03","Badini, J.; Silva, J.L. & Zurlo, M.A.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Antigo Jardim Botânico de Ouro Preto.",NA,NA,"Árvore. Cultivada.",NA,NA,"s.n.","44599","auto",NA,NA,NA,NA,NA,NA,NA
"172","2019-11-05 16:43:25-03","UFOP","OUPR","21843","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Badini, J.; Zurlo, M.A.","1976","10","03","Badini, J.; Silva, J.L. & Zurlo, M.A.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Fazenda do Manso",NA,NA,"Árvore. Cultivada.",NA,NA,"s.n.","44599","auto",NA,NA,NA,NA,NA,NA,NA
"173","2020-12-04 13:18:54-03","UDESC","LUSC","9706","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Motta, G.",NA,NA,NA,"Motta, G.","2016","10","15","Brasil","Santa Catarina","Timbó Grande","-50.803889","-26.646111","50º48'14''W","26º38'46''S",NA,NA,"LUSC009842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-04 13:18:54-03","UDESC","LUSC","3972","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Zulianello, V.",NA,NA,NA,"Zulianello, V.","2009","09","01","Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"LUSC006269","LUSC006269",NA,NA,NA,NA,NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
