"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","typeStatus","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"332","2020-05-08 11:10:11-03","UEFS","HUEFS","111188","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","bicolor","Calliandra bicolor","Claussen, P.",NA,"1839",NA,NA,NA,"Brasil","Caxoeiras do Campos.",NA,NA,NA,"HUEFS0111188",NA,NA,NA,NA,NA,"Minas Gerais","Angiospermae","Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"333","2020-05-08 11:10:11-03","UEFS","HUEFS","111189","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","bicolor","Calliandra bicolor","Isabelle, M.",NA,"1835",NA,NA,NA,"Brasil",NA,NA,NA,NA,"HUEFS0111189",NA,NA,NA,NA,NA,"Rio Grande do Sul","Angiospermae","Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"334","2020-05-08 11:10:18-03","UEFS","HUEFS","105615","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Cerqueira, C.O.","17","2005","09","09",NA,"Brasil","Mata ciliar do rio Lençóis.",NA,NA,NA,"HUEFS0105615","-41.383333","-12.566667","41W23'","12S34'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0105615","E.R.de Souza","Lençóis",NA,NA,NA,NA,"2006","09",NA,"Rosanae",NA,NA,NA
"335","2020-05-08 11:10:18-03","UEFS","HUEFS","46043","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Lemos, M.J.S.","131A","2000","11","28",NA,"Brasil","Caminho da Ponte do Coronel para o município de Rio de Contas, ca. 5 Km.",NA,NA,NA,"HUEFS0046043","-41.862778","-13.5275","41W51'46''","13S31'39''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0046043",NA,"Rio de Contas","1088","1088",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"336","2020-05-08 11:10:18-03","UEFS","HUEFS","142996","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, I.M.","2","2008","07","20",NA,"Brasil","Rio Lençóis- na beira do Poço Halen.",NA,NA,"Mata ciliar.","HUEFS0142996","-41.3899993896484","-12.563099861145",NA,NA,NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0142996","I.M.Souza","Lençóis",NA,NA,"47385","auto","2012","03",NA,"Rosanae",NA,NA,NA
"337","2020-05-08 11:10:18-03","UEFS","HUEFS","31049","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Cavalcanti, T.B.","9673","1986","02","25",NA,"Brasil","Vale do rio Itacambiruçu. Entre a fasenda Jambeiro e estrada para Cristália.",NA,NA,NA,"HUEFS0031049","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0031049","L.P.de Queiroz","Grão Mogol",NA,NA,"67219","auto","1999","12",NA,"Rosanae",NA,NA,NA
"338","2020-05-08 11:10:18-03","UEFS","HUEFS","77314","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, E.R.de","422","2003","12","16",NA,"Brasil","Lagoinha.",NA,NA,NA,"HUEFS0077314","-41.816667","-13.283333","41W49'","13S17'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0077314",NA,"Catolés",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"339","2020-05-08 11:10:18-03","UEFS","HUEFS","10027","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Queiroz, L.P.de","2534","1991","12","02",NA,"Brasil",NA,NA,NA,NA,"HUEFS0010027","-38.35","-12.933333","38W21'","12S56'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0010027","R.Barneby","Salvador",NA,NA,NA,NA,"1994",NA,NA,"Rosanae",NA,NA,NA
"340","2020-05-08 11:10:18-03","UEFS","HUEFS","111290","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Glaziou, A.","14648","1885","05",NA,NA,"Brasil",NA,NA,NA,NA,"HUEFS0111290",NA,NA,NA,NA,NA,"Rio de Janeiro","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"341","2020-05-08 11:10:18-03","UEFS","HUEFS","111291","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Sellow, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0111291",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"342","2020-05-08 11:10:18-03","UEFS","HUEFS","111301","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Gibert, M.E.","59","1848",NA,NA,NA,"Uruguai",NA,NA,NA,NA,"HUEFS0111301",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"343","2020-05-08 11:10:18-03","UEFS","HUEFS","111302","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Baird","S/N",NA,NA,NA,NA,"Uruguai",NA,NA,NA,NA,"HUEFS0111302",NA,NA,NA,NA,"Lectótipo",NA,"Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"344","2020-05-08 11:10:18-03","UEFS","HUEFS","111303","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0111303",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"345","2020-05-08 11:10:18-03","UEFS","HUEFS","111304","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Claussen, P.","24","1839",NA,NA,NA,"Brasil","Caxoeiras do Campos.",NA,NA,NA,"HUEFS0111304",NA,NA,NA,NA,"Holótipo","Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"346","2020-05-08 11:10:18-03","UEFS","HUEFS","12383","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Ganev, W.","1319","1992","10","23",NA,"Brasil",NA,NA,NA,NA,"HUEFS0012383","-41.866667","-13.283333","41W52'","13S17'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0012383","L.P.de Queiroz","Abaíra","1250","1250",NA,NA,"1998","05",NA,"Rosanae",NA,NA,NA
"347","2020-05-08 11:10:18-03","UEFS","HUEFS","12480","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Ganev, W.","1416","1992","11","12",NA,"Brasil",NA,NA,NA,NA,"HUEFS0012480","-41.85","-13.316667","41W51'","13S19'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0012480","L.P.de Queiroz","Abaíra","1200","1200",NA,NA,"1998","05",NA,"Rosanae",NA,NA,NA
"348","2020-05-08 11:10:18-03","UEFS","HUEFS","145141","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Cardoso, D.","2376","2008","12","17",NA,"Brasil","Área do Projeto Costa do Sol.",NA,NA,"Restinga arbórea.","HUEFS0145141","-34.799444","-7.180556","34W47'58''","7S10'50''",NA,"Paraíba","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0145141","L.P.de Queiroz","Boa Vista","25","25",NA,NA,"2009","09",NA,"Rosanae",NA,NA,NA
"349","2020-05-08 11:10:18-03","UEFS","HUEFS","146831","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Arbo, M.M.","3666","1990","02","04",NA,"Brasil","5 Km de W de Colinas, caminho a Niquelandia, orillas del rio Tocantinzinho, ca. 500 m, de alt.",NA,NA,NA,"HUEFS0146831",NA,NA,NA,NA,NA,"Goiás","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0146831",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"350","2020-05-08 11:10:18-03","UEFS","HUEFS","14893","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Queiroz, L.P.de","3674","1993","10","29",NA,"Brasil",NA,NA,NA,NA,"HUEFS0014893","-41.816667","-13.533333","41W49'","13S32'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0014893","R.Barneby","Rio de Contas",NA,NA,NA,NA,"1994",NA,NA,"Rosanae",NA,NA,NA
"351","2020-05-08 11:10:18-03","UEFS","HUEFS","160337","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Freitas, J.G.","638","2009","11","03",NA,"Brasil","APA do Barbalho.",NA,NA,NA,"HUEFS0160337","-41.840556","-13.127778","41W50'26''","13S7'40''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0160337","E.R. de Souza","Piatã",NA,NA,NA,NA,"2012","01",NA,"Rosanae",NA,NA,NA
"352","2020-05-08 11:10:18-03","UEFS","HUEFS","16311","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Ganev, W.","2713","1993","12","27",NA,"Brasil",NA,NA,NA,NA,"HUEFS0016311","-41.783333","-13.4","41W47'","13S24'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0016311",NA,"Abaíra","850","900",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"353","2020-05-08 11:10:18-03","UEFS","HUEFS","16716","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Ganev, W.","2603","1993","11","28",NA,"Brasil",NA,NA,NA,NA,"HUEFS0016716","-41.833333","-13.316667","41W50'","13S19'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0016716",NA,"Abaíra","1200","1200",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"354","2020-05-08 11:10:18-03","UEFS","HUEFS","188191","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, P.C.","3182","2012","03","15",NA,"Brasil","Millennium Inorganic Chemicals Mineração Ltda.",NA,NA,"Tabuleiro.","HUEFS0188191","-34.976944","-6.502222","34W58'37''","6S30'8''",NA,"Paraíba","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0188191",NA,"Mataraca","16","16",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"355","2020-05-08 11:10:18-03","UEFS","HUEFS","188479","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Matos, E.N.de","3495","2012","05","15",NA,"Brasil","Fazenda Saco da Luisa",NA,NA,NA,"HUEFS0188479","-44.553056","-16.273056","44W33'11''","16S16'23''",NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0188479",NA,"Luislândia",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"356","2020-05-08 11:10:18-03","UEFS","HUEFS","190517","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, E.R.de","899","2012","04","22",NA,"Brasil","ca de 40Km de Gouveia em direção a Curvelo.",NA,NA,NA,"HUEFS0190517","-44","-18.616667","44W0'","18S37'",NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0190517",NA,"Gouveia",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"357","2020-05-08 11:10:18-03","UEFS","HUEFS","190533","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, E.R.de","915","2012","04","23",NA,"Brasil","Próximo a parte do Km0",NA,NA,NA,"HUEFS0190533","-43.716667","-19.166667","43W43'","19S10'",NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0190533",NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"358","2020-05-08 11:10:18-03","UEFS","HUEFS","193647","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Queiroz, L.P.de","15607","2012","06","11",NA,"Brasil","Chapadão, estrada Mucugê-Jussiape ca. 40 Km S de Mucugê.",NA,NA,"Cerrado de altitude","HUEFS0193647","-41.543056","-13.2925","41W32'35''","13S17'33''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0193647",NA,"Mucugê","1217","1217",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"359","2020-05-08 11:10:18-03","UEFS","HUEFS","218614","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, V.C.","26826","2001","08","11",NA,"Brasil","Estrada entre Bela Vista e Caracol, cerca de 20 Km de Bela Vista. Beira do rio.",NA,NA,NA,"HUEFS0218614","-56.666667","-22.033333","56W40'","22S2'",NA,"Mato Grosso do Sul","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0218614",NA,"Bela Vista","160","160",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"360","2020-05-08 11:10:18-03","UEFS","HUEFS","229483","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Rezende, S.G.","5230","2015","07","29",NA,"Brasil","Camargos Região do distrito de Camargos.",NA,NA,"Floresta Estacional Semidecidual.","HUEFS0229483","-43.371389","-20.278889","43W22'17''","20S16'44''",NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,NA,"Mariana",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"361","2020-05-08 11:10:18-03","UEFS","HUEFS","247998","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Fortes, E.A.","65","2018","11","07",NA,"Brasil","Na borda da mata, onde passa a estrada da Cobiça.",NA,NA,"Floresta Estacional Semidecidual.","HUEFS0247998","-41.086111","-21.375","41W5'10''","21S22'30''",NA,"Rio de Janeiro","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0247998",NA,"São Francisco de Itabapoana","33","33",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"362","2020-05-08 11:10:18-03","UEFS","HUEFS","24800","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Queiroz, L.P.de","4704","1996","11","02",NA,"Brasil","Platô no alto da Serra da Tromba, ramal ao Sul da estrada Piatã-Inúbia, caminho-da-ressaca.",NA,NA,"Cerrado sobre solo arenoso compactado, praticamente sem árvores.","HUEFS0024800","-41.816667","-13.05","41W49'","13S3'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0024800","L.P.de Queiroz","Piatã","1300","1300",NA,NA,"1998","05",NA,"Rosanae",NA,NA,NA
"363","2020-05-08 11:10:18-03","UEFS","HUEFS","24966","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Harley, R.M.","28274","1996","09","05",NA,"Brasil","Cabrália- 26 km em direção a Piatã.",NA,NA,NA,"HUEFS0024966","-41.783333","-13.083333","41W47'","13S5'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0024966","L.P.de Queiroz","Piatã","1255","1255",NA,NA,"1998","05",NA,"Rosanae",NA,NA,NA
"364","2020-05-08 11:10:18-03","UEFS","HUEFS","2844","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Noblick, L.R.","2841","1983","11","19",NA,"Brasil",NA,NA,NA,NA,"HUEFS0002844","-41.433333","-12.466667","41W26'","12S28'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0002844","M.Ataíde","Palmeira","600","800",NA,NA,"2001","05",NA,"Rosanae",NA,NA,NA
"365","2020-05-08 11:10:18-03","UEFS","HUEFS","48939","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Vieira, R.F.","1050","1991","11","14",NA,"Brasil","Missões. Pedreira a 7Km de Ita.",NA,NA,"Caatinga arbórea proóximo a afloramento rochoso.","HUEFS0048939","-44.1","-14.9","44W6'","14S54'",NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0048939","L.P.de Queiroz",NA,NA,NA,NA,NA,"2000","12",NA,"Rosanae",NA,NA,NA
"366","2020-05-08 11:10:18-03","UEFS","HUEFS","49622","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Guedes, M.L.S.","5451","1997","11","08",NA,"Brasil","Rio Mucugezinho, Toca da Rita.",NA,NA,"Campo rupestre.","HUEFS0049622","-41.45","-12.45","41W27'","12S27'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0049622","L.P.de Queiroz","Lençóis",NA,NA,NA,NA,"2000","12",NA,"Rosanae",NA,NA,NA
"367","2020-05-08 11:10:18-03","UEFS","HUEFS","50178","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, E.R.de","45","2000","10","23",NA,"Brasil","Margem do rio Mucugezinho - próximo à Toca da Rita.",NA,NA,NA,"HUEFS0050178","-41.416667","-12.457222","41W25'0''","12S27'26''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0050178",NA,"Lençóis",NA,NA,NA,NA,"2001","02",NA,"Rosanae",NA,NA,NA
"368","2020-05-08 11:10:18-03","UEFS","HUEFS","75376","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, E.R.de","345","2003","09","28",NA,"Brasil","Vale do Rio Itacambiraçu, próximo a casa do Sr. Adauton (Fazenda Jumalhi)",NA,NA,NA,"HUEFS0075376","-42.883056","-16.590278","42W52'59''","16S35'25''",NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0075376",NA,"Grão Mogol","345","345",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"369","2020-05-08 11:10:18-03","UEFS","HUEFS","77246","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, E.R.de","357","2003","10","20",NA,"Brasil","Mucugezinho, próximo à toco do Pato.",NA,NA,NA,"HUEFS0077246","-41.417222","-12.461389","41W25'2''","12S27'41''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0077246",NA,"Lençóis","729","729",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"370","2020-05-08 11:10:18-03","UEFS","HUEFS","94281","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Carvalho-Sobrinho, J.G.de","397","2005","04","06",NA,"Brasil","Estrada para o aterro Sanitário.",NA,NA,"Cerrado.","HUEFS0094281","-44.910833","-13.780278","44W54'39''","13S46'49''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0094281","E.R.de Souza","Riachão das Neves","600","600",NA,NA,"2007","11",NA,"Rosanae",NA,NA,NA
"371","2020-05-08 11:10:18-03","UEFS","HUEFS","98888","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Funch, L.S.","83","1992","11","17",NA,"Brasil","Rio Lençóis.",NA,NA,"Rio acima, parte mais preservada.","HUEFS0098888","-41.383333","-12.533333","41W23'","12S32'",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0098888","E.R.de Souza","Lençóis",NA,NA,NA,NA,"2006","09",NA,"Rosanae",NA,NA,NA
"372","2020-05-08 11:10:18-03","UEFS","HUEFS","123103","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Funch, R.","549","2005","01","12",NA,"Brasil","Pau Ferrada (Batava) Baixão.",NA,NA,"Cerrado (latossolo vermelho).","HUEFS0123103","-41.391667","-13.121667","41W23'30''","13S7'18''",NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0123103",NA,"Ibicoara",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"373","2020-05-08 11:10:18-03","UEFS","HUEFS","40166","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Conceição, A.S.","388","1999","09","19",NA,"Brasil","Catolés Catolés - Água Limpa.",NA,NA,"Solo argiloso.","HUEFS0040166","-41.6636009216309","-13.2496995925903",NA,NA,NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0040166",NA,"Abaíra",NA,NA,"26531","auto","2001","09",NA,"Rosanae",NA,NA,NA
"374","2020-05-08 11:10:18-03","UEFS","HUEFS","34626","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Funch, L.S.","1036","1997","03","28",NA,"Brasil","Rio Lençóis.",NA,NA,"Mata ciliar.","HUEFS0034626","-41.3899993896484","-12.563099861145",NA,NA,NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0034626",NA,"Lençóis",NA,NA,"47385","auto","2001","12",NA,"Rosanae",NA,NA,NA
"375","2020-05-08 11:10:18-03","UEFS","HUEFS","142995","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Souza, I.M.","1","2008","07","20",NA,"Brasil","Rio Lençóis- na beira do Poço Halen.",NA,NA,"Mata ciliar.","HUEFS0142995","-41.3899993896484","-12.563099861145",NA,NA,NA,"Bahia","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0142995","I.M.Souza","Lençóis",NA,NA,"47385","auto","2012","03",NA,"Rosanae",NA,NA,NA
"376","2020-05-08 11:10:18-03","UEFS","HUEFS","83015","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Calliandra","parvifolia","Calliandra parvifolia","Ribas, O.S.","72988","2002","05","16",NA,"Brasil","Rodovia Bodoquena a Morraria do Sul",NA,NA,NA,"HUEFS0083015","-56.7150001525879","-20.5386009216309",NA,NA,NA,"Mato Grosso do Sul","Angiospermae","Fabales","(Hook. & Arn.) Speg.","HUEFS0083015",NA,"Bodoquena",NA,NA,"47684","auto",NA,NA,NA,"Rosanae",NA,NA,NA
"377","2019-09-04 18:44:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"378","2019-09-04 20:05:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Calliandra","falcifera","Calliandra falcifera","A. Ducke","16256","1916","7","15","South America","Brazil",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Syntype",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"379","2019-09-04 20:05:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Calliandra","falcifera","Calliandra falcifera","A. Ducke","15650","1915","1","4","South America","Brazil",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Syntype",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"380","2019-01-23 10:07:23-02","F","FMNH-SEEDPLANTS","V0058063F","PreservedSpecimen","Plantae","Fabaceae","Calliandra","falcifera","Calliandra falcifera","A. Ducke","15650","1915","1","4","South America","Brazil",NA,NA,NA,NA,"V0058063F","-52.8731","-10.8339",NA,NA,"Isosyntype",NA,"Spermatophyta",NA,NA,"V0058063F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
