"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","typeStatus","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"96","2020-11-04 11:08:38-03","ESALQ","ESA","75076","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Souza, V.C.; Souza, J.P.; Lorenzi, H.","26826.0","2001","08","11",NA,"Brasil","Estrada entre Bela Vista e Caracol, cerca de 20 km de Bela Vista. Beira de rio.",NA,NA,"Arbusto, ca. 3,5 m alt.; filetes alvos com ápice vinho.","ESA075076","-566.667",NA,"-566,667","-22,033,333",NA,"Mato Grosso do Sul","Magnoliophyta",NA,"(Hooker & Arnott) Spegazzini",NA,NA,"Bela Vista","160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 11:08:38-03","ESALQ","ESA","73121","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Souza, V.C. et al.","26826.0","2001","08","11",NA,"Brasil",NA,NA,NA,NA,"ESA073121",NA,NA,NA,NA,NA,"São Paulo","Magnoliophyta",NA,NA,"ESA073121",NA,"Bela Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 11:08:38-03","ESALQ","ESA","80284","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Harley, R.M. et al.","28274.0","1996","09","05",NA,"Brasil",NA,NA,NA,NA,"ESA080284","-41.7728004455566","-13.1519002914429",NA,NA,NA,"Bahia","Magnoliophyta",NA,"(Hook. & Arn.) Speg.","ESA080284",NA,"Piatã",NA,NA,"41184","auto",NA,NA,NA,NA,NA,NA,NA
"99","2020-11-04 11:08:38-03","ESALQ","ESA","71960","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Gehrt, A.",NA,"1941","08","24",NA,"Brasil",NA,NA,NA,NA,"ESA071960","-48.9700012207031","-21.1299991607666",NA,NA,NA,"São Paulo","Magnoliophyta",NA,"(Hook & Arnott) Spegazzini","ESA071960",NA,"Catanduva",NA,NA,"18549","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-01-15 14:42:17-03","MN","R","3198","PreservedSpecimen","Plantae","Fabaceae","Calliandra","microphylla","Calliandra microphylla","Regnell, A.F.","II - 516","1848","07",NA,NA,"Brasil",NA,NA,NA,"Ex herb. Brasil. Regnellian. Musei bot. Stockholm.",NA,"-47.9319000244141","-19.7483005523682",NA,NA,NA,"Minas Gerais",NA,NA,"Benth.",NA,NA,"Uberaba",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA
"101","2021-01-14 15:28:38-03","MN","R","3211","PreservedSpecimen","Plantae","Fabaceae","Calliandra","myriophylla","Calliandra myriophylla","Hoehne, F.C.","2668","1911","04",NA,NA,"Brasil",NA,NA,NA,"Comissão Rondon.",NA,"-56.0966987609863","-15.5960998535156",NA,NA,NA,"Mato Grosso",NA,NA,"Benth.",NA,NA,"Cuiabá",NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-01-14 15:28:38-03","MN","R","6893","PreservedSpecimen","Plantae","Fabaceae","Calliandra","peckoltii","Calliandra peckoltii","?","1431",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande",NA,NA,"Benth.",NA,"Ducke, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-01-14 15:28:38-03","MN","R","6894","PreservedSpecimen","Plantae","Fabaceae","Calliandra","peckoltii","Calliandra peckoltii","Sellow, F.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,"Benth.",NA,"Ducke, A",NA,NA,NA,NA,NA,"1920",NA,NA,NA,NA,NA,NA
"104","2021-01-14 15:28:38-03","MN","R","6890","PreservedSpecimen","Plantae","Fabaceae","Calliandra","peckoltii","Calliandra peckoltii","Armond, A.F.N.","12","1889","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,"-42.6086006164551","-21.9335994720459",NA,NA,NA,"Rio de Janeiro",NA,NA,"Benth.",NA,"Ducke, A","Carmo",NA,NA,"21959","auto",NA,NA,NA,NA,NA,NA,NA
"105","2015-07-02 14:55:33-03","JBP","HPL","13882","S","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","V.C. Souza","26826","2001","08","11",NA,"Brasil","Loc: Estrada entre Bela Vista e Caracol, cerca de 20 km de Bela Vista. Beira de rio., Bela Vista, Mato Grosso do Sul, Brasil",NA,NA,NA,NA,"-56.5211","-22.1089",NA,NA,NA,"MS",NA,NA,"(Hooker & Arnott) Spegazzini",NA,"V.C. Souza","Bela Vista","160","160","66197","auto","2001","10","08",NA,NA,NA,NA
"106","2019-07-26 11:40:16-03","IPA","IPA","39456","S","Plantae","Leguminosae-Mim.","Calliandra","myriophylla","Calliandra myriophylla","Sello","39456",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IPA0039456",NA,NA,NA,NA,NA,NA,"Plantae",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-02-22 11:45:17-03","IPA","IPA","39457","S","Plantae","Leguminosae-Mim.","Calliandra","myriophylla","Calliandra myriophylla","Zehntner","4012",NA,NA,NA,"Southern America","Brasil","Riachão das Neves. Joazeiro.",NA,NA,NA,"IPA0039457",NA,NA,NA,NA,NA,"Bahia","Plantae",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-07-26 11:40:16-03","IPA","IPA","24235","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Martins, P.; Nunes, E.; Castro, A.J.; Nunes, E.; Castro, A.J.","24235","1979","09","17","Southern America","Brasil","BR-101 a 5km da zona urbana.",NA,NA,"Arbusto, Flor vermelha.","IPA0024235","-35.1260986328125","-6.83861017227173",NA,NA,NA,"Paraíba","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.","Mamanguape",NA,NA,"36853","auto","2009","02","04",NA,NA,NA,NA
"109","2019-02-22 11:45:17-03","IPA","IPA","39429","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Ducke, A.","15650",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IPA0039429",NA,NA,NA,NA,NA,NA,"Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA
"110","2019-02-22 11:45:17-03","IPA","IPA","16511","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Andrade-Lima","68-5308","1968","02","08","Southern America","Brasil","Usina Monte Alegre, capoeira à beira da estrada.",NA,NA,"Arbusto 1,5 - 2m, abundante, estame com base alva e extremidade rosada. Ornamental.","IPA0016511",NA,NA,NA,NA,NA,"Paraíba","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA
"111","2019-02-22 11:45:17-03","IPA","IPA","1994","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Andrade-Lima","50754","1950","12","29","Southern America","Brasil","Margem da estrada Goiana-João Pessoa.",NA,NA,"Arbusto. Flores com estames alvos na base e vermelhos na extremidade. Áfila no momento da floração.","IPA0001994",NA,NA,NA,NA,NA,"Paraíba","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA
"112","2019-02-22 11:45:17-03","IPA","IPA","2369","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Ducke, A.; Andrade-Lima; Andrade-Lima","62","1951","12","05","Southern America","Brasil","Pau Seco. Margem da estrada.",NA,NA,"Arbusto. Flor com estames róseos na extremidade. Floribunda, ornamental.","IPA0002369",NA,NA,NA,NA,NA,"Pernambuco","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA
"113","2019-02-22 11:45:17-03","IPA","IPA","2370","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Ducke, A.; Andrade-Lima; Andrade-Lima","62A","1951","12","05","Southern America","Brasil","Pau Seco. Margem de estrada.",NA,NA,"Arbusto. Flor com estames róseos na extremidade. Floribunda, ornamental.","IPA0002370",NA,NA,NA,NA,NA,"Pernambuco","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA
"114","2019-02-22 11:45:17-03","IPA","IPA","2455","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Ducke, A.; Andrade-Lima; Andrade-Lima","62B","1951","12","05","Southern America","Brasil","Pau Seco. Margem da estrada.",NA,NA,"Arbusto. Flor com estames róseos na extremidade. Floribunda, ornamental.","IPA0002455",NA,NA,NA,NA,NA,"Pernambuco","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA
"115","2019-02-22 11:45:17-03","IPA","IPA","2425","S","Plantae","Leguminosae-Mim.","Calliandra","parvifolia","Calliandra parvifolia","Ducke, A.","2287","1952","01","05","Southern America","Brasil",NA,NA,NA,"Tabuleiro arenoso, arbusto ou arbúsculo; estames purpúreos com base branca.","IPA0002425","-34.8630981445312","-7.11499977111816",NA,NA,NA,"Paraíba","Plantae",NA,"(Hook. & Arn.) Speg.",NA,"Gomes-Silva, A.","João Pessoa",NA,NA,"15975","auto","2009","02","04",NA,NA,NA,NA
"116","2020-12-20 21:17:11-03","UFV","VIC","36368","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, J.M.","1079","2009","09","17",NA,"Brasil",NA,NA,NA,"Arbusto 4 m alt.","VIC036368","-43.408611","-20.172639","-43.408611","-20.172639",NA,"Minas Gerais",NA,NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, J.M.","Santa Rita do Durão",NA,NA,NA,NA,"2009","09","17",NA,NA,NA,NA
"117","2020-12-20 21:17:11-03","UFV","VIC","35026","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, J.M.","1076","2009","09","18",NA,"Brasil","Floresta Estacional Semidecidual.",NA,NA,"Árvore, c.a. 3,0 metros; filetes com base esbranquiçada e terminal rosada; frutos secos.","VIC035026","-43.49","-20.206667","-43.49","-20.206667",NA,"Minas Gerais",NA,NA,"(Hook. & Arn.) Speg.","VIC035026","Fernandes, J.M.","Santa Rita do Durão",NA,NA,NA,NA,"2009","09","18",NA,NA,NA,NA
"118","2020-12-20 21:17:11-03","UFV","VIC","34733","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Leoni, L.S.","6643","2006","11","08",NA,"Brasil",NA,NA,NA,"Árvore, ereta, c.a. de 16-20 metros de altura; filmento de coloração rosa-vináceo. Projeto UFES.","VIC034733","-41.9664001464844","-20.423900604248",NA,NA,NA,"Minas Gerais",NA,NA,"(Hook. & Arn.) Speg.","VIC034733","Fernandes, J.M.","Alto Jequitibá",NA,NA,"13125","auto","2011","05","17",NA,NA,NA,NA
"119","2020-12-20 21:17:11-03","UFV","VIC","34872","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, J.M.","745","2008","03","10",NA,"Brasil","Perímetro urbano da cidade - próx. Rio Riachão, Cerrado.",NA,NA,"Subarbusto, c.a. de 60 - 80 cm de altura; frutos desenvolvidos.","VIC034872","-44.1800003051758","-17.8733005523682",NA,NA,NA,"Minas Gerais",NA,NA,"(Hook. & Arn.) Speg.","VIC034872","Fernandes, J.M.","Buenópolis",NA,NA,"42854","auto","2008","03","10",NA,NA,NA,NA
"120","2020-12-20 21:17:11-03","UFV","VIC","34734","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Faria, S.M.; et al.","2478","2003","10","14",NA,"Brasil","Trevo da Alegria",NA,NA,"Árvore, c.a. 4,0 metros de altura; floração branca rósea. Frutos jovens, não observada a nodulação.","VIC034734","-43.4160995483398","-20.377799987793",NA,NA,NA,"Minas Gerais",NA,NA,"(Hook. & Arn.) Speg.","VIC034734","Ribeiro, R.D.","Mariana",NA,NA,"33524","auto","2007","06",NA,NA,NA,NA,NA
"121","2020-12-20 21:17:11-03","UFV","VIC","044934","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, P.C.; et al.","987","1993","05","19",NA,"Brasil","Praia da Penha",NA,NA,"Arbustivo de solo arenoso, fase de frutificação.","VIC044934","-34.8630981445312","-7.11499977111816",NA,NA,NA,"Paraíba",NA,NA,"(Hook. & Arn.) Speg.","VIC044934",NA,"João pessoa",NA,NA,"15975","auto",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-20 21:17:11-03","UFV","VIC","044935","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, P.C.; et al.","861","2002","12","12",NA,"Brasil","Praia da Penha NUPA",NA,NA,"Arbustivo filetes de estames róseos,substrato arenoso.","VIC044935","-34.8630981445312","-7.11499977111816",NA,NA,NA,"Paraíba",NA,NA,"(Hook. & Arn.) Speg.","VIC044935",NA,"João pessoa",NA,NA,"15975","auto",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-20 21:17:11-03","UFV","VIC","044936","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Agra, M.F.; et al.","1843","1993","04","07",NA,"Brasil","Terrestre",NA,NA,"Arvoreta de flores alvas e anteras vermelhas.","VIC044936","-34.978099822998","-7.11389017105103",NA,NA,NA,"Paraíba",NA,NA,"(Hook. & Arn.) Speg.","VIC044936",NA,"Santa Rita",NA,NA,"25560","auto",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-27 13:48:37-03","UFS","ASE","30686","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Carregosa, T; Santos, E","444","2013","08","13","Southern America","Brasil","Povoado Alagamar, Assentamento São Sebastião.",NA,NA,"Arbusto ca. 2-2,5 m. Folhas bipinadas. Frutos imaturos verdes, deiscentes.; Tabuleiros Costeiros.","ASE0002097","-37.26025","-11.017472","-37.26025","-11.017472",NA,"Sergipe","Magnoliophyta",NA,"Hook. & Arn.Speg.","ASE0002097","Carregosa, T","Pirambu",NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA
"125","2019-08-20 10:12:20-03","UNICAMP","UEC","133802","S","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Ratter, JA; Fonsêca Filho, J","s.n.","1976","07","21",NA,"Brazil","Approx. 10 km W of Xavantina on the N bank of the Rio das Mortes. Among low riverine vegetation on sandy soil.",NA,NA,"Corolla salmon pink. Staminal filaments white below, rose above. Submerged during the rainy season.",NA,"-52.333333","-14.733333","-52.333333","-14.733333",NA,"Mato Grosso","Magnoliopsida",NA,"Benth.",NA,"Ataíde, M","Nova Xavantina",NA,NA,NA,NA,"1983","12","16",NA,NA,NA,NA
"126","2019-08-20 10:12:23-03","UNICAMP","UEC","147452","S","Plantae","Fabaceae","Calliandra","microphylla","Calliandra microphylla","Ratter, JA; Castro, RA; Souza, R; Santos, RR; Andrelinho, RA","1898","1968","06","22",NA,"Brazil","270km on road of Xavantina, 8km E of the Base Camp of the Expedition",NA,NA,"fruto, NV: angiquinho. Small shrub, 1,5m tall. Growing in a cerrado/cerradão transition.",NA,"-51.866667","-12.9","-51.866667","-12.9",NA,"Mato Grosso","Magnoliopsida",NA,"Benth.",NA,"Ataíde, M",NA,NA,NA,NA,NA,"1983","12",NA,NA,NA,NA,NA
"127","2021-03-01 16:30:03-03","UNICAMP","UEC","123386","S","Plantae","Fabaceae","Calliandra","microphylla","Calliandra microphylla","Prado, AL","2040","1993","05","03",NA,"Brazil","Faz. Ronco do Bugiu, transpantaneira Km 32",NA,NA,"Subarbusto ca de 150cm de altura; fruto marron-escuro; Solo argiloso",NA,"-56.6227989196777","-16.2567005157471",NA,NA,NA,"Mato Grosso","Magnoliopsida",NA,"Benth.",NA,"Prado, AL","Poconé",NA,NA,"200792","auto","1996",NA,NA,NA,NA,NA,NA
"128","2019-08-20 10:12:23-03","UNICAMP","UEC","133802","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Ratter, JA; Fonsêca Filho, J","3304","1976","07","21",NA,"Brazil","On the N bank of the Rio das Mortes.",NA,NA,"flor, Twiggy shrub to 3m tall growing in thickets. Corolla salmon pink. Staminal filaments while belw, rose above. Amongt low riverine vegetation on sandy soil. Submerged during the rainy seabon.",NA,"-52.333333","-14.733333","-52.333333","-14.733333",NA,"Mato Grosso","Magnoliopsida",NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, JM","Nova Xavantina",NA,NA,NA,NA,"2010","11","25",NA,NA,NA,NA
"129","2019-08-20 10:12:23-03","UNICAMP","UEC","147451","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Ratter, JA; Fonseca, SG; Castro, RA","2661","1972","10","24",NA,"Brazil","10km W",NA,NA,"flor, Shrub/treelet, 4m tall. Stem 6cm in diameter at breast height. Petals cream, pink at the the tips. Stamens cream also pink at the tips. In shrub layer of deciduous forest on limestone soil.",NA,"-44.5","-15.5","-44.5","-15.5",NA,"Minas Gerais","Magnoliopsida",NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, JM","Januária",NA,NA,NA,NA,"2010","11","25",NA,NA,NA,NA
"130","2019-08-20 10:12:23-03","UNICAMP","UEC","45910","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Cavalcanti, TB; Menezes, NL; Semir, J; Chukr, NS; Mello-Silva, R","s.n.","1986","02","25",NA,"Brazil","Vale do Rio Itacambiruçu.",NA,NA,"flor, Arbusto com ramos flexuosos, até 1,5m alt. Flores com corola creme com ápice rosado. Estames brancos com ápice rosa.",NA,"-43.3","-16.6","-43.3","-16.6",NA,"Minas Gerais","Magnoliopsida",NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, JM","Grão Mogol","700","700",NA,NA,"2010","11","25",NA,NA,NA,NA
"131","2019-08-20 10:12:23-03","UNICAMP","UEC","58110","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Carvalho, MG; Silva, ST","858","1991","12","03",NA,"Brazil","Peixe Cru",NA,NA,"flor, Mata ciliar. Arbustivo, corola e estames branco - róseos. Espécie que fica com troncos encobertos pelas águas, na época da cheia, muito frequente.",NA,"-42.7299995422363","-17.2856006622314",NA,NA,NA,"Minas Gerais","Magnoliopsida",NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, JM","Turmalina","500","500","36128","auto","2010","11","25",NA,NA,NA,NA
"132","2019-08-20 10:12:23-03","UNICAMP","UEC","103643","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Saridakis, DP; Dias, MC; Grava, SAN","s.n.","1995","09","22",NA,"Brazil","Margem esquerda do Rio Tibagi, a 400m da ponte.",NA,NA,"flor, Arbusto, 1,5m alt., flores brancas e roxas. Mata ciliar.",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,"Paraná","Magnoliopsida",NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, JM","Tibagi",NA,NA,"56988","auto","2010","11","25",NA,NA,NA,NA
"133","2019-08-20 10:12:23-03","UNICAMP","UEC","67438","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Francisco, IA","23","1994","10","07",NA,"Brazil","Margem esquerda do Rio Tibagi, Prox. a ponte.",NA,NA,"flor, Arbusto, 1,2m , botões rosados, flores com estames rosa e brancos, beira da mata.",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,"Paraná","Magnoliopsida",NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, JM","Tibagi",NA,NA,"56988","auto","2010","11","25",NA,NA,NA,NA
"134","2021-03-01 16:30:03-03","UNICAMP","UEC","157984","S","Plantae","Fabaceae","Calliandra","peckoltii","Calliandra peckoltii","Lima, HC; Faria, SM","5339","1997","04","24",NA,"Brazil","Guaxindiba. Faz.São Pedro, Mata do Carvão",NA,NA,"Árvore pequena com 5 metros de altura. Tronco com casca lisa, levemente rugosa, DAP 8 cm. Inflorescências com flores, em cálice verde-escuro, estames vinoso e alvos na base. Ocasional. Frutos jovens acastanhados.","UEC015530",NA,NA,NA,NA,NA,"Rio de Janeiro","Magnoliopsida",NA,"Benth.","UEC015530",NA,"Barra de São João",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-10 15:21:28-03","UFPB","JPB","66230","PreservedSpecimen","Plantae","Leguminosae","Calliandra","falcifera","Calliandra falcifera","Zikán, M","1","2005","02","25","Southern America","Brasil","Borda da mata do Jiqui",NA,NA,"; DESC: Arbusto, cerca de 2m alt. Flor de estames longos, cor de rosa","JPB0066230","-35.2627983093262","-5.91555976867676",NA,NA,NA,"Rio Grande do Norte","Angiosperma","Dicotyledon","Ducke",NA,"Queiroz, RT","Parnamirim",NA,NA,"17237","auto",NA,NA,NA,NA,NA,NA,NA
"136","2020-04-22 16:20:14-03","UFPB","JPB","59416","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Costa-Lima, JL; Jardim, JG; Cestaro, LA; W.M.B. São-Mateus; Morais, AK","592","2011","09","20","Southern America","Brasil","Fazenda Arvoredo, ca. de 5 Km a margem da área do Aeroporto de São Gonçalo do Amarante, em direção a comunidade Califórnia",NA,NA,"Subarbusto, ca. 1,5 m alt. Folíolos verde-escuros. Flores com cálice e corola alvos; estames alvos na 1/2 proximal, rosados na distal.; HABITAT: Floresta Estacional.; DESC: Subarbusto, ca. 1,5 m alt. Folíolos verde-escuros. Flores com","JPB0059416","-35.55275","-5.766172","-35.55275","-5.766172",NA,"Rio Grande do Norte","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Ribeiro, PG","São Gonçalo do Amarante","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-04-22 16:20:14-03","UFPB","JPB","1278","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Xavier, LP","JPB1278","1946","11","25","Southern America","Brasil","Aceiro da mata no caminho para a água Santa Rita (pela usina São João).",NA,NA,"; DESC: Ornamental. Parecida com a existente no Jardim Botânico de João Pessoa.","JPB0001278","-34.978056","-7.114167","-34.978056","-7.114167",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lima, IB","Santa Rita","16","16",NA,NA,"2014","03","28",NA,NA,NA,NA
"138","2020-04-22 16:20:14-03","UFPB","JPB","15375","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Felix, LP; Santana, ES","2483","1990","03","03","Southern America","Brasil","Reserva Biológica Guaribas, Rebio Guaribas - Sema II. Tarama.",NA,NA,"; DESC: Terrestre. Arbusto/arvoreta ramosa. Frequente. Vegetação de carrasco.",NA,"-35.142056","-6.741861","-35.142056","-6.741861",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","Mamanguape","181","181",NA,NA,"2002","12","05",NA,NA,NA,NA
"139","2020-04-22 16:20:14-03","UFPB","JPB","15445","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Felix, LP; Santana, ES","JPB15445","1990","03","06","Southern America","Brasil","Reserva Biológica Guaribas, Rebio Guaribas - Sema II. Cabeça de Boi.",NA,NA,"; DESC: Arbusto ca. 3m. Locais baixos em uma clareira na mata. Planta sem flores. Terrestre.",NA,"-35.142056","-6.741861","-35.142056","-6.741861",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","Mamanguape","181","181",NA,NA,"2002","12","05",NA,NA,NA,NA
"140","2020-04-22 16:20:14-03","UFPB","JPB","15473","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Felix, LP; Santana, ES","2542","1989","12","19","Southern America","Brasil","Reserva Biológica Guaribas, Rebio Guaribas - Sema II.",NA,NA,"; DESC: Terrestre. Arvoreta. Estames coloridos de vermelho e branco.",NA,"-35.142056","-6.741861","-35.142056","-6.741861",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","Mamanguape","181","181",NA,NA,"2002","12","05",NA,NA,NA,NA
"141","2020-04-22 16:20:14-03","UFPB","JPB","19566","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Agra, MF; Locatelli, EM","1845","1993","04","07","Southern America","Brasil","Terrestre.",NA,NA,"; DESC: Arvoreta, flores com estames vermelhas.",NA,"-34.978056","-7.114167","-34.978056","-7.114167",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lima, IB","Santa Rita","16","16",NA,NA,"2014","03","28",NA,NA,NA,NA
"142","2020-04-22 16:20:14-03","UFPB","JPB","19769","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Agra, MF; Locatelli, E; Rocha, EA","1843","1993","04","07","Southern America","Brasil","Terrestre.",NA,NA,"; DESC: Arvoreta. Flores alvas, anteras vermelhas.","JPB0019769","-34.978056","-7.114167","-34.978056","-7.114167",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","Santa Rita","16","16",NA,NA,"2002","12","05",NA,NA,NA,NA
"143","2020-04-22 16:20:14-03","UFPB","JPB","22545","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Moura, OT","1168","1993","12","22","Southern America","Brasil","Fazenda Mangabeira. Terrestre. Solo arenoso.",NA,NA,"; DESC: Árvoreta, flor amarelo-pálido, filete amarelo e roxo. Em tabuleiro. Ação do homem e do gado sobre o solo.","JPB0022545","-34.863056","-7.115","-34.863056","-7.115",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","João Pessoa","47","47",NA,NA,"2002","12","05",NA,NA,NA,NA
