"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"783","2021-03-01 16:36:02-03","UNICAMP","UEC","173894","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Prata, EMB","2004","12","22","Brazil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,"UEC089512","UEC089512","Mata Ribeirinha na confluencia do córrego Bandeirantes no Ribeirão Claro, fundo do campus da Unesp.",NA,NA,"s.n","Árvore com 10m de altura, flores brancas, anteras amarelas.",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"784","2021-03-01 16:36:02-03","UNICAMP","UEC","134568","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M; Mazine, FF","2003","02",NA,"Rodrigues, RR; et al.","1995","10","07","Brazil","São Paulo","São João Da Boa Vista","-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,"Pico do Gavião",NA,NA,"362","Árvore de 4m alt., botões florais verdes.",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA
"785","2021-03-01 16:36:02-03","UNICAMP","UEC","72362","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Arantes, AA","1996","07",NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","1994","11","29","Brazil","São Paulo","Votuporanga","-49.9700012207031","-20.4200000762939",NA,NA,NA,NA,"Estação Experimental do I.A.C., Mata ribeirinha",NA,NA,"827","Arvoreta ca. 4m alt., com vários caules próximos, frutos amarelados.",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"20562","auto",NA,NA,NA,NA,NA,NA
"786","2019-11-19 14:08:29-03","UFRPE","PEUFR","42229","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","D. Villarroel","2009","11","13","M. Tschá; A. Laurênio; M. Oliveira; A.P.S. Gomes","1995","12","10","Brasil","Pernambuco","Inajá","-38.570833","-8.6","38º34'15W","08º36'00S","PEUFR042229",NA,"Reserva Biológica de Serra Negra",NA,NA,"388","Arvoreta com ca. 3m de altura; cálice verde, botões esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2019-11-19 14:08:29-03","UFRPE","PEUFR","24073","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","D. Villarroel","2009","11","13","EBNN; M. Alves; M. Costa e Silva; M. Loyola; V. Gomes; F. Gonçalves; J. Jupiassú; D. Oliveira; J. Queiróz","1997","10","21","Brasil","Bahia","Rio de Contas","-41.9025","-13.520556","41º54'9.0W","13º31'14S","PEUFR024073",NA,"Margem e arredores do rio Brumadinho, próximo ao vilarejo de Mato Grosso","1500","1500","1277","Arbusto com cerca de 1,8m de altura; caule vináceo; flores brancas; ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2020-03-12 10:29:23-03","UFOP","OUPR","6959","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kawasaki, M.L.","1998",NA,NA,"Messias, M.C.T.B.; Silva, J.L.","1994","11","29","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Camarinhas, Campo",NA,NA,"s.n.","Arbusto",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"789","2020-03-12 10:29:23-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"Badini, J.","1977","10","31","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Chapada, Campo",NA,NA,"s.n.","Arbusto, flores brancas",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"790","2020-03-12 10:29:23-03","UFOP","OUPR","34689","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Pedrosa, L.G.","2019","11",NA,"Pedrosa, L.G.","2019","11","10","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Parque Estadual do Itacolomi, Pau-de-arame",NA,NA,"2158","Arbusto, ca. 1,8m, flores alvas. Capoeira",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"791","2020-03-12 10:29:23-03","UFOP","OUPR","21852","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M.","2008","08","27","Messias, M.C.T.B.; Ataíde, E.S.","2008","08","08","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Serra de Antônio Pereira, Alegria 7, Samarco Mineiração, em campos sujos sobre itabirito",NA,NA,"2160","Arbusto, 1,7m, flores brancas",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"792","2020-03-12 10:29:23-03","UFOP","OUPR","6243","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M.","2014",NA,NA,"Roschel, M.B.; Craig, J.","1996","10","22","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Serra de Antônio Pereira, Alegria sul, Samarco, campo ferruginoso próximo ao Córrego do Macaco",NA,NA,"282","Arbusto, flores brancas",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"793","2020-03-12 10:29:23-03","UFOP","OUPR","21001","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2008","10","03","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Serra de Antônio Pereira, Samarco, Alegria 7, em campo rupestre",NA,NA,"1425","Subarbusto de 1m, frutos samaróides vermelhos, flores róseas",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"794","2020-03-12 10:29:23-03","UFOP","OUPR","20629","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M.","2008","08","27","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","12","12","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Serra de Antônio Pereira, Samarco, Alegria 7, em campo sujo sobre itabirito",NA,NA,"1683","Arbusto de 1,2m, estéril",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"795","2020-12-04 13:19:26-03","UDESC","LUSC","10012","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Cassio Daltrini","2018","11","13","Ademir Reis; Cassio Daltrini; Renata Menin; Giovana Reali","2018","11","13","Brasil","Santa Catarina","Papanduva","-50.207222","-26.331944","50º12'26''W","26º19'55''S","LUSC009436",NA,"Parcela 48.",NA,NA,"2514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","2020-12-04 13:19:26-03","UDESC","LUSC","5420","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"J.M.Silva; H.M.Longhi-Wagner","2004","01","12","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"LUSC008814","LUSC008814","Serra do Araçatuba.",NA,NA,"3940","matinha nebular;flor alva;;.",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"797","2021-03-26 10:43:28-03","UDESC","LUSC","8425","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Bianchin, J.E.","2014",NA,NA,"Fellito, G.; Bianchin, J.E.; Dutra, M.","2013","12","03","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"LUSC008799","LUSC008799","Fazenda Mato Grande.",NA,NA,"799",NA,NA,NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"798","2020-12-04 13:19:26-03","UDESC","LUSC","7492","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Verdi, M.",NA,NA,NA,"Verdi, M.; Jarenkow, J.A.","2015","01","12","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"LUSC008807","LUSC008807","Cerro do Diogo.",NA,NA,"6344",NA,NA,NA,NA,NA,NA,NA,NA,"47489","auto",NA,NA,NA,NA,NA,NA
"799","2020-12-04 13:19:26-03","UDESC","LUSC","8462","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Felitto, G.","2014","08","07","Ariati, V.; et al.","2014","03","21","Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"LUSC008800","LUSC008800","Cachoeirão dos Rodrigues.",NA,NA,"968",NA,NA,NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA
"800","2020-12-04 13:19:26-03","UDESC","LUSC","8727","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Mendes, A.",NA,NA,NA,"Mendes, A.",NA,NA,NA,"Brasil","Santa Catarina","Bom Jesus","-52.3941993713379","-26.7339000701904",NA,NA,"LUSC008797","LUSC008797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7315","auto",NA,NA,NA,NA,NA,NA
"801","2021-03-26 10:43:28-03","UDESC","LUSC","6511","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M.",NA,NA,NA,"R. Tsuji et al.","2009","04","28","Brasil","Santa Catarina","Capão Alto","-50.5119018554688","-27.9368991851807",NA,NA,"LUSC008777","LUSC008777","Fazenda Capão da Lagoa, região hidrográfica Planalto de Lages.",NA,NA,"2824",NA,NA,NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA
"802","2021-03-26 10:43:28-03","UDESC","LUSC","7883","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Mondin, C.","2015",NA,NA,"Mondin, C.","2015","03","25","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"LUSC008806","LUSC008806","Costa de Dentro.",NA,NA,"3692",NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"803","2020-12-04 13:19:26-03","UDESC","LUSC","2321","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Silva, A.C. & Higuchi, P.",NA,NA,NA,"Aguiar, M.D.","2009","02","01","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC008811","LUSC008811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"804","2020-12-04 13:19:26-03","UDESC","LUSC","6446","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.","2013","11","20","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC007728","LUSC007728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"805","2020-12-04 13:19:26-03","UDESC","LUSC","2485","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Walter, R.A.",NA,NA,NA,"Walter, R.A.","2009","06","09","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC008812","LUSC008812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"806","2020-12-04 13:19:26-03","UDESC","LUSC","9083","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Silva, A.C.",NA,NA,NA,"Equipe LabDendro-CAV",NA,NA,NA,"Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC005992","LUSC005992","EPAGRI.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"807","2020-12-04 13:19:26-03","UDESC","LUSC","7706","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Silva, A.C.",NA,NA,NA,"Larsen, J.G.","2015","02","21","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC008808","LUSC008808","Pedras Brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"808","2020-12-04 13:19:26-03","UDESC","LUSC","8149","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Stedille, L.I.B.",NA,NA,NA,"Stedille, L.I.B.","2015","02","03","Brasil","Santa Catarina","Otacílio Costa","-50.121898651123","-27.4831008911133",NA,NA,"LUSC008804","LUSC008804","Fazenda Campo de Dentro.",NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA,NA
"809","2020-12-04 13:19:26-03","UDESC","LUSC","8510","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Scipioni, M.C.",NA,NA,NA,"Santos, V. dos","2014","02","22","Brasil","Santa Catarina","São Cristovão do Sul","-50.440601348877","-27.2667007446289",NA,NA,"LUSC008802","LUSC008802","Chácara São José, Estrada Geral para São Cristóvão do Sul, Rodovia Ulysses Gaboardi.",NA,NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,"25189","auto",NA,NA,NA,NA,NA,NA
"810","2020-12-04 13:19:26-03","UDESC","LUSC","6358","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.","2013","11","22","Brasil","Santa Catarina","São José do Cerrito","-50.5800018310547","-27.6630992889404",NA,NA,"LUSC008898","LUSC008898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA,NA
"811","2020-12-04 13:19:26-03","UDESC","LUSC","3810","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Martins, D, Cilmar",NA,NA,NA,"Martins, D.","2008","01","10","Brasil","Santa Catarina","Urupema","-49.8731002807617","-27.9528007507324",NA,NA,"LUSC008813","LUSC008813","Faz. Das Nascentes.",NA,NA,"152",NA,NA,NA,NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA
"812","2020-12-04 13:19:26-03","UDESC","LUSC","3372","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","tweediei","Blepharocalyx tweediei angustifolium",NA,"Mattos, J.",NA,NA,NA,"Hagelung, K.","1983","01","15","Brasil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"LUSC008810","LUSC008810","Fazenda Faxinal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolium","29956","auto",NA,NA,NA,NA,NA,NA
"813","2019-01-17 11:26:37-02","PUCRS","MPUC","16348","S","Plantae","Myrtaceae","Blepharocalyx","apiculatus","Blepharocalyx apiculatus","O. Berg","M.R. Machado","1982","01","01",NA,"1982","05","15","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"BR 116, km 32",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"2",NA,NA,NA
"814","2019-01-17 11:26:37-02","PUCRS","MPUC","2682","S","Plantae","Myrtaceae","Blepharocalyx","apiculatus","Blepharocalyx apiculatus","O. Berg","S.M. Nunes","1985","01","01",NA,"1985","01","12","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,"Morro Santana",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"815","2019-01-17 11:26:37-02","PUCRS","MPUC","16349","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","N.I. Matzenbacher","1984","01","01",NA,"1984","12","02","Brasil","RS","Nova Prata","-51.61","-28.7841667","-51.6100000000","-28.7841667000",NA,NA,"Fazenda dp Paulo Lenzi",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"816","2019-01-17 11:26:37-02","PUCRS","MPUC","21620","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","M. Sobral","2005","01","01",NA,"2000","02","01","Brasil","RS","Caxias do Sul","-51.1791667","-29.1683333","-51.1791667000","-29.1683333000",NA,NA,"Vila Seca",NA,NA,NA,"no capão",NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1","584",NA,NA
"817","2019-01-17 11:26:37-02","PUCRS","MPUC","11600","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","R.S. Bergamin","2005","01","01",NA,"2005","07","15","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"CPCN Pró-Mata",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"818","2020-01-24 17:51:17-03","PUCRS","MPUC","22447","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","F.R. Galvani","1988","08","20","M. Freitas","1987","11","12","Brasil","RS","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Cerro do Jarau",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,"74636","auto","Magnoliopsida",NA,"3",NA,NA,NA
"819","2019-01-17 11:26:37-02","PUCRS","MPUC","21562","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","O.M. Chaves",NA,NA,NA,NA,"2011","01","01","Brasil","RS","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,"Parque Estadual de Itapuã",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"820","2019-01-17 11:26:37-02","PUCRS","MPUC","17283","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","N.I. Matzenbacher","2012","01","01",NA,"2012","11","04","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"BR 116 km 307, Fazenda São Maximiano",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"821","2019-01-17 11:26:37-02","PUCRS","MPUC","16350","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","Mattos",NA,NA,NA,NA,"1983","11","19","Brasil","RS","Arroio dos Ratos","-51.7291667","-30.0775","-51.7291667000","-30.0775000000",NA,NA,"Fazenda Faxinal",NA,NA,NA,"Em beira do mato",NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"822","2019-01-17 11:26:37-02","PUCRS","MPUC","9677","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","N.I. Matzenbacher",NA,NA,NA,NA,"2001","06","09","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"CPCN Pró-Mata",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"823","2019-01-17 11:26:37-02","PUCRS","MPUC","17143","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","L.F.P. Lima",NA,NA,NA,NA,"2005","11","20","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"BR 116 km 307, Fazenda São Maximiano",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"3",NA,NA,NA
"824","2019-01-17 11:26:37-02","PUCRS","MPUC","17613","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","C.A. Mondin","2003","01","01",NA,"2003","09","08","Brasil","RS","Pelotas","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,".",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"825","2019-01-17 11:26:37-02","PUCRS","MPUC","11599","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","R.S. Bergamin","2006","01","01",NA,"2006","02","09","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"CPCN Pró-Mata",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"826","2019-01-17 11:26:37-02","PUCRS","MPUC","16850","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.","C.A. Mondin","2010","01","01",NA,"2008","01","01","Brasil","RS","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,"Entorno do lago",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"827","2020-01-24 17:51:17-03","PUCRS","MPUC","22429","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth)O. Berg.",NA,NA,NA,NA,NA,"1992","10","20","Brasil","RS","Itaqui","-56.5527778","-29.1255556","-56.5527778000","-29.1255556000",NA,NA,"Mata do pessegueiro",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"828","2019-01-17 11:26:37-02","PUCRS","MPUC","14021","S","Plantae","Myrtaceae","Blepharocalyx","suaveolens","Blepharocalyx suaveolens","(Cambess.) Burret","M. Haussen",NA,NA,NA,NA,"1990","03","04","Brasil","RS","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,"Morro do Coco",NA,NA,NA,"Mato primário e vegetação ruderal",NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"829","2020-10-14 10:03:18-03","FURB","FURB","11502","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Verdi, M","2008","12","12","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","12","Brasil","Santa Catarina","Capão Alto","-50.7161111","-28.2141667","-50.7161111","-28.2141667","FURB31848","FURB31848",NA,"880","880","1183","Florística IFFSC 483. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","2020-10-14 10:03:18-03","FURB","FURB","12236","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Verdi, M","2009","04","27","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","27","Brasil","Santa Catarina","Bom Retiro","-49.4975","-27.9013889","-49.4975000","-27.9013889","FURB31857","FURB31857","Fazenda Reunidos Canto Novo LTDA.","1118","1118","2093","Florística IFFSC 218(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; mata ciliar Habito: árvore; Fruto vermelho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","2020-10-14 10:03:18-03","FURB","FURB","12325","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2009","07","17","Ceolin, L.M.","2009","03","10","Brasil","Paraná","Palmas","-51.5930555","-26.3058333","-51.5930555","-26.3058333","FURB31850","FURB31850","Rio Iratim, afluente do Iguaçú.",NA,NA,"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","2020-10-14 10:03:18-03","FURB","FURB","12353","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Verdi, M","2009","04","03","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","23","Brasil","Santa Catarina","Urubici","-49.4066667","-28.0802778","-49.4066667","-28.0802778","FURB02383","FURB02383",NA,"1139","1139","2006","Florística IFFSC 167(Arbórea) Habitat: Floresta nebular e campos naturais; Estágio Avançado; mata ciliar Habito: árvore; Fruto vermelho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
