"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"44","2021-03-15 16:37:00-03","NY","NYBG","561397","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"R. M. Klein","1962","12","13","Brazil","Santa Catarina","Mafra","-49.810717","-26.134487",NA,NA,"NY00561397","NY00561397_01","Mafra","750","750","3944","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550188' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","561366","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"O. Handro","1935","10","20","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00561366","NY00561366_01","Sao Paulo, nativa no Jardim Botânico",NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550154' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","561370","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1967","10","24","Brazil","Paraná","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,"NY00561370","NY00561370_01","Mandansaia [Mandaçaia?]",NA,NA,"17568","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550179' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","561378","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1967","02","15","Brazil","Paraná","Lapa","-49.7156","-25.7697",NA,NA,"NY00561378","NY00561378_01","Rio Passa Dois.",NA,NA,"15979","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550175' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00906803","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"E. P. Heringer","1979","04","20","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00906803","NY00906803_01","Jardim Zoológico",NA,NA,"17320","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982773' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","778798","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. Sobral",NA,NA,NA,"J. G. Jardim","2000","01","26","Brazil","Bahia","Lençóis","-41.3736111","-12.5538889",NA,NA,"NY00778798","NY00778798_01","Chapada Diamantina. Ca. 3 km N na saída para BR 242.",NA,NA,"2491","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798724' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","561377","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1978","11","17","Brazil","Paraná","Piraquara","-49.0631","-25.4419",NA,NA,"NY00561377","NY00561377_01","Roça Nova",NA,NA,"41750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550170' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","561395","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","B. K. Holst",NA,NA,NA,"L. B. Smith","1971","12","18","Brazil","Santa Catarina","Sao Joaquim","-49.9317","-28.2942",NA,NA,"NY00561395","NY00561395_01","11 km west of Sao Joaquim.",NA,NA,"15881","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550165' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-02-01 12:46:00-02","NY","NYBG","561359","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,"B. K. Holst",NA,NA,NA,"M. A. Lewis","1989","01","13","Bolivia","La Paz","Inquisivi","-67.1","-16.95",NA,NA,"NY00561359",NA,"On the Inquisivi, Capinata road between Yamora and Iguasani, 5 km SE from Inquisivi.","3100","3100","35060","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550167' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","561361","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1981","12","30","Brazil","Paraná","Sao José dos Pinhais","-49.17","-25.5",NA,NA,"NY00561361","NY00561361_01","Sao Jose dos Pinhais, new suburb Jupiter.","900","900","4023","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","885358","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","C. E. B. Proença",NA,NA,NA,"G. G. Hatschbach","1967","10","10","Brazil","Paraná","Ponta Grossa","-49.96198","-25.145584",NA,NA,"NY00885358","NY00885358_01","Passo do Pupo.",NA,NA,"17374","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","561369","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","E. M. Nic Lughadha",NA,NA,NA,"R. M. Harley","1988","10","30","Brazil","Bahia","Rio de Contas","-41.93","-13.53",NA,NA,"NY00561369","NY00561369_01","Pico das Almas: vertente lests. Trilho Faz. Silvina - Queiroz.","1350","1450","25774","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550144' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00906775","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"M. C. Garcia Kirkbride","1980","12","03","Brazil","Distrito Federal","Brasília","-47.9","-15.95",NA,NA,"NY00906775","NY00906775_01","Córrego da Onça. Fazenda Agua Limpa. Campo Experimental da UnB","1100","1100","1395","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982790' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","561368","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1968","10","11","Brazil","Paraná","Arapoti","-49.8267","-24.1581",NA,NA,"NY00561368","NY00561368_01","Rio das Cinzas.",NA,NA,"20001","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550190' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00906306","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. Sobral",NA,NA,NA,"M. M. M. Lopes","2006","05","21","Brazil","Bahia","Barro Preto","-39.2028","-14.7703",NA,NA,"NY00906306","NY00906306_01","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","600","900","696","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980723' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00906769","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. Sobral",NA,NA,NA,"H. S. Irwin","1970","01","29","Brazil","Minas Gerais",NA,"-43.2485756","-19.9480039",NA,NA,"NY00906769","NY00906769_01","Morro da Pedras, ca. 30 km N.E. of Patrocínio","1000","1000","25672","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982730' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00906767","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1965","12","08","Brazil","Distrito Federal","Brasília","-47.9167","-15.79234",NA,NA,"NY00906767","NY00906767_01","Immediately south of Brasília","975","975","11123","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982726' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","561383","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"A. Krapovickas","1978","12","06","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914","-30.5122",NA,NA,"NY00561383","NY00561383_01","11 km NW de Minas do Camaqua.",NA,NA,"34200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00906771","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. L. Kawasaki",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00906771","NY00906771_01","Brasilia, Minas",NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982738' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","561401","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","B. K. Holst; M. L. Kawasaki",NA,NA,NA,"J. Mattos","1961","12","05","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00561401","NY00561401_01","Estaçao Campo Grande (via ferrea Sao Paulo-Santos), Estaçao Biologica.",NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","561363","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"E. Pereira","1963","11","17","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,"NY00561363","NY00561363_01","Guarapuava, Aguas de Santa Clara.",NA,NA,"7972","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550181' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","885645","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","S. F. Smith",NA,NA,NA,"R. A. Wasum","1994","10","26","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1792","-29.1683",NA,NA,"NY00885645","NY00885645_01","Campus da UCS","750","750","HUCS10216","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005208' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00980687","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1971","01","14","Brazil","Minas Gerais",NA,"-43.7263889","-19.83305",NA,NA,"NY00980687","NY00980687_01","Serra do Espinhaço, at summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","1200","1800","30315","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095281' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","561393","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","B. K. Holst; M. L. Kawasaki",NA,NA,NA,"J. Mattos","1961","12","05","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00561393","NY00561393_01","Estaçao Campo Grande (via férrea Sao Paulo-Santos), Estaçao Biológica.",NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550142' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00906799","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"E. P. Heringer","1976","08","28","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00906799","NY00906799_01","Campus da UnB",NA,NA,"14849","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","561375","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"R. Reitz","1958","02","05","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00561375","NY00561375_01","Morro do Iquererim, Campo Alegre.","1200","1200","6464","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","561400","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","N. Silveira",NA,NA,NA,"G. G. Hatschbach","1989","11","19","Brazil","Paraná","Arapoti","-49.8267","-24.1581",NA,NA,"NY00561400","NY00561400_01","Rod. PR-23, ponte Rio das Cinzas.",NA,NA,"53571","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550161' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","2422776","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"R. M. Harley","1974","01","31","Brazil","Bahia",NA,"-41.33","-13.33",NA,NA,"NY02422776","NY02422776_01","Serra do Sincorá. 16 km. N. of Barra da Estiva on the Paraguacu road","1150","1150","15736","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673350' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","561390","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","B. K. Holst",NA,NA,NA,"J. Mattos","1961","12","05","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00561390","NY00561390_01","Estaçao Campo Grande (via férrea Sao Paulo-Santos), Estaçao Biologica.",NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550164' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","561382","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"M. L. Porto","1975","11","16","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NY00561382","NY00561382_01","Cerro Armour-Livramento",NA,NA,"1812","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","561404","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. L. Kawasaki",NA,NA,NA,"L. Riedel","1824","09",NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00561404","NY00561404_01","S. da Piedade",NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550185' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","561371","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"G. Jönsson","1914","10","22","Brazil","Paraná","Ponta Grossa","-50.1617","-25.095",NA,NA,"NY00561371","NY00561371_01","Ponta Grossa, Desvio Ribas, Turma 23.",NA,NA,"1299a.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550172' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","561376","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"R. Reitz","1958","01","10","Brazil","Santa Catarina","Campo Alegre","-49.2656","-26.1925",NA,NA,"NY00561376","NY00561376_01","Morro do Iquererim, Campo Alegre.","1300","1300","6171","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550150' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","561362","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"P. K. H. Dusén","1914","11","18","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"NY00561362","NY00561362_01","Jaguariahyva app.","740","740","15974","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","561396","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","M. L. Kawasaki",NA,NA,NA,"G. G. Hatschbach","1968","01","25","Brazil","Paraná","Campo do Tenente","-49.6828","-25.9783",NA,NA,"NY00561396","NY00561396_01","Ribeirao da Fazenda.",NA,NA,"18463","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","561381","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"J. Mattos","1969","05","29","Brazil","São Paulo",NA,"-46.3","-23.75",NA,NA,"NY00561381","NY00561381_01","Paranapiacaba, (via ferrea Sao Paulo-Santos) Estaçao Biologica.",NA,NA,"15441","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","885648","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"A. Sehnem","1980","01","07","Brazil","Rio Grande do Sul","Herval","-53.3956","-32.0236",NA,NA,"NY00885648","NY00885648_01","Herval",NA,NA,"16760","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","561367","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"R. Reitz","1965","12","14","Brazil","Paraná","Guarapuava","-51.5831495","-25.394435",NA,NA,"NY00561367","NY00561367_01","10 km ao oeste de Guarapuava, Guarapuava.","1100","1100","17651","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550189' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
