"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","infraspecificEpithet","typeStatus","fieldNumber"
"212","2019-12-19 08:15:13-03","FPS","FPS","3081","MachineObservation","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Schwirkowski, P.","Schwirkowski, P.","2017","10","23","Brasil","Santa Catarina","São Bento do Sul","Bairro Colonial. Em terreno baldio","-49.407514","-26.227528","-49.407514","-26.227528",NA,NA,"FPS03081,FURB55700","FPS03081_v01 FPS03081_v02 FPS03081_v03 FPS03081_v04 FPS03081_v05 FPS03081_v06 FPS03081_v07 FPS03081_v08 FPS03081_v09 FPS03081_v10 FPS03081_v11 FPS03081_v12 FURB55700","2510","2017","10","23","<ll>dwc_commonname:</ll> Caroba, carobinha, caroba-roxa",NA,NA,NA,NA,NA,NA,NA,"FURB 55700","voucher",NA,NA,NA,NA,NA
"213","2019-02-15 11:35:04-02","IPA","IPA","21281","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Gentry, A.","Andrade-Lima","1970","09","06","Brasil","Pernambuco","Gravatá","Fazenda Harmonia","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,"IPA0021281",NA,"70-5990","1985",NA,NA,"Flor roxa.","19146","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-02-15 11:35:04-02","IPA","IPA","14659","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Gentry, A.","Tenório, E.","1966","11","01","Brasil","Pernambuco","Bom Conselho","Fazenda Arabari, na Sussuarana. Mata.","-36.6796989440918","-9.16971969604492",NA,NA,NA,NA,"IPA0014659",NA,"206A","1979",NA,NA,"Árvore, flores róseas.","25241","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-02-15 11:35:04-02","IPA","IPA","5524","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Morawetz, W.","Ducke, A.; Andrade-Lima; Andrade-Lima","1953","01","06","Brasil","Pernambuco","Recife","Dois Irmãos, mata próxima estrada de ferro.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0005524",NA,"149","1981",NA,NA,"Árvore mais ou menos 8m.","18865","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-02-15 11:35:04-02","IPA","IPA","44239","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Hatschbach, G.","Paciornik, E.F.","1984","10","14","Brasil","Santa Catarina","Barra Velha","Arredores.","-48.684700012207","-26.6322002410889",NA,NA,NA,NA,"IPA0044239",NA,"107","1984","10",NA,"Arbusto 2m, flores lilases.; Restinga.","15216","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-07-26 11:39:32-03","IPA","IPA","10253","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Morawetz, W.","Koscinski, M.","1934","09",NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"IPA0010253",NA,"10253","1981",NA,NA,NA,NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-02-15 11:35:04-02","IPA","IPA","51048","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Klein, R.M.","Sohn, S.; Campos, J.M.; Campos, J.M.","1981","02","11","Brasil","Santa Catarina",NA,"em direção a Otacílio Costa pela estrada de chão, aproximadamente a 2km após Servil.",NA,NA,NA,NA,NA,NA,"IPA0051048",NA,"13","1981",NA,NA,"Arvoreta de tronco fino, tortuoso, folhas verdes; pequeno fruto rm forma de vagem larga, ovalada.",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-02-15 11:35:04-02","IPA","IPA","14658","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Gentry, A.","Tenório, E.","1966","11","01","Brasil","Pernambuco","Bom Conselho","Fazenda Arabari, na Sussuarana. Mata.","-36.6796989440918","-9.16971969604492",NA,NA,NA,NA,"IPA0014658",NA,"206","1979",NA,NA,"Árvore, flores róseas.","25241","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-07-26 11:39:32-03","IPA","IPA","10256","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Morawetz, W.","Pickel, B.","1941","02","20","Brasil","São Paulo","Mogi das Cruzes","Fazenda Parataí","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"IPA0010256",NA,"10256","1981",NA,NA,NA,"28666","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-02-15 11:35:04-02","IPA","IPA","2495","S","Plantae","Bignoniaceae","Jacaranda","subrhombea","Jacaranda subrhombea","A. DC.","Sandwich","Andrade-Lima","1952","03","20","Brasil","Pernambuco",NA,"Usina Mussurepe, Engenho Itaboraí.",NA,NA,NA,NA,NA,NA,"IPA0002495",NA,"52-1012","1957","08","09","Árvore, folhas. Frutos na coleção.",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-08-27 13:33:01-03","IAP","PACA-AGP","115628","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Mendes, R.","Dezevieski, A.","2014","12","04","Brasil","RS","São Leopoldo","Câmpus UNISINOS, C2, bloco D","-51.156936","-29.795791","-51.156936","-29.795791","40","40","PACA115628",NA,NA,"2014","12","04","JBU 96035; copa: 8,60m Habitat: ambiente antropizado",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"223","2019-08-27 13:33:01-03","IAP","PACA-AGP","117858","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Schneider, P.H.","Schneider, P.H.","2015","03","26","Brasil","RS","Novo Hamburgo","Baixo Sinos","-51.08435","-29.734417","51º5.061'W","29º44.065'S",NA,NA,"PACA117858",NA,NA,NA,NA,NA,"Hábito: terrícola",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"224","2019-08-27 13:33:01-03","IAP","PACA-AGP","99161","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A. Sehnem","Sehnem, A.","1965","10","15","Brasil","SC",NA,"prope Araranguá",NA,NA,NA,NA,NA,NA,"PACA099161",NA,"8490","1965",NA,NA,"flores pulchre atro-violacei Habitat: in dumetis arbustum",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"225","2019-08-27 13:33:01-03","IAP","PACA-AGP","72387","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","J. A. Jarenkow","J. A. Jarenkow","1988","10","11","Brasil","RS","Paim Filho","A ca. de 5 km depois da entrada de P. Filho em direção a Sananduva.","-51.7606010437012","-27.710599899292",NA,NA,NA,NA,"PACA072387",NA,"967","1988","11",NA,"VULNERÁVEL&nf;Árvore isolada. Em encruzilhada, com ca. de 7m de altura; flores com corola arroxeada. N° PEL 10.557.","12460","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"226","2019-08-27 13:33:01-03","IAP","PACA-AGP","71083","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lahmann","Sehnem, A.","1969","09",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA071083",NA,"11797","1994","01","25","VULNERÁVEL Habitat: Culta.","10287","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"227","2019-08-27 13:33:01-03","IAP","PACA-AGP","71087","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lahmann","Sehnem, A.","1972","02","07","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA071087",NA,NA,"1994","01","25","VULNERÁVEL Habitat: Arbusto in cultura.","10287","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"228","2019-08-27 13:33:01-03","IAP","PACA-AGP","65063","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1958","02","04","Brasil","SC","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"1200","1200","PACA065063",NA,NA,"1958",NA,NA,"VULNERÁVEL&nf;Altura 5m. HBR 6253. Habitat: Caapoeira. Fenofase: fruto imaturo verde","37493","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"229","2019-08-27 13:33:01-03","IAP","PACA-AGP","69269","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lahmann","Sehnem, A.","1974","11",NA,"Brasil","SC","Florianópolis","Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,"200","200","PACA069269",NA,"14428","1994","01","25","VULNERÁVEL Habitat: Arbustum in dumetosis.","27000","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"230","2019-08-27 13:33:01-03","IAP","PACA-AGP","65062","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1957","10","05","Brasil","SC","São Francisco do Sul","Mina Velha, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,"10","10","PACA065062",NA,"4985","1958",NA,NA,"VULNERÁVEL&nf;Altura de 6m. HBR 16256. Habitat: Na mata. Fenofase: flor roxa Hábito: arvoreta","23627","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"231","2019-08-27 13:33:01-03","IAP","PACA-AGP","84922","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","J. Mauhs","N. R. Bastos","1997","09","13","Brasil","RS","Esmeralda","Pinhal da Serra - Planalto Dissecado do Rio Pelotas","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"PACA084922",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: Na vegetacao secundaria - arvoreta Hábito: arvoreta","38649","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"232","2019-08-27 13:33:01-03","IAP","PACA-AGP","65245","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1957","10","06","Brasil","SC","Araquarí","Itapocu","-48.7221984863281","-26.3700008392334",NA,NA,"20","20","PACA065245",NA,"5026","1958",NA,NA,"VULNERÁVEL&nf;Altura 3m. HBR 16257. Habitat: Capoeira. Fenofase: flor roxa Hábito: arbusto","25329","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"233","2019-08-27 13:33:01-03","IAP","PACA-AGP","30380","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lahmann","Reitz, R.","1943","11","07","Brasil","SC","Araranguá","Turvo","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"PACA030380",NA,NA,"1994","01","25","VULNERÁVEL Habitat: In silvula. Fenofase: flor","19353","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"234","2019-08-27 13:33:01-03","IAP","PACA-AGP","54355","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1949","10","02","Brasil","SC","Brusque","Mata Hoffmann.","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","PACA054355",NA,"3020","1955","04","01","VULNERÁVEL&nf;Altura de 25m. HBR 5063. Habitat: Capoeira e mato. Fenofase: flor rosa Hábito: árvore","19684","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"235","2019-08-27 13:33:01-03","IAP","PACA-AGP","71076","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A. Sehnem","Sehnem, A.","1967","10","05","Brasil","SC","Florianópolis","Perí","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA071076",NA,"9530",NA,NA,NA,"VULNERÁVEL Habitat: Arbustum in dumetis.","27000","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"236","2019-08-27 13:33:01-03","IAP","PACA-AGP","58079","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1953","09","24","Brasil","SC","Palhoça","Campo Massiambú.","-48.6678009033203","-27.645299911499",NA,NA,"10","10","PACA058079",NA,"954","1954",NA,NA,"VULNERÁVEL&nf;Altura de 2m.HBR 8645. Habitat: In secundariis. Capoeira. Fenofase: flor roxa Hábito: arbusto","31105","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"237","2019-08-27 13:33:01-03","IAP","PACA-AGP","65940","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1956","01","19","Brasil","SC","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"200","200","PACA065940",NA,"2505","1956",NA,NA,"VULNERÁVEL&nf;Altura 6m. HBR 10275. Habitat: Capoeira. Hábito: arvoreta","31105","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"238","2019-08-27 13:33:01-03","IAP","PACA-AGP","65377","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N. Y. Sandwith","Reitz, R.","1958","09","20","Brasil","SC","Urussanga","Lauro Muller - Pinhal da Companhia","-49.32080078125","-28.5177993774414",NA,NA,"300","300","PACA065377",NA,"7200","1960",NA,NA,"VULNERÁVEL&nf;Altura de 6m. HBR 23282. Habitat: Pinhal. Fenofase: flor roxa Hábito: arvoreta","14548","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"239","2019-08-27 13:33:01-03","IAP","PACA-AGP","104414.1","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","A. sehnem","Sehnem, A.","1954","11","20","Brasil","RS",NA,"Vale Vêneto.",NA,NA,NA,NA,NA,NA,"PACA104414-1",NA,"1297",NA,NA,NA,"Fenofase: flor roxa",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"240","2019-08-27 13:33:02-03","IAP","PACA-AGP","32615","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Henz, E.","1945","10","10","Brasil","RS","Parecí",NA,NA,NA,NA,NA,NA,NA,"PACA032615",NA,NA,"1954","05","14","Habitat: In silva primaeva. Fenofase: flor",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"241","2019-08-27 13:33:02-03","IAP","PACA-AGP","53087","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1952","11","20","Brasil","RS","São Luiz das Missões","Cerro Largo",NA,NA,NA,NA,NA,NA,"PACA053087",NA,NA,"1954","05","14","Habitat: In silva primaeva. Fenofase: estéril",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"242","2019-08-27 13:33:02-03","IAP","PACA-AGP","53484","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1953","01","09","Brasil","PR","Laranjeiras do Sul",NA,"-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"PACA053484",NA,NA,"1954","04","15","Folia. Habitat: In silva primaeva. Fenofase: estéril","28404","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"243","2019-08-27 13:33:02-03","IAP","PACA-AGP","7779","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","F. Theissen","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA007779",NA,NA,"1954","05","14","Habitat: In silva primaeva. Fenofase: estéril","10287","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"244","2019-08-27 13:33:02-03","IAP","PACA-AGP","50435","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","B. Rambo","Sehnem, A.","1950","01","12","Brasil","RS","Gravataí","Ad montem Itacolumi.","-50.9919013977051","-29.9444007873535",NA,NA,"200","200","PACA050435",NA,"4195",NA,NA,NA,"Habitat: Arbor in silva. Fenofase: flor","25424","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"245","2019-08-27 13:33:02-03","IAP","PACA-AGP","59145","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","J. Pivetta","1953","11","25","Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"PACA059145",NA,"917","1957","05","12","Habitat: In silva. Fenofase: flor","36807","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"246","2019-08-27 13:33:02-03","IAP","PACA-AGP","42312","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1949","07","02","Brasil","RS","Montenegro","Langschneis","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA042312",NA,NA,"1954","05","14","Habitat: In silva primaeva. Fenofase: fruto maturo","21601","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"247","2019-08-27 13:33:01-03","IAP","PACA-AGP","28388","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1945","03",NA,"Brasil","RS","Nonoai","Ad fl. Uruguai.","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"PACA028388",NA,NA,"1954","05","14","Habitat: In silva primaeva. Fenofase: estéril","35080","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"248","2019-08-27 13:33:02-03","IAP","PACA-AGP","31667","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1945","12","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA031667",NA,NA,"1954","05","14","SEM MATERIAL Habitat: in silva uti videtur culta Fenofase: flor","29946","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"249","2019-08-27 13:33:02-03","IAP","PACA-AGP","957","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1933","02","19","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000957",NA,NA,"1954","05","14","Habitat: In silva, sed uti videtur culta. Fenofase: flor","29946","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"250","2019-08-27 13:33:02-03","IAP","PACA-AGP","57418","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Michel","1955","10","14","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA057418",NA,"6","1957","05","16","Habitat: In silva. Fenofase: estéril","37819","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"251","2019-08-27 13:33:02-03","IAP","PACA-AGP","35556","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Henz, E.","1946","11","30","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035556",NA,NA,"1954","06","15","SEM MATERIAL Habitat: in silva primaeva Fenofase: flor","10287","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"252","2019-08-27 13:33:02-03","IAP","PACA-AGP","31520","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","Emrich-Rambo","Rambo, B.","1946","02","03","Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,"PACA031520",NA,NA,"1954","05","14","Habitat: In silva primaeva. Fenofase: estéril","16515","auto","Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"253","2020-12-20 21:16:14-03","UFV","VIC","29425","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Araújo, R.S. de","Araújo, R.S. de; et al.","2007","03","17","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha da Estrada de Baixo. Floresta Estacional Semidecídua.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC029425","VIC029425","67","2007","06","15","Arbórea com cerca de 10 metros de altura; cálice lilás, flores lilases, garganta esbranquiçada.","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-12-20 21:16:14-03","UFV","VIC","12745","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Farias, R.","Heringer, E.P.","1945","02","26","Brasil","Minas Gerais","Piau","Fazenda do Sr. Quincas Homonis","-43.3227996826172","-21.5093994140625",NA,NA,NA,NA,"VIC012745","VIC012745","1820","1999","09",NA,NA,"12556","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-12-20 21:16:14-03","UFV","VIC","30838","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lopes, M.M.M.","Baptista, M.L.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"VIC030838","VIC030838","s.n.","2005","06","27","Árvore.","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-12-20 21:16:14-03","UFV","VIC","520","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Gentry, A.H.","Mexia, Y.","1930","07","19","Brasil","Minas Gerais","Viçosa","E. S. A. V., Mata remanescente.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000520","VIC000520","4874","1992",NA,NA,"Árvore com 7,0 metros de altura, folhas com cerca de 76 cm de comprimento; flores púrpura claro, panículas eretas. Ocasional.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-12-20 21:16:14-03","UFV","VIC","40530","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Simão, M.V.R.C.","Simão, M.V.R.C.","2012","07","04","Brasil","Minas Gerais","Viçosa","Mata do Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC040530","VIC040530","133","2013","06","13","Árvore, 7 m, corola roxa escura na base e roxa clara acima, de coloração homogênea, sem guias de néctar evidente, frutos secos marrons acinzentados.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-12-20 21:16:14-03","UFV","VIC","7230","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Silva, A.F. da; Tamashiro, J.Y.","1979","10","16","Brasil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico Campinas, Mata Atlântica.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"VIC007230","VIC007230","213",NA,NA,NA,"Árvore com 10 metros de altura, na borda da mata, com frutos verdes e folhas jovens.","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-12-20 21:16:14-03","UFV","VIC","052694","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","H.V. Pinto Junior","H.V. Pinto Junior","2019","03","18","Brasil","Espírito Santo","Brejetuba","Brejaubinha, Pedra do Submarino","-41.483611","-20.299167","-41.483611","-20.299167","1193","1193","VIC052694","VIC052694","480","2019","04","08","Planta com +/- 2.5m, ilha de vegetação, folhas verdes com borda inteira/dentadas, flores roxas/lilás, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-20 21:16:14-03","UFV","VIC","30927","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Teixeira, R.N.C.; et al.","2005","08","06","Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Floretal à 5,0 km do Município de Santa Maria de Jetibá.","-40.696111","-20.045278","-40.696111","-20.045278",NA,NA,"VIC030927","VIC030927","88",NA,NA,NA,"Árvore com 10 metros de altura, coletada no interior e borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
