"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","infraspecificEpithet","typeStatus","fieldNumber"
"1408","2021-03-04 15:43:40-03","IF","SPSF","37979","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N.M. Ivanauskas","R.T.Polisel & N.M.Ivanauskas & F.M.Souza & V.S.Santos","2005","12","12","Brasil","SP","Embú","Itatuba","-46.889722","-23.636944",NA,NA,"816","816",NA,NA,"256","2006","01","23","GEOGRAFIA: Comunidade Terapêutica.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1409","2021-03-04 15:43:40-03","IF","SPSF","39167","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.A.D.C.Franco","F.M. Souza et al.","2007","10","19","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.765","-23.451667",NA,NA,"996","996",NA,NA,"948","2007","11","14","COLETA: Árvore de 10 m de altura. Flores na cor violeta.; GEOGRAFIA: Trilha do Pai Zé.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1410","2021-03-04 15:43:40-03","IF","SPSF","40000","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.A.D.C.Franco","F.M. Souza et al.","2008","02","25","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.766111","-23.473889",NA,NA,"804","804",NA,NA,"1062","2008","05","20","COLETA: Árvore de aprox. 16 m de altura. Frutos secos.; GEOGRAFIA: Trilha das Garças.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1411","2021-03-04 15:43:40-03","IF","SPSF","42670","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","N.O.Costa","O.T. Aguiar & R.Cielo-Filho & J.B.Baitello","2009","09","22","Brasil","SP","Itapeva","Estação Experimental","-49.067222","-24.053056",NA,NA,NA,NA,NA,NA,"1301","2009","10","23","COLETA: Árvore de aprox. 6 m de altura. Flores na cor roxa.; GEOGRAFIA: Floresta. Trilha do Poço da Peroba.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1412","2021-03-04 15:43:40-03","IF","SPSF","45335","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.A.D.C.Franco","G.C.R.Turatti","2011","10","21","Brasil","SP","São Paulo","APA Capivari-Monos","-46.65","-23.866667",NA,NA,"771","771",NA,NA,"25","2012","01","10","COLETA: Árvore com 6,5 m altura. DAP 7,63 cm. CAP 14 cm. Flores na cor roxa.; GEOGRAFIA: Terra Indígena Tenonde Porã.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1413","2021-03-04 15:43:40-03","IF","SPSF","37496","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.A.D.C.Franco","J. A. Pastore & F. A. R. D. P. Arzolla & F.E.S.P.Vilela","2007","10","09","Brasil","SP","Embu-Guaçu","Parque da Várzea do Embu-Guaçu","-46.809722","-22.818889",NA,NA,"740","740",NA,NA,"1543","2007","11","01","COLETA: Árvore de 6m de altura. Flores roxas. Nome Vulgar - Caroba; GEOGRAFIA: Vegetação de varzea.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1414","2021-03-04 15:43:40-03","IF","SPSF","47993","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","M.C.Assis","N.M.Ivanauskas & M.G.K.Cornia & T.N.P. Melo","2013","12","16","Brasil","MG","Delfim Moreira",NA,"-45.282222","-22.532778",NA,NA,"1308","1308",NA,NA,"6607","2014","04","01","COLETA: Árvore de 5 m de altura. Flores na cor lilás.; GEOGRAFIA: Fragmento de Floresta Ombrófila Mista. Beira de estrada de terra.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1415","2021-03-04 15:43:40-03","IF","SPSF","52787","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","B.Puglia","L.Rossi & M.Kirizawa & R.Shirazuna & J.H. Silva","2013","02","22","Brasil","SP","Guarulhos","Cabuçu","-46.5475","-23.413889",NA,NA,NA,NA,NA,NA,"2384",NA,NA,NA,"COLETA: Árvore com aprox. 3m de altura. Fruto seco.; GEOGRAFIA: Área em declive com brejo na parte baixa e Cerrado Campo Sujo na parte alta. Sub-bosque invadido por Capim-gordura (Melinis minutiflora) e Sapé (Imperata brasiliensis). Acampamento Mackenzie",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1416","2021-03-04 15:43:40-03","IF","SPSF","40670","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.A.D.C.Franco","R.T. Polisel","2008","02","01","Brasil","SP","Juquitiba","Bairro dos Carmos","-47.16","-23.894444",NA,NA,"700","700",NA,NA,"679","2008","02","20","COLETA: Árvore de aprox. 7 m de altura. Frutos imaturos verdes; GEOGRAFIA: Em frente ao Sítio Angel Nest.;",NA,NA,"Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1417","2021-03-04 15:43:40-03","IF","SPSF","12486","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.Hatschbach","J.Cordeiro","1987","09","27","Brasil","PR","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"459",NA,NA,NA,"COLETA: Arvoreta de 5 m de altura. Flor lilás escuro.; GEOGRAFIA: Mata degradada. Boqueirão.;","25180","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1418","2021-03-04 15:43:40-03","IF","SPSF","22969","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","R.R.Rodrigues","J.M.Torezan","1997","12","13","Brasil","SP","Apiaí",NA,"-48.8400001525879","-24.5",NA,NA,NA,NA,NA,NA,"623",NA,NA,NA,"COLETA: Árvore com 6 m de altura. Frutos imaturos verdes.; GEOGRAFIA: Floresta Ombrófila Mista. Beira de estrada. Estrada Pinhalzinho/Apiaí, 11Km de Bom Sucesso de Itararé.;","37738","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1419","2021-03-04 15:43:40-03","IF","SPSF","07908","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","P.H.Miyagi","J.A.Pastore","1982","03","16","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"1","1995","06","14","COLETA: Arborea com 8 m de altura. Frutos.; GEOGRAFIA: Região do Ribeirão. Coletado na mata.;","21048","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1420","2021-03-04 15:43:40-03","IF","SPSF","29348","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","S.C.P.M. Souza","L.Rossi & M.L.Kawasaki & L.Bopp","2000","10","21","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"60","85",NA,NA,"2180","2008","10","23","COLETA: Arvoreta de 6 m de altura. Cálice verde-castanho. Corola roxa, fauce mais clara. Estilete amarelo.; GEOGRAFIA: Mata Ombrófila densa em regeneração, com Pinus. Trilha do Poção.;","30093","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1421","2021-03-04 15:43:40-03","IF","SPSF","28910","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","L.Rossi","G.L. Esteves et al.","2000","10","20","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,"2765",NA,NA,NA,"COLETA: Árvore de 8 m de altura. Pétalas lilases internamente brancas para a base, perfumadas.; GEOGRAFIA: Mata Ombrófila em regeneração. Base do Gravi.;","30093","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1422","2021-03-04 15:43:40-03","IF","SPSF","23779","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","M.A. Carvalhaes","L.Rossi","1990","11","22","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"794",NA,NA,NA,"COLETA: Arvoreta com aprox. 4 m de altura. Frutos imaturos verdes.; GEOGRAFIA: Mata de Restinga, próxima ao Posto DE Fiscalização do Barreirinho.;","55628","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1423","2021-03-04 15:43:40-03","IF","SPSF","23778","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","M.A. Carvalhaes","S.J.Gomes da Silva","1990","12","13","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"133",NA,NA,NA,"COLETA: Árvore de 15 m de altura. DAP 30 cm. Frutos verdes, passando a castanhos quando secos.; GEOGRAFIA: Serra da Jureia. Mata próxima ao alojamento.;","55628","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1424","2021-03-04 15:43:40-03","IF","SPSF","29833","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","R.R.Rodrigues","F.T.Farah","2001","04","18","Brasil","SP","Itanhaém","Loteamento Maramba II","-46.7799987792969","-24.1800003051758",NA,NA,"5","10",NA,NA,"2336",NA,NA,NA,"COLETA: Arvoreta. Frutos castanhos.; GEOGRAFIA: Floresta de Restinga Paludosa com predominio de Guanandi (Calophyllum brasiliense Cambess) em alguns trechos. Coord. 46W55'20,3'' , 24S13'51,1''.;","26998","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1425","2021-03-04 15:43:40-03","IF","SPSF","29747","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","R.R.Rodrigues","F.M.Souza","2001","04","17","Brasil","SP","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.7799987792969","-24.1800003051758",NA,NA,"30","180",NA,NA,"206",NA,NA,NA,"COLETA: Árvore de 6 a 7 m de altura. Frutos passados castanhos.; GEOGRAFIA: Floresta Ombrófila Densa Baixomontana e Montana, no entorno do Vale dos Rios Mambu e dos Macacos. Beira de rio. Coordenadas 46W49'27'' E 24S02'28''.;","26998","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1426","2021-03-04 15:43:40-03","IF","SPSF","11868","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","G.A.D.C.Franco","G.A.D.C. Franco & A.Custodio Filho","1988","02","04","Brasil","SP","Salesópolis","R.F.Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,"890","950",NA,NA,"469","1988","11","11","COLETA: Planta jovem.; GEOGRAFIA: Casa Grande. Coordenadas 45W52'00'' , 23S39'00'';","18032","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1427","2021-03-04 15:43:40-03","IF","SPSF","05935","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A.H.Gentry","O.T. Aguiar","1980","10","15","Brasil","SP","São Paulo","Parque Estadual do Instituto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"s/n","1988","12","30","COLETA: Arvoreta. Flores cor lilás.;","53584","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1428","2021-03-04 15:43:40-03","IF","SPSF","33491","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","M.A.Assis","F.A.R.D.P.Arzolla & G.C.R.de Paula & T.H. Condez","2004","09","23","Brasil","SP","São Paulo","P.E.Cantareira, regiao da Pedra Grande","-46.6300010681152","-23.5400009155273",NA,NA,"1000","1000",NA,NA,"632","2005","03","21","COLETA: Árvore de 6 m de altura. Flores de coloração roxa.; GEOGRAFIA: Floresta Ombrofila Densa Montana.;","53584","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1429","2021-03-04 15:43:40-03","IF","SPSF","08750","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","P.H.Miyagi","A.C.Dias","1984","10","02","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"s/n","1995","06","14","COLETA: Árvore com aprox. 12 m de altura. Flores lilases; GEOGRAFIA: Coletado em baixada, sujeita a inundação.;","34059","auto","Magnoliophyta","Lamiales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"1430","2014-10-09 13:58:13-03","UHH","HBG","522944","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Morawetz, W.","Sellow, F.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"HBG522944",NA,"6000","1978",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","2014-10-09 13:58:13-03","UHH","HBG","522945","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","HBG-formal name change","Sellow, F.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"HBG522945",NA,NA,"2014","05","13",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","2017-09-11 17:08:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","endotricha","Jacaranda endotricha","DC.",NA,"?",NA,NA,NA,"?",NA,NA,"in Brasiliae provincia S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. inpe354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","2017-09-11 17:08:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","hebephora","Jacaranda hebephora","DC.",NA,"Lhotzky, J",NA,NA,NA,"?",NA,NA,"in silvis Capoeira dictis prope marginem silvarum primaevarum Brasiliae prope Fazenda Rink",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","paulistana","Jacaranda paulistana","Silva Manso",NA,"?",NA,NA,NA,"?",NA,NA,"in Brasiliae provincia S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Schenck, A",NA,NA,NA,"?",NA,NA,"in provincia S. Catharina ad fluvium Bugrebach prope Blumenau",NA,NA,NA,NA,NA,NA,NA,NA,"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Glaziou, AFM",NA,NA,NA,"?",NA,NA,"in Brasilia occidentali-australi loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,"9530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Glaziou, AFM",NA,NA,NA,"?",NA,NA,"in Brasilia occidentali-australi loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,"8805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Sellow, F",NA,NA,NA,"?",NA,NA,"in Brasilia occidentali-australi loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Saldanha da Gama, J de",NA,NA,NA,"?",NA,NA,"prope Bananá probabiliter in provincia Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"7118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Glaziou, AFM",NA,NA,NA,"?",NA,NA,"in Brasilia occidentali-australi loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,"1574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Correia de Mello, J",NA,NA,NA,"?",NA,NA,"in littorali prope Santos",NA,NA,NA,NA,NA,NA,NA,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Stephan, MD",NA,NA,NA,"?",NA,NA,"in Brasiliae provincia Minas Geraës prope Congonhas",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Tamberlik",NA,NA,NA,"?",NA,NA,"in Brasilia occidentali",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Saldanha da Gama, J de",NA,NA,NA,"?",NA,NA,"prope Villa Nova",NA,NA,NA,NA,NA,NA,NA,NA,"5674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Sellow, F",NA,NA,NA,"?",NA,NA,"probabiliter in eadem provincia",NA,NA,NA,NA,NA,NA,NA,NA,"d1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Schenk, H",NA,NA,NA,"?",NA,NA,"in provincia S. Catharina prope Blumenau",NA,NA,NA,NA,NA,NA,NA,NA,"4995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Gaudichaud Beaupré, C",NA,NA,NA,"?",NA,NA,"loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,"975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Martius, C",NA,NA,NA,"?",NA,NA,"in provincia S. Paulo prope Ipanema in silvis primaevis",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Sellow, F",NA,NA,NA,"?",NA,NA,"prope Moeda",NA,NA,NA,NA,NA,NA,NA,NA,"6000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Müller, W",NA,NA,NA,"?",NA,NA,"in provincia S. Catharina prope Blumenau",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Sellow, F",NA,NA,NA,"?",NA,NA,"in provincia Parana ad Caxambú",NA,NA,NA,NA,NA,NA,NA,NA,"4853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Mosén, CWH",NA,NA,NA,"?",NA,NA,"prope Santos",NA,NA,NA,NA,NA,NA,NA,NA,"2913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","2017-09-11 17:08:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.",NA,"Niederlein, G",NA,NA,NA,"?",NA,NA,"prope fines rei publicae Argentinae",NA,NA,NA,NA,NA,NA,NA,NA,"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","2021-02-08 12:38:54-03","UFRGS","ICN","119668","S","Plantae","Bignoniaceae","Jacaranda","cf. puberula","Jacaranda cf. puberula","Cham.",NA,"Rodrigues, RS; Flores, AS","1997","11","25","Brasil","PR","Ponta Grossa","BR 373, 31 km após Ibituva em direção a Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"ICN00001541","ICN00001541 ICN00001541_1","439",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Arbusto 1m alt.;corola rosa.; em campo.","46557","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","2021-02-08 12:38:54-03","UFRGS","ICN","120908","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Baptista, LRM","Nunes, CC","2000","06","27","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"ICN00001524","ICN00001524 ICN00001524_1","s.n.",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).","7549","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","2021-02-08 12:38:54-03","UFRGS","ICN","160546","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Grings, M; Seger, GDS","Seger, GDS; Grings, M","2008","09","29","Brasil","RS","Dom Pedro de Alcântara","Lagoa do Forno","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"ICN00001539","ICN00001539","1009",NA,NA,NA,"árvore de 10m com flores lilases; mata secundária","7549","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","2021-02-08 12:38:54-03","UFRGS","ICN","184138","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Jarenkow, JA","Jarenkow, JA; Jarenkow, Maurício L","1999","11","27","Brasil","RS","Marcelino Ramos","Pinhalzinho","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"ICN00001529","ICN00001529 ICN00001529_1","3876","1999","11","27","Arvoreta com ca. 8 m alt., em borda de mata residual. Final de floração, corola violác; Floresta Estacional","18635","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","2021-02-08 12:38:54-03","UFRGS","ICN","007882","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Brack, P","Schultz, AR","1970","11","21","Brasil","RS","Torres","Butiazal","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00001525","ICN00001525","s.n.","1981","05","16","Espécie ameaçada de extinção (Vulnerável).; Arbusto.","20837","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
