"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"218","2020-09-02 16:23:04-03","Cenargen","CEN","77772","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Glocimar Pereira-Silva","15790","2010",NA,"Brasil","RO","Ramal Arrependido.","-64.696666","-9.3169444","Exsicatas","Área de influência indireta. Pétalas rosa, anteras fundidada na base, verde clara. Ritidoma com desprendimento de placa lenhosa. Base levemente com sapopema. Resina amarela em forma de gota. Casca 1,5 cm creme. Local com presença de Babaçú.","CEN00077772","CEN00077772",NA,"10","27","93","93","PORTO VELHO",NA,NA,"-64.696666","-9.3169444",NA,NA,NA,NA,NA,NA,NA,"8"
"219","2020-09-02 16:23:04-03","Cenargen","CEN","80457","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Marcelo Fragomeni Simon","1043","2010",NA,"Brasil","RO","Canteiro de obras UHE Jirau.","-64.605555","-9.2986111","Exsicatas","Árvore de dossel 30m, DAP 70cm. Flores eretas, sépalas verdes, pétalas rosa com interior amarelado. Estames amarelos, secretam óleo misturado ao pólen. Estigma verde. Árvore vistosa na beira da estrada de acesso ao canteiro de obras. Área de influência direta da UHE Jirau.","CEN00080457","CEN00080457",NA,"10","19","145","145","PORTO VELHO",NA,NA,"-64.605555","-9.2986111",NA,NA,NA,NA,NA,NA,NA,"9"
"220","2019-11-13 11:17:58-03","USP","SPF","112991","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Killeen, TJ","5800","1993",NA,"Bolívia","Santa Cruz","Parque Nacional Noel Kempff Mercado","-60.82","-14.558333",NA,NA,"SPF00112991",NA,"Guillén, R","10","21","155","155","Velasco",NA,"1995","-60.82","-14.558333",NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-01-14 12:01:23-03","USP","SPF","230833","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Simon, MF","1043","2010",NA,"Brasil","Rondônia",NA,"-64.605556","-9.298611",NA,NA,"SPF00230833",NA,"Anônimo","10","19","145","145","Porto Velho",NA,NA,"-64.605556","-9.298611",NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-10-07 09:30:08-03","UEFS","HUEFS","204692","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Simon, M.F.","1043","2010",NA,"Brasil","Rondônia","Canteiro de obras UHE Jirau.","-64.605556","-9.298611",NA,"Floresta Ombrófila Densa de terra firme.","HUEFS0204692","HUEFS0204692",NA,"10","19","145","145","Porto Velho",NA,NA,"64W36'20''","9S17'55''",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"223","2019-09-04 18:54:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","candida","Moronobea candida",NA,"Type [status unknown]","A. Ducke",NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"224","2018-08-13 15:52:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,"M. A. Ríos Paredes et al.",NA,"2012","South America","Peru","Loreto","Campsite #2 (Bajo Ere) on Rapid Biological and Social Inventory #25.","-73.25373056","-2.01873056",NA,NA,NA,NA,NA,"10","25","125","175",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"225","2015-03-06 21:23:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,"A. Aróstegui V.","145",NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"226","2015-03-11 14:10:18-03","F","FMNH-SEEDPLANTS","V0298142F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0298142F","V0298142F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"227","2015-03-11 14:10:21-03","F","FMNH-SEEDPLANTS","V0298143F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298143F","V0298143F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"228","2015-03-11 14:10:23-03","F","FMNH-SEEDPLANTS","V0298144F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298144F","V0298144F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"229","2015-03-11 14:10:26-03","F","FMNH-SEEDPLANTS","V0298145F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298145F","V0298145F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"230","2015-03-11 14:10:28-03","F","FMNH-SEEDPLANTS","V0298146F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298146F","V0298146F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"231","2015-03-11 14:10:40-03","F","FMNH-SEEDPLANTS","V0298151F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298151F","V0298151F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"232","2016-05-25 09:37:25-03","F","FMNH-SEEDPLANTS","V0298147F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,"R. E. Schultes & I. Cabrera","13960","1951","South America","Colombia","Vaupés",NA,"-70.75","0.25",NA,NA,"V0298147F","V0298147F_01",NA,"9","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"233","2015-03-11 14:10:33-03","F","FMNH-SEEDPLANTS","V0298148F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298148F","V0298148F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"234","2015-03-11 14:10:35-03","F","FMNH-SEEDPLANTS","V0298149F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0298149F","V0298149F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"235","2015-03-11 14:10:38-03","F","FMNH-SEEDPLANTS","V0298150F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0298150F","V0298150F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"236","2020-02-18 11:59:33-03","F","FMNH-SEEDPLANTS","V0551076F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,"I. G. Vargas C.","4058","1995","South America","Bolivia","Santa Cruz",NA,"-61.5","-17.5",NA,NA,"V0551076F",NA,"RRC ID Flag","10","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"4058",NA
"237","2020-02-18 11:58:51-03","F","FMNH-SEEDPLANTS","V0551082F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea",NA,NA,"R. B. Foster","13700","1991","South America","Bolivia","Santa Cruz",NA,"-61.5","-17.5",NA,NA,"V0551082F",NA,"RRC ID Flag","11","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"13700",NA
"238","2009-11-26 13:49:32-02","INPA","INPAW","3398","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodrigues, W.A.",NA,NA,NA,"Brasil","Amazonas",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"239","2009-11-26 13:49:32-02","INPA","INPAW","2520","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodrigues, W.A.",NA,NA,NA,"Brasil","Amazonas",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"240","2019-11-01 14:56:27-03","UnB","UB","9127","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Vicentini, A; et al.","924","1995","Southern America","Brasil","Amazonas","Reserva Florestal Ducke, Itacoatiara, km 26","-59.966667","-2.883333",NA,"Árvore; Floresta.",NA,NA,"Bittrich, V","03","28",NA,NA,"Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-10-30 09:27:40-03","UFMT","UFMT","3816","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sandwith.","382","1929",NA,"Guiana Britânica",NA,NA,NA,NA,NA,"Tall tree, over, petals pink and cream, 100 high; Mixed forest.",NA,NA,NA,"10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-01-31 10:37:59-03","IFAM","EAFM","12610","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Castilho, C.V.; Pereira, E.C.; Souza, S.S.; Santos, A.E. & Mesquita, A.","207","2001",NA,"Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O7, km 0.5. Solo arenoso.","-59.956576","-2.980368",NA,"; DESC: DAP:54.5 cm.",NA,NA,"Assunção, P.A.C.L.","10","12","58","58","Manaus",NA,NA,"-59.956576","-2.980368",NA,NA,NA,NA,NA,NA,NA,NA
"243","2017-09-11 17:09:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Aublet, JBCF","s.n.",NA,NA,"?",NA,"Habitat in Guiana gallica, in silvis regionis montanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2017-09-11 17:09:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Jenman, GS","710",NA,NA,"?",NA,"in Guiana anglica, Mazaruni River",NA,NA,NA,"in herb. Kew.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-04-30 16:06:33-03","UFMT","CNMT","4010","S","Plantae","Angiosperma",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pereira-Silva, G.; Santos, A. J. B. Moreira, G. A. Pereira, J. B. Amaral, J. P.Simon, M. F. Moser, P","15790","2010",NA,"Brasil","Rondônia","Ramal Arrependido.","-63.9039001464844","-8.76194000244141",NA,"Pétalas rosa, anteras fundidada na base, verde clara. Ritidoma com desprendimento de placa lenhosa. Base levemente comSapopema. Resina amarela em forma de gota. Doação Embrapa - CENARGEM. Herbário CEN","CNMT004010",NA,NA,"10","27",NA,NA,"Porto Velho",NA,NA,NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA
"246","2018-12-04 20:29:49-02","UNIR","RON","3843","S","Plantae","Angiosperma","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Antônio, M","5222407-5","1997","Southern America","Brasil","Rondônia","Sítio Santa Luzia",NA,NA,NA,NA,"RON00003843","RON00003843","Rosa, NA","07","24",NA,NA,NA,NA,"1997",NA,NA,"08",NA,NA,NA,NA,"13",NA,NA
"247","2018-12-04 20:29:49-02","UNIR","RON","4451","S","Plantae","Angiosperma","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pereira-Silva, G","15790","2010","Southern America","Brasil","Rondônia",NA,"-64.696667","-9.316944",NA,"Ramal arrependido. Floresta Ombrófila Mista (FOM). Relevo Plano. Solo argilo-arenoso. Frequência Ocasional. Flor Rosa. Árvore com 35m de altura x 70cm de DAP. Área de influência indireta. Pétalas rosa, anteras fundida na base, verde","RON00004451","RON00004451",NA,"10","27",NA,NA,"Porto Velho",NA,NA,"-64.696667","-9.316944",NA,NA,NA,NA,NA,NA,NA,NA
"248","2018-12-04 20:29:49-02","UNIR","RON","6279","S","Plantae","Angiosperma","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Simon, MF","1043","2010","Southern America","Brasil","Rondônia","Canteiro de obras da UHE Jirau, Floresta Ombrofila densa de terra firme com relevo plano e solo argiloso com serrapilheira. Area de influencia direta da UHE Jirau.","-64.605556","-9.298611",NA,"Arvore de dossel 30m, DAP 70cm, flores eretas rosa, sepalas verdes, petalas rosa com interior amarelado, estames amarelos, secretam oleos misturado ao polem, estigma verde. Arvore vistosa na beira da estrada de acesso ao canteiro de","RON00006279","RON00006279",NA,"10","19","145","145","Porto Velho",NA,NA,"-64.605556","-9.298611",NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-05-07 17:14:00-03","IBt","SP","262857","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Kukle, P","115","1989",NA,"Brasil","Amazonas",NA,"-60.083333","-2.316667",NA,NA,NA,NA,NA,"11","27","50","125","Manaus",NA,NA,"-60.083333","-2.316667",NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-11-26 09:59:46-03","IBt","SP","377159","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Nee, M","30707","1985","Southern America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"02","02",NA,NA,"Río Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-10-15 10:08:29-03","IBt","SP","341587","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Costa, MAS","425","1995",NA,"Brasil","Amazonas","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"11","09",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"252","2020-09-24 08:24:26-03","IBt","SP","329385","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Santos, JL","875","1988",NA,"Brasil","Amazonas","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"04","07",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"253","2014-09-23 10:57:09-03","G","G","G00355762","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.","SYNTYPUS of Moronobea candida Ducke","Ducke, A.","21276","1927","AMERIQUE DU SUD","Brazil","Amazonas",NA,"-62.165","-4.36916667",NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00355762",NA,"Encarnacion, F.","06","04",NA,NA,"Maués",NA,"1983","-62.165","-4.36916667","01",NA,NA,NA,NA,"01",NA,NA
