"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","typeStatus"
"162","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","79020","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Záchia, R.","1993","11",NA,NA,"Brasil","Distrito Santa Rosa, Rincão São Lucas, Rio Butuí","maracujá-de -estalo; trepadeira; Frutos amarelos.","HAS0079020",NA,"Magnoliophyta",NA,NA,NA,NA,"1563","Rio Grande do Sul","São Borja","-56.0043983459473","-28.6606006622314","75549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","100114","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Masters","Bueno, O.","1998","10",NA,NA,"Brasil",NA,"Projeto Pró-Guaíba Liana . Frutos amarelos.","HAS0100114",NA,"Magnoliophyta","Bueno, O.",NA,NA,NA,"6444","Rio Grande do Sul","São Jerônimo","-51.7221984863281","-29.9591999053955","78415","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","19197","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Dutra, R.","1984","01",NA,NA,"Brasil",NA,"maracujá-de -estalo; Frutos verdes.","HAS0019197",NA,"Magnoliophyta",NA,NA,NA,NA,"149","Rio Grande do Sul","São Pedro do Sul","-54.1789016723633","-29.6205997467041","32227","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","84205","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Mattos, J.","1988","11",NA,NA,"Brasil","Estaçõa Experimental Zootécnica,","maracujá-de -estalo; ; Planta robusta.","HAS0084205",NA,"Magnoliophyta",NA,NA,NA,NA,"31331","Rio Grande do Sul","Tupanciretã","-53.8358001708984","-29.0806007385254","59498","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","10343","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Soares, Z.","1979","10",NA,NA,"Brasil","Morro Araça, Itapuã","planta escandente; pouco numerosa; agrupada; flor esverdeada; no mato; beira da estrada não mexida; beira do mato; encosta; vale; solo granítico","HAS0010343",NA,"Magnoliophyta","Aguiar, L.; Martau, L.; Soares, Z.","1980","09",NA,"s.n.","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","10617","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Bueno, O.","1979","11",NA,NA,"Brasil","Morro da Grota,","maracujá-de -estalo; Fruto verde, trepadeira de beira de mato.","HAS0010617",NA,"Magnoliophyta",NA,NA,NA,NA,"1938","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","10543","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Aguiar, L.","1979","11",NA,NA,"Brasil","Morro do Araçá","trepadeira; flor vistosa; fruto esverdeado; raro; disperso; beira de estrada não mexida; encosta; solo granito","HAS0010543",NA,"Magnoliophyta","Aguiar, L.; Soares, L. & Martau, L.","1980","09",NA,"198","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","14984","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Backes, A.","1975","11",NA,NA,"Brasil","Morro do Coco.","Trepadeira abundante com frutos.","HAS0014984",NA,"Magnoliophyta","Soares, Z.F.",NA,NA,NA,"s.n.","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","23190","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Masters","Bueno, O.","1987","11",NA,NA,"Brasil","Parque Estaduas de Itapuã, Praia de Fora","Trepadeira com fruto amarelo, em beira de mata de restinga. Numeroso.","HAS0023190",NA,"Magnoliophyta","Neves, M.","1988","07","12","5124","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-11 09:24:58-03","IBt","SP","50756","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Rambo, B","1933","01","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"246","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
