"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"125","2019-08-20 10:14:08-03","UNICAMP","UEC","82908","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V","237","1993","09","23","Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667","-49.516667","-19.916667","folha, Árvore ca. 5m, fruto. Beira da mata, lado esquerdo.","UEC159910","UEC159910",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-20 10:14:08-03","UNICAMP","UEC","82909","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V","397","1994","09","29","Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667","-49.516667","-19.916667","fruto, Árvore ca. 6m, flor, fruto imaturo. Beira da mata, lado esquerdo.","UEC159911","UEC159911",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:14:08-03","UNICAMP","UEC","82910","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V","388","1994","09","13","Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667","-49.516667","-19.916667","flor, Árvore ca. 15m, flor, fruto imaturo. Interior da mata.","UEC159915","UEC159915",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-08-20 10:14:08-03","UNICAMP","UEC","8633","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Ratter, JA; Fonseca, SG; Castro, RA","s.n.","1972","08","25","Brazil","Mato Grosso","Vale dos Sonhos","80 km N of Barra do Garças on the road t","-52.333333","-15.666667","-52.333333","-15.666667","fruto, Tree 20m tall with trunk leaning at an angle of 30°. Trunk 45 cm diam. at breast height. In semideciduous seasonal forest.","UEC159923","UEC159923",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:14:08-03","UNICAMP","UEC","20686","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Rudd, VE","Hatschbach, G; Imaguire, N","21462","1969","05","09","Brazil","Paraná","Campo Largo","Rondinha.","-49.5283012390137","-25.4585990905762",NA,NA,"fruto, Árvore pequeno porte, nas formações remanescentes de Araucária. Mata secundária.","UEC159920","UEC159920",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:14:08-03","UNICAMP","UEC","79138","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Gouvêa, MF","s.n.","1989","01","02","Brazil","Paraná","Londrina","Lago Igapó.","-51.1627998352051","-23.3103008270264",NA,NA,"flor, Árvore 5m, flores e botões florais verde claro.","UEC159921","UEC159921",NA,NA,"1993","Magnoliopsida",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:30:50-03","UNICAMP","UEC","155756","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Ferreira Junior, M","Francisco, EM","709","2004","05","05","Brazil","Paraná","Primeiro de Maio","Sítio Barra Bonita","-51.0283012390137","-22.8505992889404",NA,NA,"Árvore 6m. Fruto maduro esverdeado. CAP 0,82 m. Projeção 5x4.; Borda da Mata.","UEC060801","UEC060801",NA,NA,"2008","Magnoliopsida",NA,NA,NA,NA,NA,"06","18944","auto","06",NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:14:08-03","UNICAMP","UEC","90458","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Sartori, A","29002","1993","11","10","Brazil","São Paulo","Assis","Estação Ecológica de Assis.","-50.4099998474121","-22.6599998474121",NA,NA,"folha, Árvore 23m, diâmetro 1,23 m, caule irregular, decorticante.","UEC159926","UEC159926",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:14:08-03","UNICAMP","UEC","79105","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bernacci, LC","Bernacci, LC; et al.","1833","1995","05","18","Brazil","São Paulo","Cardoso","Antigo Porto Militão, mata mesófila.","-49.9099998474121","-20.0799999237061",NA,NA,"fruto, Árvore ca. 8m alt., frutos verde-amarelados.","UEC159928","UEC159928",NA,NA,"1995","Magnoliopsida",NA,NA,NA,NA,NA,"05","22486","auto","18",NA,NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:14:08-03","UNICAMP","UEC","82864","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Bernacci, LC; Metezger, JP; Goldenberg, R","34881","1993","06","14","Brazil","São Paulo","Dourado","Morro Chato, floresta ripária à do Jacaré-Pepira","-48.310001373291","-22.1000003814697",NA,NA,"folha, Árvore, material estéril.","UEC159922","UEC159922",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"13775","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:14:08-03","UNICAMP","UEC","85077","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Scutti, AC","34212","1994","07","09","Brazil","São Paulo","Fernandópolis","Estrada para Macedônia sentido Mira Estrela","-50.2400016784668","-20.2800006866455",NA,NA,"fruto, Árvore, frutos amarelados.","UEC159919","UEC159919",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:14:08-03","UNICAMP","UEC","202833","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rodrigues, RR; Gandolfi, S","324","1994","10",NA,"Brazil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,"fruto, Árvore isolada em área de pasto.","UEC159914","UEC159914",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:14:08-03","UNICAMP","UEC","79422","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Sciamarelli, A; et al.","29114","1993","11","23","Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.3800010681152","-20.0300006866455",NA,NA,"folha, Árvore 10m, dentro da mata.","UEC159908","UEC159908",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:14:08-03","UNICAMP","UEC","90459","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Durigan, G","28633","1992","01","10","Brazil","São Paulo","Tarumã","Fazenda Canaboa.","-50.5699996948242","-22.7399997711182",NA,NA,"flor, Árvore de grande porte, tronco com secção irregular, casca desprendendo-se em lâminas. Flores amarelo-esverdeadas.","UEC159924","UEC159924",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"15125","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:14:08-03","UNICAMP","UEC","90460","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Durigan, G","28635","1991","05","19","Brazil","São Paulo","Tarumã","Fazenda Canaboa.","-50.5699996948242","-22.7399997711182",NA,NA,"folha, Árvore de grande porte, tronco com secção irregular, casca desprendendo-se em lâminas.","UEC159925","UEC159925",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"15125","auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:14:08-03","UNICAMP","UEC","62019","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Lorenzi, H","28450","1992","06","26","Brazil","São Paulo","Votuporanga","Estrada Votuporanga - Candora (estrada lateral)","-49.9700012207031","-20.4200000762939",NA,NA,"fruto","UEC159912","UEC159912",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"20562","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 10:14:08-03","UNICAMP","UEC","72443","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","769","1994","11","29","Brazil","São Paulo","Votuporanga","vizinho da Estação Experimental do IAC.","-49.9700012207031","-20.4200000762939",NA,NA,"fruto, Floresta mesófila semidecídua. Árvore ca. 5m alt., frutos imaturos.","UEC159913","UEC159913",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"20562","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-04 13:19:14-03","UDESC","LUSC","7025","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Brack, P.","Brack, P.; Rodrigues, R.S.","514","1995","05","22","Brasil","Rio Grande do Sul","Porto Alegre","Espírito Santo.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"LUSC003591","LUSC003591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-04 13:19:14-03","UDESC","LUSC","4773","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","de Gasper, A.L.","Verdi, M.; Hasckel, R.P. & Klemz, G.","1337","2009","01","20","Brasil","Santa Catarina","Anita Garibaldi","Santo Rosa.","-51.1300010681152","-27.6891994476318",NA,NA,NA,"LUSC003595","LUSC003595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23768","auto",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-04 13:19:14-03","UDESC","LUSC","7548","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bortoluzzi, R.","Souza,K.","16","2015","02","23","Brasil","Santa Catarina","Capão Alto","Próximo a Divisa do Estado de SC e RS (Rio Pelotas).","-50.5119018554688","-27.9368991851807",NA,NA,NA,"LUSC003590","LUSC003590",NA,NA,"2013",NA,NA,NA,NA,NA,NA,"10","41668","auto","25",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-04 13:19:14-03","UDESC","LUSC","7680","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Silva, A.C.","Larsen, J.G.",NA,"2015","02","21","Brasil","Santa Catarina","Lages","Pedras Brancas.","-50.326099395752","-27.8160991668701",NA,NA,NA,"LUSC003589","LUSC003589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-04 13:19:14-03","UDESC","LUSC","6243","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Mariot, A.","Marcon, A.",NA,"2013","10","30","Brasil","Santa Catarina","Vargem","Canteiro de obras da UHE São Roque.","-50.9749984741211","-27.489200592041",NA,NA,NA,"LUSC003593","LUSC003593","734.7","734.7","2013",NA,NA,NA,NA,NA,NA,"10","16238","auto","30",NA,NA,NA,NA,NA,NA,NA
"147","2020-12-04 13:19:14-03","UDESC","LUSC","6245","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Mariot, A.","Steiner, F.",NA,"2013","10","30","Brasil","Santa Catarina","Vargem","Canteiro de obras da UHE São Roque.","-50.9749984741211","-27.489200592041",NA,NA,NA,"LUSC003592","LUSC003592","734.9","734.9","2013",NA,NA,NA,NA,NA,NA,"10","16238","auto","30",NA,NA,NA,NA,NA,NA,NA
"148","2020-12-04 13:19:14-03","UDESC","LUSC","6244","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Marcon, A.","Steiner, F.",NA,"2013","10","30","Brasil","Santa Catarina","Vargem","Canteiro de obras da UHE São Roque.","-50.9749984741211","-27.489200592041",NA,NA,NA,"LUSC003594","LUSC003594","734.1","734.1","2013",NA,NA,NA,NA,NA,NA,"10","16238","auto","30",NA,NA,NA,NA,NA,NA,NA
"149","2019-01-17 11:25:26-02","PUCRS","MPUC","20985","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Jarenkow. J.A.",NA,NA,"1989","03","25","Brasil","RS","Marcelino Ramos","Mata do Sétimo Céu","-51.9063987731934","-27.4617004394531",NA,NA,"Em borda de mata pluvial",NA,NA,NA,NA,"1994",NA,"Fabales",NA,"South America",NA,NA,"01","18635","auto","01","Magnoliopsida",NA,NA,NA,"1274","1",NA
"150","2019-01-17 11:25:26-02","PUCRS","MPUC","13692","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","M. Sobral",NA,NA,"2000","06","03","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000","Floresta Ombrófila Mista (F: 83)",NA,NA,NA,NA,"2017",NA,"Fabales",NA,"South America",NA,NA,"01",NA,NA,"01","Magnoliopsida",NA,NA,NA,NA,"1",NA
"151","2019-01-17 11:25:26-02","PUCRS","MPUC","10425","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","L.A. Lorenzi Filho",NA,NA,"1997","09","27","Brasil","SC","Governador Celso Ramos","Lage de Pedra, entre Foz dos rios Cachoeirinha e Bernardo José","-48.5591666667","-27.3147222222","-48.5591666667","-27.3147222222",NA,NA,NA,NA,NA,NA,NA,"Fabales",NA,"South America",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA
"152","2019-01-17 11:25:26-02","PUCRS","MPUC","21643","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","E. Valduga",NA,NA,"1995","12","26","Brasil","RS","Marcelino Ramos","Estreito do Rio Uruguai","-51.9063987731934","-27.4617004394531",NA,NA,"na beira do caminho",NA,NA,NA,NA,"2014",NA,"Fabales",NA,"South America",NA,NA,"01","18635","auto","01","Magnoliopsida",NA,NA,NA,NA,"1",NA
"153","2019-01-17 11:25:26-02","PUCRS","MPUC","21058","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","R.S. Bergamin","M.L. Vieira",NA,"2015","08","21","Brasil","PR","Uraí",".","-50.7963981628418","-23.1975002288818",NA,NA,"Vegetação secundária",NA,NA,NA,NA,"2015",NA,"Fabales",NA,"South America",NA,NA,"01","13486","auto","01","Magnoliopsida",NA,NA,NA,NA,"1",NA
"154","2020-10-14 10:01:39-03","FURB","FURB","11481","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Gasper, AL de","Verdi, M.; Hasckel, R.P. & Klemz, G.","1337","2009","01","20","Brasil","Santa Catarina","Anita Garibaldi","Santa Rosa.","-51.1205556","-27.6283334","-51.1205556","-27.6283334","Florística IFFSC 1191. Coletada entorno da unidade amostral. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: flor botão floral verde","FURB01743","FURB01743","854","854","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:01:39-03","FURB","FURB","19957","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, FLR","Korte, A.; Kniess, A.","1601","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","Florística IFFSC 568 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor verde","FURB25224","FURB25224","400","400","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:01:39-03","FURB","FURB","19990","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, FLR","Stival-Santos, A.; Legal, E. & Silveira, S.","1624","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","Florística IFFSC 314 (Arvoreta) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; beira de estrada Habito: arvoreta; Fruto verde;","FURB25226","FURB25226","590","590","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:01:39-03","FURB","FURB","34933","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Camargo, RA","Stival-Santos, A.; Legal, E. & Silveira, S.","3334","2010","03","13","Brasil","Santa Catarina","Florianópolis","Rua: Servidão Marcelino Antônio Nunes, Bairro Vargem do Bom Jesus.","-48.4197223","-27.4513889","-48.4197223","-27.4513889","Voucher estéril IFFSC 392 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbórea;","FURB25227","FURB25227","147","147","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-08 08:52:11-03","FURB","FURB","37560","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, F","Sevegnani, L.","65","2012","01","10","Brasil","Santa Catarina","Blumenau","Rua Frei Estanislau Schaette - Vila Nova.","-49.1022222","-26.9113889","-49.1022222","-26.9113889",NA,"FURB25231","FURB25231","25","25","2013",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:01:39-03","FURB","FURB","46286","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Oliveira, AA de","Oliveira, A.A. de","1241","2015","02","24","Brasil","Santa Catarina","Concórdia","Lajeado dos Pintos.","-52.0197223","-27.18","-52.0197223","-27.1800000","Fito IFFSC 487 /N/39 Habitat: Floresta Estacional Decidual; Estágio médio de regeneração Habito: arbórea;","FURB25223","FURB25223","768","768","2015",NA,NA,NA,NA,NA,NA,"02",NA,NA,"24",NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:01:40-03","FURB","FURB","46345","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Brotto, ML","Schwirkowski, P.","320","2014","05","02","Brasil","Santa Catarina","São Bento do Sul","Serra Alta.","-49.2572222","-26.2961111","-49.2572222","-26.2961111",NA,"FURB25225","FURB25225",NA,NA,"2014",NA,NA,NA,NA,NA,NA,"08",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:01:40-03","FURB","FURB","53748","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Caxambu, M.G.","Caxambu, M.G.; Siqueira, E.L.; Peixoto, J.B.C.","7752","2017","03","02","Brasil","Paraná","Céu Azul","Posto de Informação e controle. Parque Nacional do Iguaçu","-53.8455555","-25.1544444","-53.8455555","-25.1544444","Frutos imaturos verdes. Frequente","FURB53748","FURB53748","651","651","2017",NA,NA,NA,NA,NA,NA,"03",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:01:39-03","FURB","FURB","26401","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bortoluzzi, RLC","Silva, J.M.; Ribas, O.S.","4663","2006","01","18","Brasil","Paraná","São Mateus do Sul","Colônia Iguaçu.","-50.3828010559082","-25.8742008209229",NA,NA,NA,"FURB25228","FURB25228",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:01:39-03","FURB","FURB","10014","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Gonçalves, O.M.",NA,"1999","05","13","Brasil","Paraná","Sertaneja","Rio Tangará.","-50.8382987976074","-23.0368995666504",NA,NA,NA,"FURB25232","FURB25232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31896","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:01:39-03","FURB","FURB","37642","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Záchia, R","Záchia, R.","4858","2000","06","06","Brasil","Rio Grande do Sul","Santa Maria","RS 287 - Estrada Silveira Martins e Faxinal do Soturno.","-53.8069000244141","-29.6842002868652",NA,NA,NA,"FURB25229","FURB25229",NA,NA,"2011",NA,NA,NA,NA,NA,NA,"11","37819","auto","11",NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:01:39-03","FURB","FURB","37643","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Záchia, R","Záchia, R.; Schwab, A.","4948","2000","07","13","Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,NA,NA,"FURB25230","FURB25230",NA,NA,"2011",NA,NA,NA,NA,NA,NA,"11","12492","auto","11",NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:01:39-03","FURB","FURB","10038","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cloclet, FA","Kinupp, V.F.; et al.","754","1997","08","07","Brasil","São Paulo","Assis","Reserva do cerrado, Instituto Florestal de Assis.","-50.4099998474121","-22.6599998474121",NA,NA,"Tronco pouco suberoso. Habitat: beira da estrada, cerrado Habito: árvore; Fruto ala cinzenta ou amarronzado;","FURB25233","FURB25233",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-16 17:52:11-03","UCS","HUCS","37716","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Gasper, A.L.","Verdi, M.","1337","2009","01","21","Brasil","Santa Catarina","Anita Garibaldi","Santa Rosa","-51.120556","-27.628333","-51.120556","-27.628333","FOM e FED, botão floral verde.; entorno da unidade amostral",NA,NA,"854","854","2009","Angiospermae","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-16 17:52:11-03","UCS","HUCS","26522","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Ribas, O.S.","Possette, R.F.S.","s.n.","2004","03","23","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"950","950","2004","Angiospermae","Fabales",NA,NA,NA,NA,"03","13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-16 17:52:11-03","UCS","HUCS","36602","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Bertoluzzi, R.L.C.","Silva, J.M.","4663","2006","01","18","Brasil","Paraná","São Mateus do Sul","COlônia Iguaçú","-50.3828010559082","-25.8742008209229",NA,NA,"árvore, 8m, flor esverdeada.; Várzea do RIo Iguaçú",NA,NA,NA,NA,"2009","Angiospermae","Fabales",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-16 17:52:11-03","UCS","HUCS","11143","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Valduga, E.","Wasum, R.A.","s.n.","1995","12","26","Brasil","Rio Grande do Sul","Marcelino Ramos","Estreiro do Rio Uruguai","-51.9063987731934","-27.4617004394531",NA,NA,"em beira da estrada",NA,NA,"550","550","2014","Angiospermae","Fabales",NA,NA,NA,NA,"11","18635","auto","12",NA,NA,NA,NA,NA,NA,NA
"171","2021-03-16 17:52:11-03","UCS","HUCS","27866","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Smith, S.F.","Wasum, R.A.","3392","2006","01","16","Brasil","Paraná","São Mateus do Sul","Fazenda Ronaldo Toppel","-50.3828010559082","-25.8742008209229",NA,NA,"em orla da mata",NA,NA,"800","800","2006","Angiospermae","Fabales",NA,NA,NA,NA,"04","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-16 17:52:11-03","UCS","HUCS","20161","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Smith, S.F.","Kegler, A.","1243","2002","01","24","Brasil","Rio Grande do Sul","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,"em mata primária",NA,NA,"780","780","2003","Angiospermae","Fabales",NA,NA,NA,NA,"04","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-16 17:52:11-03","UCS","HUCS","38651","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Gonzatti, F.","Gonzatti, F.","499","2012","05","20","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina","-51.6316986083984","-29.1627998352051",NA,NA,"em borda de plantação",NA,NA,"400","400","2012","Angiospermae","Fabales",NA,NA,NA,NA,"05","9187","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-16 17:52:11-03","UCS","HUCS","37370","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hass.","Grings, M.","Grings, M.","214","2011","04","03","Brasil","Rio Grande do Sul","Nova Petrópolis","Sentido Nova Harmonia,","-51.1143989562988","-29.3763999938965",NA,NA,"árvore, isolada com 8m de altura, frutos imaturos.; beira da estrada",NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,NA,NA,"14669","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-04-27 16:09:57-03","UFES","VIES","13930","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Gonzatti, F.","Gonzatti, F.","499","2012","05","20","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina.","-51.6316986083984","-29.1627998352051",NA,NA,NA,"VIES013930","VIES013930","400","400","2012",NA,NA,NA,NA,NA,NA,"05","9187","auto",NA,NA,NA,NA,NA,NA,NA,NA
