"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"468","2020-11-12 16:59:34-03","UEL","FUEL","12164","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Medri, ME; et al.","s.n.","1990","03","20","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-11-12 16:59:34-03","UEL","FUEL","12165","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Francisco das Chagas e Silva","s.n.","1990","03","13","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-11-12 16:59:34-03","UEL","FUEL","25263","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, MC","Francisco, EM; et al.","s.n.","1998","12","18","Brasil","Paraná","Ibiporã","Fazenda Doralice. Beira do rio Tibagi, Beira do rio Tibagi","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-11-12 16:59:34-03","UEL","FUEL","25839","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, MC","Francisco, EM","s.n.","1998","05","13","Brasil","Paraná","Leópolis",NA,"-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,NA,NA,NA,"1999","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"22638","auto",NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-11-12 16:59:34-03","UEL","FUEL","13920","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, MC","Dias, AT; et al.","s.n.","1995","03","22","Brasil","Paraná","Londrina","Associação dos Funcionários Municipais de Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"1997","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-11-12 16:59:34-03","UEL","FUEL","8265","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Mansano, VF","Gouvea, MF; et al.","s.n.","1989","01","02","Brasil","Paraná","Londrina","Avenida Castelo Branco, Lago Igapó","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"1993","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-11-12 16:59:34-03","UEL","FUEL","36307","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Estevan, DA","Estevan, DA; et al.","317","2003","10","20","Brasil","Paraná","Londrina","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2003","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-11-12 16:59:34-03","UEL","FUEL","25244","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Torezan, JMD; et al.","s.n.","1998","04","07","Brasil","Paraná","Londrina","Mata Conjunto Luis de Sá","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-11-12 16:59:34-03","UEL","FUEL","8964","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, MC","Soares-Silva, LH","185","1989","01","20","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"1989","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-11-12 16:59:34-03","UEL","FUEL","34994","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Bianchini, E; Papolo, RS","s.n.",NA,NA,NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-11-12 16:59:34-03","UEL","FUEL","25802","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cloclet, FA","Pavão, OC; et al.","s.n.","1999","03","11","Brasil","Paraná","Marilândia do Sul","Fazenda Antártica","-51.3078002929688","-23.7446994781494",NA,NA,NA,NA,NA,NA,NA,"1999","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"19941","auto",NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-11-12 16:59:34-03","UEL","FUEL","25786","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, MC","Francisco, EM","s.n.","1998","05","18","Brasil","Paraná","Nova América da Colina",NA,"-50.7174987792969","-23.3306007385254",NA,NA,NA,"FUEL011358",NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"12486","auto",NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-11-12 16:59:34-03","UEL","FUEL","12664","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Francisco das Chagas e Silva; et al.","s.n.","1991","07","01","Brasil","Paraná","Palmeira","Fazenda Capão Bonito, Ribeirão Guarauna, Ribeirao Guarauna Capao Bonito","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-11-12 16:59:34-03","UEL","FUEL","26044","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cloclet, FA","Francisco, EM; et al.","s.n.","1998","05","11","Brasil","Paraná","Primeiro de Maio","Mata Santa Rosa","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,NA,NA,"1999","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"18944","auto",NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-11-12 16:59:34-03","UEL","FUEL","48087","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Ferreira Jr, M","Francisco, EM","709","2004","05","05","Brasil","Paraná","Primeiro de Maio","Sítio Barra Bonita","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,NA,NA,"2008","Tracheophyta","Fabales",NA,NA,NA,NA,"06","18944","auto","06",NA,NA,NA,NA,NA,NA,NA
"483","2020-11-12 16:59:34-03","UEL","FUEL","12556","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Zangaro Filho, W; et al.","s.n.","1990","12","17","Brasil","Paraná","Sapopema","Fazenda Bom Sucesso","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-11-12 16:59:34-03","UEL","FUEL","12555","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Colli, S; et al.","s.n.","1990","12","08","Brasil","Paraná","Sapopema","Fazenda Bom Sucesso","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-11-12 16:59:34-03","UEL","FUEL","12554","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Pimenta, JA; et al.","s.n.","1990","12","17","Brasil","Paraná","Sapopema","Fazenda Bom Sucesso","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-11-12 16:59:34-03","UEL","FUEL","25783","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Gonçalves, OM","s.n.","1999","05","13","Brasil","Paraná","Sertaneja","Rio Tangará","-50.8382987976074","-23.0368995666504",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"31896","auto",NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-11-12 16:59:34-03","UEL","FUEL","12427","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Silva, SM; et al.","s.n.","1990","08","26","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"488","2020-11-12 16:59:34-03","UEL","FUEL","12428","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Silva, SM; et al.","s.n.","1990","09","27","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-11-12 16:59:34-03","UEL","FUEL","11760","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Sartori, ALB","Vieira, AOS; et al.","s.n.","1990","05","03","Brasil","Paraná","Tibagi","Fazenda Barra Grande, Rio Barrinha, Rio Barrinha","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,"1994","Tracheophyta","Fabales",NA,NA,NA,NA,"08","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-11-12 16:59:34-03","UEL","FUEL","11759","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Sartori, ALB","Silva, SM; et al.","s.n.","1990","05","03","Brasil","Paraná","Tibagi","Fazenda Barra Grande, Rio Barrinha, Rio Barrinha","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,"1994","Tracheophyta","Fabales",NA,NA,NA,NA,"08","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-11-12 16:59:34-03","UEL","FUEL","12044","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Sartori, ALB","Zangaro Filho, W; et al.","s.n.","1990","05","24","Brasil","Paraná","Tibagi","Fazenda Batavo, rio Iapó, Rio Iapo","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,"1994","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-11-12 16:59:34-03","UEL","FUEL","12045","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Sartori, ALB","Dias, MC; et al.","s.n.","1990","05","01","Brasil","Paraná","Tibagi","Fazenda Batavo, rio Iapó, Rio Iapo","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,"1994","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-11-12 16:59:34-03","UEL","FUEL","12077","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Sartori, ALB","Colli, S; et al.","s.n.","1990","04","30","Brasil","Paraná","Tibagi","Fazenda Batavo, rio Iapó, Rio Iapo","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,"1994","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"494","2020-11-12 16:59:34-03","UEL","FUEL","39699","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Jarenkow, JA","Jarenkow, JA","1274","1989","03","25","Brasil","Rio Grande do Sul","Marcelino Ramos","Mata do Sétimo Céu","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,NA,NA,"1994","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-11-12 16:59:34-03","UEL","FUEL","50131","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Gonzatti, F","Gonzatti, F","499","2012","05","20","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina, em borda da plantação de Eucalipto","-51.6316986083984","-29.1627998352051",NA,NA,NA,NA,NA,"400","400","2012","Tracheophyta","Fabales",NA,NA,NA,NA,"05","9187","auto",NA,NA,NA,NA,NA,NA,NA,NA
"496","2020-11-12 16:59:34-03","UEL","FUEL","25735","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cloclet, FA","Kinupp, VF; et al.","754","1997","08","07","Brasil","São Paulo","Assis","Reserva de cerrado, Instituto Florestal de Assis, Instituto Florestal de Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,NA,NA,"1999","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"497","2020-11-12 16:59:34-03","UEL","FUEL","17075","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V","237","1993","11","23","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"498","2020-11-12 16:59:34-03","UEL","FUEL","43802","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rezende, AA; Tomasetto, F","632","2000","08","30","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria, Borda da mata","-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"499","2020-11-12 16:59:34-03","UEL","FUEL","31360","PreservedSpecimen","Plantae","Leguminosae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Franco, GADC","Bertoni, JEA","438","1986","02","27","Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual da Vassununga 1986","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,NA,"1998","Tracheophyta","Fabales",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-11-01 15:00:00-03","UnB","UB","211670","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Silva, MJ","Projeto Biodiversidade BP; Proença, CEB; Reis, PA; Concha, C; Mello, TRB","MCFPAC61","2012","08","17","Brasil","Goiás","Edéia","Fazenda Tupi (MCFPAC)","-50.1012","-17.788","-50.1012","-17.788","Árvore, 6m. Frutos castanhos; Mata seca/ciliar. Solo pedregoso, latossolo marrom escuro",NA,NA,"395","395","2014","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Batistella, VLC","IFN-204910651.5","2018","06","28","Brasil","Mato Grosso","Poconé",NA,"-56.88","-16.02","-56.88","-16.02","Conglomerado MT-2049. Subunidade 1. Subparcela 5. Indivíduo 29. F6; Árvore, 7,8m de altura, DAP 6,1cm.Resina vermelha, muito abundante, viscoso, ausência de odor.Base reta. Casca cor externa cinza, cor interna amarelo/vermelho, fina, estriada, despre",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"502","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Souza, VC","Silva, JA","IFN-205712392.9","2018","06","12","Brasil","Mato Grosso","Santo Antônio do Leverger",NA,"-55.44","-16.02","-55.44","-16.02","Conglomerado MT-2057. Subunidade 2. Subparcela 9. Indivíduo 11. F6; Árvore, 6,9m de altura, DAP 11,3cm.Resina vermelha, pouco abundante, viscoso, ausência de odor.Base reta. Casca cor externa marrom, cor interna vermelho, grossa, fendida, desprendime",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"503","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Sathler, DFT","IFN-21086462.10","2018","05","31","Brasil","Mato Grosso","Poxoréo",NA,"-54.18","-16.199722","-54.18","-16.199722","Conglomerado MT-2108. Subunidade 2. Subparcela 10. Indivíduo 48. F6; Árvore, 12m de altura, DAP 16,4cm.Base digitada. Casca cor externa cinza, cor interna amarelo, grossa, reticulada, desprendimento em placas lenhosas; Floresta madura, solo coberto p",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"504","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Silva, JA","IFN-195513544.1","2018","06","19","Brasil","Mato Grosso","Nossa Senhora do Livramento",NA,"-57.06","-15.66","-57.06","-15.66","Conglomerado MT-1955. Subunidade 4. Subparcela 1. Indivíduo 4. F6; Árvore, 8,8m de altura, DAP 20cm.Resina vermelha, pouco abundante, liquido, ausência de odor.Base digitada. Casca cor externa amarelo, cor interna amarelo, grossa, reticulada, despren",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"505","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Silva, JA","IFN-196211221.4","2018","05","31","Brasil","Mato Grosso","Cuiabá",NA,"-55.799722","-15.66","-55.799722","-15.66","Conglomerado MT-1962. Subunidade 1. Subparcela 4. Indivíduo 20. F6; Liana, 22m de altura, DAP 16,2cm.Resina amarelo, pouco abundante, viscoso, ausência de odor.Base reta. Casca cor externa marrom, cor interna amarelo, fina, fendida, desprendimento em",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"506","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Batistella, VLC","IFN-2235511.1","2018","03","21","Brasil","Mato Grosso","Pedra Preta",NA,"-54.36","-16.92","-54.36","-16.92","Conglomerado MT-2235. Subunidade 1. Subparcela 1. Indivíduo 1. F6; Árvore, 4,7m de altura, DAP 13,2cm.Base reta. Casca cor externa marrom, cor interna amarelo, fina, lenticelada",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"507","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Sathler, DFT","IFN-17317132.4","2018","06","12","Brasil","Mato Grosso","Campinápolis",NA,"-53.1","-14.76","-53.1","-14.76","Conglomerado MT-1731. Subunidade 2. Subparcela 4. Indivíduo 13. F6; Árvore, 14m de altura, DAP 9,6cm.Resina vermelha, pouco abundante, pegajoso, ausência de odor.Base digitada. Fruto 4cm, alado, cor interna branco, cor externa verde, arilo.Casca cor",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"508","2020-09-30 10:51:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC","Silva, JA","IFN-186214443.6","2018","06","25","Brasil","Mato Grosso","Rosário Oeste",NA,"-56.88","-15.299722","-56.88","-15.299722","Conglomerado MT-1862. Subunidade 3. Subparcela 6. Indivíduo 50. F6; Árvore, 5,6m de altura, DAP 11,8cm.Látex vermelha, pouco abundante, pegajoso, ausência de odor.Base dilatada. Casca cor externa amarelo, cor interna amarelo, grossa, reticulada, desp",NA,NA,NA,NA,"2018","Dicotyledoneae",NA,NA,"Southern America",NA,NA,"11",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"509","2019-11-01 15:00:00-03","UnB","UB","142176","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Rudd, V","Hatschbach, G","21462","1969","03","09","Brasil","Paraná ","Campo Largo","Rondinha","-49.5283012390137","-25.4585990905762",NA,NA,"Árvore.; Mata secundária",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-10-03 10:03:46-03","UFSCar","SORO","1387","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,NA,"1182",NA,NA,NA,"Brasil","São Paulo","Sorocaba","Campus da Universidade Federal de São Carlos","-47.4500007629395","-23.5",NA,NA,"Coletada no fragmento 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-10-03 10:03:46-03","UFSCar","SORO","155","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,NA,"111","2008","01","31","Brasil","São Paulo","Sorocaba","campus UFSCar - Sorocaba","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-05-06 11:57:49-03","UFU","HUFU","48619","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rosa, P.O.; Hattori, E.K.O.; Rodrigues, R.F.; Gusson, A.E. & Araújo, G.M.","833","2007","08","28","Brasil","Minas Gerais","Araguari","Capim Branco II","-48.187198638916","-18.6471996307373",NA,NA,"Árvore, ca. 15 m. Botões florais púrpuros, cálice verde, corola lilás, início de fruto verde.; Mata decidua.","HUFU00009493","HUFU00009493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-05-06 11:57:49-03","UFU","HUFU","49050","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Araújo, G.M.; Gusson, A.E.","s.n.","2007","10","24","Brasil","Minas Gerais","Araguari","Capim Branco II","-48.187198638916","-18.6471996307373",NA,NA,"Árvore, ca. 12 m. Fruto verde.; Mata decidua.","HUFU00009494","HUFU00009494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-05-06 11:57:49-03","UFU","HUFU","48644","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rosa, P.O.; Gusson, A.E. & Araújo, G.M.","839","2007","08","29","Brasil","Minas Gerais","Uberlândia","Capim Branco I, Funil I.","-48.2771987915039","-18.9186000823975",NA,NA,"Árvore, ca. 4 m. Cálice vinho e corola lilás.; Mata decidua.","HUFU00009492","HUFU00009492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-05-06 11:57:49-03","UFU","HUFU","65763","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bertoluzzi, R.L.C.","Silva, J.M.; Ribas, O.S.","4663","2006","01","18","Brasil","Paraná","São Mateus do Sul","Colônia Iguaçu, Várzea do Rio Iguaçu.","-50.3828010559082","-25.8742008209229",NA,NA,"Árvore, 8 m alt. Flor esverdeada.","HUFU00009496","HUFU00009496",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-05-06 11:57:49-03","UFU","HUFU","9104","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Araújo, G.M.; Rodrigues, L.A.","1185","1994","09","10","Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,NA,"Árvore, ca. 9 m.; Mata decídua em solo de origem basáltica.","HUFU00009495","HUFU00009495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"517","2020-08-20 14:56:06-03","UFSC","FLOR","8088","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Rudd, V.E.","Hatschbach, G.; Imaguire, N.","21462","1969","05","09","Brasil","Paraná","Campo Largo","Rondinha.","-49.5283012390137","-25.4585990905762",NA,NA,"árvore de pequeno porte","FLOR0008088",NA,NA,NA,NA,NA,"Fabales",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
