"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet"
"97","2021-03-01 16:32:49-03","UNICAMP","UEC","68567","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Baitello, JB","Vinicius, J","18243","1956","09","26","Brazil","São Paulo","Cosmópolis","-47.189998626709","-22.6399993896484",NA,NA,NA,NA,"UEC138586","UEC138586","2015","04","15","Coletada na Fazenda S. Francisco, da Cia. Rhodia","Árvore","Magnoliopsida",NA,NA,NA,NA,"10436","auto",NA,NA,NA,NA,NA
"98","2019-11-06 09:56:02-03","UFOP","OUPR","16566","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Badini, J.","s.n.","1974","11","26","Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,"2011","12","12","Bento Rodrigues","Brejo",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"99","2019-11-06 09:56:02-03","UFOP","OUPR","16571","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Badini, J.","s.n.","1974","11","26","Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,"2011","12","13","Bento Rodrigues","Brejo. Arbusto, flores amareladas",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"100","2019-11-06 09:56:02-03","UFOP","OUPR","16570","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Badini, J.","s.n.","1957","01","02","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2011","12","13","Falcão","Brejo. Arbusto, flores amareladas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"101","2019-11-06 09:56:02-03","UFOP","OUPR","16569","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Badini, J.","s.n.","1972","10","22","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2011","12","13","Rancharia","Terrenos paludosos. Árvore, flores amareladas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"102","2019-11-06 09:56:02-03","UFOP","OUPR","16572","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Badini, J.","s.n.","1984","10","08","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2011","12","13","Rancharia","Brejo. Arbusto, flores amareladas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"103","2019-11-06 09:56:02-03","UFOP","OUPR","16568","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Badini, J.","s.n.","1980","10","18","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2011","12","13","Rodrigo Silva","Brejo. Arbusto, flores amarelas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"104","2020-12-04 13:19:21-03","UDESC","LUSC","2431","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Fazzini, A.J.; Souza, L.C.","Fazzini, A.J.; Souza, L.C.",NA,"2009","03","01","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC004406","LUSC004406",NA,NA,NA,"Vale das trutas.",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"105","2019-01-17 11:26:10-02","PUCRS","MPUC","21631","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P.L.R. Moraes",NA,NA,"2012","01","23","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,NA,NA,"2014","01","01","Lagoa Tápera","arbusto em mata turfosa de Psidium sp.",NA,"Laurales","South America",NA,NA,"19547","auto","Magnoliopsida","590","1",NA,NA
"106","2020-10-14 10:02:21-03","FURB","FURB","39740","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Verdi, M","Verdi, M.; Mancino, L.C. & Nitschke, P.","6213","2012","01","16","Brasil","Santa Catarina","Balneário Arroio do Silva","-49.5247223","-29.0394444","-49.5247223","-29.0394444","4","4","FURB03905","FURB03905","2013","02","19","Florestal AS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:02:21-03","FURB","FURB","61198","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Brotto, M.L.","Bona, L.P.","802","2017","10","20","Brasil","Paraná","Carambeí","-50.22","-24.84","-50.2200000","-24.8400000",NA,NA,"FURB61198","FURB61198","2018","04","14",NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-08 08:52:53-03","FURB","FURB","49194","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, PLR","Gonzatti, F.","648","2013","01","15","Brasil","Rio Grande do Sul","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"10","10","FURB49194","FURB49194","2014","08","30","Lagoa da Tapera.",NA,NA,NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA
"109","2021-03-16 17:53:08-03","UCS","HUCS","39372","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Moraes, P.L.R. de","Gonzatti, F.","590","2012","01","23","Brasil","Rio Grande do Sul","Cidreira","-50.236667","-30.047222","-50.236667","-30.047222","10","10",NA,NA,"2014","08","30","Lagoa da Tapera","arbusto em mata turfosa de Psidium sp.","Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-16 17:53:08-03","UCS","HUCS","44348","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Gonzatti, F.","Gonzatti, F.","2107","2015","09","12","Brasil","Rio Grande do Sul","Osório","-50.21275","-29.973722","-50.21275","-29.973722","3","3",NA,NA,"2015","11",NA,"Fazenda do Arroio - próxima à lagoa da Emboaba","Arbusto com folhas acizentadas reticuladas e eixos floras avermelhados; No banhado","Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-16 17:53:08-03","UCS","HUCS","44401","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Gonzatti, F.","Gonzatti, F.","2231","2015","11","22","Brasil","Rio Grande do Sul","Osório","-50.232247","-29.906428","-50.232247","-29.906428","3","3",NA,NA,"2015","12",NA,"Lagoa do Horácio - margem oeste","Arbusto com eixos florais vináceos. Cerca de 1,7 m de altura.; Em banhado","Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:53:08-03","UCS","HUCS","48315","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Moraes, P.","Mancino, L.C.","s.n.","2012","01","24","Brasil","Santa Catarina","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação Herbário ICN-174026&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; mata paludosa","Angiospermae","Lauraceae",NA,NA,NA,"19353","auto",NA,NA,NA,NA,NA
"113","2021-03-16 17:53:08-03","UCS","HUCS","40786","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Gonzatti, F.","Gonzatti, F.","955","2013","11","05","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"2013","12",NA,"arredores de Itapeva","arvoreta em banhados","Angiospermae","Lauraceae",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"114","2021-03-16 17:53:08-03","UCS","HUCS","38459","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Gonzatti, F.","Gonzatti, F.","390","2012","01","12","Brasil","Rio Grande do Sul","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,NA,NA,"2012","04",NA,"Fazenda Capão da Lagoa","arbusto em banhado","Angiospermae","Lauraceae",NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA
"115","2021-03-16 17:53:08-03","UCS","HUCS","32482","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Sobral, M.","Sartori, M.","308","2008","01","14","Brasil","Rio Grande do Sul","Tavares","-51.0936012268066","-31.2872009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faz. Zé Patrício","em borda da mata - mata de restinga","Angiospermae","Lauraceae",NA,NA,NA,"26882","auto",NA,NA,NA,NA,NA
"116","2021-03-16 17:53:08-03","UCS","HUCS","1140","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Falkenberg, D.B.","Falkenberg, D.B.","2902","1985","10","25","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"1985",NA,NA,"Itapeva","arbusto; campo arenoso - restinga","Angiospermae","Lauraceae",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"117","2021-03-16 17:53:08-03","UCS","HUCS","39730","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Moraes, P.L.R. de","Gonzatti, F.","648","2013","01","15","Brasil","Rio Grande do Sul","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"10","10",NA,NA,"2014","08","30","Lagoa da Tapera","pedúnculos e receptáculos frutíferos vináceos. Arvoreta com 2m de altura.; arvoreta em banhado","Angiospermae","Lauraceae",NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA
"118","2021-03-16 17:53:08-03","UCS","HUCS","19637","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Hatschbach, G.","Linsingen, V.","103","2000","10","17","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"Parque Estadual do Cerrado","Herbário MBM; árvore da floresta Higrófila Estacional semidecidua","Angiospermae","Lauraceae",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"119","2021-03-16 17:53:08-03","UCS","HUCS","37138","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.","Alves, F.M.","Silva, J.M.","5093","2006","10","12","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2009",NA,NA,"Vale do Codó","arbusto 1 m - flor creme - Herbário MBM; campo limpo","Angiospermae","Lauraceae",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"120","2014-10-14 15:56:44-03","BS","M","M-0147206","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"M0147206",NA,NA,NA,NA,"Habitat in campestribus altis ad sylvarum margines; Provinciae S. Pauli et Min. Ger.",NA,"Magnoliophyta","Laurales",NA,NA,"NOTATYPE",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"121","2020-04-27 16:10:14-03","UFES","VIES","10414","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Cotarelli, V.M.; Francisco, E.M.","378","2008","11","07","Brasil","Paraná","Mauá da Serra","-51.15","-23.883333","51º9'W","23º53'S",NA,NA,"VIES010414","VIES010414","2009","05","11","Mata do Pinhão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","2182","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Campos, C.J.","Sonsin, J.O & Campos J.C",NA,"2008","09","29","Brasil","S.Paulo","Pratânia","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW002182",NA,NA,NA,NA,"Fazenda Palmeira da Serra","Mata ciliar, altura da arvore 3,0 m, Circunferência altura do peito 13 cm. (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","2007","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Campos, J.C","Sonsin, J.O & Campos J.C",NA,"2007","03","15","Brasil","S.Paulo","Pratânia","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW002007","BOTUW002007_w1",NA,NA,NA,"Fazenda Palmeira da Serra","Mata ciliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-16 08:39:46-03","UTFPR","HCF","23652","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","M.L. Brotto","J.M. Silva","9724","2017","02","05","Brasil","PR","Castro","-50.142222","-24.716111","50°08'32 W","24°42'58 S","975","975",NA,NA,"2017","03","31","PCH Rio Iapó, Fazenda do Pulo","arbusto com 3 m de altura; fruto verde. Floresta Ombrófila Mista, em solo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-16 08:39:46-03","UTFPR","HCF","22359","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","M.L. Brotto","J.M. Silva","9139","2015","11","23","Brasil","PR","Castro","-50.142222","-24.716111","50°08'32 W","24°42'58 S","975","975",NA,NA,"2016","11","22","PCH Rio Iapó, Fazenda do Pulo","árvore com 4 m de altura; flores de cor creme. Floresta Ombrófila Mista, beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-16 08:39:46-03","UTFPR","HCF","27390","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","M.L. Brotto","L.P. Bona","802","2017","10","20","Brasil","PR","Carambeí","-50.22","-24.84","50°13'12 W","24°50'24 S",NA,NA,NA,NA,"2017","04","14",NA,"árvore 13 m; flores roxas. Conglomerado: 302 Subunidade: 4 Subparcela: 1 Árvore: 2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-11 14:47:52-03","UFSM","SMDB","19732","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness et.Mart.","Brotto, ML","Brotto, ML; Barboza, E; Cordeiro, J & Sarida","956","2013","02","15","Brasil","Paraná","Piraí do Sul","-49.855767","-24.398889","-49.855767","-24.398889","119","119","SMDB019732",NA,"2013","02","18","Fazenda Nova Era","Árvore, 5m, frutos imaturos. Doação do Museu Botânico Municipal de Curitiba; Floresta Ombrófila Mista Altomontana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-25 12:12:13-03","UFSM","SMDB","2265","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness et.Mart.","Vattimo, I","Klein, RM; Bresolin, A","s.n.","1970","09","23","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"SMDB002265",NA,"1971",NA,NA,"Morro da Tapera ,Ribeirão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:31:25-03","MBM","MBM","219141","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Alves, F.M.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67445","1997","11","23","Brazil","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"MBM219141","MBM219141","2009","11","11","Rod. MG 010, Serra do Espinhaço, próximo do alto da serra","Arbusto, 2m, flor alva. Campo rupestre, margens de córrego",NA,NA,"Southern America",NA,NA,"60318","auto",NA,NA,NA,NA,NA
"130","2020-12-21 16:31:25-03","MBM","MBM","169366","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Werff, H. van der","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1400",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM169366","MBM169366",NA,NA,NA,"Estrada para o Parque das Lauráceas, Rio Capivari",NA,NA,NA,"Southern America",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"131","2020-12-21 16:31:25-03","MBM","MBM","1258","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Hatschbach, G.","Hatschbach, G.; Haas, H.; Haas, H.","13977",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM001258","MBM001258",NA,NA,NA,"Estrada Jaguariaíva - Arapoti",NA,NA,NA,"Southern America",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"132","2020-12-21 16:31:25-03","MBM","MBM","267560","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Hatschbach, G.","Linsingen, L. von","103B","2000","10","17","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM267560","MBM267560",NA,NA,NA,"Parque Estadual do Cerrado",NA,NA,NA,"Southern America",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"133","2020-12-21 16:31:25-03","MBM","MBM","18136","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25444",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM018136","MBM018136",NA,NA,NA,"Rio Cilada",NA,NA,NA,"Southern America",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"134","2020-12-21 16:31:25-03","MBM","MBM","58072","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Werff, H. van der","Kummrow, R.","977",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM058072","MBM058072",NA,NA,NA,"Rodovia do Café, Rio Tibagi",NA,NA,NA,"Southern America",NA,NA,"35166","auto",NA,NA,NA,NA,NA
"135","2020-12-21 16:31:25-03","MBM","MBM","242283","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Hatschbach, G.","Ziller, S.R.","1723",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM242283","MBM242283",NA,NA,NA,"Rio Tibagi, cruzamento com a Rod. BR-376",NA,NA,NA,"Southern America",NA,NA,"46557","auto",NA,NA,NA,NA,NA
"136","2020-12-21 16:31:25-03","MBM","MBM","116716","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Klein, R.","Klein, R.; et al.; et al.","12205",NA,NA,NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM116716","MBM116716",NA,NA,NA,"15km de Tibagi, Borges, entre Cerrado e Barreiros",NA,NA,NA,"Southern America",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"137","2020-12-21 16:31:25-03","MBM","MBM","103620","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Falkenberg, D.B.","Falkenberg, D.B.","2902",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM103620","MBM103620",NA,NA,NA,"Itapeva",NA,NA,NA,"Southern America",NA,NA,"20837","auto",NA,NA,NA,NA,NA
"138","2020-12-21 16:31:25-03","MBM","MBM","109921","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Falkenberg, D.B.","Falkenberg, D.B.","2954",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM109921","MBM109921",NA,NA,NA,"Rod. BR-101",NA,NA,NA,"Southern America",NA,NA,"20837","auto",NA,NA,NA,NA,NA
"139","2020-12-21 16:31:25-03","MBM","MBM","109922","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Falkenberg, D.B.","Falkenberg, D.B.","2954",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"MBM109922","MBM109922",NA,NA,NA,"Estrada camping a Lagoa Iitapeva",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:31:25-03","MBM","MBM","388633","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Wasum, R.; Gonzatti, F.","Gonzatti, F.","390","2012","01","12","Brazil","Rio Grande do Sul","Cidreira","-50.224167","-30.074167","-50.224167","-30.074167","10","10","MBM388633","MBM388633","2012","04",NA,"Fazenda Capão da Lagoa","Arbusto.; Em banhado.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:31:25-03","MBM","MBM","391063","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Gonzatti, F.","Gonzatti, F.","955","2013","11","05","Brazil","Rio Grande do Sul","Torres","-49.766169","-29.357842","-49.766169","-29.357842","10","10","MBM391063","MBM391063","2013","12",NA,"Itapeva, arredores","Arvoreta, ramos vináceos.; Em banhado.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:31:25-03","MBM","MBM","392408","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Brotto, M.L.","Bona, L.P.","802","2017","10","20","Brazil","Paraná","Carambeí","-50.22","-24.84","-50.22","-24.84",NA,NA,"MBM392408","MBM392408","2017","04","14","Conglomerado: 302; subunidade: 4; subparcela: 1; indivíduo: 2","Árvore 13,0 m; flores roxas.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:31:25-03","MBM","MBM","401017","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Brotto, M.L.","Brotto, M.L.; Lubow, S.; Zemke, J.M.; Lubow, S.; Zemke, J.M.","2158","2015","11","26","Brazil","Paraná","Curitiba","-49.308889","-25.506111","-49.308889","-25.506111","913","913","MBM401017","MBM401017","2015","12","03","Bairro Pinheirinho","Árvore com 3m de altura; flores esverdeadas.; Floresta Ombrófila Mista Aluvial de pequena altura em meio à Estepe Gramíneo-lenhosa.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:31:25-03","MBM","MBM","406683","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Brotto, M.L.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9139","2015","11","23","Brazil","Paraná","Castro","-50.142222","-24.716111","-50.142222","-24.716111","975","975","MBM406683","MBM406683","2016","11","22","PCH Rio Iapó, Fazenda do Pulo","Árvore com 4 m de altura; flores de cor creme.; Floresta Ombrófila Mista, beira de estrada.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:31:25-03","MBM","MBM","407199","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Silva, J.M.; Rohwer, J.G.; Brotto, M.L.; Silva, J.M.","5445","2016","10","13","Brazil","Paraná","Curitiba","-49.308611","-25.505833","-49.308611","-25.505833","912","912","MBM407199","MBM407199","2016","10","13","Bairro Pinheirinho","Arvoreta 3 m, botões florais.; Floresta Ombrófila Mista Aluvial (beira de córrego).",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:31:25-03","MBM","MBM","408807","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Brotto, M.L.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9724","2017","02","05","Brazil","Paraná","Castro","-50.142222","-24.716111","-50.142222","-24.716111","975","975","MBM408807","MBM408807","2017","03","31","PCH Rio Iapó, Fazenda do Pulo","Arbusto com 3 m de altura; fruto verde.; Floresta Ombrófila Mista, em solo úmido.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:31:25-03","MBM","MBM","321036","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Alves, F.M.","Silva, J.M.; Barboza, E.; Cunha, E.M.; Barboza, E.; Cunha, E.M.","5093","2006","10","12","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM321036","MBM321036","2009","11","11","Vale do Codó","Arbusto, 1m, flor creme. Campo limpo",NA,NA,"Southern America",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"148","2020-12-21 16:31:25-03","MBM","MBM","51474","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Wattimo, I. de","Reitz, R.; Klein, R.M.; Klein, R.M.","9489",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"MBM051474","MBM051474",NA,NA,NA,"Mata da Companhia Hering, Bom Retiro",NA,NA,NA,"Southern America",NA,NA,"34291","auto",NA,NA,NA,NA,NA
"149","2020-12-21 16:31:25-03","MBM","MBM","234199","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Silva, S.M.","Kersten, R.A.; et al.; et al.","136",NA,NA,NA,"Brazil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"MBM234199","MBM234199",NA,NA,NA,"Bairro do Carioca","=225128",NA,NA,"Southern America",NA,NA,"25028","auto",NA,NA,NA,NA,NA
