"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"50","2019-12-04 15:25:26-03","PUCPR","HUCP","11337","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Wangler, MS","101","1997","05","31","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00014436","HUCP00014436","Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"51","2019-12-04 15:25:26-03","PUCPR","HUCP","14204","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Valle, AO",NA,NA,NA,"Crepeline, SD","001","1991","03","31","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUCP00014074","HUCP00014074","Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"52","2019-12-04 15:25:26-03","PUCPR","HUCP","11300","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Prodocimo, V","002","1995","03","23","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUCP00014491","HUCP00014491","Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"53","2019-12-04 15:25:26-03","PUCPR","HUCP","11338","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Lutke, M","003","1992","04","17","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,"HUCP00014432","HUCP00014432","Eudicotiledonea",NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"54","2019-12-04 15:25:26-03","PUCPR","HUCP","7512","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Bonatto, SJR","015","1994","03","27","Brasil","Paraná","Campina Grande do Sul","Paiol de Baixo","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"HUCP00014139","HUCP00014139","Eudicotiledonea",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"55","2019-12-04 15:25:26-03","PUCPR","HUCP","11792","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jaszczerski, JC",NA,NA,NA,"Betinardi, M","001","1996","03","30","Brasil","Paraná","Colombo","Roseira","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00014440","HUCP00014440","Eudicotiledonea",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"56","2019-12-04 15:25:26-03","PUCPR","HUCP","9397","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jaszczerski, JC",NA,NA,NA,"Frega, F","003","1996","04","09","Brasil","Paraná","Curitiba","Bigorrilho","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014372","HUCP00014372","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"57","2019-12-04 15:25:26-03","PUCPR","HUCP","14201","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Valle, AO",NA,NA,NA,"Cordeiro, AG","002","1991","04","04","Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014194","HUCP00014194","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"58","2019-12-04 15:25:26-03","PUCPR","HUCP","11367","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, F",NA,NA,NA,"Ferreira, SR","001","1996","04","04","Brasil","Paraná","Curitiba","Capão Raso","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014484","HUCP00014484","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"59","2019-12-04 15:25:26-03","PUCPR","HUCP","11570","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jaszczerski, JC",NA,NA,NA,"Bastos, J","004","1998","03","29","Brasil","Paraná","Curitiba","Guabirotuba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014380","HUCP00014380","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"60","2019-12-04 15:25:26-03","PUCPR","HUCP","11334","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Gottschild, A","008","1995","03","27","Brasil","Paraná","Curitiba","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014488","HUCP00014488","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"61","2019-12-04 15:25:26-03","PUCPR","HUCP","16077","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","144","2004","11","17","Brasil","Paraná","Curitiba","Vila Guaíra","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014180","HUCP00014180","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"62","2019-12-04 15:25:26-03","PUCPR","HUCP","14071","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jaszczerski, JC",NA,NA,NA,"Ribeiro, VS","002","1984","08","18","Brasil","Paraná","Curitiba","Vila Guaíra","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014178","HUCP00014178","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"63","2019-12-04 15:25:26-03","PUCPR","HUCP","24905","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Bacaro, M","149","2010","11","18","Brasil","Paraná","Balsa Nova","Cachoeira do Escorregão","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"HUCP00024905","HUCP00024905","Eudicotiledonea",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"64","2019-12-04 15:25:26-03","PUCPR","HUCP","14202","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Valle, AO",NA,NA,NA,"Zanetti, B","001","1991","03","24","Brasil","Paraná","Campo Largo","Itaqui","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,"HUCP00014126","HUCP00014126","Eudicotiledonea",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA
"65","2019-12-04 15:25:26-03","PUCPR","HUCP","11586","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jaszczerski, JC",NA,NA,NA,"Valença, AFS","002","1998","05","23","Brasil","Paraná","Curitiba","Abranches","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014492","HUCP00014492","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"66","2019-12-04 15:25:26-03","PUCPR","HUCP","16412","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","233","2005","03","01","Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014179","HUCP00014179","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"67","2019-12-04 15:25:26-03","PUCPR","HUCP","24657","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Lopes, C","s.n.","2013","03","16","Brasil","Paraná","Curitiba","Centro","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00024657","HUCP00024657","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"68","2019-12-04 15:25:26-03","PUCPR","HUCP","11301","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Mazzolli, G","002","1995","02","26","Brasil","Paraná","Curitiba","Jardim das Américas","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014384","HUCP00014384","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"69","2019-12-04 15:25:26-03","PUCPR","HUCP","14203","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Valle, AO",NA,NA,NA,"Furman, D","005","1991","04","07","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014022","HUCP00014022","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"70","2019-12-04 15:25:26-03","PUCPR","HUCP","11296","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Bessa, FA",NA,NA,NA,"Silva, CBX","041","1985","03","27","Brasil","Paraná","Curitiba","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014428","HUCP00014428","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"71","2019-12-04 15:25:26-03","PUCPR","HUCP","13289","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jaszczerski, JC; Carneiro, D",NA,NA,NA,"Possebon, GC","005","1999","05","22","Brasil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00014425","HUCP00014425","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"72","2019-12-04 15:25:26-03","PUCPR","HUCP","23489","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Dunaiski, A",NA,NA,NA,"Dunaiski, A","3260","2006","12","19","Brasil","Paraná","São José dos Pinhais","Colônia Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"HUCP00014159","HUCP00014159","Eudicotiledonea",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"73","2019-07-24 16:19:01-03","CCE","CATAVENTO","81","LivingSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","Triana","Santilli, C.","2018","08","29",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6286","-23.5448","-46.6286","-23.5448","730","730","<ll>dwc_commonname:</ll> manacá-da-serra","CATAVENTO0081","CATAVENTO0081_v01 CATAVENTO0081_v02 CATAVENTO0081_v03 CATAVENTO0081_v04",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:13:52-03","ESALQ","ESA","36898","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis",NA,NA,NA,NA,NA,"Hoehne, W.",NA,"1940","10","10","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA036898","ESA036898","Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"75","2020-11-04 11:13:52-03","ESALQ","ESA","87401","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn",NA,NA,NA,NA,"Peres, F.S.","30614.0","2002","11","11","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA087401","ESA087401","Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"76","2019-07-26 11:40:42-03","IPA","IPA","9963","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Koscinski, M.","9963","1937","11",NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"Fruto em maio. Herb. Mus. Flor. 133","IPA0009963",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-07-26 11:40:42-03","IPA","IPA","62270","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Hoenhe, W.","62270","1940","10","10","Brasil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0062270",NA,"Plantae",NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA
"78","2019-08-27 13:31:14-03","IAP","PACA-AGP","107552","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","A. Sehenm",NA,NA,NA,"Sehnem, A.","7101","1957","05","05","Brasil","RJ","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"1000","1000","Habitat: in dumeto","PACA107552",NA,"Magnoliophyta","Myrtales",NA,NA,"33190","auto","Magnoliatae",NA,NA,NA,NA
"79","2019-08-27 13:31:14-03","IAP","PACA-AGP","114360","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","L.A.F. Santos Filho","2009","08",NA,"M.P.M. de Lima","450","2001","08","29","Brasil","MG","Itamonte","parque nacional do Itatiaia, camhnho para Serra Negra.","-44.708056","-22.313333","44°42'29W","22°18'48S","1500","1500",NA,"PACA114360",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"80","2020-12-20 21:18:26-03","UFV","VIC","10911","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis",NA,NA,NA,NA,NA,"Silva, A.F. da","1.265",NA,NA,NA,"Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista, mata da caixa d'água","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"árvore até 15m, flores brancas,rosada e lilazesflores mais jovens fecham-aw imediatamente após a coleta .","VIC010911","VIC010911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-02-27 16:44:06-03","UFSC","CTBS","3470","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Kohler, C.P.","2015","09","20","Kohler, M.C.C.P.","10","2015","09","20","Brasil","Santa Catarina","Piratuba","Ao lado das piscinas termais","-51.771900177002","-27.4197006225586",NA,NA,NA,NA,"De porte baixo a médio, atingindo de 6 a 12 metros [mais informações no rótulo]",NA,NA,NA,NA,NA,NA,"13675","auto",NA,NA,NA,NA,NA
"82","2019-11-21 14:39:48-03","UFJF","CESJ","46175","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Laboratório de Bioquímica","E094","2005","07","12","Brasil","Minas Gerais","Juiz de Fora","Campus da UFJF, ICB.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ046175",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"83","2019-11-21 14:39:48-03","UFJF","CESJ","22739","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","L. Krieger; B.B.S. Coelho",NA,NA,NA,"B.B.S. Coelho; L. Krieger","s.n","1986","10","30","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore pequena, cultivada, de ramos numerosos e compridos. Floresce duas vezes por ano. Ornamental, porém os ramos não oferecem muita resistência aos ventos.","CESJ022739",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"84","2019-11-21 14:39:48-03","UFJF","CESJ","8153","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","L.G.Souza","1979","12","15","L. Krieger","CESJ8153","1969","12",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore pequena, flores roxas (ao abrir são alvas).","CESJ008153",NA,"Angiosperma",NA,"América do Sul",NA,"41937","auto",NA,NA,NA,NA,NA
"85","2019-11-21 14:39:48-03","UFJF","CESJ","25733","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","L. Krieger","1985","11","27","L. Krieger","CESJ25733","1985","11","27","Brasil","Minas Gerais","Juiz de Fora","Campus da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Quaresmeira. Árvore pequena, cultivada, ornamental. Originária do Brasil. As flores, ao abrirem, são brancas, tornando-se roxas nos dias seguintes. Multiplica-se por sementes.","CESJ025733",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"86","2019-11-21 14:39:48-03","UFJF","CESJ","25560","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"P.G.R.Marlieri; L.T. Souza","s.n","1991","12","17","Brasil","Minas Gerais","Juiz de Fora","Campus da UFJF, (Próximo à Biblioteca Central).","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Com +/- 1,5m alt. Cultivada no Campus. Local aberto e periodicamente adubado. Árvore, flores róseas e brancas. Próximo à entrada principal da Biblioteca Central.","CESJ025560",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"87","2019-11-21 14:39:48-03","UFJF","CESJ","7930","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","L. Krieger","1970","07",NA,"L. Krieger","CESJ7930","1969","12",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore regular, na mata, flores branca, depois roxas.","CESJ007930",NA,"Angiosperma",NA,"América do Sul",NA,"41937","auto",NA,NA,NA,NA,NA
"88","2019-11-21 14:39:48-03","UFJF","CESJ","18471","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"L. Krieger","CESJ18471","1981","07","25","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Fruto: cápsula denticida. Sementes anemocóricas. Árvore pequena, cultivada ornamental, flores ao abrirem são brancas e depois roxas. Nome vulgar: quaresmeira. Material exclusivo da carpoteca.","CESJ018471",NA,"Angiosperma",NA,"América do Sul",NA,"46557","auto",NA,NA,NA,NA,NA
"89","2019-11-21 14:39:48-03","UFJF","CESJ","63182","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"L. Krieger","CESJ63173","1983","05","08","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Frutos e sementes. Nome vulgar: quaresmeira. Exclusivo da carpoteca.","CESJ063182",NA,"Angiosperma",NA,"América do Sul",NA,"46557","auto",NA,NA,NA,NA,NA
"90","2019-11-21 14:39:48-03","UFJF","CESJ","528","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"L. Krieger","CESJ528","1942","11","12","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore pequena. flores primeiro brancas, depois roxas. Ornamental.","CESJ000528",NA,"Angiosperma",NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA,NA
"91","2019-11-27 13:50:38-03","UFS","ASE","14902","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Oliveira, DG; Higor, Freddy","63","2009","12","30","Brasil","Sergipe","Salgado","Povoado Turma, Sub-Bacia hidrográfica Rio Piauitinga, Nascente 05.","-37.474722","-11.031944","-37.474722","-11.031944",NA,NA,"9,06 , de altura, 16,40 cm de espessura.; 9,06 , de altura, 16,40 cm de espessura.","ASE0024258","ASE0024258","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-27 13:50:38-03","UFS","ASE","32572","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Oliveira, DG","2011","11","03","Tavares, MLGC; Oliveira, DG; Santos Neto, EM","23A","2011","08","31","Brasil","Sergipe","Malhador","Fazenda Rezende","-37.174787","-10.412744","-37.174787","-10.412744",NA,NA,"Frutos verdes.","ASE0038967","ASE0038967","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-08-20 10:20:15-03","UNICAMP","UEC","150214","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Goldenberg, R",NA,NA,NA,"Bertoncello, R; Pansonato, M","835","2007","02","26","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.791389","-23.296111","-44.791389","-23.296111","820","820",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:35:23-03","UNICAMP","UEC","173173","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Custódio-Filho, A","2370","1984","04","06","Brazil","São Paulo","Biritiba Mirim","Estação Biológica de Boraceira.&nf;Alt.: 890- 950m&nf;23º 38''' - 23º 49' s, 45º 52' - 45º 53' w.",NA,NA,NA,NA,NA,NA,"Árvore 8m, flores lilás.; Estação Biológica de Boraceira.","UEC099397","UEC099397","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:35:23-03","UNICAMP","UEC","72836","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Freitas, AL","2010","04",NA,"Godoy, SAP; Agostinho, V; Hoch, AM","387","1995","02","15","Brazil","São Paulo","Parelheiros","Jd. Novo Parelheiros, sítio do Sr. José Guilguer Reimberg (José Toco), à direita na Estrada Eng° Marsilac, após o entroncamento com a Estrada da Colônia.","-46.735","-23.835556","-46.735","-23.835556",NA,NA,"Arbusto ca. 2,0m de altura, ramos inclinados. Flores rosa claro.; Borda da mata.","UEC076889","UEC076889","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:35:23-03","UNICAMP","UEC","74813","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.",NA,NA,NA,NA,"Godoy, SAP; Ferreira, GMP; Garcia, RJF","769","1995","08","16","Brazil","São Paulo","São Paulo","Lado oposto ao lago.","-46.743333","-23.991111","-46.743333","-23.991111",NA,NA,"Arvoreta ca. 2,5m alt. DAP 0,04m. Flores inicialmente roxas, vão mudando de tonalidade a medida que senescem.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-08-20 10:20:15-03","UNICAMP","UEC","173188","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Hoehne, FC","s.n.","1919","03",NA,"Brazil","São Paulo","São Paulo","Butantã.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"UEC016041","UEC016041","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"98","2021-03-01 16:35:23-03","UNICAMP","UEC","172305","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Mazzoni-Viveiros, SC","51","1990","08","21","Brazil","São Paulo","São Paulo","Instituto de Botânica,","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore derrubada do Setor de Mudas.","UEC084705","UEC084705","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"99","2019-08-20 10:20:15-03","UNICAMP","UEC","170825","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Teixeira, BC","s.n.","1958","02",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"UEC073232","UEC073232","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"100","2019-08-20 10:20:15-03","UNICAMP","UEC","157221","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1998",NA,NA,"Tanizabi, K","26","1990","07","18","Brazil","São Paulo","São Paulo","Jardim São Francisco.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"UEC013906","UEC013906","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"101","2021-03-01 16:35:23-03","UNICAMP","UEC","171020","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Sakane, M","s.n.","1979","11","05","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, área próxima aos prédios do I.B.T.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore 4m alt. Flores purpúreas e brancas.","UEC073285","UEC073285","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"102","2021-03-01 16:35:23-03","UNICAMP","UEC","173182","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Wanderley, MDGL; Kirizawa, M","102","1976","11","24","Brazil","São Paulo","São Paulo","Parque estadual das Fontes do Ipiranga, IBt. Jardim Botânico, Área 4E.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Planta n°18. área 4E","UEC016004","UEC016004","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
