"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"352","2020-12-04 13:19:33-03","UDESC","LUSC","6772","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Floriani, M.M.P.","2012","05","10","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,"LUSC008940","LUSC008940","227",NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-01-17 11:24:01-02","PUCRS","MPUC","14758","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","P.J.S. Silva-Filho","2010","01","01",NA,"2009","11","05","Brasil","RS","Canoas",".","-51.1836111","-29.9180556","-51.1836111000","-29.9180556000","Campo seco",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsida",NA,NA,NA,"596","1",NA,NA
"354","2020-10-14 10:04:10-03","FURB","FURB","18756","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, ME","2013","05","02","Verdi, M.; Gasper, A.L. de","2010","02","08","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1297223","-27.0222223","-49.1297223","-27.0222223",NA,"FURB35376","FURB35376","3595","863","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-10-14 10:04:10-03","FURB","FURB","19700","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS","2011","01","10","Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","Florística IFFSC 625 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: terrícola; flor verde","FURB35367","FURB35367","1852","802","802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-10-14 10:04:10-03","FURB","FURB","20200","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS","2010","10","10","Korte, A.; Kniess, A.","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","Florística IFFSC 681 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: terrícola; flor verde","FURB35369","FURB35369","1971","786","786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-10-14 10:04:10-03","FURB","FURB","20210","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS","2010","10","10","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","Florística IFFSC e625a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; pastagem Habito: terrícola; Fruto cápsula; flor verde clara","FURB35366","FURB35366","1560","812","812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-10-14 10:04:10-03","FURB","FURB","23791","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","2010","03","30","Brasil","Santa Catarina","Rodeio","São Pedro.","-49.4113889","-26.9102778","-49.4113889","-26.9102778","Florística IFFSC 690 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; flor verde","FURB35362","FURB35362_1 FURB35362_2","2402","611","611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-10-14 10:04:10-03","FURB","FURB","23842","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","Florística IFFSC 349 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB35364","FURB35364_1 FURB35364_2","2399","718","718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-10-14 10:04:10-03","FURB","FURB","25859","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","2010","05","14","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2308334","-27","-49.2308334","-27.0000000","Florística IFFSC 635 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor verde","FURB35365","FURB35365_1 FURB35365_2","3192","357","357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-10-14 10:04:10-03","FURB","FURB","31264","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.4505556","-49.0500000","-27.4505556","Florística IFFSC 386 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, área aberta Habito: erva terrícola; flor botão floral","FURB35379","FURB35379","2486","841","841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-10-14 10:04:10-03","FURB","FURB","35578","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Korte, A","2011","07","21","Korte, A.","2011","03","16","Brasil","Santa Catarina","Bom Retiro","Negrinha.","-49.68","-27.72","-49.6800000","-27.7200000","Florística IFFSC 276 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: erva terrícola; flor verde","FURB35368","FURB35368","6952","880","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-10-14 10:04:10-03","FURB","FURB","36125","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2011","03","16","Gasper, A.L. de; Bueno, M.L. & Neves, D.R.M.","2011","03","15","Brasil","Minas Gerais","Delfim Moreira","Fazenda da Onça - Saída da fazenda.","-45.345","-22.6080556","-45.3450000","-22.6080556",NA,"FURB35370","FURB35370","2596","1670","1670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-10-14 10:04:10-03","FURB","FURB","36131","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2011","03","16","Gasper, A.L. de; Bueno, M.L. & Neves, D.R.M.","2011","03","15","Brasil","Minas Gerais","Delfim Moreira","Fazenda da Onça.","-45.345","-22.6080556","-45.3450000","-22.6080556",NA,"FURB35373","FURB35373","2597","1762","1762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-10-14 10:04:10-03","FURB","FURB","38135","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Valduga, E","2012","01",NA,"Gonzatti, F.","2011","11","26","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa Capão Alto.","-50.3436111","-30.4091667","-50.3436111","-30.4091667",NA,"FURB35371","FURB35371","249","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-10-14 10:04:10-03","FURB","FURB","40193","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Siqueira, CE","2013","03","19","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","2013","01","21","Brasil","Santa Catarina","Blumenau","Sede Parque Nacional da Serra do Itajaí.","-49.0866666","-27.0569444","-49.0866666","-27.0569444",NA,"FURB35377","FURB35377","1549","287","287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-10-14 10:04:10-03","FURB","FURB","40483","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Funez, L.A.","2013","03","19","Funez, L.A.","2013","02","25","Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1047222","-27.0258334","-49.1047222","-27.0258334",NA,"FURB35374","FURB35374","1748","630","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2019-11-08 08:54:24-03","FURB","FURB","43712","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Funez, L.A.","2014","02","14","Funez, L.A.","2014","02","14","Brasil","Santa Catarina","Ascurra","Morro do 80.","-49.4213889","-26.9136111","-49.4213889","-26.9136111",NA,"FURB35363","FURB35363","2472","736","736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2019-11-08 08:54:24-03","FURB","FURB","43879","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Caetano, JO","2014","01","18","Caetano, J.O.","2014","01","18","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4891666","-26.9091667","-49.4891666","-26.9091667",NA,"FURB35360","FURB35360","55","790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-10-14 10:04:10-03","FURB","FURB","49610","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Schwirkowski, P","2016","02","07","Schwirkowski, P.","2016","02","07","Brasil","Santa Catarina","São Bento do Sul","Estrada Rio Vermelho - Campo Alegre.","-49.3033333","-26.2552778","-49.3033333","-26.2552778",NA,"FURB49610","FURB49610","1542","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-10-14 10:04:10-03","FURB","FURB","62252","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Colares, R.","2018","03","05","Colares, R.","2018","02","10","Brasil","Santa Catarina","Sombrio","Boa Esperança.","-49.6755556","-29.1091667","-49.6755556","-29.1091667",NA,"FURB62252","FURB62252",NA,"18","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-10-14 10:04:10-03","FURB","FURB","8387","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Gaio, J","2016","03","08","Gaio, J.; Demeda, C. & Gonzatti, F.","2015","11","21","Brasil","Rio Grande do Sul","Osório","Próxima à lagoa das Traíras.","-50.1855555","-29.8694445","-50.1855555","-29.8694445",NA,"FURB47476","FURB47476","493","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-10-14 10:04:10-03","FURB","FURB","47735","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, ME","2013","12","10","Engels, M.E.; Lozano, E.D.","2013","12","10","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"FURB47735","FURB47735","2053",NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-11-08 08:54:24-03","FURB","FURB","430","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2002",NA,NA,"Ribas, O.S.; Silva, J.M.","2001","02","11","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri.","-49.2655982971191","-26.1924991607666",NA,NA,NA,"FURB02785","FURB02785",NA,"1400","1400",NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-11-08 08:54:24-03","FURB","FURB","40929","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2002",NA,NA,"Ribas, O.S.; Silva, J.M.","2001","02","11","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri.","-49.2655982971191","-26.1924991607666",NA,NA,NA,"FURB35375","FURB35375","3244","1400","1400",NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-11-08 08:54:24-03","FURB","FURB","58135","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Funez, L.A.","2018","02","22","Funez, L.A.","2018","02","04","Brasil","Santa Catarina","Rio dos Cedros","Cachoeira Formosa.","-49.2742004394531","-26.7383003234863",NA,NA,"Flores verdes Habitat: Banhado Habito: Erva","FURB58135","FURB58135","7061",NA,NA,NA,NA,NA,NA,NA,"35192","auto",NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-10-14 10:04:10-03","FURB","FURB","22880","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, WS","2011","01","10","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","2010","03","08","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.5917015075684","-28.0149993896484",NA,NA,"Florística IFFSC mv30 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: erva terrícola; flor verde","FURB35372","FURB35372_1 FURB35372_2","3790",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"378","2021-03-16 17:50:18-03","UCS","HUCS","38108","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Valduga, E.","2012","01",NA,"Gonzatti, F.","2011","11","26","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa Capão Alto","-50.343611","-30.409167","-50.343611","-30.409167","terrícola em dunas fixas",NA,NA,"249","10","10",NA,NA,NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2021-03-16 17:50:18-03","UCS","HUCS","38201","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Valduga, E.","2012","02",NA,"Valduga, E.","2012","01","12","Brasil","Rio Grande do Sul","Cidreira","Fazenda Azaléia","-50.233611","-30.085833","-50.233611","-30.085833","campo úmido",NA,NA,"303","10","10",NA,NA,NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2021-03-16 17:50:18-03","UCS","HUCS","43442","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Demeda, C.","2015","08","19","Valduga, E.","2015","01","19","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa do Rincão","-50.213692","-29.909097","-50.213692","-29.909097","erva ereta; campo úmido",NA,NA,"588","2","2",NA,NA,NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2021-03-16 17:50:18-03","UCS","HUCS","43444","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Demeda, C.","2015","08","19","Demeda, C.","2015","04","22","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","erva ereta; margem da lagoa",NA,NA,"102","6","6",NA,NA,NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2021-03-16 17:50:18-03","UCS","HUCS","44320","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Gaio, J.","2016","03","08","Gaio, J.","2015","11","21","Brasil","Rio Grande do Sul","Osório","Próxima à lagoa das Traíras","-50.185494","-29.869331","-50.185494","-29.869331","Terrícola; Nas margens da lagoa em area aberta",NA,NA,"493","3","3",NA,NA,NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2021-03-16 17:50:18-03","UCS","HUCS","38309","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Gonzatti, F.","2018","05",NA,"Valduga, E.","2012","01","12","Brasil","Rio Grande do Sul","Cidreira",NA,"-50.2056007385254","-30.1811008453369",NA,NA,"dunas próximas à orla marítima",NA,NA,"316","2","2",NA,NA,NA,"Angiospermae","Asparagales","19547","auto",NA,NA,NA,NA,NA,NA,NA,NA
"384","2021-03-16 17:50:18-03","UCS","HUCS","5111","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Ghillány, A.","1989","01",NA,"Rossato, M.","1989","01","04","Brasil","Rio Grande do Sul","Paverama",NA,"-51.7303009033203","-29.551700592041",NA,NA,"campo",NA,NA,"s.n.",NA,NA,NA,NA,NA,"Angiospermae","Asparagales","12402","auto",NA,NA,NA,NA,NA,NA,NA,NA
"385","2021-03-16 17:50:18-03","UCS","HUCS","24989","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Buzatto, C.R.","2019","04","08","Wasum, R.A.","2005","01","09","Brasil","Rio Grande do Sul","Bom Jesus","Arroio do Fundo do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"no caminho do arroio",NA,NA,"2398","950","950",NA,NA,NA,"Angiospermae","Asparagales","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"386","2021-03-16 17:50:18-03","UCS","HUCS","35836","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro; Barbosa","2010",NA,NA,"Silva, J.M.","2009","12","10","Brasil","Paraná","Lapa","Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"terrícola, flor creme; encosta de arenito, lugar úmido",NA,NA,"7406",NA,NA,NA,NA,NA,"Angiospermae","Asparagales","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"387","2021-03-16 17:50:18-03","UCS","HUCS","32709","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Buzatto, C.R.","2019","04","08","Wasum, R.A.","2008","01","09","Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros-Solidão","-50.9211006164551","-31.1068992614746",NA,NA,"no solo-em borda da mata",NA,NA,"4386","10","10",NA,NA,NA,"Angiospermae","Asparagales","86098","auto",NA,NA,NA,NA,NA,NA,NA,NA
"388","2021-03-16 17:50:18-03","UCS","HUCS","26886","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","1998",NA,NA,"Silva, J.M.","1995","02","15","Brasil","Paraná","São José dos Pinhais","Rod. Br-277,próximo ao Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"flor esverdeada; campo úmido",NA,NA,"1438",NA,NA,NA,NA,NA,"Angiospermae","Asparagales","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"389","2021-03-16 17:50:18-03","UCS","HUCS","21393","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","2001",NA,NA,"Cordeiro, J.","1989","04","11","Brasil","Paraná","Bocaiuva do Sul","Rodeio","-49.1150016784668","-25.2061004638672",NA,NA,"terrícola, flor amarela",NA,NA,"625",NA,NA,NA,NA,NA,"Angiospermae","Asparagales","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"390","2021-03-16 17:50:18-03","UCS","HUCS","30160","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","2001",NA,NA,"Silva, J.M.","1998","12","29","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"ereta, flor creme esverdeada; campo de altitude, solo turfoso e úmido",NA,NA,"2807",NA,NA,NA,NA,NA,"Angiospermae","Asparagales","37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-04-27 16:10:58-03","UFES","VIES","31790","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Fontana, A.P.","2013","05","30","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","2013","05","30","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,"VIES031790","VIES031790","688","1600","1600",NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-04-27 16:10:58-03","UFES","VIES","20680","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Couto, D.R.","2011","01","10","Couto, D.R.; Pinto Júnior, H.V.","2011","01","05","Brasil","Espírito Santo","Mimoso do Sul","Conceição de Muqui.","-41.3664016723633","-21.0641994476318",NA,NA,NA,"VIES020680","VIES020680","1790",NA,NA,NA,NA,NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA
"393","2019-09-27 18:05:45-03","UFES","VIES","17158","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Souza, F.B.C.","2007","11","15","Souza, F.B.C.; et al.","2007","11","15","Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,"VIES017158","VIES017158","87",NA,NA,NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"394","2019-12-06 19:30:04-03","UFES","VIES","44635","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Silva, H.L.","2018",NA,NA,"Silva, H.L.; Lieven, L.J","2018","11","16","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.589167","-19.972778","40º35'21''W","19º58'22''S",NA,"VIES044635",NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-02-12 18:12:25-03","UFES","VIES","13684","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Fontana, A.P.","2009","02","17","Deus, Y.S. de","2008","11","02","Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,"VIES013684","VIES013684","s.n.",NA,NA,NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-10-17 08:05:48-03","UTFPR","HCF","6703","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J. Cordeiro","2008",NA,NA,"M.G. Caxambu","2008","04","19","Brasil","PR","Piraquara","Mananciais da Serra","-48.980556","-25.49","48°58'50 W","25°29'24 S","erva ereta, heliófita, com frutos. Flores verdes.",NA,NA,"2090","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-08-16 08:40:26-03","UTFPR","HCF","13208","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.E. Engels","2014","04",NA,"M.G. Caxambu","2013","11","28","Brasil","PR","Tibagi","Sítio Sete Quedas","-50.261722","-24.584028","50°15'42,2 W","24°35'02,5 S","erva ca. 0,40 m, heliófita, palustre. Flores verdes.",NA,NA,"4951","1098","1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-10-17 08:05:48-03","UTFPR","HCF","15626","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.E. Engels","2013",NA,NA,"E.D. Lozano","2013","11","27","Brasil","PR","Piraí do Sul","Pousada Pirahy da Serra","-50.020278","-24.466944","50°01'13 W","24°28'01 S","herbácea, 25 cm, flores verdes, campo úmido.",NA,NA,"1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-10-17 08:05:48-03","UTFPR","HCF","15640","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","E.D. Lozano","2013",NA,NA,"E.D. Lozano","2013","12","19","Brasil","PR","Palmeira","Fazenda Boiada","-49.8625","-25.285833","49°51'45 W","25°17'09 S","herbácea, 50 cm, flores verdes, campo úmido.",NA,NA,"2481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2019-10-17 08:05:48-03","UTFPR","HCF","15787","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.E. Engels","2014",NA,NA,"E.D. Lozano","2013","11","26","Brasil","PR","Carambeí","estrada para o Rio Sâo João, Alto","-50.123056","-25.906111","50°07'23 W","25°54'22 S","herbácea, 25 cm, flores verdes, campo úmido.",NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-08-16 08:40:26-03","UTFPR","HCF","4654","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J.F. Stancik","2007","03","29","A.R. Silva","2006","11","19","Brasil","PR","Palmeira","Rio dos Papagaios","-49.768333","-25.47","49°46'06 W","25°28'12 S","herbácea, heliófita, ereta, em campo úmido. Flores verdes.",NA,NA,"146","982","982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2019-10-17 08:05:49-03","UTFPR","HCF","25327","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.G. Caxambu","2018","05","15","M.G. Caxambu","2018","04","12","Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","-51.862833","-25.916361","51°51'46,2 W","25°54'58,9 S","erva heliófita, ca. 0,40 m. Floress verdes. Frutos enegrecidos.",NA,NA,"8130","1098","1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-10-17 08:05:48-03","UTFPR","HCF","18746","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","E. Barboza","2013","11","28","M.L. Brotto","2013","11","16","Brasil","PR","Guaraqueçaba","PARNA do Superagui, Barra do Superagui","-48.216389","-25.461389","48°12'59 W","25°27'41 S","erva terrícola; flores verdes.",NA,NA,"1435","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
