"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"404","2019-10-17 08:05:48-03","UTFPR","HCF","15752","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","E.D. Lozano","2013",NA,NA,"E.D. Lozano","2013","12","17","Brasil","PR","Palmeira","Rodovia BR-376","-49.811111","-25.374722","49°48'40 W","25°22'29 S","herbácea, 30 cm, flores verdes, campo úmido.",NA,NA,"2384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2019-10-17 08:05:48-03","UTFPR","HCF","28723","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.G. Caxambu","2019","06","03","M.G. Caxambu","2019","05","16","Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","-51.829861","-25.941056","51°49'47,5 W","25°56'27,8 S","erva heliófita, terrícola, ca. 0,60 m. Flores verdes. Frutos imaturos verdes e maduros castanhos. Orla de floresta.",NA,NA,"8972","1022","1022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2020-01-27 17:29:03-03","UTFPR","HCF","30197","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.E. Engels","2018","01","09","J.M. Silva","2017","11","23","Brasil","PR","Palmeira","Recanto dos Papagaios","-49.766389","-25.464444","49°45'59 W","25°27'52 S","erva terrícola, flor esverdeada. Sobre solo hidromórfico (campo úmido).",NA,NA,"9946","960","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-10-17 08:05:48-03","UTFPR","HCF","15662","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.E. Engels","2013",NA,NA,"E.D. Lozano","2013","12","04","Brasil","PR","Balsa Nova","São Luiz do Purunã","-49.721944","-25.466944","49°43'19 W","25°28'01 S","herbácea, 30 cm, flores verdes, campo úmido.",NA,NA,"2160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2019-08-16 08:40:26-03","UTFPR","HCF","10227","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J. Cordeiro","2013",NA,NA,"M.G. Caxambu","2012","02","02","Brasil","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.822056","-25.124472","48°49'19,4 W","25°07'28,1 S","erva terrestre, heliófita ca. 0,70 m. Flores esverdeadas.",NA,NA,"3680","1280","1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2019-10-17 08:05:48-03","UTFPR","HCF","15625","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.E. Engels","2013",NA,NA,"E.D. Lozano","2013","11","29","Brasil","PR","Piraí do Sul","Rodovia PR-151","-49.859722","-24.393333","49°51'35 W","24°23'36 S","terrícola, 30 cm, flores verdes, campo úmido.",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-08-16 08:40:26-03","UTFPR","HCF","10706","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J. Cordeiro","2013",NA,NA,"M.G. Caxambu","2012","04","30","Brasil","SP","Cananéia","Fazenda Aroeira - Arredores","-47.837306","-24.886611","47°50'14,3 W","24°53'11,8 S","erva terrestre, heliófita, ereta, ca. 0,40 m. Flores verdes.",NA,NA,"4135","22","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-10-17 08:05:49-03","UTFPR","HCF","22332","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M.L. Brotto","2016","11","22","J.M. Silva","2015","11","22","Brasil","PR","Castro","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","50°07'12 W","24°44'14 S","erva terrícola; flores verdes.",NA,NA,"9135","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2019-10-17 08:05:49-03","UTFPR","HCF","24205","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","E.D. Lozano","2011",NA,NA,"E.D. Lozano","2011","03","07","Brasil","PR","Morretes","Conjunto Marumbi, Rochedinho","-48.834400177002","-25.476900100708",NA,NA,"herbácea, 50 cm, flor alva. Campo sujo. Unicata.",NA,NA,"530",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"413","2019-10-17 08:05:48-03","UTFPR","HCF","8819","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","G. Pabst","1970",NA,NA,"L.T. Dombrowski","1968","02","16","Brasil","PR","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"terrestre, flor creme; freqüente.",NA,NA,"2956",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"414","2020-09-02 11:21:30-03","UFSM","SMDB","13824","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Portalet, A","2009",NA,NA,"Portalet, A","2009","12","13","Brasil","Rio Grande do Sul","Manoel Viana",NA,"-55.4827995300293","-29.5891990661621",NA,NA,"Terrícola, coletada em campo nativo alagado, flores esverdeadas, labelo trilobado.","SMDB013824",NA,"70",NA,NA,NA,NA,NA,NA,NA,"43920","auto",NA,NA,NA,NA,NA,NA,NA,NA
"415","2020-09-02 11:21:30-03","UFSM","SMDB","1848","S","Plantae","Orchidaceae","Habenaria","aff. parviflora","Habenaria aff. parviflora","L.","Portalet, A.A.","2016","06","16","Alvarez, A.F.","1980","12","18","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB001848",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"416","2020-09-02 11:21:30-03","UFSM","SMDB","13826","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Portalet, A","2009","11",NA,"Portalet, A","2009","11",NA,"Brasil","Rio Grande do Sul","Santa Maria","Bairro Camobi- UFSM -Jardim Botânico","-53.8069000244141","-29.6842002868652",NA,NA,"Terrícola coletada em campo dentro do Jardim Botânico","SMDB013826",NA,"69",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"417","2019-11-25 12:12:23-03","UFSM","SMDB","351","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Portalet, A.A.","2016","06","16","Rau, G","1939","10","03","Brasil","Rio Grande do Sul","Santa Maria","Chácara Municipal","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB000351",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"418","2019-11-25 12:12:23-03","UFSM","SMDB","839","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Portalet, A.A.","2016","06","16","Beltrão, R",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Fazenda Santa Marta","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB000839",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"419","2020-09-02 11:21:30-03","UFSM","SMDB","1860","S","Plantae","Orchidaceae","Habenaria","aff. parviflora","Habenaria aff. parviflora","L.","Portalet, A.A.","2016","06","16","Alvarez, A.F.","1980","12","23","Brasil","Rio Grande do Sul","Santa Maria","Parque de Exposisões da UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB001860",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-11-25 12:12:23-03","UFSM","SMDB","5272","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Portalet, A.A.","2016","06","16","Breier, T B",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Campus UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB005272",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"421","2020-12-21 16:38:32-03","MBM","MBM","395256","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2013","02","20","Engels, M.E.; Ferneda Rocha, L.C.; Michelon, C.; Ferneda Rocha, L.C.; Michelon, C.","2013","02","20","Brazil","Paraná","Adrianopólis","Parque Estadual das Lauráceas, trilha da Estrada","-48.9911003112793","-24.6571998596191",NA,NA,"Terrestre em local úmido. Folhas e caule verdes. Flores verdes.","MBM395256","MBM395256","1078",NA,NA,"Southern America",NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-12-21 16:38:32-03","MBM","MBM","366897","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2019","04","11","Hattori, E.K.O.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","2011","02","04","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"Erva terrestre ca. 20cm de altura, flor creme.; Campo de altitude, solo brejoso.","MBM366897","MBM366897","1325",NA,NA,"Southern America",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-12-21 16:38:32-03","MBM","MBM","395789","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2015","04","14","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","11","02","Brazil","Paraná","Carambeí","Alto Carambeí, estrada para rio São João","-50.0971984863281","-24.9178009033203",NA,NA,"Folhas e flores verdes.; Floresta Ombrófila Mista. Em campo úmido.","MBM395789","MBM395789","1930",NA,NA,"Southern America",NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA,NA,NA
"424","2020-12-21 16:38:32-03","MBM","MBM","62735","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barros, F. de",NA,NA,NA,"Hatschbach, G.","1978","12","07","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM062735","MBM062735","41910",NA,NA,"Southern America",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"425","2020-12-21 16:38:32-03","MBM","MBM","29385","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1974","01","08","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM029385","MBM029385","33636",NA,NA,"Southern America",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"426","2020-12-21 16:38:32-03","MBM","MBM","170638","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Correa, M.N.",NA,NA,NA,"Krapovickas, A.; et al.; et al.","1994","01","29","Brazil","Rio Grande do Sul","Canela","Camino a São Fracisco de Paulo, 12 Km E de Canela","-50.815601348877","-29.3656005859375",NA,NA,"Terrícola.","MBM170638","MBM170638","44691",NA,NA,"Southern America",NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA
"427","2020-12-21 16:38:32-03","MBM","MBM","395883","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2013","12","10","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","12","10","Brazil","Paraná","Balsa Nova","São Luiz do Purunã, Rodovia BR 277, ao lado do posto da polícia rodoviária","-49.6356010437012","-25.5839004516602",NA,NA,"Planta com folhas e flores verdes claras.; Floresta Ombrófila Mista. Em campo úmido.","MBM395883","MBM395883","2049",NA,NA,"Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"428","2020-12-21 16:38:32-03","MBM","MBM","346275","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2019","04","12","Marinero, F.","2006","04","02","Brazil","Paraná","Campina Grande do Sul","Terra Boa","-49.0553016662598","-25.3055992126465",NA,NA,"Erva, 40 cm. Flor amarela. Barranco da beira da estrada; Erva 40cm, flor amarela.; Barranco da beira da estrada.","MBM346275","MBM346275","28",NA,NA,"Southern America",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"429","2020-12-21 16:38:33-03","MBM","MBM","63982","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barros, F. de",NA,NA,NA,"Oliveira, P.I.","1980","02","12","Brazil","Paraná","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,"Terrícola.","MBM063982","MBM063982","205",NA,NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"430","2020-12-21 16:38:32-03","MBM","MBM","396036","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2013","12","13","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","12","13","Brazil","Paraná","Palmas","Refúgio de Vida Silvestre de Campos de Palmas, margem de riacho que desagua no rio Chopim","-51.9906005859375","-26.4841995239258",NA,NA,"Planta verde clara.; Floresta Ombrófila Mista. Em campo.","MBM396036","MBM396036","2208",NA,NA,"Southern America",NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-12-21 16:38:32-03","MBM","MBM","320346","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2014","04","07","Tessmann, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"Erva. Flor verde. Não raro.; Consorcio: Pântano (p.Praia). Na margem pantanoso dum córrego da praia.","MBM320346","MBM320346","1953",NA,NA,"Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-12-21 16:38:32-03","MBM","MBM","386354","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barboza, E.","2013","11","28","Brotto, M.L.; Picoli, A.; Martinazzo, G.M.; Picoli, A.; Martinazzo, G.M.","2013","11","16","Brazil","Paraná","Guaraqueçaba","PARNA do Superagui, Barra do Superagui","-48.216389","-25.461389","-48.216389","-25.461389","Erva terrícola; flores verdes.; Formação Pioneira com Influência Marinha (restinga).","MBM386354","MBM386354","1435","2","2","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-12-21 16:38:32-03","MBM","MBM","387687","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2014",NA,NA,"Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2013","11","26","Brazil","Paraná","Carambeí","Estrada para o Rio São João, Alto Carambeí","-50.123083","-25.906028","-50.123083","-25.906028","Herbácea, 25 cm, flores verdes, campo úmido.; Campos Gerais","MBM387687","MBM387687","1907",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-12-21 16:38:32-03","MBM","MBM","386354","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barboza, E.","2013","11","28","Brotto, M.L.; Picoli, A.; Martinazzo, G.M.; Picoli, A.; Martinazzo, G.M.","2013","11","16","Brazil","Paraná","Guaraqueçaba","PARNA do Superagui, Barra do Superagui","-48.216389","-25.461389","-48.216389","-25.461389","Erva terrícola; flores verdes.; Formação Pioneira com Influência Marinha (restinga).","MBM386354","MBM386354","1435","2","2","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2020-12-21 16:38:32-03","MBM","MBM","387699","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2013",NA,NA,"Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2013","11","27","Brazil","Paraná","Piraí do Sul","Pousada Pirahy da Serra","-50.020306","-24.466972","-50.020306","-24.466972","Herbácea, 25 cm, flores verdes, campo úmido.; Campos Gerais","MBM387699","MBM387699","1943",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-12-21 16:38:32-03","MBM","MBM","387727","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2013",NA,NA,"Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2013","11","29","Brazil","Paraná","Piraí do Sul","Rodovia PR-151","-49.859694","-24.393444","-49.859694","-24.393444","Terrícola, 30 cm, flores verdes, campo úmido.; Campos Gerais","MBM387727","MBM387727","2020",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-12-21 16:38:32-03","MBM","MBM","387757","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2013",NA,NA,"Lozano, E.D.","2013","12","04","Brazil","Paraná","Balsa Nova","São Luiz do Purunã","-49.721806","-25.466972","-49.721806","-25.466972","Herbácea, 30 cm, flores verdes, campo úmido.; Campos Gerais","MBM387757","MBM387757","2160",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-12-21 16:38:32-03","MBM","MBM","387790","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Lozano, E.D.","2013",NA,NA,"Lozano, E.D.","2013","12","17","Brazil","Paraná","Palmeira","Rodovia BR-376","-49.811111","-25.374639","-49.811111","-25.374639","Herbácea, 30 cm, flores verdes, campo úmido.; Campos Gerais","MBM387790","MBM387790","2384",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-12-21 16:38:32-03","MBM","MBM","387811","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Lozano, E.D.","2013",NA,NA,"Lozano, E.D.","2013","12","19","Brazil","Paraná","Palmeira","Fazenda Boiada","-49.8625","-25.285694","-49.8625","-25.285694","Herbácea, 50 cm, flores verdes, campo úmido.; Campos Gerais","MBM387811","MBM387811","2481",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-12-21 16:38:32-03","MBM","MBM","349229","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2019","04","11","Gasper, A.L. de; Brogni, E.; Brogni, E.","2008","02","28","Brazil","Santa Catarina","Taió","Sentido Fazenda Bretzke","50.22","-27.0925","50.22","-27.0925","Terrícola, herbácea, flor esverdeada.; Floresta Ombrófila Mista, bem próximo ecótono com Floresta Ombrófila Densa, planta coletada no banhado.","MBM349229","MBM349229","1527","802","802","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-12-21 16:38:32-03","MBM","MBM","389011","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro, J.","2014","05","12","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","2013","12","18","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278","-49.768333","-25.465278","Herbácea; flores alvacentas.; Campo úmido.","MBM389011","MBM389011","4152","957","957","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-12-21 16:38:32-03","MBM","MBM","391243","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro, J.","2013",NA,NA,"Caxambu, M.G.","2012","02","02","Brazil","Paraná","Campina Grande do Sul","Morro Alpino, Morro da Embratel","-48.822056","-25.124472","-48.822056","-25.124472","Erva terrestre, heliófita ca. 0,7m. Flores esverdeadas.; Relevo: montanhoso. Vegetação: Floresta Ombrófila Densa Altomontana.","MBM391243","MBM391243","3680","1280","1280","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-12-21 16:38:32-03","MBM","MBM","391586","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M.E.","2014","05","22","Cordeiro, J.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","2013","03","07","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza","-48.778956","-25.255703","-48.778956","-25.255703","Terrícola; flores de cor creme-esverdeadas.; Campo de altitude.","MBM391586","MBM391586","4724","800","800","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-12-21 16:38:32-03","MBM","MBM","401270","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barboza, E.","2015","12","15","Brotto, M.L.; Lubow, S.; Zemke, J.M.; Lubow, S.; Zemke, J.M.","2015","12","04","Brazil","Paraná","Curitiba","Bairro Sítio Cercado","-49.279722","-25.53","-49.279722","-25.53","Erva ereta; flores verdes.; Estepe Gramíneo-lenhosa (Campos de Curitiba).","MBM401270","MBM401270","2184","910","910","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2020-12-21 16:38:32-03","MBM","MBM","402086","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barboza, E.","2016","01",NA,"Silva, J.M.; Motta, J.T.; Motta, J.T.","2015","03","20","Brazil","Paraná","Curitiba","CIC","-49.326944","-25.553333","-49.326944","-25.553333","Terrícola. Flor esverdeada.; Banhado.","MBM402086","MBM402086","8825","906","906","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2020-12-21 16:38:32-03","MBM","MBM","402447","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barboza, E.","2014",NA,NA,"Ribas, O.S.; Morales, M.; Morales, M.","2009","04","21","Brazil","Paraná","Ponta Grossa","Itaiacoca","-49.955556","-25.146944","-49.955556","-25.146944","Herbácea de 50cm. Flor verde.; Brejo.","MBM402447","MBM402447","8249","1035","1035","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
