"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","continentOcean","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","individualCount"
"159","2021-02-08 12:54:46-03","UFRGS","ICN","193458","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED","2392","2013","12","17","Brasil","PR","Palmeira","Rodovia BR-376,Km 543,rio lajeado a beira da estrada.","-49.811111","-25.374444","-49.811111","-25.374444","Cespitosa,70cm,flor amarela,margem de rio lajeado.; Campos Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"160","2021-02-08 12:54:46-03","UFRGS","ICN","193459","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED","2146","2013","12","04","Brasil","PR","Balsa Nova","São Luís do Purunã,próximo a pousada Cainã.","-49.721944","-25.438611","-49.721944","-25.438611","Cespitosa,90cm,flores amarelas,campo úmido próximo a rio lajeado.; Campos Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"161","2021-02-08 12:54:46-03","UFRGS","ICN","193460","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED; Engesl, ME","2256","2013","12","11","Brasil","PR","Guarapuava","Rodovia PR-466,Próximo a Polícia Rodoviária.","-51.503889","-25.318056","-51.503889","-25.318056","Cespitosa,1,5m,flores amarelas,campo úmido,relva alta.; Campos de Guarapuava.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"162","2021-02-08 12:54:46-03","UFRGS","ICN","193461","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED; Saridakis, DP","1911","2013","11","26","Brasil","PR","Piraí do Sul","Chácara Santa Rita da Serra.","-50.016944","-24.480833","-50.016944","-24.480833","Cespitosa,30 cm,flores amarelas, campo úmido,solo turfoso.; Campos Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"163","2021-02-08 12:54:46-03","UFRGS","ICN","193476","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED; Wanderley, MGL","1865","2013","11","20","Brasil","PR","Piraquara","Reservatório Piraquara II,estrada para o Morro do Canal próximo ao reservatório.","-49.023056","-25.513889","-49.023056","-25.513889","Cespitosa,70cm,flores amarelas,rizoma ereto,campo úmido.; Campos Curitiba.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:54:46-03","UFRGS","ICN","193427","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Engels, ME; Reynald, DT","2018","2013","11","23","Brasil","PR","Lapa","Passa 2/Pedra alta.Km 210 da BR 476.","-49.7158012390137","-25.7696990966797",NA,NA,"Bainhas castanhas. Folhas verdes. Espiga Castanha. Flores Amarelas.; Floresta Ombrófila Densa.Em campo úmido.",NA,NA,"Monocotyledon","Lozano, E D","2015",NA,NA,NA,NA,"América do Sul","49965","auto",NA,NA,NA,NA
"165","2021-02-08 12:54:46-03","UFRGS","ICN","101237","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Rúgolo, Z; Longhi-Wagner, H; Boechat, S; Molina, AM","s.n.","1992","12","14","Brasil","PR","Ponta Grossa","Parque Estadual Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"flor amarilla",NA,NA,"Monocotyledon","Lozano, ED","2018",NA,NA,NA,NA,"América do Sul","46557","auto",NA,NA,NA,NA
"166","2020-08-26 10:51:06-03","MCN-FZBRS","HAS","94495","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L. A. Nilsson","Silveira, N.","1965",NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","Próximo a serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"No campo, lugar úmido, flores amarelas.","HAS0094495",NA,"Magnoliophyta","Lozano, E. D.","2017",NA,NA,NA,NA,NA,"55856","auto",NA,"12","14",NA
"167","2020-12-23 08:49:04-03","IBt","SP","412376","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Andrade, BO","48","2008","10","31","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"168","2021-01-07 09:34:39-03","IBt","SP","467906","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2177","2013","12","10","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"169","2021-01-07 09:34:39-03","IBt","SP","467889","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2157","2013","12","04","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"170","2021-01-07 09:34:39-03","IBt","SP","467907","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2146","2013","12","04","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"171","2021-01-07 09:34:39-03","IBt","SP","453289","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Forzza, RC","7344","2012","10","06","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"172","2021-01-07 09:34:39-03","IBt","SP","467893","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2180","2013","12","10","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"173","2021-01-07 09:34:39-03","IBt","SP","467904","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2135","2013","12","04","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"174","2021-01-07 09:34:39-03","IBt","SP","467896","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2269","2013","12","12","Brasil","Paraná","Candói",NA,"-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA
"175","2021-01-07 09:34:39-03","IBt","SP","467900","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1697","2013","11","02","Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA
"176","2021-01-07 09:34:39-03","IBt","SP","467902","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2635","2014","02","18","Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA
"177","2021-01-07 09:34:39-03","IBt","SP","467890","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2262","2013","12","11","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA
"178","2021-01-07 09:34:39-03","IBt","SP","467908","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2230","2013","12","11","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA
"179","2021-01-07 09:34:39-03","IBt","SP","467888","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2231","2013","12","11","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA
"180","2021-01-07 09:34:39-03","IBt","SP","467909","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2256","2013","12","11","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA
"181","2021-01-07 09:34:39-03","IBt","SP","453299","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1183","2012","11","24","Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"182","2021-01-07 09:34:39-03","IBt","SP","467899","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2058","2013","11","29","Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"183","2021-01-07 09:34:39-03","IBt","SP","467885","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2360","2013","12","14","Brasil","Paraná","Lapa",NA,"-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA
"184","2019-11-21 10:19:58-03","IBt","SP","497957","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Engels, ME; Reynald, DT","2018","2013","11","23","Brasil","Paraná","Lapa","Passa 2/Pedra Alta. Km 210 da BR 476","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,"Lozano, ED","2015",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA
"185","2021-01-07 09:34:39-03","IBt","SP","467892","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2349","2013","12","13","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"186","2021-01-07 09:34:39-03","IBt","SP","467894","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2312","2013","12","13","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"187","2021-01-07 09:34:39-03","IBt","SP","453227","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1232","2013","02","22","Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"188","2021-01-07 09:34:39-03","IBt","SP","453228","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1077","2012","10","10","Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"189","2021-01-07 09:34:39-03","IBt","SP","467905","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2455","2013","12","19","Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"190","2021-01-07 09:34:39-03","IBt","SP","467887","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1884","2013","11","26","Brasil","Paraná","Piraí do Sul",NA,"-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA
"191","2021-01-07 09:34:39-03","IBt","SP","453226","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1199","2012","11","24","Brasil","Paraná","Piraí do Sul",NA,"-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA
"192","2021-01-07 09:34:39-03","IBt","SP","467895","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1865","2013","11","20","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"193","2020-12-23 08:49:04-03","IBt","SP","412367","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Andrade, BO","51","2008","12","06","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"194","2021-01-07 09:34:39-03","IBt","SP","467903","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2507","2013","11","20","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"195","2021-01-07 09:34:39-03","IBt","SP","467898","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2511","2013","12","20","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"196","2020-12-23 08:49:04-03","IBt","SP","412363","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Andrade, BO","51","2008","12","06","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"197","2020-12-23 08:49:04-03","IBt","SP","412362","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Andrade, BO","49","2008","10","14","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"198","2021-01-07 09:34:39-03","IBt","SP","467886","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2451","2013","12","18","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"199","2020-12-23 08:49:04-03","IBt","SP","412360","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Andrade, BO","50","2008","12","06","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"200","2021-01-07 09:34:39-03","IBt","SP","467891","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2497","2013","12","19","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"201","2021-01-07 09:34:39-03","IBt","SP","467897","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2498","2013","12","20","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"202","2021-01-07 09:34:39-03","IBt","SP","467884","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","1575","2013","10","16","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"203","2020-11-26 10:01:07-03","IBt","SP","382775","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Carmo, MRB","91","2003","01","11","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"204","2021-01-07 09:34:39-03","IBt","SP","467901","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, ED","2534","2013","12","21","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"205","2020-07-16 10:06:10-03","IBt","SP","290998","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Souza, VC","7179","1994","11","13","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"Lozano, ED","2014",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
