"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","class"
"55","2020-11-05 09:51:20-03","IBt","SP","351714","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Martinelli, G; Wanderley, MGL; Barbará, T; Sousa, GM; Azoury, R","15832","1999","10","03","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Estrada para Barra Grande.","-48.418333","-24.648361",NA,NA,NA,NA,NA,"-48.418333","-24.648361","600","900",NA,NA
"56","2020-11-05 09:51:20-03","IBt","SP","351715","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Martinelli, G; Wanderley, MGL; Barbará, T; Sousa, GM; Azoury, R","15814","1999","10","03","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Estrada para Barra Grande.","-48.42475","-24.315889",NA,NA,NA,NA,NA,"-48.42475","-24.315889","600","900",NA,NA
"57","2019-11-21 10:02:25-03","IBt","SP","397029","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Martins, SE","2007","08",NA,NA,"Martins, SE; Louzada, RB; Queiroz, RT; Imperial, V","1072","2007","08","28","Brasil","São Paulo","São Vicente","Estação Acaraú - Linha Mairinque-Santos.","-46.475556","-23.928889",NA,NA,NA,NA,NA,"-46.475556","-23.928889",NA,NA,NA,NA
"58","2020-11-05 09:51:20-03","IBt","SP","23122","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Hoehne, FC","s.n.","1928","10","20","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-05 09:51:20-03","IBt","SP","41608","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Kuhlmann, M","s.n.","1939","09","01","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-05 09:51:20-03","IBt","SP","178418","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Braga, PIS","1672","1969","07","29","Brasil","Rio de Janeiro","Itaguaí","Praia da Boracéia.","-43.7752990722656","-22.8521995544434","17747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-05 09:51:20-03","IBt","SP","287390","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Souza, JP; Miyagi, PH; Zandoval, JA","100","1995","02","14","Brasil","São Paulo","Barra do Turvo","10km de Barra do Turvo em direção a Pariquera-Açu.","-48.5046997070312","-24.7563991546631","38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-03 09:40:44-03","IBt","SP","384117","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.",NA,NA,NA,NA,NA,"Wanderley, MGL; Louzada, RB; Martins, SE","2467","2005","06","23","Brasil","São Paulo","Bertioga","Fazenda da Familia Pinto.","-46.138599395752","-23.8544006347656","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-05 09:51:20-03","IBt","SP","374428","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Martins, SE","884","2004","09","15","Brasil","São Paulo","Bertioga","Praia do Itaguaré. Em cultivo.","-46.138599395752","-23.8544006347656","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-05 09:51:20-03","IBt","SP","277089","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Rossi, L; Shirasuna, RT; Simão Bianchini, R; Kiyama, CY","1657","1994","09","05","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242","19656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-05 09:51:20-03","IBt","SP","195318","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Custodio Filho, A","1768","1983","10","26","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242","19656","auto",NA,NA,NA,NA,NA,"890","950",NA,NA
"66","2020-11-05 09:51:20-03","IBt","SP","232039","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Barros, F; Silva, EG; Lima, RCP","1572","1988","09","08","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Na estrada para a captação da água doce.","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-05 09:51:20-03","IBt","SP","286582","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Souza, VC; Rodrigues, RR; Arzolla, FARP; Ivanauskas, NM; Souza, JP; Scalon, VR; et al.","9011","1995","09","03","Brasil","São Paulo","Cananéia","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araça e a área conhecida como descampado.","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-05 09:51:20-03","IBt","SP","237379","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE",NA,NA,NA,NA,"Passos, LC","23114","1990","02","24","Brasil","São Paulo","Capão Bonito","Fazenda Intervales.","-48.3400001525879","-24","39505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:02:25-03","IBt","SP","412969","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Louzada, RB",NA,NA,NA,NA,"Louzada, RB","97","2008","08","18","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-05 09:51:20-03","IBt","SP","41477","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Kuhlmann, M","s.n.","1939","08","25","Brasil","São Paulo","Guapiara","Km 278 da estrada de rodagem.","-48.5299987792969","-24.1800003051758","20045","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-05 09:51:20-03","IBt","SP","297200","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Franco, GADC; Pastore, JA","1425","1996","05","15","Brasil","São Paulo","Iporanga","Parque Estadual Turístico do Alto Ribeira","-48.5900001525879","-24.5799999237061","38740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-05 09:51:20-03","IBt","SP","258372","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL; Kirizawa, M; Gomes da Silva, SJ","1993","1992","08","24","Brasil","São Paulo","Iporanga","Trilha do Carmo, Fazenda Intervales.","-48.5900001525879","-24.5799999237061","38740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-05 09:51:20-03","IBt","SP","118378","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Mattos, J","11853","1964","11","07","Brasil","São Paulo","Itapecerica da Serra",NA,"-46.8400001525879","-23.7099990844727","12011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-05 09:51:20-03","IBt","SP","163544","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL","205","1980","06","03","Brasil","São Paulo","Mogi das Cruzes","Reserva Casa Grande.","-46.1883010864258","-23.5228004455566","28666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-05 09:51:20-03","IBt","SP","163542","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL","206","1980","06","03","Brasil","São Paulo","Mogi das Cruzes","Reseva Casa Grande.","-46.1883010864258","-23.5228004455566","28666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-05 09:51:20-03","IBt","SP","384124","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Martins, SE; Wanderley, MGL; Fiorato, L","913","2005","09","21","Brasil","São Paulo","Pariquera-Açu","Campina do Encantado, trilha da Brejaúva.","-47.8800010681152","-24.7099990844727","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-05 09:51:20-03","IBt","SP","384125","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Martins, SE; Wanderley, MGL; Fiorato, L","914","2005","09","21","Brasil","São Paulo","Pariquera-Açu","Campina do Encantado, Trilha da Palmácea.","-47.8800010681152","-24.7099990844727","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-05 09:51:20-03","IBt","SP","258364","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL; Kirizawa, M; Gomes da Silva, SJ","2010","1992","08","26","Brasil","São Paulo","Ribeirão Grande","Barra Grande, Fazenda Intervales.","-48.3600006103516","-24.0900001525879","25028","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-05 09:51:20-03","IBt","SP","374429","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL","2453","2004","08","04","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales","-48.3600006103516","-24.0900001525879","25028","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-05 09:51:20-03","IBt","SP","254913","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Sugiyama, M; Kirizawa, M","1036","1992","09","24","Brasil","São Paulo","São Miguel Arcanjo","Pq. E.C.Botelho.","-47.9900016784668","-23.8700008392334","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-05 09:51:20-03","IBt","SP","263571","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL; Kirizawa, M; Sugiyama, M","2062","1992","10","05","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela.","-47.9199981689453","-24.3799991607666","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-05 09:51:20-03","IBt","SP","263574","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL; Martins, SE","2007","10",NA,NA,"Wanderley, MGL; Kirizawa, M; Sugiyama, M","2065","1992","10","06","Brasil","São Paulo","Sete Barras","Fazenda Intervales, trilha, margem do rio Saibadela. Mata de baixada.","-47.9199981689453","-24.3799991607666","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-05 09:51:20-03","IBt","SP","382077","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","gracilis","Aechmea gracilis","Lindm.","Wanderley, MGL","2004","08",NA,NA,"Fratin, P","s.n.","2004","04",NA,"Brasil","São Paulo","Tapiraí",NA,"-47.5","-23.9599990844727","41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
