"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters"
"150","2021-02-08 12:36:58-03","UFRGS","ICN","162216","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Grings, M","Grings, M","702",NA,NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,"erva com flores amarelas; em campo pedregoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"151","2021-02-08 12:36:58-03","UFRGS","ICN","146357","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Cruz, F","Cruz, F","s.n.","2003","12","09","América do Sul","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"152","2021-02-08 12:36:58-03","UFRGS","ICN","159186","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Fernandes, AC","Fernandes, AC","s.n.","2008","12","16","América do Sul","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"Campo no topo da face Sul. S30°03'40,3 W51°07'25,6",NA,NA,NA,NA,NA,NA,NA,NA,"271","271",NA,NA,"29946","auto",NA,NA,NA,NA
"153","2021-02-08 12:36:58-03","UFRGS","ICN","158223","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Fernandes, AC","Fernandes, AC; Ritter, MR","s.n.","2008","01","18","América do Sul","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"Apenas com frutos.; Campo descendo pela estrada, próximo à entrada, face Norte (campo de Schlechtendalia). S30°03'25,2W51°06'59,1",NA,NA,NA,NA,NA,NA,NA,NA,"267","267",NA,NA,"29946","auto",NA,NA,NA,NA
"154","2021-02-08 12:36:58-03","UFRGS","ICN","103630","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Matzenbacher, NI","s.n.","1993","12","10","América do Sul","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"Campo seco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"155","2021-02-08 12:36:58-03","UFRGS","ICN","162653","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Ritter, MR","Buzatto, CR","562","2009","10","27","América do Sul","Brasil","RS","Porto Alegre","Morro Tapera","-51.2299995422363","-30.0331001281738",NA,"terrícola, campo seco",NA,NA,NA,"2019","01","25",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"156","2021-02-08 12:36:58-03","UFRGS","ICN","180096","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Mondin, C","Mondin, C","731","1991","09","09","América do Sul","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738",NA,"Capítulos amarelos, Subarbusto de ocorrência rara e agrupada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"157","2021-02-08 12:36:58-03","UFRGS","ICN","031383","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Ritter, MR","Valls, JFM; Irgang, BE; LIndeman, J","1379",NA,NA,NA,"América do Sul","Brasil","RS","Santana do Livramento","Cerro Palomas","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,NA,"2019","01","25",NA,NA,NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA
"158","2021-02-08 12:36:58-03","UFRGS","ICN","008566","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","10","15","América do Sul","Brasil","RS","Santana do Livramento","Cerro Palomas a 18 Km de Livramento","-55.5327987670898","-30.8908004760742",NA,"Morro de arenito com chapada de basalto na margem exposta da mesa basaltica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA
"159","2021-02-08 12:36:58-03","UFRGS","ICN","083433","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Sobral, M","Sobral, M; Esposito, K","5407",NA,NA,NA,"América do Sul","Brasil","RS","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,"erva, capítulos amarelos; em campo pedregoso na encosta de um cerro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"160","2021-02-08 12:36:58-03","UFRGS","ICN","086174","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Sobral, M","Sobral, M","3558",NA,NA,NA,"América do Sul","Brasil","RS","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"161","2021-02-08 12:36:58-03","UFRGS","ICN","127198","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Schneider, AA","Pinheiro, M","407","2002","12","08","América do Sul","Brasil","RS","Viamão","Parque Estadual de Itapuã, morro do Araçá","-51.0233001708984","-30.0811004638672",NA,"campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"162","2021-02-08 12:36:58-03","UFRGS","ICN","177696","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Vogel-Ely, C","Vogel-Ely, C; et al.","365","2013","05","08","América do Sul","Brasil","RS","Porto Alegre","Morro Santa Teresa","-51.233889","-30.077778",NA,"Datum da coordenadas WGS-84",NA,NA,NA,"2014","05","23","-51.233889","-30.077778","101","101",NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-02-08 12:36:58-03","UFRGS","ICN","179667","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Heiden, G","Heiden, G; Iganci, JRV","1455","2011","01","03","América do Sul","Brasil","RS","Jaguarão","BR 116, entre Arroio Grande e Jaguarão","-53.320833","-32.500556",NA,"Doação Herbário SPF; erva cespitosa em campo limpo. Folhas verde-claras. Brácteas involucrais verde-claras, ápice estramíneo. Flores amarelo-vivo. Estames alaranjados; campos de clima temperado (pampas), campo limpo no topo das coxilhas",NA,NA,NA,"2011","01","03","-53.320833","-32.500556","44","44",NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:36:58-03","UFRGS","ICN","187693","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Vogel-Ely, C","Vogel Ely, C; et al.","CVE464","2016","12","15","América do Sul","Brasil","RS","Viamão","Itapuã","-51.0275","-30.362222",NA,"Afloramento rochoso",NA,NA,NA,"2016","12","15","-51.0275","-30.362222","11","11",NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-02-08 12:36:58-03","UFRGS","ICN","176081","S","Plantae","Dicotyledon",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Bonilha, CL","Bonilha, CL","361","2011","09","22","América do Sul","Brasil","RS","São Lourenço do Sul","Fazenda Pedra Mole","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,"2012","03","12",NA,NA,NA,NA,NA,NA,"48842","auto",NA,NA,NA,NA
"166","2019-10-04 16:06:42-03","MCN-FZBRS","HAS","64117","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Mattos, J.","23883","1982","12",NA,NA,"Brasil","Rio Grande do Sul","Encruzilhada do Sul","A 5 km ao Sul da Estação Experimental,","-52.521900177002","-30.5438995361328",NA,"botão-de-ouro;","HAS0064117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62084","auto",NA,NA,NA,NA
"167","2019-10-04 16:06:42-03","MCN-FZBRS","HAS","56966","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Mattos, J.","22186","1981","01",NA,NA,"Brasil","Rio Grande do Sul","Pelotas","Estação Experimental do IBDF,","-52.3424987792969","-31.771900177002",NA,"botão-de-ouro; Inflorescêcncia amarelada.","HAS0056966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA
"168","2019-10-04 16:06:42-03","MCN-FZBRS","HAS","47530","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Nilson, A. D.","Carneiro, A.M.","s.n.","2009","02",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Depressão Central; Morro Sta Teresa, FASE CASE PADRE CACIQUE.","-51.2299995422363","-30.0331001281738",NA,"; erva no campo; bolão-de-ouro;","HAS0047530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"169","2019-10-04 16:06:42-03","MCN-FZBRS","HAS","12653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Bueno, O.","2866","1981","01",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Jardim Botânico - FZB, próximo a cerca do Hospital da Puc (defronte ao hospital).","-51.178068","-30.051692",NA,"botão-de-ouroerva; Folhas de roseta basal e flor amarelo - ouro, pouco numerosa e dispersa.","HAS0012653",NA,NA,NA,NA,NA,"-51,178068","-30,051692","53","53",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-10-04 16:06:42-03","MCN-FZBRS","HAS","56721","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Silveira, N.","4894","1987","12",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Na parte alta do Morro Santana,","-51.2299995422363","-30.0331001281738",NA,"botão-de-ouro; Inflorescência amarela, ornamental.","HAS0056721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"171","2019-11-21 10:01:17-03","IBt","SP","49314","S","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Cabrera, AL","Rosengurtt","4507","1943","02","09",NA,"Uruguai","Maldonado","Punta Ballena","Bosque Lussich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-21 10:01:17-03","IBt","SP","51560","S","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Rosengurtt","2782","1938","12","29",NA,"Uruguai","Cerro Largo",NA,"Cerro de las Cuentas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-21 10:01:17-03","IBt","SP","49208","S","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Leite, JE","2432","1942","01",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
