"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","identifiedBy","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"48","2021-01-10 20:51:55-03","INPA","INPA","285423","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.Singer","Krahl, DRP","107","2018","09","12","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke",NA,NA,NA,"INPA0285423",NA,"Manaus","-59.960172","-2.936542",NA,NA,NA,NA,NA,NA,NA,NA,"-59.960172","-2.936542",NA,NA,NA,NA
"49","2020-08-31 09:19:40-03","INPA","INPA","284827","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.Singer","Demarchi, LO","1188","2018","05","02","Southern America","Brasil","Amazonas","RDS Uatumã, Parcelas PELD-MAUA",NA,NA,NA,"INPA0284827",NA,"São Sebastião do Uatumã","-59.023147","-2.297222","Demarchi, LO",NA,"2018",NA,NA,NA,NA,NA,"-59.023147","-2.297222",NA,NA,NA,NA
"50","2020-08-31 09:19:40-03","INPA","INPA","280917","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Klein, VP","79","2016","11","09","Southern America","Brasil","Amazonas","RDS Uatumã, Campinarana, próximo a Torre de observaçao da Amazônia - ATTO.",NA,NA,NA,"INPA0280917",NA,"São Sebastião do Uatumã","-59.042361","-2.312722","Klein, VP",NA,NA,NA,NA,NA,NA,NA,"-59.042361","-2.312722",NA,NA,NA,NA
"51","2021-01-10 20:51:55-03","INPA","INPA","288416","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Demarchi, LO","1261","2018","07","14","Southern America","Brasil","Amazonas","RDS Uatumã, Parcelas do PELD-MAUA e arredores","40",NA,NA,"INPA0288416","40","São Sebastião do Uatumã","-59.218333","-2.191944","Demarchi, LO",NA,"2018",NA,NA,NA,NA,NA,"-59.218333","-2.191944",NA,NA,NA,NA
"52","2021-01-10 20:51:55-03","INPA","INPA","195072","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Ribeiro, JELS","866","1993","06","05","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Igarapé da Bolívia. Sentido Bairro Sabiá.",NA,NA,NA,"INPA0195072",NA,"Manaus","-59.966667","-2.883333","Ribeiro, JELS",NA,"1993","06",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA
"53","2020-08-31 09:19:40-03","INPA","INPA","84569","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Madison, M","PFE252","1978","10","14","Southern America","Brasil","Amazonas","Igarapé do Daará, Sta. Isabel do Rio Negro. Igarapé do Daará. Mata de igapó. Em fanerógamo vivo.",NA,NA,NA,"INPA0084569",NA,"Santa Isabel do Rio Negro","-64.833333","-0.416667","Braga, PIS","INPA0084569 INPA0084569_e INPA0084569_e1 INPA0084569_e2","1979",NA,NA,NA,NA,NA,"-64.833333","-0.416667",NA,NA,NA,NA
"54","2020-08-31 09:19:40-03","INPA","INPA","172748","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Cruz, J da","191","1993","06","11","Southern America","Brasil","Amazonas","Cultivado no orquidário do Urucu, Cultivada no orquidário do Urucu, coletada na locação Caapiranga, Campo Petrolífero do Rio Urucu.",NA,NA,NA,"INPA0172748",NA,"Coari","-63.1413993835449","-4.08500003814697","Cruz, J da","INPA0172748 INPA0172748_e","1993",NA,"340934","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-09-03 12:03:27-03","MBML","MBML-HERBARIO","49917",NA,"Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Chiron","12016","2012","03","21",NA,"Brasil","Espírito Santo","Biriricas",NA,NA,NA,"MBML049917",NA,"Domingos Martins","-40.583333","-20.316667",NA,"MBML049917",NA,NA,NA,NA,NA,NA,"40W35'","20S19'",NA,NA,NA,NA
"56","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","12443",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","L. Kollmann; et al","2893","2000","04","28",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,"Mata de encosta. Epifita em arvore caido. Frutos verdes avermelhados.","MBML012443",NA,"Santa Teresa","-40.530278","-19.971389","L. Kollmann/28-04-2000","MBML012443",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"57","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","18035",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","C. N. de Fraga","791","2001","08","03",NA,"Brasil","Espírito Santo","Estação Biológica Caixa D'Água",NA,NA,"Flores castanho avermelhado, labelo vinho com calos redondos.","MBML018035",NA,"Santa Teresa","-40.6075","-19.931389","L. Kollmann/16-01-2003","MBML018035",NA,NA,NA,NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA
"58","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","20359",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","R.R. Vervloet; et al","2262","2003","04","17",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,"Rupícola, flor de cor vinho, brácteas verdes. Topo de morro, dossel 2m.","MBML020359",NA,"Santa Teresa","-40.553056","-19.9075","L. Kollmann/29-03-2004","MBML020359",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"59","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","36669",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","U. Zottich","9","2003","02","27",NA,"Brasil","Espírito Santo","Sítio Canaã",NA,NA,NA,"MBML036669",NA,"Santa Teresa","-40.637778","-19.911667","L. Kollmann/27-02-2003","MBML036669",NA,NA,NA,NA,NA,NA,"40W38'16","19S54'42",NA,NA,NA,NA
"60","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","6212",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","L. Kollmann","89","1991","03","20",NA,"Brasil","Espírito Santo","Museu de Biologia Mello Leitão, Orquidário",NA,NA,"Flor cor de laranja, por dentro amarela. Crescendo no barranco da estrada. Junto ao capim meloso e samambaia.","MBML006212",NA,"Santa Teresa","-40.6","-19.936111","L. Kollmann/20-03-1991","MBML006212",NA,NA,NA,NA,NA,NA,"40W36'0","19S56'10",NA,NA,NA,NA
"61","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","4289",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","R. A. Kautsky",NA,"1987","10","21",NA,"Brasil","Espírito Santo","EX HORT.",NA,NA,"Doação do Sr. R.A.Kautsky, epífita cultivada em mata primária, culta in MBML.","MBML004289",NA,"Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-11-06 16:18:29-02","UFPB","EAN","3835","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.F.","L. P. Felix ; G. V. Dornelas","802","1987","03",NA,NA,"Brasil","Bahia",NA,NA,NA,"Coletada em mata atlântica-Floresta Tropical perenifolia Higrofila cesteira..Habitat: Epífita",NA,NA,"Una","-39.0753","-15.2933","L. P. Felix & G. V. Dornelas",NA,"1987","07","36070","auto",NA,"22",NA,NA,NA,NA,NA,NA
"63","2021-03-01 11:50:07-03","UFPE","UFP","78336","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb. f.) Carnevali & R.B. Singer","Pessoa, E; Amorim, BS; Costa-Lima, JL","930","2012","05","29",NA,"Brasil","Pernambuco",NA,NA,NA,"Epífita com flores purpúras passadas.","UFP078336",NA,"Jaqueira","-35.7933006286621","-8.72667026519775","Pessoa, E",NA,NA,NA,"11830","auto",NA,NA,"-35504.3333","-84312",NA,NA,NA,NA
"64","2021-03-01 11:50:07-03","UFPE","UFP","7100","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb. f.) Carnevali & R.B. Singer","Silva, M","s.n.","1980",NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,"Epífita; floração cultural: 03/1987; ausência de haste floral.; Epífita; floração cultural: 03/1987; ausência de haste floral.","UFP007100",NA,"Palmares","-35.5917015075684","-8.68332958221436","Pessoa, E",NA,"2012","06","18715","auto",NA,"25",NA,NA,NA,NA,NA,NA
"65","2021-03-01 11:50:07-03","UFPE","UFP","24927","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb. f.) Carnevali & R.B. Singer","Siqueira-Filho, JA; Vicente, JA","979","1999","07","09",NA,"Brasil","Pernambuco",NA,"700",NA,"Epífita em Cnidoscolus oliganthus (Euphorbiaceae) a ca. de 30cm alt., formando uma densa colônia com ca. de 50 indivíduos associada com Bromélias. Flores encarnadas, labelo com glândulas vináceas e polínias alaranjadas.; Epífita em Cni","UFP024927","700","Jaqueira","-35.833611","-8.710278","Pessoa, E",NA,"2012","06",NA,NA,NA,"25","-35.833611","-8.710278",NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","1399964","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana",NA,"O. Buchtien","461","1926","12","4","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","1691956","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","verrucifera","Maxillaria verrucifera","C. Schweinf.","G. Klug","10047","1936","12",NA,"South America - Neotropics","Peru","Loreto",NA,"100",NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"Isotype",NA,"1",NA
"68","2019-10-07 09:20:05-03","UEFS","HUEFS","220172","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Brito, A.L.T.","1215",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"HUEFS0220172",NA,NA,NA,NA,NA,"HUEFS0220172",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA
"69","2019-07-09 12:43:46-03","F","FMNH-SEEDPLANTS","V0459962F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana",NA,"P. Dusén","9834","1910","3","10","South America","Brazil",NA,NA,NA,NA,NA,"V0459962F",NA,NA,"-52.8731","-10.8339",NA,"V0459962F_01",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Focke, HC","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Focke, HC","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Van Lansberge","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Splitgerber, FL","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Reed, EC","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","prope urbem Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Reed, EC","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","prope urbem Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Splitgerber, FL","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Van Lansberge","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in sylvis umbrosis supra arbores ad Serra do Mar prope Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in sylvis umbrosis supra arbores ad Serra do Mar prope Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Wagener, H","s.n.",NA,NA,NA,"Southern America","Colombia",NA,"in Nova Granata prope Pericos",NA,NA,"Floret Aprili - Junio",NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Wagener, H","s.n.",NA,NA,NA,"Southern America","Colombia",NA,"in Nova Granata prope Pericos",NA,NA,"Floret Aprili - Junio",NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Em. Desvaux","s.n.(Hort.",NA,NA,NA,"Southern America","French Guiana",NA,"Etiam in Guiana gallica prope Cayene",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","desvauxiana","Maxillaria desvauxiana","Rchb.f.","Em. Desvaux","s.n.(Hort.",NA,NA,NA,"Southern America","French Guiana",NA,"Etiam in Guiana gallica prope Cayene",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:13:33-03","IBt","SP","34380","S","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Hoehne, FC","s.n.","1935","10","08",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","Mamede, MCH",NA,"2011","03","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:13:33-03","IBt","SP","247786","S","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Barros, F","s.n.","1991","03","20",NA,"Brasil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818","Mamede, MCH",NA,"2011","05","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:13:33-03","IBt","SP","375672","S","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Romanini, RP","210",NA,NA,NA,NA,"Brasil","São Paulo","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 17934, fl. 13-IV-2005",NA,NA,NA,NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818","Mamede, MCH",NA,"2011","05","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:13:33-03","IBt","SP","374610","S","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Romanini, RP","191",NA,NA,NA,NA,"Brasil","São Paulo","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 17934, fl. 23-III-2005",NA,NA,NA,NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818","Mamede, MCH",NA,"2011","05","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:13:33-03","IBt","SP","27220","S","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Marques, MW","s.n.","1929","01","03",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Itanhaém","-46.7799987792969","-24.1800003051758","Mamede, MCH",NA,"2011","07","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:13:33-03","IBt","SP","27381","S","Plantae",NA,NA,"Orchidaceae","Mapinguari","desvauxianus","Mapinguari desvauxianus","(Rchb.f.) Carnevali & R.B.Singer","Edwall, G","CGG3266p.p.","1896","02","10",NA,"Brasil","São Paulo","Cult. da Comissão",NA,NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121","Mamede, MCH",NA,"2011","07","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2010-08-16 16:42:06-03","AMES","HU-HERB","AMES 00101536","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","verrucifera","Maxillaria verrucifera","C. Schweinfurth","G. Klug","10047","1936","12",NA,"South America","Peru","Loreto","Vicinity of Iquitos","100","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","10047",NA,"undetermined"
