"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","sex","typeStatus"
"52","2021-04-05 12:35:01-03","UNIVASF","HVASF","14056","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","1331","2012","02","América do Sul","Brasil","Pernambuco","Cabrobó","Canal formado nas margens do rio São Francisco, a ca. de 1,5 km sentido leste da balsa para Pedra Branca (BA).","-39.463444","-8.547",NA,"Macrófita aquática submersa fixa. Ocorrendo em densas populações e junto a espécies de Cabomba haynesii","HVASF014056","HVASF014056_v01 HVASF014056_v02","2013","08","16","-39.463444","-8.547000","336","336","01",NA,NA,NA,NA,"U",NA
"53","2021-04-05 12:35:01-03","UNIVASF","HVASF","9851","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","L.Q. Matias","A.P. Fontana","7154","2010","10","América do Sul","Brasil","Pernambuco","Betânia","Barragem do Juá, Riacho Salgueiro, próximo ao Lote 10.","-38.046333","-8.423388",NA,"Aquática submersa fixa. Frutos axilares rosados.","HVASF009851",NA,"2011","09","22","-38.046333","-8.423388","415","415","15",NA,NA,NA,NA,"U",NA
"54","2021-04-05 12:35:01-03","UNIVASF","HVASF","16223","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","1907","2012","07","América do Sul","Brasil","Pernambuco","Parnamirim","Povoado Quixaba, Açude Caximbo, Margem do Açude.","-39.769166","-7.990416",NA,"Macrófita aquática submersa fixa.","HVASF016223",NA,"2012","10","16","-39.769166","-7.990416","406","406","03",NA,NA,NA,NA,"U",NA
"55","2021-04-05 12:35:01-03","UNIVASF","HVASF","13968","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","J.A. Siqueira Filho","J.A. Siqueira Filho","2773","2012","02","América do Sul","Brasil","Pernambuco","Afrânio","Povoado de Cachoeira do Roberto, na Lagoa da Cachoeira","-41.14025","-8.637916",NA,"Macrófita aquática submersa livre estéril. Densa população. Amostras também na coleção líquida.","HVASF013968",NA,"2012","02","24","-41.140250","-8.637916","489","489","24",NA,NA,NA,NA,"U",NA
"56","2021-04-05 12:35:01-03","UNIVASF","HVASF","14095","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","1370","2012","02","América do Sul","Brasil","Pernambuco","Cabrobó","Lote 02, Riacho do Estreito. Margem do canal a ca, de 3Km do Reservatório Terra Nova","-39.356805","-8.285722",NA,"Macrófita aquática submersa fixa.","HVASF014095",NA,"2013","08","17","-39.356805","-8.285722","360","360","01",NA,NA,NA,NA,"U",NA
"57","2021-04-05 12:35:01-03","UNIVASF","HVASF","16388","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","2070","2012","07","América do Sul","Brasil","Pernambuco","Parnamirim","Catinga grande, Rio Brigida, passagem molhada.","-39.57325","-8.044555",NA,"Macrófita aquática submersa fixa.","HVASF016388",NA,"2012","09","25","-39.573250","-8.044555","389","389","28",NA,NA,NA,NA,"U",NA
"58","2021-04-05 12:35:01-03","UNIVASF","HVASF","6072","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","L.Q. Matias","J.R. Maciel","1368","2009","11","América do Sul","Brasil","Pernambuco","Cabrobó","Área de canal. Lote 1","-39.355861","-8.287",NA,"Erva aquática submersa. Erva aquática submersa.","HVASF006072",NA,"2011","09","20","-39.355861","-8.287000","350","350","15",NA,NA,NA,NA,"U",NA
"59","2021-04-05 12:35:01-03","UNIVASF","HVASF","8488","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.J. Pott","A.P. Fontana","6758","2010","05","América do Sul","Brasil","Pernambuco","Salgueiro","Sítio Boa Vista, Açude DNOCS","-39.052027","-8.061277",NA,"Aquática submersa fixa. Frutos verdes.","HVASF008488",NA,"2011","06","30","-39.052027","-8.061277","442","442","23",NA,NA,NA,NA,"U",NA
"60","2021-04-05 12:35:01-03","UNIVASF","HVASF","16405","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","2087","2012","07","América do Sul","Brasil","Pernambuco","Ouricuri","Açude Tamboril, próximo a parede.","-40.148194","-7.895944",NA,"Macrófita aquática submersa fixa.","HVASF016405",NA,"2012","09","25","-40.148194","-7.895944","455","455","28",NA,NA,NA,NA,"U",NA
"61","2021-04-05 12:35:01-03","UNIVASF","HVASF","13895","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","1245","2012","01","América do Sul","Brasil","Pernambuco","Cabrobó","Lote 01, Riacho que corta o canal, a ca. de 7km antes do Reservatório Terra Nova","-39.346444","-8.324916",NA,"Macrófita aquática submersa fixa em água corrente, junto a agrupamentos de Azolla sp.","HVASF013895",NA,"2013","08","23","-39.346444","-8.324916","346","346","01",NA,NA,NA,NA,"U",NA
"62","2021-04-05 12:35:01-03","UNIVASF","HVASF","14037","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","V.M. Cotarelli","V.M. Cotarelli","1312","2012","02","América do Sul","Brasil","Ceará","Brejo Santo","Lote 05. Riacho dos Porcos a ca. de 2 km do Açude Atalho. Propriedade de Seu Naldo.","-38.887861","-7.633277",NA,"Macrófita aquática flutuante fixa. Riacho com ca. de 1m de profundidade.","HVASF014037","HVASF014037_v01 HVASF014037_v02","2013","08","15","-38.887861","-7.633277","404","404","01",NA,NA,NA,NA,"U",NA
"63","2019-11-21 10:07:07-03","IBt","SP","339894","S","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","França, F","Melo, E; et al.","2015","1997","02",NA,"Brasil","Bahia","Angüera","Lagoa 6","-39.2","-12.166667",NA,NA,"SP044797","SP044797","1998","03","16","-39.2","-12.166667","200","200",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:07:07-03","IBt","SP","192706","S","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","Haynes, RR","Ikusima, I; Gentil, JG","s.n.","1983","06",NA,"Brasil","Minas Gerais","Marliéria","Rio Doce, lago Jacaré","-42.7322006225586","-19.7122001647949",NA,NA,"SP044798","SP044798","1989",NA,"30",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"65","2019-11-21 10:07:07-03","IBt","SP","120970","S","Plantae",NA,NA,"Hydrocharitaceae","Najas","hoehnei","Najas hoehnei","W.Koch","Haynes, RR","Kuhlmann, M","s.n.","1933","04",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"SP003001","SP003001","2003",NA,"20",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"Isotype"
