"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","sex"
"953","2021-01-12 15:25:08-03","UFMG","BHCB-SL","121002","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Almeida, TE","2008","06","21","Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","2008","06","Brasil","Minas Gerais","Diamantina","Parque Nacional das Sempre Vivas; Veredas próximo","-43.620861","-17.794583","-43.620861","-17.794583","690","690","Terrestre em área aberta na Vereda",NA,"1433","21",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","2021-01-12 15:25:08-03","UFMG","BHCB-SL","104737","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Almeida, TE","2007","02",NA,"Almeida, TE; Souza, DT; Stehmann, JR; Mota, NFO; Viana, PL; Pivari, MOD; Souza, FL","2007","02","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares (C.V.R.D.); Estrada, Mata de Tabuleiro e Campina Alagavel","-39.962833","-19.209417","-39.962833","-19.209417","30","60","Terrestre na beira da estrada próximo à ponte do córrego João Pedro",NA,"642","07",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","2020-03-04 20:43:45-03","UFMG","BHCB-SL","42825","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","1998","08",NA,"Melo, Ede; França, F; Bezerra, M; Góes-Neto, LAA; Sepulveda, C","1997","01","Brasil","Bahia","Anguera","Lagoa 6","-39.2","-12.166667","-39.2","-12.166667","200","200","Erva aquatica sobre ilha flutuante de vegetais. Soros maduros marrom-escuro. Fronde coriáceo. Soros imaturos amarelos",NA,"2008","28",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","2020-03-04 20:43:45-03","UFMG","BHCB-SL","89582","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Figueiredo, JB; Salino, A","2004","06",NA,"Figueiredo, JB; Lima, SG de","2004","06","Brasil","Minas Gerais","Nova Lima","RPPN Capitão do Mato, Floresta Estacional Semidecidual","-43.916667","-20.916667","-43.916667","-20.916667",NA,NA,"Terrestre em área brejosa, a margem do Córrego Capitão do Mato",NA,"513","04",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","2020-03-04 20:43:45-03","UFMG","BHCB-SL","48626","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Santos, MG","1998","06","06","Santos, MG; Fevereiro, PCA","1995","04","Brasil","Rio de Janeiro","Restinga de Carapebus","Fazenda São Lázaro",NA,NA,NA,NA,NA,NA,"Dentro de alagado",NA,"111","19",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","2021-01-12 15:25:08-03","UFMG","BHCB-SL","31471","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","1996","01",NA,"Salino, A","1996","01","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar; Núcleo Picinguaba","-44.853056","-23.350278","-44.853056","-23.350278",NA,NA,"Terrestre, na borda de floresta de planície, em local com solo alagado",NA,"2443","30",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2021-01-12 15:25:08-03","UFMG","BHCB-SL","100950","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2006","07",NA,"Salino, A; Almeida, TE; Heringer, G","2006","07","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra; na região conhecid, Floresta Estacional Semidecidual Montana e Campos Rupestres","-42.907667","-18.028472","-42.907667","-18.028472","920","920","Terrestre em brejo na margem de estrada",NA,"11329","05",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2021-01-12 15:25:08-03","UFMG","BHCB-SL","133875","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Fernandes, RS","2008","10","23","Fernandes, RS; Maciel, S","2008","09","Brasil","Pará","Tucuruí","Zona de Preservação da Vida Silvestre Base 4; Ilha","-49.543306","-4.164667","-49.543306","-4.164667","75","107","Planta coletada em local aberto, periodicamente inundado",NA,"256","24",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2020-03-04 20:43:45-03","UFMG","BHCB-SL","137676","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito",NA,NA,NA,NA,"Pivari, MO; Silva, LVC; Arruda, AJ; Almeida, TE","2010","02","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11B","-50.427778","-6.340556","-50.427778","-6.340556","820","820",NA,NA,"1489","17",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2020-03-04 20:43:45-03","UFMG","BHCB-SL","119352","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2008","05","12","Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","2008","05","Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama, Floresta Estacional Semidecidual de Terras Baixas/Floresta Ombrófila Densa","-39.974444","-19.0225","-39.974444","-19.0225","20","20","Terrestre em brejo na borda de floresta",NA,"13343","12",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2020-03-04 20:43:45-03","UFMG","BHCB-SL","34683","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","1996","11",NA,"Graçano, D","1996","05","Brasil","Minas Gerais",NA,"Parque Estadual do Rio Doce; Trilha Porto Capim",NA,NA,NA,NA,NA,NA,"Miuto frequente no brejo. Local sombreado. Folhas chegando a 1,5 m de altura",NA,"182","29",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2020-03-04 20:43:45-03","UFMG","BHCB-SL","158218","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2016","04",NA,"Arruda, AJ; Silva, LVC; Mota, NFO","2012","03","Brasil","Pará","Parauapebas","Serra da Bocaina","-49.914444","-6.294722","-49.914444","-6.294722","742","742",NA,NA,"636","08",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2021-01-12 15:25:08-03","UFMG","BHCB-SL","104417","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Dittrich, VAO","2007","11",NA,"Salino, A; Almeida, TE; Heringer, G","2007","01","Brasil","Minas Gerais","Araguari","Distrito de Paracaíba; Fazenda Mata da Água Fria, Mata de brejo","-48.404444","-18.497111","-48.404444","-18.497111","860","860","Terrestre",NA,"11548","27",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2021-01-12 15:25:08-03","UFMG","BHCB-SL","103560","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2006","11",NA,"Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","2006","10","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó; região proximo a torre, Floresta Ombrófila Densa Montana","-41.851333","-20.439","-41.851333","-20.439","1000","1400","Terrestre a beira de estrada",NA,"11482","24",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2021-01-12 15:25:08-03","UFMG","BHCB-SL","74037","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pietrobom, MR","2002","04","26","Pietrobom, MR","2002","04","Brasil","Alagoas","São José da Laje","Usina Serra Grande; Mata Maria Maior; Mata do Pint, Fragmentos de vegetação nativa subperenifolia, remanescente da Floresta Atlântica","-36.110014","-8.971947","-36.110014","-8.971947","380","507","Terrícola na margem de açude",NA,"5496","26",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2020-03-04 20:43:45-03","UFMG","BHCB-SL","131709","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD","2009","07","26","Pivari, MOD; Oliveira, VB","2009","07","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; Lagoa Central","-42.571111","-19.631111","-42.571111","-19.631111","260","260","Erva anfibia as margens da lagoa. Soros castanhos",NA,"1387","26",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2020-03-04 20:43:45-03","UFMG","BHCB-SL","168782","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Prado, J; Nóbrega, GA",NA,NA,NA,"Prado, J; Nóbrega, GA; Silva, GB da; Andrade, M","2006","03","Brasil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru, Mata de brejo junto ao Córrego Vargem Limpa (Paliteiro).","-49.025","-22.341389","-49.025","-22.341389","303","303","Planta terrestre, crescendo próximo da entrada da mata, na margem de córrego.",NA,"1634","30",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2021-01-12 15:25:08-03","UFMG","BHCB-SL","101184","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Almeida, TE","2006","08",NA,"Almeida, TE; Souza, DT","2006","08","Brasil","Minas Gerais","Itabira","Distrito de Ipoema; Serra da Cachoeira Alta, Floresta Estacional Semidecidual Montana e Matas de Galeria","-43.494472","-19.578111","-43.494472","-19.578111","1053","1053","Terrestre em brejo ao lado de rio. Área aberta",NA,"274","02",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2020-03-04 20:43:45-03","UFMG","BHCB-SL","87221","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2004","04",NA,"Salino, A; Lombardi, JA; Mota, RC; Almeida, TE; Viana, PL","2004","03","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Floresta Ombrófila Densa Montana","-40.060806","-16.398389","-40.060806","-16.398389","755","755","Terrestre em brejo",NA,"9514","09",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2020-03-04 20:43:45-03","UFMG","BHCB-SL","97718","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Almeida, TE; Salino, A","2006","02",NA,"Salino, A; Almeida, TE; Heringer, G; Melo, LCN","2006","01","Brasil","Minas Gerais","Paracatu","Reserva de Acangaú, Área com Cerrado Sentido Restrito e Mata Ciliar","-47.095028","-17.190944","-47.095028","-17.190944","675","675","Aquatica fixa no fundo do riacho. Folhas parcialmente submersas",NA,"10689","02",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2021-01-12 15:25:08-03","UFMG","BHCB-SL","163392","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Almeida, TE","2013","04","09","Almeida, TE; Salino, A; Oliveira, CS; Souza, VP","2013","04","Brasil","Minas Gerais","Ouro Preto","Distrito de São Bartolomeu; Entorno da Floresta Es, Brejo","-43.560278","-20.296944","-43.560278","-20.296944","1094","1094","Erva terrestre em área brejosa, ensolarada",NA,"3273","09",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2021-01-12 15:25:08-03","UFMG","BHCB-SL","74036","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pietrobom, MR","2001","11","25","Pietrobom, MR","2001","11","Brasil","Alagoas","São José da Laje","Usina Serra Grande; Mata Maria Maior; Mata do Pint, Fragmentos de vegetação nativa subperenifolia, remanescente da Floresta Atlântica","-36.110014","-8.971947","-36.110014","-8.971947","380","507","Terrestre, na margem de açude",NA,"5377","25",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2020-03-04 20:43:45-03","UFMG","BHCB-SL","131487","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2009","06","14","Salino, A; Megale, ME; Viveros, RS; Arruda, AJ","2009","06","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas, Mata de Tabuleiro","-39.717611","-18.420917","-39.717611","-18.420917","34","34","Terrestre em área alagada",NA,"14388","14",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2020-03-04 20:43:45-03","UFMG","BHCB-SL","88904","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Figueiredo, JB; Salino, A","2004","06",NA,"Figueiredo, JB; Rodrigues, EA","2004","05","Brasil","Minas Gerais","Rio Acima","RPPN de Andaime, Floresta Estacional Semidecidual","-43.794194","-20.157694","-43.794194","-20.157694","850","850","Terrestre em área brejosa, a margem de afluente do Córrego Andaime",NA,"464","19",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2020-03-04 20:43:45-03","UFMG","BHCB-SL","146418","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2016","06",NA,"Costa, LV; Arruda, AJ; Mota, NFO; Santos, AO","2010","12","Brasil","Pará","Canaã dos Carajás","Serra da Bocaína","-49.914194","-6.294333","-49.914194","-6.294333","700","700","Erva população agrupada no entorno do baceiro. Soros Negros",NA,"1063","16",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2020-03-04 20:43:45-03","UFMG","BHCB-SL","121856","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD","2008","03","11","Pivari, MOD; Oliveira, VB; Ferreira, RM","2008","03","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; Lagoa Don Helvécio","-42.599167","-19.786389","-42.599167","-19.786389","255","255","Em vegetação aquatica flutuante. Soros castanhos",NA,"948","11",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2020-03-04 20:43:45-03","UFMG","BHCB-SL","50074","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pietrobom, MR","1998","07",NA,"Pietrobom, MR","1998","04","Brasil","Pernambuco","Maraial","Engenho Curtume, Floresta Atlântica Seca Semidecídua","-35.833333","-8.8","-35.833333","-8.8",NA,NA,"Terrestre, na margem de córrego, pouco abundante",NA,"4271","28",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2021-01-12 15:25:08-03","UFMG","BHCB-SL","126633","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Prado, J","2007","11",NA,"Prado, J; Capelari, M; Abrahão, MC; Stuchi, LP; Almeida Neto, AB de; Bernardino, MV","2007","11","Brasil","São Paulo","Vicentinópolis","Fazenda Canadá; Fragmento P-01","-50.333333","-20.933333","-50.333333","-20.933333","380","380","Terrestre, na margem de córrego. Rizoma Longo-reptante",NA,"1734","28",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2021-01-12 15:25:08-03","UFMG","BHCB-SL","68259","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A",NA,NA,NA,"Mota, RC","2001","12","Brasil","Minas Gerais","Frei Inocêncio","Rio Suaçuí Grande;","-47.990689","-18.699525","-47.990689","-18.699525",NA,NA,"Erva coletada no brejo",NA,"1384","12",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","2020-03-04 20:43:45-03","UFMG","BHCB-SL","121758","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD","2008","02","20","Pivari, MOD; Salino, A; Dittrich, VAO; Oliveira, VB","2008","02","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; Lagoa Trinta e Tres","-42.572222","-19.797778","-42.572222","-19.797778","244","244","Erva anfibia. Soros castanhos",NA,"850","20",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","2020-03-04 20:43:45-03","UFMG","BHCB-SL","121629","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD","2007","12","20","Pivari, MOD; Oliveira, VB","2007","12","Brasil","Minas Gerais","Marliéria","Lagoa do Jacaré","-42.647222","-19.806667","-42.647222","-19.806667","264","264","Erva anfíbia. Soros castanhos",NA,"721","20",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","2020-03-04 20:43:45-03","UFMG","BHCB-SL","82426","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2003","08",NA,"Salino, A; Mota, RC","2003","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo, Mata de Galeria do Ribeirão do Campo abaixo da Cachoeira do Tabuleiro","-43.539806","-19.072278","-43.539806","-19.072278","600","600","Terrestre em local aberto e brejoso",NA,"8921","10",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","2020-03-04 20:43:45-03","UFMG","BHCB-SL","111838","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A; Souza, MGM","2012","09",NA,"Schwartsburd, PB; Nogueira Jr.; M.","2004","04","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Floresta Ombrófila Mista entremeada por Campos Naturais","-50","-25.233333","-50","-25.233333","1000","1000","Entre as florestas de Eucalyptus. Formando grande população",NA,"92","05",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2020-03-04 20:43:45-03","UFMG","BHCB-SL","48624","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Santos, MG","1998","06","06","Santos, MG; Pereira, JF; Vargas, Y; Barcelos, JI","1995","06","Brasil","Rio de Janeiro","Restinga de Carapebus","Fazenda São Lázaro",NA,NA,NA,NA,NA,NA,"Solo arenoso, Substrato palustre, frequencia comum",NA,"362","21",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2021-01-12 15:25:08-03","UFMG","BHCB-SL","74211","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2002","04",NA,"Salino, A","2002","04","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti","-43.365278","-19.8925","-43.365278","-19.8925",NA,NA,"Terrestre a margem de rio",NA,"7975","23",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2020-03-04 20:43:45-03","UFMG","BHCB-SL","140842","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito",NA,NA,NA,NA,"Arruda, AJ; Silva, LVC; Pivari, MO; Santos, ALM","2010","05","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N1","-50.305556","-6.016111","-50.305556","-6.016111","687","687",NA,NA,"231","25",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2020-03-04 20:43:45-03","UFMG","BHCB-SL","82296","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito",NA,NA,NA,NA,"Betoni, R; Clemente, LD","2001","10","Brasil","Mato Grosso do Sul",NA,"Traçado B - Rodovia BR 163",NA,NA,NA,NA,NA,NA,"Herbáceo. Encontrado no brejo seco, no sol, beira de estrada",NA,"73","23",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2020-03-04 20:43:45-03","UFMG","BHCB-SL","131392","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2009","06","09","Salino, A; Megale, ME; Viveros, RS; Arruda, AJ","2009","06","Brasil","Espírito Santo","Pinheiros","Reserva Biológica do Córrego do Veado, Floresta Estacional Semidecidual, Tabuleiro","-41.549722","-18.370333","-41.549722","-18.370333","50","50","Terrestre em brejo",NA,"14293","09",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2021-01-12 15:25:08-03","UFMG","BHCB-SL","74038","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pietrobom, MR","2001","04","30","Pietrobom, MR; Santiago, ACP; Lopes, MA","2001","04","Brasil","Alagoas","São José da Laje","Sede da Usina Serra Grande, Fragmentos de vegetação nativa subperenifolia, remanescente da Floresta Atlântica","-36.116667","-8.983333","-36.116667","-8.983333",NA,NA,"Terrícola, em local paludoso aberto, junto a pedreira",NA,"5192","30",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2020-03-04 20:43:45-03","UFMG","BHCB-SL","87836","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Figueiredo, JB; Salino, A","2004","05",NA,"Figueiredo, JB; Alves, A","2004","03","Brasil","Minas Gerais","Nova Lima","RPPN Mata do Jambreiro, Floresta Estacional Semidecidual","-43.886278","-19.978306","-43.886278","-19.978306",NA,NA,"Terrestre, capinzal a beira de estrada, junto de Osmunda regalis",NA,"260","02",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2021-01-12 15:25:08-03","UFMG","BHCB-SL","43789","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","1998","07",NA,"Pott, VJ","1998","05","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim; sub-região de Nhecolândia; Panta","-56.65","-18.983333","-56.65","-18.983333","90","90","Erva aquatica epífita sobre vegetação aquatica",NA,"3415","20",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2020-03-04 20:43:45-03","UFMG","BHCB-SL","146418","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito",NA,NA,NA,NA,"Silva, LVC; Arruda, AJ; Mota, NFO; Santos, AO","2010","12","Brasil","Pará","Canaã dos Carajás","Serra da Bocaina","-49.914167","-6.294444","-49.914167","-6.294444","700","700",NA,NA,"1063","16",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2020-03-04 20:43:45-03","UFMG","BHCB-SL","119206","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2008","03","26","Salino, A; Almeida, TE; Heringer, G; Viveros, RS; Dittrich, VAO","2008","03","Brasil","Minas Gerais","Jequitinhonha","Reserva Biológica da Mata Escura, Floresta Estacional Semidecidual","-40.978333","-16.345833","-40.978333","-16.345833","860","860","Barranco de estrada",NA,"131997","26",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2020-03-04 20:43:45-03","UFMG","BHCB-SL","131415","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2009","06","10","Salino, A; Megale, ME; Viveros, RS; Arruda, AJ","2009","06","Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto, Floresta Estacional Semidecidual, Tabuleiro","-39.850417","-18.373","-39.850417","-18.373","27","27","Terrestre em brejo",NA,"14316","10",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2020-03-04 20:43:45-03","UFMG","BHCB-SL","127351","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD","2008","11","11","Pivari, MOD; Costa, FM; Ferreira, RM","2008","11","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; Lagoa Don Helvécio","-42.604167","-19.790278","-42.604167","-19.790278","268","268","Erva anfibia. Soros laranjados",NA,"1141","11",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2021-01-12 15:25:08-03","UFMG","BHCB-SL","59108","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2001","05",NA,"Salino, A; Dittrich, VAO; Meinberg, AC; Carvalho, AC; Teixeira, LCRS","2001","05","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar; Núcleo de Picingu, Floresta de Planície Litorânea, ao nivel do mar","-44.839722","-23.362167","-44.839722","-23.362167",NA,NA,"Terrestre em área pantanosa",NA,"6716","03",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2020-03-04 20:43:45-03","UFMG","BHCB-SL","89924","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Santiago, A","2001","05","07","Santiago, A; Pietrobom, MR","2001","05","Brasil","Pernambuco","Bonito","Brejo de Altitude, Mata da Colonia","-35.715556","-8.503889","-35.715556","-8.503889","800","800",NA,NA,"428","07",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
