"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","sex"
"100","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15388","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Adriana, Tatiana, Júnia","1995","10","Brasil","São Paulo","Barbosa","arredores","-49.939998626709","-21.2600002288818",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar;",NA,"020","27",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","14239","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"101","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17236","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"D. Silva","1997","10","Brasil","São Paulo","Birigui","bairro baixotes","-50.3400001525879","-21.2800006866455",NA,NA,NA,NA,"GEOGRAFIA: beira de córrego, região alagadiça sem mata ciliar;",NA,"005","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","24456","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"102","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17245","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"D. Silva","1997","10","Brasil","São Paulo","Birigui","bairro são josé","-50.3400001525879","-21.2800006866455",NA,NA,NA,NA,"GEOGRAFIA: beira de um córrego;",NA,"015","27",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","24456","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"103","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","13245","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","12","Brasil","São Paulo","Borborema","SP 304 com SP 333","-49.0699996948242","-21.6200008392334",NA,NA,NA,NA,"GEOGRAFIA: região de cultivo de cana-de-açúcar;",NA,"3904","21",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","19797","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"104","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05668","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Bosso RM","1991","12","Brasil","São Paulo","Buritama","sítio santo antonio","-50.1399993896484","-21.0599994659424",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,"013","08",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21500","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"105","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07355","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Martinelli, A.","1991","12","Brasil","São Paulo","Buritama","arredores","-50.1399993896484","-21.0599994659424",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar;",NA,"009","01",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21500","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"106","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15740","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"L. Manzato","1996","11","Brasil","São Paulo","Buritama","próximo ao rio tietê","-50.1399993896484","-21.0599994659424",NA,NA,NA,NA,"GEOGRAFIA: local úmido, à beira do rio Tietê;",NA,"017","07",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21500","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"107","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15745","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"L. Manzato","1996","11","Brasil","São Paulo","Buritama","próximo ao rio tietê","-50.1399993896484","-21.0599994659424",NA,NA,NA,NA,"GEOGRAFIA: local úmido, à beira do rio Tietê;",NA,"017","07",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21500","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"108","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03877","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Silva, SRPN","1990","12","Brasil","São Paulo","Catanduva","clube de campo","-48.9700012207031","-21.1299991607666",NA,NA,NA,NA,"GEOGRAFIA: terrestre, a beira do riacho;",NA,"005","12",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18549","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"109","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05613","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Solér, M.C.M.","1991","11","Brasil","São Paulo","Catanduva","vila caputira","-48.9700012207031","-21.1299991607666",NA,NA,NA,NA,"GEOGRAFIA: ambiente úmido, brejo;",NA,"003","16",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18549","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"110","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","25053","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Almeida-Neto",NA,NA,NA,"M. Almeida-Neto","1997","08","Brasil","São Paulo","Cosmorama","faz. borges","-49.7700004577637","-20.4699993133545",NA,NA,NA,NA,"GEOGRAFIA: borda de mata sei-decídua;",NA,"294","01",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","26314","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"111","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16478","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Estrela do Norte","fazenda figueira","-51.6599998474121","-22.4799995422363",NA,NA,NA,NA,"GEOGRAFIA: região de conflitos de terras;",NA,"4034","25",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","13460","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"112","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16420","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Euclides da Cunha Paulista","córrego água branca","-52.5900001525879","-22.5599994659424",NA,NA,NA,NA,"GEOGRAFIA: região de conflitos de terra;",NA,"4080","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20634","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"113","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16395","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"F. Tomasetto","1996","10","Brasil","São Paulo","Gavião Peixoto","sítio três marias","-48.4900016784668","-21.8299999237061",NA,NA,NA,NA,"GEOGRAFIA: região brejosa, próxima a uma nascente;",NA,"002","29",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21527","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"114","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15262","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Peters, L.C.","1996","10","Brasil","São Paulo","Glicério","sítio 3 irmãos","-50.2099990844727","-21.3799991607666",NA,NA,NA,NA,"GEOGRAFIA: local úmido, próximo ao rio bonito;",NA,"014","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","27579","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"115","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22702","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Guapiaçu","em frente a GLOBORR","-49.2200012207031","-20.7900009155273",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar margeada por terreno arenoso alagadiço;",NA,"500","12",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","23563","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"116","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14282","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Athayde, F.P.F.","1996","11","Brasil","São Paulo","Icém","margens do rio turvo","-49.189998626709","-20.3400001525879",NA,NA,NA,NA,"GEOGRAFIA: em toda a extensão do rio;",NA,"037","02",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","14956","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"117","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18549","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","D.F. Peralta",NA,NA,NA,"Shinohara A.","1997","10","Brasil","São Paulo","Ilha Solteira","margens do rio paraná","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"GEOGRAFIA: margem do rio, exposta ao sol, solo úmido;",NA,"001","19",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","31913","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"118","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","08187","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"M.R. Pietrobom-Silva","1993","04","Brasil","São Paulo","Irapuã","sentido Urupês","-49.4000015258789","-21.2700004577637",NA,NA,NA,NA,"GEOGRAFIA: formação ciliar, barranco encharcado;",NA,"778","03",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","12651","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"119","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07622","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"M.R. Pietrobom-Silva","1992","09","Brasil","São Paulo","Jaci","fazenda remanso","-49.5699996948242","-20.8799991607666",NA,NA,NA,NA,"GEOGRAFIA: região de cerrado, mata ciliar;",NA,"386","12",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","16340","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"120","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11303","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","04","Brasil","São Paulo","Jales","ca. 10 km da cidade","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,"GEOGRAFIA: capões de mata seca semi decídua e mata iliar;",NA,"1726","04",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","16486","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"121","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22696","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","José Bonifácio","estância wilson henrique","-49.6800003051758","-21.0499992370605",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar conservada, brejo;",NA,"533","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","36198","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"122","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16454","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Marabá Paulista","região do pontal do paranapanema","-51.9599990844727","-22.1000003814697",NA,NA,NA,NA,"GEOGRAFIA: região de conflitos de terras;",NA,"4111","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","36869","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"123","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","13232","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","12","Brasil","São Paulo","Mendonça","faz. santa maria","-49.5800018310547","-21.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: capão de mata seca semidecídua;",NA,"3864","21",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","12987","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"124","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10955","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","03","Brasil","São Paulo","Mirante do Paranapanema","região do pontal","-51.9000015258789","-22.2900009155273",NA,NA,NA,NA,"GEOGRAFIA: terrestre, brejo junto de riacho;",NA,"3108","08",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","34830","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"125","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24869","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","04","Brasil","São Paulo","Mirassol","IPA","-49.5200004577637","-20.8099994659424",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar e mata seca semidecídua;",NA,"3240","25",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18310","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"126","2021-04-08 20:48:51-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01423","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"L.M. Esteves","1985","05","Brasil","São Paulo","Mogi Guaçu","arredores","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"GEOGRAFIA: local brejoso;",NA,"063","08",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","39309","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"127","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20573","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Carvalho e Bellini","1998","10","Brasil","São Paulo","Monte Alto","arrdores","-48.4900016784668","-21.2600002288818",NA,NA,NA,NA,"GEOGRAFIA: território úmido;",NA,"004","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21949","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"128","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07511","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","da Silva, M.R.",NA,NA,NA,"Rodrigues Jr., C.E.","1992","07","Brasil","São Paulo","Monte Alto","serra anhumas","-48.4900016784668","-21.2600002288818",NA,NA,NA,NA,"GEOGRAFIA: encosta da serra, solo úmido e pouco sombreado;",NA,"125","12",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21949","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"129","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16533","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","F. R. Nonato",NA,NA,NA,"F.R. Nonato","1995","06","Brasil","São Paulo","Monte Alto","serra anhumas","-48.4900016784668","-21.2600002288818",NA,NA,NA,NA,"GEOGRAFIA: serra com mata seca semidecídua de encosta;",NA,"169","03",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","21949","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"130","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","12615","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","F. R. Nonato",NA,NA,NA,"F.R. Nonato","1994","06","Brasil","São Paulo","Monte Aprazível","3 km da cidade, margem de estrada","-49.7099990844727","-20.7700004577637",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, terrestre em barranco úmido e sombreado;",NA,"002","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","24807","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"131","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20828","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","F. Q. Martins",NA,NA,NA,"M. Alves","1998","09","Brasil","São Paulo","Monte Aprazível","faz. santa bárbara","-49.7099990844727","-20.7700004577637",NA,NA,NA,NA,"GEOGRAFIA: local úmido próximo à uma mina entre pedras;",NA,"006","15",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","24807","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"132","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16405","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Custódio, A.M.G.","1996","10","Brasil","São Paulo","Monte Aprazível","sítio santo antonio","-49.7099990844727","-20.7700004577637",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, com capão de mata seca semi-decídua;",NA,"002","27",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","24807","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"133","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","29156","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","((Iwatsuki)) (Willd)",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Nhandeara",NA,"-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20767","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"134","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","12657","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","F. R. Nonato",NA,NA,NA,"F.R. Nonato","1994","06","Brasil","São Paulo","Nhandeara","3 km da cidade, fazenda","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, terrestre em barranco úmido;",NA,"044","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20767","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"135","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","12656","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"F.R. Nonato","1994","06","Brasil","São Paulo","Nhandeara","3 km da cidade, fazenda","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, barranco úmido e sombreado;",NA,"043","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20767","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"136","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17262","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Maria A. Nunes","1997","10","Brasil","São Paulo","Nhandeara","6 km do perímetro urbano","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: zona alagadiça;",NA,NA,"04",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20767","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"137","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15746","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"L. Manzato","1996","11","Brasil","São Paulo","Nhandeara","bairro vila aparecida","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: local úmido, iluminado, margem de córrego;",NA,"009","01",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20767","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"138","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14988","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Cardenas, L.S.","1994","11","Brasil","São Paulo","Nhandeara","faz. viradouro","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,"015","15",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20767","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"139","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06729","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Rodrigues Jr., C.E.","1992","06","Brasil","São Paulo","Nova Granada","estrada samambaia - rio turvo","-49.310001373291","-20.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: brejo, beira de estrada;",NA,"048","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","25306","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"140","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06728","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Rodrigues Jr., C.E.","1992","06","Brasil","São Paulo","Nova Granada","estrada samambaia, rio turvo","-49.310001373291","-20.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,"046","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","25306","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"141","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","13243","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","12","Brasil","São Paulo","Novo Horizonte","direção vale formoso","-49.2200012207031","-21.4599990844727",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, terrestre em barranco;",NA,"3891","21",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","32394","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"142","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03812","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Renato Braz de Araujo","1990","12","Brasil","São Paulo","Novo Horizonte","rio três pontes","-49.2200012207031","-21.4599990844727",NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,"007","07",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","32394","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"143","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22701","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Olímpia","estrada margem do rio turvo","-48.9099998474121","-20.7299995422363",NA,NA,NA,NA,"GEOGRAFIA: brejo bastante alagado;",NA,"529","12",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","24945","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"144","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20557","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","D.N.Spezamiglio",NA,NA,NA,"D.N.Spezamiglio","1998","10","Brasil","São Paulo","Onda Verde","vila de s.b. jesus dos castores","-49.2900009155273","-20.6000003814697",NA,NA,NA,NA,"GEOGRAFIA: junto à represa existente no haras;",NA,"013","10",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","15917","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"145","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02664","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Castellani, E.D.","1989","08","Brasil","São Paulo","Palestina","duplo céu","-49.4300003051758","-20.3899993896484",NA,NA,NA,NA,"GEOGRAFIA: solo alagadiço e local luminoso;",NA,"043","05",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","34296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
