"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","relatedCatalogItem","sex"
"50","2021-02-25 10:13:00-03","CVRD","CVRD","14299","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Siqueira, G.S.","832","2012","11","30","América do Sul","BRASIL","ES","depois da porteira 100 m",NA,NA,"material em alcool 70% <ll>dwc_commonname:</ll> Amarradinha","CVRD014299","Magnoliophyta","Myrtales","Gardner","Geovane S. Siqueira","Linhares","-40.0722007751465","-19.3910999298096","CVRD014299","2012","11","30",NA,NA,"48094","auto","68","68",NA,"Magnoliopsida",NA,NA,NA
"51","2021-02-25 10:13:00-03","CVRD","CVRD","5282","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Folli, D.A.","2645","1995","08","17","América do Sul","BRASIL","ES","Próximo ao antigo marco de ferro.",NA,NA,"<ll>dwc_commonname:</ll> Amarradinha","CVRD005282","Magnoliophyta","Myrtales","Gardner","Domingos A. Folli","Linhares","-40.0722007751465","-19.3910999298096","CVRD005282","1995","08","17",NA,NA,"48094","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"52","2021-02-25 10:13:00-03","CVRD","CVRD","6360","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Folli, D.A.","3521","1999","11","25","América do Sul","BRASIL","ES","RFL 001/80 Bloco A Trat.1",NA,NA,"<ll>dwc_commonname:</ll> Amarradinha","CVRD006360","Magnoliophyta","Myrtales","Gardner","Baumgratz, J.F.A.","Linhares","-40.0722007751465","-19.3910999298096",NA,"2011","10","22",NA,NA,"48094","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2866470","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Glaziou, --","13860","1881","12","26","South America - Neotropics","Brazil","Rio de Janeiro","Alto Macahé.",NA,NA,NA,"US02955225",NA,"Myrtales","Gardner",NA,NA,NA,NA,"US02955225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","3334946","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"R. Ribeiro","2172","1993","9","17","South America - Neotropics","Brazil","Rio de Janeiro","Parque Estadual da Pedra Branca, Floresta Protetora do Camarim, bacia do R. São Gonçalo do Amarante, Pindobal, mata de encosta. [interpreted]",NA,NA,NA,"US02955222",NA,"Myrtales","Gardner",NA,NA,NA,NA,"US02955222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3055084","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"I. Silva","278",NA,NA,NA,"South America - Neotropics","Brazil","Espírito Santo","Proced. Reserva Florestal da CVRD. Linhares Esp. Santo. Est. Jacarandá, ant. 232, Km 4012, lado direito. Árvore em Floresta Alta.",NA,NA,NA,"US02955224",NA,"Myrtales","Gardner",NA,NA,NA,NA,"US02955224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","3309897","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"H. Hatschbach & J. M. Silva","61519","1995","1","15","South America - Neotropics","Brazil","Espírito Santo","Alto Bananal (mun. Venda Nova do Imigrante).",NA,NA,NA,"US02955223",NA,"Myrtales","Gardner",NA,NA,NA,NA,"US02955223_01",NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,"Dicotyledonae","1",NA,NA
"57","2020-09-12 05:00:02-03","US","US","2405505","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","petroniana","Mouriri petroniana","Isosyntype","A. F. M. Glaziou","13860","1882",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,"US00123927",NA,"Myrtales","Cogn. & Saldanha in Mart.",NA,NA,NA,NA,"US00123927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"58","2019-11-13 11:25:50-03","USP","SPF","141459","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, G","61519","1995","01","15",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,"SPF00141459",NA,NA,"Gardner","Wurdack, JJ","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,"1995",NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-01-25 15:42:33-02","IAC","IAC","17008","S","Plantae","Melastomataceae-1.Olisbeoideae","Mouriri","arborea","Mouriri arborea",NA,"A.F.M. Glaziou","13860",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Plantas recebidas sa Universidade da California, Berkeley, E. Unidos",NA,NA,NA,"Gardner","A.K. Pastorek",NA,NA,NA,NA,"2005","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-23 12:13:32-03","CEPLAC","CEPEC","83750","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"G. Hatschbach","61519","1981","05","18",NA,"Brasil","Espírito Santo","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,"J. J. Wurdack","venda nova do imigrante","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,"30/12/1995",NA
"61","2020-07-23 12:13:32-03","CEPLAC","CEPEC","139443","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"L. F. Bacci","288","2015","12","19",NA,"Brasil","Bahia","Mata na prioridade do Português, próximo a estrada a direita da cancela.",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"R. Goldenberg","WENCESLAU GUIMARÃES","-39.4794006347656","-13.686900138855",NA,NA,NA,NA,NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-04-08 17:12:58-03","UESB","HUESB","1529","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Macedo, G.E.L.","746","2004","04","08",NA,"Brasil","Bahia","Fazenda Brejo Novo, Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",NA,NA,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Ind. 1477.; Árvore de 6,5 m e 4,5 m (perfilhado). Folhas cartáceas, simples, opostas.; Floresta Estacional (Mata de Cipó) em zona de transição.",NA,"Dicotyledoneae",NA,"Gardner","R. Goldenberg","Jequié","-41.058333","-13.944722",NA,"2005","09",NA,"-41.058333","-13.944722",NA,NA,"617","750",NA,NA,NA,NA,NA
"63","2021-04-08 17:12:58-03","UESB","HUESB","1530","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Macedo, G.E.L.; Paixão, J.L.; Paixão, J.L.","1460","2004","12","07",NA,"Brasil","Bahia","Fazenda Brejo Novo, Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",NA,NA,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Ind. 495. Parcela 11.; Árvore de 8,0 m. Folhas simples, opostas, crassas, levemente discolor.; Floresta Estacional (Mata de Cipó) em zona de transição.",NA,"Dicotyledoneae",NA,"Gardner","R. Goldenberg","Jequié","-41.158333","-13.947222",NA,"2005","09",NA,"-41.158333","-13.947222",NA,NA,"679","679",NA,NA,NA,NA,NA
"64","2016-08-23 10:59:51-03","NHMLondon","NHM-LONDON-BOT","BM001008151","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea","Type","George Gardner; b.1812; d.1849; Gardner","5704","1841","03",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:482039","<a href=http://www.nhm.ac.uk/services/media-store/asset/3ab463da19d9ae4c87d9e074ca07496a7e704414/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-12 17:01:44-03","UEL","FUEL","28036","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, G; Silva, JM","61519","1995","01","15",NA,"Brasil","Espírito Santo","Alto Bananal",NA,NA,NA,"FUEL005943","Tracheophyta","Myrtales","Gardner","Wurdack, JJ","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,"1995",NA,NA,NA,NA,"15909","auto","1000","1000",NA,NA,NA,NA,NA
"66","2019-11-28 15:45:53-03","UFU","HUFU","25237","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Assis, A.M.","789","2000","01","19",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha, Setiba.",NA,NA,"Planta, ca. 4 m. Flor branca.; Restinga, arenoso.","HUFU00066161",NA,NA,"Gardner","Romero, R.","Guarapari","-40.5110015869141","-20.6580009460449","HUFU00066161","2000","10",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-28 15:45:53-03","UFU","HUFU","25238","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Assis, A.M.","817","2000","05",NA,NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha, Setiba.",NA,NA,"Planta com 4 m de altura. Frutos verdes.; Restinga, arenoso.","HUFU00066162",NA,NA,"Gardner","Romero, R.","Guarapari","-40.5110015869141","-20.6580009460449","HUFU00066162","2000","10",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-23 13:22:45-03","MN","R-TIPOS","10531","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea","Isotypus","Gardner, G.","5704","1841","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,"R000010531",NA,NA,"Gardner","Morley, T.",NA,NA,NA,"R000010531_001","1967","01","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-23 13:22:49-03","MN","R-TIPOS","168367a","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","petroniana","Mouriri petroniana","Isolectotypus","Saldanha da Gama, J.","7058","1883","02","03",NA,"Brasil","Rio de Janeiro","Serra de Friburgo",NA,NA,NA,"R000168367a",NA,NA,"Cogn. & Saldanha",NA,NA,NA,NA,"R000168367a_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-23 13:22:49-03","MN","R-TIPOS","168367","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","petroniana","Mouriri petroniana","Isolectotypus","Saldanha da Gama, J.","7058","1883","02","03",NA,"Brasil","Rio de Janeiro","Serra de Friburgo",NA,NA,NA,"R000168367",NA,NA,"Cogn. & Saldanha",NA,NA,NA,NA,"R000168367_001 R000168367_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-23 13:22:49-03","MN","R-TIPOS","9718a","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","petroniana","Mouriri petroniana","Isosyntypus","Glaziou, A.F.M.","13860","1882","01","15",NA,"Brasil","Rio de Janeiro","Alto Macaé",NA,NA,NA,"R000009718a",NA,NA,"Cogn. & Saldanha",NA,"Macahé","-41.7868995666504","-22.3708000183105","R000009718a_001",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-23 13:22:49-03","MN","R-TIPOS","9718b","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","petroniana","Mouriri petroniana","Isosyntypus","Glaziou, A.F.M.","13860","1882","01","15",NA,"Brasil","Rio de Janeiro","Alto Macaé",NA,NA,NA,"R000009718b",NA,NA,"Cogn. & Saldanha",NA,"Macahé","-41.7868995666504","-22.3708000183105","R000009718b_001",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-23 13:22:49-03","MN","R-TIPOS","9718","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","petroniana","Mouriri petroniana","Isosyntypus","Glaziou, A.F.M.","13860","1882","01","15",NA,"Brasil","Rio de Janeiro","Alto Macaé",NA,NA,NA,"R000009718",NA,NA,"Cogn. & Saldanha",NA,"Macahé","-41.7868995666504","-22.3708000183105","R000009718_001 R000009718_002",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-04 15:43:43-03","IF","SPSF","26906","PreservedSpecimen","Plantae","Boraginaceae","Mouriri","arborea","Mouriri arborea",NA,"G. Hatschbach & J.M.Silva","61519","1995","01","15","América do Sul","Brasil","ES","mata pluvial",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Lamiales",NA,NA,"Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"75","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulacocarpus","sellowianus","Aulacocarpus sellowianus",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,NA,"O.Berg",NA,NA,NA,NA,"P14P1N0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-12-15 15:22:16-02","CAS","CAS-BOT","3600","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea","isotype","Gardner, George","5704","1841","3",NA,"South America","Brazil","Rio de Janeiro","unspecified",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Gardner","Bruce Bartholomew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"77","2014-09-23 11:01:57-03","G","G-DC","G00328336","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea","ISOTYPUS of Mouriri arborea Gardner","Gardner, G.","5704","1846",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00328336",NA,NA,"Gardner","CAT.HERB.PRODR.",NA,"-42.9125","-22.48222222",NA,"2012","01","01","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2010-08-16 16:41:27-03","GH","HU-HERB","GH 00073007","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea","Isotype","George Gardner","5704",NA,NA,NA,"South America","Brazil",NA,"Organ Mountains","Sheet",NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5704",NA,NA,NA,"undetermined"
