"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"49","2008-05-27 22:02:00-03","MO","MOBOT","3121621","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","H. Sleumer","Gert G. Hatschbach","Hatschbach 14589","1966","8","12","South America","Brazil","Paraná",NA,"Col. S. Andrade (mun. S. José do Pinhaes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","1919628","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","H. Sleumer","Gert G. Hatschbach","Hatschbach 32235","1973","7","13","South America","Brazil",NA,NA,"Usina Chaminé (mun. S. José dos Pinhaes) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-09 17:05:00-03","MO","MOBOT","2458023","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Sleumer, H. O.","Gert G. Hatschbach","Hatschbach 32235","1973","7","13","South America","Brazil","Paraná",NA,"São José dos Pinhais. Usina Chaminá",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","3121408","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","G. Hatschbach","Gert G. Hatschbach","Hatschbach 50993","1986","12","11","South America","Brazil","Paraná",NA,"Col. S. Andrade (mun. S. José dos Pinhais).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","3121439","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","H. Sleumer","Gert G. Hatschbach","Hatschbach 16877","1967",NA,NA,"South America","Brazil","Paraná",NA,"Campina Grande Sul. Sítio do Belizario.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3121593","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","H. Sleumer","Gert G. Hatschbach","Hatschbach 16877","1967","8","3","South America","Brazil","Paraná",NA,"Sitio do Belizario (mun. Campina Grande do Sul).",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2014-11-10 19:06:00-02","MO","MOBOT","3123565","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","G. Hatschbach","P.I. Oliveira","Oliveira 748","1983","9","28","South America","Brazil","Paraná",NA,"Guaricana (mun. S. José dos Pinhais).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-07-25 15:01:52-03","UNIOESTE","UNOP","2342","S","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Sleumer, H.","Hatschbach, G.","32235","1973","07","13",NA,"Brasil","Paraná","São José dos Pinhais","Usina Chaminé","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore, 12 m, tronco, 70 cm, flor creme esverdeada. Mata. ISOTYPUS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2564088","PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"G. Hatschbach","14589","1966","8","12","South America - Neotropics","Brazil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"US01888332","US01888332_01 US01888332_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"45291","auto",NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3146112","PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"G. Hatschbach & J. Cordeiro","50993","1986","12","11","South America - Neotropics","Brazil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"US01888328","US01888328_01 US01888328_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"45291","auto",NA,NA,"1"
"59","2020-09-12 05:00:02-03","US","US","2707969","PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"G. Hatschbach & H. Haas","16877","1967","8","3","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465","1000",NA,NA,NA,"US01888330","US01888330_01 US01888330_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"55154","auto",NA,NA,"1"
"60","2020-09-12 05:00:02-03","US","US","3034632","PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"P. Oliveira","578","1982","7","13","South America - Neotropics","Brazil","Paraná","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"US01888329","US01888329_01 US01888329_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"45291","auto",NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","2931562","PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"G. Hatschbach & H. Haas","16877","1967","8","3","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465","100",NA,NA,NA,"US01888331","US01888331_01 US01888331_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"55154","auto",NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","2937342","PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"G. Hatschbach","32235","1973","7","13","South America","Brazil","Paraná","S. Jose dos Pinhaes","Usina Chamine",NA,NA,NA,NA,NA,NA,"US00114888","US00114888_01","Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"63","2019-12-09 17:30:56-03","UFPR","EFC","18289","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.","2091","2018","12","09",NA,"Brasil","Paraná","Morretes","Parque Estadual do Marumbi","-48.9142","-25.4488","1250","1250",NA,"Árvore 11 m alt.; casca interna alvacenta com pontilhados marrons, em anéis; frutos verdes, frutificação abundante; sementes brancas, algumas em germinação; dossel de Floresta Ombrófila Densa Montana, em fundo de vale.","EFC018289",NA,NA,"2018","12","-48.9142","-25.4488",NA,NA,NA,NA,"09",NA,NA
"64","2019-11-13 11:31:17-03","USP","SPF","19146","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Sleumer, H","Hatschbach, G","14589","1966","08","12",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"SPF00019146",NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"65","2021-03-25 13:53:34-03","UNIVILLE","JOI","17829","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Brotto, M. L.","Brottto, M. L.; Barboza, E.; Völtz, R.R.","2696","2018","07","25",NA,"Brasil","Santa Catarina","Joinville","Serra Queimada, base da serra.","-49.104167","-26.095556",NA,NA,NA,"Flores branco-esverdeadas. Habito: Árvore","JOI017829",NA,NA,"2018","08","49º6'15''W","26º5'44''S",NA,NA,NA,NA,"07",NA,NA
"66","2021-03-25 13:53:34-03","UNIVILLE","JOI","17490","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.","2684","2018","07","20",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Vale dos Perdidos.","-48.914444","-25.4475","1100","1100",NA,"Flores alvo-amareladas exalando odor intenso e agradável. Habito: Árvore.","JOI017490",NA,NA,"2018","08","48º54'52''W","25º26'51''S",NA,NA,NA,NA,"06",NA,NA
"67","2021-03-04 11:17:24-03","UEFS","HUEFS","221526","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"Hatschbach, G.","32235","1973","07","13",NA,"Brasil","Paraná","São José dos Pinhais","Usina Chaminé.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUEFS0221526",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"45291","auto",NA,NA,NA
"68","2015-03-13 18:57:26-03","F","FMNH-SEEDPLANTS","V0246774F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0246774F","V0246774F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"69","2015-03-13 18:57:26-03","F","FMNH-SEEDPLANTS","V0246780F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0246780F","V0246780F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"70","2015-03-13 18:57:26-03","F","FMNH-SEEDPLANTS","V0246781F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0246781F","V0246781F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"71","2015-03-13 18:57:26-03","F","FMNH-SEEDPLANTS","V0246785F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0246785F","V0246785F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"72","2015-03-13 18:57:26-03","F","FMNH-SEEDPLANTS","V0246786F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0246786F","V0246786F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"73","2019-06-24 08:13:59-03","IAC","IAC","45825","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","F. Pedroni & M. Sanchez","F. Pedroni & M. Sanchez","s/nº","1997","04","16",NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,NA,"1997","04","-45.0711","-23.4339",NA,NA,NA,NA,"16",NA,NA
"74","2019-01-25 15:46:36-02","IAC","IAC","46194","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres","E.A. Anunciação et al.","241","1993","06","26",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, trilha para o morrinho","-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.250000","-24.550000",NA,NA,NA,NA,"26",NA,NA
"75","2019-01-25 15:46:36-02","IAC","IAC","46195","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres","E.A. Anunciação et al.","243","1993","06","26",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, trilha para o morrinho","-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.250000","-24.550000",NA,NA,NA,NA,"26",NA,NA
"76","2019-06-24 08:13:59-03","IAC","IAC","46196","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres","E.A. Anunciação; M. Sugiyama & E.L. Silva","545","1994","05","17",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o morrinho, próximo ao primeiro paredão","-47.5553","-24.7081",NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.5553","-24.7081",NA,NA,NA,NA,"17",NA,NA
"77","2019-01-25 15:46:36-02","IAC","IAC","46197","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres","L. Rossi; E.L.M. Catharino & I. Cordeiro","602","1990","05","16",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, proximidades de maciço da Juréia, trilha do alojamento do IBAMA até o pocinho do rio Verde","-47.5553","-24.7081",NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.5553","-24.7081",NA,NA,NA,NA,"16",NA,NA
"78","2019-01-25 15:46:36-02","IAC","IAC","46198","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres","L. Rossi; M.A. Carvalhaes; E.A. Anunciação & C.M. Yoshioka","1219","1992","12","14",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, trilha para a Figueira","-47.5553","-24.7081",NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.5553","-24.7081",NA,NA,NA,NA,"14",NA,NA
"79","2019-06-24 08:13:59-03","IAC","IAC","46327","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","E. Ramos & R.B. Torres","D.M. Silva; E.V. Franceschinelli; C.G.M. Santos; M.M.S. Castro; A. Geraldini; M.F. Siqueira; C.N. Begnami & L.C. Bernacci","100","1989","11","27",NA,"Brasil","São Paulo","Santos","Boracéia","-46.3336","-23.9608",NA,NA,NA,NA,NA,NA,NA,"2005","09","-46.3336","-23.9608",NA,NA,NA,NA,"27",NA,NA
"80","2019-06-24 08:13:59-03","IAC","IAC","46328","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres & E. Ramos","C.S. Zickel & S.M. Salis et al.","s/nº","1989","06","15",NA,"Brasil","São Paulo","Bertioga","Boracéia","-46.1386","-23.8544",NA,NA,NA,NA,NA,NA,NA,"2005","09","-46.1386","-23.8544",NA,NA,NA,NA,"15",NA,NA
"81","2019-01-25 15:46:36-02","IAC","IAC","47262","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","R.B. Torres","S. Souza","111","2005","02","03",NA,"Brasil","São Paulo","Bertioga","Parque das Neblinas","-46.1386","-23.8544",NA,NA,NA,"Nome popular: Lagarteira",NA,NA,NA,"2005","02","-46.1386","-23.8544",NA,NA,NA,NA,"03",NA,NA
"82","2019-01-25 15:46:36-02","IAC","IAC","55754","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","paranaensis","Casearia paranaensis","Sleumer","I.P. Renó","I.P. Renó","4","2014","01","28",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia","-45.31","-23.2217",NA,NA,NA,"Parcela L, Indivíduo L0594",NA,NA,NA,"2014","01","-45.3100","-23.2217",NA,NA,NA,NA,"28",NA,NA
"83","2016-05-30 16:45:24-03","UEM","HUEM","29735","S","Plantae",NA,NA,"Flacourtiaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","H. Sleumer","G. Hatschabach","32235","1973","07","13",NA,"Brasil","Paraná","São José dos Pinhais","Usina Chaminé","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore; 12m; tronco, 70cm; flor creme esverdeada; mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"84","2020-11-12 17:01:20-03","UEL","FUEL","16416","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Sleumer, H","Hatschbach, G","32235","1973","07","13",NA,"Brasil","Paraná","São José dos Pinhais","Usina Chaminé","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"FUEL016416",NA,"isotype",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"85","2019-11-01 15:10:14-03","UnB","UB","148039","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Marquete, R","Lindeman, JC","16877","1967","08","02","Southern America","Brasil","Paraná ","Campina Grande do Sul","Ca.20km of Curitiba.Sítio Belizario.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Tree,35cm,15m tall,tepals pale green,anthers yellow.; Rain forest cut open for pasture.",NA,NA,NA,"2008",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"86","2019-11-01 15:10:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Oliveira, RC","Hatschbach, G","32235","1973","07","13","Southern America","Brasil","Paraná","São José dos Pinhais","Usina Chaminé","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore,12m, tronco, 70cm, flor creme-esverdeada; Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"87","2019-11-01 15:10:14-03","UnB","UB","11745","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Pastore, JF","Hatschbach, G","14589","1966","08","12","Southern America","Brasil","Paraná ","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore 10m. Flor creme esverdeada; Mata pluvial.","UB0037038","UB0037038","paratype",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"88","2020-08-20 20:39:48-03","UFSC","FLOR","7409","PreservedSpecimen","Plantae",NA,"Malpighiales","Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Hatschbach, G.","Oliveira, P.I.","748","1983","09","28",NA,"Brasil","Paraná","São José dos Pinhais","Guaricana.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"árvore, flor first fruit colection, 8m altura","FLOR0007409",NA,NA,"1984",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"89","2020-08-20 14:57:30-03","UFSC","FLOR","59296","PreservedSpecimen","Plantae",NA,"Malpighiales","Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"Hatschbach, G.","32235","1973","07","13",NA,"Brasil","Paraná","São José dos Pinhais","Usina Chaminé.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore, 12m de altura, tronco, 70cm, flor creme-esverdeada","FLOR0059296",NA,"Isotypus",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"90","2021-03-04 15:46:14-03","IF","SPSF","24074","PreservedSpecimen","Plantae","Magnoliophyta","Salicales","Salicaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,"E.A.Anunciaçao","545","1994","05","17","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA
"91","2021-03-04 15:46:14-03","IF","SPSF","24073","PreservedSpecimen","Plantae","Magnoliophyta","Salicales","Salicaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,"E.A.Anunciaçao & M.Z.Gomes","241","1993","06","26","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA
"92","2021-03-04 15:46:14-03","IF","SPSF","24072","PreservedSpecimen","Plantae","Magnoliophyta","Salicales","Salicaceae","Casearia","paranaensis","Casearia paranaensis",NA,NA,"L.Rossi","602","1990","05","16","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA
"93","2021-03-04 15:46:14-03","IF","SPSF","34321","PreservedSpecimen","Plantae","Magnoliophyta","Salicales","Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","J. A. Pastore","Natália M. Ivanauskas & Renato F. Lorza & Dirceu de Souza & Benedito Lopes","5046","2004","01","24","América do Sul","Brasil","SP","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia","-45.310001373291","-23.2199993133545",NA,NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 22m de altura e 126,5cm de perímetro à altura do peito. Matriz 2414;",NA,NA,NA,"2007","11",NA,NA,"Magnoliopsida",NA,"27362","auto","13",NA,NA
"94","2020-11-24 08:16:23-03","MCN-FZBRS","HAS","21242","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Hatschbach, G.","Oliveira, P.I.","578","1982","07",NA,NA,"Brasil","Paraná","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore 12m, flor creme. Tronco 30 cm; da mata. Xiloteca. MBM 76704","HAS0021242",NA,NA,"1982","10",NA,NA,NA,NA,"45291","auto",NA,NA,NA
"95","2019-11-21 10:18:50-03","IBt","SP","262378","S","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Anunciação, EA","Anunciação, EA; Gomes, MZ","241","1993","06","26",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para o morrinho, mata de encosta","-47.25","-24.55",NA,NA,NA,"Arvoreta ca. 1,5m alt., flores creme",NA,NA,NA,"1993",NA,"-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:18:50-03","IBt","SP","262380","S","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Anunciação, EA","Anunciação, EA; Gomes, MZ","243","1993","06","26",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para o morrinho de encosta","-47.25","-24.55",NA,NA,NA,"Arvoreta ca. 2m alt., flores creme",NA,NA,NA,"1993",NA,"-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA
"97","2020-11-26 10:01:03-03","IBt","SP","382591","S","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer",NA,"Barbosa, E","795","2003","12","04",NA,"Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA
"98","2019-11-21 10:18:50-03","IBt","SP","244565","S","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Torres, RB","Rossi, L; et al.","602","1990","05","16",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, trilha do alojamento do IBAMA até o pocinho do Rio Verde, mata das margens do rio","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Arvoreta ca. 2,0m alt., flores alvas",NA,NA,NA,"1997","03",NA,NA,NA,NA,"55628","auto",NA,NA,NA
"99","2019-11-21 10:18:50-03","IBt","SP","270893","S","Plantae",NA,NA,"Salicaceae","Casearia","paranaensis","Casearia paranaensis","Sleumer","Torres, RB","Anunciação, EA; et al.","545","1994","05","17",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o morrinho, mata de encosta","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Arvoreta ca. 3m alt., flores creme, próximo ao 1° paredão",NA,NA,NA,"1997","03",NA,NA,NA,NA,"55628","auto",NA,NA,NA
