"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","individualCount","geoFlag","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus"
"159","2021-03-16 17:53:32-03","UCS","HUCS","1507","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Grings, M.","Cordeiro, J.","1985","08","21","Brasil","Paraná","Morretes","Véu do Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"arbusto 2m, flores lilás; mata secundária","Angiospermae","Malvales","2019","04","04","103","30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-11-03 16:40:26-03","UFES","VIES","13430","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","M. Grings","Valadares, R.T.","2009",NA,NA,"Brasil","Espírito Santo","Domingos Martins","Sítio Canto do Ganço.","-40.6591987609863","-20.3633003234863",NA,NA,"VIES013430","VIES013430",NA,NA,NA,"2020","09","22","886","48150",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-03 16:40:26-03","UFES","VIES","40212","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","M. Grings","Silva, L.A.; Freitas, J.; Luber, J. & Oliveira, W.","2015","04","28","Brasil","Minas Gerais","Pedra Azul","Parque Pedra Azul.","-41.2971992492676","-16.0053005218506",NA,NA,"VIES040212","VIES040212",NA,NA,NA,"2020","09","22","599","39993",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-03 16:40:26-03","UFES","VIES","25509","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","M. Grings","Assis, A.M.; A. Gatti; Gilmar Teixeira & Rodrigo V. Menezes","2013","11","03","Brasil","Espírito Santo","Sooretama","REBIO Sooretama - Bom Jardim (área queimada).","-40.242222","-18.999722","40º14'32''W","18º59'59''S","VIES025509","VIES025509",NA,NA,NA,"2020","09","22","4045",NA,NA,NA,"95","95",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-09-10 15:32:59-03","UFES","VIES","28711","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","A.C. Oliveira","Assis, A.M.; Cribari, R.S.; Santos, R.; Santos, J.P.","2018","07","28","Brasil","Espírito Santo","Vargem Alta",NA,"-40.998611","-20.458889","40º59'55''W","20º27'32''S","VIES028711","VIES028711",NA,NA,NA,"2020","04","18","4553",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-09-10 15:32:59-03","UFES","VIES","449","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","E.C.O. Chagas","Pereira, O.J.","1984","06","16","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,"VIES000449","VIES000449",NA,NA,NA,"2009","03","16","305","48150",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-09-10 15:32:59-03","UFES","VIES","42051","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","A.C. Oliveira","Zorzanelli, J.P.F.","2011","08","06","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES042051","VIES042051",NA,NA,NA,"2020","04","18","42","32198",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-03 16:40:26-03","UFES","VIES","19130","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","M. Grings","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","2009","07","04","Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998",NA,NA,"VIES019130","VIES019130",NA,NA,NA,"2020","09","22","320","31867",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-03 16:40:26-03","UFES","VIES","33145","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","M. Grings","Moraes, A.M.","2011","06","18","Brasil","Minas Gerais","Espera Feliz","RPPN Bom Fim.","-41.9071998596191","-20.6502990722656",NA,NA,"VIES033145","VIES033145",NA,NA,NA,"2020","09","22","97","21988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-08-16 08:39:54-03","UTFPR","HCF","8749","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","O.S. Ribas","O.S. Ribas","2007","05","15","Brasil","PR","Doutor Ulysses","Mata da Porda","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"arvoreta, 4 m, flor lilás. Floresta Ombrófila Densa.",NA,NA,"2007",NA,NA,"7830","32237",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-08-16 08:39:54-03","UTFPR","HCF","15354","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","C.T. Blum","C.T. Blum","2009","05","08","Brasil","PR","Morretes","Serra da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"arbusto com 2,8 m de altura em clareira de escorregamento. Com frutos.",NA,NA,"2009","05","08","534","30514",NA,"auto","995","995",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-08-16 08:39:54-03","UTFPR","HCF","14005","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","E. Barboza","R. Balbino","2013","09","14","Brasil","PR","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"subarbusto heliófito. Botões florais ferrugíneo-pilosos.",NA,NA,"2014","04",NA,NA,"35166",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-08-16 08:39:54-03","UTFPR","HCF","17354","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","P. Ferreira","M.E. Engels","2013","07","10","Brasil","PR","Paranaguá","Salto das Andorinhas","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"arbusto ca. 2 m. Caule e folhas verdes. Flores vináceas. Anteras amarelas. Em local de deslizamento, iluminado.",NA,NA,"2015","02","12","1219","24916",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-06-29 09:30:45-03","UFRRJ","RBR","13187","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","A. Krapovickas","M.M.S. Conde","1989","08","12","Brasil","Rio de Janeiro","Piraí",NA,"-43.8981018066406","-22.6291999816895",NA,NA,"RBR00013187",NA,NA,NA,NA,"1997",NA,NA,"s.n.","20293",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-06-29 09:30:45-03","UFRRJ","RBR","12976","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.",NA,"M. Barbosa","1949","07","09","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"RBR00012976",NA,NA,NA,NA,NA,NA,NA,"200","38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-06-29 09:30:45-03","UFRRJ","RBR","12977","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","C.R. Campêlo","C.R. Campêlo","1977","10","04","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"RBR00012977",NA,NA,NA,NA,"1979","10","04","611","38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-06-29 09:30:45-03","UFRRJ","RBR","12982","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.",NA,"J.G. Kuhlmann","1934","07","23","Brasil","Minas Gerais","Viçosa","Escola Superior de Agronomia e Veterinaria","-42.8819007873535","-20.7539005279541",NA,NA,"RBR00012982",NA,NA,NA,NA,NA,NA,NA,"s.n.","13937",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-06-29 09:30:45-03","UFRRJ","RBR","12154","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","A. Krapovickas","M.M.S. Conde","1990","10","01","Brasil","Rio de Janeiro","Piraí","Estação Ecológica de Piraí","-43.8981018066406","-22.6291999816895",NA,NA,"RBR00012154",NA,NA,NA,NA,"1997",NA,NA,"383","20293",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-06-29 09:30:45-03","UFRRJ","RBR","21414","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","M.G. Bovini","M.M.T. Rosa","1982","09","25","Brasil","Rio de Janeiro","Petrópolis","Reserva Biológica de Araras","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00021414",NA,NA,NA,NA,"2006","05",NA,"83","36524",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-10-07 16:08:35-03","UFRRJ","RBR","30539","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","M. Barreto","1933","07","04","Brasil","Minas Gerais","Sabará",NA,"-43.8067016601562","-19.8864002227783",NA,NA,"RBR00030539",NA,NA,NA,NA,"1953","11","16","7848","18805",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-10-07 16:08:35-03","UFRRJ","RBR","30547","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","A.A. Donnell","H. Monteiro","1935","08","25","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"RBR00030547",NA,NA,NA,NA,"2012","08",NA,"1294","33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-10-07 16:08:35-03","UFRRJ","RBR","37664","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","T.A. Amorim","D. Constantino","1944","06","05","Brasil","Rio de Janeiro","Rio de Janeiro","Cidade das Meninas. Cambuaba","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00037664",NA,NA,NA,NA,"2019","06","05","89","57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-10-07 16:08:35-03","UFRRJ","RBR","30541","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel",NA,"H. Monteiro","1942","09",NA,"Brasil","Rio de Janeiro","Petrópolis","Cortiço de Lima","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00030541",NA,NA,NA,NA,NA,NA,NA,"2509","36524",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-10-07 16:08:35-03","UFRRJ","RBR","37667","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","T.A. Amorim","G. Hatschbach","1950","08","20","Brasil","Paraná","Morretes","Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"RBR00037667","RBR00037667",NA,NA,NA,"2019","06","05","s/n","30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-10-07 16:08:35-03","UFRRJ","RBR","30540","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","M. Barreto","1933","03","22","Brasil","Minas Gerais","Belo Horizonte","Jardim Botânico Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"RBR00030540",NA,NA,NA,NA,"1953","11","16","8990","17082",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-10-07 16:08:35-03","UFRRJ","RBR","37665","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","T.A. Amorim","G. Hatschbach","1961","08","22","Brasil","Paraná","Morretes","Rio da Fartura","-48.834400177002","-25.476900100708",NA,NA,"RBR00037665",NA,NA,NA,NA,"2019","06","05","8156","30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-10-07 16:08:35-03","UFRRJ","RBR","30542","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","E. Pereira","1953","01","04","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos órgãos- Picada do Frade","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00030542",NA,NA,NA,NA,"1954","01","04","716","57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-10-07 16:08:35-03","UFRRJ","RBR","30545","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","A.A. Donnell","A.C. Brade","1936","05",NA,"Brasil","São Paulo","Bananal","Sertão do Rio Vermelho- Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,"RBR00030545",NA,NA,NA,NA,"2012","08",NA,"15236","26795",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-10-07 16:08:35-03","UFRRJ","RBR","30543","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","A.C. Brade","1936","05","20","Brasil","São Paulo","Bananal","Sertão do Rio Vermelho. Serra da Bocaína","-44.3199996948242","-22.6800003051758",NA,NA,"RBR00030543",NA,NA,NA,NA,"1953","12","04","15237","26795",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-10-07 16:08:35-03","UFRRJ","RBR","30548","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","A.A. Donnell","J. Badini","1939",NA,NA,"Brasil","Minas Gerais","Minas Gerais","Brejo Rodrigo Silva",NA,NA,NA,NA,"RBR00030548",NA,NA,NA,NA,"2012","08",NA,"2582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-10-07 16:08:35-03","UFRRJ","RBR","30549","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","F.C.T.","1893","06",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"RBR00030549",NA,NA,NA,NA,"1953","11","16","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-10-07 16:08:35-03","UFRRJ","RBR","30546","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","A.A. Donnell","H. Monteiro","1942","09","15","Brasil","Rio de Janeiro","Petrópolis","Cachoeira Castigo de Cima, cerca de 945m de altitude","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00030546",NA,NA,NA,NA,"2012","08",NA,"9509","36524",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-10-07 16:08:35-03","UFRRJ","RBR","30544","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","J.G. Kuhlmann","1950","09",NA,"Brasil","Santa Catarina","Florianópolis","Morro das Sete Voltas","-48.5491981506348","-27.596700668335",NA,NA,"RBR00030544",NA,NA,NA,NA,NA,NA,NA,"s.n.","27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-07 16:08:35-03","UFRRJ","RBR","30538","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro","M. Barreto","1933","07","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"RBR00030538",NA,NA,NA,NA,"1953","11","16","8549","22051",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-07 16:08:35-03","UFRRJ","RBR","30550","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","H. Monteiro",NA,"1933","07","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"RBR00030550",NA,NA,NA,NA,"1953","09","16","8520","22051",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-21 16:33:01-03","MBM","MBM","223326","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Ribas, O.S.","Stellfeld, C.",NA,NA,NA,"Brazil","Paraná",NA,"Estrada da Graciosa",NA,NA,NA,NA,"MBM223326",NA,NA,NA,NA,NA,NA,NA,"1286",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"195","2020-12-21 16:33:01-03","MBM","MBM","195301","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",NA,NA,NA,"Brazil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia - Castelinho","-40.749698638916","-20.6350002288818",NA,NA,"MBM195301","MBM195301",NA,NA,NA,NA,NA,NA,"65248","32447",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"196","2020-12-21 16:33:01-03","MBM","MBM","291754","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Bovini, M.G.","Assis, L.C.S.; et al.; et al.","2002","10","12","Brazil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"MBM291754","MBM291754",NA,NA,NA,NA,NA,NA,"589","7934",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"197","2020-12-21 16:33:01-03","MBM","MBM","65323","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Irwin, H.S.; et al.; et al.","1971","01","16","Brazil","Minas Gerais","Belo Horizonte","40km E of Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"MBM065323","MBM065323",NA,NA,NA,NA,NA,NA,"30503","17082",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"198","2020-12-21 16:33:01-03","MBM","MBM","54789","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Shepherd, G.J.; et al.; et al.","1977","09","06","Brazil","Minas Gerais","Caparaó","Pico da Bandeira","-41.9043998718262","-20.523099899292",NA,NA,"MBM054789","MBM054789",NA,NA,NA,NA,NA,NA,"5765","15056",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"199","2020-12-21 16:33:01-03","MBM","MBM","290981","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Forzza, R.C.","Forzza, R.C.; et al.; et al.","2002","09","23","Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"MBM290981","MBM290981",NA,NA,NA,NA,NA,NA,"2239","11991",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"200","2020-12-21 16:33:01-03","MBM","MBM","270372","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Stehmann, J.R.","Stehmann, J.R.","2002","04","01","Brazil","Minas Gerais","Itabira","Mina Cauê","-43.2268981933594","-19.6191997528076",NA,NA,"MBM270372","MBM270372",NA,NA,NA,NA,NA,NA,"3077","33779",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:33:01-03","MBM","MBM","255328","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Bovini, M.G.","Krieger, L.; et al.; et al.","1983","08","13","Brazil","Minas Gerais","Juiz de Fora","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"MBM255328","MBM255328",NA,NA,NA,NA,NA,NA,"s.n.","36144",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:33:01-03","MBM","MBM","241285","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Hatschbach, G.","Cruz, J.M.; Abe, L.M.; Abe, L.M.",NA,NA,NA,"Brazil","Paraná","Adrianópolis","Parque das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,"MBM241285","MBM241285",NA,NA,NA,NA,NA,NA,"137","49901",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:33:01-03","MBM","MBM","18073","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","1971","07","20","Brazil","Paraná","Antonina","Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,"MBM018073","MBM018073",NA,NA,NA,NA,NA,NA,"26867","38300",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:33:01-03","MBM","MBM","146811","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Takeuchi, C.","Hatschbach, G.; Saldanha, J.; Saldanha, J.","1991","07","16","Brazil","Paraná","Antonina","Rio Conceição","-48.7118988037109","-25.4286003112793",NA,NA,"MBM146811","MBM146811","Arbusto, 2m, flores purpúreas. Clareiras da mata pluvial",NA,NA,"2010","06","22","55627","38300",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:33:01-03","MBM","MBM","71126","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","1981","06","01","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM071126","MBM071126",NA,NA,NA,NA,NA,NA,"43923","27346",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:33:01-03","MBM","MBM","15066","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Hatschbach, G.","1970","07","21","Brazil","Paraná","Bocaiúva do Sul","Santana","-49.1150016784668","-25.2061004638672",NA,NA,"MBM015066","MBM015066",NA,NA,NA,NA,NA,NA,"24494","61623",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:33:01-03","MBM","MBM","237920","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Hatschbach, G.","Barboza, E.",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Mato Limpo","-49.0553016662598","-25.3055992126465",NA,NA,"MBM237920","MBM237920",NA,NA,NA,NA,NA,NA,"282","55154",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:33:01-03","MBM","MBM","223343","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Imaguire, N.",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Samambaia","-49.0553016662598","-25.3055992126465",NA,NA,"MBM223343",NA,NA,NA,NA,NA,NA,NA,"186","55154",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:33:01-03","MBM","MBM","223342","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Imaguire, N.",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Samambaia","-49.0553016662598","-25.3055992126465",NA,NA,"MBM223342",NA,NA,NA,NA,NA,NA,NA,"186","55154",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:33:01-03","MBM","MBM","8882","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Hatschbach, G.","1967","05","17","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"MBM008882","MBM008882",NA,NA,NA,NA,NA,NA,"16406","55154",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:33:01-03","MBM","MBM","1522","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Krapovickas, A.","1966","08","17","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"MBM001522","MBM001522",NA,NA,NA,NA,NA,NA,"14618","55154",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:33:01-03","MBM","MBM","12157","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Hatschbach, G.","1969","09","26","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"MBM012157","MBM012157",NA,NA,NA,NA,NA,NA,"22238","55154",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:33:01-03","MBM","MBM","7364","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Lindeman, J.; Haas, H.; Haas, H.","1966","08","17","Brazil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,"MBM007364","MBM007364",NA,NA,NA,NA,NA,NA,"2359","32006",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:33:01-03","MBM","MBM","37384","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Dziewa, A.","1975","06","11","Brazil","Paraná","Curitiba","Barreirinha","-49.2731018066406","-25.4277992248535",NA,NA,"MBM037384","MBM037384",NA,NA,NA,NA,NA,NA,"105","25180",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
