"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","infraspecificEpithet","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"149","2019-01-25 15:38:01-02","IAC","IAC","49693","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","C.A.F. Pinto-Maglio","s/nº","2008","07","10",NA,"Brasil",NA,NA,"Origem: São Bento do Sapucaí - SP, Bairro Alto do Campestre, coletado no interior de Floresta Estacional Semidecidual. Número de introdução no Banco de Germoplasma do IAC I-16978",NA,NA,NA,"Herb.","C.A.F. Pinto-Maglio","São Paulo","IAC, Fazenda Santa Elisa, Banco de Germoplasma",NA,NA,NA,"Campinas","-47.077171","-22.870251","-47.077171","-22.870251","2008","07",NA,NA,NA,NA,NA,"10",NA,NA,NA
"150","2019-01-25 15:38:01-02","IAC","IAC","56136","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","A.F.C. Tombolato","s/nº","1995","02","11",NA,"Brasil",NA,NA,"Introdução na Seção de Floricultura (IAC) I-17357",NA,NA,NA,"Herb.","M.C. Assis","São Paulo",NA,NA,NA,NA,"Campinas","-47.0608","-22.9056","-47.0608","-22.9056","2016","02",NA,NA,NA,NA,NA,"26",NA,NA,NA
"151","2020-07-23 11:56:40-03","CEPLAC","CEPEC","104100","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","L. J. Alves","3","2000","03","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. L. Guedes","Bahia","Serra do Jerônimo.",NA,NA,NA,"UAUÁ","-39.332222","-9.723056","39W19'56","9S43'23",NA,NA,NA,NA,"30/04/2000",NA,NA,NA,NA,NA,NA
"152","2016-08-23 11:12:12-03","NHMLondon","NHM-LONDON-BOT","BM000553868","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","J. Tweedie","s.n.",NA,NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:4978293",NA,NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype"
"153","2020-11-12 17:00:51-03","UEL","FUEL","13816","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Torres, RB; et al.","s.n.","1990","10","26",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Liliales","Herb.",NA,"São Paulo","Torre do Campestre",NA,NA,NA,"São Bento do Sapucai","-45.7299995422363","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,"18089","auto",NA,NA,NA,NA
"154","2017-09-11 17:06:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Sellow, F","138",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2017-09-11 17:06:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-02-08 12:50:38-03","UFRGS","ICN","066971","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Sobral, M; et al.","4325",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Erva, flores avermelhadas; Interior de mata, no topo do cerro",NA,"Monocotyledon",NA,"Herb.","Setubal, RB","RS","Cerro Agudo",NA,NA,NA,"Agudo","-53.2400016784668","-29.645299911499",NA,NA,"2014","01",NA,NA,NA,"22416","auto","13",NA,NA,NA
"157","2021-02-08 12:50:38-03","UFRGS","ICN","186727","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Vogel-Ely, C; Miotto, S; Coelho, G","442","2015","12","14","América do Sul","Brasil",NA,NA,"Duplicata HBR; população com mais de 50 indivíduos adultos; Borda de mata","ICN00029516","Monocotyledon",NA,"Herb.","Assis, M","SC","margem da BR-486","747","747",NA,"Petrolândia","-49.738056","-27.586667","-49.738056","-27.586667","2016","06",NA,NA,NA,NA,NA,"27",NA,NA,NA
"158","2021-02-08 12:50:38-03","UFRGS","ICN","085088","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Sobral, M","3241",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Erva; Beira de estrada","ICN00044332","Monocotyledon",NA,"Herb.","Setubal, RB","RS","Itati",NA,NA,NA,"Osório","-50.2696990966797","-29.8866996765137",NA,NA,"2014","01",NA,NA,NA,"27350","auto","13",NA,NA,NA
"159","2021-01-28 10:22:54-03","IBt","SP","32005","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-01-28 10:22:54-03","IBt","SP","5077","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-01-28 10:22:54-03","IBt","SP","5177","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-01-28 10:22:54-03","IBt","SP","8211A","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Gehrt, A","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-01-28 10:22:54-03","IBt","SP","17967","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Schwacke","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-01-28 10:22:54-03","IBt","SP","17968","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","s.col.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-01-28 10:22:54-03","IBt","SP","141331","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G","27099","1971","10","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"Paraná",NA,NA,NA,NA,"Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"166","2020-11-26 09:59:45-03","IBt","SP","370792","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G","68303","1998","09","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"Paraná",NA,NA,NA,NA,"Ventania","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA
"167","2020-07-02 08:39:45-03","IBt","SP","285427","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Pirani, JR","2504","1989","10","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
