"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","preparationType"
"53","2021-02-08 12:43:03-03","UFRGS","ICN","156255","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Setubal, R; Bassi, J","2006","01","02","América do Sul","Brasil","morro São Pedro Econsciência Espaço de Conservação","flores liláses; em banhado de topo de morro",NA,NA,"Dicotyledon","Trevisan, R","489","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"145","145",NA,NA,NA,NA,NA
"54","2021-02-08 12:43:03-03","UFRGS","ICN","174820","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Lorscheitter, ML; Baptista, LRM","2007","04","27","América do Sul","Brasil","Turfeira do Banhado Amarelo",NA,NA,NA,"Dicotyledon",NA,"s.n.","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,"838","838",NA,NA,NA,NA,NA
"55","2021-02-08 12:43:03-03","UFRGS","ICN","174819","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Lorscheitter, ML; Baptista, LRM","2007","03","16","América do Sul","Brasil","Turfeira do Banhado Amarelo",NA,NA,NA,"Dicotyledon",NA,"s.n.","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,"838","838",NA,NA,NA,NA,NA
"56","2021-02-08 12:43:03-03","UFRGS","ICN","174818","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Lorscheitter, ML; Baptista, LRM","2007","02","01","América do Sul","Brasil","Turfeira do Banhado Amarelo",NA,NA,NA,"Dicotyledon",NA,"s.n.","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,"838","838",NA,NA,NA,NA,NA
"57","2021-02-08 12:43:03-03","UFRGS","ICN","172835","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Lorscheitter, ML; Baptista, LRM","2008","12","12","América do Sul","Brasil","Turfeira do Banhado Amarelo",NA,NA,NA,"Dicotyledon",NA,"s.n.","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-26 10:49:25-03","MCN-FZBRS","HAS","44211","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Schmidt, R.","2005","01",NA,NA,"Brasil","Reserva Biológica da Serra Geral; Mangueira de pedra e trilhas","erva","HAS0044211",NA,"Magnoliophyta",NA,"846","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605","28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-12-04 20:29:19-02","UNIR","RON","16107","S","Plantae",NA,"Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylven","Gonçalves, KS","2018","04","02","Southern America","Brasil","PARNA Campos Amazônicos., Cerrado hiperestacional. Área atrás do alojamento, proximo ao encontro do rio dos macacos com o rio dos viados.","Erva, 0,27 cm de altura. Flor roxa clara, branco e fica roxo escuro conforme a maturação.","RON00016107",NA,"Angiosperma",NA,"277","Amazonas","Humaitá","-61.648139","-8.472278",NA,NA,NA,NA,NA,NA,NA,"-61.648139","-8.472278",NA,NA,NA
"60","2018-12-04 20:29:19-02","UNIR","RON","16102","S","Plantae",NA,"Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylven","Gonçalves, KS","2018","04","02","Southern America","Brasil","PARNA Campos Amazônicos., Estrada do Estanho - Proximo ao Rio Branco.","Erva, 0,30 cm de alturas. Flor de lilás, fruto verde marrom.","RON00016102",NA,"Angiosperma",NA,"272","Amazonas","Humaitá","-61.750417","-8.43775",NA,NA,NA,NA,NA,NA,NA,"-61.750417","-8.43775",NA,NA,NA
"61","2020-03-05 09:44:43-03","IBt","SP","269023","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rossi, L; Anunciação, EA","1993","10","28",NA,"Brasil","Estação Ecológica Juréia-Itatins, Caminho do Imperador",NA,NA,NA,NA,"Corrêa, MA","1360","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628","auto","1994","10","20",NA,NA,NA,NA,NA,NA,NA
"62","2020-03-05 09:44:43-03","IBt","SP","218912","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Kirizawa, M; Vital, DM","1987","11","18",NA,"Brasil","Estação Ecológica Juréia-Itatins, Trilha do Imperador, à margem de um riacho pedregoso",NA,NA,NA,NA,"Corrêa, MA","1959","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628","auto","1994","10","20",NA,NA,NA,NA,NA,NA,NA
"63","2020-03-05 09:44:43-03","IBt","SP","248669","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Kirizawa, M; et al.","1991","05","15",NA,"Brasil","Reserva Ecológica Juréia-Itatins, Trilha do Imperador",NA,NA,NA,NA,"Corrêa, MA","2498","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628","auto","1994","10","20",NA,NA,NA,NA,NA,NA,NA
