"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"50","2009-12-04 16:52:00-02","MO","MOBOT","2843826","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","(Barb. Rodr.) Barb. Rodr.","G. Pabst","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 20514","1968","12","6","South America","Brazil","Paraná",NA,"Mun. Guarapuava. Rio Campo Real.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-09-02 16:35:22-03","Cenargen","CEN","32572","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","823","1998","12","31",NA,"Brasil","DF","BRASILIA","Campo à beira da estrada, a 29 km de Caalcante, no alto da chapada, em direção à região conhecida como São Domingos.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente queimada. Única planta observada em flor, observado outros com frutos desenvolvidos. Exemplar de floração tardia, fora de época, que normalmente ocorre um pouco antes. Flores com a extremidade branca,","CEN00032572","CEN00032572",NA,NA,NA,"70570","auto","2009","12",NA,NA,"1",NA
"52","2020-09-02 16:35:22-03","Cenargen","CEN","32562","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","813","1998","12","23",NA,"Brasil","DF","BRASILIA","Mata do Acampamento, entre o setor Militar Urbano e o PARNA Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","À margem da mata ciliar inundada. Solo escuro, instável, com água na superfície. .Área não queimada.","CEN00032562","CEN00032562",NA,NA,NA,"70570","auto","2009","12",NA,NA,"1",NA
"53","2020-09-02 16:35:22-03","Cenargen","CEN","94498","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.",NA,"Márcio Verdi - RB","7343","2014","11","26",NA,"Brasil","GO","CAVALCANTE","Parque Nacional Chapada dos Veadeiros, Pouso Alto","-47.4583015441895","-13.7974996566772","1462","1462","Exsicatas","Folhas verdes. Área recentemente queimada.. Doação Jardim Botânico do Rio de Janeiro - RB 630846.","CEN00094498","CEN00094498",NA,NA,NA,"92497","auto",NA,NA,NA,NA,"1",NA
"54","2020-09-02 16:35:22-03","Cenargen","CEN","15158","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","T. E. C. Meneguzzo","Luciano de Bem Bianchetti","827","1989","11","27",NA,"Brasil","DF","BRASILIA","Córrego do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00015158","CEN00015158",NA,NA,NA,"70570","auto","2009","12",NA,NA,"1",NA
"55","2020-09-02 16:35:22-03","Cenargen","CEN","18145","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","256","1992","01","19",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Campos que circundam a mata do Córrego do Acampamento.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Campo limpo permanentemente úmido (inundado), brejoso.","CEN00018145","CEN00018145",NA,NA,NA,"70570","auto","1992","01",NA,NA,"1",NA
"56","2020-09-02 16:35:22-03","Cenargen","CEN","26962","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","J. A. N. Batista","Taciana Barbosa Cavalcanti","2147","1997","03","12",NA,"Brasil","GO","IPAMERI","Lado direito da estrada Caldas Novas - Ipameri, cerca de 3 km após a ponte do rio São Bento.","-48.1596984863281","-17.7219009399414","720","720","Unicata","Campo limpo.","CEN00026962","CEN00026962",NA,NA,NA,"102542","auto","1998","03",NA,NA,"1",NA
"57","2020-09-02 16:35:22-03","Cenargen","CEN","112169","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","G. M. Cruz-Lustre","G. M. Cruz-Lustre","257","2016","12","30",NA,"Brasil","SC","AGUA DOCE","Rodovia BR 280 entre Horizonte e Palmas, aproximadamente 24 km depois do trevo de Horizonte, cerca de 3,5 km do lado esquerdo da estrada.","-51.5560989379883","-26.9978008270264","1200","1200","Exsicatas","Em plena floração. Raízes delgadas, cilindrícas. Com folhas frescas na antese. Doação do Herbário BHCB nº 197432.","CEN00112169","CEN00112169",NA,NA,NA,"52743","auto","2016","12",NA,NA,"1",NA
"58","2020-09-02 16:35:22-03","Cenargen","CEN","26193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","700","1997","02","20",NA,"Brasil","TO","NATIVIDADE","Área a margem direita da pista, cerca de 18 km após Natividade, na estrada para Conceição do Tocantins.","-47.7233009338379","-11.7096996307373",NA,NA,"Unicata","Em campo permanentemente úmido (inundado). Área anteriormente queimada. Em plena floração. Flora do Brasil - Estado de Tocantins.","CEN00026193","CEN00026193",NA,NA,NA,"59394","auto","1997",NA,NA,NA,"1",NA
"59","2019-07-09 12:46:53-03","F","FMNH-SEEDPLANTS","V0447112F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa",NA,NA,"R. Reitz & R. M. Klein","17.824","1965","12","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0447112F","V0447112F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-07-09 12:42:19-03","F","FMNH-SEEDPLANTS","V0447113F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa",NA,NA,"G. G. Hatschbach & O. A. Guimarães","20514","1968","12","6","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0447113F","V0447113F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-07-09 12:46:50-03","F","FMNH-SEEDPLANTS","V0447114F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa",NA,NA,"H. S. Irwin & T. R. Soderstrom","7644","1964","10","31","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0447114F","V0447114F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:15:33-03","UnB","UB","111508","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Meneguzzo, TEC","Cezare, CHG; Machado Neto, A","337","2007","10","23","Southern America","Brasil","Goiás","Luziânia","Hidrelétrica de Corumbá III, área de influência do empreendimento","-47.9903","-16.6768","863","863",NA,"Erva 0,3m. Flor amarelo ouro. Suculenta, botão floral verde claro; Contato Campo limpo úmido (princípio de um Vereda). Topologia: Plano a suavemente inclinado","UB0019087","UB0019087","-47.9903","-16.6768",NA,NA,NA,"2009","01","30",NA,NA,NA
"63","2019-11-01 15:15:33-03","UnB","UB","3626","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Meneguzzo, TEC","Heringer, EP","8751-943","1961","11","15","Southern America","Brasil","Distrito Federal","Brasília","Rio Vicente Pires, no Parque Zoobotânico","-47.95","-15.85","1020","1020",NA,"Erva; Brejo.","UB0019829","UB0019829","-47.95","-15.85",NA,NA,NA,"2009","12","20",NA,NA,NA
"64","2019-11-01 15:15:33-03","UnB","UB","3723","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Meneguzzo, TEC","Oliveira, RS","3","1994","09","19","Southern America","Brasil","Distrito Federal","Brasília","Reserva do Guará","-47.979167","-15.807778","1100","1100",NA,"Corola com aspecto encerado. Peças florais duras..Odor frutal. Pelos na haste floral. Flor com aspecto oval, 1 ou 2 por indivíduo.; 0,3m. Flor amarelo-brilhante; Campo alagado-vereda. Solo: Argiloso.","UB0019828","UB0019828","-47.979167","-15.807778",NA,NA,NA,"2009","12","20",NA,NA,NA
"65","2019-11-01 15:15:33-03","UnB","UB","4422","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Meneguzzo, TEC","Oliveira, RS","23","1994","11","18","Southern America","Brasil","Distrito Federal","Brasília","Reserva do Guará","-47.95","-15.833333","1050","1050",NA,"Erva. Flor amarela; Brejo. Solo: Argiloso.","UB0019832","UB0019832","-47.95","-15.833333",NA,NA,NA,"2009","12","20",NA,NA,NA
"66","2019-11-01 15:15:33-03","UnB","UB","87738","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Batista, JAN","Oliveira, RS","s.n.","1997","02","20","Southern America","Brasil","Tocantins",NA,"Área a margem direita da Pista, cerca de 18km após Natividade, na estrada para Conceição do Tocantins",NA,NA,NA,NA,NA,"Erva terrestre. Em plena floração. Flores amarelas; Em campo limpo permanentemente úmido (inundado). Área anteriormente queimada. Pouco frequente","UB0019085","UB0019085",NA,NA,NA,NA,NA,"2001","12",NA,NA,NA,NA
"67","2019-11-01 15:15:33-03","UnB","UB","87739","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Smidt, EC","Pires, JM","56982","1963","09","30","Southern America","Brasil","Goiás",NA,"74km from Alto Araguaia to Goiânia",NA,NA,"930","930",NA,"On ground; fl. yellow (egg), no spots, activ unpleasant small; Open grassland in bog","UB0019081","UB0019081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 15:15:33-03","UnB","UB","87740","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Incógnito","Mitzi, G","511","1968","12","21","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:15:33-03","UnB","UB","87890","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Meneguzzo, TEC","Ratter, JA","4297","1978","11","08","Southern America","Brasil","Distrito Federal",NA,"Velhacap, atrás do Núcleo Bandeirante",NA,NA,NA,NA,NA,"Small yellow-flowered ground orchid; In very wet grassy campo","UB0019827","UB0019827",NA,NA,NA,NA,NA,"2009","12","20",NA,NA,NA
"70","2019-11-01 15:15:33-03","UnB","UB","87892","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Meneguzzo, TEC","Miranda, ZJG","8","1994","11","15","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.979167","-15.807778",NA,NA,NA,NA,"UB0019831","UB0019831","-47.979167","-15.807778",NA,NA,NA,"2009","12","20",NA,NA,NA
"71","2019-11-01 15:15:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.",NA,"Barroso, GM","511","1968","12","21","Southern America","Brasil","Goiás","Chapada dos Veadeiros",NA,NA,NA,"1800","1800",NA,"Planta com 50cm de alt.; flores amarelas; Brejo","UB0019083","UB0019083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-20 14:54:50-03","UFSC","FLOR","20147","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.",NA,"Reitz, R.; Klein, R.M.","17824","1965","12","16",NA,"Brasil","Paraná","Guarapuava","Fazenda do Capão Redondo.","-51.4580993652344","-25.395299911499","1000","1000",NA,"erva, flor amarela","FLOR0020147",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Balansa, B","645",NA,NA,NA,"Southern America","Paraguay",NA,NA,"In paludosis ad Caaguazu, Paraguay",NA,NA,NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Riedel, L","57",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Camapuã","ad Camapuan","-54.0439","-19.5314",NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,"123887","auto",NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Regnell, AF","ser. III.1199",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","in uliginosis prope Caldas.","-46.3861","-21.9236",NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Weddell, HA","1160",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia locis haud indicatis",NA,NA,NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Riedel, L","654",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in paludosis ad Rio Pardo",NA,NA,NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Claussen, P","152",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Ouro Preto","ad Caxoeira do Campo","-43.5081","-20.2875",NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"locis subpaludosis secus flum. Ribeirâo dos Bugres et Rio Verde",NA,NA,NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","uliginosa","Spiranthes uliginosa","Barb.Rodr.",NA,"Glaziou, AFM","15662",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia locis haud indicatis",NA,NA,NA,NA,NA,"Floret Octobri-Januario",NA,"P03P4N0049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:52:22-03","UFRGS","ICN","015169","S","Plantae","Monocotyledon",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.",NA,"Dutra, J","1169","1935","01","20","América do Sul","Brasil","RS","Bom Jesus","Fazenda Caraúna","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Banhado.","ICN00041165",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:52:22-03","UFRGS","ICN","177549","S","Plantae","Monocotyledon",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Buzatto, CR","Buzatto, CR","693","2011","01","25","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"ICN00041167",NA,NA,NA,NA,"76715","auto","2011","01","25",NA,NA,NA
"83","2021-02-08 12:52:22-03","UFRGS","ICN","046324","S","Plantae","Monocotyledon",NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb. Rodr.","Brade","Duarte, A","547","1946","11","18","América do Sul","Brasil","MG","Carandaí","Crespo","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,"ICN00041164",NA,NA,NA,NA,"23079","auto","1947",NA,NA,NA,NA,NA
"84","2019-11-21 10:13:50-03","IBt","SP","29021","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","s.col.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,"Rio do Peixe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:13:50-03","IBt","SP","108102","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Pabst, G","Irwin, HS; Soderstrom, TR","7644","1964","10","31",NA,"Brasil","Goiás","Serra do Caiapó","40 km S of Caiaponia on road to Jataí","-51.783333","-17.2","800","1000",NA,NA,NA,NA,"-51.783333","-17.2",NA,NA,NA,"1968",NA,NA,NA,NA,NA
"86","2019-11-21 10:13:50-03","IBt","SP","259643","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Barros, F","Wanderley, MGL","1781","1988","12","01",NA,"Brasil","Goiás",NA,"3,5 km leste de Cavalcante",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","12","01",NA,NA,NA
"87","2019-11-21 10:13:50-03","IBt","SP","29017","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","s.col.","s.n.","1893","12",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Cf. Hoehne, Flora Brasilica XII (2) p. 327",NA,NA,NA,NA,NA,NA,NA,"1945",NA,NA,NA,NA,NA
"88","2019-11-21 10:13:50-03","IBt","SP","316562","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Pansarin, ER","Marcondes Ferreira, W; et al.","1559","1997","11","06",NA,"Brasil","São Paulo","Estreito","Perto do rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA
"89","2019-11-21 10:13:50-03","IBt","SP","29023","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","Regnell, A","III-1194","1870","01","13",NA,"Brasil","Minas Gerais","Caldas","Camapuã","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto","1945",NA,NA,NA,NA,NA
"90","2019-11-21 10:13:50-03","IBt","SP","183464","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Barros, F","Oliveira, PI","189","1979","12","20",NA,"Brasil","Paraná","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49965","auto","1983","01","13",NA,NA,NA
"91","2019-11-21 10:13:50-03","IBt","SP","69672","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","Hatschbach, G","s.n.","1949","12","17",NA,"Brasil","Paraná","Piraquara","Quatro-Barros","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto","1950","03","15",NA,NA,NA
"92","2019-11-21 10:13:50-03","IBt","SP","65482","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Kuhlmann, M","Kuhlmann, M","1535","1947","11","13",NA,"Brasil","São Paulo","Espírito Santo do Pinhal","Bairro das Três Fazendas, Fazenda Santa Tereza","-46.7400016784668","-22.1900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18890","auto","1947","12",NA,NA,NA,NA
"93","2019-11-21 10:13:50-03","IBt","SP","3055","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","Hoehne, FC","s.n.","1918","11","20",NA,"Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:13:50-03","IBt","SP","974","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","Hoehne, FC","s.n.","1917","11","28",NA,"Brasil","São Paulo","São Paulo","Butantã, Rio Pequeno","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:13:50-03","IBt","SP","5855","S","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","Barb.Rodr.","Hoehne, FC","Gehrt, A","s.n.","1921","11","01",NA,"Brasil","São Paulo","São Paulo","Vila Ema","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"96","2020-03-24 17:51:41-03","AMES","HU-HERB","AMES 02092941","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","(Barbosa Rodrigues) Barbosa Rodrigues",NA,"E. P. Heringer","8751-943","1961","11","15","South America","Brazil","Distrito Federal",NA,"Fundacão Zoobotânica.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8751-943",NA,"undetermined"
"97","2020-03-24 17:18:27-03","AMES","HU-HERB","AMES 02092942","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","(Barbosa Rodrigues) Barbosa Rodrigues",NA,"Lyman B. Smith & R. M. Klein","11078","1957","2","8","South America","Brazil","Santa Catarina",NA,"Mun. Curitibanos: 7 km. north of Curitibanos ont he road to Lebon Regis",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11078",NA,"undetermined"
"98","2020-03-24 17:16:21-03","AMES","HU-HERB","AMES 02092943","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","(Barbosa Rodrigues) Barbosa Rodrigues",NA,"Lyman B. Smith & R. Reitz","9978","1957","1","14","South America","Brazil","Santa Catarina",NA,"Lajes: Estrada da Rodagem Federal km 60 south of Lajes.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9978",NA,"undetermined"
"99","2020-03-24 17:15:19-03","GH","HU-HERB","GH 02092944","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sarcoglottis","uliginosa","Sarcoglottis uliginosa","(Barbosa Rodrigues) Barbosa Rodrigues",NA,"[no data available]",NA,NA,NA,NA,"South America","Paraguay",NA,NA,"In regione vicine Igatimí",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
