"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","occurrenceRemarks","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","relatedCatalogItem","dayIdentified","relationshipType","fieldNumber","individualCount","typeStatus"
"96","2020-11-04 10:59:01-03","ESALQ","ESA","84454","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Udulutsch, R.G.","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","119.0","2003","04","21","Brasil","São Paulo","Iporanga","Parque Estadual Intervales. Núcleo Bulha D'água, Trilha da caverna do Sr. Bento. Vegetação Secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos regenerado","-482.958","-242.018","-482,958","-242,018","550","550","ESA084454","ESA084454","Magnoliophyta",NA,NA,NA,NA,"Liana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 10:59:01-03","ESALQ","ESA","60439","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Jarenkow, J.A. et al.","3860.0","1999","01","21","Brasil","Rio Grande do Sul","Candelária",NA,"-52.7888984680176","-29.6692008972168",NA,NA,NA,NA,"ESA060439","ESA060439","Magnoliophyta",NA,NA,NA,NA,NA,NA,"28166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 10:54:31-03","ESALQ","ESA","134272","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"C.P. Caliari et al.","2282.0","2009","04","17","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Floresta Estacional Semidecidua com elementos de Floresta Ombrófila Mista. Trilha do Vale do Rio Varanal.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"ESA134272",NA,NA,NA,NA,NA,NA,"Erva, flores alvas- esverdeadas (inconspícuas) e sementes pretas",NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-12-19 08:15:05-03","FPS","FPS","25","MachineObservation","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Barboza, E.","Schwirkowski, P.","124","2013","12","14","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, Trilhos próx. à CEPA","-49.312692","-26.324471","-49.312692","-26.324471",NA,NA,"FPS00025,FURB14060,MBM391934","FPS00025_v01 FPS00025_v02 FPS00025_v03 FPS00025_v04 FURB14060 MBM391934",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mofungo-rabudo","2014",NA,NA,"08",NA,"MBM 391934, FURB 46952","20","voucher",NA,NA,NA
"100","2019-08-27 13:28:25-03","IAP","PACA-AGP","106106","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. S. Marchioretto","L. Krieger et al","12130","1972","07","09","Brasil","AM","Tefé",NA,"-64.7114028930664","-3.35417008399963",NA,NA,NA,NA,"PACA106106",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: Ruderal, na roça, mais de 1m de altura, brácteas esverdeadas.","2010","340205","auto","01","Magnoliatae",NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:28:25-03","IAP","PACA-AGP","106103","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. S. Marchioretto","L. Krieger","10260","1971","03","13","Brasil","MG","Juiz de Fora","Retiro","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"PACA106103",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: Erva de 1 m, com flores esverdeadas, lugares úmidos","2010","36144","auto","01","Magnoliatae",NA,NA,NA,NA,NA,NA
"102","2019-08-27 13:28:25-03","IAP","PACA-AGP","114467","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","J.M. Braga","896","1993","11","17","Brasil","RJ","Guapimirim","granja monte Olivete, margem do rio Bananal.","-42.9818992614746","-22.5372009277344",NA,NA,"400","500","PACA114467",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: mata densa","2013","21463","auto","08","Magnoliatae",NA,"01",NA,NA,NA,NA
"103","2019-08-27 13:28:25-03","IAP","PACA-AGP","114472","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","J.M. Braga","1277","1994","06","19","Brasil","RJ","Rio de Janeiro","Parque Estadual da Pedra Branca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"PACA114472",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: trilha da represa Cachoeira","2013","57442","auto","08","Magnoliatae",NA,"01",NA,NA,NA,NA
"104","2020-02-13 10:51:49-03","IAP","PACA-AGP","118992","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Ferreira, C. D. M.","420","2017","02","10","Brasil","RJ","Teresópolis","Parque nacional da Serra dos Órgãos, Trilha para a pedra do sino, 300 m após a Cachoeira do Vé da Noiva","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"PACA118992",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Erva 1,2 m de altura, folhas membranáceas, discolçores, flores amarelas a severdaadas. Solo argiloso. Ombrófila- RB 680994 Habitat: na trilha","2019","38539","auto","02","Magnoliatae",NA,"11",NA,NA,NA,NA
"105","2019-08-27 13:28:25-03","IAP","PACA-AGP","35877","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Emrich, K.",NA,"1947","02","11","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA035877",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto umbroso Fenofase: flor e fruto","1954","16452","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"106","2019-08-27 13:28:25-03","IAP","PACA-AGP","71207","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","J. C. de Siqueira","S. Diesel",NA,"1988","07","07","Brasil","RS","Canela","Linha São Paulo, Canastra","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA071207",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Levantamento fitossociológico do Rio dos Sinos. VULNERÁVEL Habitat: Mata Nativa",NA,"16452","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"107","2019-08-27 13:28:25-03","IAP","PACA-AGP","108277","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. S Marchioretto","J. Mauhs e D. port","229","1993","02","22","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA108277",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"HASU 3513 Habitat: interior de mato nativo Hábito: escandente","2010","16452","auto","12","Magnoliatae",NA,"20",NA,NA,NA,NA
"108","2019-08-27 13:28:25-03","IAP","PACA-AGP","91340","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","J. Mauhs e N. Bastos","Mauhs, J.","240","1992","09","07","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA091340",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"HASU 3479. VULNERÁVEL Habitat: interior de mato",NA,"16452","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"109","2019-08-27 13:28:25-03","IAP","PACA-AGP","47164","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1950","06","21","Brasil","RS","Caxias do Sul","Ad flumen Piaí","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA047164",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In silva primaeva. Fenofase: flor e fruto","1954","49662","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"110","2019-08-27 13:28:25-03","IAP","PACA-AGP","2245","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1945","12","27","Brasil","RS","Montenegro","Kappesberg, São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA002245",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In silva umbrosa Fenofase: flor","1954","21601","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"111","2019-08-27 13:28:25-03","IAP","PACA-AGP","91342","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Bauer, D.","Bauer,D.",NA,"2001","03","18","Brasil","RS","Morro Reuter","Faz. Padre Eterno","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA091342",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Ambiente úmido e rochoso. HASU 16114. VULNERÁVEL Hábito: erva",NA,"12924","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"112","2019-08-27 13:28:25-03","IAP","PACA-AGP","28157","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1945","03",NA,"Brasil","RS","Nonoai","ad fl Uruguai","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"PACA028157",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL&nf;sicher, 01.05.1954.; fl.fr. SEM MATERIAL Habitat: in silvula campestri","1954","35080","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"113","2019-08-27 13:28:25-03","IAP","PACA-AGP","36089","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","A. Spies",NA,"1947","02",NA,"Brasil","RS","Santa Rosa","Campinas","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"PACA036089",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In silva primaeva. Fenofase: flor e fruto","1954","19818","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"114","2019-08-27 13:28:25-03","IAP","PACA-AGP","46238","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1950","03","13","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA046238",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto umbroso. Fenofase: fruto","1954","76715","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"115","2019-08-27 13:28:25-03","IAP","PACA-AGP","55544","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Reitz, R.","5178","1950","01","29","Brasil","SC","Araranguá","Serra do Pilão","-49.4858016967773","-28.934700012207",NA,NA,"800","800","PACA055544",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL&nf;HBR 5178; altura 1m; Habitat: In silva; mata; Fenofase: flor e fruto Hábito: erva","1955","19353","auto","04","Magnoliatae",NA,"11",NA,NA,NA,NA
"116","2019-08-27 13:28:25-03","IAP","PACA-AGP","53702","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Smith","Rambo, B.",NA,"1953","01","17","Brasil","SC","Itapiranga","ad fl Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"PACA053702",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL&nf;sicher, 01.05.1954.; fr. fl. SEM MATERIAL Habitat: in dumet. ad silvam primaevam","1954","18767","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"117","2019-08-27 13:28:25-03","IAP","PACA-AGP","49859","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1951","02","06","Brasil","SC","Itapiranga","Ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"PACA049859",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In silva primaeva Fenofase: flor e fruto","1954","18767","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"118","2019-08-27 13:28:25-03","IAP","PACA-AGP","1567","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1934","02","15","Brasil","SC","Itapiranga","Ad fl. Uruguay, Alto Uruguai Pouso Novo","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"PACA001567",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: In silva primaeva. Fenofase: flor e fruto","1954","18767","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"119","2019-08-27 13:28:25-03","IAP","PACA-AGP","102750","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","F.J.Campos","9767","1996","01","08","Brasil","SP","Restinga","Estrada Batatais-Franca(SP 334), Km 373, ca 22Km de Franca","-47.4799995422363","-20.6000003814697",NA,NA,"680","680","PACA102750",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Com cerca de 50cm de altura;&nf;Flores creme;&nf;Herbário ESA s/n Habitat: mata Hábito: erva Ecossistema: mata mesófila semidecídua","2003","17863","auto","01","Magnoliatae",NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:28:25-03","IAP","PACA-AGP","107091","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.","466","2010","04","09","Brasil","RS","Três Passos",NA,"-53.909117","-27.482183","53°54.547'W","27°28.931'S",NA,NA,"PACA107091",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: borda de mata","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:28:25-03","IAP","PACA-AGP","107071","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.","445","2010","04","07","Brasil","RS","Iraí","Estrada de Planalto e Iraí","-53.189806","-27.257694","53°11'23.3W","27°15'27.7S",NA,NA,"PACA107071",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: borda de matinha","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:28:25-03","IAP","PACA-AGP","107072","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.","446","2010","04","07","Brasil","RS","Iraí","Estrada de Planalto e Iraí","-53.189806","-27.257694","53°11'23.3W","27°15'27.7S",NA,NA,"PACA107072",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: beira de matinha","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:28:25-03","IAP","PACA-AGP","107073","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.","447","2010","04","07","Brasil","RS","Iraí","Estrada de Planalto e Iraí","-53.189806","-27.257694","53°11'23.3W","27°15'27.7S",NA,NA,"PACA107073",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: borda de matinha","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:28:25-03","IAP","PACA-AGP","107077","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.","451","2010","04","08","Brasil","RS","Iraí","Próximo ao balneário","-53.242222","-27.2","53°14'32.0W","27°12'00S",NA,NA,"PACA107077",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: beira de estrada","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:28:25-03","IAP","PACA-AGP","107085","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.",NA,"2010","04","08","Brasil","RS","Palmitinho","Linha Santo Antonio","-53.53075","-27.354617","53°31.845'W","27°21.277'S",NA,NA,"PACA107085",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"próximo da casa da Sra. Nair Trintinaia Schmitt Habitat: borda de mata","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:28:25-03","IAP","PACA-AGP","107083","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","Marchioretto, M. S.","458","2010","04","08","Brasil","RS","Taquaraçú do Sul","entre Frederico e Palmitinho","-53.4517","-27.396467","53°27.102'W","27°23.788'S",NA,NA,"PACA107083",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: interior da mata","2010",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:28:25-03","IAP","PACA-AGP","109251","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. Sobral","A. S. Santos et al",NA,"2008","12","15","Brasil","SC","Celso Ramos","Linha Fabris","-51.301944","-27.629722","51°18'07,00W","27°37'47,00S","749","749","PACA109251",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: interior de mata Hábito: herbáceo Ecossistema: Floresta Estacional Decidual","2009",NA,NA,"07","Magnoliatae",NA,"17",NA,NA,NA,NA
"128","2019-08-27 13:28:25-03","IAP","PACA-AGP","109258","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. S. Marchioretto","M. Verdi et al",NA,"2009","01","24","Brasil","SC","Cerro Negro","Macaco Branco","-51.033611","-27.902222","51°02'01,00W","27°54'08,00S","608","608","PACA109258",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista","2011",NA,NA,"08","Magnoliatae",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:28:25-03","IAP","PACA-AGP","116319","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Grasel, D.","7","2017","03","14","Brasil","SC","Iporã do Oeste","Propriedade de Milton Heck","-53.50355","-27.025664","53º30'12,78053''W","27º01'32,38882''S",NA,NA,"PACA116319",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: floresta ribeirinha","2017",NA,NA,"04","Magnoliatae",NA,"20",NA,NA,NA,NA
"130","2019-08-27 13:28:25-03","IAP","PACA-AGP","116320","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Grasel, D.","6","2017","02","02","Brasil","SC","São João do Oeste","Propriedade de Pedro Canísio Sidegum","-53.564475","-27.106469","53º33'52,10865''W","27º06'23,28931''S",NA,NA,"PACA116320",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: floresta ribeirinha","2017",NA,NA,"04","Magnoliatae",NA,"20",NA,NA,NA,NA
"131","2019-12-04 11:51:27-03","IAP","PACA-AGP","116321","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Grasel, D.","12","2017","02","15","Brasil","SC","Iporã do Oeste","Propriedade de Herbert Knorr","-53.475806","-26.999083","53º28'32.9W","26º59'56.7S",NA,NA,"PACA116321",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: floresta ribeirinha","2017",NA,NA,"04","Magnoliatae",NA,"20",NA,NA,NA,NA
"132","2019-10-18 16:49:47-03","IAP","PACA-AGP","118131","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Pereira-Silva, G.","11842","2010","07",NA,"Brasil","GO","Cavalcante","tributário de margem direita do rio tocantins","-48.160556","-13.356667","48º09'38w","13º21'24s","270","270","PACA118131",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"solo arenosos, com petalas e anteras alvas, cálice verde, em áre de influencia direta (APP) Habitat: mata ciliar perturbada","2018",NA,NA,"06","Magnoliatae",NA,NA,NA,NA,NA,NA
"133","2019-10-18 16:49:47-03","IAP","PACA-AGP","118165","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Pereira-Silva, G.","10498","2006","06","08","Brasil","TO","Parana","ilha do sussego, rio tocantins (canteiro de obras do UHE São Salvador)","-48.231667","-12.824167","48º13'54w","12º49'27s","260","260","PACA118165",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"erva decumbente com flor creme pétalas verde claro, anteras, estilete e filetes brancos. Area de influencia direta (lago) Habitat: mata de galeria perturbada, em solo arenosos","2018",NA,NA,"06","Magnoliatae",NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:28:25-03","IAP","PACA-AGP","118190","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Melo, P.H.A.","6000","2017","01","20","Brasil","MG","Matozinhos","haras veredas, proximidade do povoado são bento","-44.035389","-19.430611","44º02'07.4w","-19º25'50.2s","650","650","PACA118190",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"(cont) e floresta estacional semidecidual. Envolto por lagoa, cerrado, pastagens e areas agricolas.&nf;Erva terricola, encosta com afloramento calcario, floresta estacional decidual, flores creme.&nf;Hrcb-72419 Habitat: morro com aflorame","2018",NA,NA,"08","Magnoliatae",NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:28:25-03","IAP","PACA-AGP","2997","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA002997",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Fenofase: flor","1954",NA,NA,"05","Magnoliatae",NA,"01",NA,NA,NA,NA
"136","2019-08-27 13:28:25-03","IAP","PACA-AGP","66393","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","J. Vasconcellos","Henz, E.",NA,"1946","12","15","Brasil","RS","São Salvador",NA,NA,NA,NA,NA,NA,NA,"PACA066393",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: Mata.","1985",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:28:25-03","IAP","PACA-AGP","66975","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","L.B. Smith","R. M. Klein","5108","1964","03","01","Brasil","SC","São Miguel do Oeste","Peperi Paraíso",NA,NA,NA,NA,"700","700","PACA066975",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: Caminho da mata. Hábito: erva","1971",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:28:25-03","IAP","PACA-AGP","106105","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. S. Marchioretto","L. Krieger","15606","1977","12","11","Brasil","MG","Leopoldina",NA,"-42.6431007385254","-21.5319004058838",NA,NA,NA,NA,"PACA106105",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Habitat: erva de 1 m, com flores verde claro na beira da mata.","2010","26325","auto","01","Magnoliatae",NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:28:25-03","IAP","PACA-AGP","102838","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M.S. Marchioretto","R.C. Forzza,E. Jacques","849","1998","05","22","Brasil","MS","Bodoquena","Estrada para Morraria, 37 Km de Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,NA,NA,"PACA102838",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"Flores creme esverdeadas&nf;Herbário SPF s/n Habitat: mata ciliar Hábito: escandente Ecossistema: Mata ciliar","2004","47684","auto","07","Magnoliatae",NA,NA,NA,NA,NA,NA
"140","2019-08-27 13:28:25-03","IAP","PACA-AGP","53554","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Emrich-Rambo","Rambo, B.",NA,"1953","01","10","Brasil","PR","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"PACA053554",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"VULNERÁVEL Habitat: Ad silvam in dumetosis. Fenofase: flor e fruto","1954","47841","auto","05","Magnoliatae",NA,"01",NA,NA,NA,NA
"141","2019-11-29 14:03:38-03","IAP","PACA-AGP","118877","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Medri, C.","782","1999","04","10","Brasil","PR","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"PACA118877",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"FUEL 30197&nf;erva prostada; flores verdes Habitat: beira do rio","2019","21990","auto","10","Magnoliatae",NA,"09",NA,NA,NA,NA
"142","2019-11-29 14:03:38-03","IAP","PACA-AGP","118886","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, M.S.","Soares, L.H.","20","1986","12","10","Brasil","PR","Tamarana","Rod. Londrina-Mauá, KM 74","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,"PACA118886",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"FUEL 8775&nf;70cm; botão floral esverdeado; flor lilás Hábito: subarbusto","2018","23681","auto","10","Magnoliatae",NA,"08",NA,NA,NA,NA
