"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","occurrenceRemarks","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","relatedCatalogItem","dayIdentified","relationshipType","fieldNumber","individualCount","typeStatus"
"44","2020-06-29 11:28:43-03","UFRJ","RFA","24190","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Josafá C.de Siqueira","F.M de B. Pereira","224","2000","04","09","Brasil","Rio de Janeiro","Macaé","5º distrito,Fazenda das Pedrinhas.","-41.7868995666504","-22.3708000183105","41º54'79''W","22º20'61''S","60","60","RFA32277",NA,NA,NA,NA,NA,NA,"Erva com 50 centímetros de altura.","2001","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:18:43-03","UFRJ","RFA","8289","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","G.G. Hatschbach","G.G. Hatschbach","14292","1966","04","29","Brasil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"RFA27467",NA,NA,NA,NA,NA,NA,"Herbácea",NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 11:28:43-03","UFRJ","RFA","20982","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","J.C. Siqueira","M. Sobral; J. Jarenkow, M. Paiva, J. Stehmann, S. Bonatto","1910","1983","04","14","Brasil","Rio Grande do Sul","Tenente Portela","Parque estadual Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"RFA17353",NA,NA,NA,NA,NA,NA,"Trepadeira. Flores verde-amareladas ou brancas","2004","14404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-07-03 10:23:57-03","EBDA","BAH","3204","S","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Scardino, Noblick, Paranhos, Guedes, G. Queiroz, Pagannuci, Nascimento, N. Suely, Quaglia.","Go. Pedra do Cavalo","299","1980","06","01","Brasil","Bahia","Cachoeira","Estação da mata.","-38.9558","-12.6183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta herbácea com flores alvas; estames (5) unidos na base.","1980","26884","auto","08",NA,NA,NA,NA,NA,NA,NA
"48","2013-07-03 10:23:58-03","EBDA","BAH","7292","S","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","T. S. dos Santos","J. L. Hage","1817","1986","01",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC, km 22 da Rodovia Ilhéus/Itabuna (Br 415). Região da Mata Higrófila Sul Baiana. 50 m alt. Quadra A'. Margem do braço Rio Cachoeira. Entre o Ginásio de Esportes e o Setor de Treinamento.","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta ramosa. Flores cremes.","1986","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-04 15:26:22-03","PUCPR","HUCP","19325","S","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Bolson, M","193","2008","07","16","Brasil","Paraná","São Pedro do Iguaçu",NA,"-53.8553009033203","-24.9356002807617",NA,NA,NA,NA,"HUCP00006128",NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,"24343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-26 18:06:51-03","CPAN-UFMS","COR","11047","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Josafá C. Siqueira","Damasceno Jr., G.A.; Lima, M.S.; Garcia, M.M.","2175","2001","01","31","Brasil","Mato Grosso do Sul","Ladário","Fazenda São Marcelo - Morro Sta Cruz. Mata decídua; argiloso; Plano.","-57.6016998291016","-19.0046997070312",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,"Com Flor: verde",NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:08:14-03","UFBA","ALCB","107673","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata acuminata","Mart.","Guedes, ML","Guedes, ML; Alunos de Microbiologia de Adriana","20370","2013","01","28","Brasil","Bahia","Lençóis/Andaraí","Chapada Diamantina, Caminho para o Cruzeiro","-41.333333","-12.7","-41.333333","-12.7",NA,NA,NA,NA,"Dicotyledon",NA,"acuminata","Southern America",NA,"Folhas membranáceas, discolores. Inflorescência com tépalas rosadas.","2013",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:08:14-03","UFBA","ALCB","128317","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Guedes, ML","Fonseca, WO; Bittencourt, D; Machado, M","444","2016","12","22","Brasil","Bahia","Seabra","Morro Cruzeiro, conhecido como Matinha, próximo ao Povoado de Mata dos Mendes, distrito de Seabra, 28 Km a oeste de SEABRA na BR 242.","-41.994722","-12.426944","-41.994722","-12.426944","1235","1235","ALCB046090","ALCB046090","Dicotyledon",NA,NA,"Southern America",NA,"Inflorescência amarela.","2017",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:08:14-03","UFBA","ALCB","5970","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, MS","Pinto, GCP","54-56","1954","04",NA,"Brasil","Bahia","Canavieiras","Litoral Sul, Rio Pardo","-38.933333","-15.666667","-38.933333","-15.666667",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"2008",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:08:14-03","UFBA","ALCB","5974","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, MS","Pinto, GCP","59-54","1954","04",NA,"Brasil","Bahia","Canavieiras","Litoral Sul, Rio Pardo","-38.933333","-15.666667","-38.933333","-15.666667",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"2008",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:08:14-03","UFBA","ALCB","99243","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Guedes, ML","Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18371","2011","06","12","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Ilha de Maré. Povoado de Bananeiras","-38.528611","-12.749722","-38.528611","-12.749722",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"Folhas cartáceas, discolores.; Área antropizada.","2011",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:08:14-03","UFBA","ALCB","104061","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Guedes, ML","Guedes, ML; Gomes, FS; Silveira, ER; et al.","19271","2012","08","12","Brasil","Ceará","Pacoti","Pico Alto","-38.979167","-4.213611","-38.979167","-4.213611",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"ca. 1 m alt. Folhas cartáceas, discolores. Inflorescência com flores passadas. frutos imaturos.","2012",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA
"57","2021-02-08 21:31:36-03","UFBA","ALCB","64268","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata acuminata","Mart.","Senna, LR","Sano, PT; Atkins, S; Sakuragi, CM; Harley, RM; Souza, VC","s/n","1994","02","24","Brasil","Bahia",NA,"Estrada Piatã-Inúbia, a ca. 25km NW de Piatã.","-41.923333","-13.071944","-41.923333","-13.071944",NA,NA,NA,NA,"Dicotyledon",NA,"acuminata","Southern America",NA,"Até 30cm altura; brácteas com centro vinho e margem creme. Campo arenoso.; Campo rupestre, com campos gerais com solo arenoso adjacente.","2005",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:08:14-03","UFBA","ALCB","07484","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii","Sohmer","Senna, LR","Grupo Pedra do Cavalo","299","1980","07",NA,"Brasil","Bahia",NA,"Vale dos Rios Paraguaçu e Jacuipe. Estação da Mata.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,NA,NA,"Dicotyledon",NA,"swansonii","Southern America",NA,"Com flores alvas; estames (5) unidos na base.","2005",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:08:14-03","UFBA","ALCB","07485","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii","Sohmer","Senna, LR","Grupo Pedra do Cavalo","410","1980","07",NA,"Brasil","Bahia",NA,"Vale dos Rios Paraguaçu e Jacuipe. Estação da Mata.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,NA,NA,"Dicotyledon",NA,"swansonii","Southern America",NA,"Com flores pequenas e alvo-róseo.","2005",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:08:14-03","UFBA","ALCB","07615","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii","Sohmer","Senna, LR","Grupo Pedra do Cavalo","489","1980","08",NA,"Brasil","Bahia",NA,"Vale dos Rios Paraguaçu e Jacuipe. Morro Belo.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,NA,NA,"Dicotyledon",NA,"swansonii","Southern America",NA,"Com espigas axilares. Crescendo, aproximadamente, até cerca de 60cm de altura.","2005",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:08:14-03","UFBA","ALCB","08421","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii","Sohmer","Senna, LR","Grupo Pedra do Cavalo","324","1980","06","08","Brasil","Bahia",NA,"Vale dos Rios Paraguaçu e Jacuipe. Mata Bananeiras.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,NA,NA,"Dicotyledon",NA,"swansonii","Southern America",NA,"Com flores alvas.","2005",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"62","2019-10-09 11:08:14-03","UFBA","ALCB","09934","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii","Sohmer","Senna, LR","Grupo Pedra do Cavalo","412","1980","07",NA,"Brasil","Bahia",NA,"Vale dos Rios Paraguaçu e Jacuipe. Estação da Mata.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,NA,NA,"Dicotyledon",NA,"swansonii","Southern America",NA,"Com cerca de 10cm de altura; inflorescências terminais de pequenas flores alvas.","2005",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:08:14-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata var. acuminata","Mart.","Senna, LR","Queiroz, LP de; Leite, KRB; Junqueira, MER; et al.","7791","2003","05","11","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.1275","-11.328611","-41.1275","-11.328611","1016","1016",NA,NA,"Dicotyledon",NA,"var. acuminata","Southern America",NA,"porstrada, ca 50 cm alt. caule esverdeado. Folhas verdes, concolores, membranáceas. Flores com tépals cremes e nervura central vinácea. Semente negra. Fruto imatiro verde.; arenoso","2006",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690294","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Vincent D",NA,"1915","11","01","Brazil",NA,NA,"Sao Paulo, p Hapetininga.",NA,NA,NA,NA,NA,NA,"NL-L1690294","NL-L1690294",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690294 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"65","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690287","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Nee MH","Hatschbach GG",NA,"1966","12","15","Brazil","Paraná",NA,"Clevelandia Parana R",NA,NA,NA,NA,NA,NA,"NL-L1690287","NL-L1690287",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae","L 0403092",NA,NA,NA,NA,NA
"66","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690288","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Reitz R; Klein RM",NA,"1963","12","30","Brazil",NA,NA,"Santa Catarina, Seminario diocesano, Chapeco.",NA,NA,NA,NA,NA,NA,"NL-L1690288","NL-L1690288",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"67","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690289","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Rambo B",NA,"1951","12","26","Brazil",NA,NA,"RGS, Passo do Socorro p. Vacaria.",NA,NA,NA,NA,NA,NA,"NL-L1690289","NL-L1690289",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"68","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690290","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Hatschbach GG",NA,"1967","02","15","Brazil",NA,NA,"Rio Passa Dois (Mun. Lapa) Paraná.",NA,NA,NA,NA,NA,NA,"NL-L1690290","NL-L1690290",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"69","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690291","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Hatschbach GG",NA,"1964","04","19","Brazil",NA,NA,"Est Parana, Mun Fóz do iguaca, parque Nacional, Poco Preto.",NA,NA,NA,NA,NA,NA,"NL-L1690291","NL-L1690291",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"70","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690292","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Hatschbach GG",NA,"1967","11","07","Brazil",NA,NA,"S. João do Triunfo - Paraná.",NA,NA,NA,NA,NA,NA,"NL-L1690292","NL-L1690292",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690292 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"71","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.1690293","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Hatschbach GG",NA,"1960","12","27","Brazil",NA,NA,"Est Parana, Mun S. José dos Pinhaes, Serra do Mar, Campininho.",NA,NA,NA,NA,NA,NA,"NL-L1690293","NL-L1690293",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1690293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"72","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.3709727","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Pedersen TM",NA,"1984","02","29","Brazil",NA,NA,"Subscandent, to about 1 m or a little more Santa Catarina, mun. Seara: Nova Teutonia. Patch of woodland on wetm rocky ground.",NA,NA,NA,NA,NA,NA,"NL-L3709727","NL-L3709727",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"73","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.3709728","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Pedersen TM",NA,"1984","02","29","Brazil",NA,NA,"Subscandent, to about 1 m or a little more Santa Catarina, mun. Seara: Nova Teutonia. Patch of woodland on wetm rocky ground.",NA,NA,NA,NA,NA,NA,"NL-L3709728","NL-L3709728",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"74","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048850","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Simonis JE","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","18","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1048850","NL-U1048850",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae","U 0141979",NA,NA,NA,NA,NA
"75","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048851","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Fazenda Reserva, ca. 85 km S.W. of Guarapuava. Forest on slope towards Rio Iguaçu.",NA,NA,NA,NA,NA,NA,"NL-U1048851","NL-U1048851",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"76","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048852","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1967","05","09","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Fazenda of J. Rickli near Turvo, 40 km N. of Guarapuava.",NA,NA,NA,NA,NA,NA,"NL-U1048852","NL-U1048852",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"77","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048853","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Hatschbach GG",NA,"1964","04","19","Brazil",NA,NA,"Est Parana, Mun Fóz do iguaca, parque Nacional, Poco Preto.",NA,NA,NA,NA,NA,NA,"NL-U1048853","NL-U1048853",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"78","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048854","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1967","03","07","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Campo near Rio Reserva, ca. 85 km S.W. of Guarapuava.",NA,NA,NA,NA,NA,NA,"NL-U1048854","NL-U1048854",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"79","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048855","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Woolston AL",NA,"1958","02","16","Paraguay",NA,NA,"Paraguay, Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,NA,NA,"NL-U1048855","NL-U1048855",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"80","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048893","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","24","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. In small wood near Sete Quedas in Rio Paraná.",NA,NA,NA,NA,NA,NA,"NL-U1048893","NL-U1048893",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"81","2020-02-08 08:54:18-03","NBC","NL-BOTANY","U.1048894","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","11","06","Brazil",NA,NA,"Flora BRasiliae Australis. Est. Paraná. Along road N of Rio Iguaçu, S of Campo Novo.",NA,NA,NA,NA,NA,NA,"NL-U1048894","NL-U1048894",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1048894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"82","2020-02-08 08:54:18-03","NBC","NL-BOTANY","WAG.1290430","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Pedersen TM",NA,"1984","02","29","Brazil",NA,NA,"Subscandent, to about 1 m or a little more Santa Catarina, mun. Seara: Nova Teutonia. Patch of woodland on wetm rocky ground.",NA,NA,NA,NA,NA,NA,"NL-WAG1290430","NL-WAG1290430",NA,"Caryophyllales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1290430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
