"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","typeStatus"
"51","2020-12-21 16:19:48-03","MBM","MBM","280","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, D.","2005","10",NA,"Hatschbach, G.","12754","1965","09","11","Brazil","Paraná","Paranaguá","Caiobá, Morro do Boi","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita, pendente, flor alva","MBM000280",NA,NA,"Southern America",NA,"MBM000280","24916","auto",NA,NA,NA,NA
"52","2020-12-21 16:19:48-03","MBM","MBM","149910","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, D.","2005","10",NA,"Hatschbach, G.","12754","1965","09","11","Brazil","Paraná","Paranaguá","Caiobá, Morro do Boi","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita, pendente, flor alva.","MBM149910",NA,NA,"Southern America",NA,"MBM149910","24916","auto",NA,NA,NA,NA
"53","2020-12-21 16:19:48-03","MBM","MBM","397492","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Cardoso, W.C.","2019","08","22","Engels, M.E.; Nardin, E.C.; Nardin, E.C.","s.n.","2013","09","02","Brazil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita com flores.; Floresta Ombrófila Mista.","MBM397492",NA,NA,"Southern America",NA,"MBM397492","41937","auto",NA,NA,NA,NA
"54","2020-12-21 16:19:48-03","MBM","MBM","136702","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, D.","2005","10",NA,"Souza, W.S.; et al.; et al.","1766","1987","08","28","Brazil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita, flores brancas, pouco frequente. Floresta pluvial da Planície Costeira","MBM136702",NA,NA,"Southern America",NA,"MBM136702","24916","auto",NA,NA,NA,NA
"55","2020-12-21 16:19:48-03","MBM","MBM","203027","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Falkenberg, D.B.",NA,NA,NA,"Leonor, M.; et al.; et al.","258","1984","09","14","Brazil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM203027",NA,NA,"Southern America",NA,"MBM203027","27000","auto",NA,NA,NA,NA
"56","2020-12-21 16:19:48-03","MBM","MBM","203028","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Falkenberg, D.B.",NA,NA,NA,"Leonor, M.; et al.; et al.","310","1984","10","05","Brazil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM203028",NA,NA,"Southern America",NA,"MBM203028","27000","auto",NA,NA,NA,NA
"57","2020-12-21 16:19:48-03","MBM","MBM","311538","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Aona, L.Y.S.","2004","10","07","Miyagi, P.H.; et al.; et al.","69","1994","09","06","Brazil","São Paulo","Cananéia","Estrada Cananéia-Pariquera-açí (via ponte), ca 19 km de Cananéia.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Epífita, flores de pétalas brancas, com ápice avermelhado. Extensa área de transição mata de restinga-mata atlântica","MBM311538",NA,NA,"Southern America",NA,"MBM311538","37574","auto",NA,NA,NA,NA
"58","2019-11-01 15:28:05-03","PUC-RIO","FCAB","3862","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Jane A. Paula",NA,NA,NA,"J.A. Paula; P.I.S.B.; L.C.M.B.; S. Eliasaro","s.n.","1986","04","05","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"1620","1620","Campo rupestre. Herbáceo.&nf;Lat.: 19°49' S. / Long.: 43°40' W.&nf;1° estação de coleta.","003862",NA,"Angiospermae",NA,NA,NA,"22051","auto",NA,NA,NA,NA
"59","2015-09-04 16:04:59-03","MNHN","RECOLNAT_MNHN_P","P04557097","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Glaziou, A.",NA,"1882","4","18","Brasil",NA,NA,"Brésil. Rio de Janeiro [provavelmente Minas Gerais] Serra de Ouro Branco. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557097' target='other'> <mi>dwc_moreinfo</mi></a>","P04557097",NA,NA,NA,"hb","P04557097_01",NA,NA,"14869",NA,NA,NA
"60","2015-09-04 16:04:59-03","MNHN","RECOLNAT_MNHN_P","P04557098","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Glaziou, A.|Gomes, M.",NA,"1893","11","20","Brasil","Minas Gerais","Caeté","Brésil (Minas Geraes) Serra da Piedade. Caeté, Minas Gerais, Sudeste, Brasil, América do Sul","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557098' target='other'> <mi>dwc_moreinfo</mi></a>","P04557098",NA,NA,NA,"hb","P04557098_01","22051","auto","20338",NA,NA,NA
"61","2020-12-11 11:34:16-03","UFMG","BHCB","99965","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Miyagi, PH; et al.","69","1994","09","06","Brasil","São Paulo","Cananéia","Estrada Cananéia - Pariquera - açú.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Epífita, flores de pétalas brancas, com ápice avermelhado.",NA,"Dicotyledon",NA,"Southern America",NA,NA,"37574","auto",NA,NA,NA,NA
"62","2021-02-11 17:18:26-03","UFPR","UPCB","46007","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Dunaiski Jr., A.","1999","10","12","Dunaiski Jr., A.","1324","1999","10","11","Brasil","Paraná","Pontal do Paraná","Balneário de Ipanema","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Epífita 2m, flores verde-claras e frutos verdes. Nome vulgar: cacto..",NA,NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA
"63","2021-02-11 17:18:26-03","UFPR","UPCB","47308","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Petean, M.P.","1999","05","06","Borgo, M.","272","1998","12","16","Brasil","Paraná","Guaratuba","Lagoa do Parado","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita a 2,5m do solo, frutos magenta, frequente sobre árvores a margem da lagoa..",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"64","2021-02-11 17:18:26-03","UFPR","UPCB","73052","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Soller, A.","2011","04","05","Soller, A.","130","2011","04","02","Brasil","São Paulo","São Paulo","Rua do Matão, USP","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Floresceu em 7/10/11.",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"65","2021-02-11 17:18:26-03","UFPR","UPCB","73054","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Soller, A.","2011","04","05","Soller, A.","132","2011","04","02","Brasil","São Paulo","São Paulo","Rua do Matão, USP","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Fruto globoso, alvo a róseo..",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"66","2021-02-11 17:18:26-03","UFPR","UPCB","73053","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Soller, A.","2011","04","05","Soller, A.","131","2011","04","02","Brasil","São Paulo","São Paulo","Rua do Matão, USP","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Fruto globoso, róseo..",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"67","2016-11-15 05:15:00-02","MO","MOBOT","3165508","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","N. Taylor, 21.9.",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 42153","1988","1","29","Brazil","Santa Catarina",NA,"Itajubá. En restinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13389","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Sena, L.Y.S.","2004","08",NA,"Hoehne, W.","s.n.","1951","08","27","Brasil","São Paulo","São Paulo","Horto Fac. Farm","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epífita pendente",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"69","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55801","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Lombardi, J.A.","2011","09",NA,"Moraes, P.L.R.","3274","2011","08","31","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"epífita, cálice alaranjado, com ápice das lacínias avermelhado, corola e estames amarelos",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"70","2020-06-15 15:29:46-03","UNESP-RC","HRCB","20946","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Sena, L.Y.S.","2004","08",NA,"Miyagi, P.H.","68","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-46.84175","-24.900806","46º50'30.3W","24º54'02,9S",NA,NA,"epífita , flores de pétalas brancas, com ápice avermelhado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-06-15 15:29:46-03","UNESP-RC","HRCB","61020","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Lombardi, J.A.","2013","10",NA,"Lombardi","10113","2013","10","07","Brasil","São Paulo","Cananéia","Morro São João, da entrada na SABESP até o mirante","-47.925028","-25.021778","47º55'30.1W","25º01'18.4S","50","50","Epífita pendente, em área arborizada, pericarpelo creme-avermelhado, tépalas creme, estames brancos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-06-17 15:24:58-03","UNESP-RC","HRCB","9416","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","L.Y.S Sona",NA,NA,NA,"Cunha, N. M. L.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"73","2020-06-15 15:29:46-03","UNESP-RC","HRCB","46638","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, D.C.","2005",NA,NA,"Hatschbach, G.","73844","2002","09","26","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita pendente, flor alva.",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA
"74","2020-06-15 15:29:46-03","UNESP-RC","HRCB","14064","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","G. Lindb",NA,NA,NA,NA,"Taylor, N. P.","1648","1991","06","13","Brasil","São Paulo","Ilha Bela","Ilha de São Sebastião",NA,NA,NA,NA,NA,NA,"ramos verde claros, aréolas avermelhadas, artículos dicotômicos, irregulares, 8-13 cm compr., c. 6-8 mm diam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-09-12 05:00:02-03","US","US","2987485","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.","Zappi, D. C.",NA,NA,NA,"J. N. Rose","s.n.","1915",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182438",NA,"Caryophyllales","South America - Neotropics",NA,"US00182438_01",NA,NA,NA,"Dicotyledonae","1",NA
"76","2020-09-12 05:00:02-03","US","US","3047637","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.","Zappi, D. C.",NA,NA,NA,"J. N. Rose & G. Rose","20871","1915","8","15","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182435",NA,"Caryophyllales","South America - Neotropics",NA,"US00182435_01",NA,NA,NA,"Dicotyledonae","1",NA
"77","2020-09-12 05:00:02-03","US","US","2860851","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.",NA,NA,NA,NA,"S. Rocha","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01337142",NA,"Caryophyllales","South America - Neotropics",NA,"US01337142_01",NA,NA,NA,"Dicotyledonae","1",NA
"78","2020-09-12 05:00:02-03","US","US","3047635","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.","Zappi, D. C.",NA,NA,NA,"Collector unknown","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182445",NA,"Caryophyllales","South America - Neotropics",NA,"US00182445_01",NA,NA,NA,"Dicotyledonae","1",NA
"79","2020-09-12 05:00:02-03","US","US","2830832","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.","Zappi, D. C.",NA,NA,NA,"Collector unknown","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182440",NA,"Caryophyllales","South America - Neotropics",NA,"US00182440_01",NA,NA,NA,"Dicotyledonae","1",NA
"80","2020-09-12 05:00:02-03","US","US","762697","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.","Zappi, D. C.",NA,NA,NA,"J. N. Rose & G. Rose","20661","1915","8","1","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182436",NA,"Caryophyllales","South America - Neotropics",NA,"US00182436_01",NA,NA,NA,"Dicotyledonae","1",NA
"81","2020-09-12 05:00:02-03","US","US","603321","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","Loefgr.","Zappi, D. C.",NA,NA,NA,"A. Loefgren","3310",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182434",NA,"Caryophyllales","South America - Neotropics",NA,"US00182434_01",NA,NA,NA,"Dicotyledonae","1",NA
"82","2019-12-09 17:29:39-03","UFPR","EFC","2832","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Rizzini, C.M.; Barros, A.M.","353","1987","01","20","Brasil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA 21761","EFC002832",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"83","2019-11-13 11:17:24-03","USP","SPF","144389","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Groppo, M","2001","03",NA,"Groppo, M","223","1996","11","16","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55",NA,NA,NA,"SPF00144389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:17:24-03","USP","SPF","105934","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Taylor, NP","2007","03",NA,"Miyagi, PH","68","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.84175","-24.900806","-47.84175","-24.900806",NA,NA,NA,"SPF00105934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:17:24-03","USP","SPF","105944","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Taylor, NP","1997","03",NA,"Miyagi, PH","69","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.84175","-24.900806","-47.84175","-24.900806",NA,NA,NA,"SPF00105944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:17:24-03","USP","SPF","107520","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, DC","2001","12",NA,"Miyagi, PH","519","1995","02","15","Brasil","São Paulo",NA,"Mamparra. Reserva Florestal Carlos Botelho.",NA,NA,NA,NA,NA,NA,NA,"SPF00107520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:17:24-03","USP","SPF","115967","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Dislich, R","1996","08",NA,"Dislich, R","1","1993","05","13","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55","735","765",NA,"SPF00115967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:17:24-03","USP","SPF","115968","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Dislich, R","1996","08",NA,"Dislich, R","28","1994","01","28","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55","735","765",NA,"SPF00115968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:17:24-03","USP","SPF","115969","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Dislich, R","1996","08",NA,"Dislich, R","50","1994","02","03","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55","735","765",NA,"SPF00115969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:17:24-03","USP","SPF","115970","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Dislich, R","1996","08",NA,"Dislich, R","106","1994","09","01","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55","735","765",NA,"SPF00115970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:17:24-03","USP","SPF","115971","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Dislich, R","1996","08",NA,"Dislich, R","110","1994","09","02","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55","735","765",NA,"SPF00115971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:17:24-03","USP","SPF","144386","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Groppo, M","2001","03",NA,"Groppo, M","13","1995","03","21","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55",NA,NA,NA,"SPF00144386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:17:24-03","USP","SPF","144387","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Groppo, M","2001","03",NA,"Groppo, M","115","1996","02","16","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55",NA,NA,NA,"SPF00144387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:17:24-03","USP","SPF","144388","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Groppo, M","2001","03",NA,"Groppo, M","146","1995","05","14","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55",NA,NA,NA,"SPF00144388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:17:24-03","USP","SPF","144390","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Groppo, M","2001","03",NA,"Groppo, M","296","1997","12","20","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55",NA,NA,NA,"SPF00144390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 11:17:24-03","USP","SPF","174392","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, DC","2005",NA,NA,"Hatschbach, G","73844","2002","09","26","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"SPF00174392",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA
"97","2019-11-13 11:17:24-03","USP","SPF","146120","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Zappi, DC","2001",NA,NA,"Elautério, AA","1","2000","11","11","Brasil","São Paulo","Cubatão","Parque Estadual da Serra do Mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,"SPF00146120",NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA
"98","2019-11-13 11:17:24-03","USP","SPF","10496","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Calvente, AM","2004","03",NA,"Hoehne, W","s.n.","1936","03",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00010496",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"99","2019-11-13 11:17:24-03","USP","SPF","13465","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Calvente, AM","2004","03",NA,"Hoehne, W","s.n.","1951","08","27","Brasil","São Paulo","São Paulo","Horto Fac. Farm. Cap. S. Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00013465",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"100","2021-03-15 18:26:23-03","USP","SPF","48002","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Calvente, AM","2004","03",NA,"Zappi, DC","s.n.","1987","08","20","Brasil","São Paulo","São Paulo","Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epifita sobre Leguminosae, cladodios jovens cilindricos, floriferos sulcados, areoladas avermelhadas, flores alvas, frutos alvo-arroxeados (murchos).","SPF00048002",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"101","2019-11-13 11:17:24-03","USP","SPF","194557","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Calvente, AM","2006",NA,NA,"Martins, S","s.n.",NA,NA,NA,"Brasil","São Paulo","São Sebastião","Arquipélago dos Alcatrazes.","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"SPF00194557",NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"102","2021-03-25 13:51:53-03","UNIVILLE","JOI","3118","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","D. Zappi","1905","06","27","G. Hatschbach","73844","2002","09","26","Brasil","Paraná","Guaraqueçaba","Tagaçaba, rodovia para Caetê.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"; HABITAT: Floresta da planície litorânea; HABITO: epífita, pendente","JOI003118",NA,NA,NA,NA,"JOI003118","37295","auto",NA,NA,NA,NA
"103","2019-10-07 09:18:46-03","UEFS","HUEFS","106652","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Miyagi, P.H.","69","1994","09","06","Brasil","São Paulo","Cananéia","Estrada Cananéia - Pariquera-açú(via ponte), ca. 19 km de Cananéia.","-47.841667","-24.900833","47W50'30''","24S54'3''",NA,NA,"Extensa área de transição mata de restinga - mata atlântica.","HUEFS0106652","Angiospermae","Caryophyllales",NA,NA,"HUEFS0106652",NA,NA,NA,"Caryophyllanae",NA,NA
"104","2019-10-07 09:18:46-03","UEFS","HUEFS","133143","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","D.Zappi","2005",NA,NA,"Hatschbach, G.","73844","2002","11","26","Brasil","Paraná","Guaraqueçaba","Tagaçaba, rodovia para Caetê.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"HUEFS0133143","Angiospermae","Caryophyllales",NA,NA,"HUEFS0133143","37295","auto",NA,"Caryophyllanae",NA,NA
"105","2019-09-04 20:04:11-03","F","FMNH-SEEDPLANTS","V0052907F","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora",NA,NA,NA,NA,NA,"M. W. Kimnach",NA,"1960","3","15","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0052907F","Spermatophyta",NA,"South America",NA,"V0052907F_01",NA,NA,NA,"Dicotyledoneae",NA,"Clonotype"
