"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","typeStatus","coordinatePrecision","geoFlag","imagecode","yearIdentified","monthIdentified","dayIdentified","individualCount","previousCatalogNumber"
"49","2020-09-12 05:00:02-03","US","US","3169631","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","T. Ando, G. Hashimoto & K. Buto","s.n.","1990","11","1","South America","Brazil","Santa Catarina",NA,"Mun. Bom Jardim da Serra, Route SC56, 3km E. of Bom Jardim da Serra to the crest of the Serra Geral.","-49.6008","-28.3475",NA,NA,"1300",NA,NA,"US02847832",NA,NA,NA,NA,"US02847832_01",NA,NA,NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","2269431","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","L. Smith & R. Reitz","10181","1957","1","16","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim, Banks of Rio Capivaras, 3-7 km west of the Serra do Oratório.",NA,NA,NA,NA,"1200",NA,NA,"US02847833",NA,NA,NA,NA,"US02847833_01",NA,NA,NA,"1",NA
"51","2019-11-13 11:32:09-03","USP","SPF","125203","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1533","1994","11","03",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,"1300","1300",NA,"SPF00125203","Stehmann, JR",NA,"32577","auto",NA,NA,NA,NA,NA,NA
"52","2019-11-13 11:32:09-03","USP","SPF","125204","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1547","1994","11","04",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,"1300","1300",NA,"SPF00125204","Stehmann, JR",NA,"32577","auto",NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:18:09-03","UEFS","HUEFS","75255","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, J.R.","3348","2002","12","05",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.614444","-28.338889","49W36'52''","28S20'20''","1255","1255",NA,"HUEFS0075255",NA,NA,NA,NA,"HUEFS0075255",NA,NA,NA,NA,NA
"54","2019-10-07 09:18:09-03","UEFS","HUEFS","75256","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, J.R.","3350","2002","12","05",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.606389","-28.3425","49W36'23''","28S20'33''","1259","1259",NA,"HUEFS0075256",NA,NA,NA,NA,"HUEFS0075256",NA,NA,NA,NA,NA
"55","2016-08-23 10:23:15-03","NHMLondon","NHM-LONDON-BOT","BM000941558","S","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Toshio Ando; b.1946; T.Ando; Goro Hashimoto; b.1913; Hashim.; K. Buto","B172","1990","11","01",NA,"Brasil","Santa Catarina",NA,"Route SC56, 3km E of Bom Jardim da Serra to the Crest of Serra Geral.","-49.600833","-28.3475","-49.600833","-28.3475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4339987"
"56","2016-08-23 10:23:15-03","NHMLondon","NHM-LONDON-BOT","BM000941559","S","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Toshio Ando; b.1946; T.Ando; Goro Hashimoto; b.1913; Hashim.; K. Buto","B167","1990","11","01",NA,"Brasil","Santa Catarina",NA,"Route SC56, 3km E of Bom Jardim da Serra to the Crest of Serra Geral.","-49.600833","-28.3475","-49.600833","-28.3475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4339988"
"57","2016-08-23 10:23:15-03","NHMLondon","NHM-LONDON-BOT","BM000941560","S","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Toshio Ando; b.1946; T.Ando; Goro Hashimoto; b.1913; Hashim.; K. Buto","B169","1990","11","01",NA,"Brasil","Santa Catarina",NA,"Route SC56, 3km E of Bom Jardim da Serra to the Crest of Serra Geral.","-49.600833","-28.3475","-49.600833","-28.3475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4339989"
"58","2016-08-23 11:01:02-03","NHMLondon","NHM-LONDON-BOT","BM000992199","S","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Collaboration; Toshio Ando; 1946; T.Ando, Goro Hashimoto; 1913; Hashim. et al.","B170","1990","11","01",NA,"Brasil","Santa Catarina",NA,NA,"-50.968833","-26.936094","-50.968833","-26.936094",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/df8bd15209198fc00ea02df7e73e78dd1e88dd8a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:471782"
"59","2020-08-20 15:00:38-03","UFSC","FLOR","1148","PreservedSpecimen","Plantae",NA,NA,"Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Reitz, R.; Klein, R.M.","7954","1958","12","15",NA,"Brasil","Santa Catarina","São Joaquim","Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,"1300","1300","erva, flor roxa Habitat: campo","FLOR0001148","Stehmann, J.R.",NA,"48290","auto","FLOR0001148","1996","10",NA,NA,NA
"60","2021-02-08 12:45:39-03","UFRGS","ICN","152509","S","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashim.","Vendruscolo, GS","759","2007","11","19","América do Sul","Brasil","RS","São José dos Ausentes","estrada de Silveira para o Pico Monte Negro","-50.0657997131348","-28.7483005523682",NA,NA,"1194","1194","Erva reptante, flores roxas.; Barranco na beira da estrada, região de Estepe. 28°28'59.7S; 49°53'30.3W.","ICN00034523","Vignoli-Silva, M",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:45:39-03","UFRGS","ICN","147559","S","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashim.","Vendruscolo, GS","657","2006","11","23","América do Sul","Brasil","SC","Bom Jardim da Serra","estrada de chão de Bom Jardim da Serra em direção a Urubici passando pela localidade de Vacas Gordas","-49.615","-28.245833","-49.615","-28.245833","1320","1320","Barranco na beira da estrada, região de Estepe.","ICN00034521","Vignoli-Silva, M",NA,NA,NA,NA,NA,NA,NA,NA,NA
