"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class","order"
"50","2021-03-04 15:44:08-03","IF","SPSF","46189","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","L.Kollmann & E.Bausen & W.Pizziolo","407","1998","08","19","América do Sul","Brasil","ES","Santa Teresa","Sítio do Zurlo","-40.6002998352051","-19.9356002807617","23813","COLETA: Árvore com 13m de altura; Frutos verdes.; GEOGRAFIA: Mata de encosta.;",NA,NA,"auto","2012","12","19",NA,NA,"750","750",NA,NA,"Magnoliopsida","Laurales"
"51","2021-03-04 15:44:08-03","IF","SPSF","46342","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","L.Kollmann & E.Bausen","1623","1999","01","20","América do Sul","Brasil","ES","Santa Maria de Jetibá","Rio Nove","-40.7461013793945","-20.040599822998","31867","COLETA: Árvore com 10m de altura, flores verdes.&nf;Dap 24cm, Fuste 5m.; GEOGRAFIA: Terreno de L.Kollmann.;",NA,NA,"auto","2011","05","15",NA,NA,"850","850",NA,NA,"Magnoliopsida","Laurales"
"52","2021-03-04 15:44:08-03","IF","SPSF","46268","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","L.Kollmann & E.Bausen","1625","1999","01","20","América do Sul","Brasil","ES","Santa Maria de Jetibá","Rio Nove","-40.7461013793945","-20.040599822998","31867","COLETA: Árvore com 10m de altura.&nf;DAP 25cm; Fuste 6m.; GEOGRAFIA: Terreno de L.Kollmann.;",NA,NA,"auto","2013","05","20",NA,NA,"850","850",NA,NA,"Magnoliopsida","Laurales"
"53","2021-03-04 15:44:08-03","IF","SPSF","46104","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","H.Q.Boudet Fernandes","2076","1986","10","23","América do Sul","Brasil","ES","Santa Maria de Jetibá","Rio Nove","-40.7461013793945","-20.040599822998","31867","COLETA: Árvore com mais de 10 metros; Flores verdes com perigônio amarelado.; GEOGRAFIA: Mata da encosta em derrubada.;",NA,NA,"auto","2015","04","10",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"54","2021-03-04 15:44:08-03","IF","SPSF","22626","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","E.Bausen & I.Varassin","83","1998","03","31","América do Sul","Brasil","ES","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Mata Atlântica de Encosta.&nf;Árvore 16m; folha com nervura principal amarela inferiormente e verde-clara superiormente. Frutos jovens em inicio de formação, verde-amarronzados.;",NA,NA,"auto","2002","02","13",NA,NA,"800","800",NA,NA,"Magnoliopsida","Laurales"
"55","2021-03-04 15:44:08-03","IF","SPSF","46115","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","W.Pizziolo","337","1989","06","28","América do Sul","Brasil","ES","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Árvore com mais de 18 metros de altura; Frutos de cor marrom.&nf;Fuste 9m; DAP 38cm.; GEOGRAFIA: Trilha no lado esquerdo do rio Timbuí.&nf;Solo barro escuro.;",NA,NA,"auto","2012","10","24",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"56","2021-03-04 15:44:08-03","IF","SPSF","46162","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello",NA,"W.Boone & E.Bausen & W.Pizziolo & J.L.Molino","1334","1989","07","19","América do Sul","Brasil","ES","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Árvore com +/- 13m de altura; Fuste 10mx40cm.&nf;Frutos verdes; Heliófila.; GEOGRAFIA: Lado direito do rio Timbuí.&nf;Mata primária.;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"57","2021-03-04 15:44:08-03","IF","SPSF","18757","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","L.D.Thomaz",NA,"1994","01","13","América do Sul","Brasil","ES","Santa Teresa","Estacao Biologica Santa Lucia","-40.6002998352051","-19.9356002807617","23813","COLETA: XLS: SPSFAntigo&nf;Árvore 17m. altura; perímetro 65cm; caule interenamente róseo, flores creme esverdeadas.;",NA,NA,"auto","2000","10","05",NA,NA,"800","800","Holótipo",NA,"Magnoliopsida","Laurales"
"58","2021-03-04 15:44:08-03","IF","SPSF","18756","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","L.D.Thomaz",NA,"1995","01","18","América do Sul","Brasil","ES","Santa Teresa","Estacao Biologica Santa Lucia","-40.6002998352051","-19.9356002807617","23813","COLETA: XLS: SPSFAntigo&nf;Árvore 17m altura e 65cm ao nível do DAP; caule internamente róseo e frutos amarronzados.;",NA,NA,"auto","2002","02","13",NA,NA,"800","800","Parátipo",NA,"Magnoliopsida","Laurales"
"59","2021-03-04 15:44:08-03","IF","SPSF","18755","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","L.D.Thomaz",NA,"1995","01","17","América do Sul","Brasil","ES","Santa Teresa","Estacao Biologica Santa Lucia","-40.6002998352051","-19.9356002807617","23813","COLETA: XLS: SPSFAntigo&nf;Árvore 18m altura e 85cm ao nível do DAP; caule internamente róseo e frutos marrons.;",NA,NA,"auto","2002","02","13",NA,NA,"700","700","Parátipo",NA,"Magnoliopsida","Laurales"
"60","2021-03-04 15:44:08-03","IF","SPSF","51263","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","P.L.R. de Moraes","P.L.R. de Moraes & H.van der Werff & T.A. Pontes & M. Cruz","4641","2015","01","25","América do Sul","Brasil","ES","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Tree 20m, flowers yellowish, fruits immature brownish with lenticels.&nf;Árvore 20m, flores amareladas, frutos imaturos amarronzados com manchas.;",NA,NA,"auto","2015","01","25",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"61","2021-03-04 15:44:08-03","IF","SPSF","51156","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello",NA,"P.L.R.Moraes et al.","4641","2015","01","25","América do Sul","Brasil","ES","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Árvore 20m, flores amareladas, frutos imaturos amarronzados com manchas.&nf;Tree 20m, flowers yellowish, fruits immature brownish with lenticels.;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"62","2021-02-08 12:42:57-03","UFRGS","ICN","167952","S","Plantae","Dicotyledon","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Moraes, P","Kollmann, L; Pizziolo, E Bausen; W.","566","1998","09","15","América do Sul","Brasil","ES","Fundão","Goiapaba-Açu terreno de Paulo Schifler. Serra Comprida","-40.4067001342773","-19.9325008392334","27186","Doação MBML 7704; Arvoreta 4m altura, DAP 18cm, fuste 4m, frutos marrons.; Chapada.","ICN00014350","ICN00014350","auto",NA,NA,NA,NA,NA,"750","750",NA,NA,NA,NA
