"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber","sex"
"52","2020-09-12 05:00:02-03","US","US","2858965","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.",NA,"G. Hatschbach","21352","1969","4","18","South America","Brazil","Paraná",NA,"Serra S'Ana (mun. balsa Nova)",NA,NA,"1100",NA,NA,NA,"US01673095","US01673095_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2269733","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.",NA,"L. Smith & R. M. Klein","11913","1957","2","27","South America","Brazil","Santa Catarina",NA,"Mun. Capinzal: Ruderal and amto branco (without Araucaria), southwest of capinzal on the east bank of the RIo do Peixe",NA,NA,"500","600",NA,NA,"US01673097","US01673097_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2269648","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.",NA,"L. Smith & R. M. Klein","11486","1957","2","19","South America","Brazil","Santa Catarina",NA,"Mun Xanxerê: campo, and pinheiral, 6 km north of Abelardo Luz",NA,NA,"500","600",NA,NA,"US01673094","US01673094_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2269540","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.",NA,"L. Smith & R. M. Klein","10919","1957","2","6","South America","Brazil","Santa Catarina",NA,"Mun Caçador: ruderal, 15 km west of Caçador",NA,NA,"900","1000",NA,NA,"US01673096","US01673096_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"56","2021-02-26 21:16:37-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Carniello, MA; Carniello, MA","1248","2007","05","01","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, CELBE","-57.683333","-16.066667",NA,NA,NA,"Amostra recebida como doação do herbário: Herbarium Rioclarence - HRCB ; coleta de Aula campo 01/05/2007",NA,NA,"-57.683333","-16.066667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-25 13:51:38-03","UNIVILLE","JOI","797","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","J. Cordeiro","Jotham Ziffer Berger","21",NA,NA,NA,NA,"Brasil","Santa Catarina","São Bento do Sul","CEPA Rugendas.","-49.3786010742188","-26.2502994537354",NA,NA,NA,"; HABITAT: capoeira; HABITO: trepadeira","JOI000797",NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"58","2021-03-04 11:15:06-03","UEFS","HUEFS","248018","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Buttura, E.","36","1979","04","14",NA,"Brasil","Paraná","Foz do Iguaçu","Vila C de Itaipu.","-54.5881004333496","-25.5478000640869",NA,NA,NA,"Capoeira baixa.","HUEFS0248018","HUEFS0248018",NA,NA,NA,NA,NA,"39570","auto","Asteranae",NA,NA,NA,NA
"59","2020-11-04 17:28:38-03","UEM","HUEM","7645","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Fachini, MP","Fachini, MP","409",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Taquarussu","canal Corutuba, Fazenda Cisne Branco, ponto 34","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"HUEM000028018",NA,NA,NA,"1999",NA,NA,"63482","auto",NA,NA,NA,NA,NA
"60","2021-03-10 11:38:24-03","UNILA","EVB","252","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Hatschbach, G.","Buttura, E.","36","1979","04","14",NA,"Brasil","Paraná","Foz do Iguaçu","Vila C'' de Itaipu'.","-54.586111","-25.448889",NA,NA,NA,NA,"EVB000252","EVB000252","54º35'10''W","25º26'56''S","1979","05","14",NA,NA,NA,NA,NA,NA,NA
"61","2020-11-12 16:58:23-03","UEL","FUEL","16590","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Ritter, MR","Ritter, MR","630","1991","04","13",NA,"Brasil","Rio Grande do Sul","Bagé","Casa de Pedra, beira de estrada","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"FUEL018712",NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"62","2019-05-06 11:53:42-03","UFU","HUFU","53596","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Resende, U.M.","Rodrigues, L.C.","107","2003","04","26",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Parque Estadual do Prosa","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Liana. Flor branca.; Cerrado.","HUFU00048107","HUFU00048107",NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"63","2019-05-06 11:53:42-03","UFU","HUFU","76741","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Nakajima, J.N.","Buttura, E.","36","1979","04","14",NA,"Brasil","Paraná","Foz do Iguaçu","Vila C de Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"Porte volúvel, 3m.; Capoeira baixa.","HUFU00074796",NA,NA,NA,"2018","09",NA,"39570","auto",NA,NA,NA,NA,NA
"64","2019-05-06 11:53:42-03","UFU","HUFU","53595","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Lopes, L.O.P.","Lopes, L.C.P.; et al.","s.n.","1999","07","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Arbusto, flor creme.","HUFU00048108","HUFU00048108",NA,NA,"1999","07","03","295160","auto",NA,NA,NA,NA,NA
"65","2019-05-06 11:53:42-03","UFU","HUFU","53507","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Pott, A.","Boaretto, A.G.","170","2007","07","31",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque (curva do leque), Beira de estrada.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Beira de estrada antropizada. Solo arenoso, planície.","HUFU00048109","HUFU00048109",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"66","2016-10-27 13:32:33-02","UFMT","UFMT","38556","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Caxambu, M.G.","Silva, A.R.; Caxambu, M.G.","384","2007","07","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra - Estrada Parque","-57.005972","-19.563889","94","94",NA,"Amostra retirada para Atlas Polínico; trepadeira volúvel, heliófita, com flores alvas; Solo arenoso; relvo plano",NA,NA,"-57.005972","-19.563889","2007","11","05",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-04 15:42:35-03","IF","SPSF","12123","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","J.A.Pastore","R.B.Torres & N.Figueiredo","354","1987","08","20","América do Sul","Brasil","SP","Buri","Estação Experimental do Instituto Florestal","-48.5900001525879","-23.7900009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Mata Estacional Semidecídua degradada.&nf;Cipó, flores brancas, perfumadas.;",NA,NA,NA,NA,"2012","04","20","28249","auto","Magnoliopsida",NA,NA,NA,NA
"68","2021-03-04 15:42:35-03","IF","SPSF","45342","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","R.T.Polisel","R.T.Polisel & N.M.Ivanauskas & M.C.Assis & R.P.M.Souza & R.Esteves","1019","2006","08","04","América do Sul","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","1467","1467",NA,"COLETA: Trepadeira. Material-testemunho das coletas de mestrado de Rodrigo Trassi Polisel.; GEOGRAFIA: Trilha da Cachoeira, área de fitossociologia.&nf;SAD 69, Zona 23K, 7490521S e 452294W.;",NA,NA,NA,NA,"2006","10","30","21048","auto","Magnoliopsida",NA,NA,NA,NA
"69","2021-02-08 12:36:37-03","UFRGS","ICN","131991","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Ritter, MR","Mattos, J; Mattos, N","23166","1982","03","10","América do Sul","Brasil","RS","Perto de Butiá","no km 105 da rodovia P. Alegre-Santa Maria",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Campo sujo.",NA,NA,NA,NA,"2003","09","20",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:36:37-03","UFRGS","ICN","131992","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Ritter, MR","Mattos, J","7638","1960","02","25","América do Sul","Brasil","SC","Na encruzilhada das estradas C","Caçador Videira",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Num pequeno vassoural.",NA,NA,NA,NA,"2003","09","20",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:36:37-03","UFRGS","ICN","092473","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Ritter, MR","Ritter, MR","630","1991","04","13","América do Sul","Brasil","RS","Bagé","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Apoiante em arbustos.; Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"72","2021-02-08 12:36:37-03","UFRGS","ICN","092474","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Ritter, MR","Ritter, MR","634","1991","04","13","América do Sul","Brasil","RS","Bagé","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Apoiante em arbustos.; Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"73","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63795","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.","Ritter, M. R. M. R.","Mattos, J.","23166","1982","03",NA,NA,"Brasil","Rio Grande do Sul","Butiá","No km 105 da rodovia Porto Alegre - Santa Maria","-51.9622001647949","-30.1196994781494",NA,NA,NA,"guaco;","HAS0063795",NA,NA,NA,"2001","11","08","39953","auto",NA,NA,NA,NA,NA
"74","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63712","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.","Ritter, M. R. M. R.","Mattos, J.","7638","1960","02",NA,NA,"Brasil","Santa Catarina","Caçador","Na encruzilhada das estradas: Curitibanos - Caçador - Videira","-51.0149993896484","-26.7752990722656",NA,NA,NA,"guaco;","HAS0063712",NA,NA,NA,"2001","11","08","38516","auto",NA,NA,NA,NA,NA
"75","2019-11-21 10:00:58-03","IBt","SP","287330","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Souza, JP; Ferraro, L; Wongtschowski, M; Monteiro, CA","145","1994","09","07",NA,"Brasil","São Paulo","Pariquera-Açu","Acesso de terra Pariquera-Mirim - Subaúna","-47.742333","-24.815083",NA,NA,NA,NA,NA,NA,"-47.742333","-24.815083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:00:58-03","IBt","SP","287767","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Wongtschowski, M; Souza, JP; Ferraro, L; Monteiro, CA","24","1994","09","06",NA,"Brasil","São Paulo","Cananéia","Estrada Pariquera-açú - Cananéia","-47.84175","-24.900806",NA,NA,NA,NA,NA,NA,"-47.84175","-24.900806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:00:58-03","IBt","SP","288213","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Souza, JP","Monteiro, CA; Souza, JP; Wongtschowski, M; Ferraro, L","5","1994","09","08",NA,"Brasil","São Paulo","Cananéia","Ilha Comprida, estrada entre a balsa e a Praia da Ilha Comprida","-47.911944","-25.017778",NA,NA,NA,NA,NA,NA,"-47.911944","-25.017778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:00:58-03","IBt","SP","342846","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Simão Bianchini, R","Groppo Jr, M","228","1996","09","12",NA,"Brasil","São Paulo","São Paulo","Reserva da Cidade Universitária","-46.716667","-23.55",NA,NA,NA,NA,NA,NA,"-46.716667","-23.55","2012","04","20",NA,NA,NA,NA,NA,NA,NA
"79","2010-08-16 16:37:38-03","GH","HU-HERB","GH 00010267","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B. L. Robinson",NA,"A. Löfgren","258","1908","8",NA,"South America","Brazil","São Paulo",NA,"San José dos Campos",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","258","undetermined"
