"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","locality","phylum","order","scientificNameAuthorship","infraspecificEpithet","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"410","2019-02-15 11:36:22-02","IPA","IPA","12840","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Andrade-Lima","1961","10","05","Southern America","Brasil",NA,NA,"Árvore 3-4m. Flores alvas.","IPA0012840",NA,"61-3919","entre Nova Conquista e Vitória da Conquista.","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Prance, G.T.","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967","04",NA,NA,NA,NA,NA,NA
"411","2019-02-15 11:36:22-02","IPA","IPA","15232","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lira, O.C.","1967","12","21","Southern America","Brasil",NA,NA,"Arbusto; só fruto.","IPA0015232",NA,"67-151","margem da estrada Tejucupapo - Ponta de Pedra.","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Andrade-Lima","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970","01","10",NA,NA,NA,NA,NA
"412","2019-02-15 11:36:22-02","IPA","IPA","20667","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Andrade-Lima","1968","11","16","Southern America","Brasil",NA,NA,"Frutos.","IPA0020667",NA,"68-5459","Engenho São Paulo, borda da mata.","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Bocage, A.","Paraíba",NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,"1982","03","09",NA,NA,NA,NA,NA
"413","2019-02-15 11:36:22-02","IPA","IPA","23157","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Luetzelburg","1934","09","20","Southern America","Brasil",NA,NA,"Árvore de 20m de altura. Flores verdes.; Carrasco.","IPA0023157",NA,"26264","Serra do Araripe","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Prance, G.T.","Ceará",NA,NA,NA,"Araras",NA,NA,NA,NA,NA,NA,"1992","10","27",NA,NA,NA,NA,NA
"414","2019-02-15 11:36:22-02","IPA","IPA","59333","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Cestaro, L.A.","1999","09","22","Southern America","Brasil",NA,NA,"Árvore 5m de altura. Flor creme. Comum. Floração intensa. Flores com leve odor adocicado, atraindo insetos.; Restinga arbórea. Solo arenoso.","IPA0059333",NA,"220","Campo Experimental de Produção do Jiquí-EMPARN","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Cestaro, L.A.","Rio Grande do Norte","-35.1875","-5.929167",NA,"Parnamirim","40","40",NA,NA,"-35.1875","-5.929167","1999","09","22",NA,NA,NA,NA,NA
"415","2019-02-15 11:36:22-02","IPA","IPA","75469","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Teixeira, G.","1965","10","08","Southern America","Brasil",NA,NA,"Arvoreta, com flores diminutas, cor esverdeada; fuste com3m de altura.","IPA0075469",NA,"2879","Engenho Cajueiro","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Gomes-Silva, F.","Pernambuco","-35.285833","-7.151944",NA,"Paudalho",NA,NA,NA,NA,"-35.285833","-7.151944","2016","11","25",NA,NA,NA,NA,NA
"416","2019-02-15 11:36:22-02","IPA","IPA","75684","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Teixeira, G.","1965","10","08","Southern America","Brasil",NA,NA,"Arvoreta com flores diminutas, cor esverdeada; fuste ca. 3 m alt.","IPA0075684",NA,"2879","Engenho Cajueiro","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Gomes-Silva, F.","Pernambuco","-35.285833","-7.135833",NA,"Paudalho",NA,NA,NA,NA,"-35.285833","-7.135833","2016","11","25",NA,NA,NA,NA,NA
"417","2019-02-15 11:36:22-02","IPA","IPA","13705","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Andrade-Lima","1965","11","26","Southern America","Brasil",NA,NA,"Árvore 5-6m. Frutos.","IPA0013705",NA,"65-4340","alto do Cabo Branco, em capoeira degradada.","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Prance, G.T.","Paraíba","-34.8630981445312","-7.11499977111816",NA,"João Pessoa",NA,NA,"15975","auto",NA,NA,"1967","04",NA,NA,NA,NA,NA,NA
"418","2019-02-15 11:36:22-02","IPA","IPA","16345","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Andrade-Lima","1967","12","09","Southern America","Brasil",NA,NA,"Árvore 4-6m; frutos.","IPA0016345",NA,"67-5149","Granja São Luis, estrada velha da Usina São José, capoeira próxima a riacho.","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Andrade-Lima","Pernambuco","-34.9063987731934","-7.83416986465454",NA,"Igarassu",NA,NA,"24709","auto",NA,NA,"1970","01","10",NA,NA,NA,NA,NA
"419","2019-02-15 11:36:22-02","IPA","IPA","78538","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","2007","09","04","Southern America","Brasil",NA,NA,"Arbusto ca. 3 m. Flores alvas.","IPA0078538",NA,"483","Mata da Zambana, Usina São José. Na borda no gasoduto.","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Irapuan, J.","Pernambuco","-34.9063987731934","-7.83416986465454",NA,"Igarassu",NA,NA,"24709","auto",NA,NA,"2008","04","22",NA,NA,NA,NA,NA
"420","2019-02-15 11:36:22-02","IPA","IPA","66607","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Santos, S.A.","1999","08","05","Southern America","Brasil",NA,NA,"Planta ca. 90cm de altura, em plena floração.; Solo areno-argiloso; ecos. costeiros. Vegetação de tabuleiro.","IPA0066607",NA,"27","Santuário Ecológico de Pipa","Plantae",NA,"(Hoffmgg e R.S.) Kuntze",NA,"Gomes-Silva, F.","Rio Grande do Norte","-35.0918998718262","-6.18666982650757",NA,"Tibau do Sul","60","60","13790","auto",NA,NA,"2016","11","25",NA,NA,NA,NA,NA
"421","2020-12-20 21:16:39-03","UFV","VIC","11896","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Meira Neto, J.A.A.","1989","09","19",NA,"Brasil",NA,NA,"Com flores viridescentes, odor melífero;árvore c.a. de 9,0 metros de altura.","VIC011896",NA,"s.n.","Estado Ecológico de Santa Bárbara, Cerrado.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","São Paulo","-49.238899230957","-22.8805999755859","VIC011896","Águas de Santa Bárbara",NA,NA,"18363","auto",NA,NA,"2007","07","24",NA,NA,NA,NA,NA
"422","2020-12-20 21:16:39-03","UFV","VIC","31043","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lopes, W.P. de","1996","12","12",NA,"Brasil",NA,NA,"Árvore, c.a. de 8,0 metros de altura; frutos imaturos verdes.","VIC031043",NA,"220","Parque Estadual do Rio Doce (PERD), Estrada do restaurante.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","Minas Gerais","-42.7322006225586","-19.7122001647949","VIC031043","Marliéria",NA,NA,"28215","auto",NA,NA,"2007","07","24",NA,NA,NA,NA,NA
"423","2020-12-20 21:16:39-03","UFV","VIC","10700","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Ferreira, B.A.S.","1984","08","22",NA,"Brasil",NA,NA,"Árvore, c.a. de 6,0metros de altura. Folhas duras, quase glabras. Râmulos pubescentes. Flores creme, caindo facilmente.","VIC010700",NA,"1132","Escola de Administração Fazendária, Mata ou capão existente junto à escola. Latossolo vermelho.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","Distrito Federal",NA,NA,"VIC010700",NA,NA,NA,NA,NA,NA,NA,"2007","07","24",NA,NA,NA,NA,NA
"424","2020-12-20 21:16:39-03","UFV","VIC","19670","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Souza, P.B.; et al.","2006","04","11",NA,"Brasil",NA,NA,"Terrestre; arbórea, c.a. de 7,5 metros de altura.","VIC019670",NA,"s.n.","Parque Estadual do Rio Doce (PERD), Zona de Amortecimento do PERD. Mata do Mombaça.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","Minas Gerais","-42.7766990661621","-19.8428001403809","VIC019670","Dionísio",NA,NA,"31394","auto",NA,NA,"2007","07","24",NA,NA,NA,NA,NA
"425","2020-12-20 21:16:39-03","UFV","VIC","31149","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lopes, W.P. de; Scudeller, V.V.","1996","10","15",NA,"Brasil",NA,NA,"Árvore, c.a. de 5,0 metros de altura; flores brancas; frutos imaturos verdes.","VIC031149",NA,"142","Parque Estadual do Rio Doce (PERD), Margem da Lagoa D. Helvécio.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","Minas Gerais","-42.7322006225586","-19.7122001647949","VIC031149","Marliéria",NA,NA,"28215","auto",NA,NA,"2007","07","24",NA,NA,NA,NA,NA
"426","2020-12-20 21:16:39-03","UFV","VIC","039424","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Araújo, G.M.","2006","08","07",NA,"Brasil",NA,NA,"Floresta semidecidua,árvore de 7 m, flores creme.","VIC039424",NA,"s.n.","APP Capim Branco II, Fazensda Dona Lourdes, Floresta Semidecídua.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Minas Gerais","-48.2771987915039","-18.9186000823975","VIC039424","Uberlândia",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2021-01-28 10:48:32-03","IECOS","HBRA","8861","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","L. Oliveira","2014","07","17","América do Sul","Brasil","exsicata",NA,"Árvore","HBRA0004814",NA,"516","Camutá, margem de ramal aprox. 300/m ao sul da comunidade vila Cardoso",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"U. Mehlig","Pará","-46.74008333","-1.05191667","HBRA0004814","Bragança","38","38",NA,NA,"-46.74008333","-1.05191667","2016","10","24",NA,NA,NA,NA,NA
"428","2019-10-25 11:38:03-03","IECOS","HBRA","9955","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","U. Mehlig",NA,NA,NA,"América do Sul","Brasil","exsicata",NA,"Arbusto, rebrotando de toco antigo. Flores sem pétalas","HBRA0004984",NA,"1763","cidade de Bragança, terreno na Rua Edgar Cordeiro de Souza, em frente ao portão do Instituto Federal do Pará; vegetação secundária arbustiva aberta",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"U. Mehlig","Pará","-46.78655556","-1.05675","HBRA0004984","Bragança",NA,NA,NA,NA,"-46.78655556","-1.05675000","2016","05","27",NA,NA,NA,NA,NA
"429","2019-10-25 11:38:03-03","IECOS","HBRA","8863","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","L. Oliveira","2014","07","22","América do Sul","Brasil","exsicata",NA,"Árvore","HBRA0004818",NA,"518","cidade de Bragança, Campus do Instituto Federal do Pará (IFPA)",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"U. Mehlig","Pará","-46.7835","-1.05583333","HBRA0004818","Bragança","30","30",NA,NA,"-46.78350000","-1.05583333","2016","10","24",NA,NA,NA,NA,NA
"430","2019-10-25 11:38:03-03","IECOS","HBRA","9975","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","U. Mehlig","2016","08","20","América do Sul","Brasil","exsicata",NA,"Mesmo indivíduo como U. Mehlig 1763. Arbusto; frutos verdes","HBRA0005071",NA,"1768","cidade de Bragança, terreno na Rua Edgar Cordeiro de Souza, em frente ao portão do Instituto Federal do Pará; vegetação secundária arbustiva aberta",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"U. Mehlig","Pará","-46.78655556","-1.05675","HBRA0005071","Bragança","37","37",NA,NA,"-46.78655556","-1.05675000","2016","05","27",NA,NA,NA,NA,NA
"431","2020-10-20 14:17:11-03","UFOPA","HSTM","4866","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","André, T.; Mortati A.; Giacomin, LL; Almeida, TE; Stark, S.","2016","04","03",NA,"Brasil",NA,NA,NA,"HSTM004866",NA,"88","Praia do Lago Verde de Alter do Chão. Lago do Miritiapina, braço norte do Lago Verde.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Barbosa-Silva, R.G.","Pará","-54.948889","-2.483889","HSTM004866","Santarém",NA,NA,NA,NA,"54º56'56''W","2º29'2''S","2016","09","26",NA,NA,NA,NA,NA
"432","2020-10-20 14:17:11-03","UFOPA","HSTM","4847","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Mortati, A.F.; Andre, T.; Silva, E.F.","2016","03","22",NA,"Brasil",NA,NA,NA,"HSTM004847",NA,"45","Distrito de Alter do Chão, Lago Verde, vegetação ripária. braço norte do Lago Verde, próximo à foz do igarapé do Macaco, a partir da Enseada do Sarú.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Silva, R.G.B.","Pará","-54.928333","-2.472222","HSTM004847","Santarém",NA,NA,NA,NA,"54º55'42''W","2º28'20''S","2016","09","26",NA,NA,NA,NA,NA
"433","2020-10-20 14:17:11-03","UFOPA","HSTM","3593","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Almeida, T.E.; Mortati, A.F.; Aragon, S.; Ló, J.S.; Santos, F.","2016","03","15",NA,"Brasil",NA,NA,NA,"HSTM003593",NA,"4262","Distrito de Alter do Chão. Margens do Lago Verde. Vegetação ripária.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"L.L.Giacomin","Pará","-54.942222","-2.491944","HSTM003593","Santarém","6","6",NA,NA,"54º56'32''W","2º29'31''S","2016","10","01",NA,NA,NA,NA,NA
"434","2021-03-24 17:08:53-03","UFES","SAMES","1387","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Ribeiro,M.","2012","10","30",NA,"Brasil",NA,NA,"Árvore de 4 m de alt., folhas levemente discolores. Flores claras.","SAMES01387",NA,"831","Reserva Biológica do Córrego Grande. Área de mussununga. Trilha da Lagoa.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Barbosa-Silva,R.G.","Espírito Santo","-39.7322006225586","-18.5932998657227",NA,"Conceição da Barra",NA,NA,"41644","auto","-398050000.0","-182625000.0","2017","03","13",NA,NA,NA,NA,NA
"435","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026640","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","G. Hatschbach","1984",NA,"17",NA,"Brazil",NA,NA,"Arvore 10 m; flor verde palido, estames e anteras alvos.",NA,NA,"48344","Rio Piava (mun. Andarai).","Magnoliophyta","Malpighiales","(Hoffmanns. ex Schult.) Kuntze",NA,"G. T. Prance","Bahia","-40.62582","-11.71255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-11-21 14:33:22-03","UFJF","CESJ","44424","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","G.O.Romão","2001","04","13","América do Sul","Brasil",NA,NA,"Árvore,ca 12m alt. Botões ferrugíneos","CESJ044424",NA,"s.n.","Parque Est. da Serra do Mar","Angiosperma",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,"São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2019-11-21 14:33:22-03","UFJF","CESJ","35347","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","R.M. Castro; D.S. Pifano","2001","11","30","América do Sul","Brasil",NA,NA,"Árvore na borda da mata, próximo ao curso d'água no declive, com ca 12m de alt. Folhas com a face abaxial alvascentas com pontos pretos. Frutos ferrugíneos.","CESJ035347",NA,"670","Reserva Biológica da Represa do Grama","Angiosperma",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"A. Oliveira-FIlho","Minas Gerais","-42.9674987792969","-21.4596996307373",NA,"Descoberto",NA,NA,"11991","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA
"438","2021-04-07 11:40:23-03","UFMS","CGMS","61905","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","A. Pott","2004","09","12",NA,"Brasil",NA,NA,"Flor creme-amarelado. Fruto imaturo. Invernada São Bento Habitat: Cerradão semidecidual. Solo arenoso. Relevo plano convexo. Frequente. Habito: Árvore 3-5 m altura.","CGMS1094901",NA,"11792","Fazenda São Francisco, sub-região de Aquidauana, Pantanal.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"A. Pott","Mato Grosso do Sul","-55.5833333","-19.5933333",NA,"Aquidauana","115","115",NA,NA,"-55,5833333","-19,5933333",NA,NA,NA,NA,NA,NA,NA,NA
"439","2021-04-07 11:40:23-03","UFMS","CGMS","48191","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","A. Pott","1988","08","02",NA,"Brasil",NA,NA,"Flor creme. Fruto não visto. Ritidoma rugoso, córtex roxo. Habitat: Cordilheira (Paleodique), desmatada não alagável. Podzol hidromórfico arenoso. Relevo plano convexo. Habito: Árvore, 5-7m alt. Esparsa.","CGMS1078153",NA,"4277","Fazenda Nhumirim (Embrapa/CPAP), Nhecolândia, Pantanal.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Mato Grosso do Sul","-56.65","-18.9833333",NA,"Corumbá","89","89",NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,NA,NA,NA,NA
"440","2021-04-07 11:40:23-03","UFMS","CGMS","48192","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","A. Pott","1994","11","15",NA,"Brasil",NA,NA,"Flor não vista. Fruto imaturo. Córtex roxo. Casca cinza. Habitat: Caapão de cerrado. Solo arenoso. Relevo plano convexo. Habito: Arvoreta 2,5-6m alt. Ocasional.","CGMS1078154",NA,"7124","Fazenda Nhumirim, Nhecolândia, Pantanal.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Mato Grosso do Sul","-56.65","-18.9833333",NA,"Corumbá","90","90",NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,NA,NA,NA,NA
"441","2021-04-07 11:40:23-03","UFMS","CGMS","48640","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","N.F. Silva; A.L.B. Sartori; J.R. Fabri; T.C. Piva; T.R.F. Sinani","2014","12","12",NA,"Brasil",NA,NA,"Inflorescência amarela. Habitat: Pantanal. Capão. Habito: Árvore. 5,00 m de altura.","CGMS1078586",NA,"96","Fazenda São Bento, capão da torre.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"T.R.F. Sinani","Mato Grosso do Sul","-57.0041667","-19.5355555",NA,"Corumbá","87","87",NA,NA,"-57,0041667","-19,5355555","2014","12","12",NA,NA,NA,NA,NA
"442","2021-04-07 11:40:23-03","UFMS","CGMS","42616","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","A.B. Gonçalves","2012","12","04",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Cerrado. Mata ciliar. Latosolo vermelho. Relevo plano. Habito: Árvore.","CGMS1072597",NA,"43","Instituto São Vicente - Lagoa da Cruz (UCDB), Avenida Tamandaré s/n.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"A. Pott","Mato Grosso do Sul","-55.2436111","-19.7744445",NA,"Campo Grande","659","659",NA,NA,"-55,2436111","-19,7744445",NA,NA,NA,NA,NA,NA,NA,NA
"443","2021-04-07 11:40:23-03","UFMS","CGMS","48190","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","A. Pott; F.R.S. Breyer","1985","08","22",NA,"Brasil",NA,NA,"Flor verdeada com filete branco. Presença de insetos nas flores (moscas, vespas, coleópteros); ritidoma rugoso; folha rija. Habitat: Beira de cordilheira. Areia. Relevo plano convexo. Habito: Árvore. Frequente.","CGMS1078151",NA,"2073","Fazenda São Vicente, Nhecolândia, Pantanal.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Mato Grosso do Sul","-56.5833333","-18.8833333",NA,"Corumbá","90","90",NA,NA,"-56,5833333","-18,8833333",NA,NA,NA,NA,NA,NA,NA,NA
"444","2021-04-07 11:40:23-03","UFMS","CGMS","62737","PreservedSpecimen","Plantae",NA,"Licania","octandra","Licania octandra","A. Pott","2006","03","19",NA,"Brasil",NA,NA,"Habitat: Vegetação secundária em área de mata de galeria e cerradão com Myracrodruon urundeuva. Solo argiloso. Relevo encosta de ondulado. Esparsa. Habito: Arvoreta","CGMS1095733",NA,"14128","Embrapa Gado de Corte.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"A. Pott","Mato Grosso do Sul","-54.6464004516602","-20.4428005218506",NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2019-11-27 13:47:04-03","UFS","ASE","5685","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","André M.A.Amorim; S.C.Santa'Ana; J.G.Jardim; E.B. dos Santos","1993","11","27","Southern America","Brasil",NA,NA,"arvoreta. 5. m. folhas verdes.Frutos imaturos verdes.; arvoreta. 5. m. folhas verdes.Frutos imaturos verdes.; Mata Atlântica","ASE0016297",NA,"1483","Povoado do Castro, Cerca de 2,5 km do Distrito de Castro, na estrada","Magnoliophyta",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Pronce, GT","Sergipe","-37.448333","-11.350833",NA,"Santa Luzia do Itanhy",NA,NA,NA,NA,"-37.448333","-11.350833","1994",NA,NA,NA,NA,NA,NA,NA
"446","2020-06-25 14:12:58-03","UFCG","CSTR","6645","PreservedSpecimen","Plantae","Chrysobalanaceae","Leptobalanus","octandrus","Leptobalanus octandrus","Silva, F.G.; Rocha, A.M.; Pessoa, E. & Nepomuceno, F.A.A.","2017","01","25",NA,"Brasil",NA,NA,"Árvore ca 4m alt., folhas coreáceas, fruto verde.; Borda do fragmento próx. estrada ao lado do açude.",NA,NA,"258","Usina São José, Mata de Piedade.",NA,NA,"(Hoffmanns. ex Roem & ...)",NA,"Silva, F.G.","Pernambuco","-35.020833","-8.388333",NA,"Igarassu",NA,NA,NA,NA,"-35.020833","-8.388333","2017","01","25",NA,NA,NA,NA,NA
"447","2020-07-24 11:01:05-03","UFCG","CSTR","7132","PreservedSpecimen","Plantae","Chrysobalanaceae","Leptobalanus","octandrus","Leptobalanus octandrus","Silva, F.G.; Bazante, M.L.; Nepomuceno, F.A.A. & Coutinho, T.S.","2016","09","15",NA,"Brasil",NA,NA,"Árvore ca 5 m alt.; folhas coriáceas, face abaxial levemente esbranquiçada, flores com estames alvos.; Interior do fragmento.",NA,NA,"361",NA,NA,NA,"(Hoffmanns. ex Roem & ...)",NA,"Silva, F.G.","Pernambuco","-35.002498626709","-7.56056022644043",NA,"Goiana",NA,NA,"22853","auto",NA,NA,"2017","09","15",NA,NA,NA,NA,NA
"448","2021-03-01 16:28:02-03","UNICAMP","UEC","161062","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Stefani, EJF; Belinello, R; Galvão, JC","2010","06","02",NA,"Brazil",NA,NA,"Árvore com 7m.; Mata Atlântica.","UEC006464",NA,"175","Parque Estadual da Serra do Mar.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Stefani, EJF","São Paulo","-45.301667","-23.371111","UEC006464","Caraguatatuba","50","90",NA,NA,"-45.301667","-23.371111","2010","12",NA,NA,NA,NA,NA,NA
"449","2021-03-01 16:28:02-03","UNICAMP","UEC","101083","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Marquete, R; Alvarenga, D","1998","05","12",NA,"Brazil",NA,NA,"Árvore com 8m de altura, heliófita; tronco com casca lisa, com liquens, cor acinzentada; folhas coriáceas, discolores verdes, opacas nas duas faces; influorescência, ereta com botões amarelados.; Solo: Argiloso; Relevo: plano; Altitu","UEC199548",NA,"2884","Brasil, Reserva Ecológica do IBGE; cerrado alto na divisac/ Jardim Botânico, área do fogo;","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Distrito Federal","-47.859167","-15.946667","UEC199548",NA,"1075","1075",NA,NA,"-47.859167","-15.946667",NA,NA,NA,NA,NA,NA,NA,NA
"450","2021-03-01 16:28:02-03","UNICAMP","UEC","132866","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Urbanetz, C; Mariuza; Domingos; Lelo","2003","10","01",NA,"Brazil",NA,NA,"Arvoreta de 3m, frutos verdes.","UEC006461",NA,"143","Fazenda Folha Larga.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Meireles, LD","São Paulo","-47.916667","-24.883333","UEC006461","Cananéia",NA,NA,NA,NA,"-47.916667","-24.883333",NA,NA,NA,NA,NA,NA,NA,NA
"451","2021-03-01 16:28:02-03","UNICAMP","UEC","28579","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Souza, JAC","1969","01","21",NA,"Brazil",NA,NA,"Árvore de 10m de altura x 10cm de diâmetro; flores alvo-amareladas, aromáticas; madeira amarela.; Mata de terra firme; solo argiloso.","UEC006456",NA,"248","Reserva Florestal Ducke, ha. 050, próximo da árvore nº 195.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Amazonas",NA,NA,"UEC006456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2021-03-01 16:28:02-03","UNICAMP","UEC","33294","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Souza, JAC","1969","06","11",NA,"Brazil",NA,NA,"Árvore de 15m de altura x 15cm de diâmetro; flores alvas, aromáticas; madeira dura.; Mata de terra firme; solo arenoso.","UEC006455",NA,"291","Reserva Florestal Ducke.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Amazonas",NA,NA,"UEC006455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
