"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","locality","phylum","order","scientificNameAuthorship","infraspecificEpithet","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1366","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Almeida, AB","2018","08","27","Southern America","Brasil",NA,NA,"Conglomerado MA-177. Subunidade 3. Subparcela 1. indivíduo 7. F8; Arbusto; altura em m: 3,00; base reta; casca cinza por fora, amarela por dentro, fina, áspera, sem odor cheiro; Fragmento antropizado de cerrado em estágio inicial de regeneração,com o",NA,NA,"IFN-1772243.1","Povoado Fortaleza","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-43.380002","-3.24",NA,"Urbano Santos","48","48",NA,NA,"-43.380002","-3.24","2018","11","28",NA,NA,NA,NA,NA
"1367","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Marinho, MAO","2018","09","19","Southern America","Brasil",NA,NA,"Conglomerado MA-182. Subunidade 1. Subparcela 1. indivíduo 4. F8; Arbusto; altura em m: 1,30; base reta; Floresta secundária avançada, solo arenoso",NA,NA,"IFN-18213861.1","Baixa Grande","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-42.480009","-3.239987",NA,"São Bernardo","89","89",NA,NA,"-42.480009","-3.239987","2018","11","28",NA,NA,NA,NA,NA
"1368","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Marinho, MAO","2018","09","27","Southern America","Brasil",NA,NA,"Conglomerado MA-154. Subunidade 3. Subparcela 1. indivíduo 15. F8; Arbusto; altura em m: 1,70; base reta; Cerrado sensu stricto, solo arenoso",NA,NA,"IFN-15416243.1","Riacho do Meio","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-42.66","-3.059993",NA,"Tutóia","89","89",NA,NA,"-42.66","-3.059993","2018","11","28",NA,NA,NA,NA,NA
"1369","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Marinho, MAO","2018","09","25","Southern America","Brasil",NA,NA,"Conglomerado MA-181. Subunidade 4. Subparcela 1. indivíduo 10. F8; Arbusto; altura em m: 1,50; base reta; Floresta secundária jovem, solo arenoso",NA,NA,"IFN-18115714.1","Cabeceira do Magu","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-42.660003","-3.239996",NA,"Santana do Maranhão","92","92",NA,NA,"-42.660003","-3.239996","2018","11","28",NA,NA,NA,NA,NA
"1370","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Miralha, JMS; Amaral, IL; Prance, GT; Rodrigues, WA; Pipoly, JJ; et al.","1984","03",NA,"Southern America","Brasil",NA,NA,"Árvore, 02 m alt. Botões florais amarelos; Bosque Rupestre no talude da serra","UB0125563",NA,"84","03 km ao sul da parte central da serra do Aracá e 08 km E do rio Jauarí","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Amazonas","-63.316667","0.816667","UB0125563","Barcelos",NA,NA,NA,NA,"-63.316667","0.816667","2017","07","14",NA,NA,NA,NA,NA
"1371","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Almeida, AB","2018","09","03","Southern America","Brasil",NA,NA,"Conglomerado MA-150. Subunidade 2. Subparcela 1. indivíduo 5. F8; Arbusto; altura em m: 1,50; base reta; casca marrom por fora, verde e creme por dentro, fina, lisa e lenticelada, lenticelas circulares esparsadas oleo; Fragmento antropizado de cerrad",NA,NA,"IFN-1502662.1","Mucambo","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-43.379992","-3.05999",NA,"Belágua","77","77",NA,NA,"-43.379992","-3.05999","2018","11","28",NA,NA,NA,NA,NA
"1372","2019-11-01 14:56:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Santos, RS","2018","03","12","Southern America","Brasil",NA,NA,"Conglomerado MA-355_J. Subunidade 3. Subparcela 1. indivíduo 11. F6; Árvore; DAP em cm: 6,0; altura em m: 7,00; base reta; casca acizentado por fora, alaranjado por dentro, grossa, fendida, sem odor; Vegetação fechada com presença de palmeiras e árvo",NA,NA,"IFN-355-J533.1","Comunidade Pratinha","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-43.874959","-4.589992",NA,"Codó","104","104",NA,NA,"-43.874959","-4.589992","2018","06","22",NA,NA,NA,NA,NA
"1373","2020-09-30 10:51:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Martins, MS; Miguel, EP; Santos, ML; Sena Jr, OD; Oliveira, KN","2020","02","01","Southern America","Brasil",NA,NA,"Monitoramento de parcelas permanentes, UnB #?# Dep. Eng. Florestal. Parcela permanente: 53, Indivíduo: 2566; Árvore. DAP: 8,5 cm; Ht: 7 m; Cerradão. Solo com pedras de canga. Relevo levemente ondulado. Estrato graminoso presente. Dossel um pouco aberto",NA,NA,"MSM174","Parque Estadual da Serra do Lajeado. Fragmento florestal de aproximadamente 10 há, próximo a uma das entradas do parque.","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Figueira, M","Tocantins","-48.178583","-10.187144",NA,"Palmas","650","650",NA,NA,"-48.178583","-10.187144","2020","03","15",NA,NA,NA,NA,NA
"1374","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Silva, IA","2018","09","21","Southern America","Brasil",NA,NA,"Conglomerado MA-127. Subunidade 1. Subparcela 1. indivíduo 14. F8; Árvore; altura em m: 2,00; base reta; flor verde; casca cinza por fora, vermelha por dentro, fina, lisa; Vegetação de baixo porte em estágio inicial de regeneração, área antropizada,",NA,NA,"IFN-1272541.1","Santa Rosa de Lima","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Faria, JEQ; Barbosa-Silva","Maranhão","-42.660011","-2.879998",NA,"Paulino Neves","53","53",NA,NA,"-42.660011","-2.879998","2018","11","01",NA,NA,NA,NA,NA
"1375","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Oliveira, D","2018","09","21","Southern America","Brasil",NA,NA,"Conglomerado MA-155. Subunidade 2. Subparcela 1. indivíduo 7. F8; Arbusto; altura em m: 2,20; Área arbustiva densa, solo arenoso",NA,NA,"IFN-1554522.1","Passagem Velha","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-42.480011","-3.059999",NA,"Tutóia","56","56",NA,NA,"-42.480011","-3.059999","2018","11","28",NA,NA,NA,NA,NA
"1376","2019-11-01 14:56:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Santos, RS","2018","03","12","Southern America","Brasil",NA,NA,"Conglomerado MA-355_J. Subunidade 1. Subparcela 10. indivíduo 38. F6; Árvore; DAP em cm: 7,3; altura em m: 7,50; base reta; casca cinza por fora, vermelha por dentro, fina, lisa, sem odor cheiro característico; Vegetação densa com predominância de pa",NA,NA,"IFN-355-J191.10","Comunidade Pratinha","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-43.874959","-4.589992",NA,"Codó","104","104",NA,NA,"-43.874959","-4.589992","2018","06","19",NA,NA,NA,NA,NA
"1377","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Marinho, MAO","2018","10","03","Southern America","Brasil",NA,NA,"Conglomerado MA-121. Subunidade 1. Subparcela 1. indivíduo 3. F6; Árvore; DAP em cm: 5,4; altura em m: 7,80; base reta; casca cinza por fora, bege por dentro, fina, áspera; Floresta secundária jovem, solo arenoso",NA,NA,"IFN-12116421.1","Povoado Cajazeiras","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Faria, JEQ; Barbosa-Silva","Maranhão","-43.739999","-2.879995",NA,"Morros","37","37",NA,NA,"-43.739999","-2.879995","2018","10","30",NA,NA,NA,NA,NA
"1378","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Silva, IA","2018","09","24","Southern America","Brasil",NA,NA,"Conglomerado MA-100. Subunidade 4. Subparcela 5. indivíduo 27. F6; Árvore; DAP em cm: 14,3; altura em m: 7,50; base reta; casca parda, branco, cinza por fora, verde, creme (oxida) por dentro, fina, áspera, lenticelada; Vegetação de baixo porte e antr",NA,NA,"IFN-1003104.5","Povoado Cedro","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-42.83999","-2.699976",NA,"Barreirinhas","15","15",NA,NA,"-42.83999","-2.699976","2018","11","28",NA,NA,NA,NA,NA
"1379","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Silva, IA","2018","08","28","Southern America","Brasil",NA,NA,"Conglomerado MA-203. Subunidade 1. Subparcela 1. indivíduo 8. F8; Arbusto; altura em m: 1,80; base reta; casca cinza por fora, creme por dentro, fina, áspera; Vegetação antropizada com indícios de queimadas em regeneração, solo arenoso",NA,NA,"IFN-203641.1",NA,"Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-43.560012","-3.419998",NA,"São Benedito do Rio Preto","94","94",NA,NA,"-43.560012","-3.419998","2018","11","28",NA,NA,NA,NA,NA
"1380","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Almeida, AB","2018","09","03","Southern America","Brasil",NA,NA,"Conglomerado MA-150. Subunidade 1. Subparcela 1. indivíduo 12. F8; Arbusto; altura em m: 2,40; base reta; casca preta por fora, amarela por dentro, fina, aspera e lenticelada; Fragmento antropizado de cerrado stricto sensu em estágio inicial a médio",NA,NA,"IFN-1502571.1","Mucambo","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-43.379992","-3.05999",NA,"Belágua","77","77",NA,NA,"-43.379992","-3.05999","2018","10","29",NA,NA,NA,NA,NA
"1381","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moraes, TM","2018","05","31","Southern America","Brasil",NA,NA,"Conglomerado MA-234. Subunidade 1. Subparcela 3. indivíduo 23. F6; Árvore; DAP em cm: 13,2; altura em m: 10,50; base reta; casca marron por fora, marronpor dentro, grossa, áspera, sem odor; Fragmento de Cerrado, relevo plano, solo argiloso",NA,NA,"IFN-23420481.3","Forquilha","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Barbosa-Silva, RG","Maranhão","-42.840032","-3.599977",NA,"Brejo","96","96",NA,NA,"-42.840032","-3.599977","2018","11","16",NA,NA,NA,NA,NA
"1382","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Irwin, HS; Soderstrom, TR","1964","08","17","Southern America","Brasil",NA,NA,"Shrub ca. 1 m tall, at margin of gallery forest. Flowers yellow green; Cerrado",NA,NA,"5257","Chapada da Contagem, ca. 20 Km E. of Brasília","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Prance, GT","Distrito Federal","-47.9296989440918","-15.7797002792358",NA,"Brasília",NA,NA,"70570","auto",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA
"1383","2019-11-01 14:56:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Pires, JM; Silva, NT; Souza, R","1963","05","06","Southern America","Brasil",NA,NA,"Árvore de 6 m x 25 cm. diâm. fl. branco - esverdeado. Col. Madeira; Mata",NA,NA,"9540B","Parque do Gama","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Prance, GT","Distrito Federal","-47.9296989440918","-15.7797002792358",NA,"Brasília",NA,NA,"70570","auto",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA
"1384","2019-11-01 14:56:24-03","UnB","UB","166346","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Eiten, G; Eiten, LT","1961","07","10","Southern America","Brasil",NA,NA,"Tree 4m. Flowers with slight odor; tepals light green, filaments white, anthers very pale yellow.",NA,NA,"3252","Campos das Sete Lagoas. Fazenda Campininha","Dicotyledoneae",NA,"(Hoffmanns.) ex Roem. & (Schult.) Kuntze",NA,"Gomes, JC","São Paulo","-46.9421997070312","-22.372200012207",NA,"Mogi Guaçu",NA,NA,"39309","auto",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA
"1385","2019-05-06 11:54:46-03","UFU","HUFU","48550","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Rosa, P.O.; Araújo, G.M.","2007","07","25",NA,"Brasil",NA,NA,"Árvore, ca. 2 m. Botões florais e cálice verde, estames amarelados e frutos imaturos verdes.; Mata semidecidua.","HUFU00004545",NA,"742","Capim Branco II",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Rosa, P.O.","Minas Gerais","-48.2771987915039","-18.9186000823975","HUFU00004545","Uberlândia",NA,NA,"58223","auto",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA
"1386","2019-05-06 11:54:46-03","UFU","HUFU","47108","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Araújo, G.M.; et al.","2006","08","07",NA,"Brasil",NA,NA,"Árvore, ca. 7 m. Flores creme.; Semidecidua.","HUFU00004546",NA,"s.n.","Capim Branco II, Fazenda Dona Lurdes.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Minas Gerais","-48.2771987915039","-18.9186000823975","HUFU00004546","Uberlândia",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","2019-05-06 11:54:46-03","UFU","HUFU","47951","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Rosa, P.O.; Hattori, E.K.O.; Mello, F.N.A.; Fortes, Fortes-Sil & Araújo, G.M.","2007","05","11",NA,"Brasil",NA,NA,"Árvore, ca. 3 m. Cálice esverdeado, corola e filetes alvos, frutos imaturos verdes.; Mata semidecidua.","HUFU00004544",NA,"648","Capim Branco II, Fazenda Dona Lurdes.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Rosa, P.O.","Minas Gerais","-48.2771987915039","-18.9186000823975","HUFU00004544","Uberlândia",NA,NA,"58223","auto",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA
"1388","2019-05-06 11:54:46-03","UFU","HUFU","43208","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Siqueira, A.S.; Kilca, R.V.","2005","08","17",NA,"Brasil",NA,NA,"Árvore, ca. 6 m. Flor verde amarelada.; Mata semidecidua.","HUFU00004547",NA,"s.n.","Fazenda Dona Lurdes",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Minas Gerais","-48.2771987915039","-18.9186000823975","HUFU00004547","Uberlândia",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","2019-05-06 11:54:46-03","UFU","HUFU","44137","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Siqueira, A.S.; Kilca, R.V.","2005","10","06",NA,"Brasil",NA,NA,"Árvore, ca. 3 m. Frutos verdes.; Mata semidecidua.","HUFU00004543",NA,"s.n.","Fazenda Dona Lurdes",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Minas Gerais","-48.2771987915039","-18.9186000823975","HUFU00004543","Uberlândia",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","2019-04-23 15:26:42-03","UFMT","UFMT","42754","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Campos, E.P.; Dalla Côrt, A.S.; Oliveira, J.L.; Silveira, G.L.","2013","06","24",NA,"Brasil",NA,NA,"árvore, flores com estames brancos e corola de cor esverdeada, caule cinza, craquelado, folhas alternas, espiraladas, nervação broquidódroma.; Cerrado.",NA,NA,"s.n.","Campus Universitário de Rondonópolis.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Mato Grosso","-54.578378","-16.465103",NA,"Rondonópolis",NA,NA,NA,NA,"-54.578378","-16.465103",NA,NA,NA,NA,NA,NA,NA,NA
"1391","2020-01-31 10:37:56-03","IFAM","EAFM","4198","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Monteiro, O.P.; Ramos, J.F.",NA,NA,NA,NA,"?",NA,NA,"; DESC: Árvore de 10m de altura x 15cm de diâmetro, com flores cremes.",NA,NA,"s.n.","Estrada Manaus-Porto Velho, BR 319, entre 600 e 620",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","2020-01-31 10:37:56-03","IFAM","EAFM","1599","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Stropp, J.; Assunção, P.","2007","07",NA,NA,"Brasil",NA,NA,"; HABITAT: Floresta de Terra Firme.",NA,NA,"440","Parque Nacional do Pico da Neblina, Próximo a Torre do LBA.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Assunção, P.","Amazonas","-67.0892028808594","-0.130278006196022",NA,"São Gabriel da Cachoeira",NA,NA,"377621","auto",NA,NA,"2010","03","24",NA,NA,NA,NA,NA
"1393","2020-01-31 10:37:56-03","IFAM","EAFM","3700","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Ramos, M.B.; Lima Filho, D.A.; Souza, S. & Souza, A.S. de","2007","06","17",NA,"Brasil",NA,NA,"; DESC: Árvore de 5m de altura, DAP 11 cm. Infrutescência em cachos, frutos verdes.",NA,NA,"261","Eixo da Ferrovia Inicio",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Albuquerque, D.C.","Pará","-57.040833","-2.182778",NA,"Juruti",NA,NA,NA,NA,"-57.040833","-2.182778","2007","11",NA,NA,NA,NA,NA,NA
"1394","2020-01-31 10:37:56-03","IFAM","EAFM","11219","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Aguiar, D.P.P.","2012",NA,NA,NA,"Brasil",NA,NA,"; DESC: Árvore de sub-bosque; ritidoma acinzentado, liso; tronco levemente acanalado na porção inferior.","EAFM000011219",NA,"292","CiGS, Floresta secundária de terra-firme situada em fragmento urbano",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Aguiar, D.P.P.","Amazonas","-60.0250015258789","-3.10193991661072",NA,"Manaus",NA,NA,"138090","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"1395","2020-01-31 10:37:56-03","IFAM","EAFM","1699","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Stropp, J.; Assunção, P.","2007","07",NA,NA,"Brasil",NA,NA,"; HABITAT: Floresta de Terra Firme.",NA,NA,"568","Área da Forca Aerea, Próximo ao Igarapé Mindú.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Assunção, P.; Prata, E.","Amazonas","-67.0892028808594","-0.130278006196022",NA,"São Gabriel da Cachoeira",NA,NA,"377621","auto",NA,NA,"2010","04",NA,NA,NA,NA,NA,NA
"1396","2020-01-31 10:37:56-03","IFAM","EAFM","15497","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Marra, D.M.; Neves, A.F. & Souza, I.G.","2012","09","03",NA,"Brasil",NA,NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 18.6 cm",NA,NA,"1114","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",NA,NA,"(Hook.f.) Prance","pallida","Marra, D.M.; Carneiro, V.M.C.","Amazonas","-61.253844","-3.657161",NA,"Manacapurú, Novo Airão",NA,NA,NA,NA,"-61.253844","-3.657161","2012","09","03",NA,NA,NA,NA,NA
"1397","2020-01-31 10:37:56-03","IFAM","EAFM","3851","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Silva, M.F. da","1972","07","10",NA,"Brasil",NA,NA,"; DESC: Árvore de 20m de altura x 45cm de diâmetro; flores brancas. Mata de terra firme.",NA,NA,"337","Estrada Manaus-Porto Velho, Rio Castanho, margem direita, estrada para o Careiro",NA,NA,"(Hook.f.) Prance","pallida","Prance, G.T.","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA
"1398","2021-03-04 15:43:03-03","IF","SPSF","15313","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra ssp. octandra","G. Hatschbach","1984","09","17","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"48344","Rio Piava","Magnoliophyta","Fabales",NA,"ssp. octandra",NA,"BA","-41.3314018249512","-12.8072004318237",NA,"Andaraí",NA,NA,"58558","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1399","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Otto, CFE",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"s.n.","denique in Venezuela",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Spruce, R",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"539","v. g. ad Santarem",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Spruce, R",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"329","v. g. ad Santarem",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Schomburgk, RH",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"136","ad flum. Essequebo aliisque Guyanae anglicae locis",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Schomburgk, RH",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"349","ad flum. Essequebo aliisque Guyanae anglicae locis",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Schomburgk, RH",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"593","ad flum. Essequebo aliisque Guyanae anglicae locis",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Schomburgk, MR",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"379","ad flum. Essequebo aliisque Guyanae anglicae locis",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Schomburgk, MR",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"402","ad flum. Essequebo aliisque Guyanae anglicae locis",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Chrysobalanaceae","Moquilea","turiuva","Moquilea turiuva","Spruce, R",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"1437","ad Manaos olim Villa da Barra, et ad Solimões fluv.",NA,NA,"(Cham. & Schltdl.) Hook.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
