"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","fieldNumber","class"
"51","2021-01-26 14:12:26-03","CPACT","ECT","2762","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","M.G.Caxambu","6136","2015","04","24",NA,"Brasil","Minas Gerais","Delfinópolis","Estância Jo, próxima à Serra da Canastra.","-46.9025","-20.298056","670","670",NA,NA,"ECT0002762","ECT0002762","E.Barboza","2015","46º54'9''W","20º17'53''S",NA,NA,"01","01",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","3015885","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","G. Hatschbach & R. Callejas","47307","1983","12","16","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Rod. MT-642, 5 km 0 de Tacuru.",NA,NA,NA,NA,NA,NA,"US01665451","US01665451_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"53","2020-09-12 05:00:02-03","US","US","3195040","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","E. M. Zardini, N. Soria & M. Ortíz","4173","1988","1","7","South America","Paraguay","Amambay",NA,"Paruqe Nacional Cerro Corcá. Cerrado en limite Oeste del Parque.",NA,NA,NA,NA,NA,NA,"US01665459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"54","2020-09-12 05:00:02-03","US","US","3409424","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","E. M. Zardini & L. Guerrero","46498","1997","2","26","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Buffer zone.","-56.0106","-22.6861",NA,NA,NA,NA,"US01665454",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"55","2020-09-12 05:00:02-03","US","US","3409400","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","E. M. Zardini & L. Guerrero","46914","1997","5","28","South America","Paraguay","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems site): trail to Céspedes Cué.","-56.1131","-23.8103","200",NA,NA,NA,"US01665453","US01665453_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"56","2020-09-12 05:00:02-03","US","US","3409412","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","E. M. Zardini & L. Guerrero","47965","1998","1","15","South America","Paraguay",NA,NA,"Canendiyu, Mbaracayú Natural Reserve administered by Fundacion Moises Bertoni.","-55.2792","-24.1878",NA,NA,NA,NA,"US01665456",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"57","2020-09-12 05:00:02-03","US","US","3387754","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","E. M. Zardini & L. Guerrero","48323","1998","3","12","South America","Paraguay","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems site): around aserradero. Cerrado scrub and cerrado forest.","-56.2114","-23.7961","210",NA,NA,NA,"US01665457",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"58","2020-09-12 05:00:02-03","US","US","3249632","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","G. Hatschbach, A. Schinini & J. M. Silva","58747","1993","2","9","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Ponta Porã, 22 km 0 na rod. para Antonio João.",NA,NA,NA,NA,NA,NA,"US01665458","US01665458_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"59","2020-09-12 05:00:02-03","US","US","3409461","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","E. M. Zardini & S. Zavala","44236","1996","1","17","South America","Paraguay","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems site): Cerrado scrub on red sandy soil (study site).","-56.0794","-23.8056","180",NA,NA,NA,"US01665455","US01665455_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"60","2020-09-12 05:00:02-03","US","US","2853641","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) R.M. King & H. Rob.","Brode","16191","1940","3",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Vila Ema, uo campo. [interpreted]",NA,NA,NA,NA,NA,NA,"US01665452","US01665452_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"61","2020-09-02 16:21:35-03","Cenargen","CEN","60888","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Anderson Cássio Sevilha","3727","2004","03","25",NA,"Brasil","TO","PARANA","Sítio 3, ponto 2. Fazenda São João. Prop. Aldair Freire.","-47.618055","-12.913888","339","339","Exsicatas",NA,"CEN00060888","CEN00060888","J. B. Bringel","2004","-47.618055","-12.913888",NA,NA,"08",NA,"4",NA,NA
"62","2014-04-04 18:26:38-03","PNFM","IRAI","2616","S","Plantae","Magnoliophyta",NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Silva, J.M.","7368","2009","09","16",NA,"Brasil","Paraná","Canta Galo","Sítio Cachoeira",NA,NA,NA,NA,NA,"Herbácea, capítulos lilás. Lageado de Pedra","IRAI00002616",NA,"Cordeiro, J.; Barbosa, E.","2010",NA,NA,NA,NA,"01","01",NA,NA,NA
"63","2019-07-04 16:57:25-03","PERD","PERD","1167","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Hattori, EKO; Batista, JAN; Bringel, JBA","1177","2010","02","03",NA,"Brasil","Goiás","Pirenópolis","Parque Estadual da Serra dos Pirineus","-48.9592018127441","-15.852499961853",NA,NA,NA,"Subarbusto, ca. 0,4 m, brácteas involucrais verde com ápice vináceo, corola e ramos do estilete brancos.",NA,NA,"Hattori, EKO","2010",NA,NA,"40887","auto","02",NA,NA,NA,NA
"64","2020-11-12 16:58:26-03","UEL","FUEL","14340","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Almeida, FS","40","1994","06","04",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,"Nakajima, JN","2009",NA,NA,"54606","auto","09",NA,NA,NA,NA
"65","2019-11-01 14:54:26-03","UnB","UB","122644","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Heringer, EP","5143","1956","03","29","Southern America","Brasil","Minas Gerais",NA,"Fazenda do Barreiro, 7km de Paraopeba",NA,NA,NA,NA,NA,"Erva.; Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 14:54:26-03","UnB","UB","202378","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Munhoz, CBR; Turma de Vegetação do Cerrado","8091","2014","04","11","Southern America","Brasil","Goiás","Paraúna",NA,"-50.627222","-16.992056","716","716",NA,"Flores abertas, capítulos rosa-escuros.; Cerrado sensu stricto",NA,NA,"Proença, C; Lima, JH",NA,"-50.627222","-16.992056",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-01 14:54:26-03","UnB","UB","24629","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Irwin, HS","21704","1968","03","23","Southern America","Brasil","Goiás",NA,"Ca. 27km S of Paraíso",NA,NA,"600","600",NA,"Branched herb 0,5m. Heads pale lavender; Creek margin. Sandstone outcrops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-05-06 11:53:57-03","UFU","HUFU","37655","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Martins, C.R.","359","2004","04","30",NA,"Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Área ao lado da pista de pouso de ultra - leve próxima a administração do Parque Nacional de Brasília.","-47.926111","-15.731111",NA,NA,NA,"Solo latossolo, vegetação campo sujo antropizado com presença 40 a 50% de capim gordura.","HUFU00049413","HUFU00049413",NA,NA,"-47.926111","-15.731111",NA,NA,NA,NA,NA,NA,NA
"69","2019-05-06 11:53:57-03","UFU","HUFU","38972","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Oliveira, G.C.","80","2002","01","31",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, 6km da BR 050, na altura do km 25.","-48.1425","-19.088333",NA,NA,NA,"Herbácea, ca. 0,2 m. Brancas.; Vereda.","HUFU00049397","HUFU00049397","Nakajima, J.N.","2016","-48.1425","-19.088333",NA,NA,"03",NA,NA,NA,NA
"70","2019-05-06 11:53:57-03","UFU","HUFU","38973","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Oliveira, G.C.","2616","2002","01","31",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, 6km da BR 050 na altura do km 25.","-48.1425","-19.088333",NA,NA,NA,"Herbácea, ca. 0,2 m. Brancas.; Vereda.","HUFU00049398","HUFU00049398","Nakajima, J.N.","2016","-48.1425","-19.088333",NA,NA,"03",NA,NA,NA,NA
"71","2019-05-06 11:53:57-03","UFU","HUFU","38974","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Oliveira, G.C.","400","2002","03","23",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, 300m da BR 497, na altura do km 5.","-48.363333","-18.950556",NA,NA,NA,"Herbácea, ca. 1,5 m. Branca.; Vereda.","HUFU00049395","HUFU00049395","Nakajima, J.N.","2016","-48.363333","-18.950556",NA,NA,"03",NA,NA,NA,NA
"72","2019-05-06 11:53:57-03","UFU","HUFU","38975","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Oliveira, G.C.","435","2002","03","24",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Pirusplan, 6km da BR 050 na altura do km 25.","-48.1425","-19.088333",NA,NA,NA,"Herbáceo, ca. 0,7 m. Branca.; Vereda.","HUFU00049399","HUFU00049399","Nakajima, J.N.","2016","-48.1425","-19.088333",NA,NA,"03",NA,NA,NA,NA
"73","2019-05-06 11:53:57-03","UFU","HUFU","38976","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Oliveira, G.C.","1722","2002","11","27",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, 300m BR 497 na altura do km 5.","-48.363333","-18.950556",NA,NA,NA,"Herbácea, ca. 0,5 m. Branca.; Vereda.","HUFU00049400","HUFU00049400","Nakajima, J.N.","2016","-48.363333","-18.950556",NA,NA,"03",NA,NA,NA,NA
"74","2019-05-06 11:53:57-03","UFU","HUFU","38977","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Oliveira, G.C.","2080","2002","12","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, 300m da BR 497 na altura do km 5.","-48.363333","-18.950556",NA,NA,NA,"Herbácea, ca. 0,5 m. Branca.; Vereda.","HUFU00049396","HUFU00049396","Nakajima, J.N.","2016","-48.363333","-18.950556",NA,NA,"03",NA,NA,NA,NA
"75","2019-05-06 11:53:57-03","UFU","HUFU","40157","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Pereira-Silva, G.; et al.","7620","2003","05","09",NA,"Brasil","Goiás","Abadiânia","Fazenda Curralinho, Margem direita do rio Corumbá.","-48.626944","-16.1925","990","990",NA,"Erva, ca. 30 cm. Flor azul.; Mata. Relevo ondulado. Solo argiloso.","HUFU00049419","HUFU00049419","Bringel-Júnior, J.B.","2003","-48.626944","-16.1925",NA,NA,"11",NA,NA,NA,NA
"76","2019-05-06 11:53:57-03","UFU","HUFU","40271","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Santos, A.A.; et al.","1173","2002","05","15",NA,"Brasil","Goiás","Cristalina","Margem direita da ponte, que dá acesso a guarita da saída para Palmital.","-47.34","-16.209722",NA,NA,NA,"Erva. Flores liláses.; Mata ciliar a esquerda da ponte. Relevo plano. Solo areno - argiloso.","HUFU00049420","HUFU00049420","Nakajima, J.N.","2016","-47.34","-16.209722",NA,NA,"03",NA,NA,NA,NA
"77","2020-11-27 11:33:30-03","UFU","HUFU","73713","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Resende, I.L.M.","1993","2014","03","18",NA,"Brasil","Minas Gerais","Gouvelândia","Fazenda São José","-50.133056","-18.426944",NA,NA,NA,"Nativa herbácea com 80 cm, vinácea, cálice vinho esverdeado com flor rosa claro.; Borda de vereda.","HUFU00070941","HUFU00070941",NA,NA,"-50.133056","-18.426944",NA,NA,NA,NA,NA,NA,NA
"78","2020-08-04 12:47:41-03","UFU","HUFU","44603","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O.; Arantes, A.A.A. & Freitas, F.S.","7556","2006","02","15",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Cachoeira Feixo da Serra, rio Turvo, próximo a trecho de asfalto.",NA,NA,NA,NA,NA,"Erva, ca. de 0,4 m. Brácteas verdes, corola e ramos do estilete arroxeado.; Campo rupestre.","HUFU00058553","HUFU00058553","Nakajima, J.N.","2007",NA,NA,NA,NA,"12",NA,NA,NA,NA
"79","2019-05-06 11:53:57-03","UFU","HUFU","63573","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Pacheco, R.A.; Versiane, A.F.A.; Oliveira, A.L.F.; Fernandes, W.P. & Romero, R.","832","2012","07","03",NA,"Brasil","Goiás","Cocalzinho de Goiás","Estrada para Fazenda Santa Maria dos Anjos, ca. 16 Km de Cocalzinho.","-48.910278","-15.793333","1277","1277",NA,"Erva, ca. 0,2 m alt. Brácteas involucrais verdes, corola e ramos do estilete lilases.; Campo.","HUFU00049410","HUFU00049410","Nakajima, J.N.","2013","-48.910278","-15.793333",NA,NA,"06",NA,NA,NA,NA
"80","2019-05-06 11:53:57-03","UFU","HUFU","63036","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Pacheco, R.A.; Nakajima, J.N.; Contro, F.L. & Versiane, A.F.A.","766","2012","04","25",NA,"Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, ca. 500 m antes da entrada para a Fazenda Colina.","-48.872778","-15.796389","1231","1231",NA,"Erva, ca. 0,4 m alt. Brácteas involucrais verdes, corola e ramos do estilete brancos.; Afloramentos rochosos.","HUFU00049408","HUFU00049408","Pacheco, R.A.","2013","-48.872778","-15.796389",NA,NA,"06",NA,NA,NA,NA
"81","2019-05-06 11:53:57-03","UFU","HUFU","62731","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Romero, R.; Oliveira, L.F.A.; Machado, A.I.M.R. & Bacci, L.F.","8577",NA,NA,NA,NA,"Brasil","Minas Gerais","Patrocínio","ca. 25 Km de Patrocínio, No trevo na estrada para Pântano via Tabuão.","-46.87","-18.723056",NA,NA,NA,"Subarbusto, ca. 0,4 m alt. Brácteas involucrais verdes, ápice vináceo, corola e ramos do estilete lilases.; Afloramentos rochosos em meio a um cafezal.","HUFU00049418","HUFU00049418","Nakajima, J.N.","2012","-46.87","-18.723056",NA,NA,"05",NA,NA,NA,NA
"82","2019-05-06 11:53:57-03","UFU","HUFU","62729","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Romero, R.; Oliveira, L.F.A.; Machado, A.I.M.R. & Bacci, L.F.","8574",NA,NA,NA,NA,"Brasil","Minas Gerais","Patrocínio","ca. 25 Km de Patrocínio, No trevo na estrada para Pântano via Tabuão.","-46.87","-18.723056",NA,NA,NA,"Erva, ca.0,4 m alt. Brácteas involucrais verde, corola e ramos do estilete brancos.; Afloramentos rochosos em meio a um cafezal.","HUFU00049411","HUFU00049411","Nakajima, J.N.","2012","-46.87","-18.723056",NA,NA,"05",NA,NA,NA,NA
"83","2019-05-06 11:53:57-03","UFU","HUFU","63096","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Pacheco, R.A.; Nakajima, J.N.; Contro, F.L. & Versiane, A.F.A.","752","2012","04","25",NA,"Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, Acima da estração de pedra mineira.","-48.771111","-15.786667","1221","1221",NA,"Erva, ca. 0,3 m alt. Brácteas involucrais verdes, corola e ramos do estielte brancos.; Afloramentos rochosos.","HUFU00049409","HUFU00049409","Pacheco, R.A.","2013","-48.771111","-15.786667",NA,NA,"06",NA,NA,NA,NA
"84","2020-11-27 11:33:30-03","UFU","HUFU","73714","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Resende, I.L.M.","3316","2014","08","02",NA,"Brasil","Minas Gerais","Monte Alegre de Minas",NA,"-48.875278","-18.870278",NA,NA,NA,"Nativa, herbácea com 75cm, capítulo verde com 1,1 cm C x 6mm D, flores brancas.; meio de vereda.","HUFU00070940","HUFU00070940",NA,NA,"-48.875278","-18.870278",NA,NA,NA,NA,NA,NA,NA
"85","2019-05-06 11:53:57-03","UFU","HUFU","38468","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Assis, L.C.S.; Magalhães, M.S.","669","2003","02","18",NA,"Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"Subarbusto com indumento cinéreo no caule. folhas concolores, pápus verde claro e flores de coloração lilás.; Campo cerrado.","HUFU00049414","HUFU00049414",NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA
"86","2019-05-06 11:53:58-03","UFU","HUFU","74547","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lopes, I.T.F.V.; Cândido, J.B. & Silva, P.H.C.","60","2012","08","09",NA,"Brasil","Minas Gerais","Rio Paranaíba","Trilha em direção ao Morro do Pião, após o córrego.","-46.247200012207","-19.1935997009277",NA,NA,NA,"Herbácea, 0,40m alt., folhas concolores, brácteas involucrais verde-claro com ápice levemente vináceo, flores brancas, ramos do estilete brancos, pápus alvo.","HUFU00073334","HUFU00073334","Lopes, I.T.F.V.","2012",NA,NA,"29416","auto","09","20",NA,NA,NA
"87","2019-05-06 11:53:57-03","UFU","HUFU","5440","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Nakajima, J.N.; Romero, R. & Guilherme, F.A.G.","296","1994","04","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, A 13 km da sede, estrada São Roque - Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,4 m. Brácteas verdes, corola e estiletes brancos.; Campo limpo, solo argiloso.","HUFU00058556","HUFU00058556","Nakajima, J.N.","1998",NA,NA,"57119","auto","05",NA,NA,NA,NA
"88","2019-05-06 11:53:58-03","UFU","HUFU","974","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Araújo, G.M.","231","1987","04","03",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,4 m. Flores brancas,; Campo sujo.","HUFU00049407","HUFU00049407",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"89","2019-05-06 11:53:57-03","UFU","HUFU","18365","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Amaral, A.F.; Lemos, M.T.O.","210","1998","11","20",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Vereda.","HUFU00049406","HUFU00049406","Nakajima, J.N.","2005",NA,NA,"58223","auto","02",NA,NA,NA,NA
"90","2019-05-06 11:53:57-03","UFU","HUFU","20085","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Araújo, G.M.","2585","1999","05","11",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Lado esquerdo, borda.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva.; Vereda.","HUFU00049421","HUFU00049421","Nakajima, J.N.","2005",NA,NA,"58223","auto","02",NA,NA,NA,NA
"91","2019-05-06 11:53:57-03","UFU","HUFU","57861","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Resende, I.L.M.","139","2008","05","31",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,NA,"Vereda.","HUFU00049412","HUFU00049412",NA,NA,NA,NA,"39117","auto",NA,NA,NA,NA,NA
"92","2019-05-06 11:53:57-03","UFU","HUFU","74544","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lopes, I.T.F.V.; Cândido, J.B.","141","2013","03","18",NA,"Brasil","Minas Gerais","Rio Paranaíba","Estrada de acesso à Serra do Salitre, sentido Transagro.","-46.247200012207","-19.1935997009277",NA,NA,NA,"Herbácea, ca. 0,30m altura, folhas concolores, brácteas involucrais verde-claro com ápice levemente vináceo, flores brancas, ramos do estilete brancos, pápus alvo.","HUFU00073337","HUFU00073337","Lopes, I.T.F.V.","2013",NA,NA,"29416","auto","03","19",NA,NA,NA
"93","2019-05-06 11:53:58-03","UFU","HUFU","74548","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lopes, I.T.F.V.; Ferreira, S.C.; Cândido, J.B. & Bueno, V.R.","79","2012","09","12",NA,"Brasil","Minas Gerais","Rio Paranaíba","Fazenda Olhos D'água, Próximo à região de Campinhos, a 2km do trevo da cidade.","-46.247200012207","-19.1935997009277",NA,NA,NA,"Herbácea, ca. 0,30m altura, ramos esverdeados, folhas concolores, brácteas involucrais verde-claro com ápice levemente vináceo, flores brancas, ramos do estilete brancos, pápus alvo, cerdoso.","HUFU00073367","HUFU00073367","Lopes, I.T.F.V.","2012",NA,NA,"29416","auto","10","08",NA,NA,NA
"94","2019-05-06 11:53:57-03","UFU","HUFU","74545","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lopes, I.T.F.V.; Ferreira, S.C.","22","2012","01","26",NA,"Brasil","Minas Gerais","Rio Paranaíba","MG-230, Próximo ao trevo da BR 354.","-46.247200012207","-19.1935997009277",NA,NA,NA,"Herbácea, ca. 0,30m altura, folhas concolores, brácteas involucrais verde-claro com ápice levemente vináceo, flores brancas, ramos do estilete brancos, pápus alvo.; Fragmento de Cerrado.","HUFU00073336","HUFU00073336","Lopes, I.T.F.V.","2012",NA,NA,"29416","auto","01","26",NA,NA,NA
"95","2019-05-06 11:53:58-03","UFU","HUFU","74549","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lopes, I.T.F.V.; Ferreira, S.C. & Fonseca, R.","106","2012","11","30",NA,"Brasil","Minas Gerais","Rio Paranaíba","MG-230, Próximo ao trevo da BR 354.","-46.247200012207","-19.1935997009277",NA,NA,NA,"Herbácea, 0,40, alt., folhas concolores, brácteas involucrais verde-claro com ápice levemente vináceo, flores brancas, ramos do estilete brancos, pápus alvo.; Fragmento de Cerrado.","HUFU00073366","HUFU00073366","Lopes, I.T.F.V.","2012",NA,NA,"29416","auto","12","05",NA,NA,NA
"96","2019-05-06 11:53:58-03","UFU","HUFU","74546","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lopes, I.T.F.V.; Viana, M.L. & Carossa, C.V.","147","2013","03","01",NA,"Brasil","Minas Gerais","Rio Paranaíba","Trilha em direção à cachoeirinha da ponte.","-46.247200012207","-19.1935997009277",NA,NA,NA,"Herbácea, 0,40m alt., folhas concolores, brácteas involucrais verde-claro com ápice levemente vináceo, flores brancas, ramos do estilete brancos, pápus alvo.","HUFU00073335","HUFU00073335","Lopes, I.T.F.V.","2013",NA,NA,"29416","auto","04","20",NA,NA,NA
"97","2019-08-08 09:59:28-03","UFU","HUFU","78220","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Magalhães, G. .M.","1001","1976","05","10",NA,"Brasil","Minas Gerais","São João D'El Rey","Serra do Lenheiro","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"HUFU00075712",NA,"Nakajima, J.N.","2019",NA,NA,"39093","auto","11",NA,NA,NA,NA
"98","2019-05-06 11:53:57-03","UFU","HUFU","12595","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Nakajima, J.N.; Romero, R.","1688","1996","03","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o Retiro das Pedras próximo a entrada. Área degradada em beira de estrada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,5 m. Brácteas esverdeadas, corola e estigmas brancos.; Campo limpo.","HUFU00058554","HUFU00058554","Nakajima, J.N.","1998",NA,NA,"57119","auto","07",NA,NA,NA,NA
