"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"49","2020-12-21 16:47:51-03","MBM","MBM","401756","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Ariati, V.; Michelon, C.; Bochorny, T.; Ariati, V.; Michelon, C.; Bochorny, T.","1216","2013","01","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva, no cume","-48.828611","-25.240833",NA,NA,NA,"Herbácea, 40 cm, flores amarelas, campo limpo. Refúgio Vegetácional Altomontano.; Refugio Vegetacional Altomontano.","MBM401756","MBM401756","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-48.828611","-25.240833",NA,NA
"50","2020-12-21 16:47:51-03","MBM","MBM","401760","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Canestraro, B.K.; Meyer, F.S.; Canestraro, B.K.; Meyer, F.S.","2620","2014","02","12","Southern America","Brazil","Paraná","Guaratuba","Morro dos Perdidos","-48.956389","-25.889722",NA,NA,NA,"Cespitosa, 30 cm, flores amarelas, campo limpo, Frequente.; Refugio Vegetacional Altomontano.","MBM401760","MBM401760","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-48.956389","-25.889722",NA,NA
"51","2020-12-21 16:47:51-03","MBM","MBM","401763","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.","2385","2013","12","17","Southern America","Brazil","Paraná","Palmeira","Rodovia BR-376, Km 543, rio lajeado a beira da estrada","-49.811111","-25.374444",NA,NA,NA,"Cespitosa, 40 cm, flores amarelas, margem de rio lajeado.; Campos Gerais.","MBM401763","MBM401763","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-49.811111","-25.374444",NA,NA
"52","2020-12-21 16:47:51-03","MBM","MBM","401765","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.","2460","2013","12","19","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-49.820833","-25.316111",NA,NA,NA,"Cespitosa, 60 cm, flores amarelas, campo úmido.; Campos Gerais.","MBM401765","MBM401765","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-49.820833","-25.316111",NA,NA
"53","2020-12-21 16:47:51-03","MBM","MBM","401766","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Smidt, E.C.; Smidt, E.C.","1585","2013","10","29","Southern America","Brazil","Paraná","Piraquara","Reservatório Piraquara II, estrada para o Morro do Canal próximo ao reservatório","-49.024444","-25.513889",NA,NA,NA,"Cespitosa, 50 cm, flores amarelas, campo limpo úmido.; Campos de Curitiba.","MBM401766","MBM401766","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-49.024444","-25.513889",NA,NA
"54","2020-12-21 16:47:51-03","MBM","MBM","401767","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2531","2013","12","20","Southern America","Brazil","Paraná","Ponta Grossa","Estrada para Cachoeira da Mariquinha","-49.930556","-25.186111",NA,NA,NA,"Cespitosa, 30 cm, flores amarelas, campo úmido, margem de lagoa.; Campos Gerais.","MBM401767","MBM401767","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-49.930556","-25.186111",NA,NA
"55","2020-12-21 16:47:51-03","MBM","MBM","401768","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2513","2013","12","20","Southern America","Brazil","Paraná","Ponta Grossa","Estrada para o Capão da Onça","-50.023056","-25.106667",NA,NA,NA,"Cespitosa, 40 cm, flores amarelas, campo úmido.; Campos Gerais.","MBM401768","MBM401768","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-50.023056","-25.106667",NA,NA
"56","2020-12-21 16:47:51-03","MBM","MBM","401772","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.","2453","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991667","-25.2475",NA,NA,NA,"Cespitosa, 60 cm, flor amarela, campo semi-hidromórfico.; Campos Gerais.","MBM401772","MBM401772","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-49.991667","-25.2475",NA,NA
"57","2020-12-21 16:47:51-03","MBM","MBM","401773","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1628","2013","11","03","Southern America","Brazil","Paraná","Porto Amazônas","Rodovia BR-277, na margem","-49.75","-25.469722",NA,NA,NA,"Isolada, 30 cm, flores amarelas, campo úmido.; Campos Gerais.","MBM401773","MBM401773","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"-49.75","-25.469722",NA,NA
"58","2020-12-21 16:47:51-03","MBM","MBM","426243","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Mota, N.F.O.; Giacomin, L.L.; Giacomin, L.L.","2442","2011","12","16","Southern America","Brazil","Minas Gerais","Alagoa","Parque Estadual do papagaio, Brejo na margem esquerda da estrada próxima à sede do parque (Charco)","-44.724444","-22.204722","1721","1721",NA,"Erva terrestre, cespitosa. Espiga castanha. Plantas armazenadas no álcool.","MBM426243",NA,"Mota, N.F.O.",NA,NA,NA,"2012",NA,"01","03","-44.724444","-22.204722",NA,NA
"59","2020-12-21 16:47:51-03","MBM","MBM","429236","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Canestraro, B.K.; Ferreira, P.C.; Marinero, F.; Abbud, M.C.; Laroc; Canestraro, B.K.; Ferreira, P.C.; Marinero, F.; Abbud, M.C.; Larocca, P.","3388","2016","10","29","Southern America","Brazil","Paraná","Tibagi","Fazenda Pinheirinhos","-50.273972","-24.631583",NA,NA,NA,"Herbácea, cespitosa, caoule reptante, 25 cm, flores amarelas. Campo úmido.; Campos Gerais.","MBM429236",NA,"Lozano, E.D.",NA,NA,NA,"2016",NA,NA,NA,"-50.273972","-24.631583",NA,NA
"60","2020-12-21 16:47:51-03","MBM","MBM","429460","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Barboza, E.; Canestraro, B.K.; Barboza, E.; Canestraro, B.K.","4647","2020","01","22","Southern America","Brazil","Santa Catarina","Garuva","Campos do Quiriri","-48.961139","-26.030861",NA,NA,NA,"Herbácea, cespitosa, 50 cm, flor amarela, em campo úmido.; Campo de Altitude.","MBM429460",NA,"Lozano, E.D.",NA,NA,NA,"2020",NA,NA,NA,"-48.961139","-26.030861",NA,NA
"61","2020-12-21 16:47:51-03","MBM","MBM","429501","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4303","2018","11","02","Southern America","Brazil","Paraná","Guaratuba","Morro dos Perdidos, próximo a torre da Petrobras","-48.956389","-25.884139",NA,NA,NA,"Herbácea, cespitosa, 30 cm, flores amarelas, campo úmido.; Campo de Altitude.","MBM429501",NA,"Lozano, E.D.",NA,NA,NA,"2018",NA,NA,NA,"-48.956389","-25.884139",NA,NA
"62","2020-12-21 16:47:51-03","MBM","MBM","57735","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Hatschbach, G.","40451","1977","10","21","Southern America","Brazil","Paraná","Tijucas do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM057735","MBM057735","Smith, L.B.","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:47:51-03","MBM","MBM","201691","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Dombrowski, L.T.; Saito, Y.; Pereira, M.L.; Saito, Y.; Pereira, M.L.","850","1964","11",NA,"Southern America","Brazil","Paraná","Ponta Grossa","Estrada Curitiba - Ponta Grossa, lado direito do Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Frequente.; Em campo, terreno úmido, arenoso.","MBM201691","MBM201691","Lozano, E.D.","46557","auto",NA,"2014",NA,"09","09",NA,NA,NA,NA
"64","2015-09-04 10:48:27-03","MNHN","RECOLNAT_MNHN_P","P00753728","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Glaziou, A.",NA,"1876","1","11",NA,"Brésil",NA,NA,"Province de Sao Paulo : Campos de Bocaina",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753728' target='other'> <mi>dwc_moreinfo</mi></a>","P00753728","P00753728_01",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,"7999",NA
"65","2015-09-29 03:36:18-03","MNHN","RECOLNAT_MNHN_P","P00753729","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Glaziou, A.",NA,"1876","1","11",NA,"Brésil",NA,NA,"Province de Sao Paulo : Campos de Bocaina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753729' target='other'> <mi>dwc_moreinfo</mi></a>","P00753729","P00753729_01",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,"7999",NA
"66","2015-09-03 21:20:43-03","MNHN","RECOLNAT_MNHN_P","P01677136","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Smith, L.B.|Reitz, R.",NA,"1957","1","25",NA,"Brasil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres, Campo dos Padres. Bom Retiro, Santa Catarina, Sul, Brasil, América do Sul","-49.489200592041","-27.7971992492676","1650",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677136' target='other'> <mi>dwc_moreinfo</mi></a>","P01677136","P01677136_01",NA,"35974","auto",NA,NA,NA,NA,NA,NA,NA,"10423",NA
"67","2020-12-11 11:45:37-03","UFMG","BHCB","149240","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Carmo, FF","4130","2009","01","25","Southern America","Brasil","Minas Gerais","Brumadinho","Parque Estadual da Serra do Rola Moça/QTZ","-44.026747","-20.076861","1360","1360",NA,"Afloramento de quartzito.","BHCB035209",NA,NA,NA,NA,NA,"2011",NA,"05","10","-44.026747","-20.076861",NA,NA
"68","2021-02-11 17:22:10-03","UFPR","UPCB","59398","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilson","Kozera, C.","2695","2005","12","07",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Herbácea, flores amarelas, campo hidromórfico..",NA,NA,"Hatschbach, G.","27346","auto",NA,"2006",NA,"01","01",NA,NA,NA,NA
"69","2021-02-11 17:22:10-03","UFPR","UPCB","49465","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilson","Scheer, M.B.","604","2003","12","01",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Ibitirati","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Refúgio vegetacional altomontano. Alt.: 1830m s.n.m..",NA,NA,"Mocochinski, A.Y.","55154","auto",NA,"2004",NA,"07",NA,NA,NA,NA,NA
"70","2013-04-09 08:16:00-03","MO","MOBOT","100582538","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Tetsuo M. Koyama|Marieluise Koyama|Paulo G. Windisch","Koyama 13669","1970","2","5","South America","Brazil","Rio de Janeiro",NA,"Itatiaia, Lagoa da Lapa at km 8 on route to Agulhas Negras.",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,"M.G.L. Wanderley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","2020-07-15 14:43:51-03","UNESP-RC","HRCB","65110","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Grupo Azul",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para a parte Alta do PARNA do Itatiaia (1800-2200m)","-44.749205","-22.36884","1833","1833",NA,NA,NA,NA,"M.C. Vergne",NA,NA,NA,NA,NA,NA,NA,"44°44'57.138W","22°22'7.8234S",NA,NA
"72","2020-09-12 05:00:02-03","US","US","2282256","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith, R. Reitz & R. Klein","7958","1956","11","25","South America - Neotropics","Brazil","Santa Catarina","São José","Alpine campo, Serra da Boa Vista","-48.627498626709","-27.6152992248535","1250",NA,NA,NA,"US01916401","US01916401_01",NA,"12814","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","2829769","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","G. Hatschbach","7470","1960","11","16","South America - Neotropics","Brazil","Paraná","Curitiba","Atuba","-49.2731018066406","-25.4277992248535","950",NA,NA,NA,"US01916391","US01916391_01",NA,"25180","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US","2427224","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","R. Reitz & D. Klein","10069","1960","10","7","South America - Neotropics","Brazil","Santa Catarina","São Francisco do Sul","Morro do Campo Alegre","-48.6380996704102","-26.2432994842529","1300",NA,NA,NA,"US01916384","US01916384_01",NA,"23627","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"75","2020-09-12 05:00:02-03","US","US","2323588","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","R. Reitz & D. Klein","7813","1958","12","11","South America - Neotropics","Brazil","Santa Catarina","Bom Jardim da Serra","Curral Falso, S. Joaquim","-49.624698638916","-28.3369007110596","1500",NA,NA,NA,"US01916396","US01916396_01",NA,"32577","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","2829741","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith, R. Reitz & R. Klein","7719","1956","11","17","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres","-49.489200592041","-27.7971992492676","1650",NA,NA,NA,"US01916389","US01916389_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"77","2020-09-12 05:00:02-03","US","US","2141867","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith & R. Reitz","5905","1952","2","27","South America - Neotropics","Brazil","Rio Grande do Sul","Bom Jesus","Aparados da Serra. Open rolling campo, Capella de São José","-49.83","-28.75","1200",NA,NA,NA,"US01916395","US01916395_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"78","2020-09-12 05:00:02-03","US","US","2282265","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith & R. Klein","8274","1956","12","4","South America - Neotropics","Brazil","Santa Catarina","Curitibanos","Between Ponte Alta and Curitibanos. 5km from PA","-50.584400177002","-27.2828006744385","800","900",NA,NA,"US01916400","US01916400_01",NA,"25987","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"79","2020-09-12 05:00:02-03","US","US","2573060","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","R. Reitz & D. Klein","17934","1965","12","18","South America - Neotropics","Brazil","Paraná","Jaguariaíva","Rio dasortes","-49.7057991027832","-24.2511005401611","850",NA,NA,NA,"US01916381","US01916381_01",NA,"44368","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","2509134","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","G. Hatschbach","13518","1966","1","13","South America - Neotropics","Brazil","Paraná","Palmeira","Fda. Boiada","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"US01916404","US01916404_01",NA,"35166","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","2321936","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","B. Rambo","53753","1953","2","3","South America - Neotropics","Brazil","Rio Grande do Sul",NA,"Serra da Rocinha p Bom Jesus",NA,NA,NA,NA,NA,NA,"US01916394","US01916394_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","2427225","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","R. Reitz & D. Klein","10369","1960","11","10","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535","1000",NA,NA,NA,"US01916380","US01916380_01",NA,"12814","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2123225","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","R. Reitz","2372","1948","12","16","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676","1900",NA,NA,NA,"US01916383","US01916383_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","2829744","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith, R. Reitz & R. Klein","7700","1956","11","17","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres","-49.489200592041","-27.7971992492676","1650",NA,NA,NA,"US01916387","US01916387_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","2829743","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith, R. Reitz & R. Klein","7700","1956","11","17","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres","-49.489200592041","-27.7971992492676","1650",NA,NA,NA,"US01916385","US01916385_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","2829770","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","O. Barth","330","1961","1","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia",NA,NA,NA,NA,NA,NA,"US01916388","US01916388_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","2282335","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith & R. Reitz","10114","1957","1","16","South America - Neotropics","Brazil","Santa Catarina","São Joaquim","Source of Rio Capivaras, Serra do Oratório, 10km east of Bom Jardim da Serra (Cambajuva)","-49.9317016601562","-28.2938995361328","1200",NA,NA,NA,"US01916398","US01916398_01",NA,"48290","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2142222","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","P. K. Dusén","2737","1903","12","15","South America - Neotropics","Brazil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"US01916393","US01916393_01",NA,"46557","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","2282245","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith, R. Reitz & R. Klein","7701","1956","11","17","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres","-49.489200592041","-27.7971992492676","1650",NA,NA,NA,"US01916402","US01916402_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","1280829","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","P. K. Dusén","10807","1910","11","24","South America - Neotropics","Brazil","Rio Grande do Sul","Segredo",NA,"-52.9791984558105","-29.3414001464844",NA,NA,NA,NA,"US01916392","US01916392_01",NA,"18423","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","1540595","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith","1741","1929","1","8","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Open summit,t. Itatiaya, Estação Biológica","-44.68","-22.42","2000","2300",NA,NA,"US01916397","US01916397_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","2427226","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","R. Reitz & D. Klein","10485","1960","12","21","South America - Neotropics","Brazil","Rio Grande do Sul",NA,"Morro do Campo Alegre",NA,NA,"1200",NA,NA,NA,"US01916382","US01916382_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2282342","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith & R. Reitz","10423","1957","1","25","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres","-49.489200592041","-27.7971992492676","1650",NA,NA,NA,"US01916403","US01916403_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","2829771","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","F. Segadas-Vianna & A. C. Brade","5148","1950","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Resende","Serra do Itatiaia","-44.4467010498047","-22.468900680542","2400",NA,NA,NA,"US01916390","US01916390_01",NA,"36089","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","2282270","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith & R. Klein","8530","1956","12","10","South America - Neotropics","Brazil","Santa Catarina","Campo Alegre","Slopes oforro Iquererim","-49.2655982971191","-26.1924991607666","1300","1500",NA,NA,"US01916399","US01916399_01",NA,"37493","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","2829742","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","L. Smith, R. Reitz & R. Klein","7702","1956","11","17","South America - Neotropics","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres","-49.489200592041","-27.7971992492676","1650",NA,NA,NA,"US01916386","US01916386_01",NA,"35974","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"97","2019-12-09 17:31:05-03","UFPR","EFC","14538","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Völtz, R.R.; Santos, G.H.","706","2014","04","18",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivarí, morro Capivarí Médio","-48.8394","-25.149","1530","1530",NA,"Erva 0,3m alt., cespitosa, em organossolo; infrutescência marrom; fisionomia herbácea de Refúgio Vegetacional Altomontano","EFC014538",NA,"Lozano, E.",NA,NA,NA,"2015",NA,"12","03","-48.8394","-25.1490",NA,NA
"98","2019-12-09 17:31:05-03","UFPR","EFC","2651","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Tramujas, A.P.","244","1991","02","03",NA,"Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8554","-25.2555","1500","1500",NA,"Erva 40 cm, comum em campo de altitude do pico Tucum a 1500 m s.n.m. Flores amarelas.","EFC002651",NA,"Lozano, E.D.",NA,NA,NA,"2015",NA,"10","08","-48.8554","-25.2555",NA,NA
"99","2019-12-09 17:31:05-03","UFPR","EFC","8712","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Ziller, S.R.","1738","1999","01","03",NA,"Brasil","Paraná","Balsa Nova","BR-277, próximo ao trevo com BR-376","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Campo alterado com Pinus, gado e queima. Flores amarelas. Típica de solos com hidromorfia.","EFC008712",NA,"Lozano, E.D.","27346","auto",NA,"2015",NA,"10","08",NA,NA,NA,NA
