"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","eventTime","coordinatePrecision","geoFlag","individualCount"
"50","2020-09-02 16:21:25-03","Cenargen","CEN","83043","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Clarissa Gouveia Fontes","43","2007","02","15",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Campo sujo abaixo do Capril.","-48.003888","-15.9125","1100","1100","Exsicatas",NA,"CEN00083043","CEN00083043","B. M. T. Walter","2016","09","-48.003888","-15.9125",NA,NA,NA,NA,NA,NA,"3"
"51","2020-09-02 16:21:25-03","Cenargen","CEN","39249","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Ernestino de S. Gomes Guarino","148","2000","05","09",NA,"Brasil","DF","BRASILIA","Cerrado à esquerda da estrada entre o Restaurante e a Sede da Fazenda Sucupira (fitossociologia do Cerrado).","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas",NA,"CEN00039249","CEN00039249","B. M. T. Walter","2016","09","-4800000.0","-1586667.0",NA,NA,NA,NA,"70570","auto","1"
"52","2020-09-02 16:21:25-03","Cenargen","CEN","38439","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Juliana Guimarães Faria","196","1999","06","15",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira, lado direito da estrada principal da fazenda, beirando o córrego (perto das casas).","-47.9296989440918","-15.7797002792358","1070","1070","Exsicatas","Anteras brancas.","CEN00038439","CEN00038439","B. M. T. Walter","2016","09","-4801667.0","-1591667.0",NA,NA,NA,NA,"70570","auto","2"
"53","2020-09-02 16:21:25-03","Cenargen","CEN","26033","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Glocimar Pereira-Silva","935","1992","03","02",NA,"Brasil","DF","BRASILIA","Rodovia BR-060 - Santo Antônio do Descoberto KM 1.","-47.9296989440918","-15.7797002792358","1000","1000","Exsicatas","Plantas crescendo em lugar úmido, mas não sujeito a encharcamento.","CEN00026033","CEN00026033","B. M. T. Walter","2016","09","-4818333.0","-1591667.0",NA,NA,NA,NA,"70570","auto","3"
"54","2020-02-17 11:29:05-03","UEG","HUEG","10531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","eitenii","Vernonia eitenii","H. Rob.","Versiane, A.F.A.","529","2013","02","19","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para faz. Maria dos Anjos.","-48.872222","-15.279444",NA,NA,NA,"Arbusto, ca. 0,8m alt. Brácteas involucrais verdes, corola, ramos do estilete e anteras roxas.; Campo graminoso, solo arenoso.","HUEG010531",NA,"Pacheco, R.A.","2013","03","-48.872222","-15.279444",NA,NA,NA,NA,NA,NA,NA
"55","2020-02-17 11:29:05-03","UEG","HUEG","10531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","eitenii","Vernonia eitenii","H. Rob.","Versiane, A.F.A.","529","2013","02","19","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para faz. Maria dos Anjos.","-48.872222","-15.279444",NA,NA,NA,"Arbusto, ca. 0,8m alt. Brácteas involucrais verdes, corola, ramos do estilete e anteras roxos.; Campo graminoso, solo arenoso.","HUEG010531",NA,"Pacheco, R.A.","2013","03","-48.872222","-15.279444",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 14:54:07-03","UnB","UB","112729","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Delprete, PG; et al.","10038","2007","03","16","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual dos Pireneus","-48.833056","-15.808333","1150","1150",NA,"Folhas coriáceas, brancas na face inferior.; Arbusto 0,7-0,9m. Flor violeta; Cerrado.",NA,NA,"Pacheco, RA","2013","09","-48.833056","-15.808333",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 14:54:07-03","UnB","UB","10956","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Gomes, BM; Proença, CEB; Brito, DS; Guimarães, PJF; Mendes, VC","282","2001","04","04","Southern America","Brasil","Distrito Federal","Gama","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.05","850","850",NA,"Filárias verde arroxeadas; estigma lilás; folhas discolores.; SubArbusto 0,5m. Flor lilás; Campo úmido.",NA,NA,NA,NA,NA,"-48.05","-16.05",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 14:54:07-03","UnB","UB","138809","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Irwin, HS; Harley, RM; Smith, GL","32817","1971","03","20","Southern America","Brasil","Goiás",NA,"Ca. 19km N of Alto Paraíso",NA,NA,"1250","1250",NA,"Heads magenta.; Herb 0,5m.; Campo. Cerrado on steep rocky slopes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-01 14:54:07-03","UnB","UB","174274","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Santos, JR; Rodrigues, AS; Amaral, AC; Silveira, AM; Moreira, GA","249","2006","03","02","Southern America","Brasil","Distrito Federal","Brasília","DF 001 - Borda do Parque Nacional de Brasília - Brazlândia 5 km antes do portão 9.","-48.075","-15.628611","1276","1276",NA,"Subarbusto; flor roxa.; Campo úmido, relevo plano, solo argiloso.",NA,NA,NA,NA,NA,"-48.075","-15.628611",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 14:54:07-03","UnB","UB","181432","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; Silva, MA; Eugênio, CUO; Corrêa, ACG; et al.","3812","2008","04","11","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasilia (JBB).","-47.847222","-15.8725",NA,NA,NA,"Erva 0,70 m.; com sépalas verdes e capítulos roxos.; Vegetação: Vereda.",NA,NA,"Fonseca, ML","2008","07","-47.847222","-15.8725",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 14:54:07-03","UnB","UB","181433","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; Silva, MA; Eugênio, CUO; Corrêa, ACG; et al.","3813","2008","04","11","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasilia (JBB).","-47.847222","-15.8725",NA,NA,NA,"Subarbusto 0,60 m.; flor com sépalas verdes e capítulos roxos.; Vegetação: Vereda.",NA,NA,"Fonseca, ML","2008","07","-47.847222","-15.8725",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 14:54:07-03","UnB","UB","183047","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; Mendonça, RC; Corrêa, ACG; Bodens, FWP; Nascimento, TR","3588","2008","03","13","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.847222","-15.8725",NA,NA,NA,"Subarbusto ca. 0,8m. Flor com sépalas verdes, pétalas roxas e estames brancos; Vereda",NA,NA,"Fonseca, ML","2009","07","-47.847222","-15.8725",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 14:54:07-03","UnB","UB","187268","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; et al.","3541","2008","03","13","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.847222","-15.8725",NA,NA,NA,"Subarbusto 0,9m. Flor com sépalas marrons, pétalas roxas e estames amarelos.; Vereda",NA,NA,"Fonsêca, ML","2008","07","-47.847222","-15.8725",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-01 14:54:07-03","UnB","UB","188721","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Zanatta, MRV; Silva, JS; Mello, TRB; Bezerra, KMG","720","2011","08","30","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília (PNB).","-47.984167","-15.693333","1052","1052",NA,"Erva, 60cm. Com frutos; Vereda. Relevo plano",NA,NA,"Rivera, VL","2012","01","-47.984167","-15.693333",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 14:54:07-03","UnB","UB","189157","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Zanatta, MRV; Mello, TRB","1224B","2012","03","05","Southern America","Brasil","Distrito Federal","Brasília","Reserva Biológica da Contagem (REBIO)","-47.863333","-15.665833","1234","1234",NA,"Erva, 0,6m. Flor rosa; Campo sujo de murundum",NA,NA,"Rivera, VL","2012","03","-47.863333","-15.665833",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 14:54:07-03","UnB","UB","189172","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Zanatta, MRV; Silva, JS","1239","2012","03","06","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília (PNB)","-48.045278","-15.626111","1266","1266",NA,"Fotos (M.R.V.Zanatta); Erva, 0,6m. Flor roxa, botão acinzentado; Campo sujo de murundum",NA,NA,"Rivera, VL","2012","03","-48.045278","-15.626111",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-01 14:54:07-03","UnB","UB","189217","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Zanatta, MRV; Castro, BM","1284","2012","03","30","Southern America","Brasil","Distrito Federal","Brasília","Reserva Biológica da Contagem (REBIO)","-47.861944","-15.646667","1212","1212",NA,"Subarbusto, 0,9m. Fruto creme; Área antropizada com Brachiaria e capim-gordura",NA,NA,NA,NA,NA,"-47.861944","-15.646667",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 14:54:07-03","UnB","UB","189338","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Zanatta, MRV; Mello, TRB","1405","2012","07","19","Southern America","Brasil","Distrito Federal","Brasília","Reserva Biológica da Contagem (REBIO)","-47.874111","-15.648667","1220","1220",NA,"Subarbusto, 0,6m. Fruto seco bege e marrom; Campo limpo rupestre",NA,NA,"Zanatta, MRV","2012","07","-47.874111","-15.648667",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 14:54:07-03","UnB","UB","194525","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Fontes, CG; et al.","43","2007","02","15","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Sucupira","-48.003889","-15.9125","1100","1100",NA,"Subarbusto 0,5m. Flor roxa; Campo sujo. Relevo plano. Latossolo vermelho-amarelo",NA,NA,NA,NA,NA,"-48.003889","-15.9125",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Faria, JEQ; Munhoz, CBR; Bijos, NR; Souza, GF","8532","2018","05","19","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Água Fria, entrada à direita ca. de 7 km","-47.502778","-14.079444","1307","1307",NA,"Subarbusto ca. 0,4 m de altura, capítulos com brácteas involucrais verdes, flores liláses e frutos maduros marrons; Campo limpo",NA,NA,"Munhoz, CBR","2018","05","-47.502778","-14.079444",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Jones, SB","22624","1976","02","06","Southern America","Brasil","São Paulo",NA,"Scattered along grassy roadside at Limeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; et al.","4446","2008","07","09","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília (JBB)","-47.847222","-15.8725",NA,NA,NA,"Subarbusto 0,8m. Inflorescência passada; Vereda",NA,NA,"Bringel, JBA","2010","03","-47.847222","-15.8725",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-01 14:54:07-03","UnB","UB","35428","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Bringel, JBA","108","2004","04","01","Southern America","Brasil","Distrito Federal","Gama","Reserva Ecológica do Gama","-48.053889","-16.04",NA,NA,NA,"Subarbusto 0,8m. Flor roxa; Campo sujo. Plintossolo. Relevo inclinado",NA,NA,NA,NA,NA,"-48.053889","-16.04",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Kirkbride, MCG","1429","1981","02","11","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, córrego da onça. Campo Experimental da UnB","-47.9","-15.95","1100","1100",NA,"àrea sempre alagada; Erva 30cm. Flores roxas; Campos de murundus",NA,NA,NA,"2017","10","-47.9","-15.95","24",NA,NA,NA,NA,NA,NA
"75","2019-11-01 14:54:07-03","UnB","UB","88963","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR","2832","2003","08","19","Southern America","Brasil","Distrito Federal","Riacho Fundo","Fazenda Sucupira","-48.016667","-15.883333","1050","1050",NA,"Subarbusto 0,25m. Frutos secos e maduros; Cerrado rupestre",NA,NA,NA,NA,NA,"-48.016667","-15.883333",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; et al.","4574","2008","07","29","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE (RECOR)","-47.9","-15.930833","1100","1100",NA,"Subarbusto 0,85m. Inflorescência passada; Vereda",NA,NA,"Corrêa, ACG","2008","12","-47.9","-15.930833",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-01 14:54:07-03","UnB","UB","138808","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Heringer, EP","11310","1967","01","25","Southern America","Brasil","Distrito Federal","Brasília","Granja Samambaia","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Planta erecta. Flor lilás.; Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA
"78","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Siqueira, MS; Moura, LHF","171","2016","04","23","Southern America","Brasil","Distrito Federal","Brasília","Parque Boca da Mata","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"Bringel, JBA","2016","08",NA,NA,"05",NA,NA,NA,"70570","auto",NA
"79","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-JBB134","2010","03","19","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. L12","-47.856944","-15.891667",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,"-47.856944","-15.891667",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, CBR; et al.","4421","2008","07","03","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE (RECOR)","-47.9","-15.930833","1100","1100",NA,"Subarbusto 0,9m. Inflorescência passada; Vereda",NA,NA,"Bringel, JBA","2010","03","-47.9","-15.930833",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 14:54:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Kirkbride, MCG","1056","1980","01","31","Southern America","Brasil","Distrito Federal","Brasília","Chapada da Contagem, 35 km por estrada do balão na BR-020","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva. Flores roxas obscuras",NA,NA,"Rivera, VL","2005","07",NA,NA,NA,NA,NA,NA,"70570","auto",NA
"82","2019-05-06 11:53:33-03","UFU","HUFU","40193","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Faria, J.G.; et al.","196","1999","06","15",NA,"Brasil","Distrito Federal","Brasília","Fazenda Sucupira, Lado direito da estrada principal da fazenda, beirando o córrego (perto das casas).","-48.016667","-15.916667","1070","1070",NA,"Subarbusto, com flores lilás e anteras brancas.","HUFU00047334","HUFU00047334","Nakajima, J.N.","2016","03","-48.016667","-15.916667",NA,NA,NA,NA,NA,NA,NA
"83","2019-05-06 11:53:33-03","UFU","HUFU","54474","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Delprete, P.G.","10038","2007","03","16",NA,"Brasil","Goiás","Cocalzinho","Parque Estadual da Serra dos Pireneus, Trilha da estrada principal para o Morro do Cabeludo.",NA,NA,NA,NA,NA,"Arbusto, 20-40 cm.; Cerrado com solo encharcado.","HUFU00047338","HUFU00047338","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-05-06 11:53:33-03","UFU","HUFU","65885","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Munhoz, C.B.R.; Silva, M.A.; Eugênio, C.U.O.; Corrêa, A.C.G.; Emmert, P. & Bodens, F.W.P.","3813","2008","04","11",NA,"Brasil","Distrito Federal","Brasília","Jardim Botânico","-47.847222","-15.8725",NA,NA,NA,"Subarbusto ca 0,60m. Flor com sépalas verdes e capítulos roxos.; Vereda.","HUFU00047336","HUFU00047336","Fonseca, M.L.","2008","07","-47.847222","-15.8725",NA,NA,NA,NA,NA,NA,NA
"85","2019-05-06 11:53:33-03","UFU","HUFU","7657","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Kirkbride, M.C.G.","1036","1980","01","31",NA,"Brasil","Distrito Federal",NA,"Chapada da Contagem, 35km por estrada. Balão na BR-020.",NA,NA,NA,NA,NA,"Erva, ca. 0,4 m. Flores roxas escuras.","HUFU00047335","HUFU00047335","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-05-06 11:53:33-03","UFU","HUFU","66670","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","545","2013","02","19",NA,"Brasil","Goiás","Cocalzinho de Goiás","Ao longo da BR 070.","-48.868889","-15.779444","1134","1134",NA,"Arbusto, ca. 0,5m alt. Bracteas involucrais verdes; corola, ramos do estilete e anteras roxos.; Cerrado, beira da estrada.","HUFU00047339","HUFU00047339","Nakajima, J.N.","2016","03","-48.868889","-15.779444",NA,NA,NA,NA,NA,NA,NA
"87","2019-05-06 11:53:33-03","UFU","HUFU","66671","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","eitenii","Lessingianthus eitenii","(H.Rob.) H.Rob.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","529","2013","02","19",NA,"Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para Faz. Maria dos Anjos.","-48.872222","-15.279444","1161","1161",NA,"Arbusto, ca. 0,8m alt. Brácteas involucrais verdes, corola, ramos do estilete e anteras roxos.; Campo graminoso, solo arenoso.","HUFU00047337","HUFU00047337","Nakajima, J.N.","2016","03","-48.872222","-15.279444",NA,NA,NA,NA,NA,NA,NA
"88","2009-03-26 09:32:25-03","CAS","CAS-BOT","4963","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","eitenii","Vernonia eitenii","H.Rob.","King, Robert Merrill; Almeda, Frank; Eiten, George","8313","1980","1",NA,"South America","Brazil","Distrito Federal",NA,"Chapada da Contagem. 23 km NW of the central sector of Brasilia.",NA,NA,"1036.32","1036.32",NA,"Suffrutescent herb 0.5--1 m tall. Florets magenta.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","isotype",NA,NA,NA,NA
