"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","previousCatalogNumber"
"484","2019-11-13 11:17:58-03","USP","SPF","67190","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Kallunki, JA","Thomas, WW","4624B","1985","10","26",NA,"Brasil","Mato Grosso","Poconé","Pantanal","-56.833333","-17.3",NA,NA,"SPF00067190",NA,NA,NA,NA,NA,"-56.833333","-17.3",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
"485","2019-11-13 11:17:58-03","USP","SPF","89920","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Pirani, JR","Kallunki, JA","489","1994","02","09",NA,"Brasil","Bahia","Ilhéus",NA,"-39.066667","-14.7",NA,NA,"SPF00089920",NA,NA,NA,NA,NA,"-39.066667","-14.7",NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-03-10 21:22:33-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Carniello, MA","Carniello, MA; Lemes, SAL; Lemes, S","6137","2017","08","08","América","Brasil","Mato Grosso","Cáceres","Estação Ecológica de Taiamã, Mata Ripária.","-57.584417","-16.851111",NA,NA,NA,NA,NA,NA,NA,NA,"-57.584417","-16.851111",NA,NA,"2017","08","08",NA,NA,NA,NA,NA,NA
"487","2020-03-05 14:12:42-03","UNEMAT","HPAN","152","PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Pott, A; Pott, VJ","Castrillon, SKI; Fernandes, JRC; Alves, EG","10","2008","10","14","América","Brasil","Mato Grosso","Cáceres","Ilha à margem esquerda do rio.","-57.75325","-16.151111",NA,"Coleta do Projeto Avaliação da diversidade arbórea das ilhas do rio Paraguai, entre Cáceres e Estação Ecológica Taimã - Pantanal mato-grossense.","HPAN000000152",NA,NA,NA,NA,NA,"-57.75325","-16.151111",NA,NA,"2009","12","12",NA,NA,NA,NA,NA,NA
"488","2020-03-05 14:12:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Carniello, MA","Carniello, MA; Dias, PA; Santos, LG","3193","2009","10","11","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros","-57.687222","-16.055278",NA,NA,NA,NA,NA,NA,NA,NA,"-57.687222","-16.055278",NA,NA,"2009","10","11",NA,NA,NA,NA,NA,NA
"489","2020-03-05 14:12:42-03","UNEMAT","HPAN","2742.1","PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Moraes, MF","Carniello, MA; Moraes, MF","4577","2013","09","17","América","Brasil","Mato Grosso","Cáceres","Bairro Espírito Santo, Chácara Barú","-57.672139","-16.073278",NA,"Planta coletada como material testemunho do estudo de biologia floral da chácara Barú.","HPAN000002742.1",NA,"131","131",NA,NA,"-57.672139","-16.073278",NA,NA,"2013","09","17",NA,NA,NA,NA,NA,NA
"490","2020-03-05 14:12:42-03","UNEMAT","HPAN","2763.1","PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Carniello, MA","Carniello, MA; Moraes, MF","5041","2014","07","24","América","Brasil","Mato Grosso","Cáceres","Bairro Espírito Santo, Chácara Barú","-57.671306","-16.072472",NA,"Composição e Estrutura do Estrato Arbóreo e Arbustivo de um Remanescente de Pantanal estabelicido na Chácara Barú, Perímetro Urbano de Cáceres, Mato grosso, Brasil","HPAN000002763.1",NA,"131","131",NA,NA,"-57.671306","-16.072472",NA,NA,"2014","07","24",NA,NA,NA,NA,NA,NA
"491","2020-03-05 14:12:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Lima, J; Nunes, CC; Duarte, TG; Valente, G","439","2004","09","14","América","Brasil","Mato Grosso","Poconé","Estrada posto Espirito Santos RPPN Pantanal","-56.6227989196777","-16.2567005157471",NA,"Doação recebida do Herbário UFMT. Guia de Remessa nº 9 de 13/09/2010.",NA,NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-03-05 14:12:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Carniello, MA","Carniello, MA; Castro, AB; Silva, DR; Lacerda, GS","3639","2012","06","16","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal","-57.687444","-16.073639",NA,NA,NA,NA,NA,NA,NA,NA,"-57.687444","-16.073639",NA,NA,"2010","06","21",NA,NA,NA,NA,NA,NA
"493","2020-03-05 14:12:42-03","UNEMAT","HPAN","1964","PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Carniello, MA","Carniello, MA; Dias, PA; Santos, LG","3193","2009","10","11","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros","-57.6789016723633","-16.0706005096436",NA,"Coleta para aula campo Botânica de Fanerógamas 2009/2.","HPAN000001964",NA,NA,NA,NA,NA,NA,NA,"172193","auto","2009","10","11",NA,NA,NA,NA,NA,NA
"494","2020-03-05 14:12:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Castrillon, SKI","s.n.","2006","03","12","América","Brasil","Mato Grosso","Cáceres","Rio Paraguai, Perto da cidade de Cáceres.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-12-02 09:06:58-03","UNITINS","HUTO","3196","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart. [=Rheedia(Mart.) Planch & Triana]","Fonseca, M.L.","Mendonça, R.C.","6153","2008","10","07",NA,"Brasil","Tocantins","Formoso do Araguaia","Bacia do Araguaia. Sub-bacia do rio Formoso. Entrada para a fazenda Três Lagos. Solo areno-argiloso. Relevo plano","-49.701111","-11.465556",NA,"Arvoreta 4,50 m de altura e 5 cm DAP. Folhas cartáceas cor ver-escuro. Frutos imaturos cor verde com mancha na base, semente imatura com exsudato amarelo; Floresta estacional semidecidual","HUTO003196",NA,"205","205",NA,NA,"-49.701111","-11.465556",NA,NA,"2009","05",NA,NA,NA,NA,NA,NA,NA
"496","2021-03-04 11:17:23-03","UEFS","HUEFS","244980","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Popovkin, A.V.","2039","2018","08","08",NA,"Brasil","Bahia","Entre Rios","Algodão","-37.966667","-12.166667",NA,NA,"HUEFS0244980",NA,"100","100",NA,NA,"37W58'","12S10'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"497","2019-10-07 09:30:08-03","UEFS","HUEFS","88092","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","R.G.Barbosa-Silva","Miranda, E.B.","654","2004","09","18",NA,"Brasil","Espírito Santo","Guarapari","APA de Setiba, Parque Estadual Paulo Cézar Vinha. Km 36 da rodovia do Sol em direção à Vitória.","-40.421389","-20.585278",NA,"Restinga, área de vegetação arbustiva, solo arenoso.","HUEFS0088092","HUEFS0088092","19","19",NA,NA,"40W25'17''","20S35'7''",NA,NA,"2016","10",NA,"Rosanae",NA,NA,NA,NA,NA
"498","2021-03-04 11:17:23-03","UEFS","HUEFS","97306","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Rojas, T.","3958",NA,NA,NA,NA,"Paraguai",NA,NA,"Hortus Paraguayensis - Asunción.",NA,NA,NA,NA,"HUEFS0097306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"499","2021-03-04 11:17:23-03","UEFS","HUEFS","250506","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Marquete, R.","3038","2001","08","23",NA,"Brasil","Rio de Janeiro","Carapebus","PARNA da Restinga de Jurubatiba.","-41.871111","-22.44",NA,"Mata de restinga.","HUEFS0250506",NA,NA,NA,NA,NA,"41W52'16''","22S26'24''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"500","2019-10-07 09:30:08-03","UEFS","HUEFS","250507","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Rezende, G.S.Z.","54","2001","12","06",NA,"Brasil","Rio de Janeiro","Cabo Frio","Distrito Tamoios, Condomínio Florestinha.","-42.0186004638672","-22.8794002532959",NA,"Mata de restinga.","HUEFS0250507",NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"501","2018-05-14 16:32:30-03","F","FMNH-SEEDPLANTS","V0300142F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,"Published Synonymy","T. J. Killeen","6851",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,"V0300142F","V0300142F_01 V0300142F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"6851",NA,NA,NA
"502","2018-05-14 17:36:49-03","F","FMNH-SEEDPLANTS","V0300143F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,"RRC ID Flag","G. Bondar",NA,NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0300143F","V0300143F_01 V0300143F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"503","2018-05-14 16:56:01-03","F","FMNH-SEEDPLANTS","V0300144F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,"RRC ID Flag","G. Bondar","2177",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0300144F","V0300144F_01 V0300144F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"2177",NA,NA,NA
"504","2020-03-05 17:00:43-03","F","FMNH-SEEDPLANTS","V0547161F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,NA,"I. G. Vargas C.","6224","2001","4","30","South America","Bolivia","Santa Cruz",NA,"Piso Firme","-61.7292","-13.6167",NA,NA,"V0547161F",NA,"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"505","2019-09-05 15:29:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis salicifolia","Chodat & Hassl.",NA,"E. Hassler","7038","1900","1",NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,"salicifolia","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"506","2019-01-25 15:39:09-02","IAC","IAC","42649","S","Plantae",NA,NA,"Calophyllaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","D.A. Braz","J.E.A. Bertoni & A. Geremias","805","2002","08","22",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Terra Roxa L2 - P11","-47.086761","-22.863721",NA,NA,NA,NA,NA,NA,NA,NA,"-47.086761","-22.863721",NA,NA,"2013","01","29",NA,NA,NA,NA,NA,NA
"507","2020-01-27 18:24:28-03","IAC","IAC","54697","S","Plantae",NA,NA,"Calophyllaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","J.P. Lanna","J.P. Lanna","s/nº","2012","05","01",NA,"Brasil","Amazonas","Tefé","LAGO MAMIRAUÁ","-64.7114","-3.3542",NA,NA,NA,NA,NA,NA,NA,NA,"-64.7114","-3.3542",NA,NA,"2013","07","29",NA,NA,NA,NA,NA,NA
"508","2019-01-25 15:39:22-02","IAC","IAC","15783","S","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","R.L. Fróes","R.L. Fróes","23709","1948","12","14",NA,"Brasil","Amazonas",NA,"Rio Solimões, Igarapé, Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948","12","14",NA,NA,NA,NA,NA,NA
"509","2019-01-25 15:39:22-02","IAC","IAC","45601","S","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","P.R. Furlani","P.R. Furlani","s/nº","2004","10","21",NA,"Brasil","Paraná","Guaíra","Sítio Santa Emília","-54.2558","-24.08",NA,NA,NA,NA,NA,NA,NA,NA,"-54.2558","-24.0800",NA,NA,"2004","10","21",NA,NA,NA,NA,NA,NA
"510","2020-07-23 12:03:09-03","CEPLAC","CEPEC","77503","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,"L. C. Marinho","D. Sucre","5873","1971","10","02",NA,"Brasil","Rio de Janeiro","rio de janeiro","Jacarepaguá, ao S da Pedra de Itaúna.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"30/11/2014",NA,NA,NA,NA
"511","2020-07-23 12:03:09-03","CEPLAC","CEPEC","45083","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,"L. C. Marinho","O. J. Pereira","1818","1988","09","15",NA,"Brasil","Espírito Santo","guarapari","Jacaranema.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,"30/11/2014",NA,NA,NA,NA
"512","2009-11-26 13:49:32-02","INPA","INPAW","130","S","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch & Triana",NA,"Chagas, J.C.","s. n.","1955","06","02",NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2009-11-26 13:49:32-02","INPA","INPAW","6693","S","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Co&#234;lho, D.F.",NA,"1979","03","20",NA,"Brasil","Amazonas","Manacapuru",NA,"-60.6206","-3.29972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-11-19 14:06:06-03","Unimontes","MCMG","4091","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"água doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2020-11-19 14:06:06-03","Unimontes","MCMG","1268","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Santos, R. M.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Matos,F.S. | Menino,G.C.O. | Mota,G.S. | Nunes,Y.R.F. | Oliveira,M.H. | Santos,P.F. | Santos,R.M. | Silva,M.A.P. | Silva,W.P. |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda Amescla","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2020-11-19 14:06:06-03","Unimontes","MCMG","1107","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Santos, R. M.","Ávila, M. A. | Silva, W. A. | Santos, P. F. | Braga, L. L.",NA,"2009",NA,NA,NA,"Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda da Amescla","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2020-11-19 14:06:06-03","Unimontes","MCMG","4195","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Rio do Peixe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2020-11-19 14:06:06-03","Unimontes","MCMG","483","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Santos R.M.","Ávila, M.A. | Mota, N.M. | Silva, M.A.P.","37","2009","08","05",NA,"Brasil","Minas Gerais","Janúaria","APA do Rio PandeirosÀgua Doce","-44.3616981506348","-15.4881000518799",NA,"Árvore; 4 m de altura; 4,4 DAS",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2020-11-19 14:06:06-03","Unimontes","MCMG","1205","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Santos, R. M.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Matos,F.S. | Mota,G.S. | Mota,N.M. | Nunes,Y.R.F. | Oliveira,M.H. | Silva,M.A.P. | Souza, S.R. |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda Agua doce","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2021-04-08 17:12:28-03","UESB","HUESB","14339","S","Plantae","Dicotyledoneae",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis",NA,"Santos, C.T.","Santos, C.T.; Santos, V.T.; Santos, V.T.","01","2019","11","18",NA,"Brasil","Bahia","Itamari","Sítio de Dona Júlita","-40.160803","-14.305556",NA,"Árvore, 6 m de alt. Folha simples, oposta, coriácea, verde. Flor fecundadas, polistêmones,pétalas esverdeadas, sépalas amarronzadas, pecíolo curto, nectários florais.Fruto imaturo, verde, trilocular. Látex amarelo.","HUESB000014339",NA,NA,NA,NA,NA,"-40.160803","-14.305556",NA,NA,"2019","11","18",NA,NA,NA,NA,NA,NA
"521","2021-04-08 17:12:28-03","UESB","HUESB","14142","S","Plantae","Dicotyledoneae",NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(C. Martius) Planchon & Triana",NA,"Mariano Neto, E.","383","2000","07","05",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,"Árvore, ca. 10m. Floresta ombrófila densa. Número 782 da fitossociologia.","HUESB000014142",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2020-12-17 17:07:02-03","UEM","HUEM","19444","S","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Ma.C.Souza","Romagnolo, MB","s.n.","2000","09","29",NA,"Brasil","Mato Grosso do Sul","Batayporã","rio Baía, mata da fazenda Unida","-53.2710990905762","-22.2952995300293",NA,"Arvoreta; fruto imaturo, coloração verde; solo seco.","HUEM000028813",NA,NA,NA,NA,NA,NA,NA,"52218","auto","2008","04",NA,NA,NA,NA,NA,NA,NA
"523","2020-12-17 17:07:02-03","UEM","HUEM","3982","S","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Romagnolo, MB","Romagnolo, MB","211","1996","04","02",NA,"Brasil","Mato Grosso do Sul","Taquarussu","Rio Paraná, margem direita (área 1)","-53.3513984680176","-22.4878005981445",NA,"Arbórea; material vegetativo.","HUEM000028812",NA,NA,NA,NA,NA,NA,NA,"63482","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"524","2020-12-17 17:07:02-03","UEM","HUEM","3570","S","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Romagnolo, MB","Romagnolo, MB","127","1996","03","30",NA,"Brasil","Mato Grosso do Sul","Taquarussu","Rio Paraná, margem direita (área 3)","-53.3513984680176","-22.4878005981445",NA,"Arbórea; material vegetativo.","HUEM000028814",NA,NA,NA,NA,NA,NA,NA,"63482","auto","1996","05",NA,NA,NA,NA,NA,NA,NA
"525","2020-12-17 17:07:02-03","UEM","HUEM","19443","S","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Ma.C.Souza","Ma.C.Souza; Slusarski, SR; Rodrigues, S; Silva, AS","1744","2006","12","05",NA,"Brasil","Paraná","São Pedro do Paraná","rio Paraná, margem esquerda, próximo ao Porto São José.","-53.2200012207031","-22.8239002227783",NA,NA,"HUEM000028811",NA,NA,NA,NA,NA,NA,NA,"25063","auto","2007","10",NA,NA,NA,NA,NA,NA,NA
"526","2016-08-23 10:59:05-03","NHMLondon","NHM-LONDON-BOT","BM000583030","S","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Spencer le Marchant Moore; b.1850; d.1931; S.Moore","467","1891",NA,NA,NA,"Brasil","Mato Grosso",NA,NA,"-55.929878","-13.163117",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/78e6d6794b3db584416cf62ab542faa1ab2cfc81/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Type ?","-55.929878","-13.163117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4692711"
"527","2016-08-23 10:59:05-03","NHMLondon","NHM-LONDON-BOT","BM000583031","S","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Spencer le Marchant Moore; b.1850; d.1931; S.Moore","365","1891",NA,NA,NA,"Brasil","Mato Grosso",NA,NA,"-55.929878","-13.163117",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/1a69684f0fe91711c543e7440dfad2c658a13a94/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Type ?","-55.929878","-13.163117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4692712"
"528","2020-11-05 13:53:44-03","UNIRIO","HUNI","4000","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","A.C.A. Defaveri","S.Z. Cordeiro; A.C.A. Defaveri; A. Sato","45","2015","10","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Natural Municipal Chico Mendes (PNM Chico Mendes)","-43.469722","-23.021667",NA,"Ocorrência em borda de moita. Flores de cor creme e amarelas. Habitat: Restinga Habito: Arbusto","HUNI00004000",NA,NA,NA,NA,NA,"43º28'11''W","23º1'18''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2020-09-18 09:33:36-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rheedia","brasiliensis","Rheedia brasiliensis","(L.) Sw.",NA,"Coradin, L","68",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-11-12 17:00:54-03","UEL","FUEL","52214","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Kinupp, VF","Kinupp, VF; Silva, EG","4156","2010","04","25",NA,"Brasil","Amazonas","Manaus","IFAM, Campus Manaus Zona Leste","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto","2010","04","25",NA,NA,NA,NA,NA,NA
"531","2020-11-12 17:00:54-03","UEL","FUEL","40520","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Rossi, L","Cordeiro, I; Catharino, ELM; Ribeiro, W; Simonetti, C; Machado, C","1132","1992","11","23",NA,"Brasil","São Paulo","Presidente Epitácio","Reserva Estadual Lagoa São Paulo","-52.1100006103516","-21.7600002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59255","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2019-11-01 14:56:27-03","UnB","UB","216934","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Kuhlmann, MP","Kuhlmann, MP","341","2015","12","07","Southern America","Brasil","Distrito Federal","Brasília","Chácara no núcleo rural guariroba.","-47.9296989440918","-15.7797002792358",NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 4 m, fruto amarelo maduro, até duas sementes.; Cultivada",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2015","12","07",NA,NA,NA,NA,NA,NA
