"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","previousCatalogNumber"
"135","2021-03-24 17:08:55-03","UFES","SAMES","1476","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Teotônio,F.C.","15","2006","11","25",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga. Próximo ao Hospital Roberto Silvares.","-39.8588981628418","-18.716100692749",NA,"Arbusto com látex amarelo, frutos verdes do tipo baga.","SAMES01476",NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-24 17:08:55-03","UFES","SAMES","1483","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Faria,M.B.","2","2006","11","18",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga, próximo ao hospital Roberto Silvares. Atrás do lixão.","-39.8588981628418","-18.716100692749",NA,"Árvore com 4 metros com frutos bagas e látex.","SAMES01483",NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-24 17:08:55-03","UFES","SAMES","8970","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","M.C.Souza.","Lemes,B.X.; Elias,L.;Dutra,S.C.","33","2017","10","24",NA,"Brasil","Espírito Santo","São Mateus","Campus CEUNES. Coletada atrás do prédio da engenharia.","-39.8588981628418","-18.716100692749",NA,"Frutos pequenos. Habito: Arbusto","SAMES08970",NA,NA,NA,NA,NA,"-398622222.0","-186758334.0","56510","auto","2019","09","04",NA,NA,NA,NA,NA,NA
"138","2021-03-24 17:08:55-03","UFES","SAMES","1477","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Faria,M.B.; Moreira,M.A.;Monteiro,M.M.","145","2008","03","29",NA,"Brasil","Espírito Santo","São Mateus","Guriri. Vegetação de restinga próximo do loteamento #?#Mar Aberto#?#.","-39.8588981628418","-18.716100692749",NA,"Planta de 3m com flores verdes e látex amarelo.","SAMES01477",NA,NA,NA,NA,NA,"-397597222.0","-187438889.0","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0039829","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","W. Fertig","R. Kummrow; L. Anderson, M. Hagberg","1713","1986",NA,"7",NA,"Brazil","Parana",NA,"Fda. Bom Retiro (mun. Guaraquecaba).","-48.3258","-25.2983",NA,"Arvore de 5 m, flor creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 14:33:23-03","UFJF","CESJ","50999","PreservedSpecimen","Plantae","Angiosperma",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"R.M. Castro","1666","2008","05",NA,"América do Sul","Brasil","Mato Grosso","Nossa Sra do Livramento","Mineração Morrinho e adjacências",NA,NA,NA,"Árvore, mata ciliar sujeita a inundação, frutos amarelos a alaranjados.","CESJ050999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:33:23-03","UFJF","CESJ","49395","PreservedSpecimen","Plantae","Angiosperma",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","A.S.M. Valente","A.S.M. Valente; P.O. Garcia","s.n.","2007",NA,NA,"América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Benedito.","-43.8278007507324","-22.0891990661621",NA,"Fitossociologia: 257.","CESJ049395",NA,NA,NA,NA,NA,NA,NA,"20815","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:42:14-03","UFMS","CGMS","19030","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"I.M. Bortolotto; G.A. Damasceno Júnior; I.H. Ishii; E.M. Assis; C. Rosso; V. Magalhães","1498","2004","11","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Área na base do morro que dá continuidade-uma 'campina'. Área úmida-região do Amolar.","-57.4933333","-18.0527778",NA,"Fruto verde Habitat: Mata semideciduabase do morro. Habito: Árvore. De 5,00-6,00m.","CGMS1048329",NA,NA,NA,NA,NA,"-57,4933333","-18,0527778",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-07 11:42:14-03","UFMS","CGMS","31514","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"L.S. Rodrigues; R.H. da Silva","38","2010","05","19",NA,"Brasil","Mato Grosso","Cáceres","Parque Nacional do Pantanal Matogrossense.","-57.5166667","-17.8163889",NA,NA,"CGMS1060948",NA,NA,NA,NA,NA,"-57,5166667","-17,8163889",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:42:14-03","UFMS","CGMS","48210","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"A. Pott; F.R.S. Breyer","2077","1985","08","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Vicente, Nhecolândia, Pantanal, próximo a Fazenda Campo Neta.","-56.5833333","-18.8833333",NA,"Flor branca. Folhas jovens avermelhadas. Vazante do Capivari. Habitat: Mata ciliar de vazante (canal de drenagem). Solo arenoso. Relevo plano convexo. Habito: Arvoreta ereta. Abundante.","CGMS1078172",NA,"90","90",NA,NA,"-56,5833333","-18,8833333",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:42:14-03","UFMS","CGMS","61909","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"A. Pott; V.J. Pott","13043","2005","08","16",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Diacuí, Pantanal.","-56.1686111","-19.5630556",NA,"Botões florais esbraquiçados. Fruto ausente. Habitat: Cerradão transição distrófico/mesotrófico semidecíduo. Solo arenoso. Relevo plano convexo. Esparsa. Habito: Arvoreta 5m de altura.","CGMS1094905",NA,"120","120",NA,NA,"-56,1686111","-19,5630556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:42:14-03","UFMS","CGMS","31213","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","V.J. Pott","F. Bao; C.S. Robles; M. Rocha; R.H. Silva","55","2010","11","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Região da Reserva Penha.","-57.4833333","-17.9997222",NA,"Fruto imaturo verde. Habitat: Margem de rio. Pé do morro da Reserva Penha. Habito: Arbusto. 4,00m de altura.","CGMS1060639",NA,"98","98",NA,NA,"-57,4833333","-17,9997222",NA,NA,"2010","11","26",NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:42:14-03","UFMS","CGMS","11450","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Nicácio; M.A. Uchôa-Fernandes",NA,"2000","01","09",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Baía do neblon - rio Aquidauana.","-55.7872009277344","-20.4710998535156",NA,"Flores brancas. Habitat: Brejo. Habito: Arbóreo.","CGMS1040772",NA,NA,NA,NA,NA,NA,NA,"212961","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:42:14-03","UFMS","CGMS","61910","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"A. Pott; V.J. Pott","13216","2005","08","27",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Rio Correntozo, 27 km W da Rodovia MS-419, Km 95, Fazenda Santana, sub-região de Aquidauana, Pantanal.","-55.7872009277344","-20.4710998535156",NA,"Flor esbranquiçada, com partes levemente rosadas. Fruto ausente. Folhas jovens avermelhadas; anteras pretas. Ponto 2.3. Habitat: Cambarazal, floresta ripária paludosa de Vochysia divergens. Solo hidromórfico siltoso. Relevo plano dep","CGMS1094906",NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:42:15-03","UFMS","CGMS","35384","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"S.K.C Ikeda; J.R.C. Fernandes; E.G Alves","10","2008","10","14",NA,"Brasil","Mato Grosso","Cáceres","Ilha margem esquerda do rio Paraguai.","-57.7533333","-16.1511111",NA,"Fruto axilar, globoso. Ramos jovens comprimidos. Folhas simples, opostas, ovada. Habitat: Ilha de vegetação. Habito: Árvore. 3,00m de altura.","CGMS1064784",NA,NA,NA,NA,NA,"-57,7533333","-16,1511111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:42:15-03","UFMS","CGMS","19797","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","E.C. Bertazzoni","E.C. Bertazzoni; W. Magalhães; R.B. Rodrigues","2530",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Rio-do-Jorge (Amolar).","-57.6533012390137","-19.0091991424561",NA,"Fruto amarelo. Habitat: Mata ciliar. Habito: Árvore. 3,50m de altura.","CGMS1049102",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-27 13:47:05-03","UFS","ASE","10488","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Farney, C","2895","1991","11","19","Southern America","Brasil","Sergipe","Barra dos Coqueiros","Km 1 da rodovia SE 100, sentido Terminal Portuário/Barra.","-37.038611","-10.908889",NA,"Arvoreta com 5 m, folhas verdes discolores, sub-coriáceas, flores muito jovens, látex amarelado.; Arvoreta com 5 m, folhas verdes discolores, sub-coriáceas, flores muito jovens, látex amarelado.; Restinga arbustiva com moitas","ASE0019463","ASE0019463",NA,NA,NA,NA,"-37.038611","-10.908889",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"152","2019-11-27 13:47:05-03","UFS","ASE","22254","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Gomes, LA","Gomes, LA; Déda, RM; Santos, E","278","2011","11","11","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata","-37.433889","-11.400278",NA,"Flores com brácteas verdes, pétalas alvas, estames com ápice marrom e base branca. Com látex amarelo.; Flores com brácteas verdes, pétalas alvas, estames com ápice marrom e base branca. Com látex amarelo.; Mata Atlântica.","ASE0028374","ASE0028374",NA,NA,NA,NA,"-37.433889","-11.400278",NA,NA,"2011","11",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-27 13:47:05-03","UFS","ASE","26536","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Campos, DA","Campos, DA; Freire, GS; Matos, GMA; Rocha, LP","231","2012","11","29","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Caju","-37.196417","-11.186056",NA,"Arvore, aprox. 3m. Frutos imaturos verdes.; Restinga.","ASE0031499","ASE0031499",NA,NA,NA,NA,"-37.196417","-11.186056",NA,NA,"2013","03","07",NA,NA,NA,NA,NA,NA
"154","2019-11-27 13:47:05-03","UFS","ASE","27146","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Gomes, LA","Gomes, LA; Farias, MCV; Santos, E","1004","2013","02","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425417","-11.398694",NA,"Árvore com cerca de 8m. Frutos imaturos verde escuro. Látex amarelo.; Mata Atlântica","ASE0031528","ASE0031528",NA,NA,NA,NA,"-37.425417","-11.398694",NA,NA,"2013","03",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-27 13:47:05-03","UFS","ASE","28812","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Barbosa, MR","Souza-Alves, JP","1000","2011","01","24","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Entrada principal 3 km ao leste do Povoado Paruí e área de ocorrência do Callicebus coimbrai, primata ameaçado de extinção. Floresta estacional semidecidual.","-37.233333","-11.2",NA,"Mata Atlântica.","ASE0000920","ASE0000920",NA,NA,NA,NA,"-37.233333","-11.2",NA,NA,"2013","01","31",NA,NA,NA,NA,NA,NA
"156","2019-11-27 13:47:05-03","UFS","ASE","32124","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Silva, ACC","Santos, LAS","988","2014","04","24","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722",NA,"Arbusto. Cor da casca externa cinza, cor da casca interna amarelo; espessura da casca externa grossa. Coordenadas UTM: E (699992m) N (8790603m). N° do conglomerado: 135, N° da subunidade 04, N° da subparcela: 10, N° da árvore: 4RF8.","ASE0003265","ASE0003265","47","47",NA,NA,"-37.206389","-11.014722",NA,NA,"2014","08","06",NA,NA,NA,NA,NA,NA
"157","2019-11-27 13:47:05-03","UFS","ASE","33007","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Silva, BD","Santos, LAS","1064","2014","06","09","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722",NA,"Árvore com ca. de 10m de altura. Casca externa cinza, grossa, lenticelada, placas lenhosas, casca interna vermelha. Presença de resina amarela, pouco abundante, com textura pegajosa. Coordenadas UTM: E (0685261m) N (8795664m). Nº do c","ASE0005098","ASE0005098","47","47",NA,NA,"-37.206389","-11.014722",NA,NA,"2015","02","11",NA,NA,NA,NA,NA,NA
"158","2019-11-27 13:47:05-03","UFS","ASE","3757","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Viana, G","926","1984","04","03","Southern America","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778",NA,"Árvore ca. 8m, lactescente. Flores alvas.; Árvore ca. 8m, lactescente. Flores alvas.; Mata de Restinga.","ASE0019748","ASE0019748",NA,NA,NA,NA,"-36.855833","-10.737778",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"159","2019-11-27 13:47:05-03","UFS","ASE","40783","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Farias, MCV","Moura, IO","13","2018","09","24","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Ilha Mem de Sá","-37.125641","-11.61209",NA,NA,"ASE0042385",NA,NA,NA,NA,NA,"-37.125641","-11.61209",NA,NA,"2018","10",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-27 13:47:05-03","UFS","ASE","5919","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Landim, M","171","1994","09","15","Southern America","Brasil","Sergipe","Barra dos Coqueiros","área próxima ao Porto de SE","-37.038611","-10.908889",NA,"Árvore. frutos imaturos (verdes) e maduros. rara; Árvore. frutos imaturos (verdes) e maduros. rara; Restinga","ASE0016457","ASE0016457",NA,NA,NA,NA,"-37.038611","-10.908889",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"161","2019-11-27 13:47:05-03","UFS","ASE","6666","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Gomes, LA","Landim, M","917","1996","06","13","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528",NA,"Árvore. látex amarelo.; Árvore. látex amarelo.; Mata","ASE0017040","ASE0017040",NA,NA,NA,NA,"-37.425861","-11.385528",NA,NA,"2013","06",NA,NA,NA,NA,NA,NA,NA
"162","2019-11-27 13:47:05-03","UFS","ASE","6756","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Landim, M; Proença, C; L.R.Landrum; E.Melo; F.França","576","1995","09","14","Southern America","Brasil","Sergipe","Barra dos Coqueiros","área próxima ao Porto de SE","-37.038611","-10.908889",NA,"Árvore. 9. m. emergente; frutos carnosos (verdes) e maduros (amarelos), 1-2 sementes por fruto, meuitas sementes espalhadas no chão sob a árvore, látex amarelo.; Árvore. 9. m. emergente; frutos carnosos (verdes) e maduros (amarelos),","ASE0017110","ASE0017110",NA,NA,NA,NA,"-37.038611","-10.908889",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"163","2019-11-27 13:47:05-03","UFS","ASE","7956","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Landim, M","1386","1998","01","23","Southern America","Brasil","Sergipe","São Cristóvão","próximo ao povoado Cabrita/ João Bebe Água","-37.206389","-11.014722",NA,"árvore. 4.5. m. fruto cor de laranja maduro, leite amarelo.; árvore. 4.5. m. fruto cor de laranja maduro, leite amarelo.; Mata (borda)","ASE0017862","ASE0017862",NA,NA,NA,NA,"-37.206389","-11.014722",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"164","2019-11-27 13:47:05-03","UFS","ASE","8179","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Cruz, A; Santos, E","93","1999","03","22","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722",NA,"árvore. 5.5. m. presença de muitos frutos arredondados (meio alongados) de coloração amarela, no seu interiror apenas uma semente (monospérmico), folha com ápice cuspidado.; árvore. 5.5. m. presença de muitos frutos arredondados (meio","ASE0018027","ASE0018027","47","47",NA,NA,"-37.206389","-11.014722",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"165","2019-11-27 13:47:05-03","UFS","ASE","9307","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Ribeiro, LV; Santos; E.V.Brunos","72","2006","03","30","Southern America","Brasil","Sergipe","São Cristóvão","Fragmento de Mata próxima á rodovia Jõao Bebe Água","-37.206389","-11.014722",NA,"Árvore 2.5. m. Fruto carnoso,amarelo.; Árvore 2.5. m. Fruto carnoso,amarelo.; Borda da Mata","ASE0018600","ASE0018600",NA,NA,NA,NA,"-37.206389","-11.014722",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"166","2019-11-27 13:47:05-03","UFS","ASE","38155","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Santos, E; Andrade, RS","224","2015","03","31","Southern America","Brasil","Sergipe","São Cristóvão","Rodovia João Bebe Água","-37.953039","-11.858586",NA,"Árvore. Ca. de 5 m. Fruto maduro alaranjado.; Mata Atlântica","ASE0039364",NA,NA,NA,NA,NA,"-37.953039","-11.858586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-27 13:47:05-03","UFS","ASE","5983","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Araújo, AAM","Landim, M","243","1995","03","16","Southern America","Brasil","Sergipe","Barra dos Coqueiros","área próxima ao Porto de SE","-37.0219","-10.5402",NA,"árvore. 6. m. folhas opostas, inflorescências axilares, flores com pétalas brancas, botões florais.; árvore. 6. m. folhas opostas, inflorescências axilares, flores com pétalas brancas, botões florais.; Restinga","ASE0016509","ASE0016509",NA,NA,NA,NA,"-37.0219","-10.5402",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"168","2019-11-27 13:47:05-03","UFS","ASE","35978","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Santana, JP","Santana, JP","627","2015","05","06","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.1944","-11.0429",NA,"Árvore, 6m, frutos imaturos de cor verde e maduros de cor amarelos com uma semente. Folhas simples.; Mata Atlântica.","ASE0039630",NA,NA,NA,NA,NA,"-37.1944","-11.0429",NA,NA,"2016","11",NA,NA,NA,NA,NA,NA,NA
"169","2019-11-27 13:47:05-03","UFS","ASE","9307","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Ribeiro, LV; Santos; E.; V. Bruno","72","2006","03","30","Southern America","Brasil","Sergipe","São Cristóvão","rod. João Bebe Agua","-37.206389","-11.014722",NA,"arvore. 2.5. m. fruto carnoso e amarelo.; arvore. 2.5. m. fruto carnoso e amarelo.; Borda da mata","ASE0018601",NA,NA,NA,NA,NA,"-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:28:20-03","UNICAMP","UEC","156621","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Fonseca, ML","Mendonça, RC; Oliveira, FCA; Guimarães, LL; Cardoso, E","6153","2008","10","07",NA,"Brazil","Tocantins","Formoso do Araguaia","Sub-bacia do Rio Formoso. Entrada para a Fazenda Três Lagos.","-49.701111","-11.465556",NA,"[=Rheedia (Mart.) Planch. & Triana]. Arvoreta heliófila, 4,5m altura e 5cm DAP. Folhas cartáceas cor verde-escuro. Fruto imaturos cor verde com mancha marrom na base, semente imatura com exsudato amarelo.; Solo arenoso-argiloso. Relevo","UEC054010","UEC054010","205","205",NA,NA,"-49.701111","-11.465556",NA,NA,"2009","05",NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:28:20-03","UNICAMP","UEC","159902","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Bittrich, V","Thomas, WW; Jardim, JG; Sant'Ana, SC","s.n.","1993","10","26",NA,"Brazil","Bahia","Uruçuca","North of Serra Grande on road to Itacaré, Transect study site.&nf;Southern Bahian moist forest.","-39.016667","-14.416667",NA,"Tree # 1420, ca. 15 m tall, 20 cm DBH; latex sparse, white; leaves dark dull green above, paler beneath; buds pale green.","UEC017976","UEC017976",NA,NA,NA,NA,"-39.016667","-14.416667",NA,NA,"1998","03",NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:28:20-03","UNICAMP","UEC","172358","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Kinupp, VF","Kinupp, VF; Prance, GT","3695","2009","04","06",NA,"Brazil","Amazonas","Careiro","Costa terra nova várzea.","-60.3692016601562","-3.76805996894836",NA,"Árvore, 5m alt., frutos imaturos verdes e maduros amarelos; polpa branca e acídula, frutífera. N.P.: bacupari ou bacuri","UEC084739","UEC084739",NA,NA,NA,NA,NA,NA,"91135","auto","2009","04","06",NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:28:20-03","UNICAMP","UEC","172509","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Kinupp, VF","Kinupp, VF; Silva, EG","4156","2010","04","25",NA,"Brazil","Amazonas","Manaus","IFAM, Campus Manaus-Zona Leste.","-60.0250015258789","-3.10193991661072",NA,"ÁRrvore; 8m; folhas coriáceas com ramos saindo de dois pecíolos opostos; margem bem revoluta; frutos imaturos verdes, saindo dos ramos acima do pecíolo engrossado com cicatriz na base; látex amarelo-esverdeado.","UEC016694","UEC016694",NA,NA,NA,NA,NA,NA,"138090","auto","2010","04","25",NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:28:20-03","UNICAMP","UEC","182239","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nee, MH","Nascimento, OC","401","1978","01","02",NA,"Brazil","Pará","Tomé-Açu","margem do R. Acará","-48.1521987915039","-2.41888999938965",NA,"Árvore de 12m x 80 cm de circunferência, madeira dura, cálice verde, corola creme; mata de várzea alta, solo argiloso.","UEC085068","UEC085068",NA,NA,NA,NA,NA,NA,"97524","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 16:28:20-03","UNICAMP","UEC","157174","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Durigan, G","Durigan, G","s.n.","2008","11","18",NA,"Brazil","São Paulo","Assis","Floresta Estadual de Assis.","-50.4099998474121","-22.6599998474121",NA,"Árvore pequena 5m, copa cônica, ramagem densa, rente ao chão, frutos maduros amarelos, globosos, flores brancas aromáticas.","UEC008547","UEC008547",NA,NA,NA,NA,NA,NA,"23972","auto","2008","11","18",NA,NA,NA,NA,NA,NA
"176","2019-08-20 10:09:55-03","UNICAMP","UEC","93595","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Bittrich, V","Barros, F; Martuscelli, P","1247","1986","04","08",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, Proximidades da praia de Ipanema, Morro das Pedras.","-47.9199981689453","-25.0100002288818",NA,"Frutos, Árvore ca. 4m alt. Frutos amarelos quando maduros e comestíveis.  Bacupari.","UEC142837","UEC142837",NA,NA,NA,NA,NA,NA,"37574","auto","1997","12",NA,NA,NA,NA,NA,NA,NA
