"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"212","2016-10-21 16:44:00-02","NY","NYBG","00750389","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","klotzschianum","Sapium klotzschianum",NA,"L. C. Stutz de Ortega",NA,NA,NA,"L. C. Stutz de Ortega","1905","1984","11","26","Paraguay","Alto Paraná",NA,"Pto Stroessner, Alto Parana",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750389",NA,"South America","sheet",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-15 16:37:00-03","NY","NYBG","194629","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber","M. J. Huft",NA,NA,NA,"W. L. Balée","2371","1986","06","11","Brazil","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194629","NY00194629_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-15 16:37:00-03","NY","NYBG","194627","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber","M. J. Huft",NA,NA,NA,"W. L. Balée","2227","1986","05","08","Brazil","Maranhão","Monção","Ka'apor Indian Reserve. Inventory of 80 year old fallow","-45.25","-3.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194627","NY00194627_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-15 16:37:00-03","NY","NYBG","194628","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber",NA,NA,NA,NA,"W. L. Balée","2528","1986","06","13","Brazil","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194628","NY00194628_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-15 16:37:00-03","NY","NYBG","194626","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber","M. J. Huft",NA,NA,NA,"W. L. Balée","2260","1986","05","09","Brazil","Maranhão","Monção","Ka'apor Indian Reserve. Inventory of 80 year old fallow","-45.25","-3.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194626","NY00194626_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-15 16:37:00-03","NY","NYBG","194625","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber",NA,NA,NA,NA,"W. L. Balée","2376","1986","06","11","Brazil","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194625","NY00194625_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-15 16:37:00-03","NY","NYBG","00750348","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber","N. T. da Silva",NA,NA,NA,"N. T. da Silva","4979","1979","01","28","Brazil","Pará",NA,"Marajó, Joanes","-48.5123152","-0.875396",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750348","NY00750348_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-15 16:37:00-03","NY","NYBG","194630","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","lanceolatum","Sapium lanceolatum","(Müll.Arg.) Huber","M. J. Huft",NA,NA,NA,"W. L. Balée","2246","1986","05","08","Brazil","Maranhão","Monção","Ka'apor Indian Reserve. Inventory of 80 year old fallow","-45.25","-3.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194630","NY00194630_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-15 16:37:00-03","NY","NYBG","538653","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","I. Silberbauer-Gottsberger",NA,NA,NA,"I. Silberbauer-Gottsberger","6R51171","1971","11","05","Brazil","São Paulo","Botucatu","18 km north of Botucatu (14 km east of Sao Manuel). Along the Sao Manuel - Piracicaba highway. Near ex-RR station 13 de Maio","-48.42","-22.75",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538653","NY00538653_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-15 16:37:00-03","NY","NYBG","273228","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum paraguariensis","Chodat & Hassl.",NA,NA,NA,NA,"E. Hassler","4926",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273228","NY00273228_01","South America","sheet",NA,"isosyntype","Magnoliophyta","Malpighiales","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-15 16:37:00-03","NY","NYBG","538667","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","N. A. Rosa",NA,NA,NA,"N. A. Rosa","3778","1980","11","16","Brazil","São Paulo","Sao Paulo","Reserva do Instituto de Botánica de Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538667","NY00538667_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-15 16:37:00-03","NY","NYBG","273227","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum paraguariensis","Chodat & Hassl.",NA,NA,NA,NA,"E. Hassler","5016",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273227","NY00273227_01","South America","sheet",NA,"isosyntype","Magnoliophyta","Malpighiales","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-15 16:37:00-03","NY","NYBG","538654","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","I. Silberbauer-Gottsberger",NA,NA,NA,"I. Silberbauer-Gottsberger","37R14347","1974","03","14","Brazil","São Paulo","Botucatu","18 km north of Botucatu (14 km east of Sao Manuel). Along the Sao Manuel - Piracicaba highway. Near ex-RR station 13 de Maio","-48.42","-22.75",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538654","NY00538654_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-15 16:37:00-03","NY","NYBG","00748854","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum obovatum","(Klotzsch ex Müll.Arg.) Pax","K. R. B. Garden",NA,NA,NA,"H. S. Irwin","9996","1965","11","06","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 25 km W. of Cristalina","-47.83446","-16.75",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748854","NY00748854_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales","obovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-15 16:37:00-03","NY","NYBG","538650","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","E. Jablonski",NA,NA,NA,"H. S. Irwin","13402","1966","03","03","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 3 km S of Cristalina","-47.6133","-16.7686",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538650","NY00538650_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-15 16:37:00-03","NY","NYBG","538651","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","A. S. L. da Silva",NA,NA,NA,"A. S. L. da Silva","1795","1984","03","14","Brazil","Pará",NA,"Marabá",NA,NA,NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538651","NY00538651_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-15 16:37:00-03","NY","NYBG","00750388","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","M. J. Huft",NA,NA,NA,"W. W. Thomas","4540","1985","10","23","Brazil","Mato Grosso","Santo Antônio do Leverger","Ca. 70 km W of Cuiabá; 5 km SW of São Vicente near Gruta do São Vicente (Casa de Pedra).","-55.38","-15.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750388","NY00750388_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-15 16:37:00-03","NY","NYBG","538652","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.","M. J. Huft",NA,NA,NA,"W. W. Thomas","4541","1985","10","23","Brazil","Mato Grosso","Santo Antônio do Leverger","Ca. 70 km W of Cuiabá; 5 km SW of Sao Vicente (Casa de Pedra)","-55.38","-15.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538652","NY00538652_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-15 16:37:00-03","NY","NYBG","02431701","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","marginatum","Sapium marginatum","Müll.Arg.",NA,NA,NA,NA,"L. C. B. Lobato","1585","1994","01","24","Brazil","Pará","Maracanã","Vila de Algodal, Campo de Moitas.","-47.581901550293","-0.595000028610229",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2974970' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431701","NY02431701_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,"48335","auto",NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-15 16:37:00-03","NY","NYBG","83815","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","naiguatense","Sapium naiguatense","Pittier",NA,NA,NA,NA,"H. F. Pittier","11832","1925","07","12","Venezuela","Distrito Capital",NA,"Naiguata",NA,NA,NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=204543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00083815","NY00083815_01","South America","sheet",NA,"isotype","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-15 16:37:00-03","NY","NYBG","273230","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","paranaense","Sapium paranaense","Pax & K.Hoffm.",NA,NA,NA,NA,"P. K. H. Dusén","7489","1909",NA,NA,"Brazil","Paraná",NA,"Ypiranga",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=304837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273230","NY00273230_01","South America","sheet",NA,"isotype","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-15 16:37:00-03","NY","NYBG","83814","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","paucistamineum","Sapium paucistamineum","Pittier",NA,NA,NA,NA,"H. F. Pittier","10750","1922","11","19","Venezuela","Trujillo",NA,"Vicinity of Valera",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00083814","NY00083814_01","South America","sheet",NA,"isotype","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-15 16:37:00-03","NY","NYBG","1181419","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","petiolare","Sapium petiolare","(Müll.Arg.) Huber","R. de S. Secco",NA,NA,NA,"R. C. Forzza","4409","2007","01","23","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Mata estacional ao lado da guarita de entrada do Parque, seguindo o aceiro.","-43.8833","-21.7167",NA,NA,"1100","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369980' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181419","NY01181419_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-15 16:37:00-03","NY","NYBG","01478046","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","prunifolium","Sapium prunifolium","Klotzsch","G. L. Webster",NA,NA,NA,"C. C. Berg","BG456","1977","10","11","Brazil","Pará",NA,"Serra dos Carajás, Serra do Norte. Near AMZA Exploration Camp.","-50.25","-6",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1728991' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478046","NY01478046_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-15 16:37:00-03","NY","NYBG","330428","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","saltense","Sapium saltense","(O'Donell & Lourteig) Jabl.","M. H. Nee",NA,NA,NA,"M. H. Nee","47671","1997","12","31","Bolivia","Santa Cruz","Florida","On road from Mairana to Postrervalle, 1.5 km N of Quirusillas. Along the Río Quirusillas","-63.95","-18.33",NA,NA,"1475","1475","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=202478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330428",NA,"South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-15 16:37:00-03","NY","NYBG","538679","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","sellowianum","Sapium sellowianum","(Müll.Arg.) Klotzsch ex Baill.","R. C. Kruijt",NA,NA,NA,"W. Hoehne","4009","1960","01","09","Brazil","São Paulo","Sao Paulo","Sao Paulo, Pacaembú, Capital","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538679","NY00538679_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-15 16:37:00-03","NY","NYBG","1065563","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","sellowianum","Sapium sellowianum","(Müll.Arg.) Klotzsch ex Baill.","G. L. Webster",NA,NA,NA,"H. S. Irwin","29179","1971","01","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço, base of Serra da Caraça","-43.4927778","-20.1263",NA,NA,"1500","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232791' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065563","NY01065563_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-15 16:37:00-03","NY","NYBG","538678","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","sellowianum","Sapium sellowianum","(Müll.Arg.) Klotzsch ex Baill.","R. C. Kruijt",NA,NA,NA,"R. de Lemos Fróes","20223","1943","02","16","Brazil","Bahia",NA,"Entre Ibiquara e Mucugé. Regiao de Sincorá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538678","NY00538678_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-15 16:37:00-03","NY","NYBG","538680","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","sellowianum","Sapium sellowianum","(Müll.Arg.) Klotzsch ex Baill.","R. C. Kruijt",NA,NA,NA,"H. S. Irwin","29399","1971","01","30","Brazil","Minas Gerais","Ouro Preto","Lower slopes of Pico de Itacolomí, ca. 2 km S of Ouro Preto","-43.5081","-20.2878",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538680","NY00538680_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-15 16:37:00-03","NY","NYBG","538677","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","sellowianum","Sapium sellowianum","(Müll.Arg.) Klotzsch ex Baill.","R. C. Kruijt",NA,NA,NA,"O. Handro","s.n.","1935","10","27","Brazil","São Paulo","Sao Paulo","Sao Paulo, Jabaquara","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538677","NY00538677_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-01-11 10:01:16-03","UNIVASF","HVASFW","224","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","D.G. Oliveira","2012","10","03","F. Socolowski","107","2012","05","29","Brasil","Pernambuco","Salgueiro","Sítio Mulungu, área de supressão próximo a Lagoa Azul","-39.219167","-8.121583","-39.219167","-8.121583",NA,NA,"#","HVASFW000224",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"243","2021-01-11 10:01:16-03","UNIVASF","HVASFW","350","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","A.C.P. Oliveira","2013","03","20","A.C.P. Oliveira","2381","2013","01","31","Brasil","Pernambuco","Salgueiro","VPR Uri","-39.200139","-8.110667","-39.200139","-8.110667","459","459","#","HVASFW000350",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"244","2021-01-11 10:01:16-03","UNIVASF","HVASFW","148","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","J.R. Fabricante","2011","06","03","J.R. Fabricante","15","2011","05","18","Brasil","Pernambuco","Custódia","Lote 10, Reservatório Copiti","-37.728111","-8.259083","-37.728111","-8.259083","550","550","#","HVASFW000148",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"245","2021-01-11 10:01:16-03","UNIVASF","HVASFW","312","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","F. Socolowski","2013","01","24","F. Socolowski","212","2013","01","24","Brasil","Pernambuco","Salgueiro","VPR Negreiros","-39.190278","-8.103333","-39.190278","-8.103333","468","468","#","HVASFW000312",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"246","2021-01-11 10:01:16-03","UNIVASF","HVASFW","111","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","A.P. Fontana","2011","01","27","F.F.S. Silva","11","2010","11","30","Brasil","Pernambuco","Salgueiro","Reservatório Negreiros, lote 3","-39.202278","-8.105778","-39.202278","-8.105778","444","444","#","HVASFW000111",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"247","2021-01-11 10:01:16-03","UNIVASF","HVASFW","340","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","A.C.P. Oliveira","2013","01","29","A.C.P. Oliveira","2371","2013","01","29","Brasil","Pernambuco","Salgueiro","VPR Negreiros","-39.189222","-8.105194","-39.189222","-8.105194","459","459","#","HVASFW000340",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"248","2021-01-11 10:01:15-03","UNIVASF","HVASFW","27","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","A.P. Fontana","2010","08","13","J.A. Siqueira Filho",NA,"2009","10","15","Brasil","Ceará","Brejo Santo","Lote 3 PISF","-39.103611","-7.472222","-39.103611","-7.472222",NA,NA,"#","HVASFW000027",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"U",NA,NA,NA,NA,NA,NA,NA
"249","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","22051","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Bicudo, L.R.H.","27","1998","10","12","Brasil","São Paulo","Castilho",NA,"-51.614","-20.786528","51°36'50.4w","20°47'11.5s",NA,NA,"4m, flores verdes.","BOTU022051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","7584","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Berti, L.M.",NA,NA,NA,"Berti, L.M.","391","1964","08","19","Venezuela","Delta Amacuro","El Palmar",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU007584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","22804","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Amaral Jr., A.","330","1999","04","09","Brasil","São Paulo","Castilho",NA,"-51.746917","-21.069611","51°44'48.9w","21°04'10.6s",NA,NA,"Arbusto 2m, estéril.","BOTU022804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","5502","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Pscheidt, A.C.","2010","04","13","Bellusci, N.","28","1974","11","09","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU005502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","21824","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Amaral Jr., A.","227","1998","10","15","Brasil","Mato Grosso do Sul","Anaurilândia",NA,"-52.600833","-22.205278","52°36'3w","22°12'19s",NA,NA,"Arbusto, inflorescência em forma de cachinhos esverdeados.","BOTU021824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","26470","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Paschoal, M.E.S.","2013","10","30","Rodrigues, R.R.",NA,"1993","12","05","Brasil","São Paulo","Pilar do Sul",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU026470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","20091","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Campos, C.J.","1995","02","07","Assis Camargo, P.F.","495","1994","12","01","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"Subarbusto, 0,4 m de altura, folhas membranáceas, ramos e bordos das folhas vermelhos, botões florais verdes, látex branco abundante","BOTU020091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-02-08 11:08:34-03","UNESP-IBB","BOTU","14167","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Bicudo, L.R.H.","194","1985","12","12","Brasil","São Paulo","Botucatu",NA,"-48.738611","-22.9","48°44'19w","22°54's",NA,NA,NA,"BOTU014167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
