"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"4026","2019-11-21 10:04:35-03","IBt","SP","246447","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1991","03",NA,"Miguel, IG","s.n.","1950","02","08","Brasil",NA,NA,"Instituto Agron¶mico do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4027","2019-11-21 10:04:35-03","IBt","SP","256134","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Pereira, BAS; Alvarenga, D; Oliveira, FCA","1979","1991","12","05","Brasil","Tocantins",NA,"Km 7 da estrada para a localidade de Corrente (PI). Transição mata ciliar/cerrado. Solo cascalhento.",NA,NA,NA,NA,NA,NA,"Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4028","2019-11-21 10:04:35-03","IBt","SP","291914","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1997","02",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","1894","1994","01","26","Brasil","São Paulo","Iporanga","Borda. Mata Atlântica.","-48.571667","-24.418056","-48.571667","-24.418056",NA,NA,"Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4029","2019-11-21 10:04:35-03","IBt","SP","287861","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1997","02",NA,"Guedes, ML; Santos, SS; Argolo, AS; Paraguassu, LAA; Silva, MP","PCD1393",NA,NA,NA,"Brasil","Bahia","Palmeiras","Pai Inácio","-41.470833","-12.455556","-41.470833","-12.455556","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4030","2019-11-21 10:04:35-03","IBt","SP","287875","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1997","02",NA,"Guedes, ML; Santos, SS; Argolo, AS; Paraguassu, LAA; Silva, MP","PCD1426",NA,NA,NA,"Brasil","Bahia","Palmeiras","Pai Inácio","-41.473611","-12.459722","-41.473611","-12.459722","84","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4031","2019-11-21 10:04:35-03","IBt","SP","287876","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1997","02",NA,"Guedes, ML; Santos, SS; Argolo, AS; Paraguassu, LAA; Silva, MP","PCD1427",NA,NA,NA,"Brasil","Bahia","Palmeiras","Pai Inácio","-41.473611","-12.459722","-41.473611","-12.459722","84","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4032","2019-11-21 10:04:35-03","IBt","SP","293676","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1994","11",NA,"Aragaki, S; Batalha, MA","240","1994","11","24","Brasil","São Paulo","Pirassununga","Cerrado de Emas. Cerradão","-47.5","-22.033333","-47.5","-22.033333",NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4033","2019-11-21 10:04:35-03","IBt","SP","293677","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Batalha, MA; Aragaki, S",NA,NA,NA,"Aragaki, S; Batalha, MA","284","1995","01","10","Brasil","São Paulo","Pirassununga","Cerrado de Emas.","-47.5","-22.033333","-47.5","-22.033333",NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4034","2021-02-04 09:01:43-03","IBt","SP","297589","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2001","08",NA,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10686","1996","01","27","Brasil","São Paulo","Angatuba","Estrada para Itatinga","-48.518389","-23.358222","-48.518389","-23.358222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4035","2019-11-21 10:04:35-03","IBt","SP","308411","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Melo, E de; et al.","1921","1997","01","25","Brasil","Bahia","Itatim","Base do Piemont arbustivo.","-39.766667","-12.753333","-39.766667","-12.753333","280","280","Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4036","2019-11-21 10:04:35-03","IBt","SP","308412","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"França, F; Melo, E; Correia, C; Silva, A; Ribeiro, E","1522","1996","01","27","Brasil","Bahia","Itatim","Morro das Tocas. Interior da mata da base.","-39.7","-12.716667","-39.7","-12.716667","310","430","Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4037","2019-11-21 10:04:35-03","IBt","SP","310825","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC; Tamashiro, JY; I","93",NA,NA,NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-45.042472","-23.257083","-45.042472","-23.257083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4038","2019-11-21 10:04:35-03","IBt","SP","311314","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Walter, BMT; Xavier, SCS; Santos, HGP; Cordovil, SP","2831","1995","10","24","Brasil","Goiás","Niquelândia","Na montante da balsa entre Niquelândia e Campinaçu (porto do Alfredinho); pelo rio a cerca de 5 Km da balsa.&nf;Mata ciliar do Rio Maranhão (Tocantins) - margem direita. Solo areno-argiloso entre rochas nuas/cascalho aflorando. Relevo acidentado.&nf;Futu","-48.483333","-14.066667","-48.483333","-14.066667","360","360","Árvore. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4039","2019-11-21 10:04:35-03","IBt","SP","311339","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Walter, BMT; Rocha, D; Bianchetti, L; Pereira da Silva, G; Silva, R; Santos, HGP; Cordovil S","922","1991","12","09","Brasil","Goiás","Minaçu","Em frente ao antigo viveiro da UHE Serra da Mesa; mais ou menos 5 Km da entrda norte do canteiro de obras. Mata de galeria. Solo arenoso com forte cobertura de serrapilheira. Relevo ondulado.&nf;-rea de influência da UHE Serra da Mesa.","-48.283333","-13.8","-48.283333","-13.8","500","500","Árvore. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4040","2019-11-21 10:04:35-03","IBt","SP","311449","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Ganev, W","1433","1992","11","14","Brasil","Bahia","Abaíra","Bem Querer-Catolés de Cima, próximo a casa de José de Benedita. Carrasco de campo rupestre.","-41.883333","-13.283333","-41.883333","-13.283333","1300","1300","Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4041","2020-11-05 09:51:35-03","IBt","SP","311543","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Hind, DJN; Nic Lughadha, E; Souza, VC; Sakuragui, CM","H50283","1991","12","23","Brasil","Bahia","Abaíra","Subida da Forquilha da Serra. Campo alterado.","-41.883333","-13.283333","-41.883333","-13.283333","1400","1600","Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4042","2019-11-21 10:04:35-03","IBt","SP","311974","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2003","03",NA,"Pereira da Silva, G","2142","1993","12","28","Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará, Cerrado. Latossolo vermelho-amarelo. Relevo plano.","-47.966667","-15.8","-47.966667","-15.8","1035","1035","Erva. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4043","2019-11-21 10:04:35-03","IBt","SP","311999","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2003","03",NA,"Pereira da Silva, G","1964","1993","10","10","Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará, Cerrado. Solo argilo-arenoso (latossolo). Relevo plano.","-47.966667","-15.8","-47.966667","-15.8","1035","1035","Frequente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4044","2019-11-21 10:04:35-03","IBt","SP","321698","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Correa Gomes Jr, J","2331","1964","10","17","Brasil","Mato Grosso do Sul","Três Lagoas","margem direita do rio Paraná","-40.483333","-12.5","-40.483333","-12.5",NA,NA,"Arbórea. Pouco frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4045","2019-11-21 10:04:35-03","IBt","SP","311956","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2004","07",NA,"Skorupa, LA; Werneck, WL; Silveira, JN","142",NA,NA,NA,"Brasil","Goiás","Mossâmedes","Reserva Biológica - Serra Dourada","-50.033333","-15.133333","-50.033333","-15.133333","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4046","2019-11-21 10:04:35-03","IBt","SP","315102","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","1999","08",NA,"Allem, AC; et al.","2988","1984","11","15","Brasil","Bahia","Lençóis","Km 223 da BR-242, trecho Lençois-Seabra.&nf;Encosta de Morro com campo e arvoretas isoladas. Afloramento rochoso , beira da estrada. Relevo íngreme.","-41.583333","-12.416667","-41.583333","-12.416667","670","670","Arbusto. Raro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047","2019-11-21 10:04:35-03","IBt","SP","319444","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Nee, M","1995",NA,NA,"Nee, M","45984","1994","12","17","Bolívia","Santa Cruz",NA,"Rio Ichilo. 6.5 km (by air) NW of main Colonia San Juan. Mostly flat, edge of disturbed tropical forest patch along edge of cultivated fields of rice and other crops.","-63.9","-17.25","-63.9","-17.25","265","265","Small tree.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4048","2019-11-21 10:04:35-03","IBt","SP","319919","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Batalha, MA",NA,NA,NA,"Batalha, MA","1061","1996","02","06","Brasil","São Paulo","Santa Rita do Passa Quatro","A.R.I.E. Cerrado Pé-de-Gigante.","-47.566667","-21.6","-47.566667","-21.6",NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4049","2019-11-21 10:04:35-03","IBt","SP","347846","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2004","06",NA,"Cavalcanti, TB; Pereira da Silva, G; Dias, TAB; Santos, AA","2546",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.916667","-22.5","-46.916667","-22.5","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4050","2019-11-21 10:04:35-03","IBt","SP","346291","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Batalha, MA","2000","08",NA,"Batalha, MA","1945","1998","11","01","Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas, Mineiros. Campo sujo","-52.65","-17.816667","-52.65","-17.816667",NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4051","2019-11-21 10:04:35-03","IBt","SP","346290","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Batalha, MA","2000","08",NA,"Batalha, MA","2794","1999","02","01","Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas, Mineiros. Campo sujo. Próxima ao ponto Q.","-52.65","-17.816667","-52.65","-17.816667",NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4052","2019-11-21 10:04:35-03","IBt","SP","343888","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Aparecida da Silva, M; Mendonça, RC; Alvarenga, D","4290","2000","03","01","Brasil","Goiás","Nova Roma","Fazenda Cachoeira de propriedade do Sr. Manoel R.G. Souza. Saída por uma estrada feita na rocha e com muitas eros§es ao lado da cidade. Relevo inclinado.&nf;Mata secundária (capoeira).","-46.367778","-13.739444","-46.367778","-13.739444","670","670","Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4053","2019-11-21 10:04:35-03","IBt","SP","332880","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Amaral Jr, A; Mendonça, JO; Dias, O","227","1998","10","15","Brasil","Mato Grosso do Sul","Anaurilândia","+ 12 Km em linha de Anaurilândia. BRG 296¦. Mata à margem da estrada de terra, solo encharcado com Piptadenia, Triplaris, Desmoncus, emba·bas, navalha-de-mico, ingás.","-52.600833","-22.205278","-52.600833","-22.205278",NA,NA,"Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4054","2019-11-21 10:04:35-03","IBt","SP","349939","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Árbocz, GF","7092","2000","10","29","Brasil","Mato Grosso","Itiquira","Margem Rio Correntes, próximo ao eixo da barragem.&nf;Cerrado.","-54.825833","-17.608333","-54.825833","-17.608333",NA,NA,"Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4055","2019-11-21 10:04:35-03","IBt","SP","349943","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Árbocz, GF","7188","2000","11","16","Brasil","Mato Grosso do Sul","Sonora","Margem do rio Correntes, próximo à ponte da BR-163. Cerrado perturbado.","-54.737778","-17.526667","-54.737778","-17.526667",NA,NA,"Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4056","2019-11-21 10:04:35-03","IBt","SP","359763","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2002","11",NA,"Guedes, ML; Stannard, B; Saar, E; Passos, L","PCD5281","1997","02","09","Brasil","Bahia","Caetité","Fazenda Baixa Grande, caminho para Pajéu do Vento.&nf;Caatinga.","-42.636667","-14.0675","-42.636667","-14.0675","820","820","Árvore. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4057","2019-11-21 10:04:35-03","IBt","SP","359788","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2002","11",NA,"Saar, E; Passos, L; Guedes, ML; Stannard, B","PCD5381","1997","02","10","Brasil","Bahia","Caetité","Caminho para Licínio de Almeida.&nf;Campos gerais e Mata.","-42.496111","-14.16","-42.496111","-14.16","1080","1080","Arbusto. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4058","2019-11-21 10:04:35-03","IBt","SP","359988","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2003","02",NA,"Walter, BMT; Sevilha, AC; Guarino, ESG; Pereira, JB","5071","2002","02","14","Brasil","Minas Gerais","Cabeceira Grande","Região da ponte sobre o rio Preto, a 29 Km do entroncamento BsB/Unaí/Palmital. Na direção de Palmital. Divisa DF/MG. Na borda da Mata. Campo sujo seco, com manchas de cerrado ralo. Relevo plano no local. Latossolo vermelho-amarelo. Argilo-arenoso com","-47.309444","-16.0375","-47.309444","-16.0375","850","850","Erva. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4059","2019-11-21 10:04:35-03","IBt","SP","359697","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I",NA,NA,NA,"Mello-Silva, R; Forzza, RC; Marcato, AC","1867","2001","12","07","Argentina","Jujuy","Salta","Rodovia La Caldera - El Carmen (Ruta 9), 18 Km N de La Caldera. No interior da mata. Mata pluvial de encosta.","-65.335833","-24.509722","-65.335833","-24.509722","1460","1460","Arvoreta",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4060","2020-11-19 09:29:00-03","IBt","SP","360323","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2003","02",NA,"Bautista, HP; Hind, DJN; Queiroz, LP; Silva, MM","PCD4082","1996","11","05","Brasil","Bahia","Piatã","Pai Inácio. Três Morros. Cerrado.","-41.886389","-13.060833","-41.886389","-13.060833","1300","1300","Árvore. Rara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4061","2019-11-21 10:04:35-03","IBt","SP","442646","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Pscheidt, AC; Caruzo, MBR; Silva, CV","104",NA,NA,NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.804806","-18.34075","-52.804806","-18.34075","84","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4062","2019-11-21 10:04:35-03","IBt","SP","442648","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Pscheidt, AC; Caruzo, MBR; Silva, CV","106",NA,NA,NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.822111","-18.337611","-52.822111","-18.337611","83","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4063","2021-01-07 09:34:03-03","IBt","SP","360766","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Carneiro-Torres, DS","2001","08",NA,"Silva, MM; Bautista, HP; Queiroz, LP; Hind, DJN","PCD3918","1996","11","02","Brasil","Bahia","Piatã","Estrada Piatã-In·bia.&nf;Cerrado. Cerrado com estrato herbáceo quase contínuo de 15-20cm e poucas árvores de Stryphnodendron, Byrsonima e Erythroxylum.","-41.825556","-13.121111","-41.825556","-13.121111","1340","1340","Arbusto. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4064","2019-11-21 10:04:35-03","IBt","SP","361333","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Cordeiro, I","2003","03",NA,"Fonseca, ML; Mendonça, RC; Alvarenga, D; Cardoso, E","2980","2001","10","20","Brasil","Goiás","São Domingos","Povoado de São João, Terra Rouca/São Domingos.&nf;-rea degradada próxima à mata ciliar. Relevo plano. Solo argiloso.","-46.317778","-13.633889","-46.317778","-13.633889","707","707","Árvore. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4065","2019-11-21 10:04:35-03","IBt","SP","363990","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Melo, E; França, F; Correia, C; Oliveira, PP","1921",NA,NA,NA,"Brasil","Bahia","Itatim",NA,"-39.783056","-12.753333","-39.783056","-12.753333","28","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4066","2019-11-21 10:04:35-03","IBt","SP","442649","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Pscheidt, AC; Caruzo, MBR; Silva, CV","107",NA,NA,NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.832972","-18.335556","-52.832972","-18.335556","84","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4067","2019-11-21 10:04:35-03","IBt","SP","429728","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Almeida Scabbia, RJ","2008","10",NA,"Almeida Scabbia, RJ; Oliveira, TR; Silva, C; Búgola Silva, F","5156","2007","11","29","Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, estrada do gasoduto","-46.382125","-23.776469","-46.382125","-23.776469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4068","2019-11-21 10:04:35-03","IBt","SP","440905","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Almeida Scabbia, RJ","2008","10",NA,"Búgola Silva, F; Almeida Scabbia, RJ","8013","2008","01","17","Brasil","São Paulo","Santo André","Parque Andreense, Rua Alteza","-46.438964","-23.791861","-46.438964","-23.791861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4069","2020-11-19 09:29:00-03","IBt","SP","441549","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Lucena, MFA","2007","11",NA,"Queiroz, LP; Machado, MC","12646",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4070","2019-11-21 10:04:35-03","IBt","SP","442641","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Pscheidt, AC; Caruzo, MBR; Silva, CV","98",NA,NA,NA,"Brasil","Goiás","Mineiros","Rodovia GO-341","-53.004472","-17.938472","-53.004472","-17.938472","86","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4071","2019-11-21 10:04:35-03","IBt","SP","442656","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Pscheidt, AC; Caruzo, MBR; Silva, CV","115",NA,NA,NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, São Jorge","-47.791417","-14.160083","-47.791417","-14.160083","109","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4072","2019-11-21 10:04:35-03","IBt","SP","443639","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"Pscheidt, AC; Cordeiro, I","136",NA,NA,NA,"Brasil","São Paulo","Monte Alegre do Sul","Morro da Antena","-46.672506","-22.705281","-46.672506","-22.705281","961","961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4073","2019-11-21 10:04:35-03","IBt","SP","446558","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Pscheidt, AC","2009","10","22","Cardoso Leite, E; Oliveira, A","232",NA,NA,NA,"Brasil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4074","2019-11-21 10:04:35-03","IBt","SP","446561","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Pscheidt, AC","2009","10","22","Barreto, KD; Fernandes, GD; Vitti, FX","1943",NA,NA,NA,"Brasil","São Paulo","Corumbataí","Mata da Unesp","-47.691194","-22.241194","-47.691194","-22.241194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4075","2019-11-21 10:04:35-03","IBt","SP","487546","S","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","Almeida Scabbia, RJ","2012","11","29","Almeida Scabbia, RJ; Aragaki, S; Fortes, EP; Shirasuna, RT","781","2012","10","26","Brasil","São Paulo","Guarulhos","Área próxima à empresa Cumulus.","-46.407361","-23.388472","-46.407361","-23.388472","813","813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
