"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","dayIdentified","sex"
"47","2019-10-07 09:32:38-03","UEFS","HUEFS","1344","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"Grupo Pedra do Cavalo","1980","06",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0001344","HUEFS0001344","E.R.Martins","301",NA,"-39.083333","-12.533333","40","120","Cachoeira","Rosanae",NA,NA,"2013","02","39W5'","12S32'",NA,NA,NA,NA,NA
"48","2021-03-04 11:17:24-03","UEFS","HUEFS","213068","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"São-Mateus, W.M.B.","2012","03",NA,"Brasil","Rio Grande do Norte","Mata estrela.",NA,"Restinga arbórea.","HUEFS0213068","HUEFS0213068","A.M.Torres","99","09","-35.022778","-6.377778","50","50","Baía Formosa","Rosanae",NA,NA,"2019",NA,"35W1'22''","6S22'40''",NA,NA,NA,NA,NA
"49","2019-10-07 09:32:38-03","UEFS","HUEFS","41547","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"Mattos-Silva, L.A.","1999","03",NA,"Brasil","Bahia","Olivença Olivença: Zona da Sapucaeira. Fazenda São José (de Mário Bunchaft).",NA,"Mata atlântica.","HUEFS0041547","HUEFS0041547",NA,"3903","17","-39.0494003295898","-14.7889003753662",NA,NA,"Ilhéus","Rosanae","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-09-04 19:14:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,"Type [status unknown]","L. Riedel",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-23 12:06:41-03","CEPLAC","CEPEC","83248","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"L. A. Mattos-Silva","1999","03",NA,"Brasil","Bahia","Distrito de Olivença. Zona da sapucaeira. Faz. São José de Mário Bunchaft), ca. 22Km de Olivença (aprox. 4Km ao Oeste do litoral em linha reta).",NA,NA,NA,NA,"M. J. Silva","3903","17","-39.0494003295898","-14.7889003753662",NA,NA,"ILHÉUS",NA,"61245","auto",NA,NA,NA,NA,"29/08/2007",NA,NA,NA,NA
"52","2020-07-23 12:06:41-03","CEPLAC","CEPEC","20406","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"T. Plowman","1980","04",NA,"Brasil","Bahia","Rod. BA-654. Km 6 ao oeste de Itacaré. Na margem da mata ao longo da Rod.",NA,NA,NA,NA,"M. J. Silva","10071","12","-39.033333","-14.3",NA,NA,"ITACARÉ",NA,NA,NA,NA,NA,"39W2'","14S18'","29/08/2007",NA,NA,NA,NA
"53","2020-07-23 12:06:41-03","CEPLAC","CEPEC","91093","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"W. W. Thomas","2001","10",NA,"Brasil","Bahia","11.2Km ao W da BR-101 Rod. Para Aurelino Leal, arredores de Laje do Banco.",NA,NA,NA,NA,"M. J. Silva","12679","30","-39.366667","-14.333333",NA,NA,"AURELINO LEAL",NA,NA,NA,NA,NA,"39W22'","14S20'","29/08/2007",NA,NA,NA,NA
"54","2020-07-23 12:06:41-03","CEPLAC","CEPEC","26580","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"S. A. Mori","1981","05",NA,"Brasil","Bahia","Rod. Itanagra/Subaúma. 8Km a W de Itanagra.",NA,NA,NA,NA,"R. Liesner","14111","26","-38.0416984558105","-12.2630996704102",NA,NA,"ITANAGRA",NA,"20708","auto",NA,NA,NA,NA,"30/12/1993",NA,NA,NA,NA
"55","2020-07-23 12:06:41-03","CEPLAC","CEPEC","75874","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"L. A. Mattos-Silva","2002","05",NA,"Brasil","Bahia","Faz. Attalea, situada na Zona da Choro. Distrito de Castelo Novo. 13Km a W de Mamoan. Marg. Do ramal.",NA,NA,NA,NA,"L. A. Mattos-Silva","3126","08","-39.0494003295898","-14.7889003753662",NA,NA,"ILHÉUS",NA,"61245","auto",NA,NA,NA,NA,"30/08/1995",NA,NA,NA,NA
"56","2020-07-23 12:06:41-03","CEPLAC","CEPEC","65815","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"L. A. Mattos-Silva","2001","05",NA,"Brasil","Bahia","Faz. Attalea, situada na Zona do Choro. Castelo Novo. 13Km a E do povoado de Mamoan.",NA,NA,NA,NA,"L. A. Mattos-Silva","3126","08","-39.0494003295898","-14.7889003753662",NA,NA,"ILHÉUS",NA,"61245","auto",NA,NA,NA,NA,"24/07/1995",NA,NA,NA,NA
"57","2020-07-23 12:06:41-03","CEPLAC","CEPEC","22402","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"T. S. dos Santos","1980","04",NA,"Brasil","Bahia","Entrada para a barragem, Km 6 da Rod. Itacaré/Ubaitaba.",NA,NA,NA,NA,"Torres, A. M.","3560","12","-38.9967002868652","-14.2775001525879",NA,NA,"ITACARÉ",NA,"41230","auto",NA,NA,NA,NA,"30/12/1980",NA,NA,NA,NA
"58","2020-07-23 12:06:41-03","CEPLAC","CEPEC","17788","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"S. A. Mori","1979","07",NA,"Brasil","Bahia","Faz. dos Pássaros A 24Km a E da cidade, BA-250 (=BA-554 na carta ao milionesimo).",NA,NA,NA,NA,"G. L. Webster","12176","13","-40.4308013916016","-13.4411001205444",NA,NA,"MARACÁS",NA,"50558","auto",NA,NA,NA,NA,"01/06/1980",NA,NA,NA,NA
"59","2020-07-23 12:06:41-03","CEPLAC","CEPEC","8813","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"T. S. dos Santos","1972","06",NA,"Brasil","Bahia","Km 8 da BR-101 ao Norte.",NA,NA,NA,NA,"M. J. Silva","2312","16","-39.323299407959","-14.3125",NA,NA,"ubaitaba",NA,"27575","auto",NA,NA,NA,NA,"29/08/2007",NA,NA,NA,NA
"60","2020-07-23 12:06:41-03","CEPLAC","CEPEC","5305","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus",NA,NA,"T. S. dos Santos","1969","10",NA,"Brasil","Bahia","Fazenda São Rafael.",NA,NA,NA,NA,"M. J. Silva","449","28","-39.0752983093262","-15.2932996749878",NA,NA,"UNA",NA,"36070","auto",NA,NA,NA,NA,"29/08/2007",NA,NA,NA,NA
"61","2020-11-12 17:01:17-03","UEL","FUEL","9758","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"Vieira, AOS; Yamamoto, KY","1992","05",NA,"Brasil","Rio de Janeiro","Centro Primatologia RJ (FEEMA), dentro da área do CEDAE. Mata úmida, atravessada por curso d'agua",NA,NA,"FUEL018955",NA,"Cordeiro, I","26228","02","-43.040599822998","-22.6527996063232",NA,NA,"Magé",NA,"20531","auto","2012","08",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-04 15:43:00-03","IF","SPSF","24100","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","M.Arg.",NA,"L.Rossi & S.A.Nicolau & D.F.Pereira","1992","06","América do Sul","Brasil","SP","Estação Ecológica Juréia-Itatins",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"E.R.Martins","1047","24","-47.5499992370605","-24.7000007629395",NA,NA,"Iguape","Magnoliopsida","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-04 15:43:00-03","IF","SPSF","24103","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","M.Arg.",NA,"M.P.Costa & I.Cordeiro & E.Chu & S.J.G.Silva & E.Piacentin","1990","12","América do Sul","Brasil","SP","Estação Ecológica Juréia-Itatins",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 7m altura; botões róseos.; GEOGRAFIA: Trilha da Figueira, pouco acima do Pocinho; beira do rio Verde.;",NA,NA,"L.R.Lima","20","13","-47.5499992370605","-24.7000007629395",NA,NA,"Iguape","Magnoliopsida","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-04 15:43:00-03","IF","SPSF","24104","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","M.Arg.",NA,"M.R.F.Melo & I.Cordeiro","1994","06","América do Sul","Brasil","SP","Estação Ecológica Juréia-Itatins",NA,"COLETA: XLS: SPSFAntigo&nf;mata de encosta&nf;Subarbusto 30cm altura; fruto maduro amarelo; flores avermelhadas.&nf;Nome popular: muxita; GEOGRAFIA: Guarauzinho, Trilha dos Caçadores.;",NA,NA,"E.R.Martins","1096","24","-46.7799987792969","-24.1800003051758",NA,NA,"Itanhaém","Magnoliopsida","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:12:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"Riedel, L",NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in silvis montanis umbrosis ad Mandioca prope Rio de Janeiro.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:14:08-03","IBt","SP","290510","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"Rodrigues, RR; Souza, VC; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR; Farah, FT; Ma","1995","09",NA,"Brasil","São Paulo","Parque Estadual Jacupiranga",NA,"Arbusto, 1,8m alt., frutos",NA,NA,"Martins, ER","188","04","-48.336111","-24.638056",NA,NA,"Eldorado",NA,NA,NA,"2009","09","-48.336111","-24.638056",NA,NA,NA,"17",NA
"67","2019-11-21 10:14:08-03","IBt","SP","369997","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll.Arg.",NA,"Hashimoto, G","1986","04",NA,"Brasil","São Paulo","Parque J. Previdência",NA,"Arbusto de capoeira, de 3m alt.",NA,NA,"Martins, ER","1748","18","-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo",NA,"53584","auto","2009","09",NA,NA,NA,NA,NA,"17",NA
"68","2010-08-16 16:39:01-03","GH","HU-HERB","GH 00048577","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müller Argoviensis","Type","L. Riedel",NA,NA,"South America","Brazil",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"69","2014-09-23 10:59:05-03","G","G","G00434999","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Phyllanthus cladotrichus","Müll. Arg.","ISOTYPUS of Phyllanthus cladotrichus Müll. Arg.","Riedel, L.",NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00434999",NA,"?",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA
