"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","locality","individualCount","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","year","month","day","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber"
"53","2020-11-12 16:58:10-03","UEL","FUEL","43890","PreservedSpecimen","Plantae","Tracheophyta",NA,"Asparagales","Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Hatschbach, G","Brasil","Paraná","Cerro Azul","Rio Bom Sucesso, Mata pluvial da margem do Rio Ribeira.",NA,NA,"Koehler, S","2003",NA,NA,NA,"42563",NA,NA,NA,NA,"1979","11","22","-49.261100769043","-24.823600769043","32006",NA,"auto",NA,NA,NA,NA,NA
"54","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","funerea","Maxillaria funerea","Lindl.","Gardner, G","Brazil","Rio de Janeiro",NA,"Habitat in rupibus ad Praia Vermelha prov. Rio de Janeiro",NA,"Floret Septembri",NA,NA,NA,NA,NA,"123?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","funerea","Maxillaria funerea","Lindl.","Gardner, G","Brazil","Rio de Janeiro",NA,"Habitat in rupibus ad Praia Vermelha prov. Rio de Janeiro",NA,"Floret Septembri",NA,NA,NA,NA,NA,"123","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","Binot, PM","Brazil","Rio de Janeiro",NA,"Habitat in Brasilia verisimiliter prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","Schwacke, CAW","Brazil","Minas Gerais",NA,"in arboribus ad Serra do Discoberto prope Rio Novo prov. Minas Geraes",NA,"Floret Aprili - Septembri",NA,NA,NA,NA,NA,"11124?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","Binot, PM","Brazil","Rio de Janeiro",NA,"Habitat in Brasilia verisimiliter prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","Schwacke, CAW","Brazil","Minas Gerais",NA,"in arboribus ad Serra do Discoberto prope Rio Novo prov. Minas Geraes",NA,"Floret Aprili - Septembri",NA,NA,NA,NA,NA,"11124","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","parva","Maxillaria parva","Rolfe","Ingram, C","Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","parva","Maxillaria parva","Rolfe","Ingram, C","Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Schiller, S","Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Schiller, S","Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Leibold, FE !","Mexico",NA,NA,"in Mexico",NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Leibold, FE !","Mexico",NA,NA,"in Mexico",NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Inverarity","Guyana",NA,NA,"Etiam in Guiana anglica ad Demerara",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Barbosa Rodrigues, J","Brazil",NA,NA,"Habitat in Brasilia supra arbores loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Barbosa Rodrigues, J","Brazil",NA,NA,"Habitat in Brasilia supra arbores loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Inverarity","Guyana",NA,NA,"Etiam in Guiana anglica ad Demerara",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:52:18-03","UFRGS","ICN","031011","S","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Waechter, JL","Brasil","RS","Santa Cruz do Sul","Trombudo",NA,"Epífita com flores laranja-escuras.; Sobre tarumã á beira de rio","Waechter, JL","1978","08","17",NA,"211","América do Sul",NA,NA,"ICN00040443","1975","09","22","-52.4258003234863","-29.7175006866455","38612",NA,"auto",NA,NA,NA,NA,NA
"71","2021-02-08 12:52:18-03","UFRGS","ICN","014947","S","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Dutra, J","Brasil","RS","São Leopoldo","Quinta São Manoel",NA,"Epífita.; Mato","Waechter, JL","1978","08","17",NA,"947","América do Sul",NA,NA,"ICN00040445","1925","12",NA,"-51.1472015380859","-29.7602996826172","10287",NA,"auto",NA,NA,NA,NA,NA
"72","2021-02-08 12:52:18-03","UFRGS","ICN","034900","S","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Waechter, JL","Brasil","RS","Torres","Faxinal",NA,"Epífita com flores pardacentas.","Waechter, JL","1978","08","17",NA,"581","América do Sul",NA,NA,"ICN00040444","1977","09","03","-49.7268981933594","-29.3353004455566","20837",NA,"auto",NA,NA,NA,NA,NA
"73","2021-02-08 12:52:18-03","UFRGS","ICN","041939","S","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Waechter, JL","Brasil","RS","Torres","Limoeiro",NA,"Epifítica pendente com flores alaranjdas, salpicadas de púrpura e labelo quase pardacento.; Sobre canela-sassafraz","Waechter, JL","1978","08","17",NA,"867","América do Sul",NA,NA,"ICN00040442","1978","06","17","-49.7268981933594","-29.3353004455566","20837",NA,"auto",NA,NA,NA,NA,NA
"74","2021-02-08 12:52:18-03","UFRGS","ICN","014845","S","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb.f.","Dutra, J","Brasil","RS","São Leopoldo","Quinta São Manoel",NA,NA,NA,NA,NA,NA,NA,"845","América do Sul",NA,NA,"ICN00040441","1925",NA,NA,"-51.1472015380859","-29.7602996826172","10287",NA,"auto",NA,NA,NA,NA,NA
"75","2021-03-03 22:00:02-03","FLAS","FLAS","214903","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Mark Whitten","Brazil",NA,NA,NA,NA,"[Label footing:] Voucher for Molecular Systematics of Maxillarieae. N.H. Williams, M. Whitten.",NA,NA,NA,NA,NA,"1834",NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:13:00-03","IBt","SP","28745","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Zoéga, F","Desconhecido",NA,NA,"Sem notas de localidade",NA,NA,"Mamede, MCH","2011","03",NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:13:00-03","IBt","SP","54039","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Althausen, H","Desconhecido",NA,NA,NA,NA,NA,"Mamede, MCH","2011","03",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:13:00-03","IBt","SP","46356","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Heringer, EP","Brasil","Minas Gerais","Lavras",NA,NA,NA,"Mamede, MCH","2011","03",NA,NA,"917",NA,NA,NA,NA,"1942","02","05","-44.999698638916","-21.2453002929688","20044",NA,"auto",NA,NA,NA,NA,NA
"79","2019-12-12 10:04:02-03","IBt","SP","192494","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Hatschbach, G","Brasil","Paraná","Cerro Azul","Rio Bom Sucesso",NA,NA,NA,NA,NA,NA,NA,"42563",NA,NA,NA,NA,"1979","11","22","-49.261100769043","-24.823600769043","32006",NA,"auto",NA,NA,NA,NA,NA
"80","2019-11-21 10:13:00-03","IBt","SP","24504","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Hoehne, FC","Brasil","Paraná","Curitiba",NA,NA,NA,"Mamede, MCH","2011","03",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"-49.2731018066406","-25.4277992248535","25180",NA,"auto",NA,NA,NA,NA,NA
"81","2019-11-21 10:13:00-03","IBt","SP","54720","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Hatschbach, G","Brasil","Paraná","Paranaguá","Matinhos",NA,NA,"Mamede, MCH","2011","03","14",NA,"841",NA,NA,NA,NA,"1947","11",NA,"-48.5092010498047","-25.5200004577637","24916",NA,"auto",NA,NA,NA,NA,NA
"82","2019-11-21 10:13:00-03","IBt","SP","25637","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Spannagel, C; Hoehne, FC","Brasil","Rio de Janeiro","Petrópolis",NA,NA,NA,"Mamede, MCH","2011","03","22",NA,"195",NA,NA,NA,NA,"1928","10",NA,"-43.1786003112793","-22.5049991607666","36524",NA,"auto",NA,NA,NA,NA,NA
"83","2019-11-21 10:13:00-03","IBt","SP","24873","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Hoehne, FC","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca",NA,NA,"Mamede, MCH","2011","03",NA,NA,"251",NA,NA,NA,NA,"1916","10",NA,"-43.2075004577637","-22.9027996063232","57442",NA,"auto",NA,NA,NA,NA,NA
"84","2019-11-21 10:13:00-03","IBt","SP","253224","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Barros, F","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica, fl. 19-XI-1991",NA,NA,"Mamede, MCH","2011","05",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","37574",NA,"auto",NA,NA,NA,NA,NA
"85","2019-11-21 10:13:00-03","IBt","SP","382539","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Romanini, RP","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 16153, fl. 11-XI-2005",NA,NA,"Mamede, MCH","2011","05",NA,NA,"235",NA,NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","37574",NA,"auto",NA,NA,NA,NA,NA
"86","2019-11-21 10:13:00-03","IBt","SP","43662","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & Smiszek","Handro, O","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim",NA,NA,"Mamede, MCH","2011","07",NA,NA,"s.n.",NA,NA,NA,NA,"1937","11","04","-46.6300010681152","-23.5400009155273","53584",NA,"auto",NA,NA,NA,NA,NA
"87","2019-11-21 10:13:34-03","IBt","SP","8258","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Gehrt, A","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Sobre o paredão da estrada de ferro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"1921","12","08","-46.5299987792969","-23.6599998474121","27258",NA,"auto",NA,NA,NA,NA,NA
"88","2019-11-21 10:13:34-03","IBt","SP","25634","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","spannagelii","Maxillaria spannagelii","Hoehne","Spannagel, C","Brasil","Rio de Janeiro","Petrópolis","Meio da Serra",NA,NA,"Hoehne, FC","1930",NA,NA,"Holotype","160",NA,NA,NA,"SP002261","1928",NA,NA,"-43.1786003112793","-22.5049991607666","36524","SP002261","auto",NA,NA,NA,NA,NA
