"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"54","2019-11-01 15:15:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Goodland, R","3768A","1967","08","09","Southern America","Brasil","Minas Gerais","7 km north of Frutal on highway BR-14",NA,NA,NA,"Voucher specimen for phytosociological survey, taken from Stand 240. Common in stand; Campo sujo (very open xeromorphic scrub savanna)","UB0016903","UB0016903",NA,"Longhi-Wagner, HM","1990","05",NA,NA,"22","Frutal","-48.940601348877","-20.0247001647949","46367","auto",NA,NA,NA,NA
"55","2019-11-01 15:15:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Eiten, G; Sendullsky, T; Sendulsky, T","2850","1961","05","31","Southern America","Brasil","São Paulo","5,5km S & 1,9km E of main plaza in city of São José dos Campos (along road to Paraibuna)",NA,NA,NA,"Grass in small clumps with 3-7 flowering stems per clump; Cerrado low woodland with trees 3-5m tall 5-15m apart, scattered shrubs & grass. Soil light brown fine sandy clay","UB0016907","UB0016907",NA,"Longhi-Wagner, H","1990","05",NA,NA,"22","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","auto",NA,NA,NA,NA
"56","2019-11-01 15:15:49-03","UnB","UB","188440","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Eiten, G; Sendulsky, T","2859","1961","05","31","Southern America","Brasil","São Paulo","Disjunct cerrado of several hundred sq. km surrounded by former forest. Ca. 7 km S of main plaza of São José dos Campos, along road to Paraibuna",NA,NA,NA,"Cerrado with trees to 5 m. tall, 5-15 m. apart, plus scattered shrubs and grasses (mostly Melinus minutiflora and Aristida pallens). Soil light brown fine sandy clay","UB0016908","UB0016908",NA,"Longhi-Wagner, H","1990","05",NA,NA,"22","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","auto",NA,NA,NA,NA
"57","2019-11-01 15:15:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Eiten, G; Sendulsky, T","2859","1961","05","31","Southern America","Brasil","São Paulo","Disjunct cerrado of several hundred sq. km surrounded by former forest. Ca. 7 km S of main plaza of São José dos Campos, along road to Paraibuna",NA,NA,NA,"Cerrado with trees to 5 m. tall, 5-15 m. apart, plus scattered shrubs and grasses (mostly Melinus minutiflora and Aristida pallens). Soil light brown fine sandy clay","UB0016908","UB0016908",NA,"Longhi-Wagner, H","1990","05",NA,NA,"22","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","auto",NA,NA,NA,NA
"58","2018-02-26 18:32:38-03","UFMT","UFMT","42783","S","Plantae",NA,NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Campos, E.P.; Dalla Côrt, A.S.; Marchesin, L.; Melgar, G.F.; Silveira, G.L.","s.n.","2013","07","31",NA,"Brasil","Mato Grosso","Campus Universitário de Rondonópolis.",NA,NA,NA,"herbácea, inflorescência grande e seca, lembra rabo de gato.; Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rondonópolis","-54.578378","-16.465103",NA,NA,"-54.578378","-16.465103",NA,NA
"59","2018-11-21 20:31:11-02","UFMT","UFMT","34224","S","Plantae",NA,NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16939","1997","05","23",NA,"Brasil","Mato Grosso","Fazenda Caeté ( Parte da Fazenda Baronesa), 15 Km ESE( em linha reta) de Diamantino",NA,NA,NA,"Doação BIRD/PRODEAGRO/SEPLAN-MT; erva, ca. 1m altura; espiguetas castanhas; Savana arborizada (cerrado) sobre solo pedregoso, com trechos de canga","UFMT00034224",NA,NA,NA,NA,NA,NA,NA,NA,"Diamantino","-56.4460983276367","-14.4085998535156","134442","auto",NA,NA,NA,NA
"60","2021-02-08 12:52:34-03","UFRGS","ICN","143591","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Silva, MA","5030","2001","05","16","América do Sul","Brasil","DF","Reserva Ecológica do IBGE 15°46'41 S 47°53'07 W. Projeto Fogo","1100","1100",NA,"Doação Herbário IBGE.; Erva ca. 1,60m de altura; inflorescência palha ou verde vinácea, folhas concolores verdes e quando secas enroladas.; Campo sujo controle.",NA,NA,NA,"Longhi-Wagner, HM","2017","06",NA,NA,"28","Brasília","-47.885278","-15.944722",NA,NA,"-47.885278","-15.944722",NA,NA
"61","2021-02-08 12:52:34-03","UFRGS","ICN","159125","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Dias-Melo, R; et al.","247","2005","07","12","América do Sul","Brasil","MG","estrada para Pedras 12 km de Três Marias 18°08'38 S 45°12'32 W","550","550",NA,"Doação do Herbário RB.; Cerrado. Erva coletada na beira da estrada, em solo avermelhado, formando grandes populações.",NA,NA,NA,"Longhi-Wagner, HM",NA,NA,NA,NA,NA,"Três Marias","-45.208889","-18.143889",NA,NA,"-45.208889","-18.143889",NA,NA
"62","2021-02-08 12:52:34-03","UFRGS","ICN","103566","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Boechat, SC; Filgueiras, T","9","1994","07","18","América do Sul","Brasil","GO","Rod. GO-118, Alto Paraíso-Terezina de Goiás, a 3,2km da saída de Alto Paraíso. Em cerrado",NA,NA,NA,NA,NA,NA,NA,"Longhi-Wagner, HM","2017","04",NA,NA,"17","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,NA,NA
"63","2021-02-08 12:52:34-03","UFRGS","ICN","106609","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Longhi-Wagner, HM","2494","1993","05","22","América do Sul","Brasil","GO","Parque Nacional das Emas - Campo Limpo",NA,NA,NA,"Doação Herbário Reser. Ecol.. do IBGE - Brasilia",NA,NA,NA,"Longhi-Wagner, HM","1995","01",NA,NA,NA,"Goiás","-50.1403007507324","-15.9343996047974","63502","auto",NA,NA,NA,NA
"64","2021-02-08 12:52:34-03","UFRGS","ICN","186642","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","Longhi-Wagner, HM; Alves, RJV","7018","1999","10","09","América do Sul","Brasil","MG","Serra de São José",NA,NA,NA,"Cercanias do córrego do mangue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiradentes","-44.1781005859375","-21.1103000640869","10355","auto",NA,NA,NA,NA
"65","2021-02-08 12:52:39-03","UFRGS","ICN","093465","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Guala, G; Filgueiras","1364",NA,NA,NA,"América do Sul","Brasil","GO","Parque Nacional das Emas",NA,NA,NA,"OBS: Duplicata do IBGE",NA,NA,NA,"Longhi-Wagner, HM",NA,NA,NA,NA,NA,"Mineiros","-52.5511016845703","-17.5694007873535","100343","auto",NA,NA,NA,NA
"66","2021-02-08 12:52:39-03","UFRGS","ICN","090886","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Sendulsky, T","90","1963","03","25","América do Sul","Brasil","SP","5Km da rua Washingtom Luiz",NA,NA,NA,NA,NA,NA,NA,"Longhi-Wagner, HM","1991","06",NA,NA,"16","Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA
"67","2021-02-08 12:52:39-03","UFRGS","ICN","093430","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Sendulsky, T","90","1963","03","25","América do Sul","Brasil","SP","5Km along road Washington Luiz, entrance for Itirapina - Rio Claro (road side)",NA,NA,NA,NA,NA,NA,NA,"Longhi-Wagner, HM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:52:39-03","UFRGS","ICN","093468","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Guala, G; Filgueiras","1389",NA,NA,NA,"América do Sul","Brasil","GO","Parque Nacional das Emas",NA,NA,NA,"OBS: Duplicata do IBGE",NA,NA,NA,"Longhi-Wagner, HM","1992","01",NA,NA,"14","Mineiros","-52.5511016845703","-17.5694007873535","100343","auto",NA,NA,NA,NA
"69","2021-02-08 12:52:39-03","UFRGS","ICN","062236","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Longhi-Wagner, HM; Harley, RM; Stannard, B","s.n.","1984","11","18","América do Sul","Brasil","MG","Estrada para Conselheiro Mata a 1,5Km da Rodovia Diamantina-Curvelo",NA,NA,NA,"Doação Departamento de Botânica Universidade de São Paulo (Flora Campo Rupestre); Planta seca, rebrotando; Campo arenoso na beira da estrada",NA,NA,NA,"Longhi-Wagner, HM","1984",NA,NA,NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA
"70","2021-02-08 12:52:39-03","UFRGS","ICN","068238","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Giuletti, AM; Zappi, DC; Mello-Silva, R; Meguro, M; Gonçalvez, JCC; Giuletti, N","s.n.","1986","07","27","América do Sul","Brasil","MG","Córrego Escurinha","740","740",NA,"SPF 43750, CFCR 9848; Solo arenoso. Cerrado.",NA,NA,NA,"Longhi-Wagner, HM","1988","02",NA,NA,"10","Grão Mogol","-42.8897018432617","-16.5594005584717","67219","auto",NA,NA,NA,NA
"71","2021-02-08 12:52:39-03","UFRGS","ICN","068771","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Semir, J; Sozima, M","2720","1972","07","22","América do Sul","Brasil","MG","Km 120 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,NA,NA,"Doação Instituto de Botânica São Paulo",NA,NA,NA,"Longhi-Wagner, HM","1983","07",NA,NA,"28","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA
"72","2021-02-08 12:52:39-03","UFRGS","ICN","068770","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F; Giulietti, AM;","1804","1972","04","16","América do Sul","Brasil","MG","Km 122 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,NA,NA,"Doação Instituto de Botância São Paulo",NA,NA,NA,"Longhi-Wagner, HM","1983","12",NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA
"73","2021-02-08 12:52:39-03","UFRGS","ICN","090888","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Longhi-Wagner, HM; Harley, RM; Esteves, GL; Stannard, B; Arraes, MG","s.n.","1984","11","15","América do Sul","Brasil","MG","Km 106 - Vale da Mãe D'água, ao longo da Rodovia Belo Horizonte-Conceição do Mato Dentro",NA,NA,NA,"Doação Departamento de Botânica Universidade de São Paulo (Flora Campo Rupestre); Cerca de 80cm alt., folhas verdes, inflorescências velhas, dispersa; Encosta pedregosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA
"74","2021-02-08 12:52:39-03","UFRGS","ICN","090887","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Longhi-Wagner, HM; Harley, RM; Esteves, GL; Stannard, B; Arraes, MG","s.n.","1984","11","15","América do Sul","Brasil","MG","Vale da Mãe D'água, ao longo da Rodovia Belo Horizonte-Conceição do Mato Dentro",NA,NA,NA,"Doação Departamento de Botânica Universidade de São Paulo (Flora Campo Rupestre); Cerca de 70cm alt., folhas azuladas, folhas velhas enroladas; Solo arenoso, cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA
"75","2021-04-08 09:32:00-03","FEPAGRO","BLA","12445","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","ekmaniana","Aristida ekmaniana","Henrard","H. Longhi-Wagner","709","1978","12","08",NA,"Brasil","Rio Grande do Sul","Cerro Palomas","440","440",NA,"Habitat: Na plataforma do cerro. Sobre basalto,abundante","BLA012445",NA,NA,"B. Severo","1979","06",NA,NA,"01","Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA
"76","2019-11-21 10:14:42-03","IBt","SP","102703","S","Plantae",NA,NA,"Poaceae","Aristida","ekmanniana","Aristida ekmanniana","Henrard","Hatschbach, G; Haas, H","14012","1966","03","04",NA,"Brasil","Paraná","Rio Cajuru.",NA,NA,NA,NA,"SP040622","SP040622",NA,"Longhi Wagner, HM","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:14:45-03","IBt","SP","159743","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Davidse, G; D'Arcy, WG","10790","1976","02","28",NA,"Brasil","Minas Gerais","8 km NW of Congonhas along Highway 135 to Belo Horizonte.","970","970",NA,NA,NA,NA,NA,"Longhi Wagner, HM","1991","12",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:14:45-03","IBt","SP","180353","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Burman, AG","4","1977","07",NA,NA,"Brasil","Minas Gerais","Região da Bandeira, 12 km de Diamantina, ao sul da rodovia Diamantina - Belo Horizonte.","1400","1400",NA,NA,"SP040870","SP040870",NA,"Longhi Wagner, HM","1983","12",NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:14:45-03","IBt","SP","232622","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Burman, AG","931","1985","03","30",NA,"Brasil","Minas Gerais","Entre Bandeira e Vale do Rio Santo Antônio.",NA,NA,NA,NA,"SP040868","SP040868",NA,"Longhi Wagner, HM","1992","01",NA,NA,"02","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA
"80","2019-11-21 10:14:45-03","IBt","SP","176004","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Burman, AG; Sendulsky, T","644","1982","02","09",NA,"Brasil","Minas Gerais","Serra de Jacuba, 3 - 5 km ao norte da cidade de Diamantina.","1100","1100",NA,NA,NA,NA,NA,"Longhi Wagner, HM","1985","08",NA,NA,"02","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA
"81","2019-11-21 10:14:45-03","IBt","SP","180356","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Semir, J; Sazima, M","CFSC2720","1972","07","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 120 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,NA,"SP040871","SP040871",NA,"Longhi Wagner, HM","1983","12",NA,NA,"28","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA
"82","2019-11-21 10:14:45-03","IBt","SP","180309","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Joly, AB; et al.","CFSC1804","1972","04","16",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 122 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","1140","1140",NA,NA,NA,NA,NA,"Longhi Wagner, HM","1983","12",NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA
"83","2019-11-21 10:14:45-03","IBt","SP","101541","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Sendulsky, T","295","1966","01","03",NA,"Brasil","São Paulo","Fazenda Graciosa.",NA,NA,NA,NA,"SP040869","SP040869",NA,"Longhi Wagner, HM","1992","01",NA,NA,"03","Descalvado","-47.6100006103516","-21.8999996185303","24300","auto",NA,NA,NA,NA
"84","2019-11-21 10:14:45-03","IBt","SP","66009","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Sendulsky, T","90","1963","03","25",NA,"Brasil","São Paulo","5 km along road Washington Luiz, entrance for Itirapina-Rio Claro, (road side).",NA,NA,NA,NA,"SP040846","SP040846",NA,"Longhi Wagner, HM","1992","01",NA,NA,"03","Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA
"85","2019-11-21 10:14:45-03","IBt","SP","129833","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Eiten, G; Sendulsky, T","2859","1961","05","31",NA,"Brasil","São Paulo","5,5 km S & 1,9 km E of main plaza of São José dos Campos (along road to Paraibuna).",NA,NA,NA,NA,"SP040872","SP040872",NA,"Longhi Wagner, HM","1990","02",NA,NA,"08","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","auto",NA,NA,NA,NA
"86","2019-11-21 10:14:45-03","IBt","SP","140412","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Eiten, G; Sendulsky, T","2859","1961","05","31",NA,"Brasil","São Paulo","5,5 km S & 1,9 km E of main plaza of São José dos Campos (along road to Paraibuna).",NA,NA,NA,NA,"SP040844","SP040844",NA,"Longhi Wagner, HM","1990","02",NA,NA,"08","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","auto",NA,NA,NA,NA
"87","2019-11-21 10:14:45-03","IBt","SP","139375","S","Plantae",NA,NA,"Poaceae","Aristida","trinii","Aristida trinii","Henrard","Eiten, G; Sendulsky, T","2850","1961","05","31",NA,"Brasil","São Paulo","7 km S of main plaza of São José dos Campos, along road to Paraibuna.",NA,NA,NA,NA,NA,NA,NA,"Longhi Wagner, HM","1990","02",NA,NA,"08","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","auto",NA,NA,NA,NA
