"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","dayIdentified","class","individualCount","relatedCatalogItem"
"45","2019-10-07 09:34:10-03","UEFS","HUEFS","160238","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","P.N.de Oliveira & A.K.A.Santos","Freitas, J.G.","539","2009","06","02",NA,"Brasil","Bahia","Mucugê","Reserva do Garimpeiro, Cachoeira do Tibourtino.","-41.348333","-12.998056",NA,NA,NA,NA,"HUEFS0160238","HUEFS0160238","2011","01","41W20'54''","12S59'53''",NA,NA,NA,NA,"Rosanae",NA,NA
"46","2019-10-07 09:34:10-03","UEFS","HUEFS","26106","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","K.F.Rodrigues","Hind, D.J.N.","PCD3615","1996","07","14",NA,"Brasil","Bahia","Mucugê","Estrada Igatu-Mucugê, a 3 km de Igatu.","-42.144722","-12.898056","960","960",NA,NA,"HUEFS0026106","HUEFS0026106","2011","01","42W8'41''","12S53'53''",NA,NA,NA,NA,"Rosanae",NA,NA
"47","2019-10-07 09:34:10-03","UEFS","HUEFS","193598","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","C.van den Berg","Queiroz, L.P.de","15558","2012","06","10",NA,"Brasil","Bahia","Mucugê","Serra da Gobira, ca. 7,5 Km S da cidade de Mucugê.","-41.375278","-13.077222","1100","1450",NA,"Campo rupestre com afloramentos de quartzito","HUEFS0193598","HUEFS0193598","2015","08","41W22'31''","13S4'38''",NA,NA,NA,NA,"Rosanae",NA,NA
"48","2019-10-07 09:34:10-03","UEFS","HUEFS","202745","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","A.K.A.Santos","Lima, C.T.","345","2010","05","15",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina, Rio Tibutino, próximo a cachoeira do Tibutino.","-41.370833","-13.138333",NA,NA,NA,NA,"HUEFS0202745","HUEFS0202745","2015","01","41W22'15''","13S8'18''",NA,NA,NA,NA,"Rosanae",NA,NA
"49","2019-10-07 09:34:10-03","UEFS","HUEFS","21535","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","K.F.Rodrigues","Carvalho, A.M.de","PCD1063","1994","10","27",NA,"Brasil","Bahia","Lençóis","Chapadinha.","-41.433333","-12.45","910","910",NA,"Campo rupestre com predominância de gramíneas. Afloramentos rochosos de arenito.","HUEFS0021535","HUEFS0021535","2011","01","41W26'","12S27'",NA,NA,NA,NA,"Rosanae",NA,NA
"50","2019-10-07 09:34:10-03","UEFS","HUEFS","99630","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","A.K.A.Santos","Santos, A.K.A.","443","2005","08","16",NA,"Brasil","Bahia","Mucugê","Trilha para a mata do medonho.","-41.37","-13.03","1000","1000",NA,NA,"HUEFS0099630","HUEFS0099630","2006","06","41W22'12''","13S1'48''",NA,NA,NA,NA,"Rosanae",NA,NA
"51","2019-10-07 09:34:10-03","UEFS","HUEFS","169412","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins",NA,"Oliveira, P.N.de","10","2010","11","06",NA,"Brasil","Bahia","Mucugê","Parque Municipal de Mucugê. Trilha cachoeira do Tiburtino.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0169412","HUEFS0169412",NA,NA,NA,NA,"52493","auto",NA,NA,"Rosanae",NA,NA
"52","2020-07-23 12:12:40-03","CEPLAC","CEPEC","30035","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"A. B. Martins","R. M. Harley","22663","1980","05","27",NA,"Brasil","Bahia","seabra","Serras dos Lençóis. 7-10Km ao W Rod. Seabra/Itaberaba, prox. Ao Rio Mucugezinho.","-41.433333","-12.466667",NA,NA,NA,NA,NA,NA,NA,NA,"41W26'0","12S28'0",NA,NA,"Isótipo",NA,NA,NA,"30/12/1983"
"53","2020-07-23 12:12:40-03","CEPLAC","CEPEC","30034","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"A. B. Martins","R. M. Harley","22481","1980","05","24",NA,"Brasil","Bahia","palmeiras","Serras Lençóis. Meio e acima da rampa do Pai Inácio. Ca.15Km ao NW de Lençóis, ao N da Rod. Seabra/Itaberaba.","-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,"41W28'0","12S27'0",NA,NA,"Paratipo",NA,NA,NA,"30/12/1983"
"54","2020-07-23 12:12:40-03","CEPLAC","CEPEC","40512","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"A. B. Martins","R. M. Harley","22481","1980","05","24",NA,"Brasil","Bahia","LENÇÓIS","Serras dos Lençóis. Meio e acima da rampa do Pai Inácio, Ca. 15Km ao NW de Lençóis, ao N da Rod. Seabra/Itaberaba.","-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,"41W28'","12S27'",NA,NA,NA,NA,NA,NA,NA
"55","2020-07-23 12:12:40-03","CEPLAC","CEPEC","40601","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"J. J. Wurdack","R. M. Harley","22663","1980","05","27",NA,"Brasil","Bahia","LENÇÓIS","Serras dos Lençóis. 7-10Km ao longo da Rod. Seabra/Itaberaba, a W da Rod. p/ Lençóis, prox. Ao Rio Mucugezinho.","-41.433333","-12.466667",NA,NA,NA,NA,NA,NA,NA,NA,"41W26'","12S28'",NA,NA,NA,NA,NA,NA,NA
"56","2020-07-23 12:12:40-03","CEPLAC","CEPEC","67682","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"J. F. A. Baumgratz","A. M. de Carvalho","1063","1994","10","27",NA,"Brasil","Bahia","LENÇÓIS","Chapadinha.","-41.440278","-12.459722",NA,NA,NA,NA,NA,NA,NA,NA,"41W26'25","12S27'35",NA,NA,NA,NA,NA,NA,"30/12/1998"
"57","2020-07-23 12:12:40-03","CEPLAC","CEPEC","77381","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"J. F. A. Baumgratz","N. Hind","3615","1996","07","14",NA,"Brasil","Bahia","MUCUGÊ","A 3Km da estrada Igatu/Mucugê.","-42.144722","-12.898056",NA,NA,NA,NA,NA,NA,NA,NA,"42W8'41","12S53'53",NA,NA,NA,NA,NA,NA,"30/12/1998"
"58","2020-07-23 12:12:40-03","CEPLAC","CEPEC","37398","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii",NA,"J. J. Wurdack","G. Hatschbach","47927","1984","06","15",NA,"Brasil","Bahia","MUCUGÊ","Rio Paraguaçú.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,"30/12/1985"
"59","2015-10-01 10:27:38-03","CAS","CAS-BOT","471979","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins",NA,"Rodrigues, K. F.; Perez, A P.F.; Silva, M. J.","279","2007","3",NA,"South America","Brazil","Bahia","Mucuge","Subida para Serra do Gobira, inicio da trilha.","-41.3755555556","-13.0333333333",NA,NA,NA,"Subarbusto ca. 1 m alt., ereto. Pétalas bicolores com metade inferior amarela e parte superior vermelho-alaranjado; estames amarelos. Lat/Long on label  13°01'60S 41°21'92W ",NA,NA,NA,NA,"41° 22' 32 W","13° 02' 00 S",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"60","2015-10-01 10:26:59-03","CAS","CAS-BOT","471980","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins",NA,"Rodrigues, K. F.; Perez, A P.F.; Silva, M. J.","279","2007","3",NA,"South America","Brazil","Bahia","Mucuge","Subida para Serra do Gobira, inicio da trilha.","-41.3755555556","-13.0333333333",NA,NA,NA,"Subarbusto ca. 1 m alt., ereto. Pétalas bicolores com metade inferior amarela e parte superior vermelho-alaranjado; estames amarelos. Lat/Long on label  13°01'60S 41°21'92W ",NA,NA,NA,NA,"41° 22' 32 W","13° 02' 00 S",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"61","2019-07-18 17:50:30-03","CAS","CAS-BOT","561951","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","F. Almeda","Almeda, F.; Romero, R.; Martins, A. B.; Belinello, R.","8296","1999","5",NA,"South America","Brazil","Bahia",NA,"Estrada para Igatu, ca 23 km do trevo de Mucugê","-41.3123055556","-12.8944722222","720",NA,NA,"Subarbusto, ca. 0,8m. Corola laranja com base amarela; estames amarelos. R. Romero 5797. Material testemunho para estudos citolólogicos.",NA,NA,NA,NA,"41° 18' 44.3 W","12° 53' 40.1 S",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"62","2019-07-18 17:49:51-03","CAS","CAS-BOT","563438","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","wurdackii","Cambessedesia wurdackii","A.B.Martins","F. Almeda","Almeda, F.; Romero, R.; Martins, A. B.; Belinello, R.","8286","1999","5",NA,"South America","Brazil","Bahia",NA,"Município de Mucugê, estrada Andaraí-Mucugê, próximo ao cemitério de Mucugê, km 48","-41.3740833333","-13.0083055556","960",NA,NA,"Arbusto bastante ramificado com os ramos prostados. Corola laranja, base amarela; estames amarelos. R. Romero 5778. Material testemunho para estudos citolólogicos. Material testemunho para estudos moleculares.",NA,NA,NA,NA,"41° 22' 26.7 W","13° 00' 29.9 S",NA,NA,NA,NA,"Magnoliopsida",NA,NA
