"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus"
"49","2009-07-31 17:15:00-03","MO","MOBOT","2856103","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20863","1968","2","25","South America","Brazil","Minas Gerais",NA,"Gallery forest and adjacent wet campo, Serra do Espinhaco at Lapinha, Minas Gerais, ca. 21 km N. of Sêrro on road (MG 2) to Diamantina.",NA,NA,NA,NA,NA,NA,"R. Callejas","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2018-09-12 14:48:24-03","UNIOESTE","UNOP","8779","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Machado-Silva, T.","152","2017","02","25",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, capão de Floresta dos Arenitos.","-50.024258","-25.432917",NA,"Erva epífita, hemiepífita e terrícola, folhas verdes com nervura esbranquiçada na face adaxial e caule vináceo.",NA,NA,"Machado-Silva, T.",NA,NA,"2017","04","27",NA,NA,"-50.024258","-25.432917",NA,NA,NA
"51","2018-09-12 14:48:24-03","UNIOESTE","UNOP","9070","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Machado-Silva, T.","276","2018","05","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, mata da Fortaleza.","-50.660786","-25.389167",NA,"Erva terrícola, folha verde com nervura prateada.",NA,NA,"Machado-Silva, T.",NA,NA,"2018","05","09",NA,NA,"-50.660786","-25.389167",NA,NA,NA
"52","2018-09-12 14:48:24-03","UNIOESTE","UNOP","8983","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Machado-Silva, T.","272","2018","02","24",NA,"Brasil","Paraná","Cascavel","Distrito de São Salvador, rio São José, cachoeira secundária","-53.591558","-25.027947",NA,"Erva terrícola e epífita, folha verde com nervuras prateadas na adaxial, espiga verde com frutos laxos.",NA,NA,"Machado-Silva, T.",NA,NA,"2018","02","24",NA,NA,"-53.591558","-25.027947",NA,NA,NA
"53","2018-09-12 14:48:24-03","UNIOESTE","UNOP","9071","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Machado-Silva, T.","277","2018","05","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, mata da Fortaleza.","-50.660786","-25.389167",NA,"Erva terrícola, folha verde com nervura prateada.",NA,NA,"Machado-Silva, T.",NA,NA,"2018","05","09",NA,NA,"-50.660786","-25.389167",NA,NA,NA
"54","2020-06-15 15:31:08-03","UNESP-RC","HRCB","57154","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Lombardi",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual da Serra Nova","-42.5396995544434","-15.6097002029419",NA,NA,NA,NA,"G.M. Marcusso","844","844",NA,NA,NA,"62891","auto","42º44'35.8W","15º38'55.8S",NA,NA,NA
"55","2020-06-15 15:31:08-03","UNESP-RC","HRCB","62189","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Araújo",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual Serra Nova","-42.730833","-15.6175",NA,NA,NA,NA,"G.M. Marcusso",NA,NA,NA,NA,NA,NA,NA,"42º43'51W","15º37'03S",NA,NA,NA
"56","2020-06-15 15:31:08-03","UNESP-RC","HRCB","57054","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Lombardi",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual da Serra Nova","-42.5396995544434","-15.6097002029419",NA,NA,NA,NA,"G.M. Marcusso","834","834",NA,NA,NA,"62891","auto","42º44'20.6W","15º36'53.9S",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","3332432","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlstedt","A. Butzke","s.n.","1995","11","3","South America - Neotropics","Brazil","Campinas do Sul",NA,"Campinas do Sul",NA,NA,NA,NA,"US01331369","US01331369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"58","2020-09-12 05:00:02-03","US","US","3412004","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlstedt","R. Wasum","1077","2001","5","20","South America - Neotropics","Brazil","São Francisco de Paula",NA,"RS - 235",NA,NA,NA,NA,"US01331368","US01331368_01",NA,"830",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"59","2020-09-12 05:00:02-03","US","US","3443524","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlstedt","A. Kegler","1226","2002","1","19","South America - Neotropics","Brazil","Caxias do Sul",NA,"Forqueta",NA,NA,NA,NA,"US01331367","US01331367_01",NA,"780",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"60","2020-09-12 05:00:02-03","US","US","1194743","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlstedt","G. O. A. Malme","522","1893","1","30","South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"US00104469","US00104469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1","Isotype"
"61","2020-09-02 16:35:43-03","Cenargen","CEN","51655","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","C. B. Poliquesi","146","1993","04","28",NA,"Brasil","PR","BOCAIUVA DO SUL","Serra de Santana.","-49.1150016784668","-25.2061004638672","Exsicatas","espigas alvescentes. Doação Museu Botânico Municipal.","CEN00051655","CEN00051655","T. Macambo-Silva",NA,NA,"2017","09",NA,"61623","auto",NA,NA,NA,"1",NA
"62","2020-09-02 16:35:43-03","Cenargen","CEN","9286","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Lídio Coradin","6187","1983","06","28",NA,"Brasil","BA","JACOBINA","Rodovia Jacobina - Lage do Batata km 15.","-40.633333","-11.083333","Exsicatas","Folhas carnosas, verde na parte superior e verde-claro na parte inferior. Inflorescência verde-amarronzada.","CEN00009286","CEN00009286","E. F. Guimarães","900","900","2004",NA,NA,NA,NA,"-40.633333","-11.083333",NA,"4",NA
"63","2020-09-02 16:35:43-03","Cenargen","CEN","51670","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","J. M. Silva","1661","1996","04","09",NA,"Brasil","PR","PIRAQUARA","Serra Piramirim, estrada Itupava","-49.0633010864258","-25.4416999816895","Exsicatas","Espiga creme. Doação Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00051670","CEN00051670","T. Macambo-Silva",NA,NA,"2017","09",NA,"12577","auto",NA,NA,NA,"1",NA
"64","2020-09-02 16:35:43-03","Cenargen","CEN","51658","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","J. M. Silva","3616","2002","04","13",NA,"Brasil","SC","TURVO","Reserva Indígena de Guarapuava, Rio Marrecas.","-49.67919921875","-28.9260997772217","Exsicatas","Interior do araucarieto. Doação do Museu Botânico Municipal.","CEN00051658","CEN00051658","T. Macambo-Silva",NA,NA,"2017","09",NA,"18298","auto",NA,NA,NA,"1",NA
"65","2019-12-09 17:30:38-03","UFPR","EFC","7179","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Svolenski, A.C.; Tiepolo, G.","383","1996","08","18",NA,"Brasil","Paraná","Campo Magro","Caverna de Sumidouro","-49.5259","-25.1906",NA,"Herbácea com flores em botão.","EFC007179",NA,"Machado-Silva, T.","730","730","2017","09","05",NA,NA,"-49.5259","-25.1906",NA,NA,NA
"66","2019-12-09 17:30:39-03","UFPR","EFC","14713","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Völtz, R.R.; Vieira, R.S.; Bizarro, O.M.R.","775","2013","12","18",NA,"Brasil","Paraná","Curitiba","Capão do Cifloma","-49.2306","-25.4493",NA,"Erva epífita, crescendo próximo ao chão da Floresta Ombrófila Mista em estágio médio; inflorescências novas, esverdeadas. __COMMOM_NAME__: Erva-de-vidro","EFC014713",NA,"Machado-Silva, T.","910","910","2017","09","05",NA,NA,"-49.2306","-25.4493",NA,NA,NA
"67","2019-12-09 17:30:39-03","UFPR","EFC","14793","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Blum, C.T.","1048","2013","10","09",NA,"Brasil","Paraná","Curitiba","Capão do Cifloma","-49.24","-25.4482",NA,"Herbácea sobre tronco podre, caído; interior da Floresta Ombrófila Mista secundária em estágio médio. __COMMOM_NAME__: Erva-de-vidro","EFC014793",NA,"Machado-Silva, T.","920","920","2017","09","05",NA,NA,"-49.2400","-25.4482",NA,NA,NA
"68","2019-12-09 17:30:38-03","UFPR","EFC","11153","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Kersten, R.","847","2004","04","22",NA,"Brasil","Paraná","Araucária","Guajuvira de Cima","-49.4103012084961","-25.5930995941162",NA,"Epífita em floresta com araucária alterada, 900m s.n.m.","EFC011153",NA,"Machado-Silva, T.",NA,NA,"2016","08","15","21346","auto",NA,NA,NA,NA,NA
"69","2019-10-07 09:23:23-03","UEFS","HUEFS","141420","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Mendes, M.S.",NA,"2007","02","02",NA,"Brasil","Minas Gerais","Itabirito","Região da Geral, próximo a BR 040, Mina Várzea do Lopes.","-43.9325","-20.301667",NA,NA,"HUEFS0141420","HUEFS0141420",NA,NA,NA,NA,NA,NA,NA,NA,"43W55'57''","20S18'6''","Magnolianae",NA,NA
"70","2019-09-04 19:07:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides",NA,"P. Dusén",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]"
"71","2019-11-01 15:07:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Faria, JEQ","6319","2016","07","17","Southern America","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra de após o bairro rural de Colina","-44.765278","-22.292222",NA,"Erva rupícola, inflorescências verdes; Floresta ombrófila antropizada",NA,NA,"Machado-Silva, T","1776","1776","2017","05","13",NA,NA,"-44.765278","-22.292222",NA,NA,NA
"72","2019-11-01 15:07:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Gonçalves, EG","453","2000","03","22","Southern America","Brasil","Santa Catarina","Porto União","21 km na estrada para Matos Costa","-51.0783004760742","-26.2381000518799",NA,"Folha verde escuro, levemente aveludada adaxialmente, mais claro e brilhante abaxialmente. Rupícola; Fragmento de Floresta na encosta",NA,NA,"Machado-Silva, T",NA,NA,"2017","09","12","41804","auto",NA,NA,NA,NA,NA
"73","2014-09-23 11:02:07-03","G","G-DC","G00328418","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Candolle, C. de",NA,"1907",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00328418",NA,"CAT.HERB.PRODR.",NA,NA,"2012","01","01",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA
"74","2014-09-23 11:02:07-03","G","G-DC","G00329895","S","Plantae",NA,NA,"Piperaceae","Peperomia","jaraguana","Peperomia jaraguana","C. DC.","Usteri, A.",NA,"1907","04","14","AMERIQUE DU SUD","Brazil","São Paulo","Jaraguá",NA,"-46.78194444","-23.43916667",NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00329895",NA,"CAT.HERB.PRODR.",NA,NA,"2012","01","01",NA,NA,"-46.78194444","-23.43916667",NA,NA,"SYNTYPUS of Peperomia jaraguana C. DC."
"75","2019-11-21 10:14:15-03","IBt","SP","12619","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Edwall, G","CGG4549","1901","10",NA,NA,"Brasil","São Paulo","Serra Negra",NA,"-46.7000007629395","-22.6100006103516",NA,NA,"SP007614","SP007614","Yuncker, TG",NA,NA,"1960",NA,NA,"12188","auto",NA,NA,NA,NA,NA
