"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","class","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"48","2015-09-04 13:45:53-03","MNHN","RECOLNAT_MNHN_P","P00161291","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima","Sello",NA,NA,NA,NA,NA,"Brésil",NA,NA,"hb","donné en 1864 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161291' target='other'> <mi>dwc_moreinfo</mi></a>","P00161291","P00161291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2003-06-10 09:41:43-03","MNHN","RECOLNAT_MNHN_P","P00161292","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima","Sello",NA,NA,NA,NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161292' target='other'> <mi>dwc_moreinfo</mi></a>","P00161292","P00161292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-01-22 15:49:43-02","MNHN","RECOLNAT_MNHN_P","P00161409","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161409' target='other'> <mi>dwc_moreinfo</mi></a>","P00161409","P00161409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 14",NA,NA,NA
"51","2016-01-12 13:02:07-02","MNHN","RECOLNAT_MNHN_P","P00161410","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161410' target='other'> <mi>dwc_moreinfo</mi></a>","P00161410","P00161410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 14",NA,NA,NA
"52","2016-01-12 12:56:20-02","MNHN","RECOLNAT_MNHN_P","P00161411","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161411' target='other'> <mi>dwc_moreinfo</mi></a>","P00161411","P00161411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 14",NA,NA,NA
"53","1996-02-15 15:10:03-03","MNHN","RECOLNAT_MNHN_P","P00161412","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161412' target='other'> <mi>dwc_moreinfo</mi></a>","P00161412","P00161412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","C2 14",NA,NA,NA
"54","2016-03-09 18:11:33-03","MNHN","RECOLNAT_MNHN_P","P00393868","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Claussen",NA,NA,NA,NA,NA,"Brésil",NA,"s.loc.","xy","Cat. des bois : B 864 / Catalogue : ancienne marque de récolement ; mention en marge : 1999 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393868' target='other'> <mi>dwc_moreinfo</mi></a>","P00393868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA,NA
"55","2016-03-09 18:11:33-03","MNHN","RECOLNAT_MNHN_P","P00393871","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Claussen",NA,NA,NA,NA,NA,"Brésil",NA,"s.loc.","xy","Numéro sur le bois ou l'étiquette : 864 [2] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393871' target='other'> <mi>dwc_moreinfo</mi></a>","P00393871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P00393874","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Claussen",NA,NA,NA,NA,NA,"Brésil",NA,"s.loc.","xy","Numéro sur le bois ou l'étiquette : 864 [3] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393874' target='other'> <mi>dwc_moreinfo</mi></a>","P00393874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2006-12-12 11:23:20-02","MNHN","RECOLNAT_MNHN_P","P00547340","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,"Prov. San Paolo","hb","Spécimen d'intérêt <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00547340' target='other'> <mi>dwc_moreinfo</mi></a>","P00547340","P00547340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"714",NA,NA,NA
"58","2015-09-04 20:35:42-03","MNHN","RECOLNAT_MNHN_P","P05203836","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Riedel, L.|Langsdorff",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203836' target='other'> <mi>dwc_moreinfo</mi></a>","P05203836","P05203836_01 P05203836_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-12-14 12:16:50-02","MNHN","RECOLNAT_MNHN_P","P05232025","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232025' target='other'> <mi>dwc_moreinfo</mi></a>","P05232025","P05232025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2016-01-22 15:49:43-02","MNHN","RECOLNAT_MNHN_P","P00163125","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","paniculata","Myrcia paniculata","(Jacq.) Krug & Urb.",NA,"Schomburgk",NA,NA,NA,NA,NA,"Guyana",NA,"s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163125' target='other'> <mi>dwc_moreinfo</mi></a>","P00163125","P00163125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296",NA,NA,NA
"61","2020-12-11 11:39:26-03","UFMG","BHCB","113284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Sugiyama, M; Neto, EM","1393","1996","01","30","Southern America","Brasil","São Paulo","Área da Companhia Suzano de Papel e Celulose, Capoeira.",NA,"Árvore, 2,0m alt., botões verdes.","BHCB012847","BHCB012847","-46.310001373291","-23.5400009155273","Suzano","22625","auto",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:39:26-03","UFMG","BHCB","171681","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Barros, MJF; Nadruz, M; Santos, LAF; Couto, RS","68","2010","03","31","Southern America","Brasil","Rio de Janeiro","Serra dos Orgãos, Parque Nacional da Serra dos Orgãos, Santo aleixo, Alta Ventania. Final da rua do cemitério, trilha que passa pela casa da CEDAE, em mata ciliar.",NA,"Arbusto ca. 3m, iniciando a floração, com botões pequenos.","BHCB016331",NA,"-43.040599822998","-22.6527996063232","Magé","20531","auto",NA,"2010",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:20:44-03","UFPR","UPCB","69828","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, D.F.","Goldenberg, R.","1119","2008","05","06",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,"Árvore 3m. Frutos imaturos verde-pálidos..","UPCB0023376","UPCB0023376",NA,NA,"Cariacica",NA,NA,NA,"2016","575","575",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:20:44-03","UFPR","UPCB","69838","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, D.F.","Amorim, A.M.","7103","2008","02","15",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,"Árvore cerca 6m alt. Raque verde, pétalas e estames alvos. Material prensado em alcool..","UPCB0023377","UPCB0023377",NA,NA,"Cariacica",NA,NA,NA,"2016","600","600",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:20:44-03","UFPR","UPCB","94702","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, D.F.","Guedes, R. | Gonzaga, L.P.","546","1983","10","03",NA,"Brasil","Rio de Janeiro","Cerca de 3 km ESE de Santo Aleixo",NA,"Mata secundária de baixada. Arvoreta","UPCB0042067",NA,"-43.033333","-22.583333","Magé",NA,NA,NA,"2018",NA,NA,NA,"-43.033333","-22.583333",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:20:44-03","UFPR","UPCB","94703","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, D.F.","Guedes, R. | Gonzaga, L.P.","428","1983","10","02",NA,"Brasil","Rio de Janeiro","Cerca de 3 km ESE de Santo Aleixo",NA,"Mata secundária de baixada. Arbusto, infliurescências ainda jovens","UPCB0043256","UPCB0043256","-43.033333","-22.583333","Magé",NA,NA,NA,"2018",NA,NA,NA,"-43.033333","-22.583333",NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:20:44-03","UFPR","UPCB","94398","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, D.F.","Sugiyama, M. | Mariano Neto, E.","1393","1996","01","30",NA,"Brasil","São Paulo","Área da Cia Suzano de Papel e Celulose",NA,"Árvore 2m alt., botões verdes, capoeira","UPCB0042449","UPCB0042449","-46.310001373291","-23.5400009155273","Suzano","22625","auto",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:20:44-03","UFPR","UPCB","94711","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M.","Braga, J.M.A. | Bovini, M.G. | Figueiredo, J.R.","2454","1995","06","07",NA,"Brasil","Rio de Janeiro","Granja Monte Olivete, trilha das andorinhas, margem do afluente do Rio Bananal",NA,"Mata densa. Árvore, cerca de 5m alt. Folhas cartáceas. Frutos imaturos verdes com máculas vináceas","UPCB0042085",NA,"-42.9818992614746","-22.5372009277344","Guapimirim","21463","auto",NA,"2014","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:20:44-03","UFPR","UPCB","94397","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, D.F.","Hoehne, F.C.","(s.n.)","1931","08","10",NA,"Brasil","São Paulo","Nativa no Jardim Botânico",NA,"Árvore com flores alvas","UPCB0042450","UPCB0042450","-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:20:44-03","UFPR","UPCB","94386","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess","Kawasaki, M.L.","Jung, S.L. | De Grande D.A. | Lopes, E.A. | De Castro C.E.F.","200","1977","11","14",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga",NA,"Ca. 4,5m de altura. Flores com corola branca, calice verde e estames brancos","UPCB0043194","UPCB0043194","-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:20:44-03","UFPR","UPCB","94505","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Martuscelli, P.","155","1985","07","13",NA,"Brasil","São Paulo","Sítio Irapuã, BR 116, km 343,5",NA,"Árvore ca. 4m alt., frutos vermelhos com polpa branca e semente marrom","UPCB0042414","UPCB0042414","-47.4599990844727","-24.2800006866455","Miracatu","43974","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2011-11-21 12:42:00-02","MO","MOBOT","100430168","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","M.C. Souza","S.J. da Silva Neto|et al.","Silva Neto 3781","1996","1","13","South America","Brazil","Rio de Janeiro","Parque Nacional de Itatiaia. Ponte do Maromba, próximo margem do rio Campo Belo.",NA,NA,NA,NA,"-44.5666667","-22.25","Itatiaia",NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","10091",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","M. Sobral/2003","L. Kollmann; E. Bausen & W. Pizziolo","2228","1999","03","23",NA,"Brasil","Espírito Santo","Estação Biológica Caixa D'Água",NA,"Mata de nencosta. Arbusto 4m. Botõese brancos.","MBML010091","MBML010091","-40.6075","-19.931389","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","33712",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","M. Sobral/2008","A. M. Amorim; et al","7103","2008","02","15",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas",NA,"Árvore ca. 6m alt. Raque verde, pétalas e estames alvos. Material prensado em álcool.","MBML033712","MBML033712","-40.519444","-20.291389","Cariacica",NA,NA,NA,NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","42690",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"J. M. A. Braga; et al","3781","1996","01","13",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia. Ponte do Maromba, próximo margem do rio Campo Belo",NA,"Mata densa. Árvore, ca 5m alt., folhas cartáceas, lustrosas na face adaxial e quando jovens com a nervura central vermelha na face adaxial. Infl. com raque vinácea. Botões florais com hipâncio verde a vináceo, corola alva","MBML042690","MBML042690","-44.583333","-22.25","Itatiaia",NA,NA,NA,NA,"1050","1050",NA,"44W34'60","22S15'0",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-04 11:05:53-03","UFRB","HURB","14411","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Victor Jr., V.","649","2013","01","11",NA,"Brasil","Bahia","Serra do Papuã; APA do Pratigi",NA,NA,"HURB000014411",NA,"-39.3736000061035","-14.1641998291016","Ibirapitanga","33549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-18 11:41:00-03","UERJ","HRJ","11708","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha Grande.",NA,NA,"HRJ00011658",NA,"-44.3180999755859","-23.0067005157471","Angra dos Reis","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-18 11:49:54-03","UERJ","HRJ","12619","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Marcelo Costa","C.Y#?#. G. Manão,; V. maioli, M.N. Marinho","801","2009","11","25",NA,"Brasil","Rio de Janeiro","Ilha Grande.",NA,NA,"HRJ00012947",NA,"-44.3180999755859","-23.0067005157471","Angra dos Reis","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-09 10:13:39-03","UENF","HUENF","6595","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","M.C. Souza","Kirman","11","1998","06",NA,NA,"Brasil","Rio de Janeiro","Reserva Biológica Poço das Antas",NA,"6m de altura, coletado em morro, fruto vermelho quando maduro, goiaba","HUENF00006598",NA,"-42.268056","-22.5025","Silva Jardim",NA,NA,NA,"2019","28","28","03","42º16'5''W","22º30'9''S","26",NA,NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","532064","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","coriacea","Myrcia coriacea","(DC.) Vahl",NA,"J. Johnston","281","1903","7","6","South America - Neotropics","Venezuela","Nueva Esparta","The Island of Margarita. San Juan Mt.",NA,NA,"US03052147",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"780",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2020-09-12 05:00:02-03","US","US","2948085","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"D. Sucre & D. B. Dunn","6000","1969","9","30","South America - Neotropics","Brazil","Rio de Janeiro","Restinga de Jacarepaguá, restinga arbustiva situada no trecho da Estrada BR 6 - Jacarepaguá",NA,NA,"US01892297","US01892297_01 US01892297_02","-43.2075004577637","-22.9027996063232","Rio de Janeiro","57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"82","2019-11-13 11:27:04-03","USP","SPF","204792","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Souza, MC","Braga, JMA","3781","1996","01","13",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia",NA,NA,"SPF00204792",NA,"-44.566667","-22.25","Itatiaia",NA,NA,NA,"2004","1050","1050","12","-44.566667","-22.25",NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 18:28:59-03","USP","SPF","223074","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M","Santos, MF","806","2012","01","13",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Trilha para a Cachoeira Bela Vista e os Três Picos.",NA,"Arvoreta, 5 m alt. Ramo com descamação vinácea a marrom. Folha imatura avermelhada. Ráquis da inflorescência verde. Pedicelo verde. Hipanto, cálice e corola verdes. Material armazenado em sílica-gel.; Na beira da trilha, no sub-bosqu","SPF00223074",NA,"-44.607222","-22.434167","Itatiaia",NA,NA,NA,"2018",NA,NA,"04","-44.607222","-22.434167",NA,NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:34:52-03","UEFS","HUEFS","86657","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptromyrcia","paniculata","Calyptromyrcia paniculata","O.Berg",NA,"Sem coletor","689","1822","08",NA,NA,"Brasil",NA,NA,NA,NA,"HUEFS0086657",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-22 16:09:04-03","UEFS","HUEFS","86658","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptromyrcia","paniculata","Calyptromyrcia paniculata","O.Berg",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUEFS0086658",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA
"86","2019-10-07 09:35:38-03","UEFS","HUEFS","176594","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Braga, J.M.A.","3781","1996","01","13",NA,"Brasil","Rio de Janeiro","Parque Nacional de Itatiaia. Ponte do Maromba, próximo a margem do rio Campo Belo.",NA,NA,"HUEFS0176594","HUEFS0176594","-44.566667","-22.25","Itatiaia",NA,NA,"Rosanae",NA,"1050","1050",NA,"44W34'0''","22S15'0''",NA,NA,NA,NA,NA,NA,NA
"87","2019-10-07 09:35:38-03","UEFS","HUEFS","86911","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Saint-Hilaire, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"HUEFS0086911",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-04 11:17:34-03","UEFS","HUEFS","81396","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","paniculata","Myrcia paniculata",NA,NA,"Barros, R.B.","5","2002","05","27",NA,"Brasil","Paraíba","Reserva Biológica Guaribas, Área II",NA,"Transição mata-tabuleiro.","HUEFS0081396","HUEFS0081396","-35.166667","-6.716667","Mamanguape",NA,NA,"Rosanae",NA,NA,NA,NA,"35W10'0''","6S43'0''",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-04 11:17:34-03","UEFS","HUEFS","81397","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","paniculata","Myrcia paniculata",NA,NA,"Barros, R.B.","12","2002","06","29",NA,"Brasil","Paraíba","Reserva Biológica Guaribas, Área II",NA,"Tabuleiro.","HUEFS0081397","HUEFS0081397","-35.166667","-6.716667","Mamanguape",NA,NA,"Rosanae",NA,NA,NA,NA,"35W10'0''","6S43'0''",NA,NA,NA,NA,NA,NA,NA
"90","2019-09-05 14:20:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","acetosans","Aulomyrcia acetosans",NA,NA,"L. C. Richard",NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA
"91","2019-09-04 18:47:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptromyrcia","cymosa","Calyptromyrcia cymosa",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"92","2019-01-23 11:02:35-02","F","FMNH-SEEDPLANTS","V0064881F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptromyrcia","cymosa","Calyptromyrcia cymosa",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0064881F","V0064881F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"93","2019-09-04 18:50:03-03","F","FMNH-SEEDPLANTS","V0064882F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptromyrcia","cymosa","Calyptromyrcia cymosa minor",NA,NA,"F. Sellow","256",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0064882F","V0064882F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"minor","Possible type",NA,NA,NA,NA
"94","2019-09-04 18:50:03-03","F","FMNH-SEEDPLANTS","V0064882F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptromyrcia","cymosa","Calyptromyrcia cymosa minor",NA,NA,"F. Sellow","256",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0064882F","V0064882F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"minor","Possible type",NA,NA,NA,NA
"95","2019-09-05 14:20:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","acetosans","Eugenia acetosans",NA,NA,"L. C. Richard",NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"96","2019-01-23 11:01:48-02","F","FMNH-SEEDPLANTS","V0065059F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","acetosans","Eugenia acetosans",NA,NA,"L. C. Richard",NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,NA,"V0065059F","V0065059F_01","-52.9708","3.8558",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"97","2019-01-23 11:01:48-02","F","FMNH-SEEDPLANTS","V0065060F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","acetosans","Eugenia acetosans",NA,NA,"L. C. Richard",NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,NA,"V0065060F","V0065060F_01","-52.9708","3.8558",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
