"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","infraspecificEpithet","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem","sex"
"44","2020-10-22 10:34:28-03","EPAMIG","PAMG","11038","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","M. Brandão","11051","1985","03","26",NA,"Brasil",NA,NA,"Uma duplicata",NA,NA,"Fabales","(Benth.) Barneby",NA,"Minas Gerais","Trevão, margens do Córrego Fundo",NA,"var. desmodioides","V.F. Dutra","Ituiutaba","-49.463611","-18.965278","531","531","2008","49° 27' 49W","18° 57' 55S","02","12",NA,NA,NA,NA,NA,NA,NA
"45","2020-10-22 10:34:28-03","EPAMIG","PAMG","36242","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","M. Brandão","22361",NA,NA,NA,NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","(Benth.) Barneby",NA,"Minas Gerais","Citrolândia, Fazenda São Judas Tadeu, pasto das novilhas",NA,"var. desmodioides","V.F. Dutra","Betim","-44.199167","-19.9675","817","817","2008","44° 11' 57W","19° 58' 3S","02","12",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-22 10:34:28-03","EPAMIG","PAMG","25741","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","M. Brandão","18136","1991","01","25",NA,"Brasil",NA,NA,"Área brejosa. Unicata",NA,NA,"Fabales","(Benth.) Barneby",NA,"Minas Gerais","Proximidades da Represa",NA,"var. desmodioides","V.F. Dutra","São Simão","-50.542778","-18.989444","460","460","2008","50° 32' 34W","18° 59' 22S","02","12",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:10:11-03","ESALQ","ESA","69339","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skineri","Mimosa skineri","Hatschbach, G. et al.","70334.0","2000","02","18",NA,"Brasil",NA,NA,NA,"ESA069339","Magnoliophyta",NA,"Benth.",NA,"Goiás",NA,"ESA069339",NA,NA,"Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,"2000",NA,NA,"01","01","58154","auto",NA,NA,NA,NA,NA
"48","2021-04-06 09:00:34-03","UFPI","TEPB","6937","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","skinneri","Mimosa skinneri","W. D. STEVENS",NA,"1979","10","08",NA,"Nicarágua",NA,NA,"Roadside, procumbent, leaves sensitive, heads pale pink-purple.",NA,NA,NA,"Benth.",NA,"Boaco","Departamento BOACO: N slope of Cerro Mombachito and adjacent plain, between Cerro and main road (Boaco-Camoapa); pastures with scattered trees and coffee plantations",NA,NA,"R. Grether",NA,"-85.55","12.4","80","80","1982","85°33'W","12°24'N","01","01",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-12 01:35:47-03","UFPI","TEPB","3317","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","skinneri","Mimosa skinneri","M. Sousa","12711","1983","11","26",NA,"Costa Rica",NA,NA,"Herbácea perenne, arrocetada postrada",NA,NA,NA,"Benth.",NA,NA,"Guanacaste: al E de Santa Rita, em el camino a Murciélago",NA,NA,"R. Grether",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-19 10:23:50-03","CPAP","CPAP","16166","PreserverdSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Hatschbach, G.","62702","1995","05","13",NA,"Brasil",NA,NA,"Prostrada. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo. SUBSTRATO: solo rochoso. RELEVO: .",NA,NA,NA,"Benth.",NA,"MT","Córrego Buruti",NA,NA,"R. Barneby","Arenapolis","-56.8460998535156","-14.4503002166748",NA,NA,"1995",NA,NA,NA,NA,"25121","auto",NA,NA,NA,NA,NA
"51","2020-11-19 10:23:50-03","CPAP","CPAP","16164","PreserverdSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Hatschbach, G.","62698","1995","05","12",NA,"Brasil",NA,NA,"Prostrada. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Benth.",NA,"MT","Rodovia BR-364, Chapada dos Parecis, 50-70Km O do trevo para Arenápolis",NA,NA,"R. Barneby","Diamantino","-56.4460983276367","-14.4085998535156",NA,NA,"1995",NA,NA,NA,NA,"134442","auto",NA,NA,NA,NA,NA
"52","2020-12-20 21:17:38-03","UFV","VIC","30096","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Oliveira, G.C.","33","2002","01","26",NA,"Brasil",NA,NA,"Vereda. Herbácea ca. 0,3m. Rosa claro.","VIC030096",NA,NA,"(Benth.) Barneby",NA,"Minas Gerais","Fazenda Rio das Pedras, à 300m da BR-497, Na altura do Km 5.","VIC030096","desmodioides","Dutra, V.F.","Uberlândia","-48.363361","-18.950444",NA,NA,"2005","-48.363361","-18.950444","07","28",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:17:38-03","UFV","VIC","30097","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Oliveira, G.C.","1445","2002","10","29",NA,"Brasil",NA,NA,"Vereda. Rasteira. Rosa claro.","VIC030097",NA,NA,"(Benth.) Barneby",NA,"Minas Gerais","Fazenda Rio das Pedras, à 300m da BR-497, Na altura do Km 5.","VIC030097","desmodioides","Dutra, V.F.","Uberlândia","-48.363361","-18.950444",NA,NA,"2005","-48.363361","-18.950444","07","28",NA,NA,NA,NA,NA,NA,NA
"54","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0036633","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","G. Hatschbach; M. Hatschbach, J. M. Silva","60344","1994","2","11",NA,"Brazil",NA,NA,"Prostrada, ramo central ereto, caule avermelhado; flor rosada.",NA,"Magnoliophyta","Fabales","Benth.",NA,"Tocantins","Rodovia Campos Belos a Taguatinga, 5 km S de Novo Alegre (mun. Arraias).",NA,NA,"R. Barneby",NA,"-46.561286","-12.927874","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-27 13:48:58-03","UFS","ASE","40456","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Cardoso, A; Silva, SS; Cordeiro, MN","2235","2017","05","02","Southern America","Brasil",NA,NA,"Erva ereta, crescendo sobre canga, flor rosa, fruto rosado.","ASE0041977","Magnoliophyta",NA,"Benth.",NA,"Pará","Pequizeiro Oeste. Ferricrete 1",NA,NA,"Cardoso, A","Conceição do Araguaia","-49.2642","-7.5852",NA,NA,"2017","-49.2642","-7.5852","05","21",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-27 13:48:58-03","UFS","ASE","22125","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Queiroz, LP; Costa, JA; Stapf, MN; Souza, EB","10522","2005","04","21","Southern America","Brasil",NA,NA,"Erva decumbente a prostado. Folhas de fechamento rápido com folíolos membranáceos. Flores com filetes rosa-choque. Frutos imaturos verdes. DNA.Foto. Solo arenoso.; Erva decumbente a prostado. Folhas de fechamento rápido com folíolos m","ASE0008399","Magnoliophyta",NA,"Benth.",NA,"Mato Grosso","Chapada dos Parecis, próximo a Parecis, Mt-160, Cerca de 5 km. W de Parecis em direção a Campo Novo dos Parecis.","ASE0008399",NA,"Simon, M","Diamantino","-56.975","-15.538889",NA,NA,"2006","-56.975","-15.538889","03",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:31:02-03","UNICAMP","UEC","203110","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Silva, JS","1112","2012","05","09",NA,"Brazil",NA,NA,"Subarbusto decumbente.Fruto marrom.Mat. Coletado:Exsicatas.Duplicatas:1.; Beira de estrada.","UEC169741","Magnoliopsida",NA,"(Benth.) Barneby",NA,"Tocantins","Natividade-TO.Natividade-Pindorama em direção a Pindorama.",NA,"desmodioides","Simon, MF","Natividade","-47.715278","-11.482222","338","338","2013","-47.715278","-11.482222","10",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:14:26-03","UNICAMP","UEC","43956","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Morellato-Fonzar, LPC","18371","1985","07","27",NA,"Brazil",NA,NA,"Erva 40 cm. de altura; flores lilazes.",NA,"Magnoliopsida",NA,"(Benth.) Barneby",NA,"Pará","Canga.",NA,"desmodioides","Silva, JS","Serra Norte",NA,NA,NA,NA,"2009",NA,NA,"06","08",NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:14:26-03","UNICAMP","UEC","137572","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri skinneri","Ishiki, M; Sartori, A; Fortunato, R","2255","1998","10","27",NA,"Mexico",NA,NA,"Cañada con arboles pequeños rodeada por pendientes fuertes de pastizal con Pinus oocarpa. Flor azul. Población al costado del camino.",NA,"Magnoliopsida",NA,"Benth.",NA,"Oaxaca","Caminho a St. María Chimalapa, a la base de las lomas al NE del pueblo.",NA,"skinneri","Silva, JS","Ixtaltepec","-94.854167","16.7375",NA,NA,"2009","-94.854167","16.7375","05","22",NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:14:26-03","UNICAMP","UEC","7220","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7401","1978","04","18",NA,"Brazil",NA,NA,"Subarbusto, prostrado; flores lilases.",NA,"Magnoliopsida",NA,"(Benth.) Barneby",NA,"Minas Gerais","km 103 da Rodovia Prata / Itumbiara.",NA,"desmodioides","Silva, JS","Prata","-48.9241981506348","-19.3071994781494",NA,NA,"2009",NA,NA,"06","08","56565","auto",NA,NA,NA,NA,NA
"61","2020-10-14 10:01:44-03","FURB","FURB","48616","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Fonseca, M.L.; Mendonça, R.C.; Oliveira, F.C.A. & Cardoso, E.","3215","2002","03","14",NA,"Brasil",NA,NA,NA,"FURB48616",NA,NA,"Benth.",NA,"Goiás","Cerca de 2 km da cidade de Corumbá.","FURB48616",NA,"Fonseca, ML","Cocalzinho de Goiás","-48.7713889","-15.8091667","1130","1130","2002","-48.7713889","-15.8091667","06",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-16 17:52:15-03","UCS","HUCS","15967","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.","70334","2000","02","18",NA,"Brasil",NA,NA,"cerrado, beira da estrada",NA,"Angiospermae","Fabales","(Benth.) Barneby",NA,"Goiás",NA,NA,"desmodioides","Cordeiro, J.; Ribas, O.S.","Colinas do Sul","-48.0783004760742","-14.1513996124268","500","500","2000",NA,NA,NA,NA,"58154","auto",NA,NA,NA,NA,NA
"63","2019-02-21 19:34:12-03","UNEMAT","HERBAM","1286","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Sasaki, D.; Nascimento, J.; Henicka, G.S.; Monteiro, M. & Piva, J.H.","1353","2007","01","21",NA,"Brasil",NA,NA,NA,"HERBAM001286",NA,NA,"Benth.",NA,"Mato Grosso","Parque Estadual Cristalino, Afloramento rochoso circundado por mata decidual.",NA,NA,"Ramos, JF","Novo Mundo","-55.914444","-9.583611","306","306","2007","-55.914444","-9.583611","03",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-02-25 16:14:52-03","UNEMAT","HERBAM","14724","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Engels, M.E.; Bronholi, A.Z. & Berticelli, L.","5712816ACopel5","2015","02","05",NA,"Brasil",NA,NA,NA,"HERBAM014724",NA,NA,"Benth.",NA,"Mato Grosso","Resgate de FLORA da UHE Colíder, Lote G de supress",NA,NA,"Engels, ME","Itaúba","-55.2764015197754","-11.0616998672485",NA,NA,"2015",NA,NA,NA,NA,"111180","auto",NA,NA,NA,NA,NA
"65","2019-03-16 13:31:05-03","UNEMAT","HERBAM","7647","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Soares, C.R.A.; Benetti, F.C.; Damasceno, A.S.V.; Moura, V.A.; Gusmão, E. & Bitencourt, E.F.","Roxo 845249","2012","02","07",NA,"Brasil",NA,NA,NA,"HERBAM007647",NA,NA,"Benth.",NA,"Mato Grosso","Afloramento Rochoso.",NA,NA,"Silva, DR","Paranaíta","-56.783056","-9.346944","224","224","2016","-56.783056","-9.346944","02","10",NA,NA,NA,NA,NA,NA,NA
"66","2020-04-27 16:09:59-03","UFES","VIES","38419","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Pereira-Silva, G.; Pereira-Silva, G.; Pereira, J.B.; Jesus, J.A.; Carvalho-Silva, M. & Santos, S.","5920","2002","02","21",NA,"Brasil",NA,NA,NA,"VIES038419",NA,NA,"Benth.",NA,"Tocantins","Eixo A da barragem São Salvador.","VIES038419",NA,"Dutra, V.F.","São Salvador do Tocantins","-48.2355995178223","-12.7435998916626","25","25","2008",NA,NA,"10",NA,"58349","auto",NA,NA,NA,NA,NA
"67","2019-08-16 08:39:30-03","UTFPR","HCF","12579","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","M.G. Caxambu","4719","2013","08","16",NA,"Brasil",NA,NA,"erva armada com acúleos, reptante, heliófita. Flores rosas. frutos imaturos verdes.",NA,NA,NA,"Benth.",NA,"MG","Fazenda Nova",NA,NA,"O.S. Ribas","São José da Barra","-46.21825","-20.720889","803","803","2015","46°13'05,7 W","20°43'15,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-16 08:39:30-03","UTFPR","HCF","10449","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","M.G. Caxambu","3900","2012","03","07",NA,"Brasil",NA,NA,"erva reptante, heliófita. Capítulos rosas. (1° registro para o Paraná).",NA,NA,NA,"Benth.",NA,"PR","cerrado alterado",NA,NA,"J. Cordeiro & E. Barboza","Tuneiras do Oeste","-52.758056","-23.912972","501","501","2012","52°45'29 W","23°54'46,7 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:27:32-03","MBM","MBM","383540","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Vaz, J.; Barboza, E.; Brotto, M.L.; Vaz, J.","4988","2013","04","22","Southern America","Brazil",NA,NA,"Erva prostrada; flores rosas e frutos verdes.; Margem de estrada.","MBM383540",NA,NA,"Benth.",NA,"Goiás","Rodovia GO-110","MBM383540",NA,"Morales, M.","São Domingos","-46.567833","-13.688667","525","525","2014","-46.567833","-13.688667","04",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:27:32-03","MBM","MBM","101487","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Irwin, H.S.; et al.; et al.","18869",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM101487",NA,NA,"(Benth.) Barneby",NA,"Goiás","Rodovia para Niquelândia, Rio Maranhão","MBM101487","desmodioides","Barneby, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:27:32-03","MBM","MBM","101489","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Irwin, H.S.; et al.; et al.","21366",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM101489",NA,NA,"(Benth.) Barneby",NA,"Goiás","Guará, ca. 18km S","MBM101489","desmodioides","Barneby, R.","Guará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:27:32-03","MBM","MBM","101490","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Irwin, H.S.; et al.; et al.","21200",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM101490",NA,NA,"(Benth.) Barneby",NA,"Goiás","Araguaína, ca. 15km S","MBM101490","desmodioides","Barneby, R.","Araguaína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:27:32-03","MBM","MBM","270737","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Simon, M.; et al.; et al.","427","2001","05","11","Southern America","Brazil",NA,NA,NA,"MBM270737",NA,NA,"(Benth.) Barneby",NA,"Tocantins","Estrada para Natividade","MBM270737","desmodioides","Simon, M.","Ponte Alta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:27:32-03","MBM","MBM","388904","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Caxambu, M.G.","3900","2012","03","07","Southern America","Brazil",NA,NA,"Erva reptante, heliófita. Capítulos rosas.; Relevo: suave-ondulado. Savan (cerrado sensu stricto).","MBM388904",NA,NA,"(Benth.) Barneby",NA,"Paraná",NA,"MBM388904","desmodioides","Ribas, O.S.","Tuneiras do Oeste","-52.758056","-23.912972","501","501","2012","-52.758056","-23.912972","10","03",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:27:32-03","MBM","MBM","399610","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Caxambu, M.G.","4719","2013","08","16","Southern America","Brazil",NA,NA,"Erva armada com acúleos, reptante, heliófita. Flores rosas. Frutos imaturos verdes.; Relevo: suave-ondulado.","MBM399610",NA,NA,"(Benth.) Barneby",NA,"Minas Gerais","Fazenda Nova","MBM399610","desmodioides","Ribas, O.S.","São José da Barra","-46.21825","-20.720889","803","803","2015","-46.21825","-20.720889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:27:32-03","MBM","MBM","246941","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","70334",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM246941",NA,NA,"(Benth.) Barneby",NA,"Goiás","Rodovia para Niquelândia, km 10-15","MBM246941","desmodioides","Cordeiro, J.; Ribas, O.S.","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,NA,NA,NA,NA,NA,"58154","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:27:32-03","MBM","MBM","164629","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59854",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM164629",NA,NA,"(Benth.) Barneby",NA,"Minas Gerais","Rod. BR-050, 6km S de Araguari","MBM164629","desmodioides","Vanni, R.","Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:27:32-03","MBM","MBM","101488","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Anderson, W.R.","6814",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM101488",NA,NA,"(Benth.) Barneby",NA,"Goiás","Monte Alegre de Goiás, ca. 24km SW","MBM101488","desmodioides","Barneby, R.","Monte Alegre de Goiás","-46.9006004333496","-13.2564001083374",NA,NA,NA,NA,NA,NA,NA,"53634","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:27:32-03","MBM","MBM","246942","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","69976",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM246942",NA,NA,"(Benth.) Barneby",NA,"Goiás","Rod. GO-139, Santa Maria do Passa Quatro","MBM246942","desmodioides","Cordeiro, J.; Ribas, O.S.","Vianópolis","-48.5163993835449","-16.7418994903564",NA,NA,NA,NA,NA,NA,NA,"43219","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:27:32-03","MBM","MBM","180901","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62702",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM180901",NA,NA,"(Benth.) Barneby",NA,"Mato Grosso","Córrego Buriti","MBM180901","desmodioides","Barneby, R.","Arenápolis","-56.8460998535156","-14.4503002166748",NA,NA,NA,NA,NA,NA,NA,"25121","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:27:32-03","MBM","MBM","180898","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62698",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM180898",NA,NA,"(Benth.) Barneby",NA,"Mato Grosso","Rod. BR-247, Chapada dos Parecis, 50-70km O do trevo para Arenápolis","MBM180898","desmodioides","Barneby, R.","Diamantino","-56.4460983276367","-14.4085998535156",NA,NA,NA,NA,NA,NA,NA,"134442","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:27:32-03","MBM","MBM","164606","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60344",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM164606",NA,NA,"(Benth.) Barneby",NA,"Tocantins","Rodovia Campos Belos a Taguatinga, 5km S de Novo Alegre","MBM164606","desmodioides","Vanni, R.","Arraias","-46.9383010864258","-12.9314002990723",NA,NA,NA,NA,NA,NA,NA,"66446","auto",NA,NA,NA,NA,NA
"83","2020-10-01 14:20:26-03","JBB","HEPH","16175","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Proença, CEB; et al.","1824","1997","11","11","Southern America","Brasil",NA,NA,"Esteril",NA,"Dicotyledon","Fabales","(Benth.) Barneby",NA,"Tocantins","7 km ao sul de Guripi",NA,"desmodioides","Simon, MF","Gurupi","-50.166667","-11.716667",NA,NA,"2000","-50.166667","-11.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-01 14:20:26-03","JBB","HEPH","16174","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Simon, MF; et al.","127","1999","02","06","Southern America","Brasil",NA,NA,"Frequente",NA,"Dicotyledon","Fabales","(Benth.) Barneby",NA,"Tocantins","Estrada de Nova Olinda a Palmeirante",NA,"desmodioides","Simon, MF","Nova Olinda","-48.372222","-7.357222",NA,NA,"1999","-48.372222","-7.357222","03",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-01 14:20:26-03","JBB","HEPH","9707","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Bucci, FFB; Jesus, FPR de","128","1994","03","17","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Fabales","Benth.",NA,"Tocantins","Serra do Lageado. Cachoeira do Córrego Taquarussú",NA,NA,"Simon, MF","Palmas","-48.190556","-10.304722",NA,NA,"1998","-48.190556","-10.304722","01","28",NA,NA,NA,NA,NA,NA,NA
"86","2020-10-01 14:20:26-03","JBB","HEPH","16170","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Simon, MF; et al.","93","1999","02","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Fabales","(Benth.) Barneby",NA,"Tocantins","Estrada Arraias Palmas",NA,"desmodioides","Simon, MF","Arraias","-46.95","-12.9","630","630","1999","-46.95","-12.9","03",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-01 14:20:26-03","JBB","HEPH","16171","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Lima, JCM; Simon, MF","46","1999","02","03","Southern America","Brasil",NA,NA,"Comum na beira da estrada",NA,"Dicotyledon","Fabales","(Benth.) Barneby",NA,"Tocantins","5km ao sul de Guaraí à esquerda da Belém Brasília",NA,"desmodioides","Simon, MF","Guaraí","-48.508889","-8.891667","335","335","1999","-48.508889","-8.891667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:36:17-03","UFMG","BHCB","137673","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Pivari, MOD; Silva, LVC; Arruda, AJ","1486","2010","02","17","Southern America","Brasil",NA,NA,"Ambiente úmido.","BHCB027875","Dicotyledon",NA,"Benth.",NA,"Pará","Floresta Nacional de Carajás, S11B.",NA,NA,NA,"Canaã dos Carajás","-50.427778","-6.341944","820","820",NA,"-50.427778","-6.341944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:36:17-03","UFMG","BHCB","140748","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Arruda, AJ; Marino, F; Almeida, TE; Megale, ME","277","2010","06","29","Southern America","Brasil",NA,NA,"Mata baixa.","BHCB027876","Dicotyledon",NA,"Benth.",NA,"Pará","Floresta Nacional de Carajás, S11A.",NA,NA,NA,"Canaã dos Carajás","-50.452778","-6.320833","690","690",NA,"-50.452778","-6.320833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:36:17-03","UFMG","BHCB","142861","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Pivari, MOD; Silva, LVC; Santos, AO; Arruda, AJ; Silva, DF","1541","2010","05","21","Southern America","Brasil",NA,NA,"Ambiente úmido.","BHCB027877","Dicotyledon",NA,"Benth.",NA,"Pará","Floresta Nacional de Carajás, S11A.",NA,NA,NA,"Canaã dos Carajás","-50.452778","-6.318611","820","820",NA,"-50.452778","-6.318611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:36:17-03","UFMG","BHCB","192044","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Mattos, CMJ; Lima, HC de; Silva, DF; Moraes, EC","105","2015","05","02",NA,"?",NA,NA,"Flores róseas, frutos imaturos verdes, maduros castanho-claros.; erva ereta.","BHCB192044","Dicotyledon",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,"-50.209167","-6.043333","662","662","2015","-50.209167","-6.043333","05","02",NA,NA,NA,NA,NA,NA,NA
