"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"93","2021-03-19 11:42:06-03","UEFS","HUEFS","229339","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Martinelli, G.","18615","2015","05","29",NA,"Brasil","Mato Grosso","Barão de Melgaço","RPPN SESC Pantanal. Entre a margem do Rio Cuiabá e Posto Espírito Santo, campos arbustivos alagados e matas alagadas","-56.297778","-16.514722","111",NA,"Campos e matas inundadas.","HUEFS0229339",NA,NA,"56W17'52''","16S30'53''","111","2021","02",NA,"Rosanae",NA,NA,NA,NA,NA
"94","2020-05-08 11:12:21-03","UEFS","HUEFS","9928","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Pott, A.","1317","1984","08","08",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.466667","-19.183333","90",NA,NA,"HUEFS0009928",NA,"HUEFS0009928","57W28'","19S11'","90",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"95","2020-05-08 11:12:21-03","UEFS","HUEFS","9929","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Shepherd, G.J.","7515","1978","04","21",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"300",NA,NA,"HUEFS0009929",NA,NA,NA,NA,"300",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"96","2020-05-08 11:12:21-03","UEFS","HUEFS","241114","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Snak, C.","828","2012","04","07",NA,"Brasil","Paraná","Guaíra","Parque Nacional de Ilha Grande. Ilha do Rio Paraná.","-54",NA,"217",NA,NA,"HUEFS0241114","L.P.Queiroz",NA,"54W","24S3'73''","217","2018","10",NA,"Rosanae",NA,NA,NA,NA,NA
"97","2020-05-08 11:12:21-03","UEFS","HUEFS","11820","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Cervi, A.C.","3288","1991","08","22",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,"HUEFS0011820",NA,"HUEFS0011820",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"295160","auto",NA,NA
"98","2020-05-08 11:12:21-03","UEFS","HUEFS","9926","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Gasparini, M.L.",NA,"1984","10","01",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,"HUEFS0009926",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,"295160","auto",NA,NA
"99","2020-05-08 11:12:21-03","UEFS","HUEFS","161611","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Boaretto, A.G.","260","2007","08","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque (Porto da Manga).","-57.6533012390137","-19.0091991424561",NA,NA,NA,"HUEFS0161611",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,"295160","auto",NA,NA
"100","2018-05-14 16:11:40-03","F","FMNH-SEEDPLANTS","V0349363F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii",NA,"E. Hassler","7236","1901","8",NA,"South America","Paraguay","Concepción",NA,NA,"-57","-23",NA,NA,NA,"V0349363F","RRC ID Flag","V0349363F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"7236"
"101","2020-07-23 12:07:30-03","CEPLAC","CEPEC","66517","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii",NA,"A. C. Cervi","3288","1991","08","22",NA,"Brasil","Mato Grosso","CORUMBÁ","Estr. da Manga, prox. ao Rio Negro.",NA,NA,NA,NA,NA,NA,"L. P. de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA,NA,NA,NA
"102","2019-07-03 20:06:25-03","UEM","HUEM","16206","S","Plantae",NA,NA,"Leguminosae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Ma.C.Souza","3162","1999",NA,NA,NA,"Brasil","Paraná",NA,"rio Paraná",NA,NA,NA,NA,"Trepadeira; flores de col. roxa.","HUEM000005600","Ma.C.Souza","HUEM000005600",NA,NA,NA,"2013","05",NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 17:29:07-03","UEM","HUEM","18178","S","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","A.C.Carrito; colaboradores","s.n.","1994","02","21",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Ilha Carioca","-53.345194","-22.789056",NA,NA,"Solo seco sujeito a alagamento. Trepadeira. Flor coloração roxa. Frequente no local.; Trepadeira. Flor coloração roxa.; Solo seco sujeito a alagamento.","HUEM000026065","Romagnolo, MB; Gonçalves, LC",NA,"-53.345194","-22.789056",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 17:29:07-03","UEM","HUEM","26169","S","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Bento Fernandes, CE; Rosado; Pulzatto, MM; Pacifico, RB; S.Rodrigues","259","2013","05","22",NA,"Brasil","Mato Grosso do Sul","Taquarussu","canal Corutuba","-53.362833","-22.755556","217",NA,"Liana. Botões florais coloração roxo escuro, flores roxas; pendente sobre o canal.","HUEM000026063",NA,NA,"-53.362833","-22.755556","217",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-04 17:29:07-03","UEM","HUEM","26667","S","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Pacifico, RB; Rosado; Pulzatto, MM; Bento Fernandes, CE; S.Rodrigues","118","2013","05","23",NA,"Brasil","Mato Grosso do Sul","Batayporã","rio Baía, lagoa Maria Luiza","-53.221","-22.677389","239",NA,"Trepadeira vigorosa.","HUEM000026064",NA,NA,"-53.221","-22.677389","239",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-17 17:07:09-03","UEM","HUEM","36444","S","Plantae",NA,NA,"Leguminosae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","S.R.Slusarski; colaboradores","572","2007","05","23",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Margem da Ilha do Aurélio. Solo úmido com material em decomposição.","-53.2710990905762","-22.2952995300293",NA,NA,"Liana. Frutos imaturos coloração verde e frutos maturos coloração marrom.","HUEM000028649","Ma.C.Souza",NA,NA,NA,NA,"2007","10",NA,NA,NA,"52218","auto",NA,NA
"107","2020-11-04 17:29:25-03","UEM","HUEM","21814","S","Plantae",NA,NA,"Leguminosae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","J.M.Garcia; K.Kawakita; A.F.Soares","181","2011","12","16",NA,"Brasil","Mato Grosso do Sul","Taquarussu","canal Corutuba, margem direita","-53.3513984680176","-22.4878005981445",NA,NA,"Liana; botões florais vináceos, pétalas vináceas com guias de néctar coloração branca.","HUEM000026062","Ma.C.Souza",NA,NA,NA,NA,"2012","02",NA,NA,NA,"63482","auto",NA,NA
"108","2019-08-30 21:14:59-03","UEM","HUEM","28156","S","Plantae",NA,NA,"Leguminosae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Ma.C.Souza","3033","2014","02","22",NA,"Brasil","Mato Grosso do Sul","Taquarussu","Rio Paraná, margem da ilha Mutum","-53.3513984680176","-22.4878005981445",NA,NA,"Liana; flores róseas vistosas; cresce sobre arbustos na margem do rio.","HUEM000005601",NA,"HUEM000005601",NA,NA,NA,NA,NA,NA,NA,NA,"63482","auto",NA,NA
"109","2020-11-04 17:29:25-03","UEM","HUEM","18105","S","Plantae",NA,NA,"Leguminosae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","T.S.Michelan; J.D.Dias; S.Rodrigues; A.A.Silva; V.C.Harthman; Ma.C.Souza","101","2007","03","13",NA,"Brasil","Paraná","Marilena","rio Paraná, Porto Maringá. Estrada.","-53.0400009155273","-22.7357997894287",NA,NA,"Liana. Flores coloração roxa. Frutos imaturos coloração verde.","HUEM000026068","Ma.C. Souza",NA,NA,NA,NA,"2007","10",NA,NA,NA,"13360","auto",NA,NA
"110","2019-10-03 10:03:43-03","UFSCar","SORO","5489","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","Maxwell","Souza, V.C.; Caliari, C.P.; Garcia, P.B.","32321","2006","07","13",NA,"Brasil","Mato Grosso","Poconé","Área do Sesc Pantanal. Beira do Corixo do Munquém. 120msm.","-56.6227989196777","-16.2567005157471",NA,NA,"Trepadeira; flores roxas.",NA,"V.C. Souza",NA,NA,NA,NA,"2006","07","14",NA,NA,"200792","auto",NA,NA
