"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","class","relatedCatalogItem"
"49","2020-09-12 05:00:02-03","US","US","2885705","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","23566","1969","2","19","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço, Rocky river bank, Rio Itacambiruçu, and adjacent rocky cerrado, ca. 10km west of Grão Mogol, road to Cristálina.",NA,NA,"900",NA,NA,NA,"US03258349","US03258349_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA
"50","2020-09-02 16:19:56-03","Cenargen","CEN","46445","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A. Rapini","Gert Guenther Hatschbach","54943","1991","02","09",NA,"Brasil","MG","GRAO MOGOL","Rio Itacambiruçu. Minas Gerais.","-42.8897018432617","-16.5594005584717","800","800","Exsicatas","Látex alvo. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00046445","CEN00046445","1998",NA,NA,"67219","auto",NA,NA,NA,"1",NA,NA,NA
"51","2021-03-15 18:24:35-03","USP","SPF","135130","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Rapini, A","756","1999","03","12",NA,"Brasil","Minas Gerais","Cristália","Serra do Batieiro, Ca. de 10 km do Rio Itacambiruçu em direção a Cristália.","-42.883333","-16.55",NA,NA,NA,"Trepadeira bastante ramificada, lenhosa nos ramos mais velhos. Flores creme-esverdeadas. Frutos verdes, levemente castanhos no dorso.","SPF00135130","SPF00135130","1999",NA,NA,NA,NA,"-42.883333","-16.55",NA,NA,NA,NA,NA
"52","2021-03-15 18:24:35-03","USP","SPF","131069","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Pirani, JR","4291","1998","05","13",NA,"Brasil","Minas Gerais","Rio Pardo de Minas","Estrada Serranópolis - Rio Pardo, trecho da Serra Geral: Serra de Poções (nome local) ou Serra Deus me Livre (na Folha Geomapas). Grande inselberg quartzítico.","-42.819167","-15.968333","860","860",NA,"Erva volúvel latescente, heliófila; flores amareladas, ginostêmio verde.","SPF00131069",NA,"1998","06",NA,NA,NA,"-42.819167","-15.968333",NA,NA,NA,NA,NA
"53","2021-03-15 18:24:35-03","USP","SPF","135731","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Rapini, A","854","1998","12","27",NA,"Brasil","Minas Gerais","Grão Mogol","NW da vila.","-42.891806","-16.556222","1000","1000",NA,"Erva volúvel, látex leitoso, 1 m alt., crescendo em vegetação arbustiva, sobre areia,entre rochas. Flores amareladas.","SPF00135731",NA,"1999",NA,NA,NA,NA,"-42.891806","-16.556222",NA,NA,NA,NA,NA
"54","2021-03-15 18:24:35-03","USP","SPF","141502","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Fiaschi, P","166","2000","03","21",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada de Francisco Sá para Grão-Mogol. Campos rupestres na base do Morro do Jambeiro, no Vale do Rio Itacambiruçu.","-42.933333","-16.566667",NA,NA,NA,"Lianas muito latescentes sobre arbustos entre blocos rochosos. Flores creme-amareladas.","SPF00141502",NA,"2000","05",NA,NA,NA,"-42.933333","-16.566667",NA,NA,NA,NA,NA
"55","2021-03-15 18:24:35-03","USP","SPF","160076","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Konno, TUP","Souza, VC","25713","2001","07","11",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol - Montes Claros, ca. 6 km da cidade. Campo rupestre com elementos de caatinga.","-42.914","-16.5925",NA,NA,NA,"Escandente; flores creme.","SPF00160076",NA,"2003","10","15",NA,NA,"-42.914","-16.5925",NA,NA,NA,NA,NA
"56","2021-03-15 18:24:35-03","USP","SPF","163690","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Farinaccio, MA","Farinaccio, MA","680","2004","03","30",NA,"Brasil","Minas Gerais","Grão Mogol","Ribeirão dos Bois, à saída da cidade na estrada para o Rio Ventania. Vegetação arbustiva entre afloramentos rochosos mais ou menos planos.","-42.885944","-16.558667","830","830",NA,"Planta prostrada, latescente. Flores creme. Frutos verdes passando a castanhos. Olor desagradável às 17 h.","SPF00163690",NA,"2004","05",NA,NA,NA,"-42.885944","-16.558667",NA,NA,NA,NA,NA
"57","2021-03-15 18:24:35-03","USP","SPF","183570","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Mello-Silva, R","3046","2007","11","19",NA,"Brasil","Minas Gerais","Botumirim","Rio do Peixe, Estrada além do rio do Peixe, entrada a 2.2 km de Botumirim, em frenta à Fazenda Botafogo, 500 m em estrada vicinal ca. de 11.6 km do início da estrada. Pequeno sítio, afloramentos rochosos próximo ao sítio em vale com lajeados, vereda","-43.008889","-16.943611","842","842",NA,"Trepadeira entre rochas. Cálice verde. Corola alvo-amarelada a alva.","SPF00183570",NA,"2008",NA,NA,NA,NA,"-43.008889","-16.943611",NA,NA,NA,NA,NA
"58","2021-03-12 16:33:19-03","USP","SPF","61617","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Fontella Pereira, J","Mello-Silva, R; Cordeiro, I; Assis, MC; Pirani, JR","CFCR11457","1987","11","03",NA,"Brasil","Minas Gerais","Grão Mogol","Montanha à esquerda do riacho Ribeirão. Trilha da Tropa. Campo rupestre.","-42.916667","-16.538333","1100","1150",NA,"Erva volúvel ltescente, no campo. Heliófila. Flores creme, suavemente odoríferas.","SPF00061617","SPF00061617","1993",NA,NA,NA,NA,"-42.916667","-16.538333",NA,NA,"holotype",NA,NA
"59","2021-03-15 18:24:35-03","USP","SPF","66713","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Anônimo","Zappi, DC","CFCR12052","1988","05","28",NA,"Brasil","Minas Gerais","Grão Mogol","Margem direita do Rio Itamcabiruçu, entre a ponte para Cristália e a Fazenda Jambeiro. Carrasco.","-42.75","-16.583333","650","650",NA,"Trepadeira com flores esverdeadas, frutos imaturos verdes.","SPF00066713",NA,NA,NA,NA,NA,NA,"-42.75","-16.583333",NA,NA,NA,NA,NA
"60","2021-03-15 18:24:35-03","USP","SPF","124503","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Kawasaki, ML","1022","1997","09","28",NA,"Brasil","Minas Gerais","Botumirim","A sudeste da cidade, ca. de 5 km na estrada para a Fazenda Cachoeira bordejando o Ribeirão Noruega.","-43.010799407959","-16.872200012207","650","650",NA,"Trepadeira. Flores amarelo-esverdeadas.","SPF00124503",NA,"1997",NA,NA,"39434","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 18:24:35-03","USP","SPF","124436","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Rapini, A","347","1997","09","28",NA,"Brasil","Minas Gerais","Cristália","Vale do Córrego Jacuba, entre Cristália e Botumirim.","-42.8622016906738","-16.8003005981445","700","700",NA,"Trepadeira. Flores amarelas. Solo rochoso.","SPF00124436",NA,"1997","11",NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 18:24:35-03","USP","SPF","43756","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Anônimo","Giulietti, AM","CFCR9854","1986","07","23",NA,"Brasil","Minas Gerais","Grão Mogol","Córrego Escurinha.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Trepadeira sobre arbustos, entre rochas. Flores amarelas. Frutos verdes. Látex branco.","SPF00043756",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 18:24:35-03","USP","SPF","145189","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Hatschbach, G","67994","1998","07","18",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol para Cristália, ponte sobre o Rio Itacambiruçu. Campo rupestre, solo arenoso.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Volúvel, látex alvo, flor creme.","SPF00145189",NA,"2001","04",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 18:24:35-03","USP","SPF","146621","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Hatschbach, G","67994","1998","07","18",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol para Cristália, ponte sobre o Rio Itacambiruçu. Campo rupestre, solo arenoso.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Volúvel, látex alvo, flor creme.","SPF00146621",NA,"2001","07",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 18:24:35-03","USP","SPF","41135","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Anônimo","Cordeiro, I","CFCR8978","1986","01","06",NA,"Brasil","Minas Gerais","Grão Mogol","Próximo do Córrego das Mortes.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Trepadeira. Flores alvas, frutos imaturos verde-avermelhados. No solo arenoso entre rochas.","SPF00041135",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 18:24:35-03","USP","SPF","44482","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Anônimo","Cordeiro, I","CFCR10017","1985","09","02",NA,"Brasil","Minas Gerais","Grão Mogol","Ribeirão dos Bois","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Trepadeira sobre arbustos. Heliófila. Flores creme-amareladas.","SPF00044482",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 18:24:35-03","USP","SPF","39672","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Anônimo","Kawasaki, ML","CFCR8370","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Trepadeira latescente. Flores creme, frutos verdes.","SPF00039672",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:13:17-03","UEFS","HUEFS","109914","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella",NA,"Mello-Silva, R.","2720","2004","12","20",NA,"Brasil","Minas Gerais","Botumirim","Serra da Canastra. São Domingos. Trilha para o alto da Serra nas encostas do ribeirão São Domingos.","-43.023889","-16.853611","1219","1332",NA,"Em solo arenoso entre rochas.","HUEFS0109914","HUEFS0109914",NA,NA,NA,NA,NA,"43W1'26''","16S51'13''",NA,NA,NA,"Asteranae",NA
"69","2019-10-07 09:13:17-03","UEFS","HUEFS","118588","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella",NA,"Rapini, A.","1359","2007","02","03",NA,"Brasil","Minas Gerais","Grão Mogol","ca. 5 km da cidade, estrada para Barrocão.","-42.950278","-16.613333","765","765",NA,NA,"HUEFS0118588","HUEFS0118588",NA,NA,NA,NA,NA,"42W57'1''","16S36'48''",NA,NA,NA,"Asteranae",NA
"70","2019-10-07 09:13:17-03","UEFS","HUEFS","221687","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A.Rapini","Verdi, M.","7075","2014","06","24",NA,"Brasil","Minas Gerais","Grão Mogol","Parque Estadual de Grão Mogol. Serra do Curiacá, a partir do meio da encosta até o topo no ponto georreferenciado.","-42.875","-16.359444","1202","1202",NA,"Campo rupestre.","HUEFS0221687","HUEFS0221687","2019","04",NA,NA,NA,"42W52'30''","16S21'34''",NA,NA,NA,"Asteranae",NA
"71","2019-10-07 09:13:17-03","UEFS","HUEFS","67995","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A.Rapini","Queiroz, L.P.de","7550","2003","01","08",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol.","-42.895278","-16.555556","903","903",NA,"Campo rupestre.","HUEFS0067995","HUEFS0067995","2004","01",NA,NA,NA,"42W53'43''","16S33'20''",NA,NA,NA,"Asteranae",NA
"72","2019-10-07 09:13:17-03","UEFS","HUEFS","91823","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella",NA,"Farinaccio, M.A.","680","2004","03","30",NA,"Brasil","Minas Gerais","Grão Mogol","Ribeirão dos Bois, à saída da cidade na estrada para o rio Ventania.","-42.885833","-16.558611","830","830",NA,"Vegetação arbustiva entre afloramentos rochosos mais ou menos planos.","HUEFS0091823","HUEFS0091823",NA,NA,NA,NA,NA,"42W53'9''","16S33'31''",NA,NA,NA,"Asteranae",NA
"73","2019-10-07 09:13:17-03","UEFS","HUEFS","76774","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A.Rapini","Rapini, A.","1090","2003","09","09",NA,"Brasil","Minas Gerais","Grão Mogol","Grão-Mogol Trilha do Barão","-42.883333",NA,"900","900",NA,NA,"HUEFS0076774","HUEFS0076774","2004","04",NA,NA,NA,"42W53'",NA,NA,NA,NA,"Asteranae",NA
"74","2019-10-07 09:13:17-03","UEFS","HUEFS","241217","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella",NA,"Bitencourt, C.","210","2016","01","08",NA,"BR","Minas Gerais","Botumirim","Na campina do banana Em afloramento rochoso.","-43.010799407959","-16.872200012207","1268","1268",NA,NA,"HUEFS0241217",NA,NA,NA,NA,"39434","auto",NA,NA,NA,NA,NA,"Asteranae",NA
"75","2019-10-07 09:13:17-03","UEFS","HUEFS","241216","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella",NA,"Bitencourt, C.","207","2016","01","07",NA,"BR","Minas Gerais","Grão Mogol","Parque Estadual de G Na beira da trilha do barão.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"HUEFS0241216",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,"Asteranae",NA
"76","2019-10-07 09:13:17-03","UEFS","HUEFS","113434","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A.Rapini","Tameirão Neto, E.","4234","2005","04","10",NA,"Brasil","Minas Gerais","Itacambira","Planta MG 15 - Fazenda Tamanduá.","-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,"HUEFS0113434","HUEFS0113434","2006","11",NA,"48089","auto",NA,NA,NA,NA,NA,"Asteranae",NA
"77","2019-10-07 09:13:17-03","UEFS","HUEFS","191220","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A.Rapini","Rapini, A.","1992","2012","09","13",NA,"Brasil","Minas Gerais","Grão Mogol","próximo à ponte sobre o rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"HUEFS0191220","HUEFS0191220","2015","09",NA,"67219","auto",NA,NA,NA,NA,NA,"Asteranae",NA
"78","2019-07-09 14:16:47-03","F","FMNH-SEEDPLANTS","V0353020F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana",NA,"RRC ID Flag","H. S. Irwin","23566","1969","2","19","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0353020F","V0353020F_01 V0353020F_02",NA,NA,NA,NA,NA,NA,NA,"23566",NA,NA,"Dicotyledoneae",NA
"79","2019-07-09 14:16:14-03","F","FMNH-SEEDPLANTS","V0353021F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana",NA,"RRC ID Flag","D. C. Zappi","12052","1988","5","28","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0353021F","V0353021F_01 V0353021F_02",NA,NA,NA,NA,NA,NA,NA,"CFCR 12052",NA,NA,"Dicotyledoneae",NA
"80","2019-07-09 14:16:47-03","F","FMNH-SEEDPLANTS","V0353022F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana",NA,NA,"H. S. Irwin","23515","1969","2","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0353022F","V0353022F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"81","2019-07-09 14:16:47-03","F","FMNH-SEEDPLANTS","V0353023F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana",NA,NA,"H. S. Irwin","23566","1969","2","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0353023F","V0353023F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"82","2020-04-29 16:29:27-03","UFVJM","HDJF","5435","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Moreira, SN","Moreira, SN; Pereira, E","2006","2015","10","15","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Norte - Anglo American","-43.434021","-18.89354","935","935",NA,NA,"HDJF005435","HDJF005435_01","2015","10","15",NA,NA,"-43.434021","-18.89354",NA,NA,NA,NA,NA
"83","2020-07-23 11:58:23-03","CEPLAC","CEPEC","80407","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana",NA,"T. Konno","A. M. de Carvalho","6543","1975","09","02",NA,"Brasil","Minas Gerais","GRÃO MOGOL","Atrás da cidade. Trilho do Barão.","-42.895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W53'42","16S33'76",NA,NA,NA,NA,"30/05/2001"
"84","2020-07-23 11:58:23-03","CEPLAC","CEPEC","84051","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana",NA,"A. Rapini","A. M. Giulietti",NA,"1986","07","23",NA,"Brasil","Minas Gerais","GRÃO MOGOL","Córrego Escurinha.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,"30/12/1999"
"85","2021-04-08 17:12:13-03","UESB","HUESB","2853","S","Plantae","Dicotyledoneae",NA,"Asclepiadaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","A. Rapini","Rapini, A.; P.L. Ribeiro, A.; P.L. Ribeiro, A.","1359","2007","02","03",NA,"Brasil","Minas Gerais","Grão Mogol","ca. 5 Km da cidade, estrada para Barrocão.","-42.952778","-16.613333","765","765",NA,"Troca de material.; Arbusto volúvel. Corola creme, corona esverdeada.",NA,NA,"2007",NA,NA,NA,NA,"-42.952778","-16.613333",NA,NA,NA,NA,NA
"86","2020-11-12 16:59:50-03","UEL","FUEL","11481","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Hatschbach, G","42889","1980","03","23",NA,"Brasil","Minas Gerais","Cristália","Bem Querer, Solo arenoso do campo rupestre","-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-01 14:52:40-03","UnB","UB","115410","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Irwin, HS","23566","1969","02","19","Southern America","Brasil","Minas Gerais",NA,"Ca. 10km W of Grão Mogol, road to Cristália",NA,NA,NA,NA,NA,"Exuding copious white latex.; Twining 3m.; Dense thickets in cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-01 14:52:40-03","UnB","UB","115411","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Rapini, A","Rapini, A","756","1999","03","12","Southern America","Brasil","Minas Gerais","Cristália","Serra do Batieiro, ca. 10km do rio Itacabiruçu em direção à Cristália","-42.883333","-16.55",NA,NA,NA,"Lenhosa nos ramos mais velhos; flores creme-esverdeadas; frutos verdes, levemente castanhos no dorso.; Trepadeira bastante ramificada.",NA,NA,NA,NA,NA,NA,NA,"-42.883333","-16.55",NA,NA,NA,NA,NA
"89","2019-05-06 11:52:03-03","UFU","HUFU","51562","S","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Morokawa, R.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","189","2008","05","15",NA,"Brasil","Minas Gerais","Cristália","Estrada Gão Mogol - Cristália, Após a ponte, estrada de terra à direita, antes da casa.","-42.8622016906738","-16.8003005981445",NA,NA,NA,"Trepadeira, cálice verde e corola creme.; Campo rupestre.","HUFU00001269",NA,"2009","11",NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-05-06 11:52:03-03","UFU","HUFU","51128","S","Plantae",NA,NA,"Apocynaceae","Ditassa","cordeiroana","Ditassa cordeiroana","Fontella","Morokawa, R.","Nakajima, J.N.; Mello, F.N.A.; Rosa, P.O. & Soares, P.N.","4732","2008","05","13",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada para Francisco Sá, A 1 km da cidade.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Subarbusto, ca. 0,5 m. Cálice e corola creme.; Campo rupestre.","HUFU00001270",NA,"2009","09",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
