"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","eventTime","fieldNumber","individualCount"
"269","2019-11-21 14:40:24-03","UFJF","CESJ","62162","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","A.L. de Gasper","2010","11","26","J.L. Schmitt","3119","2010","10","20","Brasil","Santa Catarina","Rio dos Cedros","Palmeiras, Lat.: 26º37'13,00S; Lon.: 49º19'59,00W; Alt.: 350m.s.m.","-49.2742004394531","-26.7383003234863",NA,NA,"Altura: 4m; Hábito: arvoreta","CESJ062162",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"35192","auto",NA,NA,NA,NA,NA,NA,NA
"270","2019-11-21 14:40:24-03","UFJF","CESJ","43710","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","V.C. Souza","2003",NA,NA,"D.A.Medeiros","108 et al","2003","04","20","Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,NA,"CESJ043710",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA
"271","2019-11-21 14:40:24-03","UFJF","CESJ","44469","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","M.F. Santos","2010","11",NA,"S.M.Gomes; et alli","402","2002","04","21","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual S.Miguel arcanjo- Sete Barras (SP139, Km 69). Floresta Ombrófila Densa Montana Ribeirinha (Rio Bonito).","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore de 3m.","CESJ044469",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"272","2019-11-21 14:40:24-03","UFJF","CESJ","37717","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","M. Sobral","2002","09",NA,"R.C. Forzza; B.K.S. Franco; P.C.L. Faria; L.D. Meireles","2198","2002","06","15","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"Arvoreta, ca. 6 m alt. Folhas discolores, ferrugíneas na face abaxial; ramos ferrugineos. Frutos verdes.","CESJ037717",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"273","2019-11-21 14:40:24-03","UFJF","CESJ","37749","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","M. Sobral","2003",NA,NA,"P.L. de Moraes","1184","1995","03","02","Brasil","Minas Gerais","São Miguel Arcanjo","Parque Estadual de Carlos Botelho",NA,NA,NA,NA,"Arvoreta, ca. 5 m alt.; frutos verdes. Local alagado.","CESJ037749",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-21 14:40:24-03","UFJF","CESJ","32811","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","G. Hatschbach","1992",NA,NA,"G. Hatschbach; A.R.Campos","57921","1992","09","25","Brasil","Paraná","Paranaguá","Estrada das Praias, próximo ao Rio da Vila.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"CESJ032811",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"275","2021-04-07 11:46:37-03","UFMS","CGMS","39013","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"R.M. Britez","1382","1987","03","06","Brasil","Paraná","Paranaguá","Ilha do mel.","-48.5092010498047","-25.5200004577637",NA,NA,"Doação do FUEL.","CGMS1068406",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"276","2020-06-07 20:20:22-03","UFCG","CSTR","3893","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,"Sobral, M.","2001",NA,NA,"Souza, L.R.M.","s.n.","1997","07","09","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"Árvore c.a 10m de alt; Frutos imaturos verdes.; Estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"277","2020-06-07 20:20:22-03","UFCG","CSTR","3866","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"Britez, R.M.","1382","1987","03","06","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"Ilha do Mel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"278","2021-03-01 16:36:27-03","UNICAMP","UEC","130666","S","Plantae","Myrtaceae","Marlierea","antonia","Marlierea antonia","(O.Berg) D.Legrand","Santos, MF","2012","05",NA,"Lima, HC","611","1997","06","23","Brazil","Minas Gerais","Serra Da Bocaina","Estrada para Campos da Bocaina, próximo ao marco 22.",NA,NA,NA,NA,"Arbusto semiheliófila, ramos decumbentes com pelos ferrugíneos. Frutos acastanhados indumentoferrugíneo. Folhas fortemente discolor.","UEC008355","1050","1050","UEC008355",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-03-01 16:36:44-03","UNICAMP","UEC","168039","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M","2004",NA,NA,"Carrara, MR; et al.","12","1995","01","18","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Lago Azul, próximo da estrada.","-44.566667","-22.25","-44.566667","-22.25","Árvore com cerca de 10m, fust (1m- 3,5m). Caule do tipo desfolinte. Folhas discolores verdes, coriáceas. Raque da inflorescência verde com pelos amarronzados. Botões verde claros.Folhas jovens de coloração vinácea.","UEC091251","650","700","UEC091251",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-01 16:36:44-03","UNICAMP","UEC","155577","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M","2004",NA,NA,"Braga, JMA; et al.","3282","1996","03","13","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Lago Azul, próximo da estrada.","-44.566667","-22.25","-44.566667","-22.25","Árvore, ca. 6 metros de altura. Caule com casca ligeiramente esfoliante, folhas discolores e cartáceas, revestidas por pelos castanhos. Flores com hipanto e lobos castanhos, corola e estames alvos.; Orla de Mata Alterada Densa.","UEC055794","650","650","UEC055794",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-01 16:36:44-03","UNICAMP","UEC","160328","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, DF","2016","06",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","628","2011","01","05","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","-45.945278","-23.330333","Material vegetativo. Cerca de 7 m de altura e 2 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039526","999","999","UEC039526",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-03-01 16:36:44-03","UNICAMP","UEC","160390","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, DF","2016","06",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","628","2011","01","05","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","-45.945278","-23.330333","Material vegetativo. Cerca de 7 m de altura e 2 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039466","999","999","UEC039466",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-03-01 16:36:44-03","UNICAMP","UEC","166693","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Meireles, LD","2017","09",NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","1792","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM. Núcleo Santa Virgínia - Parcela K.","-45.067778","-23.325556","-45.067778","-23.325556","K1957 Árvore, ca. 25 m, sem flores ou frutos. Abundância: 1 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039949","1056","1093","UEC039949",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-01 16:36:44-03","UNICAMP","UEC","148803","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M","2008","10",NA,"Aranha, BA","516","2007","01","17","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J, 380-msm","-45.084167","-23.366389","-45.084167","-23.366389","Indivíduo regenerante no sobosque","UEC104540",NA,NA,"UEC104540",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-01 16:36:44-03","UNICAMP","UEC","072853","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Garcia, RJF; Ferreira, GMP","534","1995","02","13","Brazil","São Paulo","Parelheiros","Capivari. Fazenda Sabesp, ao final da estrada do Capivara","-46.680278","-23.935556","-46.680278","-23.935556","Árvore ca 7,0m alt., DAP 0,11m + 0,07m. Flores brancas perfumadas.; Margem do Rio Capivari","UEC104534",NA,NA,"UEC104534",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-01 16:36:44-03","UNICAMP","UEC","113318","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Gasper, AL","2009","08","11","Gasper, AL; et al.","2233","2009","08","11","Brazil","Santa Catarina","Blumenau","Campus V- FURB.","-49.049444","-26.855278","-49.049444","-26.855278","Coleta extra IFFSC (Arbórea); Estádio Suces.: Avançado. Altura: 5m; Hábito: árvore caída.&nf;; Clareira.","UEC108386","70","70","UEC108386",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:36:44-03","UNICAMP","UEC","113770","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Kawasaki, L","1997",NA,NA,"Sanchez, M; Pedroni, F","701","1996","11","26","Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667","-44.8","-23.366667","Árvore 38 fp com 7m de altura, vegetativo.; Mata de Planície, restinga.","UEC108375",NA,NA,"UEC108375",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:36:44-03","UNICAMP","UEC","116493","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Kawasaki, ML","2000",NA,NA,"Oliveira, AA; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; Silva, EV; Valente, R; et al.","3643","2000","04","21","Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar. Cachoeira do sítio Urucurana. Trilha do escorrega, às margens do Rio Una.","-45.708111","-23.712","-45.708111","-23.712","Árvore com 15m, frutos verdes.; Floresta Ombrófila densa de Encosta.","UEC108385","130","130","UEC108385",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-03-01 16:36:44-03","UNICAMP","UEC","128221","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Duarte, AR",NA,NA,NA,"Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; et al.","224","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho. Núcleo S. M. Arcanjo.","-47.968889","-24.0675","-47.968889","-24.0675","Árvore de 6m. Fruto.; Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Borda da mata.","UEC108380",NA,NA,"UEC108380",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-01 16:36:44-03","UNICAMP","UEC","133969","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","315","2004","01","14","Brazil","São Paulo","Cananéia","Fazenda Folha Larga. Trilha da Vitória.","-47.916667","-24.883333","-47.916667","-24.883333","Árvore de 20m, com flores brancas.","UEC108388","30","155","UEC108388",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-03-01 16:36:44-03","UNICAMP","UEC","134630","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Meireles, LD","2017",NA,NA,"Gomes, SM; Antunes, RM; Gomes, PB; et al.","426","2002","04","21","Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho. Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, km 69), beira do Rio Bonito.","-47.994167","-24.141667","-47.994167","-24.141667","Árvore de 5m de altura. Frutos imaturos verdes.; Floresta Ombrófila Densa Montana. Borda de mata no entorno do Rio Bonito.","UEC111222",NA,NA,"UEC111222",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-03-01 16:36:44-03","UNICAMP","UEC","134777","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Souza, VC","2003",NA,NA,"Medeiros, DA; Silva, DGR; Damasceno, ACF; et al.","108","2003","04","20","Brazil","São Paulo","Ribeirão Grande","Trilha da Caçadinha, com início na estrada do Carmo, 780m alt.","-48.416667","-24.266667","-48.416667","-24.266667","Árvore; frutos imaturos verdes.; vegetação secundária de Floresta Ombrófila Densa Alto Montana com intensa exploração de palmito e madeira.","UEC108381",NA,NA,"UEC108381",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:36:44-03","UNICAMP","UEC","135018","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Aguiar, AC; Silva, RR; Pereira, ZV; Cerqueira, RM; Rodrigues, RR; et al.","142","2003","04","16","Brazil","São Paulo","Ribeirão Grande","Parque Est. Intervales, trilha da Cachoeira das pedrinhas.","-48.374444","-24.291361","-48.374444","-24.291361","Árvore,6m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa, próximo ao rio.","UEC108382","790","790","UEC108382",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:36:44-03","UNICAMP","UEC","146544","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1380","1997","04","16","Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco.","-44.8","-23.366667","-44.8","-23.366667","Árvore 299 com 11 m de altura, com frutos imaturos.; Mata Atlântica de Encosta.","UEC108383","1000","1000","UEC108383",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-03-01 16:36:44-03","UNICAMP","UEC","161030","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Meireles, LD","2017","09",NA,"Stefani, EJF; Belinello, R; Galvão, J","75","2010","05","29","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.505833","-23.625833","-45.505833","-23.625833","Árvore com 9m.; Mata Atlântica.","UEC108618","50","90","UEC108618",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-01 16:36:44-03","UNICAMP","UEC","172402","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sanchez, M",NA,NA,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1293","1997","02","04","Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco.","-44.812222","-23.311111","-44.812222","-23.311111","Árvore 9 m de altura, vegetativo.; Mata atlântica de encosta","UEC016603",NA,NA,"UEC016603",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:36:44-03","UNICAMP","UEC","174974","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1307","1997","05","29","Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco.","-44.816944","-23.3025","-44.816944","-23.3025","Árvore 647 com 18 m de altura, com frutos imaturos.; Mata Atlântica de Encosta.","UEC099578","600","600","UEC099578",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-03-01 16:36:44-03","UNICAMP","UEC","174975","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1330","1997","05","29","Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco.","-44.816944","-23.3025","-44.816944","-23.3025","Árvore 820 com 23m de altura, com frutos imaturos .; Mata Atlântica de Encosta.","UEC029714","600","600","UEC029714",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-01 16:36:44-03","UNICAMP","UEC","183931","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M","2006",NA,NA,"Matsumoto, K; Santos-Gonçalves, AP; Belinello, R","782","2002","03","10","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima. Rio das Flores.","-42.526111","-22.436972","-42.526111","-22.436972","Árvore ca. 4m, botões creme, flores velhas.","UEC008224","1130","1130","UEC008224",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-01 16:36:44-03","UNICAMP","UEC","186160","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Assis, MA",NA,NA,NA,"Assis, MA","B392","2005","12","08","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.","-44.835556","-23.336944","-44.835556","-23.336944","Floresta ombrófila densa de terras baixas","UEC111454","33","57","UEC111454",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-01 16:36:44-03","UNICAMP","UEC","189002","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Mazine, FF","2015",NA,NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","228","2015","01","08","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.969444","-24.067778","-47.969444","-24.067778","Árvore, 6 m de altura e 3,8 cm de DAP; Floresta Ombrófila Densa","UEC119543","800","800","UEC119543",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-03-01 16:36:44-03","UNICAMP","UEC","189345","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, DF","2013","11",NA,"Lima, DF; Bacci, LF","395","2013","11","27","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi. Trilha da Preguiça, início.","-40.542778","-19.909444","-40.542778","-19.909444","Árvore 12 m. Tronco descamente. Material estéril.; Floresta Ombrófila Densa","UEC120113","810","810","UEC120113",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-03-01 16:36:44-03","UNICAMP","UEC","200688","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Meireles, LD","2017",NA,NA,"Pereira, LS; Belinello, R; Gomes, JAMA","N908","2007","12",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","Parcela N - Projeto Biota-FAPESP. Árvore com 14 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158078","990","1045",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:36:44-03","UNICAMP","UEC","200192","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Meireles, LD","2016",NA,NA,"Padgurschi, MCG; Belinello, R","M1454","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","Parcela M - Projeto Biota-FAPESP. Árvore com 5.5 metros de altura. Frequência da espécie na parcela: n=3","UEC177738","990","1045",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:36:44-03","UNICAMP","UEC","150865","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Peron, M",NA,NA,NA,"Peron, M; et al.","926","1992","02","19","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.","-42.833333","-22.433333","-42.833333","-22.433333","Árvore; casca lisa, amarelada. Fores alvas, aromáticas. Altura: 8m.","UEC104539",NA,NA,"UEC104539",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2021-03-01 16:36:44-03","UNICAMP","UEC","53612","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Silva, AF","1555","1987","03","05","Brazil","São Paulo","São José dos Campos",NA,"-45.9375","-23.075","-45.9375","-23.075","Árvore de até 10m, folhas de verde mais claro na face dorsal; frutos imaturos de cor verde.; Flora da Reserva Florestal da Boa Vista","UEC108377",NA,NA,"UEC108377",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2021-03-01 16:36:44-03","UNICAMP","UEC","53628","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Silva, AF","1555","1987","03","05","Brazil","São Paulo","São José dos Campos",NA,"-45.9375","-23.075","-45.9375","-23.075","Árvore de até 10m, folhas de verde mais claro na face dorsal; frutos imaturos de cor verde.; Flora da Reserva Florestal da Boa Vista","UEC108387",NA,NA,"UEC108387",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-03-01 16:36:44-03","UNICAMP","UEC","54416","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lughadha, EN","1997",NA,NA,"Silva, AF; Capellari Jr, L","1454","1986","07","16","Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista.","-45.9375","-23.075","-45.9375","-23.075","Árvore de 20m, frutos imaturos cor verde com pilosidade cinérea, casca rosada, lenho marfim, pouco aromática, seiva aquosa escassa, súber liso, com ritidoma.","UEC108384",NA,NA,"UEC108384",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-01 16:36:44-03","UNICAMP","UEC","54421","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Silva, AF; Capellari Jr, L","356","1986","01","09","Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista.","-45.9375","-23.075","-45.9375","-23.075","Árvore até 20m, botões verde esbranquiçados, casca fina, castanho-claro, lenho amarelo-creme.; Mata da Reserva.","UEC108389",NA,NA,"UEC108389",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-01 16:36:44-03","UNICAMP","UEC","64278","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Peron, M; et al.","761","1989","03","06","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima.","-42.05","-22","-42.05","-22","Parcela 1A, micro. 1a, ind. 42, DAP 20cm, alt. 23m.Folhas verde escuras na face superior, pouco mais claras na inferior. Ramos jovens, pecíolo e nervura média, inflorescência e botões pardo alvacentos, flores passadas.; Nascente do Rio","UEC108376","1100","1100","UEC108376",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-01 16:36:44-03","UNICAMP","UEC","64279","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Correia, CMB; et al.","42","1989","08","02","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima.","-42.05","-22","-42.05","-22","Árvore 6m; folhas discolores verdes; frutos verde-claros.; Margem do Rio das Flores.","UEC104529",NA,NA,"UEC104529",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-03-01 16:36:44-03","UNICAMP","UEC","64277","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Peron, M; et al.","774","1989","03","06","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Sítio Sophronites.","-42.05","-22","-42.05","-22","Árvore 12m, folhas coriáceas, flores passadas.; À margem do riacho.","UEC108372","1100","1100","UEC108372",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-03-01 16:36:44-03","UNICAMP","UEC","80333","S","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF","34701","1996","01","29","Brazil","São Paulo","São Luiz do Paraitinga","Beira da estrada, próximo à bica, Alto da serra, mata da encosta atlântica.",NA,NA,NA,NA,"Árvore, 12m, floração em botões com pétalas brancas.","UEC105639",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
