"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","stateProvince","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","order","class"
"46","2021-03-01 11:56:36-03","UFPE","UFP","84303","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Silva, JB","409","2014","04","08",NA,"Brasil",NA,NA,"Substrato: Solo; Caatinga","UFP084303",NA,"-37.245972","-8.585639","Silva, JB","Pernambuco","Buíque","-37.245972","-8.585639",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jungermanniales",NA
"47","2021-03-01 11:56:36-03","UFPE","UFP","84319","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Silva, JB","429","2015","06","07",NA,"Brasil",NA,NA,"Substrato: Solo; Caatinga","UFP084319",NA,"-37.259889","-8.537583","Silva, JB","Pernambuco","Buíque","-37.259889","-8.537583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jungermanniales",NA
"48","2014-04-04 18:28:55-03","PNFM","IRAI","7772","S","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Ristow, R.","2820","2013","04","28",NA,"Brasil","Pico Marumbi, trilha branca",NA,NA,"IRAI00007772",NA,"-48.920056","-25.453944","Peralta, D.F.","Paraná","Morretes","-48.920056","-25.453944","1400","1400","2013","09",NA,NA,NA,NA,NA,NA,NA
"49","2014-04-04 18:28:55-03","PNFM","IRAI","7776","S","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Ristow, R.","2824","2013","04","28",NA,"Brasil","Pico Marumbi, trilha branca",NA,NA,"IRAI00007776",NA,"-48.920056","-25.453944","Peralta, D.F.","Paraná","Morretes","-48.920056","-25.453944","1400","1400","2013","09",NA,NA,NA,NA,NA,NA,NA
"50","2020-02-17 11:30:31-03","UEG","HUEG","5817b","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Carvalho, M.A.S.","199","2007","08","02","Southern America","Brasil","Parque Estadual da Serra de Caldas Novas",NA,"Ausência de esporófitos","HUEG05817b",NA,"-48.624722","-17.741944","Assad, L.L.","Goiás","Caldas Novas","-48.624722","-17.741944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:12:16-03","UnB","UB","156219","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Pinheiro, EML; Soares, AER; Salmito, WE; Chaves, BE","75A","2010","08","27","Southern America","Brasil","Capão de mata nº3 - a 22Km de Alto Paraíso",NA,"Tronco vivo.",NA,NA,"-47.497778","-13.950278",NA,"Goiás","Alto Paraíso de Goiás","-47.497778","-13.950278","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:12:16-03","UnB","UB","156221","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Pinheiro, EML; Soares, AER; Salmito, WE; Chaves, BE","77","2010","08","27","Southern America","Brasil","Capão de mata nº3 - a 22Km de Alto Paraíso",NA,"Tronco morto.",NA,NA,"-47.497778","-13.950278",NA,"Goiás","Alto Paraíso de Goiás","-47.497778","-13.950278","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:12:16-03","UnB","UB","159822","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","904","2010","08","29","Southern America","Brasil","Capão de mata nº2 - a 42Km de Alto Paraíso",NA,"Tronco morto",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-01 15:12:16-03","UnB","UB","159857","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","939","2010","08","29","Southern America","Brasil","Capão de mata nº3 - a 42Km de Alto Paraíso",NA,"Tronco morto",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:12:16-03","UnB","UB","159858","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","940","2010","08","29","Southern America","Brasil","Capão de mata nº3 - a 42Km de Alto Paraíso",NA,"Solo",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 15:12:16-03","UnB","UB","159886","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","968","2010","08","29","Southern America","Brasil","Capão de mata nº3 - a 42Km de Alto Paraíso",NA,"Tronco vivo.",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 15:12:16-03","UnB","UB","159888","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","970","2010","08","29","Southern America","Brasil","Capão de mata nº3 - a 42Km de Alto Paraíso",NA,"Tronco vivo.",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 15:12:16-03","UnB","UB","159910","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","992","2010","08","29","Southern America","Brasil","Capão de mata nº4 - a 42Km de Alto Paraíso",NA,"Tronco vivo.",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-01 15:12:16-03","UnB","UB","159919","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Soares, AER; Pinheiro, EML; Salmito, WE; Chaves, BE","1001","2010","08","29","Southern America","Brasil","Capão de mata nº4 - a 42Km de Alto Paraíso",NA,"Solo.",NA,NA,"-47.467222","-13.946667",NA,"Goiás","Cavalcante","-47.467222","-13.946667","1506","1506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:50:10-03","UFRGS","ICN","172711","S","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindb.and Gott.) Fulford","Lorscheitter, ML; Baptista, LRM","s.n.","2007","09","07","América do Sul","Brasil","Turfeira do Banhado Amarelo",NA,NA,NA,NA,"-50.5835990905762","-29.4480991363525",NA,"RS","São Francisco de Paula",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
